episode,service_level,squared_starvation_penalty,squared_congestion_penalty,delivery_potential,pickup_potential,imbalance_weighted_distance,starvation_severity_max
29,0.9146180927598346,-100.11389292364736,-73.98408240402681,-0.09689604542183614,-4.321875680736752,0.0,-48.52153134961689
30,0.9134794136470301,-107.4818038768096,-84.15988845133677,-6.05535617305611,-9.432936515806647,-0.015845037693526427,-84.38792211405097
31,0.9144191025602902,-106.68248587235537,-83.83128367140421,-4.47762009840201,-0.1935872102879542,-1.7821621118324602,-62.426622028993464
32,0.9172606694938193,-107.44436741199019,-84.74687997407737,-1.2727319690284145,0.0,-0.7907380238038747,-64.79650005788142
33,0.9075657894736842,-111.76988989134878,-89.54105309236498,0.0,-4.4371390869631995,0.0,-65.43504296629688
34,0.9181740666301237,-110.1527491008158,-89.68606624126272,-2.2751962811161524,-1.1085453711691082,0.0,-60.900226921165725
35,0.9194476752855567,-111.95801756158971,-91.30500086402336,0.0,-3.9606619065367767,-1.6468280946893414,-82.35411209576009
36,0.9118705035971223,-111.36305571692756,-91.69201336500453,-3.5466874149666836,-3.371563375144126,-0.38253774629187265,-82.4284259012635
37,0.910520426985999,-107.41366360541875,-90.77115549803496,-0.7594885096161845,-4.528835422114218,-0.5971357156668883,-77.36959253151568
38,0.9225366971094433,-107.06524413791574,-90.51112622416103,-0.6302474926648677,-0.3282103191815082,-0.0541635410421845,-63.84559060892078
39,0.9158955619732422,-112.43955518161529,-97.0222455199691,-2.5803644435782287,-4.584027450353115,0.0,-89.20589582748681
40,0.9218013038122991,-107.62601609079367,-95.69374163426505,-1.13261818293477,-2.609575504218131,0.0,-61.32988797743912
41,0.9198134361826172,-104.15693793941846,-91.74806069551407,0.0,-0.2554602455878097,-0.4211862861902286,-45.330610424238024
42,0.9221282913674514,-109.09719960940954,-96.86850292267438,-3.5665205973495477,-3.495997546426254,-0.12389618186895426,-63.105052061296355
43,0.9127369150571006,-116.7161371122797,-102.90061693649945,-2.4613384986330717,-8.328854151067482,-3.391037576173546,-94.10703564886816
44,0.9185917269969059,-116.62416494075221,-103.05275409673179,-2.415644251087432,-5.15144098517417,-0.07513049230388585,-77.94230636150387
45,0.9130447960235194,-117.99979016053845,-104.5211759374008,-2.7962623397093935,-3.5231941571874144,0.0,-76.82628805317435
46,0.9079042566019535,-123.67736248114953,-108.2047021013245,-0.27180517023830997,-8.99154106648579,-0.0005720410271848131,-96.85066482521498
47,0.9200108134086267,-116.0193202286712,-99.74099617679205,0.0,0.0,0.0,-58.74219248422928
48,0.9225816112608566,-117.97824177534402,-101.14728547283092,-3.150447948383868,-0.5501032723597115,-1.1986778915697358,-55.8514547743251
49,0.9182372840401112,-119.28909479797127,-102.25222851754704,-1.314241686254352,-1.1181422879362535,-2.2590995058285532,-64.72606514589054
50,0.9175628322861286,-123.15407390504888,-102.95883549851442,-3.7302946829930352,-5.076977674772108,0.0,-80.8482835855269
51,0.9183889460532119,-121.4759365515204,-101.91038575607134,-2.16285220294455,-5.5382638128184105,-2.0829573147134672,-71.15803595407739
52,0.9169706919615712,-120.67438677887343,-103.08916249260925,-0.06223450121227263,-5.79026189297628,0.0,-62.739424827744855
53,0.9170833957179219,-123.21823685851666,-107.0004382726371,-1.5476796532425245,-6.847532046012012,0.0,-78.56439245912232
54,0.9168739760936836,-125.08568991499436,-107.206703166916,-1.270666372162947,-6.363146838822878,0.0,-77.50184650410787
55,0.9206540033661939,-126.05252919784132,-109.96030023796546,-2.893158067723941,-5.7152638428222025,-5.2411140223935595,-66.3975594858004
56,0.9178344934261408,-126.04465956818457,-111.25578599370665,-1.4194554185267834,-6.623722966168229,-1.6487611734307859,-62.06504627888352
57,0.9230107262501153,-126.50389044814959,-111.81531565742712,-4.674898911150907,-3.56308077085779,-4.650095715518386,-67.1380609481502
58,0.9228390382924537,-121.76238435922129,-108.66389218603307,-0.35487206994220205,-1.376685675876318,-1.0611940508545377,-57.914332963697845
59,0.9060188145036077,-131.8519481583389,-115.84391462344091,-6.645150045358031,-8.28473449142603,-0.24781979358877557,-94.05879076019187
60,0.91983703792463,-130.17874711764853,-114.41091272750133,-2.7028724075152124,-6.269038287982541,-0.41802665093618696,-78.68564389967972
61,0.9221956172521444,-127.20359190818836,-111.72238447185863,-2.8194155804256233,-4.8930871688271065,-0.07443774087265669,-61.733655982623894
62,0.9155356277266118,-133.71642079875699,-117.274329436368,-3.6779223882357575,-7.105587747939216,-3.634346787784523,-83.12493319208554
63,0.9133454106280193,-139.95858467568448,-120.18657027141838,-5.791776782881571,-6.594294954321371,-3.2083506575144303,-96.33625198838925
64,0.9290387365730457,-134.4707214110458,-116.17264808332611,0.0,-2.239257341492356,0.0,-52.01025530333153
65,0.9233208329522241,-138.56592455250285,-119.65288745232827,-0.5652440878919991,-6.221032102141769,-1.990725334799951,-79.94925232288625
66,0.9183624031007752,-142.26200102887842,-120.58508913598472,-6.9833398572438465,-3.920524021626775,0.0,-85.5981529086825
67,0.9242350949328818,-143.35205485765493,-120.5607339756869,-4.422806099253795,-6.045037347486586,0.0,-65.11496233082515
68,0.9240685948916129,-148.12986910429984,-123.87023953688603,-5.229498659334502,-6.937383702663773,-4.029423121095004,-86.29355087501631
69,0.9162455521334808,-151.94168617259933,-126.83049626929336,-9.873682061516874,-5.8337540750788515,-2.238356901472127,-95.52394453388595
70,0.9217441789402921,-148.10280170849543,-124.85091566270432,-2.673170084608136,-6.88188355648418,0.0,-68.89165016924699
71,0.922303803562831,-151.13349825404535,-127.28147833082954,-2.552521144403082,-10.005067837841128,-1.0697165866244924,-87.07935919974851
72,0.9259849273941547,-148.92201746457832,-126.64265696879859,-3.850942426369445,-5.150878661254782,-0.28334522069526863,-69.78572325122218
73,0.9239153535537541,-150.82560356614744,-128.14836777925714,-1.076389049172385,-6.993398670752351,-0.0019469147697483771,-66.57038971662391
74,0.9296280383010066,-149.42180919211148,-126.25807479795051,-0.9751050045923151,-5.959130602991515,-2.652777717780933,-50.862883290799665
75,0.9264737081375967,-157.94877929877651,-132.40141820274255,-7.184927049668644,-7.3856878416459955,-5.2190565972736325,-80.79101358767365
76,0.9236176053576277,-157.4830496143492,-132.68890242719937,-4.399546416516164,-8.204936623937922,-5.178107493033901,-94.4989775801955
77,0.92640417083447,-153.60077190786288,-130.95696518382445,-1.5961865735083203,-4.077085940808836,-5.167386467753053,-76.76810349385579
78,0.9214640759150474,-156.81164714026943,-133.583067822421,-2.2336552036058066,-6.648151811372719,-8.489355722263792,-84.28028243796211
79,0.9222689075630253,-160.6799637999413,-136.3233191898544,-2.698365199047879,-8.795612395033004,-4.819562318817126,-96.00020776514343
80,0.9215900802334063,-162.60893985002284,-138.12466305057913,-5.0364050544398244,-8.22542520407184,-4.145045710046042,-92.51157264607076
81,0.9248054796166671,-165.39639189688788,-138.2737909134124,-2.5335564492032274,-8.206544763621775,0.0,-89.26125522678927
82,0.9313469513131624,-159.9022900616323,-133.04457507100685,-1.332943429966475,-1.5229047794716506,-0.0035925747140038294,-70.48455330610348
83,0.920065203610348,-168.88368534636268,-140.77630845640402,-8.148125019491339,-7.079258189918106,-5.108027671944126,-110.39244381143712
84,0.9267897343538947,-164.2258582853748,-138.21024937134612,-4.417949458333817,-5.414769300181907,-1.4897360826752648,-83.40355542873893
85,0.92680262199563,-167.574310628252,-140.58841502726804,-4.542691365001842,-7.993087060226147,-4.204758544514898,-97.69211234411978
86,0.9244057865965993,-171.36361488054877,-142.01537811510258,-4.92396126169012,-8.41670811099892,-4.235202268501388,-100.01714990570342
87,0.9255520504731861,-171.39353678263473,-143.62646827292724,-3.7814255556666967,-7.469664542260914,-3.6656177200872953,-95.99809013939849
88,0.9346403248287982,-165.49781663741186,-139.49387972040066,-0.33485460370475223,-4.602564679451015,-0.5361402188007083,-73.33946330956047
89,0.9257239280441136,-168.41991997464484,-142.77856018885237,-1.0536196859643931,-6.523533950890461,-2.625920379189403,-92.4695381300183
90,0.9299742290944637,-169.70941519133024,-143.85697498566114,-4.022635695363192,-6.23763080303682,-1.496264759570042,-104.17009212778693
91,0.9287496197140249,-168.6217040906262,-143.47519552642518,-5.255722507518876,-3.0488829171310723,0.0,-103.46589894139908
92,0.9189816909480288,-176.27955793699812,-148.26998459172646,-6.017038049779586,-8.405411858673007,-4.721255700690205,-129.35264794350041
93,0.9230606700875339,-179.14826282744434,-150.48888892766732,-6.957467202275108,-11.336776591089022,-5.072534889964455,-134.8804079469228
94,0.9243436099167506,-174.46654994812403,-148.15342198687762,-10.421810987586863,-6.723136676361899,-5.036177262520612,-116.61993732924395
95,0.929710822301963,-173.4840094051446,-146.86985618617737,-4.91570028681494,-9.770302854108555,-3.5940879697127004,-103.30246966303056
96,0.9253308413468785,-177.94197854681127,-149.89861359984562,-6.123635802480143,-11.371109629487847,-2.3500871819911646,-116.64353447403332
97,0.9256570262810513,-181.20185604030226,-153.72073520298025,-4.870806657590879,-13.719032062800446,-4.310861768778726,-111.88934059408146
98,0.9223187886390108,-182.11853021531252,-157.5903909354712,-14.315994710928853,-9.270001490802436,-3.4765465017057706,-125.0336357377911
99,0.9237677653462353,-183.10065088825112,-157.76649611103733,-11.97560995203658,-10.320024833267466,-5.201385505426844,-125.32221813630316
100,0.9235841387408545,-183.32944796730402,-158.21557838908595,-11.329560665429208,-10.893907874689857,-5.80132344852823,-132.30893768410914
101,0.9317442461463622,-179.33956766348606,-155.7912247021028,-7.320758539658759,-10.357987043010699,-4.2698350474543805,-108.74189628788142
102,0.9316368150381273,-179.58537677406483,-156.26728636873904,-4.043479970189803,-12.420532703953379,-9.116704505018761,-109.80984771349361
103,0.927194538838601,-183.54649897558403,-157.39309635663724,-5.110513221947047,-14.404632998144821,-12.134822207344724,-123.96004509286186
104,0.9238130066435059,-183.01323399208954,-157.00506412066355,-9.554834611655322,-10.86231752300187,-11.275164383875666,-120.57252521858213
105,0.9274479959411466,-183.6131503968512,-158.40438189918868,-12.659086685555131,-8.807453147617512,-9.013996377809292,-128.52779847940207
106,0.9337718642547466,-180.28174433913642,-156.5470444356152,-7.734566633696828,-8.144988140842315,-7.343028774826626,-109.13489604042707
107,0.933970883839922,-182.66868058146636,-158.47358290759723,-6.001234517213395,-11.398140340871793,-7.598710714935091,-119.27069555096068
108,0.9286381018337297,-184.97891915133414,-161.27702026819182,-9.712264431844574,-10.723174000939474,-10.609990262344466,-132.09381171688133
109,0.929506667067995,-185.33842260358574,-161.269266027542,-10.059399863703199,-10.387769087472565,-8.83743614478248,-129.85830718200862
110,0.9260410380205191,-186.66466861987473,-162.35251780639408,-12.13653408070446,-9.38153137299225,-6.489740285734249,-141.48102163931765
111,0.9284067467540347,-186.3596996648268,-161.3601407842692,-8.146458085468746,-10.069892100180729,-5.157331546156965,-137.50463342682056
112,0.9338199660770535,-184.43251493864457,-159.74356458835,-7.2016320648500605,-8.239695526363098,-3.42073703922622,-119.98402110152936
113,0.9290012033694344,-186.63912995946947,-161.27233175020822,-9.826456894199385,-8.867456574844162,-6.030439778982084,-135.74215936726085
114,0.9351732413379331,-185.875718835321,-160.55332050357805,-7.790537030626016,-8.598279902583004,-3.643212236631322,-126.3194693967811
115,0.9390974016106974,-184.39973459408805,-160.00959574014368,-3.806924703992939,-9.796848724379316,-2.0162132412580314,-112.92965124705155
116,0.9305479535364592,-187.138703346924,-162.44876167422038,-8.469964580286533,-9.143137801828129,-6.764586310057004,-130.3887878323524
117,0.9301736613603473,-188.05490992979733,-163.27299983700115,-11.699754483658637,-8.157103444391254,-7.282614250766014,-135.15124595702966
118,0.9271236689254598,-189.60899509263962,-164.33246320837566,-10.237878941510921,-11.299858576201789,-8.25955272418522,-144.59495091711224
119,0.9314034555926038,-189.12255427524758,-163.72249386694554,-7.960467647868082,-12.337364848168196,-6.6650429392532695,-139.18474636584372
120,0.9347059181315005,-189.04045419856152,-163.3393626216138,-9.623503136383027,-10.624199524919794,-7.8209950868414815,-138.55012517484317
121,0.9338465239355305,-189.7225475041759,-164.39180785500503,-7.192669578353554,-12.332257343767493,-5.206838719559813,-129.005024835401
122,0.9379097803426293,-189.6822085044949,-164.6543375618932,-8.31491642918391,-11.901929345858381,-6.434969121545884,-128.70800963917623
123,0.9403112342784055,-188.12589096846864,-163.69470958457487,-8.170336326397702,-10.34145047678014,-7.693653893223409,-119.76441488693628
124,0.93604686456626,-188.12984973179275,-163.2707567259326,-7.894531358250397,-10.66759909479778,-8.878230279410664,-121.99614146790259
125,0.9352574102964119,-187.97325189929046,-163.88935060197218,-9.214248531445026,-9.98302836368301,-7.971796960038686,-124.01328008029895
126,0.9293681418063426,-193.05816175349653,-168.00029100431402,-13.446807042765856,-12.873700973724619,-7.884015438771826,-149.95859158414402
127,0.929786083403437,-196.5706604788108,-169.42861256424501,-12.60018438935251,-15.35930783421653,-6.012776429797275,-157.29967930293847
128,0.9338359980620154,-197.2727599437932,-169.96415791592716,-10.762068481083457,-17.270886276280653,-6.542543497933302,-149.73002848903033
129,0.9350956437384425,-197.29757299488503,-170.95140035973802,-10.582699242373913,-18.41845213508205,-7.04641625713251,-144.7949683373621
130,0.9340708895770075,-196.98815172739327,-170.40500778855483,-9.609622374351149,-19.551327464953054,-6.105898508216778,-139.2405406070576
131,0.9373752645902631,-195.94601163133063,-170.48486155603197,-12.22774171429479,-16.893342039052268,-6.386810998279059,-136.88573941755246
132,0.9357658915669965,-195.05169771664637,-170.2778665420013,-11.858594983879787,-16.728410076875992,-5.6019399821631115,-134.93022916400054
133,0.9345875716386114,-195.55971463117996,-170.91929136428607,-13.798773537849112,-16.38106204911702,-4.293269662804987,-141.56697466670616
134,0.9296960486322189,-195.94324936193792,-172.06212713958698,-15.576257653446401,-16.21438143191033,-9.640032081755418,-144.16016078241432
135,0.929622169321858,-198.20106594816858,-173.11529826737524,-16.105079355489575,-17.85034289791523,-9.720203349987255,-152.36169771251355
136,0.9374355865413762,-195.779358286304,-172.1413841381001,-13.099446783573526,-18.026618379181834,-9.701784185995262,-147.77618631067483
137,0.9364203891144918,-195.43463021566248,-172.98367656873708,-14.139624568385852,-16.965282674223317,-8.309356565597419,-144.21198624999974
138,0.9339489939453245,-196.6911980133089,-173.69342439641113,-12.734175308574239,-19.120726559883398,-9.87759148058188,-149.55921420624642
139,0.9259147445960633,-199.18228815023264,-175.5693051118439,-16.372601690964242,-18.708444177666212,-11.277581462641713,-154.6941420707968
140,0.9286653124626598,-201.14424379105276,-177.12792192092036,-17.22746741776139,-19.80039584110831,-11.058708316089989,-164.76052315491637
141,0.9381603860013437,-197.86754387605964,-174.96075780699826,-14.414954772763288,-17.739823179441256,-8.32796968095193,-148.4024306559885
142,0.9322813345356177,-199.20879305619297,-175.28402291524597,-15.23394927400455,-18.402976133817692,-8.383038131460653,-154.97615458910306
143,0.9337980136412588,-199.8389498130804,-175.1700730030643,-11.352490008801194,-21.003465685962382,-8.888327247365936,-154.51478043072893
144,0.9316257408975445,-201.38432395489292,-176.54088706293092,-14.363866139949756,-20.14277038040528,-10.020907707486838,-156.27451070885778
145,0.9342002522674034,-200.38110746891655,-176.3123370178833,-18.80047439708987,-16.14528096641726,-11.121570307416832,-153.75412623204582
146,0.9265906847348111,-202.71105615459135,-177.28685851835394,-15.246422792794508,-20.54147621782472,-11.408590997583294,-161.04712981458826
147,0.9342109173030636,-202.8204154753339,-176.61033186149135,-15.314898621064984,-20.12477144259253,-12.752626696473788,-160.4683849403749
148,0.9329205678042888,-201.90289316272506,-175.49366087268223,-14.204771344407234,-19.69368076078213,-13.671819417861428,-152.5394326505379
149,0.9312711686598927,-204.26521554709555,-176.84781701526592,-16.103868885153034,-20.30039606959393,-12.707721470040592,-159.921533593656
150,0.9309859997606796,-202.24264416024562,-176.09898813526678,-16.071358040378225,-19.46706915836609,-13.772381142894954,-153.31775334777234
151,0.9341356804981737,-201.4934090006558,-175.9605120659331,-13.796634709322968,-20.818261961220983,-14.780609049026156,-151.28227922728723
152,0.9291813459127007,-204.16891140984288,-178.2425760375142,-15.574225516287429,-22.12589341925931,-16.645299211911844,-161.83109130457424
153,0.9386796685710868,-202.3585201920484,-176.4499701587853,-13.870917305787707,-21.00750907244057,-13.31272179103879,-153.39754979512267
154,0.9270383674947927,-205.22847987438425,-177.67351659505434,-16.02349141421941,-22.63466454404112,-14.385361809560415,-162.7116788717411
155,0.9272835999402004,-207.13058744457894,-178.845390932117,-16.744342472637584,-23.92051008576335,-16.10736872373354,-168.6437675727714
156,0.9296065623575878,-207.2884560542431,-178.36932593145775,-17.42749489937674,-22.859939429915944,-15.08871467344541,-166.71396587415197
157,0.933184451955577,-205.8121175122985,-178.53228967712218,-14.945434661853739,-23.455909383054987,-11.860231859885758,-159.31128090023378
158,0.9414199395770393,-203.94175303909475,-177.499329899657,-16.46820987747802,-20.55614143586894,-11.798877476133217,-148.78609521257
159,0.9319866342648846,-204.69123003374796,-177.95609728801136,-16.588172977531748,-21.191857510707433,-12.727330873725341,-157.81137882972453
160,0.931717996508979,-205.8595306208204,-179.04803259833608,-15.145172186624677,-23.999415082888422,-14.457396805732577,-165.65461503578828
161,0.9343208070464174,-206.30004991182318,-179.5525647393776,-19.706096966102365,-20.835006140010904,-13.69333810722477,-164.12055155263064
162,0.9262287607526065,-207.04279666994765,-180.4713922679762,-18.375038697008847,-23.45416212453582,-11.868085909814685,-170.74471084396134
163,0.9318343827967209,-206.53948209192743,-180.28332328556138,-13.729158998067309,-25.926005494933417,-12.558378986318594,-168.13997494275665
164,0.9382189127012955,-204.15196624393664,-178.61543156781252,-17.21609733000311,-21.42194837755735,-10.223652561444045,-159.63977812562882
165,0.9363907977293098,-204.80156216841127,-179.457931273961,-17.780731722357476,-21.41817134695508,-10.901865700252804,-161.4897596497163
166,0.9289138349514563,-205.5714437613769,-180.4230550926444,-19.48633041252011,-20.72357242712071,-11.975540508775783,-165.5057626628522
167,0.9265151742562964,-207.658477875865,-182.40691894779172,-18.62047812850886,-23.601743637843946,-13.5791259931678,-176.25853675643046
168,0.930628233113058,-206.40666118468226,-182.49439309905617,-18.952886729634944,-22.829796525648103,-13.66504816062973,-171.68500874407226
169,0.9343109382014065,-204.17290794247353,-181.46211355935412,-18.31185816897116,-22.42791279284941,-14.209937814618646,-166.77303487459542
170,0.9307762005436424,-204.32182362790945,-181.75399715053095,-19.692467630819415,-21.512552978916453,-14.837509360279435,-167.105166380474
171,0.9315498656360397,-203.44326416243146,-181.08904184921394,-17.298118555943304,-22.149395011561996,-14.426507924457558,-164.35321223846765
172,0.9286102062975027,-205.4585241303264,-182.87289136189355,-18.854649672354583,-23.013608999124077,-15.07511902109958,-170.72741367567633
173,0.9307655097351554,-204.69989613224666,-182.0784989341128,-18.332013843485978,-23.048221597173058,-15.363922880309758,-170.40029169381842
174,0.939082469254883,-202.54462995115313,-180.28960747630177,-16.286820291818117,-22.15742029685696,-13.569327548796217,-159.79643034023323
175,0.93636638452237,-201.37541870470304,-179.01084653267154,-14.376982023924322,-22.3312196669874,-12.634658380658847,-149.63743337378696
176,0.9325419891700064,-203.28630396459187,-180.9748165757734,-17.94416963479827,-21.550098464897896,-12.050145106085814,-153.90356365070474
177,0.9354283644267343,-203.51915724781054,-180.85238341975798,-16.815438965911255,-22.466724543809917,-13.3445388198323,-158.5054307410913
178,0.933889816360601,-203.27513693498153,-181.28453028768112,-18.624129032726593,-21.628192356210235,-14.286082865872132,-157.54187073494458
179,0.9325025341363067,-204.02782014728874,-182.19483413735898,-17.705015222301903,-23.25327544914437,-14.137267710403963,-160.99955398480958
180,0.9337866966210268,-203.4608366283831,-182.05293554634966,-15.904394732773008,-23.955820817634446,-13.061851004898788,-156.3752575148177
181,0.9333473823644519,-202.99934586453077,-181.5779120911718,-18.7482104940801,-22.250331422981294,-12.785107377985893,-157.06055491470144
182,0.9349348140994689,-203.76841289806566,-181.97562360754932,-19.20821538321477,-21.909995700535067,-12.520490260736898,-158.20475664322896
183,0.9281990168330105,-205.1907049095236,-183.17198426935752,-17.998638383803783,-24.591817237257654,-13.47913230493984,-167.7007457611916
184,0.9339205724077804,-204.65083049603194,-182.99832623481961,-17.750961821681425,-24.54154579106827,-12.86710793335378,-163.11469796474077
185,0.94384123537218,-202.75505241161974,-181.6097897697747,-17.70865489183131,-22.417174338365616,-12.598125894904546,-151.25532720847903
186,0.9372538489079842,-203.10761253093713,-181.89703715305637,-19.71770173316331,-21.23371206246994,-12.299993129016325,-154.06784959597897
187,0.9326885531493107,-204.5609801182792,-183.12391120105733,-19.41595708481549,-23.379856139303616,-12.498953253172443,-160.34239111627653
188,0.9287516337882611,-204.73177706671942,-183.0196592998084,-19.381337362968818,-23.259992172325823,-14.669046115881484,-164.70209093937208
189,0.9333353461550074,-204.50890252396158,-182.67768971235878,-17.554065704891826,-24.2157385676655,-13.884370323239674,-160.57223144647494
190,0.9311020654304236,-205.00238468269347,-182.9343506778935,-17.74854743560226,-24.61946328894901,-14.52564795347865,-163.55086549497844
191,0.9248568846037963,-207.11725189690532,-185.06767268524703,-20.594567061868595,-25.480401927052526,-14.39493176170244,-175.61245846275511
192,0.9382541449763789,-205.3806000517835,-183.8087237958115,-18.981302841957497,-25.700478376994273,-14.251661480560761,-169.12307686900544
193,0.9334865808878408,-205.58561905693978,-183.76298974568132,-18.72622877474245,-25.721966056808913,-14.692023004535493,-169.17861581637902
194,0.9204320165704986,-207.45544560690476,-184.8652434434452,-18.81653693659074,-27.666474785808298,-16.286202705346433,-180.2774412056724
195,0.9367542485235627,-205.1974622571614,-183.2966518155023,-17.231461477202835,-26.341582070149766,-16.549664453005505,-168.21858689683864
196,0.9399163894907082,-202.6164337969436,-181.68551346771525,-15.914364262145142,-25.030699065171678,-16.208838268102074,-156.5417100431995
197,0.9244159690531597,-205.86935590085372,-183.44671481137001,-18.798152228016924,-25.574760934528886,-16.694515684588097,-166.35499823996074
198,0.9378857557787729,-205.097995456264,-182.39244035330373,-18.7662897227647,-24.45602162162952,-16.0923455186282,-161.16309031088434
199,0.9393737911025145,-204.26694266426253,-181.25231344388231,-18.032834849160956,-23.977726825800048,-15.777910397613887,-157.46640315961514
