episode,service_level,starvation_count,congestion_count,gross_starvation_risk,gross_congestion_risk,alpha,alpha_initial,epsilon,epsilon_initial,starvations,long_congestions,short_congestions,total_trips,bike_departures,bike_arrivals,total_onsite_repairs,total_depot_pickups,total_depot_deliveries,total_depot_visits,total_functional_pickups,total_functional_deliveries,broken_ratio_start_onsite,broken_ratio_start_depot,functional_ratio_start,broken_ratio_end_onsite,broken_ratio_end_depot,functional_ratio_end,new_breakdowns_onsite,new_breakdowns_depot,restored_onsite,restored_depot
93,0.9307484220018034,-3.3711808400849472,-2.9037938935638543,-4.2809525344226005,-4.882067892046281,0.03735,0.1,0.114434,0.2,1477,827,1331,33270,37909,37906,0,0,0,0,3312,3312,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
94,0.9372335954853815,-3.3719042955059915,-2.9044625452748716,-4.27715572573258,-4.89656543942683,0.0371,0.1,0.113749,0.2,1454,637,1275,33314,37974,37972,0,0,0,0,3343,3329,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
95,0.9371616569463137,-3.378642241558775,-2.914373817514126,-4.282964562853015,-4.910952839720454,0.036854,0.1,0.113068,0.2,1545,556,1256,33435,37809,37805,0,0,0,0,3305,3312,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
96,0.9321346051306357,-3.385731963271047,-2.918945450867379,-4.293974432323696,-4.922874023699211,0.03661,0.1,0.112391,0.2,1639,652,1293,33758,38313,38307,0,0,0,0,3297,3309,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
97,0.9231267481230678,-3.390691946885178,-2.932273136897388,-4.328085398674957,-4.961005738693864,0.03637,0.1,0.111718,0.2,1798,813,1342,33965,38192,38189,0,0,0,0,3282,3277,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
98,0.9394364051789794,-3.393849177589407,-2.9356729779543254,-4.326328383768749,-4.972610437142901,0.036133,0.1,0.11105,0.2,1402,586,1267,32825,37574,37571,0,0,0,0,3326,3332,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
99,0.9307242465137202,-3.4030726953756747,-2.9392518521385966,-4.3547532801000886,-5.000036841873567,0.035899,0.1,0.110385,0.2,1558,752,1235,33345,37802,37798,0,0,0,0,3402,3391,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
100,0.9407630522088354,-3.3900598108757554,-2.9404488615571167,-4.342789907037651,-5.008424052116215,0.035668,0.1,0.109724,0.2,1390,616,1484,33864,38715,38712,0,0,0,0,3256,3254,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
101,0.9362767003306819,-3.3995497264623684,-2.9484128455759393,-4.355867245030385,-5.028072492647871,0.03544,0.1,0.109067,0.2,1461,678,1141,33567,38205,38197,0,0,0,0,3283,3300,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
102,0.9346881694834563,-3.4068649984847763,-2.9600488958763314,-4.3571071706590905,-5.038813569755567,0.035215,0.1,0.108415,0.2,1537,658,1232,33608,38290,38285,0,0,0,0,3267,3280,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
103,0.9299493288292293,-3.4044363556667747,-2.9561549412434514,-4.364290910553953,-5.054077420690481,0.034993,0.1,0.107766,0.2,1520,844,1364,33747,38393,38388,0,0,0,0,3286,3280,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
104,0.9301957741434881,-3.410456689645952,-2.958290892865065,-4.3784562035533385,-5.066588613830022,0.034774,0.1,0.107121,0.2,1613,726,1158,33508,38034,38026,0,0,0,0,3219,3219,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
105,0.9359484213063389,-3.40194674424934,-2.9574856046475366,-4.379499740348114,-5.070145659864741,0.034557,0.1,0.10648,0.2,1389,737,1316,33192,37934,37927,0,0,0,0,3327,3336,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
106,0.9352479002980222,-3.394921950051608,-2.964685500104571,-4.396430988845408,-5.089807518998971,0.034343,0.1,0.105842,0.2,1432,719,1364,33219,37946,37937,0,0,0,0,3318,3333,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
107,0.9273207990599295,-3.4041076171276656,-2.9780988144639187,-4.427120084279132,-5.120727601807035,0.034131,0.1,0.105209,0.2,1659,815,1369,34040,38558,38555,0,0,0,0,3264,3283,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
108,0.935349727756836,-3.417662743211071,-2.9893467589946807,-4.436579678080196,-5.133665359373305,0.033923,0.1,0.104579,0.2,1552,609,1365,33426,37952,37943,0,0,0,0,3326,3311,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
109,0.927990113334941,-3.42784805458556,-3.000786781818691,-4.4454367029302615,-5.15586603457252,0.033716,0.1,0.103953,0.2,1633,756,1390,33176,37551,37550,0,0,0,0,3313,3308,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
110,0.9294974249689221,-3.4454711680772423,-3.007066825544846,-4.458303695268069,-5.1769132239439,0.033512,0.1,0.103331,0.2,1773,609,1242,33786,38278,38274,0,0,0,0,3264,3284,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
111,0.940344145332454,-3.4440322312483955,-3.0087943431453703,-4.447921203345816,-5.179759039390172,0.033311,0.1,0.102712,0.2,1339,651,1250,33358,38164,38159,0,0,0,0,3364,3364,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
112,0.9379642284152356,-3.440355004739041,-3.0091382666404045,-4.468063261413002,-5.194462261913447,0.033112,0.1,0.102098,0.2,1419,669,1219,33658,38332,38328,0,0,0,0,3338,3335,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
113,0.9282768303741188,-3.446328532703642,-3.027454672102274,-4.483808944377677,-5.215376890093846,0.032916,0.1,0.101486,0.2,1588,864,1496,34187,38788,38776,0,0,0,0,3374,3385,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
114,0.9291286605856937,-3.450242585740653,-3.0345835239644736,-4.487395343654541,-5.2288537191988045,0.032721,0.1,0.100879,0.2,1643,719,1227,33328,37862,37851,0,0,0,0,3341,3340,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
115,0.9284859365649312,-3.457604013257268,-3.0440194740098234,-4.5063512017510154,-5.2540562270139235,0.032529,0.1,0.100275,0.2,1554,836,1563,33420,38015,38010,0,0,0,0,3363,3362,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
116,0.9289026740544447,-3.463416765013722,-3.047203950454939,-4.5230075997640204,-5.280009511341567,0.03234,0.1,0.099675,0.2,1562,799,1186,33208,37793,37789,0,0,0,0,3351,3346,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
117,0.9377161589125139,-3.468977609433536,-3.054118597021669,-4.528128462563052,-5.290342515526634,0.032152,0.1,0.099078,0.2,1350,721,1203,33251,38008,38004,0,0,0,0,3305,3291,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
118,0.9320804091828239,-3.492077251066258,-3.0663988214421587,-4.536820903135226,-5.30510632180134,0.031967,0.1,0.098485,0.2,1550,734,1349,33628,38169,38166,0,0,0,0,3293,3297,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
119,0.9296111488381706,-3.4990508060387433,-3.0709855624697537,-4.551198931288104,-5.321160089528167,0.031783,0.1,0.097896,0.2,1712,672,1322,33869,38200,38189,0,0,0,0,3438,3458,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
120,0.9261138133747128,-3.5135250930476003,-3.082188407029442,-4.56520117518861,-5.346375526221928,0.031602,0.1,0.09731,0.2,1783,693,1200,33511,37976,37970,0,0,0,0,3306,3313,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
121,0.9263871140301346,-3.5303517580929022,-3.098663542431405,-4.5738598217209425,-5.368148643346306,0.031423,0.1,0.096727,0.2,1694,783,1480,33649,38177,38171,0,0,0,0,3318,3322,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
122,0.9341405522338732,-3.5352853026722744,-3.1031177906783958,-4.583686170488892,-5.38261456414237,0.031246,0.1,0.096148,0.2,1465,727,1310,33283,38037,38031,0,0,0,0,3230,3240,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
123,0.9397314708892769,-3.526086578137684,-3.1089170421060417,-4.580216399807484,-5.387102860604785,0.031071,0.1,0.095573,0.2,1400,602,1190,33218,37970,37964,0,0,0,0,3330,3331,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
124,0.9298271975957926,-3.5389849921218697,-3.116499079832427,-4.608965375964979,-5.41294550075824,0.030898,0.1,0.095001,0.2,1544,791,1048,33275,37934,37923,0,0,0,0,3304,3313,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
125,0.940531660692951,-3.5337680428407108,-3.1194070250619363,-4.603372829007701,-5.411776395113615,0.030727,0.1,0.094432,0.2,1321,670,1106,33480,38036,38029,0,0,0,0,3339,3346,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
126,0.9366373902132998,-3.5342850744042638,-3.1297550441742596,-4.6093414994011885,-5.421784197188343,0.030557,0.1,0.093867,0.2,1321,800,1283,33474,38448,38440,0,0,0,0,3249,3260,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
127,0.9334055550540158,-3.532764756485809,-3.137062381482488,-4.616948787379955,-5.434537225265473,0.03039,0.1,0.093305,0.2,1586,627,1228,33231,37846,37838,0,0,0,0,3317,3313,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
128,0.9301019346785937,-3.5311090127750115,-3.1425440078650246,-4.641715341732769,-5.44796759912208,0.030224,0.1,0.092747,0.2,1605,747,1301,33649,38194,38189,0,0,0,0,3327,3330,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
129,0.931717001564192,-3.542386947415104,-3.1502660188506075,-4.64732943360308,-5.460250934831873,0.03006,0.1,0.092192,0.2,1544,726,1554,33244,38035,38031,0,0,0,0,3383,3378,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
130,0.9308194952340987,-3.546287070790573,-3.151100509716998,-4.668661827675876,-5.474090467931568,0.029898,0.1,0.09164,0.2,1524,784,1235,33362,37811,37802,0,0,0,0,3283,3301,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
131,0.9306550742017689,-3.564156570296111,-3.1639685914502538,-4.701173033485736,-5.496990833668752,0.029738,0.1,0.091091,0.2,1597,716,1151,33355,37920,37914,0,0,0,0,3336,3353,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
132,0.9304958527577647,-3.5688492114619064,-3.168133250938317,-4.710049734128505,-5.515827807480131,0.029579,0.1,0.090546,0.2,1572,724,1004,33034,37765,37756,0,0,0,0,3254,3249,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
133,0.9335171752293028,-3.5726570300499603,-3.1699851469565083,-4.735262368536449,-5.533703606104846,0.029422,0.1,0.090004,0.2,1509,709,1203,33362,38156,38148,0,0,0,0,3344,3331,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
134,0.9329300995173112,-3.5703911912445365,-3.1674223378311437,-4.747927275892322,-5.5568936256609165,0.029267,0.1,0.089465,0.2,1591,660,1162,33562,38288,38284,0,0,0,0,3317,3314,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
135,0.9382954923360644,-3.5577613603735783,-3.1678068225665177,-4.745009506164711,-5.559233746926583,0.029113,0.1,0.08893,0.2,1389,652,1096,33077,37966,37960,0,0,0,0,3220,3240,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
136,0.9259148974183367,-3.5655724084945892,-3.176553647423966,-4.766827509987971,-5.58263505855301,0.028961,0.1,0.088398,0.2,1704,784,1260,33583,37991,37982,0,0,0,0,3389,3387,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
137,0.933391288707695,-3.57039982583324,-3.1874081082802808,-4.77205408927317,-5.592984080099382,0.028811,0.1,0.087869,0.2,1504,718,1230,33359,37717,37711,0,0,0,0,3277,3288,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
138,0.9301907160849227,-3.572799362961597,-3.18856304812762,-4.782160068622932,-5.6184434635987435,0.028662,0.1,0.087343,0.2,1664,664,1361,33348,37870,37859,0,0,0,0,3381,3369,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
139,0.9283682208846166,-3.5718938690539646,-3.199717868976766,-4.80880768580303,-5.641278599572558,0.028514,0.1,0.08682,0.2,1498,894,1278,33393,37767,37762,0,0,0,0,3374,3354,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
140,0.9309625923278533,-3.5822230611299704,-3.206593806652854,-4.819508231045663,-5.657666725153415,0.028368,0.1,0.0863,0.2,1556,762,1192,33576,38120,38116,0,0,0,0,3204,3187,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
141,0.9318534894837476,-3.5873236694474055,-3.215068500696657,-4.823738742674264,-5.665238844159902,0.028224,0.1,0.085784,0.2,1602,679,1219,33472,38050,38045,0,0,0,0,3305,3305,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
142,0.930706602484103,-3.589117182386077,-3.2163255184232407,-4.8391081924198485,-5.683595971439604,0.028081,0.1,0.08527,0.2,1750,582,1096,33654,38013,38011,0,0,0,0,3324,3342,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
143,0.9314638926579225,-3.576128731378919,-3.2114216419163624,-4.847996624391861,-5.69088239555244,0.02794,0.1,0.08476,0.2,1591,682,1160,33165,37512,37500,0,0,0,0,3227,3237,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
144,0.9273407357229111,-3.5804284175805394,-3.2217887153206184,-4.873421073561961,-5.7131275312416,0.027799,0.1,0.084252,0.2,1589,878,1283,33953,38390,38383,0,0,0,0,3388,3384,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
145,0.9306185353131206,-3.5852944563576385,-3.2315063562857187,-4.881582909506453,-5.729195071083683,0.027661,0.1,0.083748,0.2,1616,725,1327,33741,38230,38223,0,0,0,0,3330,3333,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
146,0.9300196791698968,-3.5779506737617246,-3.2356895764095457,-4.886630583655009,-5.7396135562104496,0.027523,0.1,0.083247,0.2,1692,655,1313,33538,37939,37937,0,0,0,0,3310,3298,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
147,0.9356530173067015,-3.5780652418508256,-3.2393498592918424,-4.897773828038037,-5.7553647790141484,0.027387,0.1,0.082749,0.2,1509,614,1134,32993,37684,37677,0,0,0,0,3262,3282,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
148,0.9342184308542593,-3.573173566403107,-3.2347607993799006,-4.8953612945144585,-5.76990207490115,0.027253,0.1,0.082253,0.2,1465,725,1280,33292,38065,38062,0,0,0,0,3339,3349,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
149,0.9331337922777612,-3.577138655340559,-3.2415659301755886,-4.90332048014049,-5.766509406289342,0.02712,0.1,0.081761,0.2,1516,718,1177,33410,37990,37986,0,0,0,0,3240,3240,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
150,0.9356090462620505,-3.5779605233805096,-3.2490812547005605,-4.911454652511553,-5.77934655120745,0.026988,0.1,0.081272,0.2,1441,683,1202,32986,37822,37810,0,0,0,0,3479,3489,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
151,0.9229856413907678,-3.5816175822489233,-3.253225513444443,-4.929537759315883,-5.804819344686769,0.026857,0.1,0.080785,0.2,1754,842,1229,33708,37998,37990,0,0,0,0,3248,3253,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
152,0.9300307196755048,-3.5823342943230756,-3.2522771292464943,-4.947694430120029,-5.821378372614105,0.026727,0.1,0.080302,0.2,1636,710,1153,33529,38173,38168,0,0,0,0,3380,3369,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
153,0.9357258112711409,-3.583884121453557,-3.255131546734179,-4.959017262539068,-5.8448988042902,0.026599,0.1,0.079821,0.2,1414,737,1289,33466,37959,37951,0,0,0,0,3278,3273,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
154,0.9394794512323257,-3.5765829574485597,-3.250764677141208,-4.953995701038038,-5.852644664526275,0.026472,0.1,0.079343,0.2,1331,685,1082,33311,38038,38028,0,0,0,0,3331,3330,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
155,0.9309902437568995,-3.5783406626885195,-3.2516384466048,-4.954792532557204,-5.858818884663501,0.026346,0.1,0.078868,0.2,1561,752,1236,33517,38089,38085,0,0,0,0,3411,3431,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
156,0.9362724487957235,-3.571259029745948,-3.2520001270689582,-4.9528379065011885,-5.8668033672442,0.026222,0.1,0.078396,0.2,1517,605,1100,33298,37758,37752,0,0,0,0,3222,3229,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
157,0.9242600029748624,-3.5776909121476526,-3.260348557726691,-4.9733646811698025,-5.895377109085621,0.026098,0.1,0.077927,0.2,1778,768,1421,33615,37828,37817,0,0,0,0,3336,3333,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
158,0.9318290069064062,-3.5934065757858114,-3.2759259299173924,-4.989457106957982,-5.91165124188848,0.025976,0.1,0.077461,0.2,1639,651,1352,33592,37946,37942,0,0,0,0,3365,3384,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
159,0.9372224043878737,-3.593860043535461,-3.2821029588592143,-5.00032866726712,-5.9271919563574675,0.025855,0.1,0.076997,0.2,1447,659,1108,33547,38380,38372,0,0,0,0,3349,3359,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
160,0.93256524237201,-3.585362667607721,-3.2828211093973354,-5.012505798935037,-5.940113736638556,0.025735,0.1,0.076536,0.2,1463,767,1345,33069,37665,37661,0,0,0,0,3363,3355,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
161,0.928162212423888,-3.5892471042269545,-3.2884874411826557,-5.028212242153199,-5.958674895696177,0.025616,0.1,0.076078,0.2,1605,790,1167,33339,37725,37719,0,0,0,0,3350,3335,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
162,0.9308890816112922,-3.5907975310729117,-3.2957307737114596,-5.04012001849177,-5.980146717219482,0.025498,0.1,0.075623,0.2,1534,777,1323,33439,37926,37924,0,0,0,0,3309,3324,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
163,0.9345313729049434,-3.5914945030146934,-3.2958242961274107,-5.044421608313617,-5.9915379863155245,0.025381,0.1,0.07517,0.2,1563,601,1151,33054,37472,37470,0,0,0,0,3409,3426,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
164,0.9382852698336723,-3.5874301819520826,-3.2949193317027548,-5.052094473909477,-5.998822562001721,0.025266,0.1,0.07472,0.2,1450,613,941,33428,38000,37989,0,0,0,0,3256,3256,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
165,0.9346413095811266,-3.588358192257208,-3.3008137043015804,-5.047708368830607,-6.005292840206862,0.025151,0.1,0.074273,0.2,1545,627,1052,33232,37815,37808,0,0,0,0,3361,3352,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
166,0.9382991376746952,-3.5877384133544457,-3.3065862947388913,-5.061520251769123,-6.02194950843391,0.025038,0.1,0.073828,0.2,1407,668,1356,33630,38358,38354,0,0,0,0,3215,3234,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
167,0.9317949642449372,-3.5930319773993467,-3.3094390003085215,-5.075696302270454,-6.034691124506217,0.024925,0.1,0.073386,0.2,1565,705,1146,33282,37903,37900,0,0,0,0,3385,3395,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
168,0.931918119787718,-3.5874262272453206,-3.311846069868616,-5.089469832897584,-6.050613112273217,0.024814,0.1,0.072947,0.2,1677,568,1173,32975,37520,37509,0,0,0,0,3278,3298,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
169,0.9348266412486596,-3.597370074532897,-3.3207490267255855,-5.082454112150155,-6.060370712531636,0.024703,0.1,0.07251,0.2,1571,617,1270,33572,38321,38315,0,0,0,0,3307,3305,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
170,0.9385001663792842,-3.597494331736541,-3.3222749472784807,-5.089400779319225,-6.068295965823033,0.024593,0.1,0.072076,0.2,1385,648,1254,33057,37868,37863,0,0,0,0,3330,3337,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
171,0.9355825461088619,-3.605496111523148,-3.3279527952905563,-5.08098692561126,-6.070430829337602,0.024485,0.1,0.071645,0.2,1573,575,1337,33345,38027,38022,0,0,0,0,3418,3403,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
172,0.9348475438440836,-3.608032877491035,-3.3334999701523627,-5.083940632229936,-6.080041673970923,0.024377,0.1,0.071216,0.2,1493,710,1320,33813,38125,38116,0,0,0,0,3325,3338,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
173,0.9337833398046653,-3.605363107351207,-3.3289913156701534,-5.101438671641067,-6.0978700713523235,0.02427,0.1,0.07079,0.2,1506,711,1144,33481,38124,38116,0,0,0,0,3293,3273,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
174,0.9314202775845908,-3.613116022156056,-3.336206992844311,-5.118900973211105,-6.111570532872231,0.024165,0.1,0.070366,0.2,1614,654,1268,33071,37520,37519,0,0,0,0,3419,3407,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
175,0.9339319499084057,-3.612141887689429,-3.335487488609454,-5.116497775940416,-6.1172967573461685,0.02406,0.1,0.069945,0.2,1507,693,1236,33299,37616,37610,0,0,0,0,3320,3335,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
176,0.9246342191699015,-3.6260957517230614,-3.345563267851796,-5.143573702543722,-6.139338353861213,0.023956,0.1,0.069526,0.2,1798,726,1197,33490,37747,37744,0,0,0,0,3402,3410,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
177,0.9312794077981239,-3.6355202931537525,-3.34893489110959,-5.143782829192151,-6.141680346600242,0.023853,0.1,0.06911,0.2,1642,651,1206,33367,37755,37748,0,0,0,0,3302,3309,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
178,0.9396368002401321,-3.630536411638571,-3.3482043215672426,-5.151904501012487,-6.14381233820517,0.023751,0.1,0.068697,0.2,1338,673,1365,33315,38122,38113,0,0,0,0,3427,3436,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
179,0.9326894144550761,-3.6266429615750053,-3.3509228302187712,-5.15096931566638,-6.1550690702408835,0.023649,0.1,0.068285,0.2,1503,734,1243,33234,37847,37845,0,0,0,0,3334,3322,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
180,0.9390598138597427,-3.6233010866940187,-3.3511286509363027,-5.13777922152214,-6.157055434043681,0.023549,0.1,0.067877,0.2,1414,642,1126,33738,38586,38582,0,0,0,0,3377,3382,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
181,0.9373536126182217,-3.631924711647948,-3.3573980764633142,-5.144216189409961,-6.172972554903959,0.023449,0.1,0.06747,0.2,1515,598,1099,33729,38185,38178,0,0,0,0,3385,3390,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
182,0.9353142651123663,-3.6363776519433513,-3.359871577720087,-5.137640220412638,-6.178960063840496,0.02335,0.1,0.067067,0.2,1392,761,1373,33284,38216,38209,0,0,0,0,3442,3436,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
183,0.942697435284271,-3.645597526210025,-3.3657933612076634,-5.128261013772529,-6.184277175079224,0.023253,0.1,0.066665,0.2,1388,529,955,33454,38412,38411,0,0,0,0,3394,3396,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
184,0.9291141503530884,-3.6550613446900693,-3.3729954179065245,-5.145779194210756,-6.203409366305563,0.023155,0.1,0.066266,0.2,1550,829,1236,33561,38212,38205,0,0,0,0,3281,3291,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
185,0.9297251940423746,-3.6520556027049835,-3.3715612311759404,-5.133490490919409,-6.204664145431184,0.023059,0.1,0.065869,0.2,1637,708,1197,33369,37917,37914,0,0,0,0,3357,3350,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
186,0.9299890561684758,-3.6610903182217442,-3.38276629000215,-5.14273796166639,-6.21648456521565,0.022964,0.1,0.065475,0.2,1540,827,1289,33809,38336,38329,0,0,0,0,3396,3400,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
187,0.9357370981703131,-3.6666108418214267,-3.3968681571184267,-5.140376892491168,-6.217881054523457,0.022869,0.1,0.065083,0.2,1524,629,1056,33503,38171,38159,0,0,0,0,3289,3286,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
188,0.9328984989278055,-3.6722906873208445,-3.406900961123747,-5.145439878568686,-6.222721468564348,0.022775,0.1,0.064694,0.2,1544,709,1268,33576,38133,38132,0,0,0,0,3308,3323,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
189,0.9361995149845813,-3.6725406025917238,-3.415073041379097,-5.14569752869397,-6.234266011171485,0.022682,0.1,0.064307,0.2,1512,619,1223,33401,38079,38068,0,0,0,0,3368,3359,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
190,0.9351040443280031,-3.6762164013063106,-3.417653928045224,-5.151544739165055,-6.250910680143699,0.022589,0.1,0.063922,0.2,1430,725,1251,33207,37939,37934,0,0,0,0,3364,3358,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
191,0.9381391050293653,-3.674772760469841,-3.4192887386223334,-5.147985506124958,-6.255504141957084,0.022498,0.1,0.063539,0.2,1482,593,1145,33543,38081,38075,0,0,0,0,3335,3346,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
192,0.9318806791009087,-3.6752940947826707,-3.4207456290168317,-5.153305939075103,-6.2644435065944215,0.022407,0.1,0.063159,0.2,1603,676,1180,33456,38186,38182,0,0,0,0,3278,3264,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
193,0.9422142214221422,-3.676607846955273,-3.4265110028082213,-5.152535394569058,-6.274461396895282,0.022317,0.1,0.062781,0.2,1356,570,1266,33330,38154,38148,0,0,0,0,3491,3485,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
194,0.9269429587354707,-3.690511929407226,-3.435310378869345,-5.151202077429305,-6.283157274246832,0.022227,0.1,0.062405,0.2,1674,771,1296,33467,38038,38033,0,0,0,0,3386,3384,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
195,0.9302249561677216,-3.6988322160334732,-3.4392991517181675,-5.1689359519966365,-6.3039668349148705,0.022138,0.1,0.062031,0.2,1694,654,1180,33651,38053,38049,0,0,0,0,3352,3372,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
196,0.9303412105136243,-3.701084731034966,-3.4429043098126897,-5.158773217694146,-6.31995698533085,0.02205,0.1,0.06166,0.2,1712,599,1245,33176,37727,37722,0,0,0,0,3309,3297,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
197,0.9293468481976849,-3.7038326239648915,-3.4536313619520627,-5.16937836942834,-6.334838855623552,0.021963,0.1,0.061291,0.2,1624,732,1018,33346,37713,37707,0,0,0,0,3333,3347,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
198,0.9365041188142625,-3.7104376146735123,-3.458709961538036,-5.173666089145838,-6.339282081381901,0.021876,0.1,0.060924,0.2,1437,675,1314,33262,37952,37946,0,0,0,0,3290,3293,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
