episode,service_level,starvation_count,congestion_count,gross_starvation_risk,gross_congestion_risk,alpha,alpha_initial,epsilon,epsilon_initial,starvations,long_congestions,short_congestions,total_trips,bike_departures,bike_arrivals,total_onsite_repairs,total_depot_pickups,total_depot_deliveries,total_depot_visits,total_functional_pickups,total_functional_deliveries,broken_ratio_start_onsite,broken_ratio_start_depot,functional_ratio_start,broken_ratio_end_onsite,broken_ratio_end_depot,functional_ratio_end,new_breakdowns_onsite,new_breakdowns_depot,restored_onsite,restored_depot
199,0.9334325249218867,-3.7123220579254754,-3.466615759815061,-5.193744313613255,-6.354750982946993,0.02179,0.1,0.06056,0.2,1602,635,1234,33605,38122,38114,0,0,0,0,3373,3381,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
200,0.9414831460674158,-3.705464215186512,-3.468520775447429,-5.196929088132606,-6.356693502881289,0.021705,0.1,0.060197,0.2,1381,572,1029,33375,38191,38186,0,0,0,0,3310,3310,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
201,0.9333434236415923,-3.6989213602309463,-3.4693463424096675,-5.2107674408541635,-6.371307512161903,0.02162,0.1,0.059837,0.2,1560,642,1120,33035,37450,37443,0,0,0,0,3278,3278,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
202,0.9271540936717912,-3.7050506624325803,-3.476650242476239,-5.216276779468779,-6.387499038330725,0.021536,0.1,0.059479,0.2,1550,895,1194,33564,38219,38210,0,0,0,0,3366,3365,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
203,0.9390117904460922,-3.698149254865397,-3.4814676723494586,-5.217333971429017,-6.3921878064301705,0.021453,0.1,0.059123,0.2,1349,658,1155,32908,37657,37645,0,0,0,0,3272,3270,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
204,0.9314782193294121,-3.7052652101427097,-3.483087798540469,-5.218092542105937,-6.391156015073244,0.02137,0.1,0.058769,0.2,1549,746,1383,33493,38124,38117,0,0,0,0,3448,3448,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
205,0.9249568375305114,-3.716163519620196,-3.4907147521908874,-5.213856299646927,-6.401794322988119,0.021288,0.1,0.058417,0.2,1752,769,1202,33594,38034,38029,0,0,0,0,3428,3425,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
206,0.9296495956873315,-3.7235712355997967,-3.493694214471178,-5.212327239290748,-6.411954932687014,0.021207,0.1,0.058067,0.2,1547,802,1217,33390,38135,38129,0,0,0,0,3316,3328,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
207,0.9404843262516713,-3.716015338332813,-3.490251682667022,-5.208706049185551,-6.418798900472137,0.021126,0.1,0.05772,0.2,1374,629,1046,33655,38366,38357,0,0,0,0,3400,3406,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
208,0.9424469111969112,-3.7144794594237487,-3.486031445198878,-5.209344358539607,-6.424663587279024,0.021046,0.1,0.057374,0.2,1245,663,1019,33152,38041,38035,0,0,0,0,3378,3365,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
209,0.9309302116703093,-3.716090621794513,-3.4884814928793246,-5.223524064362342,-6.437050486820576,0.020966,0.1,0.057031,0.2,1589,718,1378,33401,37851,37847,0,0,0,0,3407,3411,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
210,0.9365472390441812,-3.714780930424438,-3.487912353210482,-5.216928064214673,-6.441849083232892,0.020887,0.1,0.056689,0.2,1462,665,1045,33521,38059,38056,0,0,0,0,3307,3316,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
211,0.9373015397519622,-3.7177201739313346,-3.4849923271517547,-5.2276105805162265,-6.446215205216245,0.020809,0.1,0.05635,0.2,1369,724,1380,33382,38045,38037,0,0,0,0,3404,3419,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
212,0.9306183560413236,-3.7232385554548144,-3.4895524796718513,-5.234650939846623,-6.45935625054081,0.020731,0.1,0.056013,0.2,1586,731,1318,33395,37884,37878,0,0,0,0,3247,3238,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
213,0.9361000329844973,-3.7257972152444783,-3.4930389111005233,-5.238887568079015,-6.465359991867163,0.020654,0.1,0.055678,0.2,1423,708,1272,33349,37931,37925,0,0,0,0,3334,3322,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
214,0.9305555555555556,-3.725155247675892,-3.496186273450313,-5.244726477793972,-6.479021550834744,0.020577,0.1,0.055344,0.2,1703,612,1028,33336,37848,37842,0,0,0,0,3432,3435,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
215,0.9338463859966802,-3.723779235448989,-3.4939366954296442,-5.25299743155462,-6.4859576170018185,0.020501,0.1,0.055013,0.2,1524,668,1069,33135,37787,37785,0,0,0,0,3357,3363,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
216,0.929388333987145,-3.7326827613727627,-3.5027007319874004,-5.268117289145743,-6.498540029999095,0.020426,0.1,0.054684,0.2,1554,786,1102,33139,37668,37664,0,0,0,0,3388,3381,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
217,0.9336016705504948,-3.7366125123125475,-3.507747398733498,-5.27744633441332,-6.509855060017782,0.020351,0.1,0.054356,0.2,1625,569,1142,33043,37587,37580,0,0,0,0,3349,3353,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
218,0.9343494265461958,-3.7393005550254266,-3.511885992200401,-5.273979457561067,-6.517726623482886,0.020276,0.1,0.054031,0.2,1561,597,1020,32871,37497,37490,0,0,0,0,3285,3285,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
219,0.927042598286516,-3.741539911409297,-3.5119857232930594,-5.29495175069456,-6.530209107446596,0.020202,0.1,0.053708,0.2,1645,799,1316,33499,37899,37891,0,0,0,0,3350,3343,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
220,0.9265466583902338,-3.750460065387303,-3.5228317887184875,-5.3113096480391455,-6.547685235677452,0.020129,0.1,0.053386,0.2,1648,837,1271,33831,38359,38355,0,0,0,0,3377,3379,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
221,0.9346842771847295,-3.7576934178977446,-3.52798170458553,-5.30443384342061,-6.552881613219469,0.020056,0.1,0.053067,0.2,1382,784,1295,33162,37994,37990,0,0,0,0,3379,3375,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
222,0.9342285476091229,-3.762902152144841,-3.5318876796589938,-5.31646255545453,-6.567453276117759,0.019984,0.1,0.052749,0.2,1547,662,1192,33586,38077,38068,0,0,0,0,3342,3347,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
223,0.9323579878984918,-3.769170148058395,-3.537540109466931,-5.317591854277807,-6.583989258650899,0.019912,0.1,0.052433,0.2,1542,705,1220,33219,37592,37585,0,0,0,0,3356,3360,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
224,0.9336840523072298,-3.7781248993628185,-3.54388528654611,-5.326029053256617,-6.592229250165967,0.019841,0.1,0.05212,0.2,1600,606,1360,33265,37699,37698,0,0,0,0,3352,3341,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
225,0.9400716371188634,-3.7776264584863295,-3.5443213254956767,-5.324637505033745,-6.59645591848441,0.01977,0.1,0.051808,0.2,1319,672,1265,33223,38143,38137,0,0,0,0,3364,3358,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
226,0.9275740416827251,-3.7762331975425982,-3.546048842578817,-5.319598107480606,-6.604190261450505,0.0197,0.1,0.051497,0.2,1750,693,1148,33731,37991,37985,0,0,0,0,3295,3284,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
227,0.9366127434796963,-3.767075560951272,-3.5427143595236616,-5.331312901416999,-6.617861378608318,0.01963,0.1,0.051189,0.2,1487,625,1257,33319,37990,37981,0,0,0,0,3371,3371,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
228,0.9321634987785259,-3.7660174731537097,-3.5495013354430154,-5.340619038306722,-6.627608422448927,0.019561,0.1,0.050883,0.2,1568,709,1343,33566,38112,38095,0,0,0,0,3370,3368,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
229,0.9279548472775564,-3.7734933575146483,-3.5507852078307978,-5.356892897019514,-6.6440674571410465,0.019492,0.1,0.050578,0.2,1592,795,1207,33132,37516,37509,0,0,0,0,3353,3373,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
230,0.9352891718215122,-3.7770940450011974,-3.556412499875895,-5.348344050547157,-6.645222509324998,0.019424,0.1,0.050276,0.2,1520,635,1052,33302,37961,37957,0,0,0,0,3328,3328,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
231,0.9383311721600676,-3.7794681571919617,-3.553233283553915,-5.360428590152425,-6.662673430125213,0.019356,0.1,0.049975,0.2,1458,587,1115,33161,37855,37841,0,0,0,0,3317,3317,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
232,0.9380281690140845,-3.7838913940924175,-3.5569537050702955,-5.35474274662749,-6.665646973183172,0.019289,0.1,0.049676,0.2,1484,606,1160,33725,38446,38439,0,0,0,0,3377,3387,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
233,0.9373247716378764,-3.783560821649355,-3.5602803012744406,-5.361673383310477,-6.674523146455638,0.019222,0.1,0.049378,0.2,1457,622,1135,33171,37874,37865,0,0,0,0,3280,3295,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
234,0.9325047573739296,-3.789934005891122,-3.563552416169123,-5.374471645887579,-6.687775449349836,0.019155,0.1,0.049083,0.2,1589,681,1397,33632,38232,38222,0,0,0,0,3385,3403,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
235,0.932727109568963,-3.7971338015523046,-3.5670122913678193,-5.3912509526261365,-6.702495226457559,0.01909,0.1,0.048789,0.2,1489,760,1137,33431,37870,37858,0,0,0,0,3417,3409,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
236,0.9352979620937556,-3.796836826508638,-3.5690927527786607,-5.384303055743622,-6.7103697759577665,0.019024,0.1,0.048497,0.2,1656,522,1361,33662,38313,38306,0,0,0,0,3311,3323,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
237,0.9316983043776261,-3.7938124899671037,-3.575124969146906,-5.391268534617649,-6.720703018050073,0.018959,0.1,0.048207,0.2,1591,701,1216,33557,37988,37984,0,0,0,0,3291,3301,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
238,0.9366201401785179,-3.793912568622226,-3.5848402502782317,-5.39638982524824,-6.725431424911682,0.018894,0.1,0.047918,0.2,1444,672,1222,33386,37993,37983,0,0,0,0,3365,3354,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
239,0.9384150175144457,-3.791901751133878,-3.588082578638307,-5.4041157197470975,-6.736533710077777,0.01883,0.1,0.047631,0.2,1387,670,1091,33401,38003,37990,0,0,0,0,3387,3387,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
240,0.9367144758243383,-3.7949691079625913,-3.592510758858203,-5.408626463030401,-6.744158829807022,0.018766,0.1,0.047346,0.2,1504,636,1286,33815,38244,38242,0,0,0,0,3395,3392,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
241,0.9422366671591077,-3.789826518754241,-3.594574477958453,-5.403369988435327,-6.748295997117481,0.018703,0.1,0.047063,0.2,1489,466,1025,33845,38477,38471,0,0,0,0,3452,3465,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
242,0.9322887187583783,-3.787218533215298,-3.5886822124015567,-5.410402109735335,-6.7552208196258565,0.01864,0.1,0.046781,0.2,1529,744,1139,33569,38157,38152,0,0,0,0,3347,3349,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
243,0.925424739195231,-3.8035799543816764,-3.597990805973343,-5.425569344102199,-6.7719177723656365,0.018578,0.1,0.046501,0.2,1744,758,1217,33550,37877,37872,0,0,0,0,3315,3321,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
244,0.9310139756170086,-3.8018805728922263,-3.600690107177026,-5.434801294680734,-6.783569195960498,0.018516,0.1,0.046223,0.2,1636,684,1112,33630,38204,38198,0,0,0,0,3389,3407,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
245,0.9351323613752301,-3.8054944942087348,-3.6035983088515353,-5.436489016538545,-6.792227044669243,0.018454,0.1,0.045946,0.2,1661,488,1118,33129,37735,37726,0,0,0,0,3256,3276,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
246,0.935083772423184,-3.8050320238568687,-3.609805356505392,-5.443069932849085,-6.808723087012586,0.018393,0.1,0.045671,0.2,1426,767,1180,33782,38504,38494,0,0,0,0,3382,3384,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
247,0.9317416497284834,-3.8067176209501365,-3.6088178949213865,-5.458750140981017,-6.8236834309469305,0.018332,0.1,0.045398,0.2,1606,644,1182,32963,37474,37464,0,0,0,0,3317,3326,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
248,0.9324179104477612,-3.8083909028740632,-3.6140715115583077,-5.463046860419761,-6.836933153673855,0.018272,0.1,0.045126,0.2,1514,750,1457,33500,38205,38193,0,0,0,0,3465,3465,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
249,0.9308531301359629,-3.812518797511912,-3.619770843196099,-5.4777395007564875,-6.848043557479266,0.018212,0.1,0.044856,0.2,1635,679,1266,33465,37791,37780,0,0,0,0,3326,3339,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
250,0.9261755016471998,-3.823612430146424,-3.6248519284204024,-5.486394463635185,-6.867710588641767,0.018152,0.1,0.044587,0.2,1724,741,1269,33390,37599,37587,0,0,0,0,3364,3358,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
251,0.938337480140292,-3.8204006623522786,-3.6226383573346386,-5.48078624552353,-6.8721927978199595,0.018093,0.1,0.04432,0.2,1460,597,1175,33359,37991,37982,0,0,0,0,3374,3377,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
252,0.9273669784901388,-3.826116526383439,-3.6332996194665443,-5.483126581575967,-6.880672840993543,0.018034,0.1,0.044055,0.2,1696,742,1185,33566,37835,37826,0,0,0,0,3465,3473,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
253,0.9385286896426298,-3.827115109894221,-3.6345380550206365,-5.491847136821565,-6.889604165602539,0.017976,0.1,0.043791,0.2,1383,645,1043,32991,37751,37747,0,0,0,0,3405,3402,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
254,0.9316899316899316,-3.8327207043327993,-3.63523970403038,-5.49854533633786,-6.8994218114177,0.017917,0.1,0.043529,0.2,1613,687,1155,33670,38199,38197,0,0,0,0,3355,3354,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
255,0.9337714863498483,-3.836530129355316,-3.637994165716164,-5.510769639616475,-6.915964059515561,0.01786,0.1,0.043269,0.2,1603,624,1053,33626,38178,38172,0,0,0,0,3466,3458,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
256,0.9332873176880139,-3.836818929952562,-3.636964415571597,-5.524555914337326,-6.929824713771527,0.017802,0.1,0.04301,0.2,1488,735,1193,33322,37933,37927,0,0,0,0,3375,3364,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
257,0.9381722806707335,-3.834452255010388,-3.6409140081176554,-5.5245619774278385,-6.935396423006607,0.017745,0.1,0.042752,0.2,1482,616,978,33933,38571,38564,0,0,0,0,3328,3322,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
258,0.9321255965226907,-3.8345074280281772,-3.6451478929917247,-5.526698796941829,-6.94457299493087,0.017689,0.1,0.042497,0.2,1567,666,1096,32899,37441,37432,0,0,0,0,3423,3414,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
259,0.9350595113802465,-3.833422332607913,-3.649506875923933,-5.522187565637289,-6.946762331204487,0.017633,0.1,0.042242,0.2,1583,594,1186,33523,38116,38112,0,0,0,0,3387,3387,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
260,0.9337441764463054,-3.8324685586967235,-3.6566353728335432,-5.530807371434479,-6.955927068619718,0.017577,0.1,0.041989,0.2,1487,760,1304,33914,38654,38644,0,0,0,0,3325,3326,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
261,0.9313154138915318,-3.8338970417901455,-3.6581587902181494,-5.54502121671028,-6.970056144986412,0.017521,0.1,0.041738,0.2,1612,698,1125,33632,38169,38160,0,0,0,0,3336,3334,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
262,0.9274629989535057,-3.839750684745085,-3.6640503410080485,-5.550084840803948,-6.984251065728171,0.017466,0.1,0.041488,0.2,1760,666,1327,33445,37588,37581,0,0,0,0,3493,3513,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
263,0.9395110962281957,-3.8349476634265502,-3.6672138958118747,-5.555543130182449,-6.995696422874984,0.017411,0.1,0.04124,0.2,1352,635,1013,32849,37476,37470,0,0,0,0,3374,3381,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
264,0.9360880537565751,-3.841247474021381,-3.671981701921804,-5.558806608960554,-6.999493935247915,0.017357,0.1,0.040993,0.2,1447,655,1199,32889,37509,37503,0,0,0,0,3329,3332,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
265,0.9366585343814945,-3.843297358280477,-3.677389961043577,-5.571126496757155,-7.003958463153439,0.017302,0.1,0.040748,0.2,1425,678,1227,33201,37939,37936,0,0,0,0,3402,3395,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
266,0.9391278375149343,-3.837623050467631,-3.676518447028365,-5.5701297048883625,-7.016085052525287,0.017249,0.1,0.040504,0.2,1504,534,1136,33480,38236,38230,0,0,0,0,3327,3327,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
267,0.9221800352775867,-3.8444962537053664,-3.684049525379136,-5.589422820913394,-7.0411523018251545,0.017195,0.1,0.040261,0.2,1785,818,1263,33449,37810,37802,0,0,0,0,3390,3410,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
268,0.9382451120648545,-3.835804631480273,-3.6786789629558623,-5.578741073739227,-7.042665021026889,0.017142,0.1,0.04002,0.2,1474,598,1186,33552,38224,38216,0,0,0,0,3403,3403,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
269,0.934927197555276,-3.837293597998694,-3.6831650114958627,-5.579661833223911,-7.046391713051529,0.017089,0.1,0.039781,0.2,1495,677,1076,33378,37788,37782,0,0,0,0,3328,3318,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
270,0.9362473927632176,-3.8332119586717837,-3.6854389023476317,-5.578802331495941,-7.054395610424987,0.017037,0.1,0.039543,0.2,1435,674,1120,33081,37859,37852,0,0,0,0,3335,3340,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
271,0.9383690679106486,-3.833466697251718,-3.6887085087567413,-5.574374202809707,-7.053583512840951,0.016984,0.1,0.039306,0.2,1552,509,1133,33441,37737,37735,0,0,0,0,3498,3489,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
272,0.9333712642989759,-3.8374615672288663,-3.696122545788262,-5.573317168779727,-7.061813637213792,0.016932,0.1,0.039071,0.2,1643,582,1167,33394,37652,37646,0,0,0,0,3340,3349,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
273,0.9368122009569378,-3.839687944797529,-3.692214322946425,-5.573177452663039,-7.071538277615848,0.016881,0.1,0.038837,0.2,1463,650,1294,33440,38172,38163,0,0,0,0,3369,3367,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
274,0.9341983594332588,-3.8426589679075738,-3.696352376200404,-5.586917666278762,-7.079337524306152,0.01683,0.1,0.038604,0.2,1616,590,1043,33525,37853,37845,0,0,0,0,3302,3309,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
275,0.9370398955117549,-3.842503194432398,-3.6942106340523826,-5.589002262605821,-7.089199226783692,0.016779,0.1,0.038373,0.2,1440,681,1158,33688,38392,38387,0,0,0,0,3310,3320,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
276,0.9300861991827483,-3.8481158689875987,-3.6964817628777418,-5.599081763852653,-7.095817512749678,0.016728,0.1,0.038144,0.2,1732,612,1056,33527,37921,37916,0,0,0,0,3478,3481,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
277,0.9262803314851249,-3.8547184744869005,-3.7070507923515374,-5.610366902845047,-7.107330719383773,0.016678,0.1,0.037915,0.2,1653,820,1534,33546,37844,37838,0,0,0,0,3337,3337,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
278,0.9268581230960339,-3.866747882965509,-3.7124532120808587,-5.62631680124459,-7.124061660178592,0.016628,0.1,0.037688,0.2,1729,744,1231,33811,38157,38150,0,0,0,0,3391,3390,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
279,0.9414319997569792,-3.8623365838525983,-3.709791465792139,-5.629200199727187,-7.128913599857425,0.016578,0.1,0.037463,0.2,1400,528,1247,32919,37870,37866,0,0,0,0,3386,3374,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
280,0.9419409181156368,-3.8637212123499522,-3.7108901886323853,-5.633980750595027,-7.132574723587564,0.016529,0.1,0.037239,0.2,1395,535,975,33242,37938,37930,0,0,0,0,3269,3269,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
281,0.9325501742579017,-3.864575865935943,-3.714027118358877,-5.635387833338546,-7.13822138104189,0.01648,0.1,0.037016,0.2,1550,695,1247,33284,37815,37810,0,0,0,0,3375,3376,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
282,0.9298135906140195,-3.8726104558549697,-3.719559112510871,-5.647061032256794,-7.150672221917102,0.016431,0.1,0.036794,0.2,1685,672,1210,33582,37936,37931,0,0,0,0,3383,3381,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
283,0.9227159320422953,-3.8854058439179235,-3.7258479497783377,-5.656701312733058,-7.165783124217242,0.016382,0.1,0.036574,0.2,1783,819,1357,33668,38109,38104,0,0,0,0,3276,3263,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
284,0.9324726320799619,-3.8883914912867032,-3.731689398358431,-5.66392013916026,-7.175035429853254,0.016334,0.1,0.036355,0.2,1507,763,1080,33616,38330,38323,0,0,0,0,3328,3338,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
285,0.9395393188116452,-3.8891890576098938,-3.7343426166448355,-5.658586246802515,-7.173591867728889,0.016286,0.1,0.036137,0.2,1479,550,1057,33559,38196,38193,0,0,0,0,3354,3354,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
286,0.9342196706451126,-3.89202792973216,-3.7397888069319385,-5.659031227088858,-7.18141518102744,0.016238,0.1,0.035921,0.2,1547,630,1183,33095,37604,37601,0,0,0,0,3300,3300,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
287,0.9323144764263493,-3.891991415410029,-3.7376576070040444,-5.66926197718925,-7.18869518006713,0.016191,0.1,0.035706,0.2,1703,538,1207,33109,37353,37345,0,0,0,0,3397,3404,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
288,0.9317990373044525,-3.8926606815808373,-3.744656658803664,-5.681878815337578,-7.201707303064591,0.016144,0.1,0.035492,0.2,1542,725,1203,33240,37755,37747,0,0,0,0,3434,3453,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
289,0.9370271742419658,-3.8899096827271458,-3.741087346002836,-5.686964755635212,-7.208640090127192,0.016097,0.1,0.03528,0.2,1395,686,1179,33046,37823,37816,0,0,0,0,3434,3427,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
290,0.926677538201365,-3.898954958492809,-3.743941134118314,-5.691784909178476,-7.216218432237055,0.01605,0.1,0.035069,0.2,1637,791,1304,33114,37527,37519,0,0,0,0,3316,3312,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
291,0.9404883011190234,-3.890187834307602,-3.743086208457183,-5.698317746915878,-7.222833464223366,0.016004,0.1,0.034859,0.2,1385,604,1056,33422,38054,38048,0,0,0,0,3336,3326,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
292,0.9370102380880896,-3.885904260189668,-3.7469610540696263,-5.701881676831125,-7.225488074606711,0.015958,0.1,0.03465,0.2,1482,616,1373,33307,37991,37985,0,0,0,0,3406,3396,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
293,0.9305402096335892,-3.898327122357621,-3.751608257428194,-5.709889659158281,-7.236339189156926,0.015912,0.1,0.034443,0.2,1793,533,1254,33487,37606,37602,0,0,0,0,3326,3319,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
294,0.9396305751614357,-3.899740843493755,-3.7516589328848005,-5.710069014584547,-7.239842636791586,0.015866,0.1,0.034237,0.2,1355,655,1129,33295,38155,38147,0,0,0,0,3335,3345,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
295,0.9405836971472998,-3.9039261177891396,-3.7545178934984254,-5.713555563019477,-7.244085273787425,0.015821,0.1,0.034032,0.2,1482,505,1020,33442,38170,38162,0,0,0,0,3303,3288,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
296,0.9336090751497825,-3.90697135082439,-3.754509260617252,-5.7073979165734325,-7.247208663238109,0.015776,0.1,0.033828,0.2,1608,575,1204,32881,37390,37379,0,0,0,0,3419,3410,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
297,0.9308990616662169,-3.908238911083139,-3.7606934649566863,-5.7222392723520805,-7.253418263981479,0.015731,0.1,0.033626,0.2,1606,699,1227,33357,37841,37833,0,0,0,0,3314,3334,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
298,0.9339296971152403,-3.9046529768888227,-3.760053762853254,-5.7246138022492525,-7.256396877830601,0.015687,0.1,0.033424,0.2,1389,812,1257,33313,37758,37749,0,0,0,0,3215,3221,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
299,0.9336932073774179,-3.9009568154800505,-3.7608940411283416,-5.722655080252476,-7.257639888772521,0.015643,0.1,0.033224,0.2,1615,596,1164,33345,37841,37838,0,0,0,0,3311,3307,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
300,0.9384458629266684,-3.901680873840908,-3.7622429003162123,-5.726769338710274,-7.265757346218669,0.015599,0.1,0.033025,0.2,1507,547,1154,33369,37966,37963,0,0,0,0,3385,3391,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
301,0.9273491533508228,-3.9039339598471803,-3.764529265052673,-5.7393447861102285,-7.28088475814324,0.015555,0.1,0.032828,0.2,1642,795,1391,33544,38097,38094,0,0,0,0,3409,3417,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
302,0.933701821639773,-3.9052927249979845,-3.766303360626452,-5.755376811362955,-7.290197697149733,0.015511,0.1,0.032631,0.2,1552,679,1176,33651,38216,38212,0,0,0,0,3270,3263,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
303,0.9403601569000357,-3.9086752497723616,-3.7668098100979224,-5.759570609701686,-7.290165514809005,0.015468,0.1,0.032436,0.2,1396,611,978,33652,38387,38380,0,0,0,0,3337,3347,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
304,0.9379370629370629,-3.9091529150975903,-3.7649014585841956,-5.769301770427964,-7.300540487318881,0.015425,0.1,0.032242,0.2,1509,550,1177,33176,37890,37887,0,0,0,0,3359,3359,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
