episode,service_level,exponential_starvation_penalty,exponential_congestion_penalty,projected_starvation_risk
0,0.8968694660383588,-135.13141095826518,-96.38484872625385,-17.723508121134497
1,0.937271491161807,-360.44989951100337,-254.6407602894125,-45.26995369929145
2,0.934389208394809,-461.170403143839,-326.84409552337434,-55.116653765609776
3,0.9382510013351135,-495.88111327938145,-352.42377767128664,-57.43779303681604
4,0.9349989413508364,-513.585460416552,-366.4977844081416,-58.14623330103158
5,0.9368112122664112,-516.983845209502,-371.1988771501812,-57.40473680910543
6,0.9379942865734476,-517.3992139554578,-372.33276370309477,-56.34218059719553
7,0.9376728355669006,-524.0803906457621,-377.15657853860864,-55.00845078136071
8,0.9390350217946791,-523.5352637837655,-375.7257446210867,-53.387584872734045
9,0.9338833058347082,-519.0088493889461,-372.57217497331385,-51.27531653918785
10,0.9408269819360259,-513.5514558873592,-368.28797620623897,-49.67268239112276
11,0.9358885017421603,-504.61393942969437,-362.5117329342868,-46.69218927689601
12,0.9380724990239361,-505.95511771550497,-362.82442600784884,-44.64676202591408
13,0.9376657824933687,-499.7039522864988,-356.51635913693707,-43.094565322850144
14,0.9283503140684639,-503.2104774010454,-358.33602305056326,-41.879760128472505
15,0.930166756968274,-511.4315880943781,-362.9469051206759,-40.713400024812785
16,0.9369280163231014,-512.8297809423417,-365.4374539232471,-39.36455188059087
17,0.936960748572123,-518.1187783882739,-367.39953023318185,-38.39306904175155
18,0.9430263118146391,-517.0628198948536,-363.309024389504,-37.28435387630364
19,0.9366995975118917,-512.4309340218618,-356.35924367247765,-35.54119797987156
20,0.9323744413862499,-514.8934848227775,-356.781638165813,-34.44754306199532
21,0.9332704765960035,-519.7658559027525,-357.7988299714452,-33.300870373551476
22,0.9421036491873659,-517.03611704908,-353.7076858750865,-31.429953057045353
23,0.936827469471648,-519.8446328277056,-353.5921395789777,-30.349728207286272
24,0.9319723860033777,-525.9227624376497,-357.07366400381824,-30.147190105134168
25,0.9302872298743181,-527.0946334798932,-355.926649097274,-28.81444687715702
26,0.9353515391064798,-529.335164550693,-354.6596250557979,-28.01517363853233
27,0.9337586165195307,-525.2204378009159,-349.7307204107366,-27.26624657411528
28,0.9415139681586062,-528.5387500007593,-350.5429157812699,-26.245837662563883
29,0.9352612947741046,-521.12199457899,-344.30316323474403,-24.739566827687227
30,0.9419163114606471,-520.6415784602485,-341.7455586377411,-23.700770497350586
31,0.9339500015114416,-522.3897058229156,-340.9092548277726,-22.664384940536742
32,0.9356608176500893,-525.9756128785654,-342.019141808095,-22.442970762010688
33,0.9345155273986796,-527.2080824456514,-341.0332942251136,-21.819093167403075
34,0.9376730880428498,-526.2827398613138,-337.5645584428673,-21.163053231778623
35,0.9287108219988173,-525.9734063305283,-334.9299978316004,-20.276596787673522
36,0.937742013552759,-526.5708261822315,-334.31619867063995,-19.431740623171837
37,0.9346877801015835,-526.8954729370341,-333.2985329977758,-18.418134583319933
38,0.9366602687140115,-526.8242522792619,-333.43000316956955,-17.864883903759218
39,0.9383984187829421,-528.0624598095038,-332.7818801899269,-16.986201732700223
40,0.9347572117544858,-530.7181648359468,-334.4424991615943,-16.196043746304888
