seed,exp_name,alpha,duration_hours,total_runtime_s,service_level,avg_bike_km_driven,starvations,congestions,total_trips,bike_departures,bike_arrivals,total_depot_deliveries,total_depot_visits,total_fixed_on_site,total_picked_up_to_depot,total_depot_fixes,total_bikes_redistributed_from_depot,total_functional_pickups,total_functional_deliveries,broken_ratio_start_onsite,broken_ratio_start_depot,functional_ratio_start,broken_ratio_end_onsite,broken_ratio_end_depot,functional_ratio_end,broken_bikes_end_onsite,broken_bikes_end_depot,new_breakdowns_onsite,new_breakdowns_depot,restored_onsite,restored_depot
42,,0.0,504,40320,0.9294,400.7658,2887,1368,60282,57395,57393,213,54,223,213,213,217,5754,5983,0.0157,0.0328,0.9514,0.016,0.0386,0.9454,12,29,224,217,223,217
43,,0.0,504,40320,0.9267,397.6168,2944,1460,60062,57118,57119,201,50,182,201,201,191,5721,5912,0.0079,0.0329,0.9593,0.0223,0.0288,0.949,17,22,193,193,182,191
44,,0.0,504,40320,0.9251,398.1052,3059,1391,59410,56351,56354,241,57,220,241,241,229,5456,5685,0.0157,0.0288,0.9556,0.0119,0.0502,0.9379,9,38,220,254,220,229
45,,0.0,504,40320,0.9224,396.1327,3279,1340,59520,56241,56241,206,51,221,206,206,199,5514,5729,0.0105,0.0276,0.9619,0.0171,0.0435,0.9394,13,33,228,211,221,199
46,,0.0,504,40320,0.9244,399.3737,3132,1325,58938,55806,55805,212,51,196,212,212,209,5624,5839,0.0105,0.0316,0.9578,0.0177,0.0463,0.9361,13,34,201,220,196,209
47,,0.0,504,40320,0.9226,398.8353,3149,1449,59402,56253,56251,194,50,189,204,194,201,5510,5723,0.0132,0.0448,0.942,0.0254,0.0482,0.9264,19,36,200,206,189,201
48,,0.0,504,40320,0.9205,398.4475,3428,1314,59646,56218,56217,199,53,196,199,199,195,5628,5824,0.0106,0.0317,0.9578,0.0179,0.0634,0.9187,13,46,201,217,196,195
49,,0.0,504,40320,0.9221,396.3809,3112,1492,59136,56024,56023,188,51,206,188,188,182,5409,5591,0.0131,0.0327,0.9542,0.0119,0.0357,0.9524,9,27,206,196,206,182
50,,0.0,504,40320,0.9237,397.681,3227,1304,59402,56175,56175,191,50,199,191,191,193,5715,5908,0.0143,0.0261,0.9596,0.0146,0.0412,0.9442,11,31,200,205,199,193
51,,0.0,504,40320,0.9213,399.3354,3278,1431,59852,56574,56575,212,51,228,212,212,218,5426,5632,0.0119,0.0264,0.9618,0.0172,0.0437,0.9392,13,33,232,228,228,218
