episode,service_level,bias,rebalancing_imbalance,squared_starvation_penalty,squared_congestion_penalty,starvation_count,congestion_count,gross_starvation_risk,gross_congestion_risk,fleet_broken_fraction,alpha,alpha_initial,epsilon,gamma,transition_update_interval,transition_batch_updates,remainder_batch_updates,batch_updates_this_episode
24,0.9388258017249992,-6.54334505750237,-2.076307248652087,-0.9024577056096958,-0.4432374505204051,-0.4556690072172957,-0.14353809832173295,-0.6823908416942834,-0.5273022472110249,-1.0823448212196414,0.058058,0.1,0.0,0.97,100,14,1,15
25,0.9421647764614685,-6.659705624639926,-2.135657935979489,-0.9271661030302153,-0.4560526330597413,-0.4675626614037811,-0.14738329473363865,-0.7010288666357952,-0.5417790448692615,-1.1115631713950749,0.057061,0.1,0.0,0.97,100,13,1,14
26,0.9393694421988682,-6.783032334363416,-2.199028444551935,-0.95328226793873,-0.4700247058393627,-0.4806712245900738,-0.15130119362597438,-0.7201240380384242,-0.5568366907267897,-1.1446642802260947,0.056098,0.1,0.0,0.97,100,13,1,14
27,0.9412176114034504,-6.899077331599629,-2.259723403631479,-0.9787230653769898,-0.4832551989787377,-0.4936441948553301,-0.1552610402681292,-0.7390629772834324,-0.5715514763001337,-1.17511493268375,0.055166,0.1,0.0,0.97,100,13,1,14
28,0.9414140734133329,-7.007766171480612,-2.315820062130614,-1.002383924746785,-0.49557571949079526,-0.5053172292912282,-0.15964727707016457,-0.7576208429129377,-0.5859726215717572,-1.2038317867278427,0.054265,0.1,0.0,0.97,100,13,1,14
29,0.9402600445121236,-7.10383182440027,-2.366088376886134,-1.0251760381376187,-0.5069532772588108,-0.5167901626553267,-0.16351042874865593,-0.7749806311524847,-0.6000535292036223,-1.2298855260262396,0.053393,0.1,0.0,0.97,100,14,1,15
30,0.9420846142088011,-7.186105381829575,-2.4090935548186874,-1.0453904048107772,-0.5161245711695217,-0.5274443154985836,-0.16619444367338015,-0.7909284545773927,-0.6130357779860937,-1.2562258137877362,0.052548,0.1,0.0,0.97,100,14,1,15
31,0.9436660139104599,-7.28121725169814,-2.4573575128902956,-1.0656747240852944,-0.5264268373568066,-0.5372879950413797,-0.16924180684090306,-0.8058840942474214,-0.6249044057244653,-1.2795760995951069,0.05173,0.1,0.0,0.97,100,13,1,14
32,0.9420146348012889,-7.378439884066954,-2.508000162936033,-1.0866780870027952,-0.537577942401238,-0.5475145178447817,-0.17261791729024312,-0.8209776062727,-0.6365562148006323,-1.3044909847587682,0.050937,0.1,0.0,0.97,100,13,1,14
33,0.9421644318027902,-7.472839495559879,-2.5566700681892343,-1.1075591590685203,-0.548083391748087,-0.5581053784996691,-0.17574231277976848,-0.8370318316700668,-0.6478264863938975,-1.3281527549892667,0.050168,0.1,0.0,0.97,100,13,1,14
34,0.9433326100382233,-7.488684228101761,-2.5693411229708385,-1.1225986908487855,-0.5497478157331207,-0.5689092967919855,-0.1781737714078378,-0.8515103183101922,-0.658116198219972,-1.3331736358936974,0.049421,0.1,0.0,0.97,100,14,1,15
35,0.9417240737292869,-7.572110561881845,-2.6103287265700583,-1.1402196277276548,-0.5584540335674024,-0.5773622682448554,-0.18106934455786936,-0.8656587568452887,-0.6691375583480466,-1.353128819736853,0.048697,0.1,0.0,0.97,100,14,1,15
36,0.9373544402065683,-7.673461519032422,-2.661317607990881,-1.1619348320392335,-0.568768001273265,-0.5881709773052137,-0.18410342801321916,-0.88309682736503,-0.6825559087970028,-1.3825326059179484,0.047994,0.1,0.0,0.97,100,13,1,14
37,0.9397344576101185,-7.7633455010408765,-2.7079571084570833,-1.181661688747316,-0.5791694395856746,-0.5978624970058015,-0.18777661045115532,-0.8977887812241794,-0.6941380946824856,-1.4032556425948048,0.04731,0.1,0.0,0.97,100,13,1,14
38,0.9444127421033198,-7.841466857771789,-2.74735536761772,-1.1983078958468754,-0.5877279260472061,-0.6060393785938751,-0.19064270532444147,-0.9111482799654056,-0.7047767066095734,-1.4229439787423712,0.046646,0.1,0.0,0.97,100,13,1,14
39,0.9418711939472227,-7.92217759007493,-2.7890790908591856,-1.216947718677313,-0.5963200649227801,-0.6154764596173903,-0.19372704211276942,-0.9263165152609377,-0.7165454389215187,-1.448217188657343,0.046,0.1,0.0,0.97,100,13,1,14
40,0.94055675945991,-7.9946516369823275,-2.827564861056918,-1.2360620772695086,-0.6044683371802889,-0.62616939506773,-0.19679714837850867,-0.9423072498745579,-0.7278953086594453,-1.4673962221736399,0.045372,0.1,0.0,0.97,100,14,1,15
41,0.940906569858317,-8.076723876614384,-2.8717296992179544,-1.255250132835165,-0.6143865115040135,-0.6362702909938369,-0.20059172818951027,-0.956988294705299,-0.7395183677782315,-1.4906034265588466,0.04476,0.1,0.0,0.97,100,13,1,14
42,0.9406486885355874,-8.158048003393354,-2.9143832952251296,-1.273878146121467,-0.6233525902402728,-0.6464391852040008,-0.2034246588771678,-0.9708340870447539,-0.7506348977574933,-1.5114863543642094,0.044165,0.1,0.0,0.97,100,13,1,14
43,0.9439002079002079,-8.230814304597544,-2.9515991658250886,-1.2899924575824284,-0.6313747339229117,-0.6542366697952734,-0.20605475285069277,-0.9832507655279903,-0.7600995698841254,-1.529135169475512,0.043586,0.1,0.0,0.97,100,13,1,14
44,0.9363272013817853,-8.29689710788428,-2.9889737976612785,-1.30862296825302,-0.6397646126429101,-0.6651230147270206,-0.20958911841142108,-0.9985459731686349,-0.7711492676484087,-1.5461541222362611,0.043022,0.1,0.0,0.97,100,14,1,15
45,0.9379902373337822,-8.378620771510473,-3.0319999966405264,-1.3272897083261324,-0.6491398056055058,-0.6745776594799128,-0.21277206490068,-1.0125164565602365,-0.782376209449714,-1.5666425409608318,0.042472,0.1,0.0,0.97,100,13,1,14
46,0.9456165970089129,-8.402470739122817,-3.043089029355415,-1.3375561122222837,-0.6508023474929504,-0.679519667347306,-0.21440582994035043,-1.0239158244758193,-0.7907450648603506,-1.5750363919414327,0.041935,0.1,0.0,0.97,100,14,1,15
47,0.9409228187919463,-8.474529512384574,-3.080175444150019,-1.353496668611949,-0.6585536944548618,-0.68775862073827,-0.21683733738645594,-1.035902231671843,-0.8000251404094214,-1.5917971014503365,0.041413,0.1,0.0,0.97,100,13,1,14
48,0.9443253038086213,-8.527070247281836,-3.1073541848116224,-1.3667735958834004,-0.6644899542437629,-0.694847583814456,-0.21956451756002335,-1.047142423947275,-0.8090869598620637,-1.6048106391576171,0.040903,0.1,0.0,0.97,100,14,1,15
49,0.9432315881679132,-8.591361126327916,-3.1412036102548058,-1.3814153253995152,-0.6718713993908788,-0.7017807317495331,-0.22194872251118916,-1.0584553045181704,-0.8178595195413472,-1.622622985311559,0.040405,0.1,0.0,0.97,100,13,1,14
50,0.9417430115104534,-8.553759818456314,-3.125743788596687,-1.3880051207628399,-0.6663058388489597,-0.7076625303879683,-0.22109693255300827,-1.0699331590158068,-0.8258732164345243,-1.604810948637827,0.03992,0.1,0.0,0.97,100,14,1,15
51,0.9440684244199751,-8.489829602919478,-3.0948803740478006,-1.3925019938754108,-0.6593809602420287,-0.7146288591087299,-0.22167017491587473,-1.0800289926319824,-0.8336947185981569,-1.5990823997261452,0.039446,0.1,0.0,0.97,100,14,1,15
52,0.9401627813504823,-8.436751250150776,-3.069419221070867,-1.3973929638949742,-0.6530117834658293,-0.7200315446531165,-0.2239300945088056,-1.087564533814852,-0.839673591250764,-1.5839885532031748,0.038983,0.1,0.0,0.97,100,14,1,15
53,0.9391742566300563,-8.472516655330177,-3.0913352437915487,-1.4116128420566314,-0.6577893935592725,-0.7281392473134677,-0.22611463533573534,-1.099271056450675,-0.8487365039306632,-1.593120002972339,0.038531,0.1,0.0,0.97,100,14,1,15
54,0.9412939163115331,-8.486605818872599,-3.1020462961848416,-1.4225949312392983,-0.659220198837624,-0.7348751804620882,-0.22795185343075738,-1.109981043437386,-0.8570306476209302,-1.599017015102686,0.038089,0.1,0.0,0.97,100,14,1,15
55,0.9380766590197425,-8.55813770315766,-3.1386947809145225,-1.4383574794077068,-0.6669562112555312,-0.7431799492959412,-0.23038846847168962,-1.1222288164296583,-0.8657710879361756,-1.617054306472242,0.037657,0.1,0.0,0.97,100,13,1,14
56,0.9458731654773125,-8.514782742687753,-3.1244201263860027,-1.4443303510082302,-0.6613734598603407,-0.7497547481978717,-0.23078821642666267,-1.132015851876398,-0.8698970972583222,-1.5980137246990327,0.037235,0.1,0.0,0.97,100,14,1,15
57,0.9379257121766265,-8.584362225821438,-3.1599493468256172,-1.4600685749123823,-0.6686175443099269,-0.7573937772680579,-0.23315810979052354,-1.1443335853514156,-0.8790224704226497,-1.6182188105455972,0.036823,0.1,0.0,0.97,100,13,1,14
58,0.9408906746465376,-8.646171078529898,-3.191362445005851,-1.4740599044246345,-0.675286018331129,-0.764415068572643,-0.2352843329648732,-1.1555430361626378,-0.887903980486536,-1.6340706339629207,0.036419,0.1,0.0,0.97,100,13,1,14
59,0.9424668175216995,-8.704148951209838,-3.2215339352213017,-1.4870391736586976,-0.6819852429002968,-0.7710099677516388,-0.23759141302321704,-1.1661851796824274,-0.8967295926177657,-1.6477566172184581,0.036024,0.1,0.0,0.97,100,14,0,14
60,0.9433675022835685,-8.754142694855645,-3.2465884552115334,-1.4987519587186637,-0.6868800065035882,-0.7769644850864184,-0.239504663850771,-1.1751232069865396,-0.9039586526089475,-1.660208343300548,0.035638,0.1,0.0,0.97,100,14,1,15
61,0.9398988545783374,-8.436486263198013,-3.1022778624367535,-1.4948821829488699,-0.6536263300621146,-0.7846368274759994,-0.23625148654195907,-1.1855029931507046,-0.9108429123113049,-1.5733480133608089,0.035259,0.1,0.0,0.97,100,14,1,15
62,0.9388484358144552,-8.445493797932986,-3.111978430927429,-1.5065203261960833,-0.6554026721066294,-0.7918570512321992,-0.23908682408094925,-1.196541070299265,-0.9192763689824802,-1.5763718877727286,0.034889,0.1,0.0,0.97,100,14,1,15
63,0.9412385290374439,-8.449544347728784,-3.117325545658335,-1.5170694473873054,-0.6552394902019304,-0.7985351955243292,-0.23936879678965617,-1.2072045219109053,-0.9266269625111573,-1.5834044062247994,0.034527,0.1,0.0,0.97,100,14,1,15
64,0.9430918795910513,-8.494832822434091,-3.140860130490487,-1.5287850066560713,-0.6599973569915968,-0.8047813025439676,-0.24107796807022783,-1.2169021163021023,-0.9336744936522307,-1.5964483813650487,0.034171,0.1,0.0,0.97,100,14,1,15
65,0.9407298926034408,-8.546588912396539,-3.168212395196784,-1.5415414060210193,-0.6661402550834893,-0.8111879219395456,-0.24327847789456264,-1.226384364428033,-0.9413706622962998,-1.6107584293617212,0.033824,0.1,0.0,0.97,100,14,1,15
66,0.9370875938145369,-8.526597534141857,-3.1580770658641915,-1.5496739361608296,-0.6633385593636583,-0.8184180615996177,-0.24465823797393835,-1.2369752619891197,-0.9495325505486658,-1.6129359273524562,0.033483,0.1,0.0,0.97,100,14,1,15
67,0.9449056731126185,-8.570561887667209,-3.1807213406466137,-1.5602991568046043,-0.6685770579664149,-0.8237943724691379,-0.24675658686812577,-1.2453841222280027,-0.9565509958450222,-1.6237442104132302,0.033149,0.1,0.0,0.97,100,14,1,15
68,0.938751945378784,-8.31267143681372,-3.0541305790391964,-1.5483497947198501,-0.6355018926077819,-0.8256687107155928,-0.244579415255268,-1.2543115521061874,-0.9617754270851809,-1.585551924740688,0.032821,0.1,0.0,0.97,100,14,1,15
69,0.9418118992904708,-8.356152817200144,-3.076907065230611,-1.5597841894598232,-0.639601693444978,-0.8319105980955619,-0.24570969614333502,-1.2644936519966605,-0.9689927640920244,-1.59875382600232,0.0325,0.1,0.0,0.97,100,14,1,15
70,0.9463443396226415,-8.393400908038295,-3.097295252668285,-1.570211688177475,-0.6439019505806255,-0.837108435807812,-0.24728377343100455,-1.2734340944473848,-0.975614225563197,-1.6098746625226208,0.032185,0.1,0.0,0.97,100,14,1,15
71,0.9426655742638822,-8.439474415278177,-3.1215251517079228,-1.5817320751824133,-0.6488638167456992,-0.8432674899721089,-0.24940065526714927,-1.2820991209775487,-0.9826095163483353,-1.621436977395151,0.031876,0.1,0.0,0.97,100,14,1,15
72,0.939023981217508,-8.497275693379077,-3.152131517556276,-1.5947622636744794,-0.6552473045807435,-0.8498657744797786,-0.25132356928790767,-1.2919863950966053,-0.9902013427162984,-1.6375669324087654,0.031573,0.1,0.0,0.97,100,13,1,14
73,0.9407398640651946,-8.537036838152524,-3.17399760802155,-1.6058592134019578,-0.6598550770439294,-0.8555028553783357,-0.25352667358586756,-1.3003337051147479,-0.9969093743251841,-1.6482925984037389,0.031276,0.1,0.0,0.97,100,14,1,15
74,0.9410883758497678,-8.578899014298022,-3.196941496179048,-1.6169413279870775,-0.6649977895553089,-0.8615222703665092,-0.2553771191100668,-1.309254263955237,-1.0041458822531157,-1.6587870542592436,0.030984,0.1,0.0,0.97,100,14,1,15
75,0.9444144265838174,-8.623936571545896,-3.220610275874515,-1.6275195263745017,-0.6702298829820167,-0.8670797217230991,-0.25722049277454434,-1.3174711243748982,-1.010792759494042,-1.670036295485032,0.030698,0.1,0.0,0.97,100,13,1,14
76,0.9448732825454484,-8.667727302637111,-3.243716023807308,-1.6376619251781732,-0.6753696545415124,-0.8719564513488215,-0.25909529584425633,-1.3255307205125748,-1.0169582524306349,-1.6814286210741194,0.030417,0.1,0.0,0.97,100,13,1,14
77,0.9415723207427446,-8.691588098329804,-3.25545878832735,-1.646023619091545,-0.677380698553632,-0.8766422798745543,-0.26047962159895294,-1.3341642194626855,-1.0239349849690453,-1.6886625206983106,0.030141,0.1,0.0,0.97,100,14,1,15
78,0.9484698847794686,-8.72541412581981,-3.273595313183158,-1.6547227331018368,-0.681469135147654,-0.8809532507067462,-0.26216969533841494,-1.340893873676683,-1.0291813085237007,-1.6955192491012205,0.02987,0.1,0.0,0.97,100,14,1,15
79,0.9436945360579375,-8.769147110997382,-3.2960894820183984,-1.664746364483172,-0.6861985594523368,-0.8861168425762135,-0.2639106422785395,-1.349455957672441,-1.0357234417714993,-1.7055091887361808,0.029604,0.1,0.0,0.97,100,13,1,14
80,0.9444099222410695,-8.796167653354944,-3.3099386502495687,-1.6727237313119139,-0.6885518533772512,-0.8907019453158488,-0.2650970018877307,-1.3566620861391434,-1.0412181959974705,-1.7136584747141261,0.029342,0.1,0.0,0.97,100,14,1,15
81,0.9378508353022001,-8.848922962226625,-3.3377079626515966,-1.6852342284828485,-0.6946747549351312,-0.8972241805154694,-0.2671720352348602,-1.3659917036264821,-1.048562862359797,-1.727121053450657,0.029086,0.1,0.0,0.97,100,13,1,14
82,0.9437514749013923,-8.891259574851272,-3.35947910836242,-1.6954697632510887,-0.6993384614991549,-0.9024957798229581,-0.2687731235903884,-1.3750100938229788,-1.055559659445036,-1.7356609469787014,0.028833,0.1,0.0,0.97,100,13,1,14
83,0.9423247263307428,-8.920176781324454,-3.374959827633601,-1.7042929810076162,-0.7027474533623398,-0.9074754917586119,-0.270620260889604,-1.3823821519099817,-1.062051281394287,-1.7423758282530577,0.028585,0.1,0.0,0.97,100,14,1,15
84,0.9429954917348472,-8.963086406439475,-3.396996448537424,-1.7137354951812935,-0.707456724008103,-0.9120444092955915,-0.27213205984563904,-1.3896096060580632,-1.0677545281768048,-1.7537524945075835,0.028341,0.1,0.0,0.97,100,13,1,14
85,0.9410357754745466,-8.98730503510673,-3.4105356666780344,-1.7225877807785253,-0.709215540580838,-0.9175925495775913,-0.2730455803954174,-1.3974689717599937,-1.0729295799448326,-1.7617029606248276,0.028102,0.1,0.0,0.97,100,14,1,15
86,0.9411385424620344,-9.02958715307126,-3.4334430474241464,-1.7329784077190504,-0.7143008241061319,-0.9229782866777766,-0.2749013501770308,-1.4049925318619938,-1.0794578317337902,-1.7720297449972873,0.027866,0.1,0.0,0.97,100,14,1,15
87,0.9425327951564076,-9.071090955166593,-3.4553380866080605,-1.7428436888535037,-0.7192358539414057,-0.9282709853167116,-0.27681360994229764,-1.4128712282711868,-1.0856764719693672,-1.7828834793074118,0.027634,0.1,0.0,0.97,100,13,1,14
88,0.9440727856569441,-9.097983175630846,-3.469874088769566,-1.751020779105582,-0.7221635193619567,-0.9328792473600281,-0.2781226497474549,-1.4198087402916282,-1.0912656071195135,-1.7895019633480282,0.027406,0.1,0.0,0.97,100,14,1,15
89,0.9372160194584733,-9.14582585203474,-3.4949822203763987,-1.7618500327299,-0.7276345586741575,-0.9384894761008852,-0.2799359797368738,-1.4281367778005576,-1.097663833952547,-1.8021243752820544,0.027182,0.1,0.0,0.97,100,13,1,14
90,0.9450494304210368,-9.182514393586647,-3.5138178192165617,-1.7703659634648352,-0.7314912829813028,-0.9424741966407842,-0.28114005343884046,-1.435036430506362,-1.1028713913950365,-1.8112159150655534,0.026961,0.1,0.0,0.97,100,13,1,14
91,0.945639613920609,-9.208706031167978,-3.5267065149512664,-1.7774620253157707,-0.7339159600283198,-0.946384851864826,-0.281972846515811,-1.4414076165439,-1.1077963148042638,-1.8167060469413272,0.026744,0.1,0.0,0.97,100,14,1,15
92,0.94176944971537,-9.245714594609208,-3.546616323379272,-1.7865587242205212,-0.7389174581416511,-0.9511720389254109,-0.28410901969907326,-1.4489296282368769,-1.1144807475176333,-1.8245500861162678,0.026531,0.1,0.0,0.97,100,14,1,15
93,0.9431658526794675,-9.282665473935944,-3.5663875635532967,-1.79555161722013,-0.7432134532819538,-0.9558258581043391,-0.2855310196679606,-1.4563863833149429,-1.1198497693037246,-1.8346058902848486,0.02632,0.1,0.0,0.97,100,13,1,14
94,0.945278368040799,-9.293904592442509,-3.571832815569364,-1.8008064532822223,-0.7445702545079262,-0.9594095268427385,-0.2871013386043704,-1.4623793448784639,-1.124629423366157,-1.8357060728664878,0.026114,0.1,0.0,0.97,100,14,1,15
95,0.9415705748674355,-9.303321667456942,-3.576368855700781,-1.8066782118294904,-0.7442867676641484,-0.9632251649521141,-0.28628687765991556,-1.4693957213179014,-1.1292926717452607,-1.840959657482486,0.02591,0.1,0.0,0.97,100,14,1,15
96,0.9400963733198072,-9.040242336371872,-3.4248045574052535,-1.7849978369472947,-0.7097592426699384,-0.9630588633982026,-0.28783269930827243,-1.4753505678840246,-1.1340317656762653,-1.7958098733711483,0.025709,0.1,0.0,0.97,100,14,1,15
97,0.9402089913312277,-9.047886618699309,-3.4288174777387037,-1.7918032962787236,-0.7103052463703555,-0.9682429619122082,-0.2892897572634356,-1.4827563595584703,-1.139954711237288,-1.7999278195217965,0.025512,0.1,0.0,0.97,100,14,1,15
98,0.941560192832822,-9.085844483485197,-3.448562790474746,-1.8008252901602817,-0.7145330272450221,-0.9728792402995073,-0.29102763875172916,-1.4894366950686293,-1.1450783332262107,-1.809672894177561,0.025318,0.1,0.0,0.97,100,14,1,15
99,0.9430333259313667,-9.121383780022164,-3.4670653796770257,-1.809098474193643,-0.7186993027663596,-0.9770864147900633,-0.2926708015613194,-1.496457459867197,-1.1505776069401732,-1.8178236477563239,0.025126,0.1,0.0,0.97,100,13,1,14
100,0.942605704361766,-9.143093402198307,-3.4790683041833224,-1.816677404933321,-0.7213048621944761,-0.9813576364451163,-0.2939515903330335,-1.5027936022888002,-1.1559313823767599,-1.8245798558359854,0.024937,0.1,0.0,0.97,100,14,1,15
101,0.9408842859315075,-9.174609593769931,-3.4965650791621297,-1.8252549132409028,-0.724973896785948,-0.9859324292229713,-0.29559054920268835,-1.5092540301526192,-1.161558407386863,-1.8335009125973736,0.024752,0.1,0.0,0.97,100,14,1,15
102,0.9439962429345365,-9.205670198888134,-3.5131265843846715,-1.833029946310463,-0.7285263065341682,-0.9902438933164146,-0.2969686429712418,-1.5161571661122013,-1.1668419481776282,-1.8419525744610903,0.024569,0.1,0.0,0.97,100,14,1,15
103,0.945846174687574,-9.22884426414037,-3.526003763110733,-1.840188074993088,-0.7314201172503343,-0.9942587492227486,-0.29851438138411396,-1.5218262312829764,-1.1715893175206347,-1.8482535943516338,0.024388,0.1,0.0,0.97,100,14,1,15
104,0.9395621907238111,-9.25884896192226,-3.5418244844781004,-1.8484410771446955,-0.73469704875363,-0.9986190112555139,-0.3002502771735724,-1.5286146421925766,-1.1776253493393147,-1.8580309696725688,0.024211,0.1,0.0,0.97,100,14,1,15
105,0.9401798925964719,-9.290105030002422,-3.5591123152563733,-1.8569705171644222,-0.738584367735013,-1.0031694828413493,-0.30219609307887446,-1.5352997220017397,-1.1833257716547263,-1.867357141619263,0.024035,0.1,0.0,0.97,100,14,1,15
106,0.93899818706775,-9.329023465402766,-3.5799710727423695,-1.8661975251299936,-0.743281668566426,-1.0079191493388955,-0.3038726855682246,-1.5422588270168731,-1.1892344592178334,-1.878969856024749,0.023863,0.1,0.0,0.97,100,13,1,14
107,0.9384706080512043,-9.103173289729181,-3.466559251685181,-1.8522730027579155,-0.7131724029873991,-1.0129040592598844,-0.29338933570050685,-1.5494394185051985,-1.1921376920077642,-1.8333595570127006,0.023693,0.1,0.0,0.97,100,14,1,15
108,0.9381934495052144,-9.124649731319028,-3.47717889922733,-1.8600436440662937,-0.7147455258677665,-1.017059550561249,-0.2942974451646159,-1.557290621677944,-1.1980976178179181,-1.8421573532989395,0.023525,0.1,0.0,0.97,100,14,1,15
