episode,service_level,rebalancing_imbalance,anticipated_demand_shortfall,vehicle_functional_load,squared_starvation_penalty,squared_congestion_penalty,proximity_to_demand_gravity,delivery_potential,pickup_potential,starvation_gravity,congestion_gravity
0,0.9180060032676014,-0.08966956014342528,-0.003748825033584544,-0.04882504269209204,-0.017025258755557653,-0.029742958040082635,-0.0220781146609055,-0.005548290456793876,-0.0374020606784308,-0.0008820954432971822,-0.005111591435695563
1,0.9185896950896573,-0.15977974656050212,-0.006715494501413135,-0.06914348939961228,-0.027923299126600784,-0.05215836981952974,-0.0379932528601092,0.00012463751296197745,-0.06690299192242505,8.594738614157803e-05,-0.010171210848695971
2,0.9106216642862512,-0.22667221611379093,-0.009746143925764986,-0.08703624169624531,-0.038227985057922666,-0.07353157779286461,-0.0521274064650489,0.0071332369165962445,-0.0931348379377754,0.001190495575985298,-0.014318293762342322
3,0.9214885409575675,-0.2692559047221755,-0.012633194992335943,-0.0941142951660337,-0.04702402516103857,-0.0868433729023553,-0.06247112560918621,0.013442651596906247,-0.10591641875175671,0.002212488750306475,-0.017198817060610532
4,0.9183828270186217,-0.30323728380809717,-0.015035353154380001,-0.09175266461839915,-0.05746364627770815,-0.09772155036842964,-0.07070455154547031,0.01996708324753416,-0.11839576125372053,0.0034487551239003726,-0.02029317088770786
5,0.9178442201485432,-0.3155787930403869,-0.016570911522008857,-0.08190730200468617,-0.06563121801538271,-0.10187777948406404,-0.07468540281647261,0.025330101153737756,-0.11747561808341446,0.004326306892389581,-0.021937053639317364
6,0.9185185185185185,-0.339610580678891,-0.018161061741724112,-0.08496395376923602,-0.07353869254907931,-0.10947866086201831,-0.08067757643285155,0.03227077779161127,-0.11411924183848461,0.0053786867219571995,-0.022879560072897653
7,0.9259972801450589,-0.3494367271719137,-0.02004524321437579,-0.08234277558637994,-0.08531258264624807,-0.11282610037509949,-0.0857018603900227,0.035224210262145055,-0.10795640488845436,0.0055693150325114614,-0.02368775092784562
8,0.9335111449799962,-0.35107592383326297,-0.02076785588982587,-0.0682763591545415,-0.09121263704387833,-0.11348000870027364,-0.08437440616993158,0.04147758977508882,-0.10039460606880798,0.006919516902913914,-0.023897097457131797
9,0.9195483943324985,-0.37914659389389754,-0.02273861905953383,-0.08648721679848258,-0.10231786534335777,-0.12239996580542337,-0.09177094537660956,0.03869165107679019,-0.10096867412863059,0.006784949257973707,-0.0252149411337617
