episode,service_level,rebalancing_imbalance,anticipated_demand_shortfall,vehicle_functional_load,squared_starvation_penalty,squared_congestion_penalty,proximity_to_demand_gravity,delivery_potential,pickup_potential,starvation_gravity,congestion_gravity
0,0.9115859413341387,-0.4457089397375149,-0.02277526244722428,-0.22386702574576323,-0.1028641113235922,-0.1502914968368874,-0.11472555629732357,-0.031146350284764143,-0.1871756074809636,-0.004270134710486173,-0.027833523973935886
1,0.912828947368421,-0.6832845105696734,-0.03422062797310095,-0.2876329794492715,-0.1621642309341224,-0.23221127931742278,-0.17001221833901936,-0.024396182522425727,-0.29103923921532887,-0.0026037257250731923,-0.04536465640491205
2,0.9161462643894365,-0.7987783883596481,-0.04704867673722687,-0.25875817770189735,-0.22315351358413915,-0.26783906745365527,-0.22023546517488207,-0.01364659881415136,-0.33850495311714424,-0.0028067846930861498,-0.06228225413010589
3,0.9267780858877314,-0.8429490020746645,-0.05362924838253312,-0.23247506957140265,-0.27176709434759383,-0.2820308630362895,-0.2418040852982859,-0.006785476972818816,-0.3410455727222321,-0.0012185426079164468,-0.06812257583890556
4,0.9151483407534887,-0.9073296854691963,-0.06693288612801407,-0.232443648686313,-0.338803614301953,-0.3049945005077808,-0.2735119259002747,-0.01081427865121035,-0.3304235161657347,-0.0020874793771826845,-0.0759442045755874
5,0.9131567853447284,-0.9586099808998259,-0.07605599937100566,-0.22271343863247486,-0.399888036169072,-0.32205969462441486,-0.2977074629994882,-0.017201124415368495,-0.3298860995152434,-0.0019145551173583605,-0.08246573656409245
6,0.9212033290066427,-0.9922367284829386,-0.08599035297939013,-0.21877465214405137,-0.44504444558374995,-0.33463344607767104,-0.3113386925046688,-0.012788001880524978,-0.2956897654295271,4.915318768438875e-05,-0.0847755056294347
7,0.9219855486978774,-1.0136873070611927,-0.09189120732487413,-0.1822149808757459,-0.4935539321179509,-0.34151050354700363,-0.32012751977711146,-0.011217158834247717,-0.2834702397737834,-5.738157426063385e-05,-0.08945986513954166
8,0.9158854069398275,-1.071061391404832,-0.10217775899354747,-0.15797428655232726,-0.5516283866377513,-0.3598884408193886,-0.342505690394002,-0.010319955131495199,-0.29518491322557583,0.0012113690612287709,-0.09874999889422546
9,0.9190161049692055,-1.074297644698651,-0.1067667254849192,-0.16992267883802473,-0.5894226164981863,-0.3588668672387705,-0.35638752804160895,-0.014912702649798826,-0.2552916192509674,0.00013028700090911375,-0.09956471438623589
