episode,service_level,rebalancing_imbalance,anticipated_demand_shortfall,vehicle_functional_load,squared_starvation_penalty,squared_congestion_penalty,proximity_to_demand_gravity,delivery_potential,pickup_potential,starvation_gravity,congestion_gravity
0,0.9247000571319749,-0.6168007338770426,-0.03644843514060394,-0.3007510523947195,-0.1647605223052428,-0.2036370552826497,-0.18692491767231856,-0.04166535957275639,-0.23865280366578798,-0.006014309871324963,-0.04104346722611549
1,0.9096376484739137,-1.0049900515110255,-0.07321329101317949,-0.32361941300254227,-0.33592957965475595,-0.33204758542708956,-0.32662123896956924,-0.0631067564468447,-0.4507220500887573,-0.010678670121846968,-0.08564317486837247
2,0.9123840656834423,-1.194297000537147,-0.10047839022928061,-0.3482755521678643,-0.4663786417381715,-0.39509418235954624,-0.3927839222453174,-0.07951695011019949,-0.49259361252294953,-0.012742946232987622,-0.10543548667368506
3,0.9193511882308563,-1.1574724601517061,-0.11092037369157676,-0.2756027224121172,-0.5663958001110251,-0.375907260396746,-0.4142080266329218,-0.10105247942568227,-0.45560924355176374,-0.016100947309779977,-0.1091085719471609
4,0.9145451106487611,-1.2503744655022677,-0.13512471007116164,-0.2674997589471562,-0.6927599297883974,-0.4076723060775101,-0.4907376052293352,-0.13244315381314392,-0.4817492840388883,-0.024348212876428577,-0.12722775423209426
5,0.9158459139825835,-1.219281903004252,-0.15615607759973513,-0.17759843761556104,-0.8067383491127924,-0.40073729140097486,-0.5222167708790433,-0.1422633195153074,-0.4283345206620485,-0.024629770410649957,-0.13740190836478805
6,0.9169540890626198,-1.1949120845527739,-0.1712850501905252,-0.1269564489470115,-0.9109280505299114,-0.3974239397070534,-0.5510185606450664,-0.16487717951397052,-0.3662850000474798,-0.028671461079437653,-0.14733758922405008
7,0.9183129272140014,-1.2013315679550987,-0.18057145288413826,-0.14036546628464683,-1.002773355126916,-0.3986157501473663,-0.5617364681728699,-0.1899693033958128,-0.30990546899208327,-0.028663454367765746,-0.14951984634403567
8,0.9164124006479075,-1.2128231373655889,-0.19523425966643213,-0.12748907627301648,-1.1165967746641343,-0.4011315406980666,-0.5912149315914447,-0.22701377062551137,-0.270879730829148,-0.03382531204501345,-0.1567225321643778
9,0.9166064295225413,-1.2781009854947998,-0.20717557590853072,-0.19852667287595513,-1.2283964464473247,-0.4265593253997284,-0.623529284130094,-0.2860650824772781,-0.24911684113013327,-0.03856818182743934,-0.16463871811613712
10,0.9290055557627055,-1.2610251803826769,-0.21630423343050292,-0.10184640624667876,-1.304203584457848,-0.42428139830687644,-0.6376667700640706,-0.28793293103446393,-0.23473722036361033,-0.038611286875138706,-0.17072543402968446
11,0.9105687976050627,-1.3055265039795818,-0.23117765216114905,-0.05814322250101491,-1.4352003169000596,-0.4439619728569628,-0.6629201194127899,-0.3139206845551771,-0.2146076085119674,-0.0410580545658648,-0.1787440839756466
12,0.9185447157530381,-1.2587846043442337,-0.24586472953875402,-0.017935026109360538,-1.5511313845983266,-0.43433312970298116,-0.6788314480637658,-0.35468609689795527,-0.16442043853315963,-0.04726316958558343,-0.18646711864423843
13,0.9103695324283559,-1.3077961852550097,-0.25945947423126753,-0.04175489378285484,-1.6256221260218324,-0.44891956114765824,-0.709468952563029,-0.3611411246832753,-0.14380986670934603,-0.04711059192523459,-0.19405014140978333
14,0.9280892057953425,-1.1761000504929155,-0.2710003620058335,0.04067794223521253,-1.7034610758557047,-0.40950390480390014,-0.7030101436698905,-0.3921145787872546,-0.051488408432460345,-0.05093135678191264,-0.19392234949197554
15,0.9262338248570569,-1.182852561754319,-0.278612918957715,0.056532085696985326,-1.77456840101231,-0.41451169495837764,-0.6990935343664291,-0.4053180104100549,-0.016983958386123436,-0.050207989911273475,-0.19727387449674608
16,0.9095734738888266,-1.3168571729830307,-0.29714928365612664,0.045023621094261654,-1.8881241455827362,-0.46484311595483896,-0.7504377538702439,-0.425634928119732,-0.043404613786489826,-0.0536192258999082,-0.2109760847998491
17,0.9115734720416124,-1.3553819777542784,-0.31483125538705814,0.06849836326400816,-2.003189446112197,-0.4829440093007374,-0.7821206016439334,-0.4568131032754766,-0.015509111903180226,-0.055995421398783024,-0.22303365122624258
18,0.9290795909293019,-1.280490757209883,-0.31972449424798954,0.08157293264463651,-2.0539018925240553,-0.461332752567056,-0.7698440530632533,-0.4793048810607096,0.05794200573797639,-0.0580302797605773,-0.21938059798060439
19,0.9259555352520177,-1.2978440566072749,-0.3292308076774548,0.09872521311164685,-2.115775218971121,-0.46721419365830175,-0.7842078288720224,-0.4892342634550044,0.0678665170400658,-0.05934310101869045,-0.22417122609528134
20,0.9068029739776952,-1.4793630427495512,-0.3454681990498447,0.09611484569457607,-2.228275883267381,-0.5259806481503969,-0.8261059749612863,-0.4948855745398232,0.01021094770931575,-0.06086012682694956,-0.23701403165913065
21,0.9210814071867577,-1.442026457740142,-0.35701859690403387,0.13559590304074112,-2.303427664530465,-0.5184013806008666,-0.8271143977175125,-0.5202861483430341,0.03621948913398219,-0.06547130664279682,-0.23986194094304092
22,0.9181643494970047,-1.4248441512535441,-0.37098530923188483,0.1656548541570542,-2.391206982482171,-0.5166893771105003,-0.8479259096262538,-0.5636942261898559,0.033957823243665676,-0.07192403284939416,-0.24570878471524227
23,0.9249437359339835,-1.347807504749155,-0.3766232179664848,0.17645231273624232,-2.4477335791601362,-0.5022591153102355,-0.8263843784292041,-0.5931927345029476,0.10303139529141338,-0.07434234309552917,-0.23920111863068205
24,0.9118367962592858,-1.4062852035059445,-0.38909522077341985,0.13959994986616495,-2.5107726785651177,-0.520909161059779,-0.8521268863395828,-0.6123844946085711,0.09786193604098899,-0.0751572718887978,-0.24860616813072123
25,0.914199305529627,-1.4807765237235582,-0.39806300568483316,0.1276770646296549,-2.5855578082388617,-0.5478722810271347,-0.87280675039421,-0.6284675186849625,0.06873517419742389,-0.0759574645400726,-0.2590137757381085
26,0.9123625331816458,-1.5087803866366232,-0.40853557106344746,0.14877332907999127,-2.692413674666172,-0.5599741828937492,-0.8889497837906334,-0.648422903321694,0.07974966985538028,-0.077339040993222,-0.26395628627489565
27,0.9236150716702787,-1.3715330356471842,-0.41278813788049346,0.21997069744700426,-2.7402299098390364,-0.5220973291684887,-0.8747937964602597,-0.6734450759523267,0.16013169017861983,-0.07765113096562638,-0.2602132903537531
28,0.9221900962559016,-1.36172645565022,-0.4211825868520323,0.18032621265287077,-2.8093306876515554,-0.524110940060638,-0.8892373789846115,-0.748394786145604,0.16216602715129244,-0.08210353963816303,-0.26826333191445556
29,0.9178389703681532,-1.3524831117455767,-0.4277699872406397,0.1796747245366115,-2.864057386789905,-0.5213277948601364,-0.8846830918978701,-0.7533950595954684,0.19975362750971057,-0.08310971683608556,-0.26830044453096624
30,0.9061900007679902,-1.430793541932622,-0.4434043354935443,0.17372591180795333,-2.9446602687481302,-0.5531569559457795,-0.9199181290551881,-0.7814249858871869,0.15474730216156332,-0.08713398917434287,-0.28350690210795526
31,0.9095667456254298,-1.4446008582427232,-0.45311085004434903,0.19108390144487583,-2.9998416235270087,-0.5577432011707103,-0.9350349976302592,-0.7824053367325459,0.17151954065541086,-0.0861710514574826,-0.2925872308152674
32,0.90798939795532,-1.487809040931077,-0.46180955490416237,0.21626308576127873,-3.075640114270906,-0.5729282465360899,-0.9477283278146847,-0.7979260796806317,0.1425158927942348,-0.0872099785623036,-0.3008312923624027
33,0.9094211123723042,-1.4768929884522415,-0.47658108433158736,0.2919612087714831,-3.1521097387478956,-0.5625759349689765,-0.9885316635390442,-0.8042082421957802,0.16286640680802913,-0.09021831483371345,-0.3115893704359554
34,0.922742474916388,-1.4025743416458494,-0.48287143204868516,0.30994797757011894,-3.210585678783036,-0.5397961553456229,-0.983472305894142,-0.8391187704808798,0.22671630629107914,-0.09519145565084576,-0.3088381541979234
35,0.9231577367552154,-1.346378553458905,-0.48864314555346444,0.3419441997657634,-3.2487723100873027,-0.5222576684891995,-0.9745386887046253,-0.8375220956779089,0.29002045737519627,-0.0945343980633706,-0.3073070076618512
36,0.9131777625257378,-1.4095513686149068,-0.5014630665122051,0.24293573393441548,-3.3193452474826337,-0.541948391492754,-1.00214031726504,-0.8856784406732908,0.28002766328954276,-0.10166366763233992,-0.3135746513463175
37,0.9193159560042188,-1.4387825075316267,-0.5100695841211488,0.22126950670049417,-3.3903825993909305,-0.5568644469475647,-1.0067746137107905,-0.9270249039670969,0.25441021982527356,-0.10522586819904571,-0.31810319754082955
38,0.9062266407534758,-1.509643337868632,-0.5207053039530076,0.22244015743014792,-3.443643439208033,-0.579183526546731,-1.0282161064957436,-0.9359292024368299,0.19228627327353065,-0.1041733491559984,-0.3320581156730124
