episode,service_level,squared_starvation_penalty,squared_congestion_penalty,work_ratio,imbalance_concentration
48,0.9148858558531173,-128.69605944887692,-116.12014802766222,-91.83140907035838,-0.03919632801294584
49,0.9242763715635218,-125.93950980291804,-114.58252798436472,-61.79882399098437,0.0
50,0.9155562300804371,-131.29185330790415,-120.17489798399289,-88.53600386868894,-1.1036892270734842
51,0.9210557745133167,-127.4050220762724,-115.39184212075826,-70.5533684080785,-0.5972480903976233
52,0.9223694887746822,-126.79949809564806,-114.33327907463625,-72.29119418244542,-0.38171751718902813
53,0.9238732708612227,-132.42520561911093,-116.07683546522482,-81.6464637779617,-0.19754619640160237
54,0.9069795391040472,-142.66191210728388,-121.91400528395106,-107.86312072021593,-1.524555199761787
55,0.9298498498498499,-133.87929730147786,-116.53313877834974,-59.910007604465186,0.0
56,0.9238416527346549,-136.25062778235937,-117.13038205515274,-64.24295275719122,-0.6623527325104924
57,0.9132685305004664,-146.65429817171523,-121.95427355470561,-97.88557375180316,-1.9207792979598701
58,0.9125932188037801,-142.91690782180333,-119.85473723384577,-94.2545273867981,-1.58866338988398
59,0.9198363388392181,-141.13627502518844,-119.18278714421362,-79.58072955190977,-0.26895981399492513
60,0.9257380634187826,-141.9756988356244,-121.10428274580977,-82.75851869573668,-0.9301147837819802
61,0.9166666666666666,-145.838671702817,-124.07568087891066,-93.7247422329641,-0.22835996087024168
62,0.9158267338612911,-146.10801575686526,-124.34523152726281,-91.68467199780844,-0.48796723195447095
63,0.9267276270424224,-146.9642144144323,-124.62844207405712,-73.6972544275081,0.0
64,0.9234185245604495,-149.86156076912397,-127.02814440733464,-72.5724725804469,-0.15413650800942688
65,0.9207228036018495,-150.77339469797562,-125.43548188864406,-81.65602860163571,-0.4547359641176086
66,0.9235362567368937,-151.2093331025997,-124.96834558375842,-81.4871408509069,-0.5682877161475126
67,0.9321128214470049,-146.73826751934664,-121.58329382336368,-62.42074301696949,-0.8898395478511465
68,0.9205804431599229,-153.70559899781688,-127.17323297484914,-91.7723895657556,-1.5687789366743363
69,0.9161925404136188,-158.73414481298877,-130.0245605957964,-106.69499819726585,-2.109678538611826
70,0.917953667953668,-159.86879420052065,-131.0061416403722,-99.72700882578327,-1.2504184554521396
71,0.922167077773485,-157.31767843684062,-128.7826035444735,-83.91473864051025,-0.6338743460602376
72,0.9279639368895567,-154.6317786623298,-125.22491680361605,-69.09644264969408,-0.0011270259775683121
73,0.9220956719817768,-161.09501747191538,-129.52728121641857,-87.86625856412743,-0.35368227107241756
74,0.9232686487448816,-159.82528057659258,-129.36838825055491,-81.69123640417033,-0.8700350147232363
75,0.9283263094521372,-162.06702270494972,-129.28368080479757,-79.65660627705724,-0.8702009601546123
76,0.9302766085387854,-162.46437858994327,-129.0495213776737,-72.90699715417135,-0.690039151419256
77,0.9209261554272588,-171.39583180895764,-134.0588464721045,-107.79351385069587,-1.754973081355305
78,0.9269991984709292,-166.6122018130884,-129.73897995857368,-85.20431115446965,-1.0495105717594215
79,0.9284577263853432,-166.36840672349112,-129.11651138193068,-82.60534018192686,-1.1549762143082112
80,0.9146886721680421,-178.1401228111267,-137.30376890990954,-118.40531319189556,-2.0441159226888583
81,0.9137497003116759,-182.79282469172708,-140.29187941791486,-127.71560371350373,-2.096926664628089
82,0.924627092846271,-179.74218119277458,-139.75616608468607,-105.71787656292786,-1.0730870806028754
83,0.9250983953981229,-179.41378041292347,-138.40485887394163,-103.521231447395,-1.3239664968794347
84,0.9234706238643247,-179.81889136470795,-138.36980102500803,-102.70693125597701,-0.6856599958567529
85,0.917716229928968,-185.92939933017766,-142.7620685635958,-122.15386794637067,-1.158766207901603
86,0.9213739313034348,-182.39942794200425,-141.1436625929486,-109.91882039939713,-0.8897625721996829
87,0.9256335813222041,-181.96961823380977,-139.72470017927557,-102.63782256269077,-0.467093713810888
88,0.930222020842773,-178.2402846902768,-137.89823856617772,-93.1908511981556,-0.31340399362324506
89,0.924413527268347,-184.96321667523196,-141.16232310407955,-105.59745221094245,-1.08167327666534
90,0.9267857682657719,-183.84178282192698,-139.6797855864059,-101.42412076384564,-0.677646966628213
91,0.9158418847531726,-193.2945668954211,-145.2179793322367,-134.4352206331862,-2.350977157292272
92,0.9272144240077445,-190.57846529538054,-143.81010858916474,-122.0701117353613,-1.6747455424871387
93,0.9253958769046908,-196.74826449043678,-147.62361811818673,-132.39149882125187,-2.0510094067087192
94,0.9304278777143207,-193.82051043291332,-144.05789078284448,-115.47510806071286,-0.895838953627097
95,0.9219769042063065,-196.43261423485976,-144.3813672687754,-127.87646174246764,-1.5289653923875484
96,0.9169146601737458,-199.15768607900367,-148.13932142624063,-149.94088984845152,-2.2121611167762922
97,0.9309787004583445,-194.03695220551486,-142.1964312650103,-114.2933016040481,-0.8562053231347594
98,0.93486532189878,-187.4397874516986,-139.39536829279197,-91.25823623572667,-0.35342449072279025
99,0.9265504169825626,-192.52274916751946,-142.0529537771354,-121.96749550255988,-1.9574970259608366
100,0.9222408026755853,-195.9971565303306,-145.11819273872555,-139.3481709081094,-2.0805106413826766
101,0.927754346572807,-192.42818371996006,-141.695844660282,-128.23983672430757,-1.5873941233006488
102,0.9247765420808873,-196.01534842442064,-144.9879673470932,-126.80166781446435,-1.0858593703111545
103,0.9354741262121258,-194.5353100754883,-144.0866043923087,-115.83441602751937,-1.0424083267027127
104,0.9307364576993304,-194.00673671774612,-145.5624099404074,-119.2725391085631,-0.8926934614362708
105,0.9287742403189754,-195.98001458626203,-147.10947598045567,-128.95446176902755,-1.2643308632518138
106,0.9266947875866225,-197.6721265077021,-147.314538540269,-134.77888806210274,-1.4071879495530557
107,0.9329765162221487,-198.79955741280097,-147.09659771613053,-133.27201636635425,-1.3825796641761088
108,0.9218020820868733,-203.91199998859574,-150.6075432022658,-150.66303959108726,-1.824886558868309
109,0.9279069767441861,-202.57836715852952,-149.29351655636702,-143.98468948726995,-1.317496008648254
110,0.9214951010039918,-203.88497257232027,-151.58542670192827,-150.1874564298883,-1.9662211453579002
111,0.9241302179367047,-205.8908063868137,-153.61649943806316,-162.57922041922444,-2.2883226892399713
112,0.9221708797680529,-206.82174426747835,-154.0906676294988,-159.9582386459542,-2.113312708512087
113,0.9300875404724787,-204.68427259421344,-152.60212278294583,-151.94191678790003,-1.7631618454748856
114,0.931149012567325,-200.82845034923767,-150.6806173400638,-143.88165057252272,-1.420991789888371
115,0.9342340730136006,-200.10894872040535,-149.83637464698282,-141.59741111128457,-1.43627033702439
116,0.9271379497378412,-201.932893575239,-151.23817599097526,-152.95858852146847,-1.8952056288901913
117,0.9200303490136571,-209.57603831727164,-157.2246860210766,-182.92792931519313,-2.8441365019266636
118,0.9257230565503958,-208.08723677558828,-156.44023380604284,-168.68309542859487,-1.9557516763882168
119,0.931358749363601,-205.36538480547645,-154.48897910528964,-154.84425054098864,-1.195894755974245
120,0.9255162905014537,-207.3661703697347,-155.78981734640465,-159.73914197562056,-1.1380034825186958
121,0.9394604013940632,-205.56334334682626,-153.50750525016568,-140.96643796431968,-0.28564215067131166
122,0.9356013474553124,-205.03015430203445,-154.6326343907183,-137.84858978196252,-0.723254239326322
123,0.9315455611339927,-206.09167004104324,-156.98954193336354,-148.38038738557006,-0.9808297207833127
124,0.9285068963440342,-210.8495919608866,-160.09508185204098,-161.697707664282,-1.5358802875062867
125,0.9327575757575758,-208.48851532475786,-157.88800445175806,-155.23875759845015,-1.3171600425028274
126,0.9283086053412463,-209.8812178228305,-158.88443042490587,-165.92559339209984,-1.7371999052659706
127,0.9226634195598586,-213.41491567824605,-161.36048753545987,-180.5113433376378,-2.387735578378394
128,0.9327814569536423,-211.0270214909386,-159.22619998061472,-164.25830391533054,-1.8625823370502355
129,0.926977503628447,-212.77715394352782,-159.24417962717058,-170.3136788229959,-2.2572908930113456
130,0.9313057951278559,-212.04623306615863,-158.70842368017907,-168.01701008006725,-2.094519941308318
131,0.9335184235145004,-211.08770251203643,-158.1295050392948,-162.6171994477822,-1.6668154640871988
132,0.9395162514035993,-207.09597191315262,-155.3518520963593,-145.9425868918366,-0.9173300820073039
133,0.9266847324379858,-211.67227153814267,-158.68538949821166,-162.97819438552023,-1.5631872566237925
134,0.9311486363360262,-214.132447376763,-160.17010057833772,-162.90042214225986,-1.319473232189495
135,0.9364532317552452,-212.34296107842485,-160.18667964864474,-158.44783665802112,-1.1803887680902765
136,0.9352813401969827,-213.22728592693616,-160.2211081047902,-156.12177224983333,-1.0341270039247226
137,0.9327474892395983,-213.4736427232479,-160.47353123318922,-161.86896242927295,-1.2714013196334928
138,0.9334153467630324,-212.68531748185902,-159.26835318098819,-160.57204885995637,-1.1750190027405343
139,0.9306004066499223,-214.9954297457419,-160.26070079364163,-166.59971068072613,-1.6933470196903222
140,0.9232074157099148,-219.47244214974043,-163.6209181848548,-184.10800613537242,-2.472438228021172
141,0.936519790888723,-216.01640928013043,-160.6352018342313,-163.1826954872497,-1.771314540378044
142,0.9339072647636308,-216.17626843889016,-160.0937422608158,-160.299160193986,-1.801952113656878
143,0.928388746803069,-217.25602344821556,-161.17581394962386,-174.71316420112373,-2.4483584174615762
144,0.9366564371480499,-214.60400232561415,-159.7074483370707,-162.85356395580138,-1.9141940632006376
145,0.9355849477267935,-215.00932680697414,-159.76462705135503,-164.41996895604507,-1.847454803394765
146,0.9360696217778849,-213.6552150709205,-160.11562799254065,-160.69042762239175,-1.6588083194728267
147,0.935310631026486,-211.73162012113198,-159.13310153511284,-156.09326729273135,-1.6102184177291938
148,0.92961841308298,-214.48407274713716,-161.40980690448487,-171.12024098573892,-1.9300251581195005
149,0.923224109064817,-220.67684043241735,-164.7336008463218,-191.79103479247493,-2.787175522001642
150,0.9358027704888021,-217.30817811935157,-162.15694966655187,-171.25678747212936,-1.7994627467675646
151,0.930182501667374,-216.9420189549214,-161.44917764481087,-173.99891868929674,-2.145767061403937
152,0.9333633904418395,-216.34119377093572,-160.46529630315152,-172.2684139564015,-2.1675586716116944
153,0.933389418021212,-215.41769486934206,-160.23412650068155,-169.7873188354179,-2.119144491902431
154,0.9326810528527267,-216.38334773927662,-160.88514001491916,-173.53110933967517,-2.2222344077132883
155,0.9318399616674653,-216.84702803981222,-161.1533063301625,-176.15139109737405,-2.6876727237326543
156,0.9315372614904596,-217.09794451148326,-161.12259050781273,-177.3557871004624,-2.7869463702678163
157,0.9247259734754436,-218.91019516311118,-161.98419841184614,-185.45116229233662,-3.2811817580900104
158,0.924413343789588,-221.0892424218936,-163.4804399816149,-193.7722305140903,-3.6203993295908203
159,0.9340709168404825,-218.3026079268614,-162.07528676316437,-181.71771821523086,-2.986668958266687
160,0.9356330874349982,-215.79835653100105,-159.49113358331553,-172.36189969702104,-2.7285821763357765
161,0.9355544082364018,-215.36085742627557,-159.4659593422743,-168.9159571962238,-2.491868250357026
162,0.9321743315186333,-216.1965693221608,-159.3487703264975,-168.85993952091292,-2.3471787635363626
163,0.9382413338645906,-215.06800050225434,-158.4808896827257,-165.54164348880258,-2.4457892822909697
164,0.9365069794084838,-215.19497231556664,-158.7093157603869,-163.64565399693325,-2.3248562853138623
165,0.9367180636757444,-213.9383490726905,-157.8654119165871,-161.03678233295312,-2.2485956248027232
166,0.936507454528892,-214.2471700307774,-157.63011981277768,-163.71073201125438,-2.4782353635734933
167,0.9347454523257234,-214.9268170438764,-158.16176228402114,-168.57577874622828,-2.450792989227358
168,0.9347175627890107,-215.98716718948518,-159.2899476099925,-166.29897975365364,-2.33710111632943
169,0.9282567652611705,-218.59388481052596,-161.00026784669348,-178.84891026016084,-2.8913441158541073
170,0.9340344459686023,-219.01340381766883,-161.50032038124925,-179.72061000470154,-2.9227338374664185
171,0.9329031090739122,-217.230089279755,-160.55148844934436,-178.9626514050188,-2.9906627890324886
172,0.9383782468519983,-215.81920420972,-159.34582638526805,-174.9701620477422,-2.6242625635895576
173,0.9327665219488663,-214.84883600360718,-158.8503401955154,-171.05981015910365,-2.4483830189938187
174,0.9303512458721105,-216.12886535894123,-160.18469946244568,-176.43833328128167,-2.592870070581638
175,0.9287872775556302,-217.79530205086706,-161.37334023249042,-182.42063337918026,-2.7115368131520095
176,0.9350962971796554,-217.82347299458823,-161.1592777426402,-180.94473166398845,-2.5745045593137017
177,0.931496134059388,-217.83920100301142,-161.35497628431864,-183.0903778372895,-2.7905946719639867
178,0.9334603023449589,-216.6602573488993,-161.33186174444367,-182.22026244776066,-2.6856917433255325
179,0.9231849837104343,-219.32997649436243,-163.5038821181694,-193.81121217008513,-3.010582903950568
180,0.9361296761121359,-217.5719100759958,-162.44032227350948,-187.34664270218587,-2.920542043815121
181,0.9237551710601806,-219.01270421674636,-163.74663284919833,-196.0374578199665,-3.265543697546511
182,0.9305870610652391,-218.8691335945987,-163.83352149298466,-195.06531572677187,-3.0990073159287386
183,0.9263537906137184,-220.25408762882245,-164.50617378871837,-197.30539191867862,-3.2542453554992505
184,0.9332240274258459,-218.04468099441883,-163.06433295383286,-188.61122657641408,-3.001092609484601
185,0.9403177458033574,-215.3200034279341,-161.04442727032523,-175.89790385150928,-2.4998160907116316
186,0.9261115355233003,-217.71885170957162,-163.65260743372858,-184.3096659567812,-2.601837251622513
187,0.9356866537717602,-217.09002296534936,-163.29421926348377,-179.46373081251974,-2.2900784781433803
188,0.9320911841356379,-216.91577434360582,-163.55361544431105,-183.6560649019135,-2.5639696346940126
189,0.9311985252579312,-217.141077397051,-163.71491313802719,-186.72568235966568,-2.824183677992622
190,0.9319016926691164,-216.2090519095828,-162.98133368622382,-183.83499134895425,-2.709915544121278
191,0.9299677701135576,-216.82258579358225,-163.2397602241769,-184.8738815569001,-2.7648314239931455
192,0.9301358720212093,-217.61421818093476,-163.64991668291077,-191.11907127520126,-3.0501481661025847
193,0.9317249842856715,-217.1866972729482,-163.2156271583295,-188.3436196846988,-2.8916272965725387
194,0.9353227771010962,-216.31298026947115,-162.86362342497878,-184.8912381968317,-2.685674791299125
195,0.9356091640115309,-215.85755620924743,-162.0627807480001,-183.42070669024338,-2.7205561090471093
196,0.9325866314335476,-214.50198371901138,-161.32072504015918,-179.52367884638065,-2.63248895262608
197,0.9293324504905797,-215.094577170365,-161.81381091007015,-183.90302988852875,-2.8820796468242795
198,0.9216656608328304,-217.1261899125141,-163.41237281982612,-196.57047154656962,-3.4151467292241806
199,0.9305572271031411,-216.846722409208,-163.01774955747896,-194.91293550200422,-3.2376097897474923
