episode,service_level,rebalancing_imbalance,starvation_severity_max,congestion_severity_max
0,0.8910293185180712,-1.8831978171365336,-3.180209898389876,-3.138478924287483
1,0.938861072570429,-0.5287541572251986,-0.22640564147231856,-0.2315664778349773
2,0.9383540844215001,-1.0959031971555633,-1.3794338262844419,-1.273874607754075
3,0.9407928504574137,-0.9265339184027384,-0.8845007463276515,-0.8085591371805816
4,0.9386588472246905,-1.093006160642307,-1.203238910492806,-1.0130595140922913
5,0.934361893349311,-1.1772302115701005,-1.3048268468085857,-0.9878544558044182
6,0.9365620529055432,-1.1857207470656153,-1.2430939533757919,-0.9127083689675798
7,0.9356062887777845,-1.3367564056259436,-1.4847733853955092,-1.0429609803321362
8,0.9374473208910294,-1.352034207138339,-1.434855044570562,-0.9446231251182163
9,0.9348609135212035,-1.3703933143667701,-1.4018250287023966,-0.8752445014213788
10,0.942400861295532,-1.2833838919600782,-1.1721567819347598,-0.5981787791183183
11,0.9363747648762428,-1.4878799549446424,-1.5312516730776244,-0.9201160515423417
12,0.9336163294797688,-1.5637611313931796,-1.6309667992382384,-0.9518656661764484
13,0.9363376471673173,-1.5780526291470136,-1.5800878349239593,-0.8896353246166686
14,0.936400293255132,-1.6042595770996013,-1.5470532380249897,-0.8748396407025613
15,0.93857861936721,-1.6437584589153338,-1.5501776475391824,-0.8817892665322532
16,0.9317609685926637,-1.7398778043370404,-1.6852737028367253,-0.9767666558892238
17,0.9352306479966055,-1.7173324530924943,-1.5561946494526564,-0.8204121606382913
18,0.933792199278925,-1.723878302676765,-1.4599772657544368,-0.7477987120853078
19,0.9371856999177105,-1.7338709568423163,-1.4005394165364489,-0.7048911456695026
20,0.9404200600085727,-1.7517664631790777,-1.3931445345360438,-0.6821326897217032
21,0.9381514523444775,-1.7761326082937734,-1.3725624804065037,-0.6750929725703348
22,0.944504863754456,-1.7583804254889626,-1.300222028615512,-0.553179560780186
23,0.9375037739266953,-1.817720750100073,-1.4017683700818782,-0.6198941015224166
24,0.9348433416443871,-1.9121468557860009,-1.54417696103784,-0.7537510722629376
25,0.9405144694533762,-1.9403646086103006,-1.527650483210597,-0.7164785096902777
26,0.9466555532402584,-1.9328705938618742,-1.4488147360609072,-0.6738345875314108
27,0.9424961166208627,-1.9398957456820602,-1.4310541985668812,-0.638840157716906
28,0.9384293819050463,-1.979896187281236,-1.4796499084528967,-0.6681175823679587
29,0.9393003806840322,-2.0159365328083574,-1.5138121300362044,-0.6826617828501419
30,0.9336802213666987,-2.066800081800391,-1.5421668499234191,-0.7530540986255965
31,0.9431639989348797,-2.0756107622372024,-1.5208509776995736,-0.7215183563064189
32,0.9395521487204249,-2.1055178538480273,-1.5238412523805347,-0.7145219555817013
33,0.9434145159335999,-2.1130939127496324,-1.4976040535657613,-0.6644566041384687
