episode,service_level,squared_starvation_penalty,squared_congestion_penalty,gross_starvation_risk,gross_congestion_risk,net_starvation_shortfall,net_congestion_shortfall
34,0.9406610437218729,-4.771275140815632,-3.9335859331856406,-2.86536249565189,-2.738843355460771,-0.7149066921709925,-0.5310300036438242
35,0.9321009598293637,-4.840308701936593,-3.9879797714175362,-2.918657668768124,-2.7833190472190728,-0.7215695691799671,-0.5366697948671891
36,0.9422723772288372,-4.868929781311686,-4.024087225690889,-2.92265893732927,-2.7990455017078424,-0.71856710995067,-0.5358663400390047
37,0.9430784876764776,-4.888639343473359,-4.03929487051133,-2.89603745689374,-2.795946954504649,-0.7090324207815243,-0.5333173411326033
38,0.940543280555804,-4.92516589559271,-4.074373130091028,-2.9270546674775564,-2.829497020604883,-0.7149517587531247,-0.538320876541393
39,0.9360549132947977,-4.970375619826098,-4.110644351065883,-2.936661543770763,-2.8479786589470883,-0.7152657753514152,-0.5418072476109288
40,0.9431258262228097,-4.988186357067548,-4.123118956568203,-2.939700555165503,-2.8616575810992786,-0.7100859545587874,-0.5412418740920575
41,0.9346381648176543,-5.024213487052802,-4.145547927651136,-2.9649251163805137,-2.8950292483032944,-0.7077361311695459,-0.540844581768786
42,0.9378815401566362,-5.055974738381484,-4.168203843287647,-2.990907816437884,-2.919835174541801,-0.7081990752955691,-0.5389096558446765
43,0.9370125795559805,-5.084076424124031,-4.198101272963134,-2.9864441451014487,-2.9165987560115787,-0.7062928842589966,-0.5372490536341676
44,0.9410877026867085,-5.1095032547858406,-4.223917829648456,-2.9714465492434448,-2.92322913749045,-0.6942594671480113,-0.5379396210303724
45,0.9405594405594405,-5.1319128558227955,-4.249855294183118,-2.9861139603814286,-2.9441632818414587,-0.6940152506741786,-0.5365111343910407
46,0.9384541984732825,-5.167702402699283,-4.285212773262374,-2.9950226194354443,-2.961946859135664,-0.6842015667602265,-0.536373176367587
47,0.9366499748140685,-5.189044953086747,-4.301014389849608,-3.019101571405896,-2.978082931410737,-0.685663788100423,-0.5333897095172173
48,0.9389556780861129,-5.211394645277385,-4.313093597559291,-3.049600762426874,-3.003096230668895,-0.6866934177661441,-0.5339339855411116
49,0.938483120914545,-5.249994248301216,-4.340180118288238,-3.0520711438740067,-3.0108920899714877,-0.684567023523915,-0.5351842521175705
50,0.9337970877792843,-5.287421761251541,-4.37034071513916,-3.061598154856044,-3.0258876078910406,-0.6809037752600284,-0.533672622791601
51,0.932019969507638,-5.315662363219291,-4.394844842993877,-3.1046304096616932,-3.0565231381183464,-0.690124656572547,-0.5374210852920996
52,0.932509361015556,-5.350605032643917,-4.418293745278174,-3.1257472466679688,-3.085351530183876,-0.687486799398459,-0.5368919851089796
53,0.9447741025791669,-5.346508516000364,-4.422549443216797,-3.1131489378268085,-3.0867293818701014,-0.6769167610664978,-0.5320839580114846
54,0.9378212323506824,-5.3775828194126305,-4.433739616556971,-3.1377007474073917,-3.1203046578055584,-0.6740865593709574,-0.5330536053981938
55,0.9376277815638981,-5.408176314444925,-4.45807519459755,-3.1476815568138363,-3.135739901033176,-0.6728275242484612,-0.5296190183946746
56,0.9398910375381668,-5.4375743805082255,-4.482879580177255,-3.1570414834095346,-3.153019391833157,-0.6694287862714823,-0.5314097032259888
57,0.9361097964978703,-5.502208588751368,-4.522253996386927,-3.1765987406087994,-3.178583196315369,-0.6685709031390643,-0.5312095775004889
58,0.9491109381548225,-5.494425645305046,-4.522356400507505,-3.1543497979979445,-3.174366302753111,-0.6570883443547461,-0.5275183247572227
59,0.9451757688947796,-5.499086181705377,-4.528755503457394,-3.1477048345801895,-3.182332909525952,-0.6489654348811272,-0.5266809750913333
60,0.9381095833209055,-5.536098925011697,-4.55017056002946,-3.1852653429628868,-3.210998903611639,-0.6483351704179551,-0.5276019151913444
61,0.9320487705037864,-5.574832013359641,-4.588186411350393,-3.203893896762027,-3.2450455287782924,-0.6435488026307786,-0.530918822129896
62,0.9289721857466874,-5.6304986713523695,-4.635795574084612,-3.2225277039561933,-3.2677163132633402,-0.646159183431789,-0.531065248273286
63,0.9300581848719333,-5.683141545184076,-4.672663957615115,-3.2278083025417654,-3.2945768700629126,-0.6420535117349497,-0.5343079234146177
64,0.9419420620164337,-5.685681004829337,-4.691820082012022,-3.201517713878645,-3.2721476660976943,-0.6332264475547462,-0.5277126204537701
65,0.9363418554574955,-5.7215316218556005,-4.711007028151437,-3.22594615244896,-3.2988590455558584,-0.6356757700545818,-0.5284225365040938
66,0.9354404640870762,-5.733971603673394,-4.738157329567301,-3.2149872122291168,-3.314740662396223,-0.628645339756824,-0.5311083405274634
67,0.9384330586408695,-5.748104926097121,-4.736255416982403,-3.2157002664925347,-3.3210095843179914,-0.6227513272573546,-0.5305087741708707
68,0.9382613592578322,-5.7700324119570165,-4.761114415182484,-3.227351065154248,-3.3422643057135293,-0.6218310244062059,-0.5317313899709134
69,0.937350549976088,-5.788818694868505,-4.776804024993547,-3.2312396817812465,-3.356727010633716,-0.6196918194750719,-0.533174758535354
70,0.9409988038277513,-5.797876145035815,-4.789987163603231,-3.226430046216366,-3.3651611563770225,-0.6142664079024053,-0.532387003341257
71,0.9359734408347167,-5.818146966342032,-4.800599791542966,-3.238585153464228,-3.3817072353459383,-0.6118330412983937,-0.5286623877951095
72,0.939995247148289,-5.8387551389165475,-4.823177528816618,-3.2408584026120093,-3.3915421461418376,-0.6147368317464215,-0.528532683105195
73,0.9451992890067182,-5.844789291469374,-4.819711421575514,-3.2458775618050137,-3.403000829211273,-0.6117296192739637,-0.5243140947043273
74,0.9403405719710455,-5.855168124660374,-4.8247397038704065,-3.2495205840052437,-3.411163966486418,-0.6120178218228127,-0.5215986574724939
75,0.9424343098761704,-5.8492223767564635,-4.82550513212631,-3.2409106489826693,-3.4131897783660308,-0.607708332044648,-0.5187041117950649
76,0.9377157481252232,-5.866027680697751,-4.840704694665604,-3.2488633494047097,-3.42823815869585,-0.6060907106846609,-0.5185755416630081
77,0.9387626829487294,-5.887291259468309,-4.852222846398781,-3.2650727825229033,-3.4501087880854313,-0.6070952387879067,-0.5177549586795599
78,0.9370937367110139,-5.904611926349804,-4.8660812293837505,-3.258086142986448,-3.456032549187106,-0.6008183287628013,-0.5147899078415205
79,0.9431642253185661,-5.913981539128324,-4.875212865435355,-3.25025155068181,-3.4672296284765176,-0.5923930812234988,-0.5156831793166394
80,0.940349420105004,-5.930974452912011,-4.887190813963352,-3.2557701239011103,-3.472328461653948,-0.5907307880195283,-0.5140596261830414
81,0.9446766288824078,-5.936779919470053,-4.88784102851911,-3.26046975990951,-3.482334356941935,-0.5897675762116006,-0.5126158426966518
82,0.9402833098739182,-5.94882172232009,-4.899730934468887,-3.2643291984017058,-3.502802376740587,-0.5871176251642438,-0.5120576999288434
83,0.9372366179503273,-5.968541574941844,-4.91513275183399,-3.2777662098931035,-3.5190789495013144,-0.5885803185257727,-0.510774710389902
84,0.9344209288653733,-5.998994471881604,-4.943186455218574,-3.292012560079415,-3.5365830995626197,-0.5909913158620154,-0.5097340179022064
85,0.9436569172797417,-5.98328633446375,-4.930404509838441,-3.2714211073084805,-3.5308158190310226,-0.5823030301756816,-0.5061043437713487
86,0.9385064142631783,-5.9815138412036974,-4.932160480995722,-3.247462680220018,-3.5256436569823673,-0.5660916818528924,-0.5038185575580372
87,0.9374887999522131,-6.01178216175366,-4.952664911541096,-3.2782779387789107,-3.5559945971393336,-0.5685981823259648,-0.5033405093472237
88,0.9406621238617862,-6.015656458559842,-4.964774689037495,-3.2903212939155804,-3.577965617270297,-0.5688503912957277,-0.5032162634107028
89,0.9481368685059118,-6.001130468065174,-4.9602387153972884,-3.2997874093173274,-3.5826582339791018,-0.5668641338861157,-0.49938874285665164
90,0.9433042431537767,-6.010028974275161,-4.966442923160979,-3.31436578650262,-3.5913632584930033,-0.5670651780357672,-0.49656321224270916
91,0.9417957767542023,-6.038046383589337,-4.99006264906854,-3.34047591705317,-3.621366705404087,-0.5658909662140938,-0.5004522355571417
92,0.9363729261841789,-6.05746609441867,-5.009431367183919,-3.353167613958625,-3.628985012527755,-0.5626057417894008,-0.49758757463892767
93,0.9369363953348563,-6.076108906087079,-5.023811919091925,-3.3787644481981594,-3.6526918290469115,-0.5624296329652289,-0.49797570816686276
94,0.9403835715578072,-6.096230120572951,-5.038091017784448,-3.4008778234926442,-3.68133167501452,-0.5635417789392021,-0.5008274824353592
95,0.9395135959795388,-6.1049629375655705,-5.041427467082817,-3.395056123148226,-3.68939560087061,-0.5567507855932273,-0.49966074978623914
96,0.9373795761078998,-6.11021733936477,-5.046321098650787,-3.4060999424705987,-3.6980941500948856,-0.5547708947876419,-0.49628185412352405
97,0.9380036276054831,-6.119725061701188,-5.05808701238797,-3.4144507383862117,-3.718124048901426,-0.5531523393502865,-0.49722575343720804
98,0.932462787145467,-6.155649124122703,-5.079981677505979,-3.4439954284736953,-3.7473008225093563,-0.5575678429238436,-0.4993917925608477
99,0.9412150675534612,-6.160218343648243,-5.091248142151857,-3.429960682448308,-3.7518350723035905,-0.5479638589595218,-0.4973000305960822
100,0.9410762331838565,-6.161629566430263,-5.090725772933802,-3.4390805134071813,-3.7675256822854526,-0.5458050526796017,-0.4944775996098464
101,0.9495617315343884,-6.1601454433640335,-5.083571859191627,-3.4484073430636553,-3.769808366557063,-0.5418133243412594,-0.49013069059522824
102,0.9390914524805738,-6.171791493816402,-5.098353216451519,-3.4551510360021833,-3.781129043499233,-0.5426861622143763,-0.4903657577529122
103,0.9411658054573475,-6.18371239013319,-5.102022594827916,-3.457605067722587,-3.793547264291782,-0.5372553949216387,-0.4880992107772484
104,0.9406932659324788,-6.190682522564986,-5.110451623395878,-3.452819999524412,-3.797327849951779,-0.531363194009186,-0.4865825019902308
105,0.946015037593985,-6.191567390283771,-5.111323697700755,-3.4559805649823923,-3.806388039656182,-0.5300878398612524,-0.4847389680171593
106,0.9359347350109475,-6.2175660528486985,-5.133362128015911,-3.4726492007724388,-3.8396320347366593,-0.5265496995834221,-0.48802626827183176
107,0.9412010755900807,-6.21721824497974,-5.145204106194604,-3.460285347783609,-3.837247262515915,-0.5191862192068948,-0.48502293091570314
108,0.9415981762553243,-6.236004723526656,-5.157656913876013,-3.467252616956997,-3.8450042148019365,-0.5164301903705908,-0.4831434549049184
109,0.9421559771153267,-6.245579044541459,-5.161804699055038,-3.478450282487869,-3.856104571348314,-0.5151616959315863,-0.4809403945926566
110,0.9375630900777864,-6.262006649376738,-5.178882754250351,-3.4857456116129755,-3.8673486736105285,-0.5126217306570074,-0.47969505195726747
111,0.9392957830963949,-6.26581204551688,-5.1830476888079335,-3.484947845265307,-3.877380921279536,-0.5103502365966975,-0.48022366513396325
112,0.9392738883632923,-6.267443640275262,-5.185975593036439,-3.4793287401142003,-3.880965796916841,-0.506482625730723,-0.47723217117837746
113,0.9437678544579763,-6.273584991465893,-5.190849215344479,-3.478753341922502,-3.889753331933567,-0.5010179406649427,-0.4749604735303166
114,0.9452849677968161,-6.274563919218266,-5.189982607656248,-3.4697350823077877,-3.8909774433916593,-0.49338566508142223,-0.4707773030384902
115,0.9428528797373918,-6.285901745548563,-5.200062951081795,-3.463782702282661,-3.8934794221017084,-0.4900121799848166,-0.4678579587067212
116,0.935961181333493,-6.3085230213064305,-5.212584094903087,-3.4760222010556876,-3.9020516021893785,-0.48843647617663727,-0.4669918695008954
117,0.9447767924244702,-6.317573288917057,-5.2236161412911954,-3.4809236408244892,-3.8998536018467176,-0.48881805204453693,-0.4652057984851132
118,0.9390338800430983,-6.334426672111294,-5.235465194782881,-3.4874585659497983,-3.9156497073024865,-0.4848142204874735,-0.4640488889524381
119,0.9368648712707018,-6.362585578380083,-5.254875680038558,-3.512820040036461,-3.9408873005437264,-0.48788000697017275,-0.4651593773219872
120,0.9348376904045071,-6.370429501029689,-5.259038006265934,-3.510952345781297,-3.9477707333508754,-0.4843409827114257,-0.46236796404598696
121,0.9337982222488252,-6.384194954840369,-5.262146440544702,-3.523356941348139,-3.961275287040415,-0.48203375326166487,-0.46083831253848834
122,0.9472697020117985,-6.384643277521801,-5.265031498646233,-3.510726454538989,-3.9635172959347913,-0.47572381269146935,-0.45831107568880414
123,0.9428605654048874,-6.388772780397883,-5.26632373836805,-3.5088625409400884,-3.9689214794900107,-0.46973979046789294,-0.45554547561980496
124,0.9394202291560715,-6.399821866677459,-5.279299043533247,-3.523340522260432,-3.9809880533878013,-0.4709307024809692,-0.4551233578909185
125,0.9483490848187582,-6.392792169990843,-5.2775525371242065,-3.5165523897493145,-3.9790479228600257,-0.4685868992612744,-0.45216407574155626
126,0.9365783479199137,-6.40580486194341,-5.285928348616656,-3.518283665666701,-3.9910770186913527,-0.4656624197648637,-0.4505942852966112
127,0.9453992395437263,-6.411123186014286,-5.294980881926535,-3.5127265415885383,-3.9980782165683433,-0.46037450165485666,-0.4501434644447939
128,0.9450019470988228,-6.411623643730798,-5.301735295120447,-3.5148129375361084,-4.00202771710588,-0.45648349990698395,-0.44751603385718275
129,0.9439201451905627,-6.413056892075843,-5.302817069613785,-3.5123906818409925,-3.9994720792450766,-0.4533575123850766,-0.4431922585432083
130,0.935964281433537,-6.42843706434805,-5.318947112765389,-3.5224095450839483,-4.007775624514727,-0.45494945799311737,-0.44168755247048835
131,0.9372653362897265,-6.455648583464336,-5.341680306986869,-3.5345318672939507,-4.0228445123250385,-0.4536127562924948,-0.4409743055795893
132,0.9323652694610778,-6.501760803537647,-5.380836022603465,-3.5441988514271405,-4.043343389212254,-0.45680802276066174,-0.44320906458967185
133,0.931738973681048,-6.531968318946,-5.399753926107945,-3.565491241972251,-4.068399416482219,-0.4577178474612611,-0.44443763218678667
134,0.9508395465842274,-6.52841404943379,-5.3935421931408465,-3.5610751553066597,-4.070878768710416,-0.45287102629328035,-0.44024745053624215
135,0.9388137797538033,-6.53765458735035,-5.401037094806018,-3.567459058566486,-4.074535286409451,-0.4523900095287354,-0.4375018442364775
136,0.9417915338556406,-6.544994524360055,-5.415065895850778,-3.5574588338511606,-4.072736676601585,-0.44819257031491144,-0.4353558697382536
137,0.9422682252163826,-6.558717900835287,-5.430556496794327,-3.5621243465909034,-4.081854825341046,-0.4452390862604906,-0.43538075296704215
138,0.9452083710270792,-6.566320237863916,-5.43555105365215,-3.558010045863685,-4.091926373483846,-0.4408762435680219,-0.43563219147685023
139,0.9380293327824829,-6.5817357309576305,-5.45214707103847,-3.5631963065888153,-4.104384582793293,-0.4398137326063621,-0.4368184727954591
140,0.9348505802417173,-6.605056139477177,-5.472858520750417,-3.569768400847722,-4.111456800297512,-0.4388558273917031,-0.43558584035499814
141,0.9380411255411255,-6.616095267343984,-5.486602725493242,-3.5787136864927227,-4.127005112985409,-0.43799547851115245,-0.4372066894525564
142,0.9445004148393978,-6.61715713205808,-5.487821134552349,-3.5810867228804195,-4.127837738645766,-0.43457846599129235,-0.4336962501536235
143,0.9478919373741623,-6.607075946274375,-5.4807897664171135,-3.58210136707848,-4.1275682395796505,-0.4314789136886475,-0.43008209803979774
144,0.9446330018003128,-6.609311226342102,-5.479577598228013,-3.589928114499769,-4.133546455241196,-0.4277249052128493,-0.42726278227951076
145,0.9358547200960529,-6.618762364805369,-5.487183877623927,-3.5910737382844657,-4.142770304682121,-0.42507408512919753,-0.42460689508090693
146,0.9328527168732126,-6.648796274176912,-5.516264241751395,-3.613025622280694,-4.164214701916073,-0.42880576760502703,-0.42590952331910276
147,0.9421374273364138,-6.647964767373766,-5.517045343397577,-3.6083901476260434,-4.165290498561667,-0.4224966604000883,-0.42442767922530555
148,0.9408372875247762,-6.650153404344914,-5.519076838149647,-3.605744987166375,-4.167922628349505,-0.41931204266231586,-0.42280696192509976
149,0.9475199424218796,-6.646672525184275,-5.5189885757818375,-3.5997521684528277,-4.169355320051874,-0.4149705666246014,-0.418234596241598
150,0.9456743460523158,-6.654034859565571,-5.526164593866678,-3.5990693530717675,-4.173687050990803,-0.4097925960761007,-0.4151670168306078
151,0.9456515142319597,-6.6541388338127625,-5.525934201785157,-3.5914930280896984,-4.16711335309718,-0.40595568018800676,-0.41254682779686686
152,0.9337565635290279,-6.67202702966925,-5.536665414587696,-3.600588212458636,-4.179516313691502,-0.4045127828095539,-0.41234617616523467
153,0.942885351842987,-6.683052323757647,-5.554538291597532,-3.6127426929729194,-4.203617834276168,-0.40349896644920213,-0.4131654031707929
154,0.939638967626436,-6.683624034326457,-5.556114288650652,-3.622026158129965,-4.213884197971069,-0.39868222186217256,-0.41126024409475004
155,0.9395327807083648,-6.690189554427663,-5.565275321060834,-3.6323131106354696,-4.227468223459164,-0.3975174125242422,-0.41057810274720136
156,0.9401016456921587,-6.7087841400667125,-5.576796218173387,-3.641886111186133,-4.2324424177888105,-0.39838901599099014,-0.40919127688885565
157,0.9394202291560715,-6.719868450108893,-5.5842674403457035,-3.6518350589356214,-4.241989622582982,-0.39896123322623533,-0.40858351989925157
158,0.9374587557741916,-6.725052181780935,-5.595389568767945,-3.6462660853187514,-4.246633197536163,-0.39436758851911907,-0.4081952913259345
159,0.942785400412519,-6.7338583310365525,-5.608873903662761,-3.6570046686172684,-4.259921143098234,-0.39617116833087984,-0.40823200672607973
160,0.9461610345763121,-6.722219644974346,-5.6079247914580765,-3.6538249660095588,-4.254760679304762,-0.3927569701802133,-0.4061382825036859
161,0.9408830428456902,-6.7363802773606025,-5.619350467688069,-3.648178683248789,-4.256524682402584,-0.388393279196661,-0.40421488976472425
162,0.9414176741942292,-6.739290040308249,-5.630451753262961,-3.6472209432026723,-4.263635020756367,-0.3838081326407079,-0.4026047263426767
163,0.946419990389236,-6.749311350841062,-5.643869440912061,-3.639141454739803,-4.263601610222145,-0.38534358466498,-0.4014087369217851
164,0.9331478822684853,-6.7675384356488655,-5.660192694667359,-3.6561736009085215,-4.279825897779192,-0.3905453555669024,-0.40080503744120527
165,0.9422582381436517,-6.778710989944323,-5.667391835313862,-3.6397145362878103,-4.278702315246446,-0.38288984659209496,-0.3985829398545609
166,0.934074829116201,-6.793568471002882,-5.678805046803985,-3.647648683405517,-4.286913232204762,-0.3801589065555901,-0.397607947693169
167,0.9382005544172592,-6.814912746217741,-5.699643241492605,-3.6537095689108874,-4.292226251585605,-0.3800288779972839,-0.3973911831072292
168,0.9401801478289493,-6.824966707562716,-5.70969665050901,-3.65598055267167,-4.29641276467232,-0.3769549540042579,-0.395348203224701
169,0.9458701360706613,-6.822332320519108,-5.7169568716706705,-3.6442454300117477,-4.300187132923754,-0.37302370278892766,-0.3957888167575373
170,0.9419348967023633,-6.829862163676842,-5.728793249377329,-3.6479527322719525,-4.307916743650435,-0.36957839061804376,-0.39576379409246276
171,0.941548088204326,-6.843349064370903,-5.741773774198888,-3.6551430197320482,-4.316174183623092,-0.37103006362281526,-0.3942633878751749
172,0.9392091813861742,-6.866836182118148,-5.759538050805176,-3.6659617769762765,-4.332595274697063,-0.37099443967113743,-0.39557395193024325
173,0.9461730775023344,-6.865068950992809,-5.763712645837122,-3.6515654765407835,-4.329687778650156,-0.36676049168552843,-0.39291009751358863
174,0.9381371988812367,-6.869774015135662,-5.769463970175879,-3.656735392650073,-4.334198040012848,-0.36112967554781145,-0.3901639801425964
175,0.9448409926191417,-6.87937205898275,-5.771059964987166,-3.6633810946184275,-4.342436572285091,-0.3609233360302869,-0.38898604278916943
176,0.9472862632084534,-6.8891952420455045,-5.77714133694006,-3.6612121507266706,-4.339923581471052,-0.3584232868843619,-0.3862239420340736
177,0.935101664136227,-6.907024260593553,-5.79064235318395,-3.673414127125382,-4.355636099371329,-0.3592900388583793,-0.3863830687193378
178,0.9329585675619405,-6.931287060197043,-5.805062379368898,-3.6867004038673796,-4.363636941318944,-0.36091834803812556,-0.38443794605694886
179,0.9400616612259702,-6.941610526463638,-5.8162955958614795,-3.68998821414531,-4.373070359575329,-0.3579248866579977,-0.3839392346695858
180,0.9453656208994393,-6.954160353772554,-5.830974136275677,-3.6871045833300546,-4.3719532984642475,-0.3535009105668722,-0.38310658902495875
181,0.9462682084397056,-6.960118736662012,-5.838749449585571,-3.6886757524555542,-4.37653342658825,-0.34960356751968513,-0.3811640912569014
182,0.9360580092287409,-6.973752004713115,-5.846415051536683,-3.6952319794388693,-4.380285901845265,-0.3465521690977391,-0.37930035127490885
183,0.9333214158026457,-6.99007525599672,-5.859196216145726,-3.7122373573782954,-4.39055837462773,-0.34746313221963043,-0.3787257803589152
184,0.9386397895545769,-7.0005400519384136,-5.862462251753399,-3.7234498803804836,-4.40084725666032,-0.3486146304178173,-0.3756074695045306
185,0.9368850279230565,-7.024978317822627,-5.882448146713273,-3.7421371522095357,-4.420059822694944,-0.3505565034005492,-0.3768598227674433
186,0.9446715807693455,-7.027856489832955,-5.888485091415662,-3.752168623337076,-4.4287014073815545,-0.35234623270976717,-0.3771487510675841
187,0.9493686073367528,-7.030786979528339,-5.89251632762067,-3.7576003622587772,-4.435021873187659,-0.35013693564634196,-0.37569318870848323
188,0.9421965317919075,-7.043535247286134,-5.904175548008238,-3.7553290758898017,-4.439829801762686,-0.34523493512732356,-0.3734601948169249
189,0.9477877961836862,-7.047835308743431,-5.91267250847199,-3.7483494505516566,-4.434881030850688,-0.3420261459096045,-0.37122806659923846
190,0.9403207981122494,-7.057314515647055,-5.9274994030809545,-3.7504553401983585,-4.439748125243538,-0.34061461781855157,-0.369794104809655
191,0.9407736056933568,-7.077563477393209,-5.941584846010298,-3.7700877509631616,-4.456356317419019,-0.34497140211175276,-0.370297994511059
192,0.9341680612000957,-7.098386578845668,-5.962591930278547,-3.7689899666878435,-4.4628403448967635,-0.34235426905939464,-0.36979648396554093
193,0.9385547896363204,-7.117064329125442,-5.980340238900416,-3.774913800498901,-4.480268908714763,-0.3398003365419313,-0.37170345506577424
194,0.940842664063215,-7.123160585077346,-5.992154055466601,-3.7729540708978373,-4.483983622427191,-0.33566683595814073,-0.37142301697797986
195,0.9410729728923747,-7.13472686518464,-5.996904506134411,-3.7891378271933327,-4.48815758058372,-0.3396710262257845,-0.36928129699031575
196,0.9443317422434367,-7.1401965995257,-6.011563137775414,-3.78462983269191,-4.491094000955135,-0.3377356940630732,-0.36804927417664807
197,0.9404847396768402,-7.146705295820363,-6.016700000435478,-3.7952304332270077,-4.5011427194933145,-0.337851005261732,-0.3673032095252661
198,0.9497845343548001,-7.145897908181959,-6.022393289049509,-3.7758048364682018,-4.4932061926803195,-0.33019336090249585,-0.36560293728983695
199,0.9448606710296426,-7.154158639086856,-6.029128908073158,-3.7846332463109777,-4.501729361844583,-0.3298230533496416,-0.36566364604633184
200,0.9458258009068548,-7.154069612415111,-6.032329721389585,-3.77611578884306,-4.502320570796691,-0.3252185844972889,-0.3634057552789082
201,0.9454049962149886,-7.155651583629435,-6.03167839803499,-3.781648467058453,-4.506787422071452,-0.32523810352332444,-0.36222409929632776
202,0.9368367100820068,-7.168220492795094,-6.0423001286828315,-3.799928214449584,-4.516020813493808,-0.3297401447456674,-0.36074647938334636
