episode,service_level,squared_starvation_penalty,squared_congestion_penalty,gross_starvation_risk,gross_congestion_risk,net_starvation_shortfall,net_congestion_shortfall
203,0.9416800906867132,-7.1771700472729005,-6.048061448081078,-3.808205294107423,-4.525682021147288,-0.32717378192009317,-0.35863810252666845
204,0.9407028905855441,-7.177936795157708,-6.054635304565951,-3.811868910478404,-4.533771388790174,-0.3251307727683644,-0.3583812126816669
205,0.9408031937079188,-7.18541938676395,-6.063137511293363,-3.818470401337563,-4.541027847075675,-0.3266415064258564,-0.35695539234155693
206,0.9387694145758662,-7.191840097863902,-6.074262758572458,-3.828270052788489,-4.548257899072391,-0.3271977023497823,-0.35450869383945316
207,0.9355798114385986,-7.210442485843485,-6.08850984998572,-3.82580943479682,-4.550403632510445,-0.326079992061166,-0.3530910710168254
208,0.9390258568851473,-7.2152198357857005,-6.092336624823551,-3.829122824804953,-4.561018328562014,-0.3242864377161406,-0.3507606829563047
209,0.9416814238977099,-7.2201570957158285,-6.100783848791409,-3.8333094821962646,-4.5636324905029,-0.3216244413718731,-0.349288675072341
210,0.9438339066638254,-7.219406764555637,-6.111933312738333,-3.8252394314533014,-4.566281044665614,-0.3177206114283807,-0.34906283584785347
211,0.9372134563858291,-7.238880310780379,-6.127704145533048,-3.8363148317506313,-4.578148224080607,-0.31981597614400076,-0.3499434590755936
212,0.9418691981854778,-7.245828435282484,-6.139333849980736,-3.8386995269525985,-4.580099584818645,-0.3169278829389829,-0.348832526655966
213,0.9416299893762331,-7.250721948459833,-6.139295143826628,-3.8446030754085276,-4.582839470804043,-0.314749865866306,-0.34413699648851775
214,0.9406557975422801,-7.257041981653418,-6.147168282330163,-3.851635193968245,-4.590792953531521,-0.31563294008123366,-0.34287580700494086
215,0.9409501655184754,-7.270102175285757,-6.156884990166253,-3.8572566124393384,-4.600670911128755,-0.3141892919609715,-0.3423799904403781
216,0.9340047787557088,-7.288490799536842,-6.170838981265332,-3.8733827462026444,-4.616724378222242,-0.3150995912214817,-0.34361824197478047
217,0.9374011164512374,-7.297063563575423,-6.178232716838656,-3.879199643472619,-4.623573015158767,-0.31217091478419207,-0.34163028972034276
218,0.9403199282403947,-7.300585347633649,-6.183515600663202,-3.872308347882228,-4.627167683145354,-0.30478008443983756,-0.3390146263440458
219,0.9465275904445044,-7.304249813016874,-6.184897841648782,-3.870078213118687,-4.627527888232227,-0.3023671076500119,-0.3354820063546071
220,0.9402926770636137,-7.305156018639315,-6.186194345735092,-3.8829972219089006,-4.63764067727777,-0.30338336341560784,-0.33349767650888557
221,0.9431872893596533,-7.317715961154539,-6.1941462707363595,-3.891393837734143,-4.65111666154975,-0.3038020492981032,-0.33441691257196116
222,0.9481530264024427,-7.313528997502913,-6.192169146308677,-3.8766135147518073,-4.640074977677009,-0.2981969493509508,-0.33019508747381765
223,0.9429571355927133,-7.320528380017161,-6.2034619887923785,-3.8780746160014945,-4.642456750693517,-0.297341624311843,-0.3293015787117647
224,0.940886847398601,-7.329346186476616,-6.210578010302606,-3.8849290531332534,-4.650601966562276,-0.29729142222924076,-0.3275304106599523
225,0.9387395985564735,-7.337445177215624,-6.219989363679089,-3.896284642974455,-4.658571491800547,-0.2975551340121752,-0.32633121919651076
226,0.9398984283439011,-7.3437311565268715,-6.225248954203309,-3.9001461299330695,-4.664155117138712,-0.29780357718401695,-0.3241512976218513
227,0.944412485997154,-7.351072532400869,-6.23507982398442,-3.896025187866054,-4.662538973619968,-0.29672480896650877,-0.32233997115867025
228,0.9406066710113158,-7.36071863225305,-6.2408680667567165,-3.9106198930751255,-4.67705261947839,-0.29741690400469545,-0.32222380601959866
229,0.9374888849368664,-7.373466026105032,-6.249981655835977,-3.9219481749515643,-4.689541777162791,-0.29669954890264394,-0.321387308528572
230,0.9406629180230838,-7.381500672685711,-6.257546300854262,-3.923823254670425,-4.693837970026151,-0.2952252804341214,-0.32086630589513815
231,0.9453651811670213,-7.386513317900528,-6.263587831089908,-3.928939265241869,-4.69670110533518,-0.2957805904216832,-0.3192822303894029
232,0.9434724091520862,-7.386983380096211,-6.263721873326665,-3.9359630165555535,-4.705849485353146,-0.29540370418850087,-0.32013617665649413
233,0.9351982896202836,-7.399251906406679,-6.274293792262652,-3.953830977568087,-4.718252927363089,-0.2976774770613313,-0.321403335664684
234,0.9379179736047819,-7.41372805745357,-6.284053305952693,-3.9599335667908866,-4.727799092423111,-0.29600716976098246,-0.3217027521543601
235,0.9392654939598535,-7.4249196237609425,-6.297048980151825,-3.961095787818807,-4.736722691203854,-0.29400083149287004,-0.3222367129944412
236,0.9390492156627949,-7.4320906385683365,-6.306241282093751,-3.9703214310177644,-4.750207584845369,-0.2947435943530176,-0.3230381678805358
237,0.9470073124492191,-7.442994875778736,-6.315686340881325,-3.9662298524268755,-4.7529095785572775,-0.2938449204261333,-0.3221217849461979
238,0.9411146477689027,-7.4551208455449,-6.324677429399875,-3.9775802985571262,-4.7594371569022815,-0.2940066810863286,-0.3208455112035991
239,0.9426398210290827,-7.461070958494658,-6.326335040080479,-3.9792699223218038,-4.762183110689823,-0.29285491546861303,-0.31798438010500846
240,0.9507536497971513,-7.458058996794782,-6.3209554825172045,-3.9730432411967707,-4.76050916698865,-0.2863729346478852,-0.31464859135008616
241,0.9376727596968346,-7.465961204616201,-6.333792826759117,-3.970114663652574,-4.7597233574364175,-0.28432199147191445,-0.31336295556073956
242,0.9405827231914189,-7.474133670767431,-6.339509315373443,-3.9799235537113935,-4.769986509154466,-0.28463151511024354,-0.31274720269871104
243,0.9508960573476702,-7.473720077029435,-6.343849387982536,-3.971936744293965,-4.77442966236319,-0.2808339914444562,-0.3115731264492093
244,0.9420199129553449,-7.478609172517561,-6.348143224541331,-3.9797105762726197,-4.776525198722094,-0.28025633336223554,-0.30967546464402335
245,0.9362134384989991,-7.494075854772951,-6.360755142780563,-3.9905800491113554,-4.784759245188214,-0.2814543505453587,-0.30983030371648856
246,0.9374261403923423,-7.5083790072550025,-6.376416717237039,-4.000695897492678,-4.792864899053056,-0.2807465078379157,-0.30960172951684983
247,0.9386957170571556,-7.522721212188265,-6.383670474847904,-4.010895198380624,-4.798501223197774,-0.27977091539027527,-0.3074201346618305
248,0.9402551509343555,-7.522748309396371,-6.389715049807778,-4.009187268322724,-4.800162514539617,-0.27685049496038894,-0.3045880438568795
249,0.9420000595787781,-7.533742199327255,-6.397215237006328,-4.011852033213304,-4.805736581202646,-0.27530758894714985,-0.30297673917718465
250,0.9387251954299459,-7.546512903859852,-6.408985420379512,-4.025744155397601,-4.819530223602868,-0.2791048313762721,-0.30469112983341884
251,0.9463484231489463,-7.553039939085987,-6.417610213815766,-4.028147537681597,-4.823380812714038,-0.27889933924710775,-0.3037185824163083
252,0.9406617690975333,-7.554708018565401,-6.415607684166388,-4.0313601945710476,-4.826592476085153,-0.276826833188817,-0.30123359841264974
253,0.9394725078229772,-7.562505357642045,-6.425844616299239,-4.030886956796406,-4.832276624262158,-0.2729796515489811,-0.30155137396145476
254,0.9389308472976162,-7.572258770384667,-6.435822548666517,-4.03673922419229,-4.840370652013936,-0.2721585042290799,-0.30184663954327223
255,0.9413237924865832,-7.583873809070747,-6.443371357016382,-4.044039061647902,-4.844526973113089,-0.27220441888096514,-0.3016358259655573
256,0.941892212725546,-7.586652303116274,-6.452023980118788,-4.051272414815932,-4.851061344063623,-0.27284986190387506,-0.3008196610736457
257,0.9421539567052906,-7.593936842408896,-6.456628836121926,-4.052213378371593,-4.85596615538989,-0.2722739194243366,-0.29891407849291307
258,0.9466642614473407,-7.595826114883578,-6.462022690818225,-4.054224905900225,-4.858024074445666,-0.2711667435866465,-0.2969853619895058
259,0.9367695357576116,-7.604647014599227,-6.4678308108637115,-4.068535788327763,-4.86704331774247,-0.2728871392485533,-0.29632652176915514
260,0.9398159215873775,-7.616975508454521,-6.479890882127743,-4.077740019611939,-4.872782288821092,-0.27459197850090317,-0.294617010411407
261,0.9422789948069002,-7.624220831740476,-6.483521929476454,-4.085156280197413,-4.884165036959793,-0.27342391951439565,-0.29451510338248543
262,0.9439148347517518,-7.631352563258302,-6.48605015556492,-4.094355448836167,-4.890086730110355,-0.2739298213145494,-0.29254307589170925
263,0.9409445263823255,-7.641708059206312,-6.493368346856483,-4.097636470565201,-4.897316997757662,-0.273286958783664,-0.2914523527035638
264,0.9364951528709918,-7.658005943166517,-6.5032920894365605,-4.094682743201084,-4.895943133450402,-0.2697017151545007,-0.2895669574523803
265,0.9477326047575209,-7.656228772494341,-6.5036719523893165,-4.0969941024197025,-4.899466630039727,-0.27017211214567216,-0.2870602762475154
266,0.9467252300705151,-7.657744352571265,-6.506071642457733,-4.099139948492716,-4.90889848189211,-0.26646104615085653,-0.2855360917885766
267,0.9376977438717881,-7.668378325386611,-6.513547411168617,-4.108659437494129,-4.922334308744287,-0.2669981805040832,-0.28565344004012583
268,0.9437998333928359,-7.671925543468436,-6.518084160042407,-4.109419341085521,-4.924401225527288,-0.26438994529724813,-0.2830024823716202
269,0.9406092285508292,-7.682020120076953,-6.523249101615038,-4.115089818889349,-4.930985364384063,-0.26194858267603693,-0.28180171659531045
270,0.9400248131449148,-7.689300096671019,-6.533139481193516,-4.119088862022572,-4.9391017119184335,-0.2604979351655922,-0.28132680462173637
271,0.9477475314385185,-7.688137027320701,-6.528903496927789,-4.1089635028781615,-4.937598605575605,-0.25460416956185744,-0.27849907799616
272,0.944074607172844,-7.692587653948857,-6.536776244727997,-4.11698526969751,-4.943513380405499,-0.2543506344346459,-0.2777238260259519
273,0.939745666126807,-7.702462620200903,-6.550813838881493,-4.116086578215764,-4.943450090631445,-0.2513265850208926,-0.2770456203001375
274,0.9433081302527336,-7.70345003643071,-6.557193566960762,-4.121155798433623,-4.95009233688205,-0.25084554558798383,-0.27647349154265854
275,0.9379737697028036,-7.7150331799754115,-6.57018582980242,-4.122857166485039,-4.9582154574059585,-0.24879568339994587,-0.27630045295202793
276,0.9421895335815249,-7.71741120720341,-6.574677004290782,-4.1229922230903,-4.96344453441059,-0.24484972909061906,-0.27558441414300067
277,0.9391441495060112,-7.727431213080114,-6.579228639372012,-4.130982318366181,-4.971432098327758,-0.24502174521808856,-0.27481674556385993
278,0.9378519413897816,-7.737791205446299,-6.587110969189186,-4.131647664151124,-4.97038959929644,-0.24235738696226497,-0.2730476843203071
279,0.946022470556342,-7.739339390774818,-6.5912437343749435,-4.129277411531467,-4.971065721655515,-0.24086983566406156,-0.27271629391457275
280,0.9422038935047607,-7.751237443471401,-6.59957560979103,-4.135818381457902,-4.9772305565167585,-0.2405008117152625,-0.27207661562065827
281,0.9476803967821932,-7.7492735953920375,-6.597269683382556,-4.1440497593293335,-4.984254572629479,-0.24231345702336402,-0.2706763959617617
282,0.9484424052161313,-7.752384735250438,-6.601764540752922,-4.155104956739361,-4.988791629278473,-0.24362028770851513,-0.2704309298755013
283,0.9399585308056873,-7.762801970574735,-6.612839586267585,-4.167230510688576,-4.995667541052301,-0.2471761141158734,-0.27053553605335484
284,0.9457303909810506,-7.762625157327461,-6.61858763730401,-4.169277215217014,-4.999191363752304,-0.24650580036317027,-0.2699806353307742
285,0.9377216110555505,-7.773081076263429,-6.6280670132746575,-4.179325268484678,-5.009718370169932,-0.2481289565848732,-0.2707991344138497
286,0.9415446984827257,-7.774031985028808,-6.630907881822239,-4.192596463198615,-5.021416084465518,-0.24826500401424687,-0.2694807688839482
287,0.9495004050769646,-7.774424163800075,-6.629935726161682,-4.197891812674147,-5.0264748629542995,-0.2466367003612068,-0.2677386023532079
288,0.9400563751949143,-7.781854689493751,-6.636229464234785,-4.2004299580690665,-5.0272510616049875,-0.2477866133253595,-0.267309460708669
289,0.9422847247103786,-7.784473880780488,-6.644079355714161,-4.197354098947798,-5.02519058782245,-0.24653764185827398,-0.26575105394717374
290,0.9499636319553886,-7.778758742404301,-6.641971427922666,-4.203598979552945,-5.026535438503992,-0.24457361238168962,-0.26277251099921667
291,0.9420593159531213,-7.7843873309979195,-6.65233435731502,-4.210233881832993,-5.0312308414426505,-0.24422814038506235,-0.26111145214644427
292,0.9449576483782428,-7.786411067070867,-6.658352571123037,-4.211462749769108,-5.036999259470719,-0.2433640889773946,-0.2617594379194305
293,0.940992942174295,-7.795040048947283,-6.66696965248203,-4.222086693543238,-5.046816077835493,-0.24460153879241106,-0.2610718818744838
294,0.944725877521657,-7.802788792810712,-6.674657731250056,-4.223951061602455,-5.044479555015009,-0.24413035898158686,-0.2598383681513565
295,0.9441789618302372,-7.810233069014303,-6.679484388445995,-4.230029572635788,-5.045462521617575,-0.24483231942347475,-0.2577949535589361
296,0.9384776431882758,-7.823915898769578,-6.69386490621835,-4.243745089526518,-5.049963859314374,-0.24668049158879005,-0.2553762280066594
297,0.9387797433845971,-7.835134184928673,-6.708053419148407,-4.243347080930262,-5.053137968722786,-0.24465863425478038,-0.25580077102818205
298,0.9423626787057938,-7.8441747631290735,-6.71677160787367,-4.248582316828798,-5.062747583669152,-0.24414154696851448,-0.2563254434574286
299,0.941444547716847,-7.851808183910213,-6.725170121912222,-4.246206090054141,-5.064634426698209,-0.2404481387090974,-0.2534066229493884
300,0.9391374808679211,-7.85722863495209,-6.7314544589576055,-4.245877494216647,-5.061824013222215,-0.23789112416620495,-0.24974516135028849
301,0.9473321342925659,-7.856422375327533,-6.734070143417426,-4.248309513156302,-5.064035603268157,-0.23883290990041095,-0.24794059381307842
302,0.9280741772076903,-7.869615273957522,-6.7508773271756874,-4.264847876927167,-5.080727404739829,-0.24190806769523268,-0.2489547220873393
303,0.9524067714922586,-7.867123352729195,-6.753716896012112,-4.253206715537936,-5.077091522685836,-0.23706603718435906,-0.2468630366305028
304,0.9422050978067575,-7.873334335552359,-6.756709309966321,-4.267957242406502,-5.090786046746154,-0.23768672746801683,-0.24579356771745484
305,0.9467001284694213,-7.87778013046462,-6.761509042360565,-4.271622383928345,-5.099494620314042,-0.235908745501659,-0.24556666058670767
306,0.9398681794925814,-7.883539590881995,-6.765290505825911,-4.27970546128002,-5.107421919332991,-0.2354849196230897,-0.2440338319721193
307,0.9377777777777778,-7.887895053636009,-6.7731506079573744,-4.283769230733081,-5.106017896223004,-0.23504620890992264,-0.24192872691933776
308,0.940579142435291,-7.901305116766555,-6.785116260017963,-4.290220783523143,-5.111715182171458,-0.23813816041463007,-0.24171187026214985
309,0.9388963260449205,-7.907901336906092,-6.793242979715832,-4.303603830531577,-5.122154363983224,-0.24045990041740103,-0.2421123012168326
310,0.939134328358209,-7.911077731250838,-6.7990329500114335,-4.309182031094747,-5.127894518220726,-0.2400624178195802,-0.24150211445273426
311,0.940429657909887,-7.914959809628246,-6.8044311077586235,-4.305384121358404,-5.128614678039337,-0.23852781398407064,-0.23982455831544233
312,0.9416853184925292,-7.921897640231157,-6.809859579459681,-4.31330830376484,-5.133306928384283,-0.23835914099505429,-0.23879195183414959
313,0.9500847047434656,-7.922667247336673,-6.812824778171905,-4.314665579444986,-5.137197269262264,-0.23769273175576644,-0.23833994783261975
314,0.9474155692914091,-7.918425157704868,-6.816791775207877,-4.308150904104133,-5.136635716382761,-0.23454451612778116,-0.2360676752278804
315,0.9420691711389386,-7.9187600705613,-6.81912433352481,-4.303903173615711,-5.139433027007209,-0.22983529552389106,-0.23491336264412008
316,0.9410824664556008,-7.922978672256046,-6.825400498198314,-4.302329699198735,-5.141973739739519,-0.2271138889284165,-0.23342133539871202
317,0.9389851521681377,-7.930596328522628,-6.833894372629202,-4.303901606358332,-5.146569163965233,-0.2258979056067255,-0.2314283413447294
318,0.9419684447783622,-7.9354740469785,-6.834531956212779,-4.310714545234372,-5.153036711301082,-0.2224098437833779,-0.22988913389576532
319,0.9398094775802439,-7.943024419725236,-6.843303571033137,-4.317223757132352,-5.162851572086266,-0.2209481839985297,-0.23002639027079244
320,0.9390590082744459,-7.954374314700093,-6.849274632807558,-4.323265913163248,-5.173455923582724,-0.2188726219379289,-0.2302188848487413
321,0.9430710934680621,-7.9589647023188075,-6.85946593082502,-4.3213384902670935,-5.17385952712722,-0.21897041711587936,-0.23099190179710397
322,0.9473259152907394,-7.962797483565268,-6.859480192010239,-4.32211618686365,-5.177278349215183,-0.21755761623326905,-0.22853920826660704
323,0.9411216077983031,-7.969481845566507,-6.868285677166995,-4.323156529838231,-5.182484369832425,-0.21618532221500042,-0.2277374862797643
324,0.9432863457173576,-7.977989377033332,-6.874435392991362,-4.336363623635278,-5.191866914623224,-0.21891605463522307,-0.22745607918141866
325,0.94910741301059,-7.97545056449844,-6.876796712885082,-4.335702751613484,-5.193236430915385,-0.21812748616448918,-0.22602841470713966
326,0.9373047281816288,-7.986750286733626,-6.8844773867853215,-4.344001268864515,-5.19856113985097,-0.21839707290429047,-0.22399166269988097
327,0.9423260817595027,-7.992331186693227,-6.888728780219548,-4.347645603147507,-5.204441361490823,-0.21656673304435606,-0.22332157088217236
328,0.940832308200066,-7.993787089391041,-6.8949062018846075,-4.338529861702087,-5.202809686931158,-0.2116840778944991,-0.221504622501215
329,0.9350839457489395,-8.008409418535381,-6.910247599025002,-4.343397558701226,-5.214930376549552,-0.21247807251875556,-0.22268608257817474
330,0.9400758150113723,-8.016837857625065,-6.916873857913952,-4.355523395863462,-5.225651046346378,-0.21276631893392983,-0.222517962198261
331,0.9406951725809873,-8.016416439359826,-6.919393851445602,-4.348259010623091,-5.227042773340496,-0.20855600937469576,-0.220192515018835
332,0.9423412054564029,-8.02564472970379,-6.927695691137284,-4.351961472750386,-5.229433201344067,-0.20762869123425895,-0.21807198480505963
333,0.9369749137753147,-8.04145591792953,-6.942254102694638,-4.355369471182461,-5.237561710740831,-0.20606707989159243,-0.21941012823804792
334,0.9437632387601063,-8.047095102936122,-6.948398965003091,-4.3537546622385825,-5.241147839663529,-0.2040938270656757,-0.21764824056334278
335,0.9400012017786323,-8.05525707623495,-6.955963432660762,-4.354676725367313,-5.248567797154261,-0.20129756913984012,-0.21748027689030466
336,0.9414549004526226,-8.057645340483246,-6.958642542721674,-4.3594981976762766,-5.250651014616314,-0.20106753255128926,-0.2159990453280558
337,0.9409930438954186,-8.063300361104755,-6.966669004928859,-4.364877625199071,-5.254090478650583,-0.20198258489711243,-0.2154502412059268
338,0.9383065597711084,-8.072236362678929,-6.97659228548587,-4.369427804066873,-5.258508125707979,-0.20276605855851831,-0.21469343739578212
339,0.9391889878735512,-8.080652339672183,-6.983167214363107,-4.376457932097153,-5.266570514962128,-0.20334843185254747,-0.21391762591499955
340,0.9433996220642491,-8.086277793746794,-6.994736582991074,-4.3837136390675875,-5.275817062407587,-0.2016681325681781,-0.21403930802678045
341,0.9361436098955077,-8.093087686031186,-7.001478762076954,-4.3848473041614096,-5.281008980983437,-0.19859570135216606,-0.21301915327996476
342,0.9367915523207254,-8.09937425742687,-7.005470104693842,-4.386754989235113,-5.287439782776552,-0.19438934349565215,-0.21177804939721281
343,0.9452150635760783,-8.102147534208596,-7.013377947141582,-4.389845608268115,-5.286323975535147,-0.19499823294484867,-0.2104548178437076
344,0.9395184435515543,-8.109671044621889,-7.023286513864315,-4.390085470007056,-5.291944879097702,-0.19330351747565716,-0.20959315565013914
345,0.9392950196160642,-8.1161574507161,-7.031388069246536,-4.396124815139594,-5.29665751356328,-0.19312336206763658,-0.2088101857956568
346,0.9405709497875396,-8.122445404710438,-7.03706428276635,-4.400392172190809,-5.304157469484137,-0.19227168073537776,-0.20876271462940849
347,0.9468392993145468,-8.128033391507252,-7.0455852571550475,-4.403110217483655,-5.3088415770268895,-0.19183447067421222,-0.2083094576235738
348,0.9434710743801653,-8.136111814234427,-7.051683624140237,-4.409228229480881,-5.314839578595797,-0.19157560085230443,-0.20821637675650018
349,0.9392048493492601,-8.144776415061804,-7.062510393162657,-4.409544073314127,-5.31898284425098,-0.19041245555727418,-0.20781508220265357
350,0.9402949286656276,-8.150434659527761,-7.070208882137473,-4.416707178778161,-5.32355610338337,-0.19003563207907215,-0.20712187170082158
351,0.9423659362194905,-8.153367718267214,-7.069957163963464,-4.422140215241633,-5.329754028480658,-0.18743538624304582,-0.20480666738610556
352,0.9415985467756585,-8.160725476765812,-7.074171045279238,-4.425276591096013,-5.33312517128254,-0.1851612040773687,-0.2020704567028319
353,0.9420565751509563,-8.167796234219386,-7.0840476224107025,-4.422531387484342,-5.333929225062799,-0.1855303843236175,-0.202076965039444
354,0.9352744092270288,-8.17829102578129,-7.095544001281964,-4.423558773972598,-5.339489078692817,-0.18381643947410917,-0.20135947273117308
355,0.9398653566229985,-8.181188317140844,-7.100984487804412,-4.415774500089352,-5.339426737769827,-0.17985380595460387,-0.19942578935694386
356,0.9398568593251939,-8.187044975895123,-7.109273955985286,-4.418503282041605,-5.342011415903634,-0.17913357830128032,-0.1985153495347731
357,0.9444578458569534,-8.188027742562415,-7.113774393800435,-4.416277181737083,-5.345622021355313,-0.17562947658893227,-0.19762383849599516
358,0.9408021133525456,-8.190597854808875,-7.120079986593596,-4.417894953250852,-5.352613255661031,-0.17394703710173653,-0.19802229184153514
359,0.9408268035666036,-8.192811735702115,-7.119093812795844,-4.422667099178497,-5.360405142543995,-0.17289349221407635,-0.19676056895360675
360,0.9392544318555499,-8.196220707403226,-7.124749791358556,-4.423865685993492,-5.366467757272625,-0.1718840054725584,-0.19628582872936012
361,0.9393241167434716,-8.205265636327551,-7.136220085728847,-4.422774653018707,-5.370260248847069,-0.1699041796158883,-0.19525594469941607
362,0.9382411507712426,-8.212725784466619,-7.1393748726369495,-4.425832762465686,-5.375515830808599,-0.168371034318922,-0.1942523815764267
363,0.9369476597137502,-8.218394558289168,-7.147839377840699,-4.424507361156266,-5.376176311402441,-0.16536100898302095,-0.1916950011681179
364,0.9414863197182675,-8.224883464090597,-7.1520743482198625,-4.432134335510739,-5.381525182960388,-0.1659495868620511,-0.19135397413400387
365,0.94224525660501,-8.231586721837672,-7.156605087363522,-4.431711914182489,-5.380896316887323,-0.16525871703649614,-0.18995367398540225
366,0.9409595211463466,-8.234589294729616,-7.161016995432856,-4.436756122446815,-5.386923846258888,-0.16247551293747517,-0.18900172427798237
367,0.9413123297406135,-8.239697620235034,-7.164036475949081,-4.443887371083366,-5.395499999172906,-0.1631662576772629,-0.1899990642473364
368,0.9447771921418304,-8.246865833874926,-7.166850202734375,-4.4461309651413865,-5.401618963743786,-0.16187611921863929,-0.1905215569094015
369,0.9379619931168637,-8.256743862177101,-7.176753833268877,-4.457841272145498,-5.41063884720348,-0.16448027145748553,-0.19022044055787565
370,0.9436718726122436,-8.261632202344519,-7.17816331514167,-4.460147168555005,-5.413813682865961,-0.161582117258784,-0.18825343117190102
371,0.9400406196004729,-8.271291551977288,-7.185416480123782,-4.464529427657252,-5.418820946712046,-0.16184228798522576,-0.18813057471672626
372,0.9437575757575758,-8.272720661650304,-7.189191222183472,-4.471939082418491,-5.4275525163166645,-0.16046041631358526,-0.18810607020895936
373,0.9441654357459379,-8.281040916538819,-7.198899755028627,-4.473705862555546,-5.4328712273722255,-0.15956300001752208,-0.18835472685556193
374,0.9382900071547817,-8.285868686778697,-7.202219777701297,-4.480039736068882,-5.439459756164774,-0.15807976018663664,-0.18651638860489164
375,0.9378089086994754,-8.29714343839806,-7.213865762013141,-4.485892320161692,-5.449075706357986,-0.15844234134338686,-0.18753160282875142
376,0.9392740460989719,-8.30456775004488,-7.2205836727394415,-4.483264768969736,-5.4480890313284105,-0.154450598409584,-0.18638809922610733
377,0.9375502067775431,-8.312587657862512,-7.227831944158571,-4.489199099878539,-5.44987473364895,-0.15532660549155797,-0.18411295244044576
378,0.9396940227703985,-8.316752224985315,-7.232178469590268,-4.495393556834902,-5.452156130341457,-0.15720598718530665,-0.18262534122649884
379,0.9472021929563197,-8.318174985142557,-7.235624966758584,-4.494516111840231,-5.455385780296079,-0.1543342828099723,-0.18197359650943917
380,0.9438325321000426,-8.325625385220803,-7.239686621220025,-4.497866456419764,-5.458536979920169,-0.15147139878029184,-0.1812313877159147
381,0.938570671690116,-8.328912336812252,-7.2445768588203485,-4.501571874383392,-5.4639995403853545,-0.14994945071794308,-0.18023644519540086
382,0.9453352988958753,-8.331473354627214,-7.248938689245316,-4.501015265440351,-5.46979496308296,-0.14894748179254463,-0.1786342381357566
383,0.946203376754399,-8.334195331757547,-7.254410945859718,-4.498315733513811,-5.47320931863668,-0.14818820284430004,-0.17799509035353006
384,0.945629254774384,-8.338375996747864,-7.259258153163635,-4.494191507161506,-5.475818111638207,-0.14497092530812916,-0.17740155934178561
385,0.9418455384064245,-8.342490769445527,-7.26423733251373,-4.496024937665119,-5.482437003219621,-0.14280554629734288,-0.17644789132145067
386,0.941246150201374,-8.34748133165637,-7.269562131909185,-4.500527213073459,-5.492481522061813,-0.14188032694035613,-0.17547336824343693
387,0.9446484469058511,-8.351279221196094,-7.271943155496032,-4.505497765440241,-5.496340967737411,-0.14254579145384413,-0.1753786109444767
388,0.9333811530529902,-8.363822846367656,-7.285175461626614,-4.509989836279074,-5.5028049541644375,-0.14219483804077973,-0.17627954874861929
389,0.9453082295778925,-8.362477887194128,-7.286509949616334,-4.520847480887207,-5.5116089410802065,-0.1434212738013881,-0.17541057730780554
390,0.9415035921483753,-8.369906032805433,-7.293576333938265,-4.524782263781452,-5.51573443327882,-0.144209187868545,-0.17433358873859556
391,0.94269766337104,-8.372113710490588,-7.296918682356112,-4.526832770956529,-5.519914139244092,-0.14262847797676897,-0.17307267939504037
392,0.9438138479001135,-8.379929127496519,-7.303806797006296,-4.525856534329305,-5.521533680797173,-0.1413363155127192,-0.17235101940350353
393,0.9375205230006866,-8.390318270043917,-7.3090431677157115,-4.54028873109097,-5.531141733192294,-0.1421956662974517,-0.17135230186519224
394,0.9398208198847697,-8.398716507177577,-7.315208323846794,-4.547980032614323,-5.535743947636296,-0.14302917352945124,-0.17021572261375864
395,0.9340221623240491,-8.409768848027685,-7.324022537179575,-4.552875565835165,-5.539498335295798,-0.1417183954646974,-0.1695198508291438
396,0.9437152126677977,-8.414912484243095,-7.328381867969823,-4.558983883530344,-5.547050585918801,-0.14000495106337021,-0.1680779544530812
397,0.9424339639612629,-8.419132198795667,-7.332479217383698,-4.560934467554,-5.55110269566329,-0.13929910705302062,-0.16663371684426195
398,0.9359158297465328,-8.430153033093607,-7.340984561012633,-4.567467466168842,-5.559181675038233,-0.13888127700852387,-0.1672130021305265
399,0.9426829632728685,-8.43230669357404,-7.347338476942747,-4.559475296842187,-5.558874762670914,-0.13455881712534615,-0.16590658054918936
400,0.9321540927168042,-8.443525566157149,-7.3516899760723105,-4.572550796438934,-5.5684969247712,-0.13536107107917358,-0.1653265015785407
401,0.9365798414496036,-8.453030966356414,-7.357796087176625,-4.5799294990416275,-5.577109488165936,-0.1355988335521588,-0.16501656484531907
402,0.9428554456621818,-8.459149353423056,-7.3651275076004,-4.581985843879595,-5.582326364242079,-0.13469827733917716,-0.16443902627157217
403,0.9424534701943781,-8.462838176674358,-7.371920512991554,-4.578916845428754,-5.585032171916205,-0.13391808151784637,-0.1640425133308965
404,0.940266475900921,-8.467905446281533,-7.37897275220157,-4.582549262299703,-5.590070369915825,-0.13122355203747846,-0.1630821460720876
405,0.9482524242515784,-8.470339693723185,-7.382248378701302,-4.583536685767362,-5.593460076558005,-0.12925349413055603,-0.16284276443109086
406,0.9413855943596331,-8.473195922575842,-7.386853757408191,-4.589627324582752,-5.600158988022794,-0.12954286298266815,-0.16202927114459967
407,0.9476961394769614,-8.472728248773928,-7.390336945511136,-4.588966011547185,-5.599017109751958,-0.12774618839802818,-0.1601629078594744
408,0.9441080719262482,-8.473495006968887,-7.394298341223207,-4.5895859996074275,-5.602833715933819,-0.12647260687710762,-0.1589965304255029
409,0.9436374026286505,-8.478174700243521,-7.395259468763175,-4.5896398551724955,-5.60507464087321,-0.12417815731369444,-0.1572627912491454
