episode,service_level,bias,rebalancing_imbalance,squared_starvation_penalty,squared_congestion_penalty,starvation_count,congestion_count,gross_starvation_risk,gross_congestion_risk,fleet_broken_fraction,alpha,alpha_initial,epsilon,gamma,transition_update_interval,transition_batch_updates,remainder_batch_updates,batch_updates_this_episode
31,0.9426193530960902,-8.333680928106526,-2.9809224467808626,-1.2596104320678996,-0.6569423546463408,-0.6221439503048449,-0.21095358367229095,-0.9172576814405234,-0.7148188046337912,-1.5837509892720583,0.05173,0.1,0.0,0.99,100,14,1,15
32,0.9386580290010741,-8.310785400624743,-2.9560238236398755,-1.2688008488940388,-0.6510509022544517,-0.6309976155080101,-0.2161921007392797,-0.9368692340686559,-0.7302195035029384,-1.5692650565558643,0.050937,0.1,0.0,0.99,100,14,1,15
33,0.9399464987132602,-8.373207912203268,-2.992645363539576,-1.2923775780671383,-0.65977350857444,-0.6448160706377125,-0.2213748038540872,-0.9562322655718645,-0.7450957332802435,-1.5845815493176196,0.050168,0.1,0.0,0.99,100,14,1,15
34,0.9414631703693812,-8.510522536075154,-3.0626597199895387,-1.319977029987068,-0.6748137320115626,-0.6580572264355107,-0.22552376398441878,-0.9750672442893169,-0.7590867002937128,-1.6211452883457118,0.049421,0.1,0.0,0.99,100,13,1,14
35,0.9453462195968247,-8.620673925226102,-3.1175505649856667,-1.34268344420584,-0.6870094042266511,-0.6689013428739129,-0.22972462451388578,-0.9922059261866485,-0.7716478770460917,-1.6469527399853696,0.048697,0.1,0.0,0.99,100,14,1,15
36,0.9414216761737604,-8.636407605539299,-3.11729782701093,-1.355581793516648,-0.6870165269498729,-0.6782401523905314,-0.2309488054767256,-1.0103416670041363,-0.7857186158859198,-1.6504364922850827,0.047994,0.1,0.0,0.99,100,14,1,15
37,0.9427094843853595,-8.761464180370012,-3.180082531289185,-1.3802804821036037,-0.7008319633819962,-0.6894331787375734,-0.23488477276069622,-1.02769249000503,-0.7997890726644482,-1.681787940636313,0.04731,0.1,0.0,0.99,100,13,1,14
38,0.9457386458997684,-8.846584132384988,-3.2248872097392036,-1.4015796894324228,-0.710052959310605,-0.6989131756149393,-0.23834112182499853,-1.0439673908372464,-0.8123701861239198,-1.7083181198841368,0.046646,0.1,0.0,0.99,100,14,1,15
39,0.9465349192236072,-8.888563355595922,-3.2475163177132735,-1.4181009562831692,-0.7134812811276066,-0.7074516128073947,-0.24170632713539691,-1.0608778748074905,-0.8243305540439961,-1.7235188095591392,0.046,0.1,0.0,0.99,100,14,1,15
40,0.9378229704950826,-9.011860499058931,-3.310863532986358,-1.4443044511103944,-0.7277420341595144,-0.7203770040650194,-0.2464100327410712,-1.079821460735664,-0.8384440519381492,-1.7571841425430994,0.045372,0.1,0.0,0.99,100,14,1,15
41,0.9405368157448024,-9.137290281760327,-3.3741810411692867,-1.4689222306790224,-0.741213181856817,-0.7319940636691039,-0.250158583256082,-1.0971809600960551,-0.8522243187277527,-1.7938686786203195,0.04476,0.1,0.0,0.99,100,13,1,14
42,0.9445227074528745,-9.212945249784296,-3.4138901820528584,-1.4886475420842065,-0.7490278038507264,-0.7417977029892672,-0.2523943215543554,-1.1127019103288958,-0.8647088924665451,-1.815569298366526,0.044165,0.1,0.0,0.99,100,14,1,15
43,0.9388274428274428,-9.326197912821653,-3.4720392308510055,-1.5127218142719951,-0.7618358233012669,-0.7532703276789481,-0.2562921859624107,-1.1305262121661948,-0.8780589262566428,-1.8422661813847303,0.043586,0.1,0.0,0.99,100,14,1,15
44,0.940117049284792,-9.435395752370722,-3.527838304749171,-1.5360645357976854,-0.7735586909005945,-0.7642887295398547,-0.2596874008710358,-1.1480833884026247,-0.8912734583058239,-1.87545883888819,0.043022,0.1,0.0,0.99,100,14,1,15
45,0.9363406833866352,-9.562287311694861,-3.593254162538855,-1.5609937574994637,-0.7886935603943093,-0.775667643146832,-0.26434936311638524,-1.1651813508500666,-0.9050273988342051,-1.9060217458696183,0.042472,0.1,0.0,0.99,100,13,1,14
46,0.9443073669369052,-9.667938406114876,-3.646449772919345,-1.5821965573282815,-0.7997662976131727,-0.7854837176573852,-0.26729786450389303,-1.1805141487770379,-0.9161750991188596,-1.9312130319108727,0.041935,0.1,0.0,0.99,100,13,1,14
47,0.9410738255033557,-9.779364919975341,-3.7021366027068963,-1.6039602400917408,-0.8121613269298128,-0.7960372599124439,-0.27101417847904163,-1.1958632009161307,-0.9285835045603503,-1.9575821796595845,0.041413,0.1,0.0,0.99,100,13,1,14
48,0.941416055724569,-9.888286503490454,-3.759006291029007,-1.626733452839189,-0.8249029100271864,-0.8071004322819186,-0.2750151177434717,-1.2133564962059988,-0.9411131819270074,-1.986188792147024,0.040903,0.1,0.0,0.99,100,13,1,14
49,0.9441412303753116,-9.988601148565468,-3.808234160315237,-1.6456352362146127,-0.835651298302005,-0.8158020829661231,-0.27807393688268306,-1.226508494814415,-0.9510857602538457,-2.008663340573146,0.040405,0.1,0.0,0.99,100,13,1,14
50,0.9427329776166985,-10.090525371711689,-3.859663939986673,-1.666289242318611,-0.8469738932380498,-0.8253308735075725,-0.28153668006932525,-1.240613123001463,-0.9630468910106911,-2.0369070429880645,0.03992,0.1,0.0,0.99,100,13,1,14
51,0.9443209751826784,-10.18885750706492,-3.9099151642054255,-1.685916729413155,-0.857805933282762,-0.8345242568268778,-0.28482682611771587,-1.2550454250296212,-0.9735413163012541,-2.061784739496803,0.039446,0.1,0.0,0.99,100,13,1,14
52,0.9417872454448017,-10.291703208429448,-3.9624284598722608,-1.7056166307722644,-0.8700621224246647,-0.843250262327608,-0.28859276518420507,-1.2678518611619807,-0.9845416809417831,-2.0859128002341927,0.038983,0.1,0.0,0.99,100,13,1,14
53,0.9416186713099384,-10.316046866326086,-3.9785481157995357,-1.719717332831206,-0.8735589390218712,-0.8510699042963744,-0.29192852642004186,-1.281587878110104,-0.9946934640114579,-2.1014495279753693,0.038531,0.1,0.0,0.99,100,14,1,15
54,0.9408241334183417,-9.94676179316555,-3.8271777142677195,-1.7069670821684226,-0.843948680513208,-0.8606725255205528,-0.2955179751203813,-1.2786284570557997,-0.9972870114243579,-1.9867342448053216,0.038089,0.1,0.0,0.99,100,14,1,15
55,0.9416601081732782,-10.046220532206686,-3.8770429145045497,-1.7263647843366414,-0.8550469295477583,-0.8696411110268155,-0.29891390148627384,-1.2924454879305183,-1.0073396561504255,-2.010130060788602,0.037657,0.1,0.0,0.99,100,13,1,14
56,0.9462939275615996,-10.059782666409712,-3.889329552093073,-1.7388781161765137,-0.8566892574692728,-0.8779228956764382,-0.30090619263116636,-1.3023331902661135,-1.0126120353554444,-2.0105766769191047,0.037235,0.1,0.0,0.99,100,14,1,15
57,0.9375901754856893,-10.131147246173915,-3.9250977481888345,-1.7571070354641736,-0.8637345804381175,-0.8869920235984233,-0.30358638381605857,-1.3165445610858337,-1.0235047701599016,-2.0342671432026225,0.036823,0.1,0.0,0.99,100,14,1,15
58,0.9401005329253737,-10.206780314243224,-3.9634534312945773,-1.7749230598081556,-0.87125256272218,-0.8963306863518617,-0.3058660316161934,-1.3297099796268501,-1.0343206059530914,-2.0572358604007195,0.036419,0.1,0.0,0.99,100,14,1,15
59,0.9417238001958864,-10.300990630410023,-4.010828320210777,-1.7935672790926427,-0.8813369847587178,-0.9049763116120951,-0.30856976655476087,-1.3436641472078206,-1.0444895517592276,-2.082073463186146,0.036024,0.1,0.0,0.99,100,14,0,14
60,0.9479177238742853,-10.357935613684033,-4.038813084890664,-1.8070017408020664,-0.8870520979921876,-0.9111935572962799,-0.31059714234362285,-1.3542698103830573,-1.0527368572914084,-2.095409284098388,0.035638,0.1,0.0,0.99,100,14,1,15
61,0.9412552749681827,-10.415666577258255,-4.069523301510548,-1.822700585532352,-0.892264252466338,-0.9190337851862916,-0.313725743414975,-1.3665513531448203,-1.0623897884213092,-2.1142009132875508,0.035259,0.1,0.0,0.99,100,14,1,15
62,0.9405676914778857,-10.509173383585916,-4.117353579602239,-1.8410055265732668,-0.9031845041239928,-0.9273297589713847,-0.3170161207635874,-1.3791531772269783,-1.0729420243462449,-2.135322413514961,0.034889,0.1,0.0,0.99,100,13,1,14
63,0.9396811574787327,-10.60309313940233,-4.164319031511282,-1.8597678945018503,-0.9134162042831963,-0.9362176706668239,-0.32017409496079385,-1.3931615691071448,-1.08340719175271,-2.1590487671484024,0.034527,0.1,0.0,0.99,100,13,1,14
64,0.9442464401050817,-10.652477280960333,-4.187219346782707,-1.87357155349932,-0.9166711983790874,-0.9440097988959623,-0.3224683492093904,-1.4043461658312801,-1.0906048702598412,-2.174495211565355,0.034171,0.1,0.0,0.99,100,14,1,15
65,0.937077062922937,-10.524186329732428,-4.123655086324293,-1.8748219570373938,-0.9049161391277039,-0.9496411824696264,-0.3258583720028829,-1.4102359945572067,-1.1003531679625163,-2.1459401320033904,0.033824,0.1,0.0,0.99,100,14,1,15
66,0.9395221545022583,-10.590318962747228,-4.155185482242299,-1.8902795143322568,-0.9103947144120857,-0.9574259241148526,-0.32831486688646033,-1.4237630302634874,-1.109907612621153,-2.166200967815658,0.033483,0.1,0.0,0.99,100,14,1,15
67,0.9513010023286423,-10.651717268750115,-4.184760459181895,-1.9028925407891928,-0.9168982803172314,-0.963484134743383,-0.3302394888030363,-1.4333170049376773,-1.117601331555411,-2.180234443323481,0.033149,0.1,0.0,0.99,100,14,1,15
68,0.9377980822330438,-10.743186166521712,-4.231608670479771,-1.92148950462026,-0.9272032044421945,-0.972360271979896,-0.3333133928505647,-1.446465354304533,-1.1281707467302948,-2.2041239892506774,0.032821,0.1,0.0,0.99,100,13,1,14
69,0.9423989801566667,-10.826155910139999,-4.2730645655992525,-1.938284193011087,-0.9358948266569215,-0.9802025048440437,-0.3358066085016229,-1.4588919393629565,-1.137680723717189,-2.227173829837727,0.0325,0.1,0.0,0.99,100,13,1,14
70,0.9393699460916443,-10.912419089143848,-4.3172903297313825,-1.9557442378107344,-0.9457707726208371,-0.9885297225425329,-0.33880756590621214,-1.4714890126263103,-1.1472204202978111,-2.2486485665215805,0.032185,0.1,0.0,0.99,100,13,1,14
71,0.9449061146688514,-10.988639943478217,-4.354391439761224,-1.9700342588537623,-0.9536719865266045,-0.9949644204073934,-0.3409179449357968,-1.4814315060183212,-1.1554678569216155,-2.2687653315163208,0.031876,0.1,0.0,0.99,100,13,1,14
72,0.9410363910783163,-11.033833017323223,-4.372722024092176,-1.9805758340781925,-0.9562839691819044,-0.9999292806809787,-0.3418547453359582,-1.491699387763067,-1.1625985907416996,-2.2787726395792927,0.031573,0.1,0.0,0.99,100,14,1,15
73,0.9439015318026578,-11.052576736675714,-4.384455958668073,-1.9918231617403803,-0.9569252699283942,-1.006322950135429,-0.34425718879133504,-1.5008217427155333,-1.170434534514502,-2.2907203064946073,0.031276,0.1,0.0,0.99,100,14,1,15
74,0.9418119404994278,-11.131270876362517,-4.4244070043344275,-2.0075696259287095,-0.9658819770999985,-1.013594486561759,-0.3468983274088318,-1.5125216850365708,-1.179509230906996,-2.30964199001696,0.030984,0.1,0.0,0.99,100,13,1,14
75,0.9398892340942862,-11.211666242340383,-4.465576473800315,-2.0241694220437947,-0.9753239526620403,-1.021424254879247,-0.34993103815350035,-1.5237675179660204,-1.1889084202137137,-2.3276332537343944,0.030698,0.1,0.0,0.99,100,13,1,14
76,0.9455459697627095,-11.282248891127072,-4.500959389017041,-2.038242507840194,-0.9828896282678194,-1.0278741345623559,-0.3520312881290825,-1.5336096499520369,-1.196252325004036,-2.3465321889384754,0.030417,0.1,0.0,0.99,100,14,0,14
77,0.9402364492535819,-11.355163804317753,-4.538964385124019,-2.0540632871340083,-0.9911325032076338,-1.0354943612001484,-0.3549903152849081,-1.5451115395729451,-1.2057611188474737,-2.3674423108696585,0.030141,0.1,0.0,0.99,100,14,1,15
78,0.9399039269038261,-11.384450005150196,-4.5529508669006535,-2.0649201845611467,-0.99468092416164,-1.0424793715658043,-0.35783138144319704,-1.556169593390442,-1.2132792448128882,-2.3693453309342036,0.02987,0.1,0.0,0.99,100,14,1,15
79,0.9418244874366734,-11.457780742054267,-4.589465903782766,-2.0793226534170834,-1.0027673336994412,-1.0491422796244203,-0.36054027902979563,-1.566384315472496,-1.2211906790792757,-2.3890761431247327,0.029604,0.1,0.0,0.99,100,13,1,14
80,0.9435366037989352,-11.528250654808962,-4.624720677657112,-2.0932235423702976,-1.0100453244011829,-1.055590260907687,-0.3623770486489836,-1.5765732226887699,-1.229031829791111,-2.408909759239292,0.029342,0.1,0.0,0.99,100,13,1,14
81,0.943078804939761,-11.598844979235453,-4.660812896203838,-2.1077146108712386,-1.018025362895135,-1.062175655477192,-0.36459428370271496,-1.5866467707257534,-1.2374800016749217,-2.427329203373757,0.029086,0.1,0.0,0.99,100,13,1,14
82,0.9436671948218319,-11.666028635848432,-4.6932638945654395,-2.1210660182562204,-1.0247797464380413,-1.0684643514356154,-0.3663150538000565,-1.596918237499211,-1.245531141439943,-2.4428704733360798,0.028833,0.1,0.0,0.99,100,13,1,14
83,0.9435113228043787,-11.735032614182463,-4.727933507381663,-2.134468331176777,-1.0327245395170295,-1.0747704927717867,-0.36888939964517997,-1.60659226948114,-1.2529601895304159,-2.4578822476898177,0.028585,0.1,0.0,0.99,100,13,1,14
84,0.9431791617966272,-11.790536804943022,-4.755930147731958,-2.1471425586314337,-1.0383912037871867,-1.081346478399836,-0.3707004999594635,-1.6162711051289125,-1.2602917722272584,-2.4745430713370484,0.028341,0.1,0.0,0.99,100,14,1,15
85,0.9422740920425439,-11.85898064755035,-4.7912735362649945,-2.1612016317800484,-1.0464247526184782,-1.0879081356981557,-0.3734446836699474,-1.6267638422522215,-1.2691525032835134,-2.4910631563553456,0.028102,0.1,0.0,0.99,100,13,1,14
86,0.9423602273691355,-11.925777016590814,-4.824256513538461,-2.174005978766182,-1.05381214318869,-1.0937864776535213,-0.3757118330511221,-1.6356008916759943,-1.276422819545917,-2.5065806084711713,0.027866,0.1,0.0,0.99,100,13,1,14
87,0.939724184325597,-11.9975754107539,-4.861063151439517,-2.188494586941162,-1.0620731016006644,-1.1008614922307265,-0.37833778200518337,-1.646233474617089,-1.2843675533801089,-2.5241499673138885,0.027634,0.1,0.0,0.99,100,13,1,14
88,0.9438051913299438,-12.062412188463949,-4.892393136048393,-2.200846152769846,-1.0688575518919456,-1.1063234712642023,-0.3805095023304334,-1.6561039812922669,-1.292040811095894,-2.5416366920046194,0.027406,0.1,0.0,0.99,100,13,1,14
89,0.938922014087124,-12.098636446281585,-4.907917803566452,-2.210287417817212,-1.0714970766883376,-1.1115948178489332,-0.38154239436346477,-1.6650122129737244,-1.2991477797693132,-2.552260637410303,0.027182,0.1,0.0,0.99,100,14,1,15
90,0.9459694551780666,-12.150903178770953,-4.93398486808992,-2.221460684508229,-1.077129050491922,-1.1166413757054146,-0.38334724767126493,-1.673487601243169,-1.305434219248123,-2.5666133744678183,0.026961,0.1,0.0,0.99,100,14,1,15
91,0.9451298259923872,-12.174884432103834,-4.943792208080567,-2.2301250728402597,-1.078938601454868,-1.1205982250737552,-0.3851983143249514,-1.6827033646532512,-1.3121731003564672,-2.5743930557971497,0.026744,0.1,0.0,0.99,100,14,1,15
92,0.9415322580645161,-12.240036533463144,-4.97652793313536,-2.2434483893168693,-1.0860090789162185,-1.1268864457550019,-0.38736143039943655,-1.6923434814975367,-1.3196920351134458,-2.590445581520439,0.026531,0.1,0.0,0.99,100,13,1,14
93,0.9400548605071252,-12.307012924338618,-5.009677141776876,-2.2567517358416946,-1.0927042707674455,-1.133168334870486,-0.3891789083724282,-1.7023945041839712,-1.3271437643993191,-2.612543202621664,0.02632,0.1,0.0,0.99,100,13,1,14
94,0.9425754356141096,-12.358614585740405,-5.035522994397631,-2.267847118750897,-1.0986614646633375,-1.1383062554512862,-0.39140412262527097,-1.7106999393868036,-1.3337656086033114,-2.6252634648660775,0.026114,0.1,0.0,0.99,100,14,1,15
95,0.9418230788654154,-12.395595312687258,-5.053956800520705,-2.277361825820802,-1.101595492876753,-1.1434634303596183,-0.3923702029148163,-1.7178513920571177,-1.3393379716301477,-2.6349108162615873,0.02591,0.1,0.0,0.99,100,14,1,15
96,0.9412968129174064,-12.458104840779907,-5.084724527782247,-2.2898581615029285,-1.107841466679108,-1.1492794899980736,-0.3938143659881745,-1.7267385420224102,-1.3461934937647204,-2.652260932226197,0.025709,0.1,0.0,0.99,100,13,1,14
97,0.9415865869229219,-12.520257448320326,-5.116271752953788,-2.3023543824751616,-1.1150897441525933,-1.1551996128775806,-0.3958367870406693,-1.7360330263113315,-1.3537166112455006,-2.667330276426645,0.025512,0.1,0.0,0.99,100,13,1,14
98,0.9390992145096585,-12.568843736840948,-5.139188153450782,-2.3134404138177507,-1.1199537687580818,-1.1609701345280996,-0.39803472716690974,-1.7444563230758727,-1.3604784177590574,-2.681910912870469,0.025318,0.1,0.0,0.99,100,14,1,15
99,0.9402319662470321,-12.630224086829827,-5.170024200161875,-2.325782466437963,-1.1266216175196715,-1.1668414976044263,-0.4000239227639125,-1.7531685622088287,-1.3676692082870232,-2.699743092354838,0.025126,0.1,0.0,0.99,100,13,1,14
100,0.9366608776968807,-12.689194538794867,-5.200064844675703,-2.3389088743763953,-1.1334664562455936,-1.1730774639295753,-0.4025795855142974,-1.7632157077973818,-1.375167670887463,-2.715807392002345,0.024937,0.1,0.0,0.99,100,14,1,15
101,0.9415262971160182,-12.749094524035618,-5.230005584728051,-2.350847996842835,-1.1401298899873273,-1.1789200398439796,-0.40438502777202123,-1.7713462057451013,-1.3820082612262066,-2.7304212709146416,0.024752,0.1,0.0,0.99,100,13,1,14
102,0.9446336022542393,-12.74232572459968,-5.230058424046735,-2.3571068925589853,-1.1400741834480803,-1.1831750680084234,-0.4051633350918608,-1.7793200761402832,-1.3887055464989289,-2.728426365525078,0.024569,0.1,0.0,0.99,100,14,1,15
103,0.9480475497002743,-12.665047249376304,-5.191777628951266,-2.35668505703678,-1.1316783286130738,-1.1880201854173666,-0.40699441701706807,-1.7865743406092232,-1.3942863828183503,-2.7105946809473713,0.024388,0.1,0.0,0.99,100,14,1,15
104,0.9427157594565126,-12.71125438039963,-5.2152001535300245,-2.3673749285030685,-1.1366118164800294,-1.1932085233941105,-0.40870561712662357,-1.7946059262402503,-1.4011429239253863,-2.723190948611494,0.024211,0.1,0.0,0.99,100,14,1,15
105,0.9415432191131727,-12.770304999293247,-5.245378065395273,-2.379426953312297,-1.1433211729790087,-1.1988454924294092,-0.4108797663228476,-1.8033951242611304,-1.4082002638034194,-2.7401826205678477,0.024035,0.1,0.0,0.99,100,13,1,14
106,0.937755992748271,-12.831484203691625,-5.2764470100559935,-2.392068794500313,-1.1503718865582093,-1.205045840249385,-0.41296710685993415,-1.8127879554776563,-1.4161625196085121,-2.7564856394096244,0.023863,0.1,0.0,0.99,100,13,1,14
107,0.9410645106956376,-12.8863872540164,-5.304934627700981,-2.404022905588612,-1.156734384589962,-1.2109821013451505,-0.4151707504460778,-1.8214031467514729,-1.4227881243754994,-2.770204577315914,0.023693,0.1,0.0,0.99,100,13,1,14
108,0.9385932762469597,-12.947455140023092,-5.335255859550417,-2.416362713089378,-1.1630110821457376,-1.2166661265843053,-0.4168712651145607,-1.8307908999659952,-1.4301928930545171,-2.788921434324538,0.023525,0.1,0.0,0.99,100,13,1,14
109,0.9411902805493603,-13.00401073325521,-5.363856864646717,-2.4278825910296713,-1.1690954600062944,-1.2221507893471373,-0.41864815897016244,-1.8390453881553972,-1.4367471721784137,-2.8027718425341996,0.023359,0.1,0.0,0.99,100,13,1,14
110,0.9406538734896944,-13.06045469423223,-5.392484972022932,-2.439231904725675,-1.175315475244966,-1.2274881973065677,-0.42050225533725644,-1.8472792674045388,-1.4431550436984555,-2.817716867236487,0.023196,0.1,0.0,0.99,100,13,1,14
