episode,service_level,rebalancing_imbalance,projected_starvation_risk,projected_congestion_risk
0,0.9111847057052537,-131.352817936045,-5.768151552800541,-3.6796177485503176
1,0.9453636363636364,-282.1428173682295,-11.625369124771405,-7.13700536251319
2,0.9367756810873127,-332.5303499022282,-12.551906172425609,-7.916185914825399
3,0.9420712073353982,-344.69959176948925,-12.475415769297406,-7.869639488288584
4,0.9346062196482973,-352.68209897784976,-12.603533134060497,-7.964028223446661
5,0.9347344124882315,-351.7733442176154,-12.364105164137648,-8.062668655859467
6,0.9423290425180785,-354.9312226099141,-12.06069582650423,-8.06603077558756
7,0.9407017862000181,-354.30139572881814,-11.519227452583902,-8.161598750850011
8,0.9445513013163431,-361.80543580091904,-11.218083715083232,-8.217818817768515
9,0.9406622193792074,-361.896844288515,-10.691681936614609,-7.994783035973623
10,0.9355844778983986,-356.80895690889696,-10.249647548637302,-7.750351931838453
11,0.9386002056741879,-370.38772594141295,-10.036276246950619,-7.727408341276154
12,0.9405308142150247,-367.2724248057655,-9.548097450254286,-7.504867842510456
13,0.9457328950572194,-364.4481133131207,-9.266052764583822,-7.35012507958997
14,0.9392817025410607,-368.9909063607749,-9.362197708411967,-7.447213742908984
15,0.9323191838221898,-371.13847489741215,-9.115358346488186,-7.188084499145425
16,0.9406124528075748,-370.47864347516696,-9.034805339703016,-6.965195728147058
17,0.9410071061014458,-365.2766765454164,-9.328219390887835,-6.936913697800362
18,0.9364582401526672,-366.26200634362976,-9.165469484261918,-6.897630047133384
19,0.938736555067414,-368.34873332147833,-9.313091979251308,-6.875139324903464
20,0.9369679405904727,-371.31356839355095,-9.402774684891044,-6.829249879305974
21,0.9378434375281506,-377.6552662939014,-9.490933077905579,-6.9251453558241485
22,0.9356220622359731,-380.0915281910635,-9.354020568893823,-7.007814322136742
23,0.938713247390303,-378.3314169089101,-9.292345300028083,-7.005036701484009
24,0.9374415870240285,-379.01971280156323,-9.215458968684041,-7.1733094452142545
25,0.9408243080625752,-386.87907385698134,-9.395893296654577,-7.211619844530969
26,0.944835224041426,-395.4021469820354,-9.365444794323638,-7.14418135388704
27,0.9386161715875437,-394.4625584325696,-9.203080002418606,-6.898117073126693
28,0.9429819277108433,-385.71264723892483,-8.884347515080838,-6.585835351066514
29,0.9407309050306304,-383.6133372690977,-8.595098746375847,-6.406706252755034
30,0.9390709224153595,-378.2814683658083,-8.189915729564841,-6.155990170775249
31,0.9423238255033557,-368.0759160082489,-8.067738240977903,-5.944759294006623
32,0.9404672192916352,-380.47885627696274,-8.135322844239683,-6.061203904999523
33,0.9419484653732957,-377.5247527477334,-8.008768341223762,-5.983372666581745
34,0.939529946929492,-377.1145378713694,-7.9814949502695365,-5.915648272388205
35,0.9364966107741706,-376.0878371506177,-7.867205708545716,-5.845671759094241
36,0.9448899918288292,-376.6728848401724,-7.710833387972681,-5.932071646568448
37,0.9432023079697079,-384.4138359451186,-7.676950134547154,-5.902600609725026
38,0.9402120352396596,-389.3830065257898,-7.653643653829921,-5.888796509564107
39,0.934300418334487,-382.17668544795987,-7.4441118614107,-5.799581796622846
40,0.9451846905636325,-382.9858601925779,-7.306366312333322,-5.704579022910945
41,0.9400299401197605,-389.87766825356164,-7.3590163500795125,-5.718636469465857
42,0.9394294294294294,-388.4362674433978,-7.095831496912643,-5.616356045277539
43,0.9408852213053264,-387.50004450267556,-6.867518896293827,-5.455730962859333
44,0.9473589055955646,-392.4213524055753,-6.8212268272875,-5.585838524862415
45,0.9387966804979253,-388.0783471909678,-6.632197635604847,-5.434594434357891
46,0.9403272662595601,-392.3665313593424,-6.480273490464939,-5.406026775162263
47,0.9440331474880419,-389.0108100163082,-6.240421206977148,-5.238331290152691
48,0.9380693262784475,-391.54534964435106,-6.0007476651060685,-5.2106311206780624
49,0.9413591199432222,-389.3043818411168,-5.900794291075554,-5.125037761343875
50,0.941934902172933,-394.57679231455734,-5.813145540360288,-5.1298346996085025
51,0.9330770835195614,-390.58217788710243,-5.591370379958697,-4.962646480489292
52,0.938739877780788,-393.46483494788026,-5.534478140554105,-4.944460514162824
53,0.939747064137308,-399.71237197574976,-5.375190022363184,-4.895289880925889
54,0.9390867524966912,-400.5431062395605,-5.212710281661657,-4.887449297023986
55,0.9382524153485112,-400.8224378479108,-5.016752622822543,-4.9041115487075695
56,0.937406721986747,-402.52329225535084,-4.8231149576284285,-4.926927034605752
57,0.9432603000714456,-408.39697989135357,-4.63815123071381,-4.917507922390673
58,0.9430204572803851,-403.0260707406695,-4.289622176720189,-4.747167431281951
59,0.9411496072581136,-403.0890881097426,-4.204687973024168,-4.599228109254044
60,0.9373730130273694,-411.40065808208374,-4.158161075049156,-4.629886116169099
61,0.9424384027187765,-410.5981908693805,-3.9655888082826953,-4.5807099933678685
62,0.943578009273198,-409.3786815125638,-3.773829716552743,-4.470610488695943
63,0.937841043890866,-407.1693642206461,-3.4323465416084824,-4.388387262914629
