seed,exp_name,alpha,duration_hours,total_runtime_s,service_level,avg_bike_km_driven,starvations,congestions,total_trips,bike_departures,bike_arrivals,total_depot_deliveries,total_depot_visits,total_fixed_on_site,total_picked_up_to_depot,total_depot_fixes,total_bikes_redistributed_from_depot,total_functional_pickups,total_functional_deliveries,broken_ratio_start_onsite,broken_ratio_start_depot,functional_ratio_start,broken_ratio_end_onsite,broken_ratio_end_depot,functional_ratio_end,broken_bikes_end_onsite,broken_bikes_end_depot,new_breakdowns_onsite,new_breakdowns_depot,restored_onsite,restored_depot
42,,0.0,504,40320,0.8041,389.6202,9303,2506,60282,50979,50979,0,0,0,0,0,0,0,0,0.0157,0.0328,0.9514,0.2647,0.2712,0.4641,203,208,192,185,0,0
43,,0.0,504,40320,0.8183,388.2389,8502,2411,60062,51560,51560,0,0,0,0,0,0,0,0,0.0079,0.0329,0.9593,0.252,0.2415,0.5065,193,185,188,166,0,0
44,,0.0,504,40320,0.7989,386.5737,9812,2135,59410,49598,49602,0,0,0,0,0,0,0,0,0.0157,0.0288,0.9556,0.2719,0.2928,0.4353,208,224,200,209,0,0
45,,0.0,504,40320,0.8131,386.2495,8885,2237,59520,50635,50638,0,0,0,0,0,0,0,0,0.0105,0.0276,0.9619,0.2712,0.2738,0.455,208,210,201,197,0,0
46,,0.0,504,40320,0.8042,385.8759,9417,2121,58938,49521,49519,0,0,0,0,0,0,0,0,0.0105,0.0316,0.9578,0.2855,0.2751,0.4394,219,211,211,192,0,0
47,,0.0,504,40320,0.8059,387.6882,9203,2326,59402,50199,50199,0,0,0,0,0,0,0,0,0.0132,0.0448,0.942,0.248,0.2781,0.4739,190,213,181,190,0,0
48,,0.0,504,40320,0.8149,387.7795,8734,2308,59646,50912,50912,0,0,0,0,0,0,0,0,0.0106,0.0317,0.9578,0.2546,0.2612,0.4842,193,198,186,185,0,0
49,,0.0,504,40320,0.8168,386.935,8470,2361,59136,50666,50667,0,0,0,0,0,0,0,0,0.0131,0.0327,0.9542,0.2389,0.282,0.4791,183,216,173,201,0,0
50,,0.0,504,40320,0.7979,386.3559,9600,2405,59402,49802,49800,0,0,0,0,0,0,0,0,0.0143,0.0261,0.9596,0.2803,0.2842,0.4355,215,218,206,207,0,0
51,,0.0,504,40320,0.8211,388.7511,8592,2115,59852,51260,51261,0,0,0,0,0,0,0,0,0.0119,0.0264,0.9618,0.2695,0.2669,0.4635,207,205,201,193,0,0
