episode,service_level,starvation_count,congestion_count,hotspot_imbalance_mass
0,0.9049144979186008,-51.65649406814848,-30.725036664972617,-54.95239038000737
1,0.9302633958170092,-144.63242314660656,-87.26973407174754,-173.88405721989835
2,0.9231629876020563,-196.54726018311368,-120.18160246849966,-254.98300757096905
3,0.9256108268491325,-226.33814430326169,-141.7185875921919,-315.28202160508084
4,0.9241856701926823,-244.6676293082812,-157.4633892547393,-368.8176337003165
5,0.9260749841135353,-251.5244293343985,-164.48164513392825,-407.7275999330568
6,0.9283856890934632,-252.2339146564748,-168.40940578505518,-438.4620424819068
7,0.9243606349971383,-252.21474487644582,-169.69557373778485,-465.044162286683
8,0.9250734280405203,-250.1433707454485,-170.03731411440043,-486.3757371416603
9,0.9227324315205055,-243.70243223791636,-166.3846821118798,-500.4224776309662
10,0.9314401140684411,-237.83256922868577,-162.4268181906607,-515.2194688055293
11,0.9252333597706058,-234.6317742547202,-161.30592279754407,-532.7096695755395
12,0.9247722420998827,-230.10742228549222,-158.91291964907012,-548.1563055702748
13,0.9246530072703238,-225.16718683834344,-157.22645156405275,-564.3704415902363
14,0.9329447834137753,-220.2766134061082,-155.20902502313862,-577.0237604801042
15,0.9322323462414579,-213.04969686817194,-151.7561914451365,-583.1733516045756
16,0.924420698763357,-207.8362704018538,-149.50732407416112,-591.8275229960851
17,0.9281672143117926,-207.0303806534818,-149.7730070151956,-604.8052942531547
18,0.9273873174228621,-203.49538432008413,-148.63160262373358,-614.3260689149514
19,0.9226708734035131,-199.96779668105006,-147.06884346995724,-623.437132351497
20,0.9273739635659384,-194.4699618521494,-144.9673556247604,-628.7716431416411
21,0.9237143626409788,-192.45950721721482,-143.8402909515062,-637.4245167719715
22,0.9290872678723145,-189.22500772456442,-143.1269900612229,-645.387612470372
23,0.9296324307971563,-186.4543236558787,-141.58976731755052,-651.267747619595
24,0.9229917726252805,-182.50268291583825,-138.6293998763987,-654.5276846586767
25,0.9236293206197854,-182.28957211274047,-138.1558506050187,-664.0535952883189
26,0.927104631522802,-179.68319869516228,-136.61427027470774,-669.7572041242983
27,0.9194022756305517,-177.132762208999,-136.1714887725792,-676.3109145318887
28,0.9280656869161659,-175.69061140678627,-135.86101607875798,-681.5797694654042
