episode,service_level,squared_starvation_penalty,squared_congestion_penalty,starvation_gravity,congestion_gravity,imbalance_weighted_distance,starvation_severity_max
45,0.9047761551352645,-105.2543469209972,-76.79370545247811,-14.36171110995021,-6.305926034188068,-16.814683274591186,-190.93855329207184
46,0.9295829936286499,-105.9613507903241,-77.22639643251276,-14.526824315162973,-6.163529947644841,-16.82336283301826,-189.63674207269094
47,0.9171474936891453,-106.59260476572905,-77.58962960761116,-14.648657491349994,-6.065579994535605,-16.79945697898522,-187.9880626588839
48,0.9194484099261914,-107.87804831041977,-78.49415856025838,-14.788246339103765,-6.1547047356494895,-17.04004529909839,-190.16364075820832
49,0.9160520477304072,-108.64971836911208,-79.05822581345201,-14.935546506050029,-6.068676704807411,-17.020507820456466,-189.7113774714483
50,0.9162123299982026,-109.19425134935608,-79.41014033071833,-15.027138331740595,-5.965441441950732,-16.960291114397624,-188.59466958428922
51,0.9182021800806331,-110.51109678292238,-80.3120257288882,-15.1836619214973,-6.032120686881767,-17.266851157442666,-190.81611675415226
52,0.9287655159636881,-111.03642674822197,-80.61106227660356,-15.295375167422275,-5.949707184514062,-17.156005886304257,-189.22531764848648
53,0.9237057220708447,-111.61248472642568,-80.97613984343282,-15.437472953397144,-5.8414484893499345,-17.156746086348043,-188.165900828526
54,0.9179535221057085,-112.63588872865894,-81.74161882872647,-15.616627579326854,-5.755890401779124,-17.276589872839068,-189.55051273942973
55,0.9140805719950732,-113.67988674553337,-82.43894532134091,-15.748914567801759,-5.714087879305894,-17.44768058811261,-190.4079332160078
56,0.9174649075245497,-114.08341342390636,-82.72160428038008,-15.866607354782762,-5.529060031827922,-17.293735294269364,-188.08872131025785
57,0.9291386129645844,-115.12439963287362,-83.47368709703184,-16.037000799138028,-5.484512768209097,-17.440302638940658,-189.03259178981634
58,0.920297298930449,-115.79903507425946,-83.96719711037849,-16.177959827014284,-5.366039737160865,-17.48250158108585,-188.63166867702378
59,0.9227911436018815,-116.6884098109505,-84.62708096168272,-16.323383422775695,-5.341760715164915,-17.651617758678555,-189.16771764509596
60,0.9246170546375588,-117.27898309882245,-85.04378404632872,-16.43462061945332,-5.274725466579537,-17.59540677716474,-188.4224399714688
61,0.9170161506201481,-118.50495591927826,-85.94866016010717,-16.64241023751301,-5.255326222634801,-17.85715187824332,-190.78690740449457
62,0.9200084106815656,-119.04257632686755,-86.35205633688031,-16.708794324020275,-5.202149759053621,-17.841705638707474,-189.79011889838648
63,0.924310205061999,-119.86428049034079,-86.91851090214763,-16.838271882107833,-5.141228123299309,-17.905175083273065,-190.0585186620711
64,0.9207455675102288,-120.07810583922833,-87.07474143919059,-16.893486348677037,-4.984961235111179,-17.795048704791423,-186.91143873341167
65,0.9254361967292845,-120.54854964493404,-87.41133268576498,-16.964190342806653,-4.891042265495835,-17.672032865684592,-185.51198068519517
66,0.9201803155522164,-121.44062888518106,-88.02748148499815,-17.130904544070827,-4.857182797988955,-17.783152849598405,-186.78807682571656
67,0.9219194671510748,-122.16543557913252,-88.49217767498936,-17.213164208504452,-4.828007158804197,-17.791080820809444,-186.65076388381868
68,0.9177319897728982,-123.01856955877658,-89.08055989601432,-17.394005314748217,-4.716656487894131,-17.83407724894358,-186.85696708468322
69,0.9201830663615561,-123.7847214486723,-89.61842927371337,-17.506603607210018,-4.6463539832087495,-17.8525038306861,-187.09830551328344
70,0.9219443444884251,-124.24524458208532,-89.9345233193568,-17.59850336026507,-4.50222713361766,-17.765610691389693,-185.75234729592034
71,0.9225950782997763,-124.70651102965051,-90.2756744597559,-17.638141257017097,-4.4329815073994805,-17.746437376124735,-184.37659083753476
72,0.9151792478559957,-125.35596566383663,-90.77006781248394,-17.68998807010519,-4.438422849057585,-17.779688831293893,-183.617887896904
73,0.921803323510648,-126.02243739730308,-91.23437485340195,-17.77491910869096,-4.366541901068647,-17.823796965423035,-183.2515998145457
74,0.9259746079163554,-127.04238207837138,-91.99130726272128,-17.883110275505313,-4.375414387160299,-18.00855616878056,-185.55761139382494
75,0.9141124753675913,-127.7359974654949,-92.54512700585744,-17.97915255350095,-4.319168229801761,-18.07346855890335,-185.50619581696895
76,0.9239475834518658,-128.44138257156675,-93.04052538210341,-18.050145347662163,-4.271951067592362,-18.133048768419744,-185.2336005116052
77,0.9179582869353237,-129.3817068047589,-93.75209053465339,-18.18209185241301,-4.207659870336037,-18.22896176715714,-186.05677683836436
78,0.9206926879568131,-129.74553444636362,-94.02211258596498,-18.233367629751502,-4.067901462075793,-18.13494891594611,-184.19532509441407
79,0.9252202049253999,-130.61461714890896,-94.65495887893645,-18.302197265414495,-4.074132955191577,-18.26342062142065,-185.21828571286173
80,0.9273358472496558,-131.40711511091246,-95.21544352325854,-18.375249053139456,-4.110242636712144,-18.326507967172645,-185.83725247847283
81,0.9217833161938177,-132.17480224155022,-95.82341212498359,-18.49782601420114,-4.021213958840084,-18.4462178029166,-186.62106009611153
82,0.9276445264452644,-132.6836573437028,-96.16594178157605,-18.551813964890908,-3.8879373995263937,-18.45719672194352,-185.59865330972139
83,0.9133077998662533,-133.46402876371747,-96.70789810150322,-18.643757592633904,-3.8675317507557407,-18.51630977455062,-185.87587515817913
84,0.928195780792446,-134.0320647149084,-97.19590257644725,-18.733316718686826,-3.838306853252661,-18.51708704748438,-185.9650460152715
85,0.9216244338352307,-134.29881363309565,-97.43579530458254,-18.75620923741707,-3.766825290514102,-18.361199976221315,-184.35146451591316
86,0.9250534061239022,-134.94923605421116,-97.93198058401687,-18.811772119972296,-3.7430001599792435,-18.348187305525972,-184.28301590418846
87,0.9203993605405243,-135.4672262422476,-98.29872974593177,-18.840687429132934,-3.7050729911331417,-18.336941597757786,-183.90797414739964
88,0.9156752436287621,-135.77370222489665,-98.5490516481531,-18.893020363042826,-3.5792202263008517,-18.289620710638783,-182.57381664190822
89,0.9289578074287775,-136.14709345772735,-98.81096549226979,-18.919478365271615,-3.5069518214617834,-18.216797659091714,-181.2572842581393
90,0.924477102262333,-136.4943420600171,-99.05262947725257,-18.928281774130273,-3.4660487488668803,-18.096496169615012,-179.85712201661647
91,0.9224460258111205,-137.15156492580076,-99.52796830982346,-18.96358054153724,-3.4876628537658316,-18.144933392811698,-180.5341912376034
92,0.927190267520608,-137.6662131189945,-99.88497736658196,-18.963281235680565,-3.503087724268719,-18.12754885624751,-180.25988127732037
93,0.9199254561303315,-138.35516484468513,-100.40539068711571,-18.987062674310195,-3.562187711222384,-18.139974005600724,-181.01020173321083
94,0.9282458059810358,-138.7918767602955,-100.7379678627724,-19.019834670912513,-3.517985182861779,-18.10820067114427,-180.50040414032088
95,0.918178828734567,-139.03965741337066,-100.94348008119808,-19.030115574593484,-3.4501787384999094,-17.884002185943586,-178.68370505427015
96,0.9201079622132253,-139.73150488899296,-101.47497756140352,-19.09024608339877,-3.4662865615833063,-17.920733589861527,-179.33144804850215
97,0.9232041374748173,-140.39907765625088,-101.9821298343541,-19.138318317638298,-3.4969099044019356,-17.999256674139545,-179.99166386991902
98,0.9249333817829457,-140.90922387644324,-102.369053387942,-19.134779364067978,-3.521425571010415,-17.979473611885133,-180.01749907261743
99,0.919561353297382,-141.43090566668258,-102.75110396404735,-19.153508873001773,-3.5018055464133675,-17.99208157484112,-180.14136718788103
100,0.929117275407666,-142.16341857862352,-103.312970522995,-19.196470808712416,-3.5394195964539668,-18.07779970126271,-181.5086073562446
101,0.9264918625678119,-142.41418896486894,-103.50123400190186,-19.24437263053098,-3.4475916277636904,-17.952448351663506,-179.9300240050775
102,0.9234572313557303,-142.81118776992392,-103.79239071609324,-19.307433696408356,-3.3797737184687726,-17.958191366414237,-179.5374980052543
103,0.9203502668985786,-143.20429300240482,-104.08996073550455,-19.358325095289644,-3.302666908759248,-17.913406383800815,-179.0284902178607
104,0.9200279643758169,-143.51642331134022,-104.32904111337797,-19.373333825636198,-3.283945224635314,-17.843690043576746,-178.47325781669394
105,0.9189719146882259,-143.85367389527983,-104.61972407567993,-19.431375353958973,-3.2025313415922483,-17.77436080498017,-177.61183252428125
106,0.9243138089303626,-144.136969943136,-104.84730328870467,-19.465898722765004,-3.1361382836945046,-17.711800328016185,-176.78768582707096
107,0.9204477433257512,-144.83743107434944,-105.38562187316103,-19.510480064148414,-3.196244119532547,-17.797854443105077,-177.96055605477113
108,0.9284740525311279,-145.40913102528205,-105.84323396571403,-19.538932843221808,-3.2130045994919447,-17.847739319459706,-178.57998423137983
109,0.9149331018587805,-145.91042794594327,-106.27133323723692,-19.570695906285568,-3.2232284489834453,-17.890382718697303,-178.9676649623395
110,0.9178813942960615,-146.4145270473959,-106.70231936407376,-19.598068286337345,-3.2605346443842538,-17.928665208861645,-179.30870880778517
111,0.9255354299960951,-146.80666096796958,-107.01925394528563,-19.64727546353171,-3.2432896700314124,-17.97178696115493,-179.45210280055124
112,0.9133688558941507,-147.15925872446684,-107.27656926810005,-19.674457903459018,-3.2323963780976452,-17.97817265892967,-178.84371698705013
113,0.9257139414387275,-147.38979822441772,-107.47349222108247,-19.69192596340212,-3.1816632384064913,-17.956908513111582,-178.15501392805874
114,0.9204717266404596,-147.72397006695587,-107.73445187427065,-19.70026671779764,-3.1161397305460743,-17.955992048187948,-177.76130456849418
115,0.9171336949680823,-148.11179057118613,-108.04025598655893,-19.72951957795635,-3.0536280993838423,-17.980275132508165,-177.70257331370198
116,0.9202759448110378,-148.41935095321443,-108.28815938071868,-19.748178006899877,-2.971621415991959,-17.947457647140293,-176.8822199559903
117,0.929905415988915,-148.82261706618,-108.60031031592598,-19.80755900029695,-2.911970536726431,-17.960228145444916,-176.65202545504923
118,0.9262835109451377,-149.20199353737428,-108.9120851572014,-19.844531736513844,-2.8450347687012654,-17.979104842793607,-176.78324221765766
119,0.9218932781427157,-149.69656835341698,-109.3104062170476,-19.890088394015397,-2.8190218407970016,-18.09044691078882,-177.53415218300734
120,0.9227408322535933,-150.1473957252815,-109.68549095048985,-19.941376549439838,-2.7400955013691877,-18.109319453347993,-178.06917908836166
121,0.9172477501638954,-150.5998327570116,-110.05407972354429,-19.988927867891004,-2.7011882877555835,-18.184165159164692,-178.4671066719455
122,0.9314769975786925,-151.00603200146622,-110.36688567049397,-20.01718297583307,-2.689547876554213,-18.190701159520305,-178.62480523803706
123,0.9186240339445371,-151.47897397624286,-110.70208416619789,-20.066116271859638,-2.6781438455690765,-18.186462632619243,-179.02072671232196
124,0.9280094058062766,-151.71561684615946,-110.87628751041694,-20.07332933530652,-2.638893874455523,-18.128214608744493,-178.2390344385948
125,0.9142521888257062,-152.2813142047971,-111.32648720038515,-20.12359032358987,-2.672783837232026,-18.23731259079278,-179.38680644122
126,0.9223731965565853,-152.7537438593165,-111.67707006293207,-20.15229224950222,-2.687232475942132,-18.29378364185191,-180.17393359973158
127,0.9198543910207796,-153.01467693565954,-111.89015567419803,-20.17791196331583,-2.620184951811103,-18.226276273232465,-179.61000334042694
128,0.9229987749126005,-153.52477574981805,-112.30141834363388,-20.20769023337478,-2.601576727145558,-18.283129785466414,-180.22135759054487
129,0.927102466050405,-153.92817614849866,-112.57827511972985,-20.225215383716215,-2.6105704799220755,-18.30853777102471,-180.67000739984132
130,0.9204771371769384,-154.2490853275605,-112.85499011422496,-20.261170939331464,-2.548005314959061,-18.31627597423345,-180.6250491275192
131,0.9175781013958547,-154.46594244564545,-113.04532746010187,-20.249362551932666,-2.482571993369104,-18.255397999805005,-179.83240436449617
132,0.9210730484602531,-154.7956391524301,-113.3318317343539,-20.272790545365577,-2.4896332121495965,-18.251463056230087,-179.86770248492564
133,0.9239743398478293,-155.20408338680198,-113.68068083823277,-20.28012444450832,-2.490992825571187,-18.29108287517489,-180.2446363157348
134,0.9256680752743744,-155.53536384958392,-113.98825757392044,-20.31767906297996,-2.4476600864624753,-18.373130505287822,-180.42666890310684
135,0.925118194296172,-155.877276503195,-114.27901363582214,-20.35037715235307,-2.433075191395032,-18.352433049614653,-180.5383547416962
136,0.930777010947168,-156.0045860896043,-114.40132048012826,-20.361812537488458,-2.3845645421492536,-18.28345044228868,-179.63373496373583
137,0.915805109922757,-156.25689934384036,-114.64188700781011,-20.376506481614705,-2.3517954024883507,-18.26101302415815,-179.57550994065767
138,0.9287369466429926,-156.51363452710405,-114.87906187118737,-20.376970632404774,-2.3360545935670545,-18.254442569474786,-179.32033580116573
139,0.9279081647985095,-156.78519095525772,-115.11422438726854,-20.409796048280594,-2.2931977673717157,-18.227833049436498,-179.0244968014078
140,0.9210115797684046,-157.14051420677987,-115.40073633402015,-20.431873819938538,-2.2968994263078644,-18.250296241157436,-179.2664840327603
141,0.9342152520052676,-157.2453571958766,-115.49150424344553,-20.41603072063975,-2.27649733205316,-18.184265790153095,-178.29636898285918
142,0.9231261036351458,-157.71369401380264,-115.86398078289028,-20.45212713866355,-2.2821856219959207,-18.250729154479533,-179.0993534408778
143,0.9138146466339561,-158.0820041599838,-116.17747983954513,-20.491880574407098,-2.273472914426121,-18.290558772770776,-179.45969770071045
144,0.915237672145713,-158.4153649668135,-116.43368696873796,-20.494253097631944,-2.289111702938537,-18.308246758971706,-179.70342382228964
145,0.9185091216624381,-158.63801916419774,-116.614680425292,-20.537973496742904,-2.253183472709139,-18.276691159735723,-179.39459022917214
146,0.9145693973662897,-159.0474774535263,-116.95787469667447,-20.584197658965238,-2.260931372042902,-18.336216247191487,-180.04942765683145
147,0.9237431347697508,-159.33018858401715,-117.19019939973644,-20.60826739427117,-2.2303888156327307,-18.34815095393259,-180.04941856470248
148,0.9178989385829629,-159.60209078268082,-117.4385352324023,-20.6069684598313,-2.2171548256340516,-18.321205162817815,-179.925436893841
149,0.9238198393356801,-159.95176480163852,-117.72988944505272,-20.611608039041027,-2.24883759714033,-18.318794951068973,-180.11590743479258
150,0.9176120121565914,-160.21053367721765,-117.95571284706189,-20.629032065773277,-2.2684527355729496,-18.3269797110219,-180.13963675713325
151,0.921483194024542,-160.5513039807028,-118.25437039831104,-20.67022456099686,-2.2464905641221793,-18.360133863760954,-180.4445886810966
152,0.9219632344106692,-160.8481348169442,-118.50536201992858,-20.69583171535263,-2.250426066146103,-18.353395976175154,-180.66517501228947
153,0.930765053698564,-161.04953654608585,-118.66982154066683,-20.69769205968629,-2.249255482390814,-18.337805805975375,-180.2581848170512
154,0.9256331031140191,-161.21589594634975,-118.81516657397128,-20.70481738210689,-2.205038303543955,-18.28542900065094,-179.61707465999984
155,0.92797213387854,-161.4239983587772,-118.98664389788567,-20.721141096087408,-2.18731261481867,-18.249729981662487,-179.23804831582024
156,0.9257168866636323,-161.68072061917988,-119.2091629696994,-20.76397079990971,-2.166151990059849,-18.272522312703202,-179.34543808718922
157,0.9280608226812868,-161.91549751901752,-119.41366563839087,-20.790056302546443,-2.1610091596217704,-18.254577365801907,-179.28343818552852
158,0.9206051437216339,-162.1711234323408,-119.60647958111826,-20.810173136677292,-2.1294087465669,-18.211449569447996,-179.04495935906155
159,0.9287993436047042,-162.5100600126368,-119.87911451155844,-20.82418451057425,-2.1295188240254754,-18.202385873118445,-179.32232070585394
160,0.927440435056936,-162.96194447159425,-120.23117670697705,-20.84752143223369,-2.157208573768319,-18.291377478563664,-180.24051492146353
161,0.927277683547371,-163.1944201446668,-120.43780700822899,-20.863627367129176,-2.1490968475120447,-18.262464942683263,-180.2326318703291
162,0.9222808870116156,-163.35514286966924,-120.57357661950931,-20.870136775659848,-2.136891152648631,-18.209626561765948,-179.81304564474758
163,0.9260408113614937,-163.49610399825346,-120.70801505105126,-20.876385449288392,-2.0936903008640164,-18.143780859697635,-179.21103538527802
164,0.922701062215478,-163.7431461568341,-120.90744040183039,-20.876790129287215,-2.085109133777351,-18.120568288648577,-179.0975622974249
165,0.9286171087492767,-163.93920295177384,-121.0640003294164,-20.877722346608326,-2.0797674407815085,-18.078152186505967,-178.79917662068013
166,0.9266296139672567,-164.1901996568217,-121.25813907034492,-20.895438908446984,-2.076878985628038,-18.082211807947587,-178.75824389106415
167,0.9315474408859623,-164.34184186104997,-121.39949534717137,-20.88231389575412,-2.0778475773516694,-18.035592979069527,-178.27298240292887
168,0.9267408051317406,-164.57067149542522,-121.58400604648145,-20.88294819586287,-2.105630637617823,-18.064802268871382,-178.34418551817743
169,0.9228995057660626,-164.74354088517694,-121.72504923237614,-20.86977118981529,-2.1108793773461465,-18.021909911160517,-178.08969296312725
170,0.9238283627510652,-164.94685781105582,-121.89873641094822,-20.860712738041,-2.132813227035125,-17.988122613773445,-177.92408874718055
171,0.9273038465003153,-165.0952248439444,-122.02666242934016,-20.858746245994066,-2.11541885844907,-17.984971919497603,-177.5054240170308
172,0.927749189446444,-165.30155234889838,-122.21799037640002,-20.855856508490938,-2.109410243999411,-17.995280547323958,-177.45004145130372
173,0.9333819153458432,-165.498424638071,-122.40257018056032,-20.870090595086296,-2.0902769568274655,-18.006475525189988,-177.3028992180284
174,0.9303437424352456,-165.71595290378394,-122.5940364551384,-20.877609914009383,-2.1000506098360168,-18.048203194757114,-177.46014757741077
175,0.9246157150308348,-165.89003028899745,-122.76313891215342,-20.88544380548966,-2.0830385821550967,-18.036907493140394,-177.27891628898533
176,0.9330139215331766,-166.01442804872315,-122.89432485800424,-20.878603554569924,-2.075983512381102,-18.017411561983174,-176.88718382638802
177,0.9303509564693477,-166.27937424230018,-123.136824506251,-20.892861280626644,-2.1040014691222675,-18.082219332643298,-177.3182256032777
178,0.9222255017709563,-166.35282225389165,-123.23377866618577,-20.892626439110977,-2.071760937447291,-18.076534945752957,-176.72729564446897
179,0.9200338736994919,-166.64496302499586,-123.47833351062744,-20.903120137212625,-2.0916552838510514,-18.145738978272778,-177.28836382914776
180,0.924421223313215,-166.87229856929403,-123.67417170499752,-20.92062199044222,-2.093803319080107,-18.181856154469518,-177.55647823690757
181,0.9292348253340523,-167.0829700167883,-123.87873334214139,-20.9374818013449,-2.113198453476557,-18.21535742467565,-177.72995498074988
182,0.9213661398467433,-167.17601664277666,-123.97196049104684,-20.933053211317862,-2.1092819771059106,-18.19652894122579,-177.36100173186568
183,0.9238830170550084,-167.22345058673037,-124.03194969476378,-20.922970560575198,-2.0934948812024228,-18.140915234627563,-176.7176845118882
184,0.9281913285360102,-167.42167735143022,-124.20275768910567,-20.93134608687245,-2.1223946028413896,-18.189287826806947,-176.8652759274462
185,0.9232765463760151,-167.60746194064944,-124.3596052021481,-20.94635027970505,-2.1361764360947797,-18.227504101597262,-176.94922335594654
186,0.924298330510525,-167.81823594485834,-124.548603478037,-20.96367969940668,-2.1462583926892833,-18.305613703494622,-177.23656913412
187,0.9210344930923912,-167.97588826514558,-124.68667696364548,-20.962391423174,-2.1455678390711244,-18.31562298953253,-177.09655237776624
188,0.9271252591779485,-168.14573710931222,-124.81701391625195,-20.971396028803404,-2.1428452195395384,-18.333389689788564,-176.99541269458211
189,0.9260118742653929,-168.26896023477974,-124.94820532386045,-20.952997501537048,-2.14692979484685,-18.334618963401677,-176.82583939142697
190,0.9245221320491097,-168.40254094800324,-125.06623676669325,-20.958641508976118,-2.150999741471348,-18.344106303031204,-176.75140575447176
191,0.9267095161578289,-168.588651336015,-125.22211994604007,-20.979650299065117,-2.162750411589433,-18.36339129703981,-176.9410968001197
192,0.9271743031463093,-168.72362551525845,-125.35022169206312,-21.003163049355432,-2.151283213571231,-18.342415133530842,-176.84071619646295
193,0.9183551491243799,-168.85812479097578,-125.47498049961288,-21.014826280998435,-2.147042427573568,-18.343501231619317,-176.65894287963886
194,0.9366804954122884,-168.9202088609781,-125.55965525599089,-21.01381907712904,-2.145888858403187,-18.298303925609368,-176.25113842230556
195,0.92064397921485,-169.03386938321708,-125.66672007797581,-21.007387264142334,-2.1680997543536864,-18.270650699891842,-176.10126299187408
196,0.9225140937987286,-169.26034812789902,-125.86137252713417,-21.012911085614263,-2.193972651512607,-18.35011452838497,-176.59395645441867
197,0.9216330219945766,-169.3214818543876,-125.94408694934384,-21.01752625728396,-2.173371187796258,-18.32553688102235,-176.14876311501231
198,0.9319945643967991,-169.54506644347634,-126.12064097956606,-21.024360743968845,-2.211553110093971,-18.39459707200523,-176.620371665744
199,0.9281548170968803,-169.69467663681365,-126.2431710344681,-21.02394853143913,-2.228977871643869,-18.399145419976385,-176.87887570641948
