episode,service_level,squared_starvation_penalty,squared_congestion_penalty,starvation_severity_max,gross_starvation_risk
52,0.9379963439120141,-2.182017777611994,-1.695361107722167,-2.207825628570286,-2.6630900673312534
53,0.9312789180211176,-2.2298987994368233,-1.7434899085209554,-2.354729039318573,-2.703239405089994
54,0.9346444061553086,-2.258112690668008,-1.7656849179409158,-2.377519046078303,-2.732258744514647
55,0.9241099220348027,-2.3131960309255524,-1.8205200423205459,-2.553694527181367,-2.7584666506465068
56,0.9315527875920714,-2.335631185673335,-1.8350426500441708,-2.5535749029974535,-2.784877114052732
57,0.9285501104279831,-2.3519108719283297,-1.8574885833142092,-2.547733605044276,-2.8002394426476047
58,0.9292348913367073,-2.3691374926458986,-1.8774976119569189,-2.54363087631242,-2.841443540036696
59,0.9383403707363819,-2.36638648523221,-1.8804708271143575,-2.431169758066341,-2.846793298580383
60,0.9251743064827177,-2.4247654907094636,-1.9312491198377615,-2.640518023253392,-2.884476022525435
61,0.9288093623795065,-2.4582453759159835,-1.9436284165509574,-2.655602801344508,-2.9047391039644
62,0.9356370587181172,-2.453406994706555,-1.9319857311035444,-2.5268680176111085,-2.909696929355864
63,0.9338398037925465,-2.4512847608526007,-1.9330370754580841,-2.3813170651294024,-2.919107646944009
64,0.9353103779820924,-2.4479013187254384,-1.9408875446998648,-2.31172073772707,-2.9505336916792504
65,0.9339483283591089,-2.4538748829424586,-1.9509228233587843,-2.2877687423268007,-2.978185277038682
66,0.9222577531072764,-2.509157977917066,-2.009888351516096,-2.467326085473468,-3.005924448299802
67,0.9309994623334727,-2.5249913714175634,-2.014628736895603,-2.437657179508306,-3.0253209558580734
68,0.9338739116124593,-2.5238453008820496,-2.0220623247794176,-2.3617369818085336,-3.0458993499038125
69,0.9367775208963187,-2.526421095241122,-2.0304749099152484,-2.3421034920140604,-3.064245223186308
70,0.9318276746822602,-2.5400010037730074,-2.0424203275676773,-2.313012233186406,-3.085649356228849
71,0.9328398304578831,-2.5546820734963074,-2.0581997997826753,-2.25706220858204,-3.107477866807922
72,0.9267746175908221,-2.5849705245075927,-2.093009246163196,-2.3358596211876756,-3.1309984434995375
73,0.9333313276572701,-2.5863847796586987,-2.1031177518623316,-2.2606481968248437,-3.138384362352832
74,0.932255928734802,-2.5983619363142156,-2.1166054303410125,-2.2462961873828,-3.158817625371187
75,0.922401476366234,-2.6443748977547354,-2.163532978410907,-2.3777932565488045,-3.1827168601654314
76,0.934011211832061,-2.6573304182679243,-2.1614426365836756,-2.343964275301797,-3.1966679585061826
77,0.9388052895576835,-2.6607767517247347,-2.178600278067751,-2.2947134833155944,-3.1894717117196394
78,0.9318886389885114,-2.668626455503674,-2.199841170702479,-2.2751901258561515,-3.206551454562337
79,0.9393957777238534,-2.6487169020507015,-2.1904844653751225,-2.077734185506804,-3.2199117684816967
80,0.936091703717146,-2.6453195903966877,-2.1942399802432875,-2.0139334669574795,-3.2249216714820226
81,0.935783892657208,-2.6685001854595773,-2.2249703145887922,-2.0977534439734327,-3.2409177107959164
82,0.9315439472813167,-2.6994036179083563,-2.2625780220454024,-2.1836654128973887,-3.255904265903668
83,0.9317998265083306,-2.717126942721577,-2.2841621738211786,-2.234148472816101,-3.2704428367213154
84,0.9339751997138428,-2.7396450704857376,-2.312644810629689,-2.3291505267469783,-3.2990472698255755
85,0.9358157319737801,-2.7709304485647626,-2.3373565915179024,-2.4424427013198846,-3.3309006765153253
86,0.9335858813625567,-2.783865192679688,-2.347510730517927,-2.4644317218325273,-3.358106751539839
87,0.9270396549658559,-2.8318352035598116,-2.386194472517077,-2.6191089359166844,-3.3843428703599794
88,0.9285369823376937,-2.860970086536736,-2.4128774454606514,-2.6879304311931156,-3.423579719981369
89,0.9380464726314529,-2.8337932541939517,-2.3790915716395227,-2.4814889789436285,-3.4188310500275882
90,0.9334771774144532,-2.830361751450126,-2.381778883301573,-2.3946075018464312,-3.432771502756919
91,0.9349146571098828,-2.8379352796134762,-2.3886904323706997,-2.3602499919557958,-3.444751253519689
92,0.9292478436576392,-2.850085620207712,-2.398804666206114,-2.3336408060985314,-3.4577621040875037
93,0.9366610738255033,-2.8631898602874157,-2.406728526791521,-2.321491484468538,-3.459770335228652
94,0.9390494618454468,-2.868821746881412,-2.409888507294173,-2.295656152033458,-3.471181727583467
95,0.9286331278110387,-2.8995829527795856,-2.4391691998836387,-2.392662009374642,-3.4861571050592004
96,0.9344432573599241,-2.921314046103291,-2.46245183043857,-2.4562775222504354,-3.5164070105943512
97,0.9341197551142303,-2.92995144293205,-2.4768439875894668,-2.4598619128848283,-3.5243655994500367
98,0.9307819300615339,-2.942869250029636,-2.4857206770652858,-2.4643411694713606,-3.5338572988665984
99,0.9276559814239619,-2.9542884785252626,-2.513699357829733,-2.491368403796954,-3.5583686460971804
100,0.9328859060402684,-2.9616480599482458,-2.521090048376782,-2.453432894374863,-3.567957554798947
101,0.9353903190121685,-2.970784391604951,-2.5292876758033693,-2.4437222407778747,-3.5724970971913192
102,0.9326963024511841,-2.9740345874498177,-2.5409347788817525,-2.4028492097581924,-3.5760127833616404
103,0.9349517207978932,-2.9829500017338804,-2.5544755981433727,-2.40790896454322,-3.5919543648746974
104,0.9285542313711328,-2.9935908969970706,-2.5651577161833075,-2.397748476207639,-3.6053909683184053
105,0.9357070435975428,-3.005434359829211,-2.5713402356885418,-2.415689754384944,-3.6147501316798993
106,0.9333096737941029,-3.0151127500077703,-2.587736177505686,-2.398839288922103,-3.6295371486946277
107,0.9326957242686249,-3.0225602424291655,-2.595720769140966,-2.391152266254498,-3.6370187050644636
108,0.9341510457476945,-3.029058864383831,-2.6038317370552693,-2.377309109241377,-3.642024753953047
109,0.929339751589707,-3.060790541672186,-2.633723957717342,-2.473420175136073,-3.675413416790578
110,0.9312878651550597,-3.0849206480151725,-2.6573193257550276,-2.5506626332845066,-3.698090778232992
111,0.9332037092431947,-3.084624380339175,-2.6621123691936313,-2.5074635438182376,-3.6947162060522594
112,0.9415588252673875,-3.055967440153201,-2.6366383822126016,-2.321021311571641,-3.697896577336538
113,0.9245890880887748,-3.0942912228084403,-2.6672621868741166,-2.4381420571934025,-3.728836076490919
114,0.9379549085744718,-3.090995437184056,-2.664556223025649,-2.36442515672643,-3.7285149185786337
115,0.9383479768095153,-3.0947941908873378,-2.6747659357863394,-2.3662800083044777,-3.7388057442758664
116,0.9274468085106383,-3.112826127319693,-2.7048589532742424,-2.4269302389573273,-3.7467279280297916
117,0.934389343893439,-3.117070197272988,-2.715084026020476,-2.402473479329023,-3.756351216064049
118,0.937579233323272,-3.1208784918398385,-2.7259106147101453,-2.4034607746369847,-3.7605675981694673
119,0.9365898508170952,-3.117830437221599,-2.7186920322891814,-2.359304961468758,-3.775686733570045
120,0.9286287327291636,-3.1305559768576705,-2.7231744428606977,-2.3951210694825464,-3.791309130386641
121,0.9236625330835341,-3.1558572163538545,-2.751358860227312,-2.4842610007355814,-3.814867949111157
122,0.9250763139601657,-3.196006933477631,-2.78934750802822,-2.6221219175010693,-3.84238177930758
123,0.9426322719655255,-3.19353151964864,-2.792581314651731,-2.579246372235751,-3.847157545766386
124,0.932287143242191,-3.2032699842129713,-2.805537396573132,-2.5777220206334213,-3.8558775021360567
125,0.9352989836917986,-3.205109820878409,-2.8040983159957458,-2.5374736900693544,-3.8624494232124826
126,0.9266502196281364,-3.2244964817034183,-2.818131372891018,-2.577926047529524,-3.8827100539222763
127,0.9342323089426,-3.2401428466031716,-2.834342173209923,-2.61914281448388,-3.9003348229510335
128,0.930609694408903,-3.247057306799131,-2.8410147615668673,-2.606874318838836,-3.90850269161912
129,0.9383026411436879,-3.2379692643722686,-2.838181068454513,-2.502174743534237,-3.902639579207221
130,0.9302436693741042,-3.2530797016755666,-2.8539953658046247,-2.525456293792718,-3.926771081934431
131,0.9441975756476527,-3.2417163511905676,-2.8591689121069797,-2.4465184212994577,-3.9158514387048258
132,0.9270623742454729,-3.2641706074221997,-2.8757508214824385,-2.5101304461417797,-3.9496811478071865
133,0.9352164386806419,-3.2608131936401823,-2.8768381297100545,-2.445680521047284,-3.9526112661321453
134,0.9318486065474018,-3.266541090875222,-2.888322048700272,-2.437222298535455,-3.969141168953854
135,0.9367628080074432,-3.2732893743596585,-2.901490381351879,-2.4438904098341196,-3.9685300653466298
136,0.9330650731209273,-3.29556834271134,-2.9254775517962255,-2.5248361936217956,-3.9909375073513376
137,0.928902858853465,-3.301367563600368,-2.939276780361455,-2.5243727874146753,-4.0051096782845885
138,0.9321538368798601,-3.3092052931262694,-2.9518975784492376,-2.5272261015782105,-4.020061446553814
139,0.9388453571106908,-3.3111953308326703,-2.9540833412273266,-2.469825758677844,-4.020485193584323
140,0.9354393129541769,-3.3232922887669307,-2.962259200099938,-2.482066072234125,-4.020713271912619
141,0.9308336799572167,-3.3264266881802054,-2.9563231154757017,-2.449428318161439,-4.033278826680377
142,0.9359822072613609,-3.3291125302605433,-2.962795278159304,-2.4135753544293133,-4.045567109580446
143,0.9404800566856603,-3.334091436593892,-2.975852141899618,-2.4026876722016413,-4.056836427283988
144,0.9412131839391328,-3.3306173589988717,-2.975702614493613,-2.3636983164529854,-4.06403604380374
145,0.9305251148407242,-3.3511439820499063,-2.99654480237798,-2.428063210909307,-4.08991801621595
146,0.9266260526787314,-3.373285511901265,-3.020547556026613,-2.5028479350122157,-4.11018373863498
147,0.9315105495363006,-3.3913272832466395,-3.041157339708451,-2.5573926338834787,-4.1296921145143175
148,0.9342605442587341,-3.3901226082581735,-3.042290768244094,-2.5064758046221383,-4.140150236523845
149,0.9265903917575177,-3.40217410367316,-3.0631996272432107,-2.544110474954066,-4.158554567530813
150,0.9325907490591234,-3.4079832993563985,-3.0800445741964153,-2.544821025839662,-4.175733403021395
151,0.9371818181818182,-3.4248265664131363,-3.099252284123517,-2.5860390011627103,-4.1888321456355735
152,0.9409216343728672,-3.4314517920798018,-3.1021022805218434,-2.586623908432161,-4.193665287561374
153,0.938472163834004,-3.4318718130207833,-3.105247566767413,-2.5466003620028266,-4.202573652116733
154,0.9270830210175997,-3.437668829478519,-3.110997909227958,-2.552864211775049,-4.21085248629957
155,0.9394205443371378,-3.4228877650170113,-3.1000607501993773,-2.4352985439201533,-4.205851873538293
156,0.932152065719254,-3.440599967577731,-3.109283513237485,-2.486645594891265,-4.211499130454003
157,0.9353220298002236,-3.4451084076057064,-3.1104902788488595,-2.4473425510928988,-4.213841382983465
158,0.930142651642292,-3.4556355790569477,-3.1261475396899243,-2.470737933732225,-4.231325251191641
159,0.9325039624390682,-3.454816575003991,-3.1284160418964526,-2.4398694819990085,-4.2297338028752165
160,0.9350866207472344,-3.464324327020773,-3.1453776077143436,-2.474490595069484,-4.235672405716251
161,0.9398433544775008,-3.4569802193154913,-3.144301121419376,-2.4058752274640978,-4.233897563674221
162,0.9316935797956799,-3.472212199781386,-3.1571369380262233,-2.4653726962425644,-4.2558132158655155
163,0.9335044615572669,-3.4703921772408313,-3.161759568544942,-2.4303640483515654,-4.253481555794564
164,0.9323719097097815,-3.489867531248756,-3.177165492585668,-2.487938323749317,-4.263134851590969
165,0.9338380513495721,-3.4994537514946287,-3.186808128965265,-2.498478073824746,-4.267094686394614
166,0.9318003500513006,-3.508185349127349,-3.200328969328004,-2.5125358430509976,-4.277339664296277
167,0.9344077069457659,-3.5131099805903787,-3.2118898610694524,-2.5239202394876057,-4.285095281074233
168,0.9360103393345556,-3.5168302475813236,-3.2199244619684078,-2.514947645556843,-4.2946635832844136
169,0.9224884355355236,-3.5526610393537963,-3.2484205808379842,-2.6674922827455934,-4.32429884927188
170,0.9391372977567314,-3.541278478928027,-3.2393211940280007,-2.59567741091092,-4.334658633242036
171,0.9338066402171643,-3.548087439275034,-3.2464616216527338,-2.5859653489189385,-4.34135871854896
172,0.9335163343488884,-3.5568037574984386,-3.25743116933108,-2.6063869596017897,-4.355630128703179
173,0.9403353502513622,-3.5536909563013372,-3.2612071142315084,-2.573913468520814,-4.348728575523035
174,0.9356041247031236,-3.56143572446379,-3.2704053907134254,-2.5853838613680273,-4.356096561525036
175,0.936000478054319,-3.5631462017543343,-3.2711841542146134,-2.5585270229670942,-4.365327663838972
176,0.9306419469774745,-3.5860939483832492,-3.2943357660626265,-2.6463627703338664,-4.382473127869195
177,0.9305878445699103,-3.5919352303455474,-3.302599331825676,-2.6542971672048306,-4.392828851017618
178,0.9363800076757299,-3.593811499555027,-3.299481205204013,-2.628935855981315,-4.399722611877197
179,0.9396598516374163,-3.5926483735964867,-3.2973439693001656,-2.5779333029212017,-4.405992207507222
180,0.9338425452577134,-3.6075982399417708,-3.3131720772686655,-2.6153798805666626,-4.4263014466833175
181,0.9432051091638199,-3.599748717779821,-3.308768842061937,-2.5345429497970473,-4.426772862586702
182,0.9302582145625857,-3.620159106502556,-3.3293473717661954,-2.593836925006452,-4.441687408604463
183,0.9261323003575685,-3.6330382393050535,-3.3424879985045766,-2.6596125253515184,-4.456502692898731
184,0.9359483763032892,-3.628938138935412,-3.34245776857709,-2.6239876973429186,-4.461631800884183
185,0.9323888675283192,-3.6364956969614184,-3.352270573814784,-2.645279454381059,-4.470934254589988
186,0.9343584210053053,-3.6445853986333434,-3.361653237837155,-2.6585848457767876,-4.475590985470841
187,0.9364663352914595,-3.647917621631152,-3.37184728982737,-2.645658887975343,-4.4731493346166555
188,0.9427260265808451,-3.6393336173897097,-3.3720925605537477,-2.5972416061220502,-4.478822987561185
189,0.935823092870234,-3.6467768535595737,-3.3815180095371535,-2.5944591923579616,-4.4797788246259325
190,0.9366435833210549,-3.6466684566328578,-3.3827162389128325,-2.5716008631260157,-4.479755269517445
191,0.9356860854103252,-3.661070407109116,-3.4006100299253528,-2.609005662221327,-4.4895071334949685
192,0.9315626673011719,-3.6784790646135557,-3.415417814269552,-2.6573075990774027,-4.501632390395895
193,0.9362831858407079,-3.6808955374112062,-3.418038738409938,-2.6445973187891965,-4.510355033583812
194,0.9377791098456466,-3.679494107709219,-3.413382202080866,-2.5937532275238975,-4.5133929433859175
195,0.9267856610745254,-3.7024058417595254,-3.4341070139750958,-2.6835310392988796,-4.536291704670855
196,0.9276748536600085,-3.725988629332876,-3.45690422097783,-2.7711361111522708,-4.549108291685758
197,0.9353039932845665,-3.730951991417093,-3.470657709645115,-2.7827473390646578,-4.562357971665374
198,0.9460142772159429,-3.714095434690206,-3.45651372382079,-2.6703335820062843,-4.562551805705609
199,0.9303275051033993,-3.715644669139749,-3.466838688701367,-2.663274477781282,-4.572175947970132
200,0.9380133744541818,-3.7158394970074684,-3.4715536182921016,-2.6433594085664986,-4.566071098560288
201,0.9316837332212246,-3.7352559661277693,-3.4866125854553047,-2.70274165473713,-4.5850070753611645
202,0.931549057515708,-3.7381745206109978,-3.4964564227984667,-2.6976807125442863,-4.586044369337385
203,0.927372962607862,-3.760305977426597,-3.5179468314151605,-2.764833336703112,-4.601301225035412
204,0.9360140798854518,-3.7621577859311035,-3.516781137461085,-2.740852587623595,-4.601208512222903
205,0.9322751954173877,-3.7592494519469812,-3.5201635045655504,-2.724919527335016,-4.610493899094947
206,0.9394350078303819,-3.7545906100825874,-3.517294350942176,-2.6579095782660813,-4.6048321984476415
207,0.9296900733642761,-3.7623292451208616,-3.526659967948067,-2.675309344954963,-4.618131574837614
208,0.932498344071777,-3.7724752042336713,-3.5423230018285192,-2.7023290471263475,-4.626763898773052
209,0.9303957422769304,-3.7866797907712524,-3.563334055006628,-2.763569691306319,-4.633918836394094
210,0.9408380275326084,-3.7816188180916224,-3.5658600262875195,-2.712369921091488,-4.6405207200069984
211,0.9354563129676545,-3.785092276758708,-3.5742298888169817,-2.7110064955050297,-4.641358663371778
212,0.9339031846377586,-3.7903302594176966,-3.5840369780199732,-2.708213010853094,-4.641294533846874
213,0.9409659040062047,-3.7896822711155003,-3.5825533644353778,-2.67264790619972,-4.64417502248817
214,0.9314240207645116,-3.8008015529096593,-3.5919950807381373,-2.698917515723606,-4.658149420899932
215,0.9416593728307125,-3.794562511877429,-3.587043458818298,-2.639868357284634,-4.65942527796914
216,0.9339602800228345,-3.7975390517966265,-3.5908891321524194,-2.6140954691290452,-4.659432196849007
217,0.9384866137454347,-3.8012365648738546,-3.590593518388568,-2.613191006323678,-4.671209977338671
218,0.9339784235357754,-3.809019446672826,-3.599117326944606,-2.635378767006814,-4.675919835543776
219,0.933385181418444,-3.8164849368091427,-3.6115154306460058,-2.6506817119258663,-4.685344245997833
220,0.9277266362796794,-3.8302002176210084,-3.627641107918945,-2.689040082593741,-4.6950258327047285
221,0.935194145397363,-3.8399634333983004,-3.639162066042682,-2.722716914526821,-4.698521626238176
222,0.941662687992361,-3.8308568815198916,-3.6373336029985106,-2.657756785766985,-4.69402328544506
223,0.9357440556505052,-3.824617624670717,-3.641834670909938,-2.6182793473123223,-4.698848727528187
224,0.9344697082575916,-3.831664923039097,-3.6514317206920612,-2.6328304177654367,-4.708838842474541
225,0.9384137702348295,-3.828799947692321,-3.6566487162846117,-2.600273233470734,-4.716014767055735
226,0.9335519451483083,-3.8344020283193427,-3.660952753411158,-2.603200014950053,-4.725976276851342
227,0.9406381769789767,-3.837304156828577,-3.6652704411446178,-2.6027780312408546,-4.734843099728376
228,0.9247581512002866,-3.8606536204691135,-3.6839778914750454,-2.6889908959498334,-4.7509343152510235
229,0.9326276981625736,-3.8788696015625597,-3.7023715275542237,-2.7468993716060375,-4.762599537281803
230,0.9375712827900834,-3.8850301522184143,-3.708123259487243,-2.7576646426587135,-4.773179762577373
231,0.9382690177528964,-3.890637184788236,-3.712893435645001,-2.7516151015836843,-4.778517105678737
232,0.9318839283051504,-3.9035382200382673,-3.729478991185888,-2.7880659477147653,-4.789176380032464
233,0.938935641340481,-3.903186928184824,-3.7326080911290576,-2.7700817159465982,-4.798837058033866
234,0.9323428436131171,-3.910244578366934,-3.7426443084466547,-2.7875981575626954,-4.8059741041661646
235,0.9269535158737379,-3.9152521691907904,-3.754735823247946,-2.802630850131105,-4.8200498094258215
236,0.9326000959002637,-3.9216992155404937,-3.759856178327199,-2.8062130038001123,-4.832921795839129
237,0.938162278990184,-3.924604974983093,-3.7569700591355226,-2.796233977105974,-4.834076840084203
238,0.940251572327044,-3.926821383494774,-3.759072367234621,-2.7817648871243215,-4.836703104080944
239,0.9442359088315666,-3.91995168648465,-3.7547706620568664,-2.730860567392622,-4.842060862459973
240,0.9288542255827107,-3.9298121047883874,-3.76136400731121,-2.7463333840362125,-4.855377656327401
241,0.929758824753918,-3.941581649428358,-3.7758286217662733,-2.783915083701772,-4.865380262118778
242,0.9405262998516186,-3.9392068822296804,-3.774315114882009,-2.755498170509984,-4.871907902267614
243,0.930113297555158,-3.955041979627728,-3.7881669828439746,-2.8006527556612832,-4.877742081196777
244,0.935836961780358,-3.9618170310580823,-3.796725900938472,-2.815023109230634,-4.887475601779044
245,0.9310087024133497,-3.972366384623091,-3.807967314645441,-2.8580262243962387,-4.89578660071175
246,0.93620554314353,-3.9736098123768846,-3.806875519117763,-2.820318819355183,-4.902804030255818
247,0.9335596071246208,-3.9738249184307786,-3.8124363775525505,-2.811183325578981,-4.908979220345247
248,0.9302926506820504,-3.985884819121761,-3.8246266206983943,-2.839212776068993,-4.920451013900279
249,0.9311365607152469,-3.9924618128503955,-3.836736533404594,-2.8687202457620877,-4.9281930031089045
250,0.9274882082512389,-4.007958821927959,-3.8518401749735394,-2.9234939775752258,-4.941018469952656
251,0.9337505587840859,-4.01355191929819,-3.8638357687073466,-2.9459689416684456,-4.948939716351609
252,0.9343896783399727,-4.014231646675403,-3.862237472206027,-2.9205155036107935,-4.954921614677342
253,0.9339943940444257,-4.01550869696566,-3.8693839313769276,-2.909552393773198,-4.9576372283172985
254,0.9324420889656404,-4.023554189824525,-3.878467310387737,-2.915991615572745,-4.964783706714997
255,0.9315023558179758,-4.029294540788781,-3.8851504157687926,-2.911074076510635,-4.9644375544583115
256,0.9330500416022822,-4.032982030148587,-3.8902642557659064,-2.935500962430823,-4.974397958446049
257,0.9302985922228533,-4.038919966468359,-3.90014434435348,-2.9400168099192094,-4.9898126762058075
258,0.9344795399114751,-4.044193355761867,-3.902288478619374,-2.9361072269706203,-4.996058627181193
259,0.9298690451331921,-4.058521916623033,-3.916983122025981,-2.9940669412603165,-5.013883184939837
260,0.9394948821997456,-4.053966837478095,-3.9170670936202248,-2.9464494441133566,-5.018917507896423
261,0.9474632150924965,-4.0375088485826165,-3.9057056674881734,-2.843665816114455,-5.017222745335566
262,0.9343267600606764,-4.036326038959934,-3.908965044545251,-2.8305909284212274,-5.0166244334734404
263,0.9425492117217422,-4.036311026915,-3.9128239955582247,-2.8244799850011626,-5.010552177626829
264,0.9386879400477443,-4.040167893200009,-3.920070462410867,-2.8260424677065075,-5.009519552233296
265,0.9361555721765146,-4.046801735795869,-3.927027610361454,-2.8341228448946634,-5.012104194060914
266,0.9350449526338019,-4.050356506704004,-3.9346357797479374,-2.830208131360699,-5.021382628179053
267,0.9361714813821066,-4.050569398737441,-3.9365479050859333,-2.8076202358196194,-5.017800980242493
268,0.9285458986120212,-4.067923482607983,-3.950293449500199,-2.869401300054129,-5.03419040214391
269,0.9318480076354092,-4.075020437510549,-3.954063876130959,-2.880912647502424,-5.0395338786048525
270,0.9361068495623138,-4.078347983519143,-3.9580815854759526,-2.86911450810812,-5.043964402126111
271,0.9344454816465416,-4.079016658759564,-3.963736875891435,-2.86769033831761,-5.048291511279104
272,0.9394689737470167,-4.076663014960213,-3.9642667279707635,-2.8411183854677846,-5.047486792120273
273,0.9310542514030535,-4.088505395501358,-3.9806813713499603,-2.8788433939354814,-5.059165386114414
274,0.9362287303170429,-4.089788417212854,-3.984053929047806,-2.8531820265301997,-5.067308192031852
275,0.9338021338506305,-4.096440043344453,-3.9982945530103984,-2.873584058261222,-5.078459612895006
276,0.9331283398513299,-4.108245731445394,-4.0147090123064855,-2.922778797953363,-5.0835313148452235
277,0.9424145678136455,-4.10606102547598,-4.020130782694467,-2.8927704498349702,-5.0878680752437795
278,0.9307247851989342,-4.1134978862403075,-4.024266039140195,-2.9038457161396076,-5.1059302731156935
279,0.9449896461690825,-4.108205824712583,-4.020206689960469,-2.861394216313387,-5.106166126014518
280,0.9396473368478458,-4.1109396396810025,-4.014901822453496,-2.8406902693472604,-5.115685128234023
281,0.9386325199323509,-4.110645085252599,-4.018626982353199,-2.8256922599320897,-5.124441971945139
282,0.9394502006348446,-4.116406575230193,-4.030172525922769,-2.8404590182923535,-5.128710806641365
