episode,service_level,anticipated_demand_shortfall,vehicle_functional_load,squared_starvation_penalty,squared_congestion_penalty
0,0.925381198223076,-12.867196483532458,0.0,-96.18798620625978,-66.87750278764445
1,0.9120199381437107,-22.011086342556414,-0.8295630239530768,-177.77999059261194,-127.53533556853951
2,0.9147975312358874,-23.285908118702526,0.0,-183.7801205929477,-129.44221335622544
3,0.9219570763920156,-17.68657909259203,0.0,-177.47693134221288,-127.75798859625888
4,0.9117382167517262,-16.737253506348292,0.0,-190.11190643753758,-141.4529068477378
5,0.9216141981829706,-15.25344739828077,-0.4636634435824015,-185.82089923725968,-141.68637288318436
6,0.907165349652427,-16.09837619339819,0.0,-221.5470777660929,-171.01127378140768
7,0.9187842996898115,-15.490865109446027,0.0,-216.83146849320843,-166.91148038577427
8,0.9087627771542964,-14.420322584345048,-0.6167425386455834,-224.40645477424323,-170.32822019026884
9,0.9096157370639624,-15.183549904838,0.0,-223.612725006955,-176.53002961007618
10,0.9262233899620816,-13.08817052380297,-0.14732369042094626,-202.40908457007524,-163.98964690654594
11,0.9092264168162322,-12.251371962290072,0.0,-211.12902989683639,-167.83452529603525
12,0.9180518666626877,-14.784416437152002,-1.6653798755172853,-207.35070894437817,-164.76292840466243
13,0.9091597733539375,-13.729035282591958,0.0,-208.73143908858822,-167.18353037010755
14,0.9187712080718297,-14.54381467427049,0.0,-210.9959852504697,-169.56983350031817
15,0.9181487228455478,-10.364277285124661,0.0,-198.04003370502912,-168.29460268981813
16,0.9243377681889009,-10.124490345868537,-0.45020924699815756,-200.6599773040295,-167.36573463341836
17,0.9125668288580525,-11.23067105920178,-0.13521213363872864,-215.862577198533,-177.2750341515787
18,0.9155216284987278,-10.602594123265158,-0.0465951427191195,-219.1886008614657,-177.75405516116922
19,0.917501061957643,-12.15166874638,0.0,-209.03365691417082,-171.6429716611519
20,0.9229292375205704,-10.718655135517299,0.0,-200.5452039826384,-163.5900945982958
21,0.9090112148967685,-18.554414686901016,0.0,-232.1592079787414,-188.2888775221747
22,0.90758016618172,-23.792417543000315,0.0,-249.37769313933768,-201.3892547088952
23,0.9124905830947717,-21.722206300277495,-0.6260050316658441,-237.02654549937265,-192.56035082110523
24,0.906589560188708,-21.7867083756857,-0.021652677767228762,-247.95773903017727,-201.3859774926704
25,0.9206406660030766,-17.05497737120951,0.0,-220.18069974342592,-177.82806984987852
26,0.9173067544501341,-14.556494567684172,0.0,-221.88071727680878,-179.83088793616133
27,0.9119252699259979,-15.643286417918358,-0.07704781382067472,-228.22522409602612,-185.5034387379981
28,0.9151945589695748,-16.15813205803858,0.0,-230.24881416479155,-186.71655575422673
29,0.9225887943219753,-16.764763019127965,0.0,-218.20248685674144,-177.5257480758766
30,0.9122828004904746,-23.563270787006516,-0.9890115369935677,-239.06119533828058,-193.1427778514356
31,0.9219966417340864,-23.813233270240215,0.0,-235.6180063632136,-190.42511031822804
32,0.9106730652411614,-28.42870732788755,0.0,-247.6095207347993,-203.31708035722812
33,0.9121595243100393,-33.49014960952059,0.0,-260.2147837573362,-214.34839229495563
34,0.9234583014537108,-33.52951058172134,-0.01786024315863828,-254.31285664076754,-207.48177290327033
35,0.9070571116769734,-34.966014685358935,-1.5229110670414583,-265.00068292986333,-219.7043237309229
36,0.9160964632180763,-37.43903422862131,0.0,-266.3531115294591,-221.60988216850313
37,0.9037339380196523,-41.248378001321015,0.0,-281.0267911254324,-231.60023152347046
38,0.9200854186717998,-41.79390884247028,0.0,-278.5655224693118,-227.73742722696403
39,0.9123949010035259,-45.34498985178777,-0.5557848779289651,-288.09737397338654,-235.27634480161487
40,0.9121985341078435,-45.66713863382301,-0.4800969213796265,-282.3697044336444,-236.1209121326006
41,0.9243076547281,-43.32840570164798,0.0,-265.85395700142635,-220.30692159194143
42,0.9171526483496664,-44.885473063599946,-0.7113660891389293,-266.6169704816806,-221.20516138068217
43,0.9171425981325356,-43.88747359579673,-1.0582940271396732,-267.01475687473385,-222.34788414111452
44,0.9038935736247679,-51.04970946276211,-1.36363568103521,-303.88373628651607,-252.41883410666307
45,0.9280107101563926,-47.80001140209352,-0.3067906081429384,-276.50510354579444,-231.34399715995738
46,0.9085496690743147,-51.702597772598246,0.0,-299.12381746695746,-251.13788620751853
47,0.9057529764609652,-53.31304683662131,-1.5423419625375778,-314.2335626657173,-260.9991155704926
48,0.9281980824945492,-54.39838987181139,0.0,-298.89200897051404,-247.16334573037065
49,0.9057831325301204,-62.458017419100145,-2.9460657253640945,-326.1033583793641,-264.9846337324225
50,0.9152481094272544,-64.18818927642471,-0.33845618025357377,-326.6567320924229,-264.2689273928042
51,0.9046819735027876,-68.8666999967279,0.0,-344.1675271068672,-279.1021779159406
52,0.9268488003203252,-67.6363014880869,0.0,-313.6423316715551,-258.2238812117595
53,0.909474184258187,-71.35195733056555,0.0,-334.8994025190909,-274.46127568718487
54,0.8845540682809445,-86.29866795820843,0.0,-396.78706158015694,-320.6917145220349
55,0.9220339997605651,-82.79300239254208,0.0,-367.33093736017247,-300.56977709998347
56,0.8981119595935302,-84.73512111391952,-0.09244783708672324,-389.6346618064131,-320.6384905839204
57,0.8877290860553706,-87.3295210789148,-5.050482098927501,-405.2176242224178,-333.5169866599299
58,0.9021505701581924,-90.10370445299324,-28.25140102440636,-415.3196356302558,-337.4779413524146
59,0.9130381865206146,-93.51449330136306,-0.702931714538324,-416.5677482377823,-345.64973314480994
60,0.9162773984908372,-94.04516339216116,-0.1970928197357763,-401.9072404581666,-334.17219509412524
61,0.8992284866468843,-97.95226754565184,-0.15278846094767237,-417.8492887707181,-346.8483203385457
62,0.9145104470359573,-98.81812077920495,0.0,-416.9195335295869,-348.4601933874873
63,0.92038398080096,-99.62050685876203,0.0,-414.5697090928003,-348.9559157860387
64,0.9105883783126671,-102.83110548626148,-0.02621231602591774,-419.3184146130107,-353.23111188528645
65,0.9184159729762336,-104.93289015304316,0.0,-418.9438023133721,-352.7743886429528
66,0.9289926439297221,-103.18507159963947,-2.1476363331518313,-410.236967365631,-345.4980702761045
67,0.9200348066132565,-102.87411379553492,-1.7514999836936729,-410.49555795599707,-350.8307600548297
68,0.8951461029099083,-107.29130168435904,-0.027344218798761838,-438.0461752640683,-375.7132186539846
69,0.8879818594104308,-112.55397491272937,-0.18355775534060556,-469.09758702216715,-402.51098514478196
70,0.9178338565563874,-111.88049810056408,-0.3217993221532184,-462.14162979003174,-399.10705921372374
71,0.9172491745739016,-114.94998762949828,0.0,-469.99581492726287,-402.1549040780288
72,0.9114675460950382,-118.43110113141243,0.0,-478.7605504174658,-412.54491746286607
73,0.9251874108470667,-118.09130342074552,-2.888556170689981,-470.96909692712154,-406.0742850628936
74,0.8766050642025681,-123.33197714576602,0.0,-502.7730025282075,-433.03133969245187
75,0.9113745498199279,-123.5395876925239,0.0,-496.1430030978775,-429.1972542450524
76,0.9213185609058258,-121.60686357721616,-21.673543541053352,-488.07844332885185,-422.53193189439344
77,0.8492921069172977,-127.73979987723736,0.0,-532.8160480948155,-459.35991962639037
78,0.9090909090909091,-127.30941481074841,0.0,-527.0807569894771,-459.401423753559
79,0.9348599580330261,-124.77492178997207,-0.09680003594484231,-507.1919352756906,-446.0684834001091
80,0.9091369499806358,-125.1823992415524,-0.10066592465810366,-507.4033406191788,-446.9247875078512
81,0.9151412292399079,-125.59786104206535,-0.38481545550802077,-510.3937837704152,-449.1840715506617
82,0.8967567567567567,-126.32364886925143,0.0,-524.8042652213132,-459.62955408490416
83,0.923571125522759,-124.26070506205771,-0.12545923350730048,-511.9011113141077,-450.930685350662
84,0.9278121963070942,-123.81183869158716,-1.8872775443191019,-507.11216960893995,-444.34149275386767
85,0.8952800579430227,-128.66988041673528,-3.081369998301723,-524.3074506693041,-454.2332498790557
86,0.9065279662294587,-130.2972174679813,0.0,-533.9472574107989,-459.9344772332628
87,0.9047331197485341,-131.76109852678985,-1.3309783587540547,-544.2875100158229,-471.4399366142146
88,0.9138030917461963,-133.84867793552215,0.0,-552.5306742666181,-477.0345886789419
89,0.9130330402424751,-134.23889921693106,-0.5995760760116348,-564.3010331018075,-484.8854720935434
90,0.9260297086384043,-133.63671710705736,0.0,-561.6093646814712,-483.1066902626331
91,0.9181401243135598,-133.04787139640896,-0.16550733689861197,-562.1636970017703,-484.00695683213087
92,0.9248217953364746,-131.02004574464107,-0.7329873911377107,-551.7236271123708,-477.95561211043474
93,0.9256655698474424,-130.7882509436362,-1.6289946667482273,-552.5131941736635,-479.9582262670113
94,0.9351235812987326,-130.11169617721325,0.0,-545.928431031373,-476.6513686345174
95,0.9184873949579831,-130.0484160959904,0.0,-537.8477128861014,-471.57068290802226
96,0.9198796087283672,-129.6007252075648,-11.912736865429485,-531.3069875658465,-466.0159084210592
97,0.9290217489668486,-128.2247121224089,-0.4099927328547385,-529.4485134707398,-464.5541155990473
98,0.9226490790833384,-128.91170039858142,0.0,-532.0511710568053,-466.42099241208285
99,0.8831407800669663,-131.32826282492246,-28.449201187830756,-551.7581420386261,-482.0752415953692
100,0.904296875,-132.04155566231393,-0.6443176300001511,-555.4444171308376,-485.9668292877582
101,0.8754795637857596,-132.36173004058878,-1.4172463251989902,-571.152423936411,-497.5284221904032
102,0.921698758965507,-130.07833393131716,-3.8220406180018203,-570.0988957179602,-493.1831082816329
103,0.9324433054206276,-129.59104264353232,0.0,-564.9532298671203,-492.98822720826274
104,0.9288940393415345,-128.83875084526753,-2.141958570948232,-566.9494798801287,-495.0756727111576
105,0.9314632388274868,-128.84018447500245,0.0,-567.8354856290326,-496.60929338139437
106,0.9327817369247493,-127.55854187522321,-2.1556127026152203,-562.2248919667595,-491.01733739817615
107,0.9248816506386399,-126.43451445320939,0.0,-561.299966415653,-490.77102377267937
108,0.9032857839551329,-125.56446881575533,-2.4430486340882758,-562.7858825235139,-492.1941215932511
109,0.9259461095973358,-125.39527766348407,-0.7372665383026012,-566.8373138310211,-494.366806239598
110,0.9237389433420989,-125.12946984734812,0.0,-565.6802513012773,-495.9247533669835
111,0.9308339109731473,-124.56869492083426,0.0,-567.0037633132442,-497.7837967985639
112,0.9113356792685494,-125.21676820627651,-4.834414927762821,-569.0612466974574,-501.25424241303904
113,0.8757579432452098,-128.45207727539696,-28.439559241331803,-587.9187491100067,-515.5629177602552
114,0.8926004872107186,-128.6886438078502,-0.05879346900246035,-594.609773993208,-519.5483901418378
115,0.8954950078190785,-129.67824841306026,-24.632403076509206,-606.4439394875056,-527.9250596906979
