episode,service_level,anticipated_demand_shortfall,vehicle_functional_load,squared_starvation_penalty,squared_congestion_penalty
0,0.9073923394509237,-17.79210647881195,-2.979579236669192,-129.01005005074208,-88.18342060626142
1,0.9152222155580879,-20.126141650091192,-0.7920730664237382,-160.2601582235454,-115.7053015522515
2,0.9125916500030298,-21.345676223389948,-1.068308679942936,-161.03537054192367,-121.64018324899058
3,0.9015461913449173,-23.705938923578394,-0.4557555626140646,-209.33696615307053,-151.81334602577797
4,0.9117907936993424,-20.113292479979823,-0.11497307218980135,-187.1922402051499,-139.19716473072515
5,0.9182431818869752,-17.828891028621477,-1.2399590843041046,-186.0230830544861,-131.76838108110582
6,0.9182904023647223,-14.977291008974063,0.0,-183.66763813318653,-133.0542812613244
7,0.9140138040074189,-12.040088503938533,-0.2457965555312671,-186.22592995427092,-133.56093801605502
8,0.9143940543000152,-9.790089074516835,-1.701033139205673,-197.1470537913434,-143.135793504245
9,0.9059836836199314,-16.117188324616958,0.0,-230.096256969525,-172.8474091838668
10,0.9092749856447762,-15.069953198096183,-1.0473277148508617,-221.86351020653598,-166.81105090910677
11,0.9172013257518168,-15.526958745371003,-1.5702487312927658,-201.5639168296525,-155.33191621860635
12,0.9137696698782808,-14.507587614583231,0.0,-207.83173969606128,-158.93653005120535
13,0.9218185104844541,-12.666879817998971,0.0,-204.55089662355437,-159.55870756314545
14,0.89900215340754,-15.142079459596898,-0.1343161686749235,-228.40470093983242,-175.58956134393807
15,0.9121823279370534,-16.067250673348735,-0.5459169999551837,-227.62860452998396,-178.28989428475498
16,0.9082307853528548,-16.714216093910533,-0.09027578591869467,-224.0679185323526,-175.2741266593695
17,0.9119251045264497,-16.606538977252153,-0.07503827638455697,-225.7569191551788,-182.28569835713853
18,0.9212214756975969,-15.395821143830478,0.0,-213.01392051512994,-173.2958851757657
19,0.9167273168364871,-12.313988291963936,-0.018006451321455817,-202.57609260703632,-170.22395044343133
20,0.9171023603010063,-16.439856853006177,0.0,-219.7225091662339,-180.71690562243097
21,0.9216578821274557,-23.19592213127385,-0.32871297594787985,-223.5552374410463,-182.04112394880255
22,0.9106439692251772,-27.25525978087868,-2.650071330639796,-236.78527768891644,-199.71569569626024
23,0.9112063501644886,-26.763474305188033,0.0,-239.63809362892522,-202.6186270965873
24,0.9103877655876931,-26.744435775575646,-1.1091531982262783,-243.315672257333,-215.788067886699
25,0.9062827381843216,-33.19495600347321,0.0,-258.6290435818316,-226.26575841098455
26,0.9139009712208783,-28.9663755176993,0.0,-237.16810727239772,-211.00862765840847
27,0.9150517573423207,-24.533271402599578,0.0,-218.39093348196738,-198.7041599009598
28,0.9201010769508453,-23.575041126563306,0.0,-211.08443211100874,-191.36601252539919
29,0.9002302838173282,-29.658241139064486,0.0,-246.30103019351643,-215.91130732604395
30,0.917127743661458,-30.169791803073092,0.0,-232.2194407902276,-207.46421470405048
31,0.9225929398953386,-32.21035200511475,-0.03406694126468102,-230.55907813536453,-206.96501751442136
32,0.9161359763207463,-29.717556886741477,0.0,-219.94505347505367,-197.49356927227925
33,0.9230181529246378,-29.96019667465363,0.0,-215.9354069879967,-190.59887150284797
34,0.9154761193137665,-30.867878361533787,0.0,-226.0095021908424,-196.0610844275134
35,0.9143314409952893,-33.19907025729614,0.0,-237.82880291834573,-208.37873107308087
36,0.8792521659826722,-52.43179177873753,0.0,-330.52055309200335,-277.92611247681225
37,0.917184577324564,-49.72262714967889,0.0,-300.02708650476194,-257.1470753482658
38,0.9208113614573346,-46.74970158132745,0.0,-274.596277014193,-239.50949827327773
39,0.921120819523953,-44.58439856482689,0.0,-261.07850229098244,-228.5833877986896
40,0.924880643016861,-45.44668471279985,-1.6595768182358333,-246.60986691871307,-219.48062619371447
41,0.9264085041761579,-45.29571912196275,-0.5594382473514443,-241.73430008154122,-216.38091614173086
42,0.9116320740630133,-51.15076186224056,0.0,-272.1991291951235,-240.2372154001468
43,0.9284700625018871,-48.12113393928564,-2.4951009876316723,-252.85717861131943,-227.23577595337423
44,0.9005865276378933,-59.58050224129053,-0.49038181309360807,-315.93810770464233,-270.06540629203676
45,0.903403780638548,-65.65736428542995,0.0,-321.6511284193476,-274.41436584134635
