episode,service_level,anticipated_demand_shortfall,vehicle_functional_load,squared_starvation_penalty,squared_congestion_penalty
0,0.9136827486262907,-17.83741698023671,-0.5381959472149582,-122.23863528621249,-82.21853460305294
1,0.9163338238385537,-25.158819807273353,-0.20200173444023398,-163.60937701263447,-116.05060112483706
2,0.925861238255842,-25.946357339953405,-0.8670859495991543,-171.05406410926076,-126.37357527328305
3,0.921336370539104,-23.63769230400282,-2.1366271282681706,-163.2420141044034,-120.77853837925878
4,0.9054962790280642,-30.910056551312213,-0.9752055830186542,-198.22497960990108,-146.51118696277032
5,0.917057197788993,-26.56384345328712,0.0,-174.78292498238054,-131.3062950822698
6,0.909512341962673,-30.231564093476216,-0.07296532058140896,-206.92171677971103,-157.45719424257248
7,0.9131095290578177,-28.383332454409963,0.0,-207.88557519507927,-156.29146030108961
8,0.9135876760139607,-26.396312735503017,0.0,-205.66205192280646,-149.69734701383828
9,0.9149945932956867,-22.732114232367437,0.0,-192.7930923984611,-140.48209994432696
10,0.9138460620880924,-23.08469766530629,-0.261912749133414,-208.95471082361962,-153.48138693444872
11,0.920409151434451,-20.644606365453093,0.0,-201.5337612220555,-149.56912720856198
12,0.9242890888975271,-19.4469755697,0.0,-194.42875606784665,-142.03124730811268
13,0.9222890088321885,-19.085877820376822,0.0,-190.48131371170945,-142.52028176838581
14,0.9164024040349129,-21.77967682927905,0.0,-206.5143050817927,-152.9555958473609
15,0.9148185330534514,-21.047160711880487,-0.6022419794073931,-212.59468642907333,-156.57366707255338
16,0.9103870889455163,-26.575073566260425,0.0,-227.98706204632634,-165.93861542808338
17,0.919407048857964,-26.24645061195893,-0.4060059520337431,-220.70468343411352,-163.61353231090885
18,0.9206937399386447,-23.652431646704482,0.0,-211.02692595730647,-159.21426344729608
19,0.908921876428811,-29.098634429160104,-0.5867564404522829,-230.9931104669531,-173.33662924133193
20,0.9127280327232556,-29.876448330760198,0.0,-237.53491076418663,-181.16420980370305
21,0.9220806923451974,-22.837764661129917,0.0,-213.72222768406522,-162.01308433280818
22,0.9114308024987987,-25.213989348293897,-0.6733201185118209,-236.88301540010409,-181.29166316448593
23,0.9147373511454996,-25.848330800525428,-0.28745314637317515,-235.2656135731246,-184.05933718063304
24,0.9142761739975108,-28.85756320190761,-0.17869131280205414,-233.47806337891504,-185.6488236190256
