episode,service_level,anticipated_demand_shortfall,vehicle_functional_load,squared_starvation_penalty,squared_congestion_penalty
165,0.9330903104421449,-133.52780860968957,-0.4624255972194766,-617.2949586426384,-536.019739667433
166,0.9386043725666368,-133.03775691218402,-0.21995899992645856,-613.3731553756692,-533.448583106138
167,0.9298935053247338,-132.85067146952733,-0.4104003422977654,-612.9578387749373,-534.1630917301736
168,0.9308799030743602,-132.97802091403892,-1.5956343396194486,-615.0196582190141,-536.4371635493903
169,0.9261245518363412,-132.8591175769261,-1.5940991904403359,-615.9896685817064,-537.1738698428588
170,0.9358239264170101,-132.54056011785988,-0.15315830452933982,-615.7465996485156,-537.819706537776
171,0.9378455147979597,-132.55361776529006,-0.4570839766039132,-613.7276615231704,-536.5877116093217
172,0.9368172864561571,-132.31305162789064,-1.1359557997187943,-613.8616430516206,-536.9073854228411
173,0.9342333712506735,-131.9250272566598,-0.5899878418820508,-612.8553133596517,-537.4189395636498
174,0.9300489929232444,-131.53436839469555,-0.9463185713848977,-613.9847726067311,-539.3481189952279
175,0.9311014070839398,-131.839046271563,-1.3022720898271023,-616.6582363174151,-541.2791186734776
176,0.9412741232620876,-131.25230412837806,0.0,-613.8826204407414,-539.9956323471397
177,0.9396499331469551,-131.00913426221047,-0.14645580118843493,-610.7940208782522,-539.3023106166853
178,0.9322871170818399,-131.2880270291827,-0.00775849498436694,-611.3295874654166,-540.3909695853032
179,0.9346539437130088,-130.79441451225168,-0.3698285322935605,-610.5494388281014,-540.2662814125886
180,0.9305082189714975,-131.03048889297816,-0.5235564773762,-609.9787854000919,-541.5563865824864
181,0.9300826296195406,-131.7644370224233,-0.1147170053830657,-611.2262473073752,-543.732741317779
182,0.9366975216482532,-131.1814835138692,-0.11937533249450902,-610.0118899304553,-543.588342571176
183,0.9402618412774499,-130.9379800229889,-0.5856535883818852,-609.078957383434,-543.7538469534359
184,0.9378423362082009,-131.02515388968337,-1.5225427396191549,-609.4498021950424,-543.3771718394291
185,0.9312095750468476,-131.23164640126384,-3.160117827434462,-610.1506912761544,-544.9182107933136
186,0.9308234868579697,-131.14711022357565,0.0,-611.5173672124976,-544.5860957412543
187,0.9341933920838255,-130.90293590015457,-2.635357170232114,-611.0057292545947,-544.2648706665414
188,0.9411520066541901,-130.5805818354624,-0.3956624709001929,-608.880527212458,-542.2727316006035
189,0.9342762819153769,-130.5685297964874,-1.557416137140565,-609.0850084971961,-542.2893986502363
190,0.9399957679634836,-130.44404294679612,0.0,-608.2470573488248,-543.0842166802778
191,0.9347298854059298,-130.18039090817194,0.0,-608.5287998372802,-542.9439060646592
192,0.9339468119955925,-130.20765122453165,-1.5382803593275014,-608.272371809697,-543.0789617372085
193,0.9342211340360097,-130.01920891655178,-0.5029019702695188,-607.3702905990062,-543.6786711778866
194,0.9385388597898816,-129.59414026625313,-0.28123877740909153,-606.2363836391327,-543.2500096126744
195,0.9367916566192428,-129.44555256464835,-0.8580593019330919,-605.1766189361307,-543.8446849680907
196,0.9384391221200254,-129.72321161566427,-0.3235147956106461,-603.5952465405596,-542.5517320492891
197,0.9383345836459115,-129.30534409097984,0.0,-602.5459917389467,-542.1170675685925
198,0.9373308474168521,-129.57780353070783,-0.3785705443071737,-603.1954860993097,-542.9191459754373
199,0.9348496763656161,-129.22603915189848,-0.15868854155197828,-603.2548372108593,-543.1911083197712
