episode,service_level,anticipated_demand_shortfall,vehicle_functional_load,squared_starvation_penalty,squared_congestion_penalty
0,0.9142667190474751,-16.52268401963086,-0.8538316613488109,-125.58251021059151,-91.4833670913515
1,0.9091208824146509,-21.295052376457253,-0.02971340455230804,-186.0901522824157,-144.22504930690977
2,0.9073620559334845,-25.323457273739493,-1.0832759122946591,-204.96661702689573,-159.39104552421082
3,0.9096878626840144,-21.29367733084965,0.0,-195.5400534892104,-155.33044608172992
4,0.9134110609205225,-21.614559475177433,0.0,-196.99035585491413,-157.04774040716825
5,0.912625443182501,-22.820988714198776,-1.2783244213984395,-199.88852598057673,-161.9535184441908
6,0.9184765983481187,-20.70600926892809,0.0,-185.20280692727374,-152.63641423684422
7,0.9097909121344006,-18.263534623700913,0.0,-179.7637112550033,-154.80892567058945
8,0.90796470872613,-20.979949732712527,0.0,-194.1650748260567,-169.34919415743445
9,0.9125740897544454,-17.28449014099347,0.0,-194.16905866043635,-173.428664485126
10,0.9000060128675366,-20.318993083714016,0.0,-225.90029046922044,-194.04135941954956
11,0.918818852235137,-22.815664634890148,-2.8403836205938116,-215.93638480176915,-186.34274837795613
12,0.9192141714699581,-20.070320807092777,0.0,-200.09151164447243,-176.89397565727688
13,0.9137631184407796,-19.45080555688405,-0.8304512027019959,-206.76601961214863,-184.28518641801668
14,0.9247087305189893,-19.481645851662226,0.0,-190.00156237866744,-172.3857687174868
15,0.9134140053983563,-20.941039977462033,0.0,-197.55945495379044,-178.68684163917254
16,0.9159169965215306,-21.458584540140883,-0.04379852945751137,-195.2327667135626,-176.73222189392524
17,0.9171620612397311,-28.948533531092902,-0.2080716178259416,-215.24184564265215,-187.0254044722339
18,0.9009998802538618,-29.40961142980637,-0.11601566051678054,-226.3356494256365,-196.69508180213617
19,0.9189026591264589,-30.412265373117755,-0.12676572827027388,-209.52382367262433,-184.92018991889714
20,0.9101072532266861,-31.414984617095016,-0.014108629619238,-211.50278217789847,-193.7540238392332
21,0.9225345774204194,-31.047386335884664,0.0,-202.16631136819768,-182.79515274138754
22,0.9222262075561932,-29.489397193987188,0.0,-198.19443006730097,-174.9061394136622
23,0.9130956667867003,-29.577433309215692,0.0,-218.06662415323936,-188.93034790673818
24,0.9103098387389019,-35.43062423531991,0.0,-248.88389567580154,-217.10563600874548
25,0.91030838062637,-38.473868265690164,-0.1818253588194696,-268.84789293712515,-229.73579670968286
26,0.9216455047199686,-39.43860918223583,-0.09449307521689684,-248.85461611940306,-218.7610085511852
27,0.9169836382297893,-36.33725937437959,0.0,-224.72352735656534,-207.33134629777808
28,0.9227251943301326,-34.162336339852004,-0.22877339512757636,-216.6654277947385,-201.63813197042086
29,0.9150185135013095,-33.251372128610164,0.0,-215.91673053818536,-201.94468282430668
30,0.89077257694485,-44.89767661753464,-0.4501122329040711,-266.4414927827486,-236.55932259755505
31,0.9147584222515286,-44.99395761303818,0.0,-262.31304925833376,-234.93775652680017
32,0.9102413803468903,-48.133275606602886,0.0,-261.9529947794166,-240.8667301845798
33,0.9208650477226048,-46.16992100319249,0.0,-234.45328799726852,-225.28847296473208
34,0.915367684746887,-48.77365040314993,0.0,-242.78412072228218,-229.78047946887736
35,0.916198109821749,-50.148668671069665,-1.6760677316682886,-249.1039554723322,-233.95171335513436
36,0.8992163954189271,-59.149503093663164,0.0,-285.38579249328353,-268.22471198625993
37,0.9230769230769231,-57.55409120051482,0.0,-261.71123970101894,-250.0929406790659
38,0.917372236096729,-56.690601536209606,0.0,-254.3119977095379,-245.1286881464702
39,0.9237000810105314,-55.09782950007597,-0.22696906191882052,-236.23738694343015,-230.6310430388056
40,0.9197645787039818,-54.85528306682321,0.0,-236.58128277207226,-228.12440560068765
41,0.9119554297196091,-58.210320030545404,-0.06848581230887209,-243.29574886062267,-237.95222600412663
42,0.8913063240507864,-70.2989477055283,0.0,-304.63318870571817,-283.71660707559346
43,0.9107481845300871,-73.95253833529272,0.0,-310.84998530051746,-288.6879158675648
44,0.904955102771397,-76.35726590676566,0.0,-322.06890737179486,-296.5825284411496
45,0.9116469490351907,-76.71369583641439,0.0,-326.2464006158786,-298.17860802585966
46,0.9058664666166542,-80.73826547636989,0.0,-330.17053609345044,-303.2319495708429
47,0.927315428158497,-79.72470583358886,-1.3095212637504285,-307.7401856291512,-286.81641674856365
48,0.9028739249003566,-88.52252991153976,-0.4242954664638887,-343.73413485727855,-313.23083945907274
49,0.9208060969364702,-90.33718945551561,-0.150166251717934,-335.24225668096443,-303.79855835036375
50,0.9268804944642803,-87.45292991487032,0.0,-305.9943502748074,-282.3264249199513
