episode,service_level,rebalancing_imbalance,squared_starvation_penalty,gross_starvation_risk,gross_congestion_risk,alpha,alpha_initial,epsilon,epsilon_initial,starvations,long_congestions,short_congestions,total_trips,bike_departures,bike_arrivals,total_onsite_repairs,total_depot_pickups,total_depot_deliveries,total_depot_visits,total_functional_pickups,total_functional_deliveries,broken_ratio_start_onsite,broken_ratio_start_depot,functional_ratio_start,broken_ratio_end_onsite,broken_ratio_end_depot,functional_ratio_end,new_breakdowns_onsite,new_breakdowns_depot,restored_onsite,restored_depot
103,0.9490050124561035,-3.778273579540201,-3.2553790326635217,-1.9975951397432645,-3.1672787239705924,0.03009,0.1,0.092294,0.2,1191,508,1176,33317,38292,38283,0,0,0,0,3778,3768,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
104,0.9338094095055209,-3.885059336351103,-3.2954134254955707,-2.0404657802877084,-3.2252918028729156,0.029888,0.1,0.091604,0.2,1425,781,1235,33328,38042,38031,0,0,0,0,3877,3881,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
105,0.9448593105920305,-3.806205332426123,-3.308206819693571,-2.0251999426072556,-3.2158012465537364,0.029688,0.1,0.090919,0.2,1275,571,1042,33478,38334,38324,0,0,0,0,3841,3839,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
106,0.9450676982591876,-3.748007427454985,-3.285694472481911,-2.0290545339100157,-3.2367098071299463,0.02949,0.1,0.090239,0.2,1183,663,1352,33605,38581,38572,0,0,0,0,3862,3857,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
107,0.9366454502593117,-3.8630661432434827,-3.3518374883767708,-2.0606733745159556,-3.248612960530029,0.029295,0.1,0.089564,0.2,1339,811,1393,33936,38774,38767,0,0,0,0,3898,3897,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
108,0.9417025404717153,-3.8831710781087905,-3.381768030104078,-2.0745120662570096,-3.2733081362853365,0.029103,0.1,0.088894,0.2,1241,682,1159,32986,37823,37819,0,0,0,0,3871,3864,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
109,0.9455004812319538,-3.875688373230576,-3.3675882021574255,-2.0623033260111563,-3.3034342290577428,0.028913,0.1,0.088229,0.2,1194,618,1282,33248,38062,38056,0,0,0,0,3814,3804,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
110,0.9382612849295439,-4.081486556719661,-3.4224205895310518,-2.1006519815616675,-3.344682824252266,0.028726,0.1,0.087569,0.2,1369,699,1226,33496,38392,38387,0,0,0,0,3911,3931,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
111,0.9430093930635838,-4.052478628674436,-3.4118647311857817,-2.093356665109139,-3.341278358763112,0.028541,0.1,0.086914,0.2,1314,579,1259,33216,38047,38041,0,0,0,0,3874,3854,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
112,0.9404568680492936,-4.062732619543522,-3.4238139831947225,-2.132015737025041,-3.3585827035500495,0.028358,0.1,0.086264,0.2,1277,704,1206,33270,38086,38069,0,0,0,0,3904,3911,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
113,0.9409194248427766,-4.05096216429527,-3.440617913907862,-2.173292282568201,-3.40239731174321,0.028178,0.1,0.085619,0.2,1168,833,1339,33869,38890,38878,0,0,0,0,3821,3820,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
114,0.9415428124435886,-4.02830967227851,-3.4538420360156015,-2.1482221772732872,-3.408113387670727,0.028,0.1,0.084978,0.2,1312,631,1250,33238,38103,38097,0,0,0,0,3872,3883,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
115,0.940302506996963,-4.064405675270075,-3.4594562530286095,-2.1748961815061856,-3.4371113752151765,0.027824,0.1,0.084342,0.2,1300,705,1227,33586,38435,38425,0,0,0,0,3808,3808,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
116,0.9456534772182255,-3.9171805133591526,-3.420738936079866,-2.131899611263983,-3.4104191312936387,0.027651,0.1,0.083712,0.2,1247,566,1184,33360,38260,38256,0,0,0,0,3885,3890,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
117,0.9342952075912234,-4.085518946103458,-3.4770543203059594,-2.2033541398833005,-3.478444185831516,0.027479,0.1,0.083085,0.2,1452,743,1315,33407,38062,38057,0,0,0,0,3888,3890,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
118,0.9465406906544312,-4.008390466969932,-3.456743937523267,-2.1937896491086457,-3.4897121400517372,0.02731,0.1,0.082464,0.2,1147,624,986,33128,38072,38069,0,0,0,0,3821,3836,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
119,0.9468508056078677,-3.946458243531002,-3.4307397461581672,-2.1647798211255216,-3.4771291009461476,0.027143,0.1,0.081847,0.2,1196,582,1209,33453,38300,38289,0,0,0,0,3810,3830,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
120,0.9373779260194116,-3.978282480675412,-3.425837662320832,-2.123953055608154,-3.444125061006725,0.026978,0.1,0.081235,0.2,1320,764,1346,33279,38207,38206,0,0,0,0,3812,3802,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
121,0.9310334483275836,-4.065776033464191,-3.448986085843663,-2.1468326034464162,-3.4680201148390473,0.026815,0.1,0.080627,0.2,1425,874,1446,33335,38132,38132,0,0,0,0,3904,3898,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
122,0.9424473224076104,-4.020066607650001,-3.4455390561030943,-2.161713453370486,-3.4750762935832307,0.026653,0.1,0.080024,0.2,1153,789,1226,33743,38809,38806,0,0,0,0,3962,3965,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
123,0.9461910519951633,-3.8789844616156,-3.403196156552637,-2.0982130330712034,-3.4281070748075844,0.026494,0.1,0.079426,0.2,1114,666,1233,33080,38118,38114,0,0,0,0,3997,3987,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
124,0.9413084447635287,-3.8928901324802174,-3.3938668229403723,-2.102707822818265,-3.441833784345645,0.026337,0.1,0.078832,0.2,1311,651,1080,33429,38321,38314,0,0,0,0,3869,3884,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
125,0.9425639500297442,-3.927440539949618,-3.3909409856845594,-2.126662422459152,-3.450613904967461,0.026181,0.1,0.078242,0.2,1190,741,1214,33620,38307,38303,0,0,0,0,3763,3757,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
126,0.946284232114851,-3.872634373548988,-3.3838542747351563,-2.129753910944771,-3.447403513015445,0.026027,0.1,0.077657,0.2,1100,681,1159,33156,38351,38344,0,0,0,0,3897,3904,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
127,0.9377734130881171,-3.951302845512329,-3.408476964963514,-2.1570725494557914,-3.451300001549815,0.025875,0.1,0.077076,0.2,1376,715,1273,33603,38428,38425,0,0,0,0,3876,3861,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
128,0.9405524598468369,-3.9595160120062065,-3.397276640292481,-2.187052811343338,-3.4853276068017602,0.025725,0.1,0.076499,0.2,1282,713,1122,33559,38427,38422,0,0,0,0,3913,3902,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
129,0.9467519922723979,-3.926079870720607,-3.3735173455208565,-2.1433172640653746,-3.450023030003221,0.025577,0.1,0.075927,0.2,1219,545,1388,33128,38244,38244,0,0,0,0,3856,3856,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
130,0.9345230881105321,-3.967362799363748,-3.3893280230115272,-2.198302040779709,-3.4542296055258195,0.02543,0.1,0.075359,0.2,1378,783,1316,33004,37599,37595,0,0,0,0,3676,3687,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
131,0.9418982101908931,-3.9247730824640437,-3.3679592559117206,-2.179970844458176,-3.4465128191335963,0.025285,0.1,0.074795,0.2,1217,734,1236,33579,38524,38515,0,0,0,0,3793,3799,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
132,0.9427474097892105,-3.886007004247495,-3.329855820047399,-2.147054325526937,-3.429013248803106,0.025142,0.1,0.074236,0.2,1270,653,1273,33588,38621,38616,0,0,0,0,3874,3863,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
133,0.9366116941529236,-4.003074621489784,-3.3716449252647775,-2.172971364668392,-3.4581297246804943,0.025,0.1,0.073681,0.2,1383,731,1384,33350,38270,38265,0,0,0,0,3910,3916,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
134,0.9419027971603665,-3.9023749469189655,-3.3282508565469375,-2.162562300249285,-3.4463235363813807,0.02486,0.1,0.073129,0.2,1267,648,1186,32962,38012,38004,0,0,0,0,3866,3864,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
135,0.9410533444146889,-3.941753499790987,-3.3355850807715908,-2.1762492657856467,-3.4722851440630893,0.024721,0.1,0.072582,0.2,1251,664,1150,32487,37514,37509,0,0,0,0,3702,3722,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
136,0.9464121639645514,-3.9795449053655716,-3.3277163908353335,-2.2042871972031217,-3.504425161919848,0.024584,0.1,0.07204,0.2,1112,696,1079,33739,38739,38733,0,0,0,0,3834,3825,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
137,0.942419629264798,-4.096308820286047,-3.358988123471882,-2.2034836862104443,-3.5116864881689995,0.024449,0.1,0.071501,0.2,1290,639,1258,33501,38073,38066,0,0,0,0,3894,3895,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
138,0.9405292893250075,-4.203194804432337,-3.3938027380896716,-2.2035012382650736,-3.52030926219361,0.024314,0.1,0.070966,0.2,1373,627,1239,33630,38443,38440,0,0,0,0,3834,3822,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
139,0.940943133714218,-4.239526461144056,-3.4036625079976814,-2.160506398485162,-3.5006407665187997,0.024182,0.1,0.070435,0.2,1241,754,1258,33781,38412,38401,0,0,0,0,3910,3899,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
140,0.9414202241831624,-4.386003051843049,-3.4622642084826123,-2.1683966585847427,-3.5190982616263793,0.024051,0.1,0.069908,0.2,1267,698,1222,33544,38377,38372,0,0,0,0,3916,3903,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
141,0.9453659116580465,-4.303122349275769,-3.4320524143617543,-2.152860977645638,-3.5024709621289065,0.023921,0.1,0.069385,0.2,1111,727,1216,33642,38711,38707,0,0,0,0,3862,3866,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
142,0.9450381221108243,-4.2776829192947154,-3.4278454401980145,-2.1351712494804103,-3.4860470879041667,0.023792,0.1,0.068866,0.2,1150,681,1096,33314,38273,38265,0,0,0,0,3807,3815,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
143,0.9465875370919882,-4.235301925789755,-3.4188235548107717,-2.144458993547816,-3.5111908651329076,0.023665,0.1,0.068351,0.2,1218,564,1181,33363,38083,38077,0,0,0,0,3881,3891,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
144,0.9388278060844433,-4.22952636656444,-3.4098177599784005,-2.161253127534556,-3.5209125720922216,0.02354,0.1,0.06784,0.2,1379,674,1236,33561,38208,38203,0,0,0,0,3799,3808,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
145,0.9451361046634311,-4.121204102812275,-3.368005810721227,-2.1197398122303546,-3.477541493202138,0.023415,0.1,0.067332,0.2,1180,640,1102,33173,38098,38094,0,0,0,0,3932,3930,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
146,0.9414985419270369,-4.213449528564807,-3.3765598371869108,-2.1327813840472376,-3.485800704255234,0.023292,0.1,0.066829,0.2,1245,721,1153,33606,38454,38450,0,0,0,0,3862,3870,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
147,0.9386934673366835,-4.378940737490653,-3.4213293332590093,-2.1521368965881713,-3.482762584296527,0.023171,0.1,0.066329,0.2,1309,704,1259,32835,37726,37719,0,0,0,0,3867,3867,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
148,0.938750595521677,-4.438302426275983,-3.429181823986256,-2.15288925303524,-3.4853588964405806,0.02305,0.1,0.065833,0.2,1309,748,1304,33584,38513,38509,0,0,0,0,3866,3875,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
149,0.9466490828437837,-4.4106276789095675,-3.416397462175477,-2.1803750946046767,-3.496446480432848,0.022931,0.1,0.06534,0.2,1223,557,1152,33364,38237,38231,0,0,0,0,3887,3886,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
150,0.940618075103312,-4.408558066771351,-3.407019105904125,-2.166191516293626,-3.4684107810296765,0.022813,0.1,0.064852,0.2,1283,700,1342,33394,38388,38381,0,0,0,0,3869,3874,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
151,0.9411711220221859,-4.565460495978577,-3.453841393206,-2.212175305626517,-3.5053679070586568,0.022696,0.1,0.064367,0.2,1218,723,1111,32994,37820,37813,0,0,0,0,3851,3856,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
152,0.9406258357849693,-4.6174415114829985,-3.457156768165248,-2.160518425730212,-3.4846660307605326,0.022581,0.1,0.063885,0.2,1316,682,1213,33651,38615,38609,0,0,0,0,3928,3917,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
153,0.9380098368522073,-4.76512159202612,-3.5192344980778154,-2.2236818654070647,-3.5341702179557806,0.022466,0.1,0.063407,0.2,1218,849,1223,33344,38033,38026,0,0,0,0,3922,3925,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
154,0.9378721891387433,-4.829435902856511,-3.531943912140321,-2.2248971613378665,-3.5516617093915683,0.022353,0.1,0.062933,0.2,1394,703,1303,33753,38417,38413,0,0,0,0,3882,3891,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
155,0.9399269830733488,-4.714481187962909,-3.4968623088553654,-2.1937677405836236,-3.538001299811579,0.022241,0.1,0.062462,0.2,1224,767,1286,33143,38052,38046,0,0,0,0,3882,3892,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
156,0.9470133141417776,-4.46521809851149,-3.4135376176178656,-2.153941517400238,-3.5035202337735702,0.02213,0.1,0.061995,0.2,1095,672,1127,33348,38230,38222,0,0,0,0,3859,3852,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
157,0.9471223985470569,-4.438131502294311,-3.396659626341323,-2.113093810392419,-3.4792482592427065,0.02202,0.1,0.061531,0.2,1194,582,1232,33587,38384,38381,0,0,0,0,3916,3913,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
158,0.9427616524147898,-4.4115026131853,-3.3868492886223196,-2.0938141903516136,-3.4746999852099205,0.021911,0.1,0.061071,0.2,1259,642,1249,33212,37946,37937,0,0,0,0,3870,3889,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
159,0.9420457580343631,-4.438327368082941,-3.4241310775426803,-2.111885653632831,-3.491737252744795,0.021803,0.1,0.060614,0.2,1254,699,1296,33699,38725,38716,0,0,0,0,3892,3899,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
160,0.9446457990115321,-4.415382920486035,-3.408183999418401,-2.110849624542203,-3.501730596869968,0.021697,0.1,0.060161,0.2,1220,628,1115,33385,38224,38220,0,0,0,0,3885,3888,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
161,0.9409203423697474,-4.487816214392851,-3.434738966507156,-2.153522483650239,-3.527908074305302,0.021591,0.1,0.059711,0.2,1171,810,1069,33531,38351,38341,0,0,0,0,3883,3868,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
162,0.9427965468829346,-4.456112025324826,-3.424327508775611,-2.1524829782557857,-3.5214991995812994,0.021486,0.1,0.059264,0.2,1324,591,1132,33477,38174,38167,0,0,0,0,3829,3842,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
163,0.947857573928787,-4.322383084971381,-3.3979367686519653,-2.1123135339997074,-3.49368168675059,0.021383,0.1,0.058821,0.2,1106,622,1141,33140,38015,38011,0,0,0,0,3923,3930,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
164,0.9472501797268152,-4.295203674563268,-3.396808411728799,-2.072798146278333,-3.4858950793842576,0.02128,0.1,0.058381,0.2,1079,682,1103,33384,38327,38322,0,0,0,0,3857,3857,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
165,0.9456489279101714,-4.199655844329716,-3.367235388634413,-2.053262084464275,-3.475576013794726,0.021178,0.1,0.057944,0.2,1172,648,1195,33486,38442,38435,0,0,0,0,3825,3817,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
166,0.9431595219692015,-4.186941087215896,-3.3519522712855134,-2.0437350384529727,-3.4747289922122353,0.021078,0.1,0.057511,0.2,1169,743,1245,33638,38604,38596,0,0,0,0,3913,3912,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
167,0.9420289855072463,-4.305748242584591,-3.3970030132069446,-2.08646763975078,-3.5193198760817004,0.020978,0.1,0.057081,0.2,1192,736,1121,33258,38252,38248,0,0,0,0,3850,3850,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
168,0.947484647729679,-4.239684687157443,-3.3681548663623135,-2.0660241014913883,-3.523777046947672,0.020879,0.1,0.056654,0.2,1190,546,1196,33057,38089,38078,0,0,0,0,3856,3874,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
169,0.9393267848586487,-4.282836381725206,-3.3885555490775863,-2.0749447451202547,-3.5444982138733243,0.020781,0.1,0.05623,0.2,1242,784,1275,33392,38470,38459,0,0,0,0,3952,3941,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
170,0.9489488594006262,-4.22844375710305,-3.3809987232995207,-2.070896674450042,-3.553656320254516,0.020684,0.1,0.055809,0.2,1174,538,1089,33535,38557,38550,0,0,0,0,3945,3932,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
171,0.9524489249710054,-4.189330021343417,-3.355576543119629,-2.0561827039736897,-3.5435558479161835,0.020588,0.1,0.055392,0.2,1077,522,1228,33627,38805,38797,0,0,0,0,3853,3851,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
172,0.9521252526471387,-4.140998313849196,-3.3400256828236152,-2.0445411486400613,-3.5365874959084938,0.020493,0.1,0.054977,0.2,986,601,1211,33149,37968,37961,0,0,0,0,3920,3920,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
173,0.9426409862253972,-4.2942134125914615,-3.3788806295261034,-2.0525323928087165,-3.5348214435786596,0.020399,0.1,0.054566,0.2,1333,570,1106,33177,37993,37990,0,0,0,0,3889,3874,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
174,0.9426236868097333,-4.353313804038021,-3.385522698685718,-2.0710705665882463,-3.5617117434456333,0.020305,0.1,0.054158,0.2,1199,718,1256,33411,38275,38267,0,0,0,0,3914,3914,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
175,0.9462375312660097,-4.383362229470645,-3.394031547643774,-2.1024900905673793,-3.5794829323395665,0.020213,0.1,0.053753,0.2,1097,687,1251,33183,37910,37904,0,0,0,0,3859,3864,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
176,0.9430192551457717,-4.453301811590198,-3.41600229493888,-2.1421178553972564,-3.6161251631559614,0.020121,0.1,0.053351,0.2,1181,707,1119,33134,38008,38000,0,0,0,0,3902,3904,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
177,0.9433967885125272,-4.5578299327007255,-3.439100848262156,-2.156400352922449,-3.626497696313869,0.02003,0.1,0.052952,0.2,1261,639,1081,33567,38336,38325,0,0,0,0,3899,3906,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
178,0.949118673387217,-4.542834886204379,-3.427637513365631,-2.144248052711196,-3.6099913587870813,0.01994,0.1,0.052556,0.2,1084,622,1035,33529,38590,38587,0,0,0,0,3939,3953,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
179,0.9410986101919259,-4.5637992168107875,-3.439133075638748,-2.135225930397499,-3.6054581922556137,0.019851,0.1,0.052163,0.2,1314,644,1147,33242,38044,38037,0,0,0,0,3867,3865,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
180,0.9421093423955166,-4.581540069076107,-3.4377137542148573,-2.142367608361326,-3.611010608787005,0.019762,0.1,0.051773,0.2,1271,671,1259,33546,38537,38531,0,0,0,0,3872,3872,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
181,0.9376648001659111,-4.662380497456524,-3.4626152918164133,-2.158875667926095,-3.6343595226799414,0.019675,0.1,0.051385,0.2,1270,834,1389,33753,38454,38449,0,0,0,0,3909,3929,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
182,0.9457161739966354,-4.722012402251701,-3.4846626935354834,-2.2039395619833866,-3.6769534218890985,0.019588,0.1,0.051001,0.2,1088,719,1199,33288,38524,38522,0,0,0,0,3959,3953,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
183,0.9432911698844035,-4.681332773446282,-3.4595380722349303,-2.146314866593152,-3.6404616653434094,0.019501,0.1,0.050619,0.2,1293,581,1280,33046,38099,38090,0,0,0,0,3848,3839,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
184,0.9465364808144554,-4.6084351028293735,-3.452827877171966,-2.1252611019196164,-3.637268250709596,0.019416,0.1,0.050241,0.2,1241,555,1084,33593,38553,38544,0,0,0,0,3906,3909,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
185,0.936592434862331,-4.731025878703939,-3.491258484227651,-2.186157650737179,-3.6796335948941596,0.019331,0.1,0.049865,0.2,1349,795,1364,33813,38649,38647,0,0,0,0,3971,3984,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
186,0.9389718765776736,-4.869552117048032,-3.53406473389262,-2.1909717814690377,-3.7025824679889645,0.019247,0.1,0.049492,0.2,1317,738,1231,33673,38423,38415,0,0,0,0,3865,3862,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
187,0.9467856602631977,-4.938883450217219,-3.5441774977011065,-2.213764352277114,-3.719509642009535,0.019164,0.1,0.049122,0.2,1107,652,1219,33055,38140,38135,0,0,0,0,3805,3809,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
188,0.944087747458534,-4.967221394872781,-3.5417945165059943,-2.208412466226623,-3.7215390677937537,0.019082,0.1,0.048754,0.2,1173,708,1116,33642,38570,38565,0,0,0,0,3866,3876,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
189,0.9413847954620487,-5.023643968149102,-3.557143654219533,-2.228742852213779,-3.7505028045677786,0.019,0.1,0.04839,0.2,1350,603,1150,33319,38159,38157,0,0,0,0,3966,3960,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
190,0.9436281138255356,-4.980239251015134,-3.5357972365646146,-2.219854462368153,-3.7313250132385343,0.018919,0.1,0.048028,0.2,1155,721,1129,33279,38286,38282,0,0,0,0,3898,3895,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
191,0.9496508526388348,-4.890220886876914,-3.508821220058843,-2.1773823445256792,-3.703167701247141,0.018839,0.1,0.047668,0.2,1068,612,1166,33367,38319,38310,0,0,0,0,3928,3919,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
192,0.9480668510563173,-4.8246493114565085,-3.487403570390059,-2.176203236173529,-3.7055166308933143,0.018759,0.1,0.047312,0.2,1157,608,1283,33986,39162,39158,0,0,0,0,3941,3927,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
193,0.9412655072119666,-4.849213052214281,-3.491603660288439,-2.1646059599607894,-3.7049331183008856,0.01868,0.1,0.046958,0.2,1279,700,1400,33694,38595,38586,0,0,0,0,3902,3901,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
194,0.9456165717489451,-4.7746461318234035,-3.461449357581578,-2.126487330441748,-3.680724816940755,0.018601,0.1,0.046607,0.2,1297,546,1231,33889,38837,38833,0,0,0,0,3947,3965,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
195,0.9388773638796187,-4.720554364116591,-3.459078040114022,-2.0983805807389295,-3.666524910430871,0.018524,0.1,0.046258,0.2,1391,642,1216,33261,37966,37957,0,0,0,0,3918,3931,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
196,0.945828591962628,-4.69787190961824,-3.450053144013563,-2.085652335093038,-3.6565781739817784,0.018447,0.1,0.045912,0.2,1290,519,1149,33394,38367,38353,0,0,0,0,3835,3843,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
197,0.9422697073083138,-4.735171480324937,-3.479730307098486,-2.08131318306856,-3.654861578731546,0.01837,0.1,0.045569,0.2,1368,561,1174,33414,38037,38031,0,0,0,0,3934,3934,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
198,0.9422835258213154,-4.780846936220118,-3.493713895092618,-2.1213938471405798,-3.6930979871526826,0.018294,0.1,0.045228,0.2,1206,723,1133,33422,38343,38336,0,0,0,0,3901,3894,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
199,0.9388428777741755,-4.908106027139616,-3.5434644898569427,-2.1560336340783866,-3.7293095171715676,0.018219,0.1,0.04489,0.2,1310,765,1287,33929,38738,38733,0,0,0,0,3888,3876,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
200,0.9459598558929491,-4.8482451140352145,-3.5172655431176905,-2.1676706360895173,-3.7413112802456747,0.018145,0.1,0.044554,0.2,1154,631,1182,33031,38074,38068,0,0,0,0,3881,3901,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
201,0.9403310236315774,-5.006605029589918,-3.5413536746211025,-2.2049096231750656,-3.7618110698156695,0.018071,0.1,0.044221,0.2,1328,644,1052,33049,37696,37691,0,0,0,0,3854,3855,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
202,0.9426318651441,-5.012276004930246,-3.5451602450715636,-2.1805490315701226,-3.749527966290503,0.017997,0.1,0.04389,0.2,1215,684,1171,33102,38092,38086,0,0,0,0,3900,3887,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
203,0.9419374247894103,-4.982524836972258,-3.5348172450329445,-2.1936294117078834,-3.745657339321925,0.017925,0.1,0.043561,0.2,1281,649,1267,33240,38057,38051,0,0,0,0,3906,3892,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
204,0.9442537825658778,-4.955298642797245,-3.5303705731818664,-2.1929813442926447,-3.752784861152222,0.017852,0.1,0.043236,0.2,1253,615,1006,33509,38436,38429,0,0,0,0,3910,3910,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
205,0.9490776670049549,-4.795625515848097,-3.4866160419650587,-2.1653127703371116,-3.727770243779918,0.017781,0.1,0.042912,0.2,1149,557,1068,33502,38545,38541,0,0,0,0,3888,3891,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
206,0.9441796735374717,-4.752730865915168,-3.466640440909893,-2.1454311838476268,-3.719716761834578,0.01771,0.1,0.042591,0.2,1276,598,1264,33572,38588,38588,0,0,0,0,3980,3972,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
207,0.9385141417473981,-4.816705232694989,-3.50777023265589,-2.1951116533961277,-3.7644964440350592,0.017639,0.1,0.042273,0.2,1364,686,1058,33341,38062,38054,0,0,0,0,3867,3879,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
