episode,service_level,bias,rebalancing_imbalance,squared_starvation_penalty,squared_congestion_penalty,starvation_count,congestion_count,gross_starvation_risk,gross_congestion_risk,fleet_broken_fraction,onsite_shortage_pressure,depot_shortage_pressure,late_broken_cargo_pressure,alpha,alpha_initial,epsilon,gamma,transition_update_interval,transition_batch_updates,remainder_batch_updates,batch_updates_this_episode
176,0.9395224392952698,-4.247229115582605,-0.8880071432388276,-0.3541521700217093,-0.19904398600914294,-0.17245599265540293,-0.05829555276791803,-0.25073896610977103,-0.1963386014974607,-0.4695060665477534,-0.08151979478100421,-0.1114800704436273,-0.09083305612467225,0.001588,0.01,0.0,0.97,100,13,1,14
177,0.9370082677690359,-4.251807581816956,-0.8903597218014648,-0.35508089471309384,-0.1995925772649074,-0.17291718828483674,-0.05845818268471484,-0.25138713012877245,-0.19689218489980478,-0.4706614419671435,-0.08167197242173017,-0.11175266884554602,-0.09107250156691808,0.00158,0.01,0.0,0.97,100,13,1,14
178,0.9419929667951579,-4.255821889127099,-0.8924215354234856,-0.355884607907345,-0.2000556004350751,-0.17330723785982113,-0.05858492672616445,-0.25193452459261767,-0.19733403098587185,-0.47168961391947983,-0.08187893444478545,-0.11196991541888268,-0.09126428691686969,0.001573,0.01,0.0,0.97,100,13,1,14
179,0.9391556361540938,-4.259987700183742,-0.8945831792480117,-0.35675282695669835,-0.20053939539359417,-0.17372195255376,-0.05872388281385587,-0.25253868264611856,-0.19780629083540502,-0.4727956944286839,-0.08203667317213052,-0.11228263567866949,-0.09146774489593193,0.001565,0.01,0.0,0.97,100,13,1,14
180,0.9439267998391205,-4.26388499321474,-0.8965356287431232,-0.35753539060286765,-0.200977713633017,-0.17409615645530835,-0.058857053050299285,-0.2531075962912227,-0.1982633701726768,-0.4737682206068637,-0.08221428181316273,-0.1125254942178678,-0.0916818306443596,0.001558,0.01,0.0,0.97,100,13,1,14
181,0.9373604027069373,-4.26836811187437,-0.8988381440091197,-0.3584388240043683,-0.20151026062684332,-0.17453037125128132,-0.059023024157116945,-0.25373846693484203,-0.19877121006009255,-0.4749720045719084,-0.08241819557726775,-0.1128072592821955,-0.09192942142621448,0.001551,0.01,0.0,0.97,100,13,1,14
182,0.9394782259010406,-4.272512867744316,-0.9009567908901316,-0.35929725772701865,-0.2019954825937403,-0.1749470251267838,-0.05918001401314501,-0.2543520742756808,-0.19927132274605805,-0.4760717974343979,-0.08262484421179357,-0.11305394078971417,-0.09214626457829264,0.001544,0.01,0.0,0.97,100,13,1,14
183,0.9399618107774718,-4.276645663503759,-0.9030347380962501,-0.36011610847325987,-0.20245912872773736,-0.17534991376932152,-0.05931816898114369,-0.2549330738915455,-0.199730873650223,-0.4771482759443284,-0.08281394198022753,-0.11330761421186324,-0.09237555344763904,0.001536,0.01,0.0,0.97,100,13,1,14
184,0.9427867040720904,-4.280426874958659,-0.9049199832640611,-0.36085328614874906,-0.20286949039593793,-0.17569428542925036,-0.05942099299544534,-0.2554587608294305,-0.20016277497675314,-0.4781804106758233,-0.08299290077153304,-0.11353057015647328,-0.09257347518217621,0.001529,0.01,0.0,0.97,100,13,1,14
185,0.9381872063850208,-4.2845360800428045,-0.907047460969532,-0.3617200824499502,-0.20334618485707018,-0.17613309798255836,-0.05956157138948058,-0.2560939361479377,-0.20062654286280024,-0.4792063649278404,-0.08318267091076512,-0.11374296905593079,-0.09279425896134617,0.001522,0.01,0.0,0.97,100,13,1,14
186,0.9375449151834211,-4.2888672422942316,-0.9092398111578116,-0.3625862842687637,-0.2038288212534272,-0.17655662074196485,-0.05969530754627509,-0.25673467869820626,-0.20109640175071986,-0.4803450801895791,-0.08336031950790229,-0.11402816389804891,-0.09305591316871795,0.001515,0.01,0.0,0.97,100,13,1,14
187,0.9418526145224995,-4.292730530387424,-0.9111635508227308,-0.36334812305300057,-0.2042496496342599,-0.17690408456238904,-0.05981702306267739,-0.25734565883131677,-0.20153810483493878,-0.48130221203398926,-0.08353439337766351,-0.11426781659738368,-0.0932835197456142,0.001509,0.01,0.0,0.97,100,13,1,14
188,0.9398729901364681,-4.296609107046547,-0.9131857421547678,-0.36418344343004233,-0.20469699654946133,-0.17731173125027624,-0.0599535572450664,-0.2579027155769708,-0.2019755776485376,-0.4823728466851291,-0.08371163333655655,-0.11453040556263858,-0.09347437010156015,0.001502,0.01,0.0,0.97,100,13,1,14
189,0.9388610417260398,-4.300723508329583,-0.9153059217297169,-0.3650295757647323,-0.20519279064917137,-0.1777368896691093,-0.0601111469979952,-0.25850563767499024,-0.20241446834348442,-0.4834622293131314,-0.08389370000369971,-0.11477916071656194,-0.09366756757322292,0.001495,0.01,0.0,0.97,100,13,1,14
190,0.9444863352267967,-4.304360991337637,-0.9171461121457832,-0.3657841277297388,-0.20557958402842358,-0.17809922330898648,-0.06021761246893729,-0.25906242781127414,-0.2028143318724004,-0.4846068095271262,-0.08410202364561072,-0.11503091634764771,-0.09385604881663648,0.001488,0.01,0.0,0.97,100,13,1,14
191,0.9409112243529569,-4.308329353494436,-0.9191839714101693,-0.36659753138146683,-0.20602557869808708,-0.17848138961509535,-0.0603469408873939,-0.2596094319537674,-0.20325699424023078,-0.48557947959105163,-0.08427932134310294,-0.11526233754652375,-0.09407626810124252,0.001482,0.01,0.0,0.97,100,13,1,14
192,0.9390647700780484,-4.312352908319833,-0.9212498867372731,-0.36741922460777604,-0.20648697155319087,-0.17888048750034355,-0.06049195547424532,-0.2602050567311346,-0.2037056171262191,-0.48653620221102245,-0.08447184285318576,-0.11548627387037882,-0.0942970293911087,0.001475,0.01,0.0,0.97,100,13,1,14
193,0.940533817399489,-4.314804058956191,-0.9224366596406609,-0.36804927544220223,-0.20673967894294487,-0.17925862965192568,-0.0605960961477747,-0.26076799114496924,-0.20412590444423978,-0.48729946798676826,-0.08460352697506854,-0.11572055172975777,-0.0944935572042423,0.001469,0.01,0.0,0.97,100,13,1,14
194,0.9394640253406406,-4.3184839487034,-0.9243258670369923,-0.3688303714699414,-0.20715000108248202,-0.17965090935272954,-0.060714560611031115,-0.26130372960507914,-0.2045252380269723,-0.4883075999273868,-0.08478849150447171,-0.11594556038679751,-0.09464967596926821,0.001462,0.01,0.0,0.97,100,13,1,14
195,0.9417172767842164,-4.322128883712601,-0.9261859857566797,-0.3695730176598783,-0.20756130759935165,-0.18000669862302682,-0.06083454063214626,-0.26184520583657067,-0.20496806526795305,-0.4892669833908377,-0.08495342809497675,-0.11616147963232264,-0.09487823464863668,0.001456,0.01,0.0,0.97,100,13,1,14
196,0.9390369631720384,-4.3260913180905165,-0.9281697570489689,-0.37034356873275637,-0.2080092826885492,-0.18037921920474917,-0.06096834802744091,-0.2623766624546386,-0.20540285364621683,-0.49028370090121975,-0.08509397996569541,-0.11638330898633045,-0.09505713048876809,0.001449,0.01,0.0,0.97,100,13,1,14
197,0.9416120763315294,-4.329828232578988,-0.9300820778777327,-0.37110477037447615,-0.20843098750531672,-0.18075895553209845,-0.06109357826771614,-0.2629236055211081,-0.20580934833315248,-0.4913699187493764,-0.08524479143504744,-0.11666740788880675,-0.0952385731163275,0.001443,0.01,0.0,0.97,100,13,1,14
198,0.9401505942733658,-4.3334596315021,-0.9318816463655015,-0.3718427197715251,-0.2088339196833749,-0.18110175854067917,-0.06121336701092309,-0.26345572178160803,-0.20625732128139748,-0.4923998343905799,-0.08542747694842413,-0.11690740060128164,-0.09544300666911888,0.001437,0.01,0.0,0.97,100,13,1,14
199,0.9400791596386046,-4.3357295563814855,-0.9330987990723862,-0.3724688255421717,-0.20909192575302427,-0.1814364435598617,-0.061310763274694674,-0.26393702508763256,-0.20667689810172873,-0.4931362668811697,-0.08557801430765433,-0.11712651465724686,-0.09566792626134286,0.001431,0.01,0.0,0.97,100,13,1,14
200,0.9401687634764597,-4.3392442152075095,-0.9349137674147966,-0.37323344015514465,-0.20949607488659555,-0.18182875288261377,-0.06143291754779828,-0.264496713701845,-0.2071123101679414,-0.4941317890833383,-0.08573163237864756,-0.11740598459326083,-0.0958494617726141,0.001424,0.01,0.0,0.97,100,13,1,14
201,0.9425092999661819,-4.342785787743128,-0.9367158941929532,-0.3739538341470351,-0.20988788310984577,-0.18218622658248945,-0.06153601662622255,-0.26505784122627685,-0.2075032061995886,-0.4949929277906407,-0.08588803470569069,-0.11763410300122759,-0.09602924396781415,0.001418,0.01,0.0,0.97,100,13,1,14
202,0.938777235002789,-4.3463374062047215,-0.9385703295757077,-0.37473872142482967,-0.2102931279117652,-0.18257940841240225,-0.061650525216452645,-0.2656170492476671,-0.20794894430826563,-0.4960349747164891,-0.0860636610467021,-0.11791670296085197,-0.09620346292393314,0.001412,0.01,0.0,0.97,100,13,1,14
203,0.9436693027082389,-4.349781446293534,-0.9402982062593837,-0.3754359753825863,-0.210686566765553,-0.1829140706259012,-0.061782655714034206,-0.26609121943122654,-0.2083591848463653,-0.4969055786857795,-0.08623657752688858,-0.11809605022013975,-0.09639419729357133,0.001406,0.01,0.0,0.97,100,13,1,14
204,0.9366262344173214,-4.353674877297846,-0.9422901887644729,-0.37625911534631146,-0.21113413761963162,-0.18331921821170044,-0.061916998085337724,-0.2666827034274193,-0.20882749772630088,-0.4979801595985867,-0.08642114581921106,-0.11838866876927687,-0.09664210623668062,0.0014,0.01,0.0,0.97,100,13,1,14
205,0.9412360176140102,-4.357272897337273,-0.944129896569536,-0.37699228039965094,-0.21154186163146618,-0.18367329702576768,-0.062024929133910146,-0.2672085407759094,-0.20923325428110184,-0.49895408582341816,-0.08657027482207572,-0.11860718254646642,-0.09684090002250946,0.001395,0.01,0.0,0.97,100,13,1,14
206,0.9437209067840758,-4.360727805392957,-0.9458741325447187,-0.37766446978159346,-0.2119393926084185,-0.18399245952417578,-0.06215798043265516,-0.26770139999347947,-0.20963976034681384,-0.49979727009853164,-0.08670016643765065,-0.11878096105216523,-0.09705565982762004,0.001389,0.01,0.0,0.97,100,13,1,14
207,0.9446335299073294,-4.364037284378162,-0.9475348406494282,-0.37832120327196167,-0.21231567738878473,-0.18431515132040438,-0.062268213154601564,-0.2681581976284335,-0.20998439765065388,-0.5005022685034578,-0.0868442850881567,-0.11894906311108105,-0.09719497565764822,0.001383,0.01,0.0,0.97,100,13,1,14
208,0.9369651640725019,-4.367970424335905,-0.9495317032425652,-0.37910256562319905,-0.21277130949565776,-0.18468682352944008,-0.062403982143560015,-0.26869539561839273,-0.21040626427377182,-0.5015136356736054,-0.08701796572165572,-0.11917905299877124,-0.09741420351295964,0.001377,0.01,0.0,0.97,100,13,1,14
209,0.9385382059800664,-4.371750264015305,-0.9514932298189818,-0.37990589833878824,-0.21321303523124524,-0.18509551950337264,-0.0625336192353023,-0.2692898461644489,-0.21084879298155318,-0.502509682983237,-0.08716496596365704,-0.11942022327505904,-0.09759598108963917,0.001372,0.01,0.0,0.97,100,13,1,14
210,0.9376609047443913,-4.375669328012144,-0.9534835597930141,-0.38068275230211657,-0.21366368760498783,-0.1854722601883262,-0.06266671539167937,-0.2698507181116673,-0.21131501350486792,-0.5034620311648872,-0.0873172799271604,-0.11964313130616648,-0.09777846799237754,0.001366,0.01,0.0,0.97,100,13,1,14
211,0.9402732944187058,-4.379305067150499,-0.9553021700058697,-0.38141355782581415,-0.21405393273057408,-0.1858332652302401,-0.06278256795126874,-0.2703972766216219,-0.2117156845408967,-0.5045371288571134,-0.0875188982261118,-0.11989384263004013,-0.09798644923357826,0.00136,0.01,0.0,0.97,100,13,1,14
212,0.93686808913536,-4.382995173863445,-0.9572033734762838,-0.38218692752078537,-0.21448310777639742,-0.1862074425932508,-0.06291206554882914,-0.27095354331590465,-0.21218718513916485,-0.5055195118091124,-0.08768039537089366,-0.12012340240853131,-0.09816486933223664,0.001355,0.01,0.0,0.97,100,13,1,14
213,0.9345817979910152,-4.387003053715015,-0.9592557226298706,-0.38302062365713185,-0.21493536733688484,-0.18663840448683364,-0.06304687464988214,-0.2715337054328766,-0.21263579798460874,-0.5066207022634875,-0.08788334620429533,-0.12037532666014715,-0.09834979093483329,0.001349,0.01,0.0,0.97,100,13,1,14
214,0.9399831223628692,-4.390567817185725,-0.9610392898936913,-0.38374698869145746,-0.21531543508974824,-0.18699029253794822,-0.0631516505826878,-0.2720845334930503,-0.21303750056656792,-0.5076197841864415,-0.08802691749418129,-0.12061811815499933,-0.09850760409532183,0.001344,0.01,0.0,0.97,100,13,1,14
215,0.942217199912297,-4.393944143689469,-0.9627577639058862,-0.38442069081654556,-0.21569885903226238,-0.18730799906470202,-0.06325026699225755,-0.2725762127909859,-0.21344249465814627,-0.5085036565019551,-0.0881506321518615,-0.12082324144425335,-0.09868544772220733,0.001338,0.01,0.0,0.97,100,13,1,14
216,0.9401579072210362,-4.397429328454666,-0.9645329258392611,-0.3851242410108029,-0.21610897493851097,-0.1876590282246805,-0.0633843126727395,-0.2730834279690034,-0.21384417216967944,-0.5093680123868121,-0.08829860866302444,-0.12101079087346997,-0.09886554191578287,0.001333,0.01,0.0,0.97,100,13,1,14
217,0.9400574359655385,-4.401030776379669,-0.9663844548887337,-0.3858645613066818,-0.2165215930278426,-0.18803286752628418,-0.06349507292871494,-0.2735940705773763,-0.21426222746625037,-0.51037917011205,-0.08847422992505817,-0.12127933575308236,-0.09902628058483379,0.001328,0.01,0.0,0.97,100,13,1,14
218,0.9399344923154447,-4.404578203870976,-0.9681866014060121,-0.38657939554368426,-0.21693039774192305,-0.18837894857029763,-0.06361436851841216,-0.2740867288574837,-0.2146419978900353,-0.5112998045088857,-0.08863454379070296,-0.12148335114878342,-0.09919322014374081,0.001322,0.01,0.0,0.97,100,13,1,14
219,0.9381540587452183,-4.408203666081022,-0.9700943222329341,-0.38734616800668187,-0.21736832350899496,-0.1887441380374084,-0.06376016716696832,-0.27460421954770486,-0.21504192292192179,-0.5121607828962127,-0.08878542819525398,-0.12167288358213403,-0.09936885625781684,0.001317,0.01,0.0,0.97,100,13,1,14
220,0.9401452964080436,-4.410553559092574,-0.9713395967882398,-0.38795121074681194,-0.2176088006242221,-0.18907199421912543,-0.06384270952691629,-0.2751210923705896,-0.215412734926422,-0.5128528126634111,-0.08894291499083629,-0.12188247150319972,-0.09955024888958149,0.001312,0.01,0.0,0.97,100,13,1,14
221,0.9400857358998067,-4.41400036935028,-0.9731155717365528,-0.38866949560032854,-0.21801696690207273,-0.18942472566054785,-0.0639671134248766,-0.2756174345507863,-0.21580409292753017,-0.5137477409403393,-0.08907221729744874,-0.12205715759838315,-0.09971991631264825,0.001307,0.01,0.0,0.97,100,13,1,14
222,0.9382521441404793,-4.417028969331298,-0.9746806814016608,-0.3893403655662659,-0.21839211648855525,-0.18975452258524977,-0.06410258809378423,-0.2761077537014206,-0.21621093694870816,-0.5145834649565808,-0.08920167748885684,-0.1223032237823859,-0.09989799630653468,0.001302,0.01,0.0,0.97,100,13,1,14
223,0.9414143473680634,-4.420363009975012,-0.9763476694796235,-0.39000406490276457,-0.2187667333746569,-0.19008414323403586,-0.06422316222644336,-0.276579784584469,-0.2166009514184773,-0.5155676419473649,-0.08936233143745338,-0.12252546317813613,-0.10007259987221684,0.001297,0.01,0.0,0.97,100,12,1,13
224,0.9406808280706495,-4.423682181130917,-0.9780331657666589,-0.3906673623577819,-0.21914050576477098,-0.19041319573528726,-0.06433672544557621,-0.2770752302466648,-0.2170063616230258,-0.5165263091751128,-0.08955062260108482,-0.12274290254614222,-0.10021802357998263,0.001292,0.01,0.0,0.97,100,13,1,14
225,0.9413811156333913,-4.426976603452232,-0.9796976755991066,-0.3913335733675884,-0.2195159097815088,-0.190730352113687,-0.06445496527651536,-0.27756820908370416,-0.2173954033204221,-0.5174435600313149,-0.08975902911496665,-0.12293906584599032,-0.1003897443714229,0.001287,0.01,0.0,0.97,100,13,1,14
226,0.9445754914261815,-4.429982452430964,-0.9812706440829005,-0.39196692677988676,-0.21986512336176203,-0.19104045631875435,-0.06456186648136555,-0.27799306565484505,-0.21773427246024746,-0.5182735900391532,-0.08990909408880234,-0.12314020007514248,-0.10054222311105869,0.001282,0.01,0.0,0.97,100,13,1,14
227,0.9423247857514213,-4.430357509638718,-0.9812982673426246,-0.39226812952141554,-0.219783508257973,-0.191268858411409,-0.06461739209410514,-0.27844467080138735,-0.21803820884701572,-0.5186901297312535,-0.09003708850567892,-0.12327046592839759,-0.10070769829150718,0.001277,0.01,0.0,0.97,100,13,1,14
228,0.9427910666959267,-4.433522743604815,-0.982923417491663,-0.3929019937165733,-0.22014778666183446,-0.191568042982041,-0.0647236207554548,-0.2788799178826902,-0.21838941765082978,-0.5195146660469018,-0.09017207039308202,-0.12346686691620065,-0.1008564467766418,0.001272,0.01,0.0,0.97,100,13,1,14
229,0.9426419072883719,-4.436672032934078,-0.9845243058785672,-0.3935237939307628,-0.22051833969594611,-0.19186409090292686,-0.06483805078624262,-0.27931971116808785,-0.21874848251783757,-0.5202041892044968,-0.09030147592785118,-0.12363265092970223,-0.10099659652238463,0.001267,0.01,0.0,0.97,100,13,1,14
230,0.9413013087197454,-4.43991803197586,-0.9861975533374785,-0.3941934303091321,-0.22088813393452147,-0.19218615635908345,-0.0649509510736155,-0.27982250061832903,-0.21914705697456477,-0.5211594120079962,-0.09044054754745756,-0.1239108544961724,-0.10117939693273051,0.001262,0.01,0.0,0.97,100,13,1,14
231,0.946392894917986,-4.442771058338154,-0.9876016827385539,-0.3947688312826545,-0.22119556094580067,-0.19246770358900026,-0.06503627699795782,-0.280262557245507,-0.21946337215863043,-0.5218786890270839,-0.09055888434917364,-0.12407533412752438,-0.10134472245582514,0.001257,0.01,0.0,0.97,100,13,1,14
232,0.9408391842193247,-4.4456675407388735,-0.9890633261206406,-0.395405518960239,-0.22152617096287047,-0.1927966758426115,-0.06514535740197908,-0.2807266251966086,-0.21982318677350338,-0.5227625309594156,-0.09068123681091861,-0.12429920450501751,-0.10151526336504288,0.001253,0.01,0.0,0.97,100,13,1,14
233,0.9410908238916874,-4.44875825100156,-0.9906267368844858,-0.39605667877989986,-0.2218596699163807,-0.19311707865153663,-0.06523452276368262,-0.2811962706407864,-0.2201936833608165,-0.5236340061578334,-0.09082803132603215,-0.12449051782172697,-0.10170104327549857,0.001248,0.01,0.0,0.97,100,13,1,14
234,0.9444153474463161,-4.451738430334526,-0.9921166487640413,-0.3966464317542832,-0.22218827601558777,-0.19339874130991727,-0.06533096520375022,-0.2816271276460579,-0.22052104405853515,-0.5244327309054778,-0.0909846715990323,-0.12467833367137877,-0.1018312817505629,0.001243,0.01,0.0,0.97,100,13,1,14
235,0.9423566987190377,-4.454809154718989,-0.9936934232122874,-0.397271339763862,-0.2225418253546345,-0.19370558086391848,-0.0654427788572037,-0.2820626031485086,-0.22087359765200473,-0.5252121303300739,-0.09115061538188983,-0.1248421452246738,-0.10201291672327883,0.001239,0.01,0.0,0.97,100,13,1,14
236,0.9401880477015457,-4.457882254840759,-0.9952766920351818,-0.397917264296202,-0.2228986603899797,-0.19402614427891143,-0.06554222376055396,-0.28258080574875305,-0.22125864223600303,-0.5259951867540162,-0.09129009209938369,-0.12501308220817864,-0.10217886733363486,0.001234,0.01,0.0,0.97,100,13,1,14
237,0.9391932773109244,-4.461014092172979,-0.9968948180026972,-0.3985894195115379,-0.22326276154307767,-0.19436155102019897,-0.06565305758983438,-0.2830645821479652,-0.22165056103883157,-0.5268443310966353,-0.09143533872394985,-0.12523684593576345,-0.10232856630737332,0.001229,0.01,0.0,0.97,100,13,1,14
238,0.941351738069186,-4.464157599752217,-0.9984983489189709,-0.39924668115153805,-0.22360864817885853,-0.19468835052562722,-0.0657485230286411,-0.28353882259785235,-0.22200260346533318,-0.527711675579056,-0.09158653049583766,-0.12545304969391424,-0.10248062287247785,0.001225,0.01,0.0,0.97,100,13,1,14
239,0.9391256318414621,-4.467452831981988,-1.0001629811753487,-0.39991948335520294,-0.22397168745978613,-0.1950155198262033,-0.06584775002784683,-0.28401417180274885,-0.22237928520279465,-0.5286052419583425,-0.09178760417232128,-0.12562612185183433,-0.10265767553830128,0.00122,0.01,0.0,0.97,100,13,1,14
240,0.9385402467141246,-4.470766179428149,-1.0018781638715146,-0.4006006228238982,-0.2243656961315641,-0.1953534743492132,-0.06596711341792888,-0.2845044965345865,-0.2227490027457043,-0.5294384667333161,-0.09190892840178384,-0.12583708116443995,-0.10281421638648389,0.001216,0.01,0.0,0.97,100,13,1,14
241,0.943190400268524,-4.473736762142375,-1.0034086870531544,-0.401233083553508,-0.22468876400300605,-0.19565629433638618,-0.06606583770898736,-0.28494559324015845,-0.22308359533491795,-0.5302774481195158,-0.09205719789731853,-0.126055666495164,-0.10298822614397037,0.001212,0.01,0.0,0.97,100,13,1,14
242,0.9431769631718363,-4.4765503027003355,-1.004811020543934,-0.4018033721014138,-0.22500119314744244,-0.19593201542832656,-0.06615567503769079,-0.2853888265434394,-0.22340319964056152,-0.5310632951949111,-0.09218526198820404,-0.12624139947762278,-0.103143098143126,0.001207,0.01,0.0,0.97,100,13,1,14
243,0.9377927326220389,-4.479851937511096,-1.0065011124996857,-0.4024874831446446,-0.2253801731755417,-0.19626506274281164,-0.06626857400335413,-0.28586968580544375,-0.22378775567884746,-0.5319988018377935,-0.09234165555135175,-0.12647454856330168,-0.10333960012042172,0.001203,0.01,0.0,0.97,100,13,1,14
244,0.9362385629709364,-4.483266053161044,-1.0082538313168719,-0.4031934872205985,-0.22578183718368391,-0.19662948213275547,-0.0663931008688929,-0.2863831022598392,-0.224200811339168,-0.532833833070155,-0.09247610266334408,-0.12664358756954788,-0.10351557922369066,0.001198,0.01,0.0,0.97,100,13,1,14
245,0.9420070685788079,-4.486252141328913,-1.009738888138971,-0.4037916486545678,-0.22609817851883102,-0.19692130015651063,-0.06648323306561935,-0.2868435093505341,-0.22452932903175288,-0.5335895833194677,-0.0926101450308661,-0.12681302627893828,-0.1036938008975185,0.001194,0.01,0.0,0.97,100,13,1,14
246,0.9427946710057968,-4.489131259556413,-1.011191587336901,-0.40438157189827095,-0.22642455977331682,-0.1971958031238136,-0.06658605021698785,-0.28728515505745983,-0.22486952537594357,-0.5343513184378081,-0.09277404245065618,-0.12695879293535864,-0.10381746285523069,0.00119,0.01,0.0,0.97,100,13,1,14
247,0.9421365234802215,-4.492054071391831,-1.0126675044011153,-0.40498090068322706,-0.2267642272258278,-0.19749001890171522,-0.06669478328566152,-0.2877206102860834,-0.2252275056560609,-0.5351241087458694,-0.0929330516501972,-0.12711809603665888,-0.1039580842936206,0.001186,0.01,0.0,0.97,100,13,1,14
248,0.9404079839104936,-4.49508381575358,-1.0142151816930518,-0.4056144638325877,-0.2271053121416806,-0.19780267388324232,-0.0668000980084669,-0.2881925545023099,-0.225578895102846,-0.5359958259772059,-0.09308079070627748,-0.12730186350815603,-0.10415726312585184,0.001181,0.01,0.0,0.97,100,13,1,14
249,0.9369551759332073,-4.4980597180976964,-1.0157389592515942,-0.4062772470023379,-0.2274371127158874,-0.19813416206009163,-0.06690179860216196,-0.2886826826655478,-0.2259415025334857,-0.5368713387123326,-0.0932626498602819,-0.12751160226361782,-0.10437438634127222,0.001177,0.01,0.0,0.97,100,13,1,14
250,0.9378521570936003,-4.501280783996778,-1.0174206845121907,-0.4069676225047807,-0.22780556486397419,-0.19848117274292446,-0.06701352023503526,-0.2892023857500994,-0.22631619975122694,-0.5377073706914897,-0.0934288397732227,-0.12770351995125484,-0.10451421444790397,0.001173,0.01,0.0,0.97,100,13,1,14
251,0.9381406678169085,-4.50447516719823,-1.0190097692336813,-0.40759940045002707,-0.22815365302197008,-0.19877526186135283,-0.06710446349831366,-0.28966428622998436,-0.22667585899927672,-0.5384923894307686,-0.09358531369646725,-0.12786386199886593,-0.10467152516352304,0.001169,0.01,0.0,0.97,100,13,1,14
252,0.9381679516984162,-4.5076961030858635,-1.020668740100723,-0.40826035910818326,-0.22854349156289328,-0.19910851603379406,-0.0672187587227381,-0.29012018266985534,-0.22703647157713308,-0.5391970472453701,-0.09370010888701726,-0.12803683728374712,-0.10484099985956657,0.001165,0.01,0.0,0.97,100,13,1,14
253,0.9405938914986348,-4.51070089367314,-1.0222291723065609,-0.4088845431671232,-0.22888910754431513,-0.19942005511015218,-0.06731194421014483,-0.2905511669857757,-0.22736211215396185,-0.540001761935989,-0.09383924531238184,-0.12824090499619759,-0.10501128397449962,0.001161,0.01,0.0,0.97,100,13,1,14
254,0.9411025890076029,-4.513664075672127,-1.0237442247643942,-0.40948716410747976,-0.22922504514119507,-0.19970861878318724,-0.0674114314845533,-0.29096776852029244,-0.22768372787928834,-0.5407666276800447,-0.09395440452130631,-0.12843649456575032,-0.10517526296239187,0.001157,0.01,0.0,0.97,100,13,1,14
255,0.9392930839379618,-4.516781249515285,-1.0252992724953183,-0.4101123247012186,-0.2295598240908067,-0.20002516149406643,-0.06750139552697937,-0.2914109965972108,-0.22801881017285666,-0.5416598656554886,-0.09409057765932291,-0.1286386146006827,-0.10530659567608823,0.001153,0.01,0.0,0.97,100,13,1,14
256,0.9457112204757931,-4.519398616639111,-1.026605509417001,-0.41063463370033987,-0.2298352105104091,-0.2002693325141054,-0.06756983981563049,-0.29177683576380925,-0.22828107779498438,-0.5423367972063379,-0.09420181526785472,-0.1287945924255694,-0.10542394619847761,0.001149,0.01,0.0,0.97,100,13,1,14
257,0.9448650649438051,-4.522064048895933,-1.0279513770652613,-0.4111682778576115,-0.23013762280766403,-0.20051934997560153,-0.06765732304899226,-0.29215948142338405,-0.22857237437049355,-0.5429965920995792,-0.09430954673700095,-0.12894264374637554,-0.1055615991935515,0.001145,0.01,0.0,0.97,100,13,1,14
258,0.9377100416722678,-4.525207539736812,-1.0295391091476973,-0.4118093999396749,-0.23049910391786665,-0.20083459444206284,-0.06777413618404753,-0.29262855643438535,-0.22894320467510668,-0.5438538582568498,-0.09445874235750566,-0.12915964397895588,-0.1057170178199574,0.001141,0.01,0.0,0.97,100,13,1,14
259,0.942863382837175,-4.528025297322968,-1.0309735837496707,-0.4123815185360057,-0.23082135153140854,-0.2011096635112004,-0.06786572826995893,-0.29303429290438365,-0.2292484836500921,-0.5445869911671964,-0.09458387899361971,-0.12933690999092515,-0.10587302670066595,0.001137,0.01,0.0,0.97,100,13,1,14
260,0.9370494873981904,-4.53119792114084,-1.0326150664357359,-0.4130452644276574,-0.23119269794954786,-0.20144422814019433,-0.06797634297328901,-0.29353557912986705,-0.22962434915634958,-0.5454318286501637,-0.09475593510746629,-0.12954001786830122,-0.1060415159359364,0.001133,0.01,0.0,0.97,100,13,1,14
261,0.9389047539055938,-4.534253897920974,-1.0341619433273674,-0.41367441174384867,-0.2315279202329599,-0.20174505540862173,-0.06808258060948165,-0.29397639226204886,-0.22998138995027695,-0.5462918498796195,-0.09490116380052775,-0.12973044175431953,-0.10620888567526682,0.001129,0.01,0.0,0.97,100,13,1,14
262,0.9404948377208495,-4.5371713860904865,-1.0356020361353184,-0.4142503398314024,-0.2318382232942894,-0.202022895300865,-0.0681635803800143,-0.2944036120345978,-0.2302865093083644,-0.5470129066405108,-0.09502441724585052,-0.1298695780869558,-0.10635197291585995,0.001125,0.01,0.0,0.97,100,13,1,14
263,0.9397555739616964,-4.540081407507356,-1.0371317095190307,-0.41485026609849834,-0.23220117327243897,-0.20231374727526905,-0.06828581142967102,-0.2948021730041338,-0.23062757674801102,-0.5477833937275912,-0.09516759549216344,-0.13004739270382443,-0.10649798304087292,0.001122,0.01,0.0,0.97,100,13,1,14
264,0.9427112396219077,-4.542763753439477,-1.0384674663986846,-0.41540189186198234,-0.23248756910098947,-0.2025863778472099,-0.06836218293920195,-0.29519403581662246,-0.230939674930929,-0.5485469059409227,-0.09529052918662755,-0.13023520560514446,-0.10665588702400781,0.001118,0.01,0.0,0.97,100,13,1,14
