episode,service_level,rebalancing_imbalance,starvation_severity_max,congestion_severity_max
0,0.9026908357314505,-2.0259191546589137,-3.2140302363317463,-3.1479839385487143
1,0.9370411435078362,-0.753403473382765,-1.099620218946073,-0.8391612590902748
2,0.9363308171972432,-1.0491333688452715,-1.559874395594521,-1.268239895046825
3,0.9382192430893345,-0.9324104314232651,-1.376919016926378,-0.9619460077280002
4,0.9434281139739674,-0.9673438993669558,-1.453766020182833,-0.9607212200848677
5,0.9396504642271982,-1.0723608625159324,-1.582990186605328,-1.055941209680675
6,0.9346450110467547,-1.1853353213437117,-1.7549709947638452,-1.2166538945732122
7,0.9356818315926123,-1.1572425719180914,-1.6815610420674905,-1.0948779502523085
8,0.9407711869418652,-1.0779845941552546,-1.5090669592335892,-0.8483403724810836
9,0.9389782686997239,-1.158160547045495,-1.6578322671437682,-0.9652363437793692
10,0.94119411041473,-1.1590113170504823,-1.6333345802209533,-0.9138879834602469
11,0.9421870331640275,-1.0606882363550487,-1.4878607556458083,-0.7774451087812253
12,0.9398597224294881,-1.2418291238091574,-1.786019169451793,-1.0583981458620342
13,0.9421274038461538,-1.1269137528097104,-1.555553829851542,-0.850086675867387
14,0.9375854891465953,-1.2227976941041356,-1.7206540098028142,-0.9638352905128895
15,0.9431078653670603,-1.217347391047441,-1.64797458659895,-0.8863475444166333
16,0.9421636740954615,-1.3262780892913026,-1.785251326589495,-1.0472817191137107
17,0.9415387361656551,-1.2818878428591847,-1.6981061698743085,-0.9177396732621382
18,0.9459885259058887,-1.2267027213955726,-1.5510584360437265,-0.7597624423322406
19,0.9360639061752034,-1.3586811849761813,-1.7453576200868697,-0.9523361121114671
20,0.9390700160342063,-1.3464156648359482,-1.7032121765886732,-0.8730842897366513
21,0.9354886549013792,-1.5421349150912729,-1.974684824434763,-1.0963527171579472
22,0.9430403954220483,-1.3664363618116235,-1.6658204833830492,-0.7901929221667706
23,0.9430913769373467,-1.339740257758236,-1.6130880345416794,-0.727423346367871
24,0.9387159825590137,-1.4797030782219973,-1.8396575377125222,-0.9397653772390736
25,0.9405250937667441,-1.509858622812874,-1.8802223691960982,-0.9317738916255367
26,0.9439590688767877,-1.4465016139273714,-1.7241454322378196,-0.735616296750693
27,0.9383292898433522,-1.5017437058006446,-1.7801141762434722,-0.8109495954307173
28,0.938464271965412,-1.496021041225783,-1.739547899898359,-0.753792047323069
29,0.9448017148981779,-1.433940730517137,-1.6122819588273156,-0.6264323805307683
30,0.9419881979119382,-1.4299016465737484,-1.5799353287621714,-0.5930115188416583
31,0.9314100851808981,-1.6288794085373202,-1.8861664856662204,-0.9033831351907772
32,0.9428631858834905,-1.6944315459966022,-1.9625835874534507,-0.9996757006778163
33,0.9452422093785378,-1.6123845414601146,-1.8258306571322174,-0.8826005379006975
34,0.9426764766716899,-1.591550341089869,-1.7294129005013945,-0.8162108995646946
35,0.9376123158020846,-1.6198160907441381,-1.7622671612224907,-0.8139658870742775
36,0.9368524473026081,-1.6863455398038756,-1.8576743317900037,-0.8827789326475655
37,0.9472974592521572,-1.6056777432909064,-1.7227606105583608,-0.7298202829909034
38,0.9424899504122531,-1.625098187877592,-1.6969206999695687,-0.7227653048103178
39,0.9387363807900664,-1.6632852411280894,-1.767291267400725,-0.7733276165600245
40,0.9405910735826297,-1.6985789603537427,-1.7853777274305258,-0.8436675776937088
41,0.9392707674705687,-1.683430768968173,-1.7558681914317142,-0.7863905634878656
42,0.9383778885364749,-1.7333156327580386,-1.831546625192089,-0.8217551534264796
43,0.937909376401974,-1.7242636902163455,-1.8194369081830917,-0.7762764933922424
44,0.934564979978158,-1.8004847247805609,-1.9806719439862155,-0.8912539806233916
45,0.9489099185433637,-1.6864048457101584,-1.7873569397663072,-0.6844644098096022
46,0.93463364789325,-1.7956500169630736,-1.9621056834322754,-0.8560259482439426
47,0.9423392755830272,-1.7556133280644288,-1.8675167992053021,-0.7845756177200649
48,0.941853924267993,-1.6828395634114122,-1.78971960049905,-0.6665070465277927
49,0.9436095819074543,-1.7354049921570593,-1.841963419187516,-0.7398103056125049
50,0.9406948640483384,-1.7372427535622,-1.8230758411681294,-0.7424413908965956
51,0.942090353362159,-1.708220951470476,-1.7424339783844152,-0.6723222022242159
52,0.9381850586662706,-1.7640527002661905,-1.8465393179908944,-0.7447301475461521
53,0.9361519317373785,-1.7960840212683402,-1.9186153362871579,-0.8051905800371365
54,0.9346976800096165,-1.8697255827412982,-2.0460135608559726,-0.8977079936493766
55,0.9370090410552838,-1.848509556861786,-1.9804389037275747,-0.8365091570884895
56,0.9403304409841912,-1.8541364157268556,-1.9874179992087304,-0.83326734724188
57,0.9357599810448999,-1.8937078702773038,-2.0369588036548296,-0.8883320489879241
58,0.9433810375670841,-1.8495060559425043,-1.9430709634123389,-0.7667714691982026
59,0.9445030279292579,-1.7538966044876712,-1.7594427666961605,-0.5887578963882988
60,0.9394765701413794,-1.8792092440129742,-1.9736974656822228,-0.8376346178516371
61,0.9350163490146405,-1.9340132993321097,-2.0527679626187187,-0.9317265790546869
62,0.9332434052757794,-2.0326640555105606,-2.1971555977469293,-1.0607686534894207
63,0.9410659989268467,-1.974556726275179,-2.1107594579265236,-0.950817684950565
64,0.941045939786494,-1.8974589349231787,-1.9566938269593872,-0.801222406447388
65,0.9307034648267587,-2.0197635397039972,-2.1358866179664,-1.022472312948855
66,0.9416847957457094,-1.961127773690551,-2.0056984356253937,-0.8648018562935774
67,0.9436387607119314,-1.9145244450299967,-1.8996744835772807,-0.7593970143399718
68,0.94304458028925,-1.920744293808971,-1.9171256759331068,-0.7510814159279017
69,0.9476052424956212,-1.8976407927696848,-1.8649259555067772,-0.6934610615012922
70,0.9366125760649087,-1.9542677439701155,-1.9649267001219788,-0.7740829849326877
71,0.9302374259912685,-2.0061042373881204,-2.032464363859935,-0.8698410402778726
72,0.9427741510450979,-1.9704888012633759,-1.981018815902335,-0.7954175226469861
73,0.9370369259381468,-1.9990443594658143,-2.032725795708464,-0.8217785069593546
74,0.933591423466349,-2.043228162211877,-2.105666933058029,-0.8815818380204172
75,0.9418116376724655,-1.943836516859405,-1.926368705436588,-0.6807634215648576
76,0.9401564300006063,-1.9403529697413897,-1.9264537272315112,-0.645592652068311
77,0.9414847423112629,-1.9794157500171161,-1.9978587641757057,-0.7121880662601396
78,0.9413724183877415,-1.9751457193187336,-1.9972156918795632,-0.7271369421012047
79,0.9406983022376867,-1.9858324158895961,-1.9962538811241635,-0.7444576548051363
80,0.9390333050673997,-1.9930058541577207,-2.0094471932200535,-0.7706497783363817
81,0.9390775619160611,-2.0275404671562614,-2.0629028439333075,-0.8122396153529486
82,0.9459312675376399,-1.9743219315298854,-1.963377585696759,-0.7014027463164724
83,0.9423610489573078,-1.9921738390550672,-2.0179051064276674,-0.7541449730978451
84,0.93517749020539,-2.0227746690361843,-2.0420932426388663,-0.8088019733117926
85,0.9413992066354129,-2.014738841896845,-2.025558517536464,-0.8281643882629697
86,0.9397029614917144,-1.9676616709252603,-1.9119699476901428,-0.7244556887725214
87,0.9399307007587072,-2.003076291293466,-1.957892139192538,-0.7474422294125401
88,0.9422860859795399,-2.0485746723489386,-2.0546564515465753,-0.8056008473994362
89,0.9400107283347241,-2.0896805616227327,-2.119835568280391,-0.881901658037001
90,0.9394586466165413,-2.1069059860242345,-2.1014204835903776,-0.8669387106671497
91,0.9443409828186952,-2.0807268487793444,-2.017077481894578,-0.8070053823916835
92,0.9444913211186113,-2.095475185762936,-2.0354638762335138,-0.8264170089694245
93,0.9379488396937503,-2.1533727810023793,-2.159698277430226,-0.9230603817004632
94,0.9452545874346823,-2.1010805683001417,-2.0489311594672976,-0.8088870402823894
95,0.9346525814610921,-2.0968111980391195,-2.0777837105189,-0.8269312357541567
96,0.9392126819494372,-2.1113403987772057,-2.093783002431085,-0.8464884015510551
97,0.9400952010298476,-2.120396532569548,-2.075726683928619,-0.8499957518285293
98,0.9407943304296471,-2.1251378486593326,-2.0791304194252094,-0.8430172629409503
99,0.9427215473241203,-2.0956181276284753,-2.0342816698479953,-0.7934669768278315
100,0.9394345238095239,-2.1031699440930978,-2.055359079661838,-0.8144311653929989
101,0.9449785844789889,-2.070951723985284,-1.9883756458485804,-0.7563834900132557
102,0.9452823466539991,-2.089900848428501,-2.019930325089714,-0.7869663816317986
103,0.9454824522565601,-2.111938256455298,-2.0523396729750853,-0.814236574660344
104,0.9410810810810811,-2.10687743912163,-2.05006255897145,-0.8057924715001737
105,0.9430666507690473,-2.0914033423574905,-1.9996641709545013,-0.7699522957792292
106,0.9476345888095028,-2.075974154483606,-1.981198647509969,-0.7672194552486228
107,0.939053635140668,-2.124563877791361,-2.0521594003583705,-0.8438534802559254
108,0.9479942349267355,-2.085747135809946,-1.9629502727159753,-0.7598136052396912
109,0.9359180513370258,-2.133797563528504,-2.0497295546085215,-0.8517948704777948
110,0.9414186004891726,-2.1625613879488954,-2.115267437620849,-0.8804304631532239
111,0.9419264301922847,-2.180590820075161,-2.131621350609874,-0.8889473109629098
112,0.9458275424496948,-2.095970594290042,-1.9957391605855557,-0.7610596891223321
113,0.9429175475687104,-2.1064225430419357,-1.9936631164227243,-0.7576141793997007
114,0.945003254245311,-2.0975097579042274,-1.9572553176700116,-0.7321278459874254
115,0.9446640316205533,-2.106406572946025,-1.9781431700027354,-0.7558543300664617
116,0.9421613850116816,-2.1001777313383916,-1.9499446085131005,-0.7403588749033856
117,0.9422770820194012,-2.1254255793476706,-1.9709496232174128,-0.7801757319011593
118,0.9423849799052246,-2.147898703317997,-2.0235796495276963,-0.8187990774017442
119,0.9429376329906795,-2.1740154623046997,-2.045735054138009,-0.8585197870787216
120,0.9442077983974263,-2.1531148859487255,-2.0262761856019216,-0.8366270516629547
121,0.9382353812868617,-2.2004515472983854,-2.069989717459941,-0.8918591868783786
122,0.9411148051636865,-2.1772230823644025,-2.0106412078487663,-0.8503329597163848
123,0.9391434561245882,-2.216705304322771,-2.0682747280236145,-0.9072983599676184
124,0.9350390775905619,-2.2451139028065854,-2.1097011535212027,-0.973705613943706
