episode,service_level,starvation_severity_max,congestion_severity_max,projected_starvation_risk,projected_congestion_risk
94,0.9301033745247148,-3.1220004343692964,-1.4275203971282702,-1.5276479371453626,-1.2188371988873983
95,0.9425883488119647,-3.0130762128012223,-1.3311255545716767,-1.5269004270216462,-1.2161495888306004
96,0.9341409625086855,-3.01083872913613,-1.3560288938048066,-1.5289096727398719,-1.2190829896024176
97,0.9301479432282896,-3.020707364124807,-1.3502418595440802,-1.535812394841326,-1.2265135678164205
98,0.9231669969374887,-3.1444341401418696,-1.4380048378601784,-1.5507828419394833,-1.2395160441109938
99,0.9365520575261345,-3.0837999660285895,-1.392996551251591,-1.5594395261487908,-1.2441886798216844
100,0.9384559579227374,-2.9900409692599297,-1.320503950203144,-1.5597041470163815,-1.2471394699292355
101,0.9254854734306789,-3.03440419862693,-1.3677119256600436,-1.5713863842050086,-1.2595865331590743
102,0.9318345108370255,-3.0768283849115,-1.4028594281800402,-1.5808954042094552,-1.2676199342673045
103,0.9295583033527829,-3.1243209510867005,-1.4320012086395686,-1.5922069412423672,-1.2744143974005835
104,0.9309497735815551,-3.1415150790215525,-1.434453154831114,-1.6048003076225752,-1.2853942087898842
105,0.9414707655213984,-3.0755310434216194,-1.3739224382665882,-1.6082251728666803,-1.2888602448465796
106,0.9391028545536928,-3.007246129875258,-1.332558219270282,-1.611266099261638,-1.2922117862030291
107,0.9209855055067071,-3.1108727029667746,-1.432458993132514,-1.6273246767849705,-1.3081600913161415
108,0.9420337860218615,-3.0267600170807394,-1.3472908389584164,-1.6268164815113184,-1.3058631832483463
109,0.9259943655145255,-3.0521211797961767,-1.3606020631451825,-1.6366461999536857,-1.3158706640332973
110,0.9374683015603091,-3.031346562621656,-1.3690908438394276,-1.6414105523523668,-1.319988851777123
111,0.9331248138218647,-3.0532036136528484,-1.376438709543363,-1.6467722444250954,-1.323704272557265
112,0.9328042012293369,-3.097674958784792,-1.4104410751382346,-1.660681742080438,-1.336071375407805
113,0.9329540960666809,-3.0695341801973393,-1.3707380003176943,-1.672368472507069,-1.3454389758517071
114,0.9292043426981583,-3.0976888637120834,-1.3984455065505914,-1.6791979009064233,-1.3524822757845383
115,0.9318379987371839,-3.138882583877911,-1.4221498496380338,-1.6887187465380193,-1.3584409577966603
116,0.93206194263678,-3.1535961165006183,-1.4296029497725573,-1.6943835643565992,-1.3627809084860458
117,0.9299940011997601,-3.1751109024821864,-1.42780944981217,-1.7011412083917998,-1.3698430055439281
118,0.927462242076154,-3.2515731756631077,-1.480322625803604,-1.7130048574178918,-1.3804351071667766
119,0.932562678276535,-3.272756235242073,-1.489335135004489,-1.7210344225156082,-1.387133569317275
120,0.9271826963971079,-3.3322400480419887,-1.5342005486620758,-1.7333992741892295,-1.3963017686114183
121,0.937158057008131,-3.2687984209250365,-1.4757321858564822,-1.737040907351105,-1.399482506253675
122,0.9309983535398892,-3.261836742665632,-1.465183604247117,-1.7440907674695698,-1.4053514159154823
123,0.9309652278177458,-3.2591186039691147,-1.4658703409204308,-1.7481450723669973,-1.4098517090055755
124,0.9323700461658373,-3.264672165026075,-1.463310310313514,-1.7575257932930388,-1.4154090222931062
125,0.929875468504413,-3.3143686118558593,-1.5116387309047625,-1.768012079333903,-1.4254753754186282
126,0.9332936979785968,-3.325588480555245,-1.51290251556858,-1.7756444838829228,-1.4300833530970831
127,0.9309540889526542,-3.374765695269204,-1.5326627824940418,-1.7835192687723522,-1.435707199498448
128,0.9381556143391407,-3.3570269637445107,-1.4928463697234682,-1.790277651097012,-1.4399547287258234
129,0.9339928938985542,-3.315241498335898,-1.448338472518301,-1.7964328607425561,-1.4437469858647496
130,0.932961908799128,-3.362800472431348,-1.464195981593935,-1.808044251259789,-1.4490599863053413
131,0.9361849224479981,-3.3217825792055584,-1.4419763525976774,-1.8137215850595494,-1.453893260229706
132,0.9316974147710311,-3.3402273779843674,-1.4589118718170742,-1.8230429174698888,-1.4645174177922897
133,0.9373793436293436,-3.302994384522699,-1.415725581132988,-1.8277453285804373,-1.467784341432597
134,0.9368149193669479,-3.318476808323987,-1.4299305867659011,-1.8328735861834364,-1.4717170581718384
135,0.9367058259410214,-3.301505374213476,-1.4122515242360454,-1.8369976888845465,-1.4766735561278848
136,0.930913702518268,-3.3360059898344625,-1.4333949951704332,-1.8467310198091007,-1.4843395726025095
137,0.9341361879274457,-3.3211089230053696,-1.41611446397672,-1.8535711322884527,-1.4890146406001796
138,0.9332749350570894,-3.347956660889595,-1.4362457349225324,-1.858304069744408,-1.4938941250146356
139,0.9281503759398496,-3.394375540119546,-1.4930260642953714,-1.8657726371843777,-1.5004976709602882
140,0.9377488237423091,-3.359581429693081,-1.4504128784200723,-1.8678829375772241,-1.5007918497013715
141,0.9328319893690918,-3.404354184602119,-1.4882159376096769,-1.8784196851620703,-1.5078394241889639
142,0.9316910304999098,-3.4250671228894594,-1.503250671433323,-1.8860223584660711,-1.5151112687109118
143,0.9272993485926014,-3.4681779834046536,-1.536224626787802,-1.8915902007108583,-1.521207081441206
144,0.9348054679284963,-3.4482766076442823,-1.495386276769109,-1.8950808584893581,-1.52344519840235
145,0.9316277948532514,-3.4689000713574796,-1.503387405606127,-1.9045558348514742,-1.532078146894262
146,0.9289940828402367,-3.492316190332814,-1.5138340044435223,-1.9125329591533522,-1.5388517893363256
147,0.9291312373286531,-3.5187704631274683,-1.5240739974684456,-1.9193504114385518,-1.5445811484000684
148,0.9345797215258691,-3.4851912645111796,-1.4726555935604826,-1.9250627919984928,-1.5481382738188183
149,0.9323875370386998,-3.4880695306398453,-1.4685582377792263,-1.9327764411913289,-1.5537891006627693
150,0.9298219272694513,-3.4677516814141205,-1.4602644361728505,-1.9390437594341612,-1.558105246907068
151,0.9342030289398711,-3.444387790693936,-1.4535664248777873,-1.9442896582964713,-1.56426883316234
152,0.9404902943588809,-3.411053054047039,-1.4253912195987288,-1.9481523276364872,-1.5673606685983965
153,0.9332994802556903,-3.418117854121054,-1.4407153276091316,-1.9534419532850984,-1.571732714449011
154,0.9351076555023924,-3.4212605698623486,-1.446804381250217,-1.9616888261058876,-1.57758735902324
155,0.9346557406791449,-3.430951315142674,-1.4542049035775606,-1.9676546826722787,-1.5837840297102044
156,0.932713104796895,-3.451955727849459,-1.4785909844504164,-1.974972062141575,-1.5897164901301963
157,0.9264274497022134,-3.497812727312409,-1.5153693182743029,-1.9855899406295585,-1.5963136438548893
158,0.9268872126863456,-3.551362727983175,-1.559633159228069,-1.9946834011043768,-1.602441382093369
159,0.9317081968198624,-3.5575313259224117,-1.5606077067038786,-1.9962177126017637,-1.6058341406707435
160,0.9394636720667648,-3.510173543230848,-1.518147016054074,-2.004061009172032,-1.6122309139821442
161,0.9338252796953106,-3.5490358201004044,-1.5454816123548174,-2.012770366158561,-1.6186198144176553
162,0.9292685902519368,-3.5760261211375015,-1.569081944994739,-2.019997219277111,-1.622222300592828
163,0.934441890318536,-3.5556536047719343,-1.5484304115157466,-2.026649122677937,-1.627842473538595
164,0.9363257723309262,-3.5171317164791103,-1.4983294861301695,-2.0285357554706542,-1.6287439295109087
165,0.936496525281572,-3.5076241641644534,-1.5062397363836177,-2.034504110618661,-1.6318396921171434
166,0.9311158221611776,-3.510776924321356,-1.5012038050467438,-2.040406099350324,-1.6342018030509387
167,0.9411248069293437,-3.485487119143074,-1.4932040832930944,-2.045466984162828,-1.6375882161841182
168,0.933746979685589,-3.5138758338951237,-1.509934134345346,-2.051243682789315,-1.64183939654232
169,0.9355862527582142,-3.5023113273495774,-1.498437782980428,-2.0606452639551143,-1.6499850905057796
170,0.9330958275466458,-3.5117534339128946,-1.5047083822245504,-2.0679336773018036,-1.65660122396065
171,0.9397139779798946,-3.495849906538037,-1.4884980189102663,-2.0707183082962826,-1.6576777915723087
172,0.9347153749578957,-3.494257200822943,-1.4876677249803667,-2.0751652705425077,-1.6607403141583925
173,0.9385803493318049,-3.480844493021922,-1.4725721202903912,-2.0782712063051783,-1.661984068400918
174,0.933683638340279,-3.511839993720838,-1.4879619515702123,-2.0841783395092732,-1.6667493640854505
175,0.9303844441145911,-3.5499587567847737,-1.5286390552027753,-2.0913700791178114,-1.674033679201555
176,0.9337547027840482,-3.548886496072981,-1.521413812954835,-2.099877144248442,-1.6811395501211017
177,0.9367638129933212,-3.5425444495424725,-1.5120506352202954,-2.1047521085847682,-1.685093999582051
178,0.9280450542208376,-3.536627570281294,-1.5151092892952054,-2.1102923627216152,-1.6912778384021807
179,0.9345402657629537,-3.546484214548229,-1.518609800687048,-2.115625700048848,-1.6945795946621227
180,0.9376463524467127,-3.5444466323496107,-1.5286435759961452,-2.119416286348974,-1.6967347206510242
181,0.9312175624888146,-3.5643651823525153,-1.5662421108664484,-2.125493615230882,-1.7033479424428544
182,0.940672319806178,-3.523802394703781,-1.5345382919160728,-2.1266056586107744,-1.7052236162925218
183,0.9382433531058987,-3.5231743774377495,-1.5442914135382713,-2.129843030435249,-1.707441147518844
184,0.9383645911477869,-3.5118672030612483,-1.5391603112816472,-2.133846952523086,-1.7106158384504895
185,0.9344394860582826,-3.4995857988881425,-1.5526461221231374,-2.139039057213872,-1.7151856989206804
186,0.9344677769732078,-3.480406046337673,-1.5487288279587723,-2.14372355364515,-1.7197994371168288
187,0.9262838791007594,-3.5322041004490217,-1.5852732320242662,-2.150543545819528,-1.7251460263358944
188,0.9344488012212278,-3.5322059382990276,-1.5762985023311744,-2.1531984813236416,-1.726876810728262
189,0.9378975611226674,-3.5337321639194816,-1.57637619201529,-2.156507955644661,-1.7285389662476907
190,0.9377244433804166,-3.5396393896786136,-1.5891031269674132,-2.158538233713084,-1.731617182158163
191,0.93129931299313,-3.565776151812811,-1.589871469700966,-2.1674245980835645,-1.7381472961745803
192,0.9331956132089801,-3.575574406485978,-1.608625559474691,-2.170910802622678,-1.7424389831988785
193,0.9301700443988039,-3.5754070274829353,-1.6125332202750433,-2.1780513850780827,-1.7493881680922487
194,0.9369881229411587,-3.5590121986776686,-1.6008605134553637,-2.1794968607227525,-1.7496487234889133
195,0.9217346908129862,-3.6336338613432178,-1.6488721096609993,-2.1902011068161125,-1.7581537717342282
196,0.9332815904952386,-3.6483415769036527,-1.6460799096021193,-2.197169686484437,-1.762065003429401
197,0.9323658352229781,-3.646532676559193,-1.6537011443768839,-2.2016797861631288,-1.7676959118611912
198,0.9299574493768296,-3.651571664800745,-1.6555458299871504,-2.205942991246873,-1.7711627387789757
199,0.9321886871466603,-3.687352793632056,-1.6747503202108263,-2.211512417826943,-1.7751723442973601
200,0.9385092793444203,-3.664927902636514,-1.6581927512364745,-2.213479837470797,-1.776874500912707
201,0.936202944015444,-3.672742496103107,-1.6667172769158614,-2.2183640522003127,-1.7807496590999372
202,0.9327791186198265,-3.6935331209339357,-1.686492506139537,-2.2244483169011535,-1.7848961998978017
203,0.9372430802959715,-3.6638250213272605,-1.6717820373842716,-2.2274341375629674,-1.788527419358904
204,0.9267693945757298,-3.6731718075739272,-1.6888619071209172,-2.23482674427274,-1.7959857994884119
205,0.9312031891761295,-3.6852947067609896,-1.6997287434423105,-2.2413275900264247,-1.8006571225225416
206,0.9336886089747471,-3.6920855724621156,-1.7072659212218326,-2.2459777605175644,-1.8046790546161073
207,0.9307016755087971,-3.7152175110329124,-1.7164988126185474,-2.2532530333552456,-1.8100729431507425
208,0.930839887134538,-3.720603640458264,-1.7012376817992148,-2.2579138704795905,-1.8133235895909288
209,0.9288289370906687,-3.751342226252503,-1.7257701078848597,-2.2640717689648886,-1.8175856081732167
210,0.9356521739130435,-3.7391117098783937,-1.7069240692336507,-2.2730010340322853,-1.824205070736015
211,0.9324019024970274,-3.7556976838291862,-1.7254670729411763,-2.2801048944209987,-1.8307632861901306
212,0.9394837967865897,-3.7158115455427407,-1.69274285361927,-2.282513701953573,-1.832022295003294
213,0.9344044053130012,-3.6968837669099526,-1.6687193582332058,-2.2849357471394462,-1.8333042979062801
214,0.9398333383472218,-3.66530479847279,-1.6483764281073836,-2.2859590588091345,-1.8340771150862845
215,0.9400613990641113,-3.6605716686454994,-1.6452192584715526,-2.291792647396126,-1.8392840794389451
216,0.9367793481221439,-3.6406419983946017,-1.6380066097886412,-2.294168595569514,-1.841988696888529
217,0.9421590323460757,-3.615639933000944,-1.6035964076690439,-2.296509835725101,-1.8436667908896165
218,0.9317015754210177,-3.6305686942996935,-1.6309589972594931,-2.302513294963425,-1.8476525363480107
219,0.9310926902788245,-3.6529923866983482,-1.6458980801759544,-2.3095157587530957,-1.8517190849369543
220,0.9389839701096782,-3.641680877590867,-1.6449769098232705,-2.312584232883198,-1.85520266470778
221,0.9357294882940136,-3.6427951036433472,-1.6475046420958717,-2.318408635291053,-1.8593796167351
222,0.937657220791029,-3.6484536956744953,-1.642862630551111,-2.322278410897331,-1.8633043177739537
223,0.9330077598346167,-3.658013548884392,-1.6506281069468216,-2.329487606110528,-1.8684478561748228
224,0.943585049580473,-3.6304543008278034,-1.6321462842220016,-2.3302923266578506,-1.868986873872675
225,0.9318768800704932,-3.6558122639750597,-1.656695314112855,-2.3375363574330956,-1.8742087791541318
226,0.925035825173155,-3.7178542732358766,-1.7010762621270437,-2.344500013021931,-1.8788348675479123
227,0.931821590329644,-3.7479329925337455,-1.7162591401038578,-2.35104534029831,-1.884283675334566
228,0.9379840271055179,-3.7348263609406804,-1.7172808723868824,-2.3551229982309754,-1.8872400727409304
229,0.937753233890573,-3.717342740464926,-1.7059252082896257,-2.358127980798617,-1.889558490571419
230,0.9381699267243989,-3.714286065067554,-1.7041736235865892,-2.3628362293135807,-1.8935762967255905
231,0.9370897155361051,-3.691663888950868,-1.6715721289793912,-2.365711351951543,-1.8949067702925375
232,0.9321905339805825,-3.690563049050079,-1.6809980732021628,-2.3728358339230367,-1.9010473440421642
233,0.9289133343243645,-3.7103377075402326,-1.694894459396228,-2.3766183499751454,-1.9034047436486907
234,0.9392242024861465,-3.6951127360307754,-1.6767706498716055,-2.3847447913969684,-1.9077322043845775
235,0.9293980093536396,-3.72132551866361,-1.7118412895684472,-2.3915409497548272,-1.9129752290558129
236,0.9304487861201423,-3.7317244564724463,-1.7302607855262016,-2.396588656840283,-1.9169645798252617
237,0.9364095776681507,-3.7158276402684627,-1.723924281071089,-2.402179378118953,-1.9227470044555275
238,0.9314078348552901,-3.729397050783645,-1.7328302318340962,-2.4072768508206566,-1.926886715232077
239,0.9319329488750112,-3.7496623004068907,-1.7492068785708974,-2.4135474809742035,-1.9319227418732143
240,0.9337590260786537,-3.7536141140146007,-1.7534218212627077,-2.4195411513564706,-1.9366514937089139
241,0.9388577488259354,-3.714231824596787,-1.7123150013328414,-2.4236533033526997,-1.9406110595765669
242,0.9309634833161752,-3.732484555616295,-1.7170248204261713,-2.4341010196303925,-1.9475985969999783
243,0.9358668398634564,-3.7272503991179127,-1.7134839694971138,-2.436655729285767,-1.9499353132705193
244,0.9322281959378733,-3.747093052463378,-1.7307601138414863,-2.442066336902244,-1.9529423168614743
245,0.9324274809160306,-3.7671050247186915,-1.7304655293554474,-2.4457423756611947,-1.9545620707044589
246,0.9331235714921784,-3.7868614689216136,-1.7426393375242888,-2.4523470484919008,-1.9590504281773398
247,0.9443170351343914,-3.748142210769384,-1.710047116739943,-2.453622192470595,-1.9600980373110515
248,0.9399595300655371,-3.741398177960568,-1.70280095744181,-2.4579827825786444,-1.963940222145682
249,0.9261646381677558,-3.7795744304307823,-1.7271199192044808,-2.4649522980950898,-1.969863125479207
250,0.9303518187239117,-3.806842340752744,-1.7540824550305767,-2.4702134927280657,-1.973677722895438
251,0.9363376896499925,-3.7966344921608126,-1.7446580351954335,-2.4761045851572994,-1.97732320046938
252,0.9280584115631053,-3.8274227170927775,-1.7658482187337052,-2.4838708284778948,-1.981231404157171
253,0.9295740414413319,-3.8316881142230863,-1.7554416798072419,-2.490254013995583,-1.9868877954977022
254,0.9413752878892112,-3.8015256553607006,-1.7295887871821352,-2.4916980200965857,-1.987467977671335
255,0.933154442456768,-3.807057869328992,-1.7338889670399062,-2.4972372249749846,-1.9911209634388871
256,0.940639408836911,-3.800579471298725,-1.717036703636,-2.500200324662856,-1.9935208182840856
257,0.9309534568459106,-3.8176753908114516,-1.7228917735883653,-2.5029591899058925,-1.99394500401307
258,0.9287205397392068,-3.841804567453905,-1.7435917158325414,-2.5092755997900085,-1.9986624575549166
259,0.9326023959609238,-3.864601039156572,-1.7592933026735618,-2.5171741993352748,-2.003253644777657
260,0.9346046595304489,-3.8608439517653768,-1.749520456312712,-2.5194285332194513,-2.0062268463540307
261,0.9336245601261983,-3.8539029746013793,-1.753580810576063,-2.523655232499609,-2.0094347718632344
262,0.9392281708665889,-3.8428905010443786,-1.7376251798071065,-2.525534866197746,-2.010884028979964
263,0.9346022744411934,-3.8334514436242126,-1.7296314769145138,-2.529490832359001,-2.014262440150981
264,0.9301797766230664,-3.846788608913172,-1.7408711663549925,-2.536643581549966,-2.01965618293097
265,0.9248036923814662,-3.878995682594271,-1.7699169500108518,-2.543733450185254,-2.025001801692732
266,0.9345716248096276,-3.8808640131095578,-1.7704543507461965,-2.5490087790214737,-2.028857771100316
267,0.934996060367295,-3.877574695146013,-1.77503310527757,-2.5534931796688194,-2.0325468228409584
268,0.9374409892486218,-3.873017884444743,-1.763864410402445,-2.558608285837749,-2.035551374076083
269,0.9295914081718366,-3.8819066990790914,-1.7712726414098114,-2.564198418142576,-2.042050793648482
270,0.9294293397072004,-3.9065171980341966,-1.7786222629977317,-2.5701089662811563,-2.04598887387521
271,0.9328446369611971,-3.904532524927017,-1.7665471305191722,-2.5765516956980843,-2.0500989432895826
272,0.9365758279359648,-3.8945704559710883,-1.762061362199146,-2.5806778533821104,-2.0532237950105996
273,0.9241431375509588,-3.933224170282884,-1.7828541699678422,-2.5884797929220142,-2.058535548723165
274,0.9416807025986526,-3.910265558540178,-1.7651131770659592,-2.590293910946154,-2.0600686078030583
275,0.9339747444377631,-3.9040973401305705,-1.749969788826713,-2.5951073388767303,-2.0646119408341255
276,0.9417055500982319,-3.893476199488891,-1.7301747525368312,-2.598704937117555,-2.066255398246891
277,0.9432231678344811,-3.8598245148790253,-1.7028295288447337,-2.6015985831033546,-2.067881653666942
278,0.941015589388276,-3.859147874593181,-1.684039330982486,-2.6038725357131622,-2.0678834471227523
279,0.9325057249608292,-3.8655545044939905,-1.6864643833634498,-2.607978747211056,-2.0717707285011557
