episode,service_level,bias,rebalancing_imbalance,squared_starvation_penalty,squared_congestion_penalty,gross_starvation_risk,gross_congestion_risk,alpha,alpha_initial,epsilon
174,0.9266740546712338,-60.97651100867823,-26.88496081294893,-15.071604647093652,-3.7052075875460924,-13.766964884895094,-9.382771600816481,0.001603,0.01,0.034987
175,0.9207547804443248,-61.038003090999595,-26.89821655421996,-15.086427140559863,-3.700741392175244,-13.795461039956932,-9.40436555404046,0.001596,0.01,0.034638
176,0.9207083277277008,-61.10629034252883,-26.91662679903488,-15.103087815655806,-3.6997371905731606,-13.81919664442138,-9.422882924789295,0.001588,0.01,0.034293
177,0.9164264169180263,-61.22331021456701,-26.961799951561932,-15.13411429470573,-3.702799716995217,-13.849261575205523,-9.443981169501479,0.00158,0.01,0.033951
178,0.9239453357100416,-61.266310638746305,-26.97159910030783,-15.147815705571022,-3.7004425581441365,-13.869850498585077,-9.459914822025953,0.001573,0.01,0.033613
179,0.9254897329036395,-61.28582248220014,-26.964894476398015,-15.152651772382423,-3.6962375084582337,-13.884575095490636,-9.474661665165419,0.001565,0.01,0.033278
180,0.9233153386352412,-61.31170999363841,-26.96477987082293,-15.161157632162045,-3.6930770289513473,-13.902355255763265,-9.487237944496131,0.001558,0.01,0.032946
181,0.9233050141595869,-61.34828358179115,-26.96429801705871,-15.172832013222164,-3.6881823908035747,-13.920489395369623,-9.500982002889785,0.001551,0.01,0.032617
182,0.9230627522567031,-61.40379077404287,-26.97655580451411,-15.187263980114299,-3.6866975506000323,-13.942570010718951,-9.520162397874373,0.001544,0.01,0.032292
183,0.9201858108108109,-61.48411514472206,-26.999999832476338,-15.207182163557233,-3.686132884305583,-13.96861963086392,-9.538881456276872,0.001536,0.01,0.03197
184,0.9196269303297487,-61.55207271913966,-27.021745949438568,-15.223047648164549,-3.686006982176894,-13.995981026093505,-9.557352125420348,0.001529,0.01,0.031652
185,0.9195179830688187,-61.62253214035101,-27.03906634873285,-15.241553545092108,-3.6851794062330065,-14.02147752267588,-9.574731578248242,0.001522,0.01,0.031336
186,0.9185493955814923,-61.69259130113894,-27.061528925081387,-15.258418002971025,-3.687034203846031,-14.046626475037215,-9.591204124568865,0.001515,0.01,0.031024
187,0.9291660334667274,-61.67781156944213,-27.03696977767594,-15.259090059549768,-3.6780124412722226,-14.06099498100455,-9.606414863042067,0.001509,0.01,0.030714
188,0.9208675560352824,-61.746963433314555,-27.0575020333267,-15.277701367807353,-3.676881685405332,-14.089051301189349,-9.62392034312608,0.001502,0.01,0.030408
189,0.9217029975034767,-61.793832017994,-27.06940982249026,-15.292452770973021,-3.675338090509134,-14.11010831977231,-9.638788830925124,0.001495,0.01,0.030105
190,0.9212408502370144,-61.853201296581545,-27.084677541809803,-15.310753016176713,-3.673872404092622,-14.13603622748921,-9.658718689216837,0.001488,0.01,0.029805
191,0.9179207024834937,-61.94540846437412,-27.117557598746952,-15.337055088160472,-3.674608350540111,-14.169194736754608,-9.680237493740039,0.001482,0.01,0.029508
192,0.9259561032744309,-61.977324360640125,-27.117215608975332,-15.347640821282694,-3.670697849155003,-14.185969107947333,-9.698537629902763,0.001475,0.01,0.029214
193,0.9221508693683875,-62.029224226479535,-27.13040630062025,-15.36141803454691,-3.6701814199579563,-14.203876209509485,-9.711334930754933,0.001469,0.01,0.028922
194,0.9256158212904199,-62.05146252046441,-27.124363686518024,-15.36962146011586,-3.664557270165775,-14.223321780942817,-9.725190629145922,0.001462,0.01,0.028634
195,0.9228181076672104,-62.083434578787546,-27.12866825657457,-15.381886099220937,-3.660091688620496,-14.246945529728556,-9.743097087903134,0.001456,0.01,0.028349
196,0.9195547898932577,-62.1587708237386,-27.153794008417194,-15.403718338524362,-3.659607309402458,-14.274629125703335,-9.760808862951396,0.001449,0.01,0.028066
197,0.9259551997847437,-62.18757801512961,-27.154626231844556,-15.411172500596093,-3.6557996879555525,-14.290725382282362,-9.775234976850502,0.001443,0.01,0.027786
198,0.9280528275188249,-62.18434187518199,-27.13881628962553,-15.414706237549616,-3.6487371312931622,-14.31011003008021,-9.789592053182735,0.001437,0.01,0.027509
199,0.9213890001334936,-62.24373955992858,-27.157013078739407,-15.427339273645345,-3.6493114642309563,-14.330813038887317,-9.806622092829613,0.001431,0.01,0.027235
200,0.9251700680272109,-62.266261175204065,-27.15323031675323,-15.433453124973473,-3.647445899622981,-14.34362165036036,-9.820485237561753,0.001424,0.01,0.026963
201,0.9276777745971341,-62.244915939209974,-27.1265096581048,-15.432063527403672,-3.639116473095754,-14.352550916096217,-9.831251316266592,0.001418,0.01,0.026695
202,0.9260660305665794,-62.24925381825662,-27.118959397271862,-15.434671810039287,-3.6364843758722167,-14.364675008947216,-9.84171340979655,0.001412,0.01,0.026429
203,0.9161229726783289,-62.34883257415221,-27.157300916589822,-15.460053023952353,-3.63938481678936,-14.39563901788961,-9.864645515137733,0.001406,0.01,0.026165
204,0.9172622551080467,-62.41040533094399,-27.175476552732018,-15.478850753347604,-3.638340953215655,-14.418165493728472,-9.883084487752114,0.0014,0.01,0.025904
205,0.9239201929401447,-62.442420438621355,-27.178036362697533,-15.489053858628786,-3.6344752587418387,-14.433832744139892,-9.89804108081944,0.001395,0.01,0.025646
206,0.9280310671777284,-62.43558804911117,-27.157750762923882,-15.489567737622622,-3.62629887930724,-14.447542947857977,-9.912029106112474,0.001389,0.01,0.02539
207,0.9228621878415875,-62.46389839495671,-27.160280462643207,-15.499463011315783,-3.623952332657863,-14.45809009652939,-9.926098574196525,0.001383,0.01,0.025137
208,0.9215986795567084,-62.517428018020816,-27.174753396606725,-15.513547260326087,-3.623975018917965,-14.475765316738503,-9.940938523922814,0.001377,0.01,0.024887
209,0.9282561632570863,-62.521686655771134,-27.164040200556762,-15.517735532197495,-3.618056562834706,-14.49409882199027,-9.953285836206506,0.001372,0.01,0.024639
210,0.9197398776288074,-62.59347151732678,-27.187314212471648,-15.537663752065688,-3.6170885493987774,-14.523312215484617,-9.97322657679804,0.001366,0.01,0.024393
211,0.9234843042584827,-62.631563250217525,-27.192718851008,-15.549783835226924,-3.615035036040901,-14.543185865828105,-9.988482978508921,0.00136,0.01,0.02415
212,0.92049296727076,-62.67952328428636,-27.20487417643542,-15.562433016252964,-3.614002594964482,-14.560780068030208,-10.003916016403178,0.001355,0.01,0.023909
213,0.9230263933570262,-62.72418289184535,-27.210524541526578,-15.57573390390631,-3.609876818866498,-14.57766308559933,-10.01900576702853,0.001349,0.01,0.023671
214,0.9191455616110146,-62.7916544518322,-27.229613160569645,-15.590618697919071,-3.6101875459753523,-14.60355258584614,-10.037954371541494,0.001344,0.01,0.023435
215,0.9230872981083724,-62.827048235211016,-27.236306711282953,-15.602741969499297,-3.608493918309037,-14.625129157469894,-10.055346091848573,0.001338,0.01,0.023201
216,0.9235641820368207,-62.84449987626362,-27.23835432093977,-15.611679715051203,-3.605207498972163,-14.641499108256893,-10.069587098232793,0.001333,0.01,0.02297
217,0.9215028959291036,-62.90232498122343,-27.25695905565549,-15.627183735814954,-3.6038866770324143,-14.6658656944828,-10.086912495587116,0.001328,0.01,0.022741
218,0.9220208123531386,-62.94361629542947,-27.267614828863415,-15.639000203867013,-3.603292489376084,-14.678584975420259,-10.099147164905698,0.001322,0.01,0.022514
219,0.9229991915925626,-62.98086164055745,-27.276027952479993,-15.650881408470585,-3.600800097290419,-14.694417627128948,-10.114038628901998,0.001317,0.01,0.02229
220,0.9233711955239475,-63.00248366580188,-27.273394941720866,-15.655964891167939,-3.597754360595348,-14.708974360024511,-10.125688070382365,0.001312,0.01,0.022067
221,0.9260304343444523,-63.00040674908945,-27.265211110843236,-15.661160704043626,-3.5926777177918647,-14.719649075282087,-10.137420954013121,0.001307,0.01,0.021847
222,0.9220523943471041,-63.04282950493382,-27.277780229355013,-15.675486051506903,-3.592532980009697,-14.737792504934395,-10.15300879787613,0.001302,0.01,0.02163
223,0.9242202894611673,-63.066262314061255,-27.275636673543513,-15.683013952662545,-3.5885732910235197,-14.75681090178504,-10.167287590610803,0.001297,0.01,0.021414
224,0.9196524966261809,-63.12387674878447,-27.29603083779274,-15.700744575463125,-3.5906887905508205,-14.780979994113892,-10.184185694121624,0.001292,0.01,0.0212
225,0.9224251204474243,-63.15520880707697,-27.302404140716153,-15.712398354945735,-3.5871645746800818,-14.796585624103022,-10.197208457610726,0.001287,0.01,0.020989
226,0.9236850462135013,-63.17181191069227,-27.295371398533273,-15.71724686559915,-3.581243720925237,-14.810987538291252,-10.210782537284826,0.001282,0.01,0.02078
227,0.9226778781765473,-63.20378464281114,-27.296951334304723,-15.724720846690676,-3.577863541627635,-14.830421121618246,-10.22686204549053,0.001277,0.01,0.020573
228,0.9197590402220079,-63.26600427765701,-27.315455579530006,-15.737123259088872,-3.5789409474989444,-14.845967637005455,-10.242156745439356,0.001272,0.01,0.020368
229,0.9210544206125293,-63.30026265276169,-27.324181528123855,-15.749751567131481,-3.57704181064285,-14.861819633812695,-10.255830698739862,0.001267,0.01,0.020165
230,0.9223193090560129,-63.331969629328135,-27.327742848881933,-15.758780868335085,-3.575037929336478,-14.876887225046252,-10.267718442168004,0.001262,0.01,0.019964
231,0.9260164520261615,-63.344969219028535,-27.32587065424998,-15.764792976962406,-3.572008227765677,-14.888724734800135,-10.279452017395075,0.001257,0.01,0.019765
232,0.9187369476234233,-63.40217119350095,-27.341365350054367,-15.777664810207167,-3.5719700784214297,-14.905775765496067,-10.294287330586078,0.001253,0.01,0.019567
233,0.9178939617083947,-63.456508722331854,-27.355664580166646,-15.792981616525395,-3.570296947915077,-14.929317925717578,-10.310697737850637,0.001248,0.01,0.019372
234,0.929552974542508,-63.437400474122384,-27.330326677586005,-15.789770463213912,-3.5615973045785334,-14.936870303433755,-10.318801719625505,0.001243,0.01,0.019179
235,0.9212573019970113,-63.474642999138794,-27.33696850214146,-15.800119450439952,-3.5581484796505003,-14.951610931756422,-10.333666280263824,0.001239,0.01,0.018988
236,0.9156934917182533,-63.559614816052395,-27.36831295785524,-15.82127990076491,-3.5604403390279673,-14.978237792567054,-10.354587803655154,0.001234,0.01,0.018799
237,0.9260232629115941,-63.56503423914044,-27.360681079787394,-15.826254613178085,-3.554249916237448,-14.990941434034982,-10.364357971307468,0.001229,0.01,0.018611
238,0.9241209753468947,-63.594884181405966,-27.366178813031894,-15.834415940043312,-3.5520547831815885,-15.002564332409758,-10.375116617024853,0.001225,0.01,0.018426
239,0.9228272146179847,-63.62647339649149,-27.374191910700507,-15.84680314968723,-3.5501299891726887,-15.021137545584692,-10.393002822854317,0.00122,0.01,0.018242
240,0.9237999159310635,-63.65294494072559,-27.37849329050368,-15.855735721142235,-3.5479421267993247,-15.035368253553731,-10.407019233443087,0.001216,0.01,0.01806
241,0.9277185108271507,-63.657126022301036,-27.36729553806004,-15.858282531175021,-3.5411401245431353,-15.040730584592865,-10.414374181579802,0.001212,0.01,0.01788
242,0.9297517839461914,-63.63130526661201,-27.345532743422773,-15.855854781492672,-3.535333570509222,-15.05100204710258,-10.42255272492596,0.001207,0.01,0.017702
243,0.9202874049027895,-63.67349400011818,-27.359914424337674,-15.869659256921967,-3.5354153020904606,-15.0697655857241,-10.437658373287471,0.001203,0.01,0.017526
244,0.9213803096935079,-63.71260096347418,-27.370146011763218,-15.882186863137376,-3.533962985758741,-15.082510172322838,-10.450585450953934,0.001198,0.01,0.017351
245,0.9236037312551659,-63.73393225162238,-27.368667551668473,-15.88972050637824,-3.5299513661869235,-15.099681886899074,-10.46457309837388,0.001194,0.01,0.017178
246,0.9272490133306232,-63.72716667570045,-27.353441098603003,-15.889566486359254,-3.523758578339098,-15.104381302694783,-10.472765778898294,0.00119,0.01,0.017007
247,0.925301366868979,-63.737738131299174,-27.351761118597654,-15.897082715168809,-3.5204544234582693,-15.119563759828594,-10.485605648912946,0.001186,0.01,0.016837
248,0.9205104369137159,-63.78520024640932,-27.36235264882901,-15.90914886852741,-3.5179977369026276,-15.138028639127313,-10.498948213612083,0.001181,0.01,0.016669
249,0.9149074863360578,-63.87789917018178,-27.400440026329083,-15.931764804270442,-3.5213780521449474,-15.166805649369987,-10.518330677408038,0.001177,0.01,0.016503
250,0.9249574865724917,-63.89585672853966,-27.39531015594504,-15.93530544307899,-3.5182790359389857,-15.1773217960423,-10.529033839613767,0.001173,0.01,0.016339
251,0.9267600906268356,-63.90511744614435,-27.390775372229303,-15.93895144923591,-3.515617264251924,-15.18734564460662,-10.53877251426825,0.001169,0.01,0.016176
252,0.9245197853453032,-63.92365059832304,-27.39161018259294,-15.943413331884077,-3.51212445842345,-15.200092453460158,-10.550681091685439,0.001165,0.01,0.016014
253,0.9240695209834676,-63.933852524007,-27.38478072871297,-15.946496694746388,-3.508988673077789,-15.212587712581433,-10.563138162820323,0.001161,0.01,0.015855
254,0.9193306193272824,-63.98925988810943,-27.404216645019503,-15.958438036474492,-3.5108649145862496,-15.229540769130796,-10.575751419917639,0.001157,0.01,0.015697
255,0.9186160573262174,-64.04999119381024,-27.42694555721819,-15.978012025688821,-3.5104945015902644,-15.246161585021929,-10.5881995990121,0.001153,0.01,0.01554
256,0.9265261652650574,-64.04857945027021,-27.41294259419208,-15.979898729943331,-3.503961999286209,-15.256966884407495,-10.597261508491776,0.001149,0.01,0.015385
257,0.9253791708796765,-64.06531021911606,-27.41024898525833,-15.98557869737122,-3.500445562785266,-15.267908650939837,-10.607904562378772,0.001145,0.01,0.015232
258,0.9225804294027156,-64.10030321842288,-27.415924177740965,-15.99359352275052,-3.497752886521111,-15.28344853845951,-10.621610557606354,0.001141,0.01,0.01508
259,0.9227501678979181,-64.13739950037127,-27.4245250161812,-16.006152919676435,-3.495690815793011,-15.303997875267495,-10.63672995872367,0.001137,0.01,0.01493
260,0.9235643233302684,-64.17082425397655,-27.433586546155965,-16.01616532202773,-3.4943146183617078,-15.319188667866145,-10.648983113860755,0.001133,0.01,0.014781
261,0.9258440781603083,-64.19001879663031,-27.435176456213743,-16.02189140320648,-3.492613870666085,-15.331127251084583,-10.661247624965576,0.001129,0.01,0.014634
262,0.9210176507210042,-64.22754247241356,-27.44427116997172,-16.031675482539683,-3.490577729318932,-15.355383080273105,-10.675340078508682,0.001125,0.01,0.014488
263,0.9176651513359133,-64.28632737584107,-27.465281621879253,-16.047258507460423,-3.491096950376703,-15.375385421002647,-10.689463062361346,0.001122,0.01,0.014343
264,0.9270247919936543,-64.28727120040514,-27.456397566515193,-16.048866484116164,-3.487335691178211,-15.384138218111206,-10.69917615421181,0.001118,0.01,0.0142
265,0.9163225752085615,-64.3606223352169,-27.484400347080612,-16.06703213321942,-3.4889527533740687,-15.40777009110122,-10.715985074156707,0.001114,0.01,0.014059
266,0.9158203489259253,-64.4231982325217,-27.505271850707736,-16.08631616633533,-3.4894141864710764,-15.43147197632073,-10.735130447684742,0.00111,0.01,0.013918
267,0.9218201072431124,-64.46155942138527,-27.516851394251713,-16.098096911955768,-3.4882514320992226,-15.449675577053123,-10.748012226094698,0.001107,0.01,0.01378
268,0.9188341108165251,-64.5136879254058,-27.532683220363456,-16.111208729950352,-3.488108047122152,-15.471275973676775,-10.764924713245977,0.001103,0.01,0.013642
269,0.9211830157092852,-64.54403543609975,-27.537563363026972,-16.118037456839748,-3.4861936175998305,-15.485587966905223,-10.778025062794457,0.001099,0.01,0.013506
270,0.9298890511438979,-64.53380312019421,-27.525415594430232,-16.11957249432601,-3.48141923929784,-15.498592242061635,-10.790539635345283,0.001096,0.01,0.013372
271,0.9218227916113975,-64.56720682420939,-27.53144097406263,-16.13066845950134,-3.479134285903703,-15.511307557627571,-10.803533596582861,0.001092,0.01,0.013238
272,0.9194778032654163,-64.6116939664659,-27.54570193466567,-16.14260607916704,-3.47969237718946,-15.530097365539,-10.81968977632262,0.001088,0.01,0.013106
273,0.9312356282970378,-64.59029633567553,-27.52442987872613,-16.139535005000333,-3.471699716325494,-15.53911848910526,-10.828981123683095,0.001085,0.01,0.012976
274,0.9207619305398136,-64.622245060491,-27.532088652179013,-16.149765899362325,-3.469243015273002,-15.557428255555452,-10.84240356390838,0.001081,0.01,0.012846
275,0.9222205430456905,-64.65186225174374,-27.539594725896833,-16.16039922687491,-3.468707034648829,-15.573445025891308,-10.855911938866628,0.001078,0.01,0.012718
276,0.9187948687772155,-64.70399984979332,-27.554257823093366,-16.173257279056354,-3.468590029729126,-15.59212393674977,-10.870948043775652,0.001074,0.01,0.012592
277,0.9235997503921205,-64.71901265515362,-27.552938370339884,-16.178974612377402,-3.4645919078314065,-15.604472461621732,-10.88219493011999,0.001071,0.01,0.012466
278,0.921457871024141,-64.7525124883642,-27.561014999152643,-16.189899235753114,-3.4625505287219256,-15.619977346907678,-10.895663341595018,0.001067,0.01,0.012342
279,0.9235115533816832,-64.76249444877685,-27.55705312019504,-16.194166857881832,-3.459197625863172,-15.627705220211299,-10.902301368650775,0.001064,0.01,0.012219
280,0.926514149917159,-64.7748320460977,-27.553672683039625,-16.201545082083907,-3.456300779864324,-15.63712013513689,-10.913211612873083,0.001061,0.01,0.012097
281,0.9240026293168833,-64.7901242735722,-27.55279385448301,-16.20602398970434,-3.455158203056635,-15.648416675238831,-10.922923788796393,0.001057,0.01,0.011976
282,0.9226373107657035,-64.80466155704858,-27.548458934234134,-16.20933872922695,-3.451182197022327,-15.65862709832689,-10.931502062662124,0.001054,0.01,0.011857
283,0.9238813850896765,-64.81460206295567,-27.54377432432779,-16.216067788570793,-3.4466859656388595,-15.675552652458427,-10.94422117283752,0.001051,0.01,0.011739
284,0.9263012672026162,-64.80728936185592,-27.529520678887327,-16.21454052379115,-3.4416433248480596,-15.686931058547364,-10.952370575078573,0.001047,0.01,0.011622
285,0.9194509237972177,-64.85075618847998,-27.543321481783256,-16.227561000388963,-3.440728959244051,-15.703830052031686,-10.96579094944734,0.001044,0.01,0.011506
286,0.9270430134553193,-64.85720450276727,-27.541192098024812,-16.232140046387077,-3.4382734820209477,-15.70983428503094,-10.972804094975722,0.001041,0.01,0.011391
287,0.9216028459240864,-64.88647414415769,-27.54617220851881,-16.240917857423188,-3.4364239343623644,-15.726591107412062,-10.988096851007144,0.001037,0.01,0.011278
288,0.9274780597319545,-64.88817874873178,-27.53558106778074,-16.242859224432983,-3.4304687157506137,-15.73778902923259,-10.998021125827679,0.001034,0.01,0.011165
289,0.925746894931185,-64.8961466811574,-27.533468550703276,-16.24545421233236,-3.4288501123901036,-15.74063533276013,-11.00501437107941,0.001031,0.01,0.011054
290,0.9221072880984121,-64.92825861316128,-27.541328259009788,-16.255189013623603,-3.426071538600419,-15.758141960469327,-11.018367711216367,0.001028,0.01,0.010944
291,0.9219746835443038,-64.94794517273063,-27.54114215906092,-16.26201728092944,-3.42211605423717,-15.77241206776538,-11.030604590631544,0.001025,0.01,0.010835
292,0.9284524390449107,-64.93422308808456,-27.524562602061643,-16.26301773316651,-3.4147245017843884,-15.780341512735344,-11.038180913654662,0.001022,0.01,0.010727
293,0.9222820380339672,-64.95878256287656,-27.52711112114935,-16.269622397687762,-3.4123374143068093,-15.790101379902922,-11.049237990746986,0.001018,0.01,0.01062
294,0.9260892335242343,-64.95626396546356,-27.509651634673094,-16.27039717755086,-3.4046460572853636,-15.800582583674581,-11.058314050693781,0.001015,0.01,0.010514
295,0.9201113078674424,-64.99382620397992,-27.52048066812809,-16.279834649543197,-3.404201982974632,-15.81412773467138,-11.067878214314286,0.001012,0.01,0.010409
296,0.9280642121558861,-64.99166706501539,-27.510576617072573,-16.28228243883598,-3.3991257519855766,-15.824798326883611,-11.079108813763277,0.001009,0.01,0.010305
297,0.9200841570932408,-65.03345864720879,-27.52411982266203,-16.29456397083351,-3.3987703558390128,-15.841703588909496,-11.09327719781944,0.001006,0.01,0.010202
298,0.9149079403547746,-65.0960060165896,-27.544808772358984,-16.30959100376649,-3.399904195000653,-15.859840339660394,-11.108890794858816,0.001003,0.01,0.010101
299,0.9226248446787789,-65.11896570113711,-27.54525339004103,-16.31701926777067,-3.3969500684044327,-15.876918449743833,-11.121348252790405,0.001,0.01,0.01
