seed,exp_name,alpha,duration_hours,total_runtime_s,lookahead_minutes,num_scenarios,n_routing_candidates,n_time_steps,service_level,avg_bike_km_driven,starvations,congestions,total_trips,bike_departures,bike_arrivals,total_depot_deliveries,total_depot_visits,total_fixed_on_site,total_picked_up_to_depot,total_depot_fixes,total_bikes_redistributed_from_depot,total_functional_pickups,total_functional_deliveries,broken_ratio_start_onsite,broken_ratio_start_depot,functional_ratio_start,broken_ratio_end_onsite,broken_ratio_end_depot,functional_ratio_end,broken_bikes_end_onsite,broken_bikes_end_depot,new_breakdowns_onsite,new_breakdowns_depot,restored_onsite,restored_depot
42,EX15_FleetBrokenGlobal_seed1000_g0p97_wsm1p0_wcm1p0_wf0p0_bias_term_trans100_fsdiag25_eps0_initbm2p5,0.0,504,40320,90.0,20,1,18,0.9477,401.1895,2291,859,60282,57991,57990,226,52,218,226,226,222,7706,7928,0.0157,0.0328,0.9514,0.0013,0.0196,0.9791,1,15,209,210,218,222
43,EX15_FleetBrokenGlobal_seed1000_g0p97_wsm1p0_wcm1p0_wf0p0_bias_term_trans100_fsdiag25_eps0_initbm2p5,0.0,504,40320,90.0,20,1,18,0.9502,398.2693,2103,889,60062,57959,57961,206,45,195,206,206,193,7776,7989,0.0079,0.0329,0.9593,0.0039,0.0248,0.9713,3,19,192,194,195,193
44,EX15_FleetBrokenGlobal_seed1000_g0p97_wsm1p0_wcm1p0_wf0p0_bias_term_trans100_fsdiag25_eps0_initbm2p5,0.0,504,40320,90.0,20,1,18,0.9438,398.3461,2400,941,59410,57010,57012,265,47,223,265,265,247,7563,7819,0.0157,0.0288,0.9556,0.0052,0.0222,0.9725,4,17,219,253,223,247
45,EX15_FleetBrokenGlobal_seed1000_g0p97_wsm1p0_wcm1p0_wf0p0_bias_term_trans100_fsdiag25_eps0_initbm2p5,0.0,504,40320,90.0,20,1,18,0.9507,396.874,2196,737,59520,57324,57325,240,46,214,240,240,227,7602,7838,0.0105,0.0276,0.9619,0.0078,0.0235,0.9687,6,18,213,234,214,227
46,EX15_FleetBrokenGlobal_seed1000_g0p97_wsm1p0_wcm1p0_wf0p0_bias_term_trans100_fsdiag25_eps0_initbm2p5,0.0,504,40320,90.0,20,1,18,0.9519,397.9688,1943,893,58938,56995,56994,223,46,230,223,223,222,7735,7957,0.0105,0.0316,0.9578,0.0039,0.0117,0.9844,3,9,225,204,230,222
47,EX15_FleetBrokenGlobal_seed1000_g0p97_wsm1p0_wcm1p0_wf0p0_bias_term_trans100_fsdiag25_eps0_initbm2p5,0.0,504,40320,90.0,20,1,18,0.9492,398.902,2132,886,59402,57270,57269,220,48,237,220,220,223,7582,7805,0.0132,0.0448,0.942,0.0065,0.0248,0.9687,5,19,233,201,237,223
48,EX15_FleetBrokenGlobal_seed1000_g0p97_wsm1p0_wcm1p0_wf0p0_bias_term_trans100_fsdiag25_eps0_initbm2p5,0.0,504,40320,90.0,20,1,18,0.9507,399.1074,2132,806,59646,57514,57513,240,50,197,240,240,230,7660,7884,0.0106,0.0317,0.9578,0.0066,0.0237,0.9697,5,18,194,232,197,230
49,EX15_FleetBrokenGlobal_seed1000_g0p97_wsm1p0_wcm1p0_wf0p0_bias_term_trans100_fsdiag25_eps0_initbm2p5,0.0,504,40320,90.0,20,1,18,0.9498,397.4645,2066,902,59136,57070,57071,231,54,217,231,231,224,7495,7719,0.0131,0.0327,0.9542,0.0065,0.0222,0.9713,5,17,212,221,217,224
50,EX15_FleetBrokenGlobal_seed1000_g0p97_wsm1p0_wcm1p0_wf0p0_bias_term_trans100_fsdiag25_eps0_initbm2p5,0.0,504,40320,90.0,20,1,18,0.9523,397.9687,2109,722,59402,57293,57293,209,52,222,209,209,208,7690,7918,0.0143,0.0261,0.9596,0.0078,0.013,0.9791,6,10,219,206,222,208
51,EX15_FleetBrokenGlobal_seed1000_g0p97_wsm1p0_wcm1p0_wf0p0_bias_term_trans100_fsdiag25_eps0_initbm2p5,0.0,504,40320,90.0,20,1,18,0.9491,399.4186,2139,909,59852,57713,57715,221,46,233,221,221,220,7753,7970,0.0119,0.0264,0.9618,0.0039,0.0234,0.9727,3,18,229,219,233,220
