episode,service_level,rebalancing_imbalance,anticipated_demand_shortfall,vehicle_functional_load,squared_starvation_penalty,squared_congestion_penalty,proximity_to_demand_gravity,delivery_potential,pickup_potential,starvation_gravity,congestion_gravity
0,0.9100762897499811,-0.8243124757419711,-0.04651236954268139,-0.4250403022172848,-0.22392804123200882,-0.2714853846518685,-0.22637455340994997,-0.07712410915928633,-0.33316784329009563,-0.010059311251300019,-0.05623073315444828
1,0.9126622892105656,-1.1820970398488784,-0.07523539225438834,-0.3480378487336475,-0.4096481366156609,-0.3955157000026653,-0.3446989231037639,-0.09828541005364555,-0.5918419576928319,-0.012976170251076703,-0.09776039494424443
2,0.9122393338737013,-1.3484680526843165,-0.100547382722991,-0.3881666551469871,-0.5589139456423448,-0.4545199330473409,-0.42848610468406323,-0.1238238875013274,-0.6064647088144746,-0.01621202244847676,-0.113837307861923
3,0.8990391833058099,-1.498956954465871,-0.13057581271184007,-0.18812604622906082,-0.7679806832761987,-0.5234195184488332,-0.5055394491833907,-0.15075453553268842,-0.7473544552549585,-0.02223520064815521,-0.14618843714370897
4,0.9273621596888584,-1.3889251057419643,-0.13851224321764988,-0.0760508649874609,-0.8537478868910113,-0.4883671955230934,-0.5156119563905545,-0.18551435990327367,-0.7292529286305965,-0.026387898271802355,-0.15116044546856663
5,0.9175959883242273,-1.499214315489712,-0.15871354309651015,-0.10499301591022009,-0.9953927520527902,-0.5249634415450859,-0.5626990986905587,-0.24592712271155498,-0.7666305884352318,-0.0328080529580067,-0.16577667163760593
6,0.9301419110690634,-1.415912082935071,-0.16577449479704714,-0.0035853900658569175,-1.0664898613033102,-0.506675110659806,-0.5653970153629403,-0.27750089686897883,-0.760040748413865,-0.037272863775168634,-0.17073126915576006
7,0.9188141391106044,-1.5226845331883327,-0.17852529382993865,-0.057730691831848174,-1.1907846171937762,-0.5415568149871598,-0.6064581176123927,-0.33467714901532114,-0.7943712326855147,-0.04568003262319575,-0.1814455599472961
8,0.9256749208713462,-1.493406851152689,-0.18895044818047768,-0.0445336855979125,-1.2830827644876421,-0.5326889301536978,-0.6271552941972135,-0.3882474302368337,-0.7931720949261397,-0.05311015039291778,-0.18883125642959728
9,0.9093590470788429,-1.5989853752801726,-0.2093297185181457,-0.04609649932086742,-1.3991834495606725,-0.5663186290998337,-0.6965326909827915,-0.43072467680911614,-0.8596467631655399,-0.06210304526224154,-0.20655564126706277
10,0.9076089031420609,-1.694709912139258,-0.23294552576414432,-0.04860544623658035,-1.5203638033026938,-0.5950355522784512,-0.7581214484677176,-0.47636959498563614,-0.9165584619651518,-0.06924157612515405,-0.22223814662317254
11,0.9319367768282538,-1.4967568150242665,-0.24158162686816737,0.028101710741904252,-1.5885684034997183,-0.5361242961524402,-0.7484686407763528,-0.5539199256496959,-0.8734536791188767,-0.07641472436749282,-0.2221000974792683
12,0.9100832984671561,-1.575870138749497,-0.2576756993356551,-0.006934409795808835,-1.7049265331372652,-0.5644890381714924,-0.7919927565800332,-0.6080461089995368,-0.89796936417997,-0.08461594905147994,-0.23249344194958585
13,0.9106525291680918,-1.6479951868918432,-0.27427942050966503,-0.060827435506947115,-1.8245344646926602,-0.5919096139904382,-0.8360775935418867,-0.6788431530740852,-0.934907756424757,-0.09460405406893212,-0.24329865008733984
14,0.9243367054781447,-1.4922884257211622,-0.28450374903242404,0.05963917029387093,-1.8761179748646264,-0.5470688862856241,-0.8307017580081498,-0.7036790976900729,-0.8985959924389462,-0.09809046472155931,-0.24362764797571992
15,0.9223412394797246,-1.454692929578807,-0.299389180202755,0.09314444700764705,-1.9593899217722344,-0.5345713501533297,-0.8565232024712944,-0.7485619900457114,-0.887557835634632,-0.10814891587855237,-0.25030451915819135
16,0.9138287087447903,-1.4971930699810279,-0.3129248504112405,0.07992676113812024,-2.066509310739029,-0.5554123872534092,-0.8892096901249196,-0.7944826916670888,-0.8938906340936453,-0.11488353471258451,-0.2564455336274597
17,0.9237799024689936,-1.464362784727703,-0.323163065503406,0.15815534290023314,-2.156165777959209,-0.5496455003339598,-0.9024554309166762,-0.8233605230628276,-0.8884054928511748,-0.11819697826862516,-0.2646011840227274
18,0.9212690069457481,-1.4894402830033073,-0.33973959148982674,0.11404870320916463,-2.263988722013549,-0.5621625022854119,-0.9348821047950676,-0.8951256652286211,-0.8922770211989774,-0.12793812502102084,-0.26905832660375295
19,0.9304578130911842,-1.4183685379954625,-0.3468744062804934,0.13754017276757324,-2.3234590237109227,-0.5396477499794162,-0.9307808912060554,-0.9242144810119897,-0.8404762236190872,-0.13036148179962082,-0.2668005513133425
20,0.9131801511862885,-1.5393181509789102,-0.36346786298311407,0.06939379862777406,-2.4343479222888553,-0.5779012904434162,-0.991352752715872,-0.9618224939740045,-0.8576214925841334,-0.13575900392337625,-0.27770632934397915
21,0.9197305320849509,-1.5371290680151755,-0.3679790238481337,0.08599441682410847,-2.4939867566555467,-0.5766370748305997,-0.9965267905345644,-0.9941618501732227,-0.8796849690157849,-0.13867645773904821,-0.2813525282980698
22,0.9279857936298032,-1.4551459162425844,-0.3765865456834153,0.13584126092743581,-2.5690304730986706,-0.5602400733161105,-1.007806700723606,-1.0498540734710364,-0.8787874000637936,-0.14676724446086364,-0.2878482399070176
