Time;Failed events;accumulated solution time;branch1;branch2;branch3;branch4;branch5;events;long_congestion;number of problems solved;roaming distance for bikes;roaming distance for locks;roaming for bikes;short_congestion;starvation;trips;
Tue 17:07.000000;36;66.63167524337769;39;15;11;12;14;5055;9;91;6.571894288154313;10.123919462176767;30;18;27;2541;
Tue 17:08.000000;36;66.63167524337769;39;15;11;12;14;5063;9;91;6.571894288154313;10.123919462176767;30;18;27;2545;
Tue 17:09.000000;36;66.63167524337769;39;15;11;12;14;5069;9;91;6.571894288154313;10.123919462176767;30;18;27;2548;
Tue 17:12.000000;36;66.63167524337769;39;15;11;12;14;5075;9;91;6.571894288154313;10.123919462176767;30;18;27;2551;
Tue 17:13.000000;36;66.63167524337769;39;15;11;12;14;5077;9;91;6.571894288154313;10.123919462176767;30;18;27;2552;
Tue 17:14.000000;36;66.63167524337769;39;15;11;12;14;5079;9;91;6.571894288154313;10.123919462176767;30;18;27;2553;
Tue 17:14.893996;36;66.63167524337769;39;15;11;12;14;5079;9;91;6.571894288154313;10.464096478762356;30;19;27;2553;
Tue 17:17.000000;36;66.63167524337769;39;15;11;12;14;5081;9;91;6.571894288154313;10.464096478762356;30;19;27;2554;
Tue 17:19.000000;36;66.63167524337769;39;15;11;12;14;5087;9;91;6.571894288154313;10.464096478762356;30;19;27;2557;
Tue 17:20.000000;36;66.63167524337769;39;15;11;12;14;5091;9;91;6.571894288154313;10.464096478762356;30;19;27;2559;
Tue 17:22.000000;36;66.63167524337769;39;15;11;12;14;5097;9;91;6.571894288154313;10.464096478762356;30;19;27;2562;
Tue 17:23.000000;36;66.63167524337769;39;15;11;12;14;5101;9;91;6.571894288154313;10.464096478762356;30;19;27;2564;
Tue 17:24.000000;36;66.63167524337769;39;15;11;12;14;5103;9;91;6.571894288154313;10.464096478762356;30;19;27;2565;
Tue 17:26.000000;36;66.63167524337769;39;15;11;12;14;5109;9;91;6.571894288154313;10.464096478762356;30;19;27;2568;
Tue 17:27.000000;36;66.63167524337769;39;15;11;12;14;5113;9;91;6.571894288154313;10.464096478762356;30;19;27;2570;
Tue 17:30.000000;36;66.63167524337769;39;15;11;12;14;5115;9;91;6.704016643948079;10.464096478762356;31;19;27;2571;
Tue 17:32.000000;36;66.63167524337769;39;15;11;12;14;5117;9;91;6.704016643948079;10.464096478762356;31;19;27;2572;
Tue 17:34.000000;36;66.63167524337769;39;15;11;12;14;5121;9;91;6.704016643948079;10.464096478762356;31;19;27;2574;
Tue 17:35.000000;36;66.63167524337769;39;15;11;12;14;5123;9;91;6.704016643948079;10.464096478762356;31;19;27;2575;
Tue 17:37.000000;36;66.63167524337769;39;15;11;12;14;5125;9;91;6.704016643948079;10.464096478762356;31;19;27;2576;
Tue 17:40.000000;36;66.63167524337769;39;15;11;12;14;5129;9;91;6.704016643948079;10.464096478762356;31;19;27;2578;
Tue 17:41.000000;36;66.63167524337769;39;15;11;12;14;5131;9;91;6.704016643948079;10.464096478762356;31;19;27;2579;
Tue 17:42.000000;36;66.63167524337769;39;15;11;12;14;5133;9;91;6.704016643948079;10.464096478762356;31;19;27;2580;
Tue 17:43.000000;36;66.63167524337769;39;15;11;12;14;5137;9;91;6.704016643948079;10.464096478762356;31;19;27;2582;
Tue 17:44.000000;36;66.63167524337769;39;15;11;12;14;5141;9;91;6.704016643948079;10.464096478762356;31;19;27;2584;
Tue 17:45.000000;36;66.63167524337769;39;15;11;12;14;5143;9;91;6.704016643948079;10.464096478762356;31;19;27;2585;
Tue 17:46.000000;36;66.63167524337769;39;15;11;12;14;5147;9;91;6.704016643948079;10.464096478762356;31;19;27;2587;
Tue 17:47.000000;36;66.63167524337769;39;15;11;12;14;5153;9;91;6.704016643948079;10.464096478762356;31;19;27;2590;
Tue 17:48.000000;36;66.63167524337769;39;15;11;12;14;5157;9;91;6.704016643948079;10.464096478762356;31;19;27;2592;
Tue 17:49.000000;37;66.63167524337769;39;15;11;12;14;5158;9;91;6.704016643948079;10.464096478762356;31;19;28;2593;
Tue 17:51.000000;37;66.63167524337769;39;15;11;12;14;5162;9;91;6.704016643948079;10.464096478762356;31;19;28;2595;
Tue 17:52.000000;37;66.63167524337769;39;15;11;12;14;5164;9;91;6.704016643948079;10.464096478762356;31;19;28;2596;
Tue 17:52.728899;37;66.63167524337769;39;15;11;12;14;5164;9;91;6.704016643948079;10.767497182768981;31;20;28;2596;
Tue 17:53.000000;37;66.63167524337769;39;15;11;12;14;5168;9;91;6.704016643948079;10.767497182768981;31;20;28;2598;
Tue 17:54.000000;37;66.63167524337769;39;15;11;12;14;5176;9;91;6.704016643948079;10.767497182768981;31;20;28;2602;
Tue 17:56.000000;37;66.63167524337769;39;15;11;12;14;5178;9;91;6.704016643948079;10.767497182768981;31;20;28;2603;
Tue 17:58.000000;37;66.63167524337769;39;15;11;12;14;5182;9;91;6.704016643948079;10.767497182768981;31;20;28;2605;
Tue 17:59.000000;37;66.63167524337769;39;15;11;12;14;5186;9;91;6.704016643948079;10.767497182768981;31;20;28;2607;
Tue 18:00.000000;37;66.63167524337769;39;15;11;12;14;5188;9;91;6.704016643948079;10.767497182768981;31;20;28;2608;
Tue 18:03.000000;37;66.63167524337769;39;15;11;12;14;5190;9;91;6.704016643948079;10.767497182768981;31;20;28;2609;
Tue 18:04.000000;37;66.63167524337769;39;15;11;12;14;5194;9;91;6.704016643948079;10.767497182768981;31;20;28;2611;
Tue 18:05.000000;37;66.63167524337769;39;15;11;12;14;5200;9;91;6.704016643948079;10.767497182768981;31;20;28;2614;
Tue 18:06.000000;37;66.63167524337769;39;15;11;12;14;5202;9;91;6.704016643948079;10.767497182768981;31;20;28;2615;
Tue 18:07.000000;38;66.63167524337769;39;15;11;12;14;5205;9;91;6.704016643948079;10.767497182768981;31;20;29;2617;
Tue 18:08.000000;38;66.63167524337769;39;15;11;12;14;5209;9;91;6.704016643948079;10.767497182768981;31;20;29;2619;
Tue 18:11.000000;38;66.63167524337769;39;15;11;12;14;5215;9;91;6.704016643948079;10.767497182768981;31;20;29;2622;
Tue 18:13.000000;38;66.63167524337769;39;15;11;12;14;5217;9;91;6.704016643948079;10.767497182768981;31;20;29;2623;
Tue 18:14.000000;39;66.63167524337769;39;15;11;12;14;5220;9;91;6.704016643948079;10.767497182768981;31;20;30;2625;
Tue 18:15.000000;39;66.63167524337769;39;15;11;12;14;5222;9;91;6.704016643948079;10.767497182768981;31;20;30;2626;
Tue 18:17.000000;39;66.63167524337769;39;15;11;12;14;5224;9;91;6.704016643948079;10.767497182768981;31;20;30;2627;
Tue 18:18.000000;39;66.63167524337769;39;15;11;12;14;5228;9;91;6.704016643948079;10.767497182768981;31;20;30;2629;
Tue 18:19.000000;39;66.63167524337769;39;15;11;12;14;5230;9;91;6.704016643948079;10.767497182768981;31;20;30;2630;
Tue 18:22.000000;39;66.63167524337769;39;15;11;12;14;5232;9;91;6.704016643948079;10.767497182768981;31;20;30;2631;
Tue 18:23.000000;39;66.63167524337769;39;15;11;12;14;5238;9;91;6.704016643948079;10.767497182768981;31;20;30;2634;
Tue 18:24.000000;39;66.63167524337769;39;15;11;12;14;5242;9;91;6.704016643948079;10.767497182768981;31;20;30;2636;
Tue 18:25.000000;39;66.63167524337769;39;15;11;12;14;5244;9;91;6.704016643948079;10.767497182768981;31;20;30;2637;
Tue 18:26.000000;39;66.63167524337769;39;15;11;12;14;5250;9;91;6.704016643948079;10.767497182768981;31;20;30;2640;
Tue 18:28.000000;39;66.63167524337769;39;15;11;12;14;5252;9;91;6.704016643948079;10.767497182768981;31;20;30;2641;
Tue 18:29.000000;39;66.63167524337769;39;15;11;12;14;5254;9;91;6.704016643948079;10.767497182768981;31;20;30;2642;
Tue 18:31.000000;39;66.63167524337769;39;15;11;12;14;5256;9;91;6.704016643948079;10.767497182768981;31;20;30;2643;
Tue 18:32.000000;39;66.63167524337769;39;15;11;12;14;5258;9;91;6.704016643948079;10.767497182768981;31;20;30;2644;
Tue 18:34.000000;39;66.63167524337769;39;15;11;12;14;5264;9;91;6.704016643948079;10.767497182768981;31;20;30;2647;
Tue 18:35.000000;39;66.63167524337769;39;15;11;12;14;5268;9;91;6.704016643948079;10.767497182768981;31;20;30;2649;
Tue 18:36.000000;39;66.63167524337769;39;15;11;12;14;5270;9;91;6.704016643948079;10.767497182768981;31;20;30;2650;
Tue 18:37.000000;39;66.63167524337769;39;15;11;12;14;5274;9;91;6.704016643948079;10.767497182768981;31;20;30;2652;
Tue 18:39.000000;39;66.63167524337769;39;15;11;12;14;5280;9;91;6.704016643948079;10.767497182768981;31;20;30;2655;
Tue 18:40.000000;39;66.63167524337769;39;15;11;12;14;5282;9;91;6.704016643948079;10.767497182768981;31;20;30;2656;
Tue 18:41.000000;39;66.63167524337769;39;15;11;12;14;5284;9;91;6.704016643948079;10.767497182768981;31;20;30;2657;
Tue 18:42.000000;39;66.63167524337769;39;15;11;12;14;5286;9;91;6.704016643948079;10.767497182768981;31;20;30;2658;
Tue 18:43.821512;40;66.63167524337769;39;15;11;12;14;5286;10;91;6.704016643948079;11.271550581698044;31;20;30;2658;
Tue 18:44.000000;40;66.63167524337769;39;15;11;12;14;5292;10;91;6.704016643948079;11.271550581698044;31;20;30;2661;
Tue 18:45.000000;40;66.63167524337769;39;15;11;12;14;5294;10;91;6.704016643948079;11.271550581698044;31;20;30;2662;
Tue 18:46.000000;40;66.63167524337769;39;15;11;12;14;5300;10;91;6.704016643948079;11.271550581698044;31;20;30;2665;
Tue 18:47.000000;40;66.63167524337769;39;15;11;12;14;5302;10;91;6.704016643948079;11.271550581698044;31;20;30;2666;
Tue 18:48.000000;40;66.63167524337769;39;15;11;12;14;5306;10;91;6.704016643948079;11.271550581698044;31;20;30;2668;
Tue 18:51.000000;40;66.63167524337769;39;15;11;12;14;5310;10;91;6.704016643948079;11.271550581698044;31;20;30;2670;
Tue 18:52.000000;40;66.63167524337769;39;15;11;12;14;5312;10;91;6.704016643948079;11.271550581698044;31;20;30;2671;
Tue 18:53.000000;40;66.63167524337769;39;15;11;12;14;5316;10;91;6.704016643948079;11.271550581698044;31;20;30;2673;
Tue 18:54.000000;40;66.63167524337769;39;15;11;12;14;5324;10;91;6.704016643948079;11.271550581698044;31;20;30;2677;
Tue 18:55.000000;40;66.63167524337769;39;15;11;12;14;5330;10;91;6.704016643948079;11.271550581698044;31;20;30;2680;
Tue 18:56.000000;40;66.63167524337769;39;15;11;12;14;5334;10;91;6.704016643948079;11.271550581698044;31;20;30;2682;
Tue 18:57.615217;41;66.63167524337769;39;15;11;12;14;5334;11;91;6.704016643948079;11.775603980627107;31;20;30;2682;
Tue 18:58.000000;41;66.63167524337769;39;15;11;12;14;5342;11;91;6.704016643948079;11.775603980627107;31;20;30;2686;
Tue 18:58.585326;42;66.63167524337769;39;15;11;12;14;5342;12;91;6.704016643948079;12.27965737955617;31;20;30;2686;
Tue 18:59.000000;42;66.63167524337769;39;15;11;12;14;5344;12;91;6.704016643948079;12.27965737955617;31;20;30;2687;
Tue 19:00.000000;42;66.63167524337769;39;15;11;12;14;5346;12;91;6.704016643948079;12.27965737955617;31;20;30;2688;
Tue 19:03.000000;43;66.63167524337769;39;15;11;12;14;5349;12;91;6.704016643948079;12.27965737955617;31;20;31;2690;
Tue 19:03.157808;44;66.63167524337769;39;15;11;12;14;5349;13;91;6.704016643948079;12.783710778485233;31;20;31;2690;
Tue 19:04.000000;44;66.63167524337769;39;15;11;12;14;5353;13;91;6.704016643948079;12.783710778485233;31;20;31;2692;
Tue 19:05.000000;44;66.63167524337769;39;15;11;12;14;5355;13;91;6.704016643948079;12.783710778485233;31;20;31;2693;
Tue 19:07.000000;44;66.63167524337769;39;15;11;12;14;5359;13;91;6.704016643948079;12.783710778485233;31;20;31;2695;
Tue 19:08.000000;44;66.63167524337769;39;15;11;12;14;5361;13;91;6.704016643948079;12.783710778485233;31;20;31;2696;
Tue 19:09.000000;44;66.63167524337769;39;15;11;12;14;5363;13;91;6.704016643948079;12.783710778485233;31;20;31;2697;
Tue 19:11.000000;44;66.63167524337769;39;15;11;12;14;5365;13;91;6.704016643948079;12.783710778485233;31;20;31;2698;
Tue 19:12.000000;44;66.63167524337769;39;15;11;12;14;5369;13;91;6.704016643948079;12.783710778485233;31;20;31;2700;
Tue 19:16.000000;44;66.63167524337769;39;15;11;12;14;5371;13;91;6.704016643948079;12.783710778485233;31;20;31;2701;
Tue 19:18.000000;44;66.63167524337769;39;15;11;12;14;5373;13;91;6.704016643948079;12.783710778485233;31;20;31;2702;
Tue 19:19.000000;44;66.63167524337769;39;15;11;12;14;5379;13;91;6.704016643948079;12.783710778485233;31;20;31;2705;
Tue 19:21.000000;44;66.63167524337769;39;15;11;12;14;5383;13;91;6.704016643948079;12.783710778485233;31;20;31;2707;
Tue 19:22.000000;44;66.63167524337769;39;15;11;12;14;5385;13;91;6.704016643948079;12.783710778485233;31;20;31;2708;
Tue 19:23.000000;44;66.63167524337769;39;15;11;12;14;5389;13;91;6.704016643948079;12.783710778485233;31;20;31;2710;
Tue 19:23.260491;44;66.63167524337769;39;15;11;12;14;5389;13;91;6.704016643948079;13.123887795070821;31;21;31;2710;
Tue 19:25.000000;44;66.63167524337769;39;15;11;12;14;5391;13;91;6.704016643948079;13.123887795070821;31;21;31;2711;
Tue 19:26.000000;44;66.63167524337769;39;15;11;12;14;5395;13;91;6.704016643948079;13.123887795070821;31;21;31;2713;
Tue 19:28.000000;44;66.63167524337769;39;15;11;12;14;5397;13;91;6.704016643948079;13.123887795070821;31;21;31;2714;
Tue 19:28.561853;44;66.63167524337769;39;15;11;12;14;5397;13;91;6.704016643948079;13.46406481165641;31;22;31;2714;
Tue 19:29.000000;44;66.63167524337769;39;15;11;12;14;5399;13;91;6.704016643948079;13.46406481165641;31;22;31;2715;
Tue 19:30.000000;44;66.63167524337769;39;15;11;12;14;5401;13;91;6.704016643948079;13.46406481165641;31;22;31;2716;
Tue 19:31.000000;44;66.63167524337769;39;15;11;12;14;5407;13;91;6.704016643948079;13.46406481165641;31;22;31;2719;
Tue 19:32.000000;44;66.63167524337769;39;15;11;12;14;5409;13;91;6.704016643948079;13.46406481165641;31;22;31;2720;
Tue 19:33.000000;44;66.63167524337769;39;15;11;12;14;5411;13;91;6.704016643948079;13.46406481165641;31;22;31;2721;
Tue 19:36.000000;44;66.63167524337769;39;15;11;12;14;5417;13;91;6.704016643948079;13.46406481165641;31;22;31;2724;
Tue 19:37.000000;44;66.63167524337769;39;15;11;12;14;5419;13;91;6.704016643948079;13.46406481165641;31;22;31;2725;
Tue 19:37.757534;44;66.63167524337769;39;15;11;12;14;5419;13;91;6.704016643948079;13.804241828241999;31;23;31;2725;
Tue 19:40.000000;44;66.63167524337769;39;15;11;12;14;5423;13;91;6.704016643948079;13.804241828241999;31;23;31;2727;
Tue 19:41.000000;44;66.63167524337769;39;15;11;12;14;5425;13;91;6.704016643948079;13.804241828241999;31;23;31;2728;
Tue 19:42.000000;44;66.63167524337769;39;15;11;12;14;5431;13;91;6.704016643948079;13.804241828241999;31;23;31;2731;
Tue 19:43.000000;44;66.63167524337769;39;15;11;12;14;5435;13;91;6.704016643948079;13.804241828241999;31;23;31;2733;
Tue 19:45.000000;44;66.63167524337769;39;15;11;12;14;5437;13;91;6.704016643948079;13.804241828241999;31;23;31;2734;
Tue 19:46.000000;44;66.63167524337769;39;15;11;12;14;5439;13;91;6.704016643948079;13.804241828241999;31;23;31;2735;
Tue 19:49.000000;44;66.63167524337769;39;15;11;12;14;5445;13;91;6.704016643948079;13.804241828241999;31;23;31;2738;
Tue 19:50.000000;44;66.63167524337769;39;15;11;12;14;5447;13;91;6.704016643948079;13.804241828241999;31;23;31;2739;
Tue 19:52.000000;44;66.63167524337769;39;15;11;12;14;5449;13;91;6.704016643948079;13.804241828241999;31;23;31;2740;
Tue 19:53.000000;44;66.63167524337769;39;15;11;12;14;5453;13;91;6.704016643948079;13.804241828241999;31;23;31;2742;
Tue 19:55.000000;44;66.63167524337769;39;15;11;12;14;5457;13;91;6.704016643948079;13.804241828241999;31;23;31;2744;
Tue 19:57.000000;44;66.63167524337769;39;15;11;12;14;5459;13;91;6.704016643948079;13.804241828241999;31;23;31;2745;
Tue 19:58.000000;44;66.63167524337769;39;15;11;12;14;5461;13;91;6.704016643948079;13.804241828241999;31;23;31;2746;
Tue 20:01.000000;44;66.63167524337769;39;15;11;12;14;5463;13;91;6.704016643948079;13.804241828241999;31;23;31;2747;
Tue 20:02.000000;44;66.63167524337769;39;15;11;12;14;5467;13;91;6.820875243616583;13.804241828241999;32;23;31;2749;
Tue 20:03.000000;44;66.63167524337769;39;15;11;12;14;5469;13;91;6.937733843285087;13.804241828241999;33;23;31;2750;
Tue 20:06.000000;44;66.63167524337769;39;15;11;12;14;5471;13;91;6.937733843285087;13.804241828241999;33;23;31;2751;
Tue 20:07.000000;44;66.63167524337769;39;15;11;12;14;5473;13;91;6.937733843285087;13.804241828241999;33;23;31;2752;
Tue 20:10.000000;44;66.63167524337769;39;15;11;12;14;5475;13;91;6.937733843285087;13.804241828241999;33;23;31;2753;
Tue 20:13.000000;44;66.63167524337769;39;15;11;12;14;5479;13;91;6.937733843285087;13.804241828241999;33;23;31;2755;
Tue 20:17.000000;44;66.63167524337769;39;15;11;12;14;5481;13;91;6.937733843285087;13.804241828241999;33;23;31;2756;
Tue 20:19.000000;44;66.63167524337769;39;15;11;12;14;5487;13;91;6.937733843285087;13.804241828241999;33;23;31;2759;
Tue 20:20.000000;44;66.63167524337769;39;15;11;12;14;5493;13;91;6.937733843285087;13.804241828241999;33;23;31;2762;
Tue 20:21.000000;44;66.63167524337769;39;15;11;12;14;5495;13;91;6.937733843285087;13.804241828241999;33;23;31;2763;
Tue 20:22.000000;44;66.63167524337769;39;15;11;12;14;5499;13;91;7.503120876728861;13.804241828241999;34;23;31;2765;
Tue 20:24.000000;44;66.63167524337769;39;15;11;12;14;5501;13;91;7.503120876728861;13.804241828241999;34;23;31;2766;
Tue 20:26.000000;44;66.63167524337769;39;15;11;12;14;5507;13;91;7.503120876728861;13.804241828241999;34;23;31;2769;
Tue 20:27.000000;44;66.63167524337769;39;15;11;12;14;5511;13;91;7.503120876728861;13.804241828241999;34;23;31;2771;
Tue 20:28.000000;45;66.63167524337769;39;15;11;12;14;5512;13;91;7.503120876728861;13.804241828241999;34;23;32;2772;
Tue 20:30.000000;45;66.63167524337769;39;15;11;12;14;5514;13;91;7.503120876728861;13.804241828241999;34;23;32;2773;
Tue 20:33.000000;45;66.63167524337769;39;15;11;12;14;5516;13;91;7.503120876728861;13.804241828241999;34;23;32;2774;
Tue 20:35.000000;45;66.63167524337769;39;15;11;12;14;5520;13;91;7.503120876728861;13.804241828241999;34;23;32;2776;
Tue 20:36.000000;45;66.63167524337769;39;15;11;12;14;5524;13;91;7.503120876728861;13.804241828241999;34;23;32;2778;
Tue 20:40.000000;45;66.63167524337769;39;15;11;12;14;5528;13;91;7.503120876728861;13.804241828241999;34;23;32;2780;
Tue 20:41.000000;45;66.63167524337769;39;15;11;12;14;5530;13;91;7.503120876728861;13.804241828241999;34;23;32;2781;
Tue 20:43.000000;45;66.63167524337769;39;15;11;12;14;5536;13;91;7.503120876728861;13.804241828241999;34;23;32;2784;
Tue 20:44.000000;45;66.63167524337769;39;15;11;12;14;5540;13;91;7.503120876728861;13.804241828241999;34;23;32;2786;
Tue 20:45.000000;45;66.63167524337769;39;15;11;12;14;5542;13;91;7.503120876728861;13.804241828241999;34;23;32;2787;
Tue 20:46.000000;45;66.63167524337769;39;15;11;12;14;5544;13;91;7.503120876728861;13.804241828241999;34;23;32;2788;
Tue 20:51.000000;45;66.63167524337769;39;15;11;12;14;5546;13;91;7.503120876728861;13.804241828241999;34;23;32;2789;
Tue 20:52.000000;45;66.63167524337769;39;15;11;12;14;5548;13;91;7.503120876728861;13.804241828241999;34;23;32;2790;
Tue 20:53.000000;45;66.63167524337769;39;15;11;12;14;5552;13;91;7.503120876728861;13.804241828241999;34;23;32;2792;
Tue 20:54.000000;45;66.63167524337769;39;15;11;12;14;5554;13;91;7.873981235965834;13.804241828241999;35;23;32;2793;
Tue 20:56.000000;45;66.63167524337769;39;15;11;12;14;5556;13;91;7.873981235965834;13.804241828241999;35;23;32;2794;
Tue 20:57.000000;45;66.63167524337769;39;15;11;12;14;5558;13;91;7.873981235965834;13.804241828241999;35;23;32;2795;
Tue 20:59.000000;45;66.63167524337769;39;15;11;12;14;5564;13;91;7.873981235965834;13.804241828241999;35;23;32;2798;
Tue 21:00.000000;45;66.63167524337769;39;15;11;12;14;5566;13;91;7.873981235965834;13.804241828241999;35;23;32;2799;
Tue 21:04.000000;45;66.63167524337769;39;15;11;12;14;5568;13;91;7.873981235965834;13.804241828241999;35;23;32;2800;
Tue 21:09.000000;45;66.63167524337769;39;15;11;12;14;5572;13;91;7.873981235965834;13.804241828241999;35;23;32;2802;
Tue 21:16.000000;45;66.63167524337769;39;15;11;12;14;5574;13;91;7.873981235965834;13.804241828241999;35;23;32;2803;
Tue 21:16.624313;45;66.63167524337769;39;15;11;12;14;5574;13;91;7.873981235965834;14.144418844827587;35;24;32;2803;
Tue 21:18.000000;45;66.63167524337769;39;15;11;12;14;5576;13;91;7.990839835634338;14.144418844827587;36;24;32;2804;
Tue 21:24.000000;45;66.63167524337769;39;15;11;12;14;5578;13;91;7.990839835634338;14.144418844827587;36;24;32;2805;
Tue 21:27.000000;45;66.63167524337769;39;15;11;12;14;5580;13;91;7.990839835634338;14.144418844827587;36;24;32;2806;
Tue 21:35.000000;45;66.63167524337769;39;15;11;12;14;5584;13;91;7.990839835634338;14.144418844827587;36;24;32;2808;
Tue 21:40.047949;46;66.63167524337769;39;15;11;12;14;5584;14;91;7.990839835634338;14.725157069643664;36;24;32;2808;
Tue 21:41.000000;46;66.63167524337769;39;15;11;12;14;5588;14;91;7.990839835634338;14.725157069643664;36;24;32;2810;
Tue 21:42.000000;46;66.63167524337769;39;15;11;12;14;5590;14;91;7.990839835634338;14.725157069643664;36;24;32;2811;
Tue 21:46.000000;46;66.63167524337769;39;15;11;12;14;5592;14;91;8.107698435302842;14.725157069643664;37;24;32;2812;
Tue 21:49.000000;46;66.63167524337769;39;15;11;12;14;5596;14;91;8.107698435302842;14.725157069643664;37;24;32;2814;
Wed 04:10.000000;46;66.63167524337769;39;15;11;12;14;5598;14;91;8.107698435302842;14.725157069643664;37;24;32;2815;
Wed 04:11.000000;46;66.63167524337769;39;15;11;12;14;5600;14;91;8.107698435302842;14.725157069643664;37;24;32;2816;
Wed 04:15.000000;46;66.63167524337769;39;15;11;12;14;5602;14;91;8.107698435302842;14.725157069643664;37;24;32;2817;
Wed 04:18.000000;46;66.63167524337769;39;15;11;12;14;5604;14;91;8.107698435302842;14.725157069643664;37;24;32;2818;
Wed 04:19.000000;46;66.63167524337769;39;15;11;12;14;5606;14;91;8.107698435302842;14.725157069643664;37;24;32;2819;
Wed 04:20.000000;46;66.63167524337769;39;15;11;12;14;5608;14;91;8.107698435302842;14.725157069643664;37;24;32;2820;
Wed 04:22.000000;46;66.63167524337769;39;15;11;12;14;5610;14;91;8.107698435302842;14.725157069643664;37;24;32;2821;
Wed 04:26.000000;46;66.63167524337769;39;15;11;12;14;5612;14;91;8.107698435302842;14.725157069643664;37;24;32;2822;
Wed 04:27.000000;46;66.63167524337769;39;15;11;12;14;5616;14;91;8.107698435302842;14.725157069643664;37;24;32;2824;
Wed 04:33.000000;46;66.63167524337769;39;15;11;12;14;5618;14;91;8.107698435302842;14.725157069643664;37;24;32;2825;
Wed 04:36.000000;46;66.63167524337769;39;15;11;12;14;5620;14;91;8.107698435302842;14.725157069643664;37;24;32;2826;
Wed 04:37.000000;46;66.63167524337769;39;15;11;12;14;5622;14;91;8.107698435302842;14.725157069643664;37;24;32;2827;
Wed 04:42.000000;46;66.63167524337769;39;15;11;12;14;5624;14;91;8.107698435302842;14.725157069643664;37;24;32;2828;
Wed 04:49.000000;46;66.63167524337769;39;15;11;12;14;5626;14;91;8.107698435302842;14.725157069643664;37;24;32;2829;
Wed 04:53.000000;46;66.63167524337769;39;15;11;12;14;5628;14;91;8.107698435302842;14.725157069643664;37;24;32;2830;
Wed 04:58.000000;46;66.63167524337769;39;15;11;12;14;5630;14;91;8.107698435302842;14.725157069643664;37;24;32;2831;
Wed 05:00.000000;46;66.63167524337769;39;15;11;12;14;5636;14;91;8.107698435302842;14.725157069643664;37;24;32;2834;
Wed 05:01.000000;46;66.63167524337769;39;15;11;12;14;5638;14;91;8.107698435302842;14.725157069643664;37;24;32;2835;
Wed 05:03.000000;46;66.63167524337769;39;15;11;12;14;5642;14;91;8.107698435302842;14.725157069643664;37;24;32;2837;
Wed 05:04.000000;46;66.63167524337769;39;15;11;12;14;5646;14;91;8.107698435302842;14.725157069643664;37;24;32;2839;
Wed 05:05.000000;46;66.63167524337769;39;15;11;12;14;5650;14;91;8.107698435302842;14.725157069643664;37;24;32;2841;
Wed 05:07.000000;46;66.63167524337769;39;15;11;12;14;5652;14;91;8.107698435302842;14.725157069643664;37;24;32;2842;
Wed 05:08.000000;46;66.63167524337769;39;15;11;12;14;5654;14;91;8.107698435302842;14.725157069643664;37;24;32;2843;
Wed 05:10.000000;46;66.63167524337769;39;15;11;12;14;5662;14;91;8.107698435302842;14.725157069643664;37;24;32;2847;
Wed 05:11.000000;46;66.63167524337769;39;15;11;12;14;5664;14;91;8.107698435302842;14.725157069643664;37;24;32;2848;
Wed 05:13.000000;46;66.63167524337769;39;15;11;12;14;5670;14;91;8.107698435302842;14.725157069643664;37;24;32;2851;
Wed 05:14.000000;46;66.63167524337769;39;15;11;12;14;5676;14;91;8.107698435302842;14.725157069643664;37;24;32;2854;
Wed 05:15.000000;46;66.63167524337769;39;15;11;12;14;5678;14;91;8.107698435302842;14.725157069643664;37;24;32;2855;
Wed 05:16.000000;46;66.63167524337769;39;15;11;12;14;5680;14;91;8.107698435302842;14.725157069643664;37;24;32;2856;
Wed 05:17.000000;46;66.63167524337769;39;15;11;12;14;5682;14;91;8.107698435302842;14.725157069643664;37;24;32;2857;
Wed 05:19.000000;46;66.63167524337769;39;15;11;12;14;5684;14;91;8.107698435302842;14.725157069643664;37;24;32;2858;
Wed 05:20.000000;46;66.63167524337769;39;15;11;12;14;5686;14;91;8.107698435302842;14.725157069643664;37;24;32;2859;
Wed 05:21.000000;46;66.63167524337769;39;15;11;12;14;5688;14;91;8.107698435302842;14.725157069643664;37;24;32;2860;
Wed 05:23.000000;46;66.63167524337769;39;15;11;12;14;5690;14;91;8.107698435302842;14.725157069643664;37;24;32;2861;
Wed 05:25.000000;47;66.63167524337769;39;15;11;12;14;5693;14;91;8.107698435302842;14.725157069643664;37;24;33;2863;
Wed 05:26.000000;47;66.63167524337769;39;15;11;12;14;5695;14;91;8.107698435302842;14.725157069643664;37;24;33;2864;
Wed 05:27.000000;47;66.63167524337769;39;15;11;12;14;5697;14;91;8.107698435302842;14.725157069643664;37;24;33;2865;
Wed 05:28.000000;47;66.63167524337769;39;15;11;12;14;5705;14;91;8.107698435302842;14.725157069643664;37;24;33;2869;
Wed 05:30.000000;47;66.63167524337769;39;15;11;12;14;5707;14;91;8.107698435302842;14.725157069643664;37;24;33;2870;
Wed 05:31.000000;47;66.63167524337769;39;15;11;12;14;5713;14;91;8.107698435302842;14.725157069643664;37;24;33;2873;
Wed 05:32.000000;47;66.63167524337769;39;15;11;12;14;5715;14;91;8.107698435302842;14.725157069643664;37;24;33;2874;
Wed 05:35.000000;48;66.63167524337769;39;15;11;12;14;5718;14;91;8.107698435302842;14.725157069643664;37;24;34;2876;
Wed 05:39.000000;48;66.63167524337769;39;15;11;12;14;5722;14;91;8.107698435302842;14.725157069643664;37;24;34;2878;
