Time;Failed events;accumulated solution time;branch1;branch2;branch3;branch4;branch5;events;long_congestion;number of problems solved;roaming distance for bikes;roaming distance for locks;roaming for bikes;short_congestion;starvation;trips;
Mon 07:56.180543;;13.608173370361328;;1;2;4;1;324;;8;;;;;;162;
Mon 07:57.000000;;13.608173370361328;;1;2;4;1;326;;8;;;;;;163;
Mon 07:58.000000;;13.608173370361328;;1;2;4;1;330;;8;0.22649501028125374;;1;;;165;
Mon 07:59.000000;;13.608173370361328;;1;2;4;1;332;;8;0.22649501028125374;;1;;;166;
Mon 08:00.000000;;13.608173370361328;;1;2;4;1;342;;8;0.4529900205625075;;2;;;171;
Mon 08:00.952081;;16.796000719070435;;1;2;5;1;342;;9;0.4529900205625075;;2;;;171;
Mon 08:01.000000;;16.796000719070435;;1;2;5;1;350;;9;0.4529900205625075;;2;;;175;
Mon 08:02.000000;;16.796000719070435;;1;2;5;1;352;;9;0.4529900205625075;;2;;;176;
Mon 08:03.000000;;16.796000719070435;;1;2;5;1;356;;9;0.4529900205625075;;2;;;178;
Mon 08:04.000000;;16.796000719070435;;1;2;5;1;364;;9;0.4529900205625075;;2;;;182;
Mon 08:05.000000;;16.796000719070435;;1;2;5;1;368;;9;0.4529900205625075;;2;;;184;
Mon 08:06.000000;;16.796000719070435;;1;2;5;1;370;;9;0.4529900205625075;;2;;;185;
Mon 08:07.000000;;16.796000719070435;;1;2;5;1;376;;9;0.4529900205625075;;2;;;188;
Mon 08:08.000000;;16.796000719070435;;1;2;5;1;382;;9;0.4529900205625075;;2;;;191;
Mon 08:09.000000;;16.796000719070435;;1;2;5;1;388;;9;0.4529900205625075;;2;;;194;
Mon 08:10.000000;;16.796000719070435;;1;2;5;1;392;;9;0.4529900205625075;;2;;;196;
Mon 08:11.000000;;16.796000719070435;;1;2;5;1;398;;9;0.4529900205625075;;2;;;199;
Mon 08:11.321821;;18.399648189544678;;1;2;6;1;398;;10;0.4529900205625075;;2;;;199;
Mon 08:13.000000;;18.399648189544678;;1;2;6;1;406;;10;0.4529900205625075;;2;;;203;
Mon 08:14.000000;;18.399648189544678;;1;2;6;1;410;;10;0.4529900205625075;;2;;;205;
Mon 08:15.000000;;18.399648189544678;;1;2;6;1;416;;10;0.4529900205625075;;2;;;208;
Mon 08:16.000000;;18.399648189544678;;1;2;6;1;422;;10;0.4529900205625075;;2;;;211;
Mon 08:17.026398;;19.960307836532593;;1;2;7;1;422;;11;0.4529900205625075;;2;;;211;
Mon 08:18.000000;;19.960307836532593;;1;2;7;1;424;;11;0.4529900205625075;;2;;;212;
Mon 08:19.000000;;19.960307836532593;;1;2;7;1;428;;11;0.4529900205625075;;2;;;214;
Mon 08:20.000000;;19.960307836532593;;1;2;7;1;432;;11;0.4529900205625075;;2;;;216;
Mon 08:21.000000;;19.960307836532593;;1;2;7;1;438;;11;0.4529900205625075;;2;;;219;
Mon 08:22.000000;;19.960307836532593;;1;2;7;1;440;;11;0.4529900205625075;;2;;;220;
Mon 08:23.000000;;19.960307836532593;;1;2;7;1;442;;11;0.4529900205625075;;2;;;221;
Mon 08:24.000000;;19.960307836532593;;1;2;7;1;444;;11;0.4529900205625075;;2;;;222;
Mon 08:24.275920;;21.445398330688477;;2;2;7;1;444;;12;0.4529900205625075;;2;;;222;
Mon 08:25.000000;;21.445398330688477;;2;2;7;1;446;;12;0.4529900205625075;;2;;;223;
Mon 08:26.000000;;21.445398330688477;;2;2;7;1;448;;12;0.4529900205625075;;2;;;224;
Mon 08:27.000000;;21.445398330688477;;2;2;7;1;458;;12;0.4529900205625075;;2;;;229;
Mon 08:28.000000;;21.445398330688477;;2;2;7;1;462;;12;0.4529900205625075;;2;;;231;
Mon 08:29.000000;;21.445398330688477;;2;2;7;1;464;;12;0.4529900205625075;;2;;;232;
Mon 08:30.000000;;21.445398330688477;;2;2;7;1;468;;12;0.4529900205625075;;2;;;234;
Mon 08:31.000000;;21.445398330688477;;2;2;7;1;478;;12;0.4529900205625075;;2;;;239;
Mon 08:32.000000;;21.445398330688477;;2;2;7;1;482;;12;0.4529900205625075;;2;;;241;
Mon 08:33.000000;;21.445398330688477;;2;2;7;1;484;;12;0.4529900205625075;;2;;;242;
Mon 08:34.000000;;21.445398330688477;;2;2;7;1;488;;12;0.4529900205625075;;2;;;244;
Mon 08:35.000000;;21.445398330688477;;2;2;7;1;490;;12;0.4529900205625075;;2;;;245;
Mon 08:35.120828;;22.68074941635132;;2;3;7;1;490;;13;0.4529900205625075;;2;;;245;
Mon 08:36.000000;;22.68074941635132;;2;3;7;1;496;;13;0.4529900205625075;;2;;;248;
Mon 08:37.000000;;22.68074941635132;;2;3;7;1;502;;13;0.4529900205625075;;2;;;251;
Mon 08:38.000000;;22.68074941635132;;2;3;7;1;510;;13;0.4529900205625075;;2;;;255;
Mon 08:40.000000;;22.68074941635132;;2;3;7;1;518;;13;0.4529900205625075;;2;;;259;
Mon 08:41.000000;;22.68074941635132;;2;3;7;1;526;;13;0.4529900205625075;;2;;;263;
Mon 08:42.000000;;22.68074941635132;;2;3;7;1;530;;13;0.4529900205625075;;2;;;265;
Mon 08:43.000000;;22.68074941635132;;2;3;7;1;532;;13;0.4529900205625075;;2;;;266;
Mon 08:44.000000;;22.68074941635132;;2;3;7;1;540;;13;0.4529900205625075;;2;;;270;
Mon 08:44.322490;;23.909536123275757;;2;3;7;2;540;;14;0.4529900205625075;;2;;;270;
Mon 08:46.000000;;23.909536123275757;;2;3;7;2;544;;14;0.4529900205625075;;2;;;272;
Mon 08:47.000000;;23.909536123275757;;2;3;7;2;550;;14;0.4529900205625075;;2;;;275;
Mon 08:48.000000;;23.909536123275757;;2;3;7;2;556;;14;0.4529900205625075;;2;;;278;
Mon 08:49.000000;;23.909536123275757;;2;3;7;2;560;;14;0.4529900205625075;;2;;;280;
Mon 08:50.000000;;23.909536123275757;;2;3;7;2;562;;14;0.4529900205625075;;2;;;281;
Mon 08:51.000000;;23.909536123275757;;2;3;7;2;566;;14;0.4529900205625075;;2;;;283;
Mon 08:51.947968;;25.27995276451111;;3;3;7;2;566;;15;0.4529900205625075;;2;;;283;
Mon 08:52.000000;;25.27995276451111;;3;3;7;2;568;;15;0.4529900205625075;;2;;;284;
Mon 08:53.000000;;25.27995276451111;;3;3;7;2;570;;15;0.4529900205625075;;2;;;285;
Mon 08:54.000000;;25.27995276451111;;3;3;7;2;576;;15;0.4529900205625075;;2;;;288;
Mon 08:55.000000;;25.27995276451111;;3;3;7;2;578;;15;0.4529900205625075;;2;;;289;
Mon 08:56.000000;;25.27995276451111;;3;3;7;2;584;;15;0.4529900205625075;;2;;;292;
Mon 08:57.000000;;25.27995276451111;;3;3;7;2;588;;15;0.4529900205625075;;2;;;294;
Mon 08:58.822794;;26.601188898086548;;3;4;7;2;588;;16;0.4529900205625075;;2;;;294;
Mon 08:59.000000;;26.601188898086548;;3;4;7;2;592;;16;0.4529900205625075;;2;;;296;
Mon 09:00.000000;;26.601188898086548;;3;4;7;2;594;;16;0.4529900205625075;;2;;;297;
Mon 09:02.000000;;26.601188898086548;;3;4;7;2;596;;16;0.4529900205625075;;2;;;298;
Mon 09:03.000000;;26.601188898086548;;3;4;7;2;598;;16;0.4529900205625075;;2;;;299;
Mon 09:04.000000;;26.601188898086548;;3;4;7;2;602;;16;0.4529900205625075;;2;;;301;
Mon 09:05.958530;;29.269789218902588;;3;4;8;2;602;;17;0.4529900205625075;;2;;;301;
Mon 09:06.000000;;29.269789218902588;;3;4;8;2;604;;17;0.4529900205625075;;2;;;302;
Mon 09:08.000000;;29.269789218902588;;3;4;8;2;612;;17;0.4529900205625075;;2;;;306;
Mon 09:09.000000;;29.269789218902588;;3;4;8;2;616;;17;0.4529900205625075;;2;;;308;
Mon 09:10.000000;;29.269789218902588;;3;4;8;2;620;;17;0.4529900205625075;;2;;;310;
Mon 09:11.000000;;29.269789218902588;;3;4;8;2;628;;17;0.4529900205625075;;2;;;314;
Mon 09:12.000000;;29.269789218902588;;3;4;8;2;636;;17;0.4529900205625075;;2;;;318;
Mon 09:13.000000;;29.269789218902588;;3;4;8;2;644;;17;0.4529900205625075;;2;;;322;
Mon 09:14.000000;;29.269789218902588;;3;4;8;2;648;;17;0.4529900205625075;;2;;;324;
Mon 09:15.000000;;29.269789218902588;;3;4;8;2;656;;17;0.4529900205625075;;2;;;328;
Mon 09:16.000000;;29.269789218902588;;3;4;8;2;658;;17;0.4529900205625075;;2;;;329;
Mon 09:16.110190;;31.073944807052612;;3;4;8;3;658;;18;0.4529900205625075;;2;;;329;
Mon 09:17.000000;;31.073944807052612;;3;4;8;3;662;;18;0.4529900205625075;;2;;;331;
Mon 09:18.000000;;31.073944807052612;;3;4;8;3;664;;18;0.4529900205625075;;2;;;332;
Mon 09:19.000000;;31.073944807052612;;3;4;8;3;672;;18;0.4529900205625075;;2;;;336;
Mon 09:20.000000;;31.073944807052612;;3;4;8;3;676;;18;0.4529900205625075;;2;;;338;
Mon 09:21.000000;;31.073944807052612;;3;4;8;3;682;;18;0.4529900205625075;;2;;;341;
Mon 09:22.000000;;31.073944807052612;;3;4;8;3;696;;18;0.4529900205625075;;2;;;348;
Mon 09:23.000000;;31.073944807052612;;3;4;8;3;702;;18;0.4529900205625075;;2;;;351;
Mon 09:24.000000;;31.073944807052612;;3;4;8;3;704;;18;0.4529900205625075;;2;;;352;
Mon 09:25.000000;;31.073944807052612;;3;4;8;3;710;;18;0.4529900205625075;;2;;;355;
Mon 09:26.000000;;31.073944807052612;;3;4;8;3;712;;18;0.4529900205625075;;2;;;356;
Mon 09:27.000000;;31.073944807052612;;3;4;8;3;718;;18;0.4529900205625075;;2;;;359;
Mon 09:28.000000;;31.073944807052612;;3;4;8;3;724;;18;0.4529900205625075;;2;;;362;
Mon 09:29.000000;;31.073944807052612;;3;4;8;3;726;;18;0.4529900205625075;;2;;;363;
Mon 09:29.639888;;33.22103571891785;;3;4;9;3;726;;19;0.4529900205625075;;2;;;363;
Mon 09:30.000000;;33.22103571891785;;3;4;9;3;734;;19;0.4529900205625075;;2;;;367;
Mon 09:31.000000;;33.22103571891785;;3;4;9;3;738;;19;0.4529900205625075;;2;;;369;
Mon 09:32.000000;;33.22103571891785;;3;4;9;3;742;;19;0.4529900205625075;;2;;;371;
Mon 09:33.000000;;33.22103571891785;;3;4;9;3;750;;19;0.4529900205625075;;2;;;375;
Mon 09:34.000000;;33.22103571891785;;3;4;9;3;754;;19;0.4529900205625075;;2;;;377;
Mon 09:35.000000;;33.22103571891785;;3;4;9;3;762;;19;0.4529900205625075;;2;;;381;
Mon 09:36.000000;;33.22103571891785;;3;4;9;3;766;;19;0.4529900205625075;;2;;;383;
Mon 09:37.000000;;33.22103571891785;;3;4;9;3;772;;19;0.4529900205625075;;2;;;386;
Mon 09:37.168777;;34.47705149650574;1;3;4;9;3;772;;20;0.4529900205625075;;2;;;386;
Mon 09:38.000000;;34.47705149650574;1;3;4;9;3;778;;20;0.4529900205625075;;2;;;389;
Mon 09:39.000000;;34.47705149650574;1;3;4;9;3;780;;20;0.4529900205625075;;2;;;390;
Mon 09:40.000000;;34.47705149650574;1;3;4;9;3;782;;20;0.4529900205625075;;2;;;391;
Mon 09:41.000000;;34.47705149650574;1;3;4;9;3;786;;20;0.4529900205625075;;2;;;393;
Mon 09:42.000000;;34.47705149650574;1;3;4;9;3;794;;20;0.4529900205625075;;2;;;397;
Mon 09:43.000000;;34.47705149650574;1;3;4;9;3;800;;20;0.4529900205625075;;2;;;400;
Mon 09:44.000000;;34.47705149650574;1;3;4;9;3;812;;20;0.4529900205625075;;2;;;406;
Mon 09:45.000000;;34.47705149650574;1;3;4;9;3;820;;20;0.4529900205625075;;2;;;410;
Mon 09:46.000000;;34.47705149650574;1;3;4;9;3;830;;20;0.4529900205625075;;2;;;415;
Mon 09:47.000000;;34.47705149650574;1;3;4;9;3;832;;20;0.4529900205625075;;2;;;416;
Mon 09:47.375614;;35.62109851837158;2;3;4;9;3;832;;21;0.4529900205625075;;2;;;416;
Mon 09:48.000000;;35.62109851837158;2;3;4;9;3;838;;21;0.4529900205625075;;2;;;419;
Mon 09:49.000000;;35.62109851837158;2;3;4;9;3;842;;21;0.4529900205625075;;2;;;421;
Mon 09:50.000000;;35.62109851837158;2;3;4;9;3;844;;21;0.4529900205625075;;2;;;422;
Mon 09:52.000000;;35.62109851837158;2;3;4;9;3;850;;21;0.4529900205625075;;2;;;425;
Mon 09:54.000000;;35.62109851837158;2;3;4;9;3;852;;21;0.4529900205625075;;2;;;426;
Mon 09:55.000000;;35.62109851837158;2;3;4;9;3;856;;21;0.4529900205625075;;2;;;428;
Mon 09:57.000000;;35.62109851837158;2;3;4;9;3;862;;21;0.4529900205625075;;2;;;431;
Mon 09:57.253987;;36.967254638671875;2;4;4;9;3;862;;22;0.4529900205625075;;2;;;431;
Mon 09:58.000000;;36.967254638671875;2;4;4;9;3;866;;22;0.4529900205625075;;2;;;433;
Mon 10:00.000000;;36.967254638671875;2;4;4;9;3;868;;22;0.4529900205625075;;2;;;434;
Mon 10:01.000000;;36.967254638671875;2;4;4;9;3;872;;22;0.4529900205625075;;2;;;436;
Mon 10:02.000000;;36.967254638671875;2;4;4;9;3;874;;22;0.4529900205625075;;2;;;437;
Mon 10:03.000000;;36.967254638671875;2;4;4;9;3;878;;22;0.4529900205625075;;2;;;439;
Mon 10:04.000000;;36.967254638671875;2;4;4;9;3;884;;22;0.4529900205625075;;2;;;442;
Mon 10:06.000000;;36.967254638671875;2;4;4;9;3;888;;22;0.4529900205625075;;2;;;444;
Mon 10:07.000000;;36.967254638671875;2;4;4;9;3;894;;22;0.4529900205625075;;2;;;447;
Mon 10:08.000000;;36.967254638671875;2;4;4;9;3;902;;22;0.4529900205625075;;2;;;451;
Mon 10:08.394759;;38.729572772979736;2;4;4;9;4;902;;23;0.4529900205625075;;2;;;451;
Mon 10:09.000000;;38.729572772979736;2;4;4;9;4;904;;23;0.4529900205625075;;2;;;452;
Mon 10:10.000000;;38.729572772979736;2;4;4;9;4;910;;23;0.4529900205625075;;2;;;455;
Mon 10:11.000000;;38.729572772979736;2;4;4;9;4;914;;23;0.4529900205625075;;2;;;457;
Mon 10:12.000000;;38.729572772979736;2;4;4;9;4;918;;23;0.4529900205625075;;2;;;459;
Mon 10:13.000000;;38.729572772979736;2;4;4;9;4;928;;23;0.4529900205625075;;2;;;464;
Mon 10:14.000000;;38.729572772979736;2;4;4;9;4;932;;23;0.4529900205625075;;2;;;466;
Mon 10:15.000000;;38.729572772979736;2;4;4;9;4;942;;23;0.4529900205625075;;2;;;471;
Mon 10:15.763631;;39.855021953582764;2;4;4;10;4;942;;24;0.4529900205625075;;2;;;471;
Mon 10:17.000000;;39.855021953582764;2;4;4;10;4;944;;24;0.4529900205625075;;2;;;472;
Mon 10:18.000000;;39.855021953582764;2;4;4;10;4;950;;24;0.4529900205625075;;2;;;475;
Mon 10:19.000000;;39.855021953582764;2;4;4;10;4;964;;24;0.4529900205625075;;2;;;482;
Mon 10:20.000000;;39.855021953582764;2;4;4;10;4;970;;24;0.4529900205625075;;2;;;485;
Mon 10:21.000000;;39.855021953582764;2;4;4;10;4;974;;24;0.4529900205625075;;2;;;487;
Mon 10:22.000000;;39.855021953582764;2;4;4;10;4;978;;24;0.4529900205625075;;2;;;489;
Mon 10:23.000000;;39.855021953582764;2;4;4;10;4;980;;24;0.4529900205625075;;2;;;490;
Mon 10:24.000000;;39.855021953582764;2;4;4;10;4;982;;24;0.4529900205625075;;2;;;491;
Mon 10:25.000000;;39.855021953582764;2;4;4;10;4;990;;24;0.4529900205625075;;2;;;495;
Mon 10:25.624070;;41.098820209503174;2;4;4;10;5;990;;25;0.4529900205625075;;2;;;495;
Mon 10:26.000000;;41.098820209503174;2;4;4;10;5;994;;25;0.4529900205625075;;2;;;497;
Mon 10:27.000000;;41.098820209503174;2;4;4;10;5;1004;;25;0.4529900205625075;;2;;;502;
Mon 10:28.000000;;41.098820209503174;2;4;4;10;5;1014;;25;0.4529900205625075;;2;;;507;
Mon 10:29.000000;;41.098820209503174;2;4;4;10;5;1018;;25;0.4529900205625075;;2;;;509;
Mon 10:30.000000;;41.098820209503174;2;4;4;10;5;1022;;25;0.4529900205625075;;2;;;511;
Mon 10:32.000000;;41.098820209503174;2;4;4;10;5;1024;;25;0.4529900205625075;;2;;;512;
Mon 10:33.000000;;41.098820209503174;2;4;4;10;5;1030;;25;0.4529900205625075;;2;;;515;
Mon 10:33.604245;;42.05625772476196;2;4;4;11;5;1030;;26;0.4529900205625075;;2;;;515;
Mon 10:34.000000;;42.05625772476196;2;4;4;11;5;1038;;26;0.4529900205625075;;2;;;519;
Mon 10:35.000000;;42.05625772476196;2;4;4;11;5;1042;;26;0.4529900205625075;;2;;;521;
Mon 10:36.000000;;42.05625772476196;2;4;4;11;5;1048;;26;0.4529900205625075;;2;;;524;
Mon 10:37.000000;;42.05625772476196;2;4;4;11;5;1052;;26;0.4529900205625075;;2;;;526;
Mon 10:38.000000;;42.05625772476196;2;4;4;11;5;1066;;26;0.4529900205625075;;2;;;533;
Mon 10:39.000000;;42.05625772476196;2;4;4;11;5;1068;;26;0.4529900205625075;;2;;;534;
Mon 10:39.984057;;43.174479484558105;2;4;4;11;6;1068;;27;0.4529900205625075;;2;;;534;
Mon 10:40.000000;;43.174479484558105;2;4;4;11;6;1078;;27;0.4529900205625075;;2;;;539;
Mon 10:42.000000;;43.174479484558105;2;4;4;11;6;1080;;27;0.4529900205625075;;2;;;540;
Mon 10:43.000000;;43.174479484558105;2;4;4;11;6;1084;;27;0.4529900205625075;;2;;;542;
Mon 10:44.000000;;43.174479484558105;2;4;4;11;6;1096;;27;0.4529900205625075;;2;;;548;
Mon 10:46.000000;;43.174479484558105;2;4;4;11;6;1100;;27;0.4529900205625075;;2;;;550;
Mon 10:46.271439;;44.35988473892212;2;4;4;12;6;1100;;28;0.4529900205625075;;2;;;550;
Mon 10:47.000000;;44.35988473892212;2;4;4;12;6;1106;;28;0.4529900205625075;;2;;;553;
Mon 10:48.000000;;44.35988473892212;2;4;4;12;6;1118;;28;0.6194518204034254;;3;;;559;
Mon 10:49.000000;;44.35988473892212;2;4;4;12;6;1122;;28;0.6194518204034254;;3;;;561;
Mon 10:50.000000;;44.35988473892212;2;4;4;12;6;1128;;28;0.6194518204034254;;3;;;564;
Mon 10:51.000000;;44.35988473892212;2;4;4;12;6;1134;;28;0.6194518204034254;;3;;;567;
Mon 10:52.000000;;44.35988473892212;2;4;4;12;6;1138;;28;0.6194518204034254;;3;;;569;
Mon 10:52.841177;;45.3647882938385;2;4;5;12;6;1138;;29;0.6194518204034254;;3;;;569;
Mon 10:54.000000;;45.3647882938385;2;4;5;12;6;1140;;29;0.6194518204034254;;3;;;570;
Mon 10:55.000000;;45.3647882938385;2;4;5;12;6;1146;;29;0.6194518204034254;;3;;;573;
Mon 10:57.000000;;45.3647882938385;2;4;5;12;6;1150;;29;0.6194518204034254;;3;;;575;
Mon 10:58.000000;;45.3647882938385;2;4;5;12;6;1162;;29;0.6194518204034254;;3;;;581;
Mon 10:59.000000;;45.3647882938385;2;4;5;12;6;1168;;29;0.6194518204034254;;3;;;584;
Mon 11:00.000000;;45.3647882938385;2;4;5;12;6;1170;;29;0.6194518204034254;;3;;;585;
Mon 11:01.000000;;45.3647882938385;2;4;5;12;6;1174;;29;0.6194518204034254;;3;;;587;
Mon 11:02.000000;;45.3647882938385;2;4;5;12;6;1182;;29;0.6194518204034254;;3;;;591;
Mon 11:03.000000;;45.3647882938385;2;4;5;12;6;1184;;29;0.6194518204034254;;3;;;592;
Mon 11:04.000000;;45.3647882938385;2;4;5;12;6;1188;;29;0.6194518204034254;;3;;;594;
Mon 11:05.000000;;45.3647882938385;2;4;5;12;6;1198;;29;0.6194518204034254;;3;;;599;
Mon 11:06.000000;;45.3647882938385;2;4;5;12;6;1208;;29;0.6194518204034254;;3;;;604;
Mon 11:06.188667;;47.26813721656799;3;4;5;12;6;1208;;30;0.6194518204034254;;3;;;604;
Mon 11:07.000000;;47.26813721656799;3;4;5;12;6;1216;;30;0.6194518204034254;;3;;;608;
Mon 11:08.000000;;47.26813721656799;3;4;5;12;6;1220;;30;0.6194518204034254;;3;;;610;
Mon 11:09.000000;;47.26813721656799;3;4;5;12;6;1228;;30;0.6194518204034254;;3;;;614;
Mon 11:10.000000;;47.26813721656799;3;4;5;12;6;1230;;30;0.7859136202443433;;4;;;615;
Mon 11:11.000000;;47.26813721656799;3;4;5;12;6;1240;;30;0.7859136202443433;;4;;;620;
Mon 11:12.000000;;47.26813721656799;3;4;5;12;6;1248;;30;0.7859136202443433;;4;;;624;
Mon 11:12.461690;;48.56742000579834;3;4;6;12;6;1248;;31;0.7859136202443433;;4;;;624;
Mon 11:13.000000;;48.56742000579834;3;4;6;12;6;1252;;31;0.7859136202443433;;4;;;626;
Mon 11:14.000000;;48.56742000579834;3;4;6;12;6;1258;;31;0.7859136202443433;;4;;;629;
Mon 11:15.000000;;48.56742000579834;3;4;6;12;6;1268;;31;0.7859136202443433;;4;;;634;
Mon 11:16.000000;;48.56742000579834;3;4;6;12;6;1270;;31;0.7859136202443433;;4;;;635;
Mon 11:17.000000;;48.56742000579834;3;4;6;12;6;1280;;31;0.7859136202443433;;4;;;640;
Mon 11:17.588601;;49.818991899490356;3;5;6;12;6;1280;;32;0.7859136202443433;;4;;;640;
Mon 11:18.000000;;49.818991899490356;3;5;6;12;6;1294;;32;0.7859136202443433;;4;;;647;
Mon 11:20.000000;;49.818991899490356;3;5;6;12;6;1300;;32;0.7859136202443433;;4;;;650;
Mon 11:21.000000;;49.818991899490356;3;5;6;12;6;1310;;32;0.7859136202443433;;4;;;655;
Mon 11:22.000000;;49.818991899490356;3;5;6;12;6;1320;;32;0.7859136202443433;;4;;;660;
Mon 11:23.000000;;49.818991899490356;3;5;6;12;6;1328;;32;0.7859136202443433;;4;;;664;
Mon 11:24.000000;;49.818991899490356;3;5;6;12;6;1336;;32;0.7859136202443433;;4;;;668;
Mon 11:25.000000;;49.818991899490356;3;5;6;12;6;1338;;32;0.7859136202443433;;4;;;669;
Mon 11:26.000000;;49.818991899490356;3;5;6;12;6;1344;;32;0.7859136202443433;;4;;;672;
Mon 11:28.000000;;49.818991899490356;3;5;6;12;6;1358;;32;0.7859136202443433;;4;;;679;
Mon 11:29.000000;;49.818991899490356;3;5;6;12;6;1364;;32;0.7859136202443433;;4;;;682;
Mon 11:29.234311;;50.97549533843994;4;5;6;12;6;1364;;33;0.7859136202443433;;4;;;682;
Mon 11:30.000000;;50.97549533843994;4;5;6;12;6;1370;;33;0.7859136202443433;;4;;;685;
Mon 11:31.000000;;50.97549533843994;4;5;6;12;6;1380;;33;0.7859136202443433;;4;;;690;
Mon 11:32.000000;;50.97549533843994;4;5;6;12;6;1386;;33;0.7859136202443433;;4;;;693;
Mon 11:33.000000;;50.97549533843994;4;5;6;12;6;1394;;33;0.7859136202443433;;4;;;697;
Mon 11:34.000000;;50.97549533843994;4;5;6;12;6;1402;;33;0.7859136202443433;;4;;;701;
Mon 11:35.000000;;50.97549533843994;4;5;6;12;6;1410;;33;0.7859136202443433;;4;;;705;
