episode,service_level,starvation_count,congestion_count,hotspot_imbalance_mass
0,0.9047318232409831,-10.301568899695448,-6.115068985641594,-10.849484746227825
1,0.9241273286308554,-34.44615546664391,-21.33976196690115,-40.65187650975596
2,0.928978978978979,-54.44737400873129,-34.41495771302878,-68.89649261482161
3,0.9238210765731615,-72.75279190739808,-46.5133872436251,-96.15359853504815
4,0.9290320663318375,-88.62820566018576,-57.02978491724453,-120.83451570098042
5,0.9287119721507492,-102.79806425521953,-66.63592140706407,-143.94715878607187
6,0.9346046595304489,-115.14139521266925,-75.36479790687045,-165.55330844199685
7,0.9240112396893978,-126.3431999944281,-83.37367001043312,-186.28256917165197
8,0.9208988493282728,-136.27563668723656,-90.32379560355757,-205.16754755651291
9,0.9316465597641325,-145.4212752756342,-96.84139522892143,-222.81034146116548
10,0.9238830170550084,-153.3185669436689,-102.50135551042868,-239.01354832295848
11,0.9319060272979829,-160.47966042712656,-107.82264690257871,-254.58558279588667
12,0.9313992867204124,-166.7633591911921,-112.67781821731141,-268.9984950731369
13,0.9272639400712862,-172.42101572000544,-116.98132818337956,-281.98413384246527
14,0.9281910847406055,-177.6623295450915,-121.08859942052916,-294.71136317022706
15,0.9286186981109373,-182.4531090261373,-124.87503311094561,-306.8156444239036
16,0.9299861119497614,-186.6401781994048,-128.17866564154082,-318.13184174743066
17,0.931032405734249,-190.58972021289975,-131.3577804947128,-329.41174117642305
18,0.9149977615281302,-194.12795069153415,-134.22412392229117,-339.43164414849883
19,0.921773535896584,-197.36847183422242,-136.92304025930179,-349.50744462517383
20,0.9208411384373678,-200.0300879704951,-139.1433304738392,-358.1646317043073
21,0.9336289815120007,-202.71576476739372,-141.29537839891793,-366.9588525789962
22,0.929706785477753,-205.3920024061819,-143.67502473694054,-376.4921486872042
23,0.9246342855426392,-207.88011922022733,-145.68470865397288,-385.1971340346078
24,0.9280428986549234,-209.96017952399023,-147.50594622986026,-393.36532809099634
25,0.9283420551855376,-211.7126761228408,-149.23608197778418,-400.6651241826852
26,0.9362264265541013,-213.55835859232405,-150.8444662691846,-407.7162289735764
27,0.930485483822241,-215.00029178496285,-152.16879171179366,-414.0931992655542
28,0.9267031268576864,-216.44974243706284,-153.6720463113135,-421.0139466384544
29,0.9268453756791643,-217.81813153285174,-155.01943295553951,-427.58778343176544
30,0.932626437123965,-219.2424646529341,-156.54862996066745,-434.21085201419044
31,0.9169482321708701,-220.63947461897192,-157.9677877849634,-440.29135511464636
32,0.9333152941883888,-221.34912353135,-158.9768913995715,-445.47162373741713
33,0.9250762696656099,-222.54307853826558,-160.25762897804015,-451.76017023944473
34,0.9151463980942617,-223.2635506108599,-161.14878336745014,-457.1427960741573
35,0.9356589620052449,-224.077039650791,-162.01136659954332,-462.3818753306534
36,0.9312823892400324,-224.77231394504926,-163.02350641373425,-467.9996986014373
37,0.9206242760470645,-225.36043324223854,-163.96856058439735,-473.32111332107064
38,0.930871527672594,-225.97393844389626,-164.7020754564319,-478.3858467385911
39,0.9322943357549814,-226.38008428866814,-165.4827275425709,-482.96566575281133
40,0.9286751845373966,-226.97437031700508,-166.3207279671953,-487.93992370302595
41,0.925443857965451,-227.05549051025878,-166.71225948040876,-491.92864358679054
42,0.9261373990159752,-227.24322510220813,-167.13904790967462,-496.0736413258516
43,0.9311245160709463,-227.27463283160455,-167.53360520102544,-499.86946634164644
44,0.9334130414788927,-227.19643311579824,-167.85546190765152,-503.3921450516974
45,0.9253628815482946,-227.10844384452662,-168.0931457262756,-506.8711208426996
46,0.9211015222342083,-227.64137680642077,-168.72471074217157,-511.4266385817552
47,0.928806298832544,-227.7323924037532,-169.08631801226954,-515.299806897262
48,0.9287377173091459,-227.6182273790793,-169.38918533156806,-518.8689271720581
49,0.9339544020477409,-227.89180917840378,-169.84513182404226,-522.9434196815563
50,0.931167711831664,-228.18795126832674,-170.41545839129887,-527.1735359125568
51,0.9198015956016374,-228.4149109460731,-170.94515237753365,-531.1780137658629
52,0.9266449628147307,-228.24832246311092,-171.14893366003497,-534.1730059932465
53,0.920954219192955,-228.13889122916484,-171.29574162109637,-537.1507768360888
54,0.9328968903436988,-228.30115621192772,-171.593791155296,-540.7876958359865
55,0.9357593313418424,-228.28590152364023,-171.80044664553787,-544.0625875069715
56,0.9266328930703818,-228.37781764381123,-172.14845387217665,-547.4892471700075
57,0.9325155223340768,-228.22440901620226,-172.25814593666664,-550.460815153482
58,0.924455205811138,-228.11471969685033,-172.3801015208485,-553.6094892352869
