seed,day,hour,minute,current_station_id,is_at_depot,functional_load_before,depot_load_before,total_load_before,functional_deliveries,functional_pickups,onsite_repairs,depot_pickups,depot_deliveries,load_from_queue,bikes_involved,action_duration_min,next_station_id,travel_time_min,functional_load_after,depot_load_after,total_load_after,immediate_reward,vfa_value,accumulated_rollout_reward,tail_value,final_decision_score,maintenance_flag_present,selected_action_is_maintenance,n_total_candidates,vfa_top1_next_station,rollout_changed_decision,winning_candidate_rank,decision_runtime_s,winning_profile_type,phi_rebalancing_imbalance,phi_squared_starvation_penalty,phi_squared_congestion_penalty,phi_exponential_starvation_penalty,phi_exponential_congestion_penalty,phi_starvation_severity_max,phi_congestion_severity_max,phi_starvation_count,phi_congestion_count,phi_gross_starvation_risk,phi_gross_congestion_risk,phi_net_starvation_shortfall,phi_net_congestion_shortfall,phi_trailer_cannibalization,phi_global_onsite_backlog,phi_demand_weighted_depot_backlog,phi_time_remaining_fraction,phi_functional_bikes_time_penalty,phi_reachable_imbalance_fraction,phi_recoverable_imbalance_fraction,phi_imbalance_hotspot_distance
46,0,6,0,S0,False,0,0,0,0,0,0,0,0,0,[],3.0,S37,11.31,0,0,0,0.0,-4.380435,,,-4.380435,False,False,,,,,,,,0.128263,0.073485,,,0.872222,,,,0.090096,,,,,,,,,,,
46,0,6,14,S37,False,0,0,0,0,19,0,0,0,0,"['B406', 'B407', 'B408', 'B409', 'B410', 'B411', 'B412', 'B413', 'B414', 'B415', 'B416', 'B417', 'B418', 'B419', 'B420', 'B269', 'B635', 'B572', 'B619']",12.5,S51,4.67,19,0,19,0.0,-4.292342,,,-4.292342,False,False,,,,,,,,0.139734,0.092028,,,0.879365,,,,0.047769,,,,,,,,,,,
46,0,6,31,S51,False,19,0,19,9,0,0,0,0,0,"['B406', 'B407', 'B408', 'B409', 'B410', 'B411', 'B412', 'B413', 'B414']",7.5,S66,7.67,10,0,10,0.0,-4.33569,,,-4.33569,False,False,,,,,,,,0.150238,0.117317,,,0.842308,,,,0.045792,,,,,,,,,,,
46,0,6,46,S66,False,10,0,10,5,0,0,0,0,0,"['B415', 'B416', 'B417', 'B418', 'B419']",5.5,S30,1.88,5,0,5,0.0,-4.349627,,,-4.349627,False,False,,,,,,,,0.1546,0.129779,,,0.832308,,,,0.039808,,,,,,,,,,,
46,0,6,54,S30,False,5,0,5,5,0,0,0,0,0,"['B420', 'B269', 'B635', 'B572', 'B619']",5.5,S45,6.19,0,0,0,0.0,-4.733801,,,-4.733801,False,False,,,,,,,,0.169071,0.126598,,,0.91267,,,,0.051078,,,,,,,,,,,
46,0,7,5,S45,False,0,0,0,0,6,0,0,0,0,"['B508', 'B509', 'B510', 'B511', 'B512', 'B513']",6.0,S41,5.49,6,0,6,0.0,-4.348419,,,-4.348419,False,False,,,,,,,,0.132776,0.111406,,,0.835714,,,,0.069721,,,,,,,,,,,
46,0,7,17,S41,False,6,0,6,6,0,0,0,0,0,"['B508', 'B509', 'B510', 'B511', 'B512', 'B513']",6.0,S16,5.02,0,0,0,0.0,-4.53829,,,-4.53829,False,False,,,,,,,,0.133684,0.108154,,,0.907143,,,,0.064508,,,,,,,,,,,
46,0,7,28,S16,False,0,0,0,0,8,0,0,0,0,"['B159', 'B160', 'B161', 'B162', 'B163', 'B164', 'B165', 'B575']",7.0,S65,7.14,8,0,8,0.0,-4.271534,,,-4.271534,False,False,,,,,,,,0.124263,0.127846,,,0.826786,,,,0.054957,,,,,,,,,,,
46,0,7,42,S65,False,8,0,8,8,0,0,0,0,0,"['B159', 'B160', 'B161', 'B162', 'B163', 'B164', 'B165', 'B575']",7.0,S57,10.86,0,0,0,0.0,-4.43452,,,-4.43452,False,False,,,,,,,,0.138211,0.133362,,,0.848214,,,,0.054853,,,,,,,,,,,
46,0,8,0,S57,False,0,0,0,0,14,0,0,0,0,"['B646', 'B647', 'B648', 'B649', 'B650', 'B651', 'B652', 'B205', 'B147', 'B179', 'B180', 'B37', 'B182', 'B38']",10.0,S12,9.18,14,0,14,0.0,-4.071529,,,-4.071529,False,False,,,,,,,,0.125325,0.153029,,,0.745,,,,0.044491,,,,,,,,,,,
46,0,8,19,S12,False,14,0,14,7,0,0,0,0,0,"['B646', 'B647', 'B648', 'B649', 'B650', 'B651', 'B652']",6.5,S9,1.46,7,0,7,0.0,-3.909951,,,-3.909951,False,False,,,,,,,,0.11507,0.161418,,,0.697692,,,,0.044392,,,,,,,,,,,
46,0,8,27,S9,False,7,0,7,7,0,0,0,0,0,"['B205', 'B147', 'B179', 'B180', 'B37', 'B182', 'B38']",6.5,S33,8.41,0,0,0,0.0,-3.9028,,,-3.9028,False,False,,,,,,,,0.114534,0.147259,,,0.723333,,,,0.041561,,,,,,,,,,,
46,0,8,42,S33,False,0,0,0,0,20,0,0,0,0,"['B355', 'B356', 'B357', 'B358', 'B359', 'B360', 'B361', 'B362', 'B363', 'B364', 'B365', 'B366', 'B145', 'B146', 'B318', 'B276', 'B60', 'B91', 'B92', 'B636']",13.0,S22,7.66,20,0,20,0.0,-3.790776,,,-3.790776,False,False,,,,,,,,0.112983,0.148365,,,0.684615,,,,0.044254,,,,,,,,,,,
46,0,9,2,S22,False,20,0,20,10,0,0,0,0,0,"['B355', 'B356', 'B357', 'B358', 'B359', 'B360', 'B361', 'B362', 'B363', 'B364']",8.0,S66,4.43,10,0,10,0.0,-3.547933,,,-3.547933,False,False,,,,,,,,0.107646,0.12659,,,0.654167,,,,0.042874,,,,,,,,,,,
46,0,9,15,S66,False,10,0,10,10,0,0,0,0,0,"['B365', 'B366', 'B145', 'B146', 'B318', 'B276', 'B60', 'B91', 'B92', 'B636']",8.0,S47,2.81,0,0,0,0.0,-3.676455,,,-3.676455,False,False,,,,,,,,0.118093,0.099534,,,0.684615,,,,0.061807,,,,,,,,,,,
46,0,9,26,S47,False,0,0,0,0,13,0,0,0,0,"['B535', 'B536', 'B537', 'B538', 'B421', 'B67', 'B422', 'B723', 'B320', 'B226', 'B458', 'B183', 'B515']",9.5,S41,1.45,13,0,13,0.0,-3.950025,,,-3.950025,False,False,,,,,,,,0.12245,0.107495,,,0.733333,,,,0.070555,,,,,,,,,,,
46,0,9,37,S41,False,13,0,13,6,0,0,0,0,0,"['B535', 'B536', 'B537', 'B538', 'B421', 'B67']",6.0,S65,2.23,7,0,7,0.0,-3.611063,,,-3.611063,False,False,,,,,,,,0.114293,0.097936,,,0.666667,,,,0.064965,,,,,,,,,,,
46,0,9,45,S65,False,7,0,7,7,0,0,0,0,0,"['B422', 'B723', 'B320', 'B226', 'B458', 'B183', 'B515']",6.5,S50,9.57,0,0,0,0.0,-3.765918,,,-3.765918,False,False,,,,,,,,0.117084,0.096538,,,0.713333,,,,0.064305,,,,,,,,,,,
