episode,service_level,starvation_count,congestion_count,hotspot_imbalance_mass
169,0.9304402933277002,-143.8907777284215,-128.29092368974514,-1170.3503745426115
170,0.9235194891258509,-144.04693876132893,-128.249297656991,-1172.2891635252663
171,0.9309305652795957,-143.73588416508062,-128.10261482132168,-1173.966013969204
172,0.9208940539875792,-143.62581416846362,-127.96897241771427,-1175.5303607687301
173,0.9270666007660942,-143.5526087792729,-128.0280992933123,-1177.2169852864656
174,0.9280207203951332,-143.4609044351042,-127.92213893770197,-1178.9641003901263
175,0.9290788681517158,-143.186520422329,-127.56513056646975,-1180.3822036325128
176,0.9319975896354323,-142.8200049768529,-127.38271471662725,-1181.662623509273
177,0.9231874513560439,-142.4225096414464,-127.1995324912758,-1183.1022851335458
178,0.9245609327011957,-142.37300816888367,-127.27260865241949,-1184.8057316159725
179,0.9260747047185083,-142.1321941713068,-127.1678554003123,-1185.8169445035196
180,0.9279270986745214,-141.9803325507806,-127.11839272188065,-1187.3721855610113
181,0.9160195914466611,-141.83386199990144,-127.06360858414706,-1188.841941746658
182,0.930622009569378,-141.76194540981493,-126.95964307406358,-1190.494121435629
183,0.920273831520916,-141.80966582129892,-127.01829294867291,-1192.4520875268065
184,0.9357662470946905,-141.8419064708495,-126.93687226112522,-1194.1655916843258
185,0.924443780797372,-141.75891628292754,-126.82165896775557,-1195.7370881318345
186,0.9261373935109661,-141.51300261352577,-126.44288166456518,-1196.6308048022256
187,0.9224016958767504,-141.39812158405863,-126.4826957439211,-1198.103552616518
188,0.9316528301886793,-141.4589735919324,-126.67293526853203,-1200.1223487694144
189,0.9377899045020464,-141.12344953794974,-126.46756381817389,-1201.2241469351086
190,0.932915679985612,-141.16126517463766,-126.44478337723615,-1202.7505907652107
191,0.9336213668499607,-141.0023308003089,-126.24243628476157,-1204.0203657072977
192,0.9222520917026611,-141.40659926573198,-126.4736899130307,-1205.9679680016748
193,0.9305795650987171,-141.65587417164323,-126.54410820239714,-1207.5163606248911
194,0.9316345368156644,-141.95369394327363,-126.77296142757811,-1209.488127592529
195,0.9184216092092938,-142.00728518728667,-126.89752608164565,-1210.8860164343002
196,0.9238306415365715,-142.53326614303063,-127.26903579426103,-1213.263159736831
197,0.9265160380472289,-142.4311905991762,-127.31252133954129,-1214.4677082458284
198,0.9272656670051974,-142.6035543907355,-127.55660399338981,-1216.3969601848873
199,0.9206036745406824,-142.871078187499,-127.691228199971,-1217.7864738947096
