seed,exp_name,alpha,duration_hours,total_runtime_s,service_level,avg_bike_km_driven,starvations,congestions,total_trips,bike_departures,bike_arrivals,total_depot_deliveries,total_depot_visits,total_fixed_on_site,total_picked_up_to_depot,total_depot_fixes,total_bikes_redistributed_from_depot,total_functional_pickups,total_functional_deliveries,broken_ratio_start_onsite,broken_ratio_start_depot,functional_ratio_start,broken_ratio_end_onsite,broken_ratio_end_depot,functional_ratio_end,broken_bikes_end_onsite,broken_bikes_end_depot,new_breakdowns_onsite,new_breakdowns_depot,restored_onsite,restored_depot
42,Imbalance_squared_seed1000_bias_term_trans100_fsdiag25_g0.97_eps0_initbm2p5,0.0,504,40620,0.9289,399.3179,3103,1167,60092,56989,56990,162,42,193,162,162,167,6200,6535,0.025,0.0329,0.9421,0.0456,0.0938,0.8607,35,72,212,206,193,167
43,Imbalance_squared_seed1000_bias_term_trans100_fsdiag25_g0.97_eps0_initbm2p5,0.0,504,40620,0.9315,397.7321,2732,1383,60072,57340,57341,121,42,215,121,121,124,6238,6481,0.0235,0.047,0.9295,0.0209,0.1162,0.8629,16,89,214,177,215,124
44,Imbalance_squared_seed1000_bias_term_trans100_fsdiag25_g0.97_eps0_initbm2p5,0.0,504,40620,0.9227,397.2734,3354,1280,59914,56560,56559,165,41,221,165,165,159,6172,6510,0.0172,0.0385,0.9443,0.0223,0.144,0.8338,17,110,226,238,221,159
45,Imbalance_squared_seed1000_bias_term_trans100_fsdiag25_g0.97_eps0_initbm2p5,0.0,504,40620,0.9289,396.1364,2994,1238,59498,56504,56507,162,41,216,162,162,156,6219,6557,0.0303,0.0421,0.9276,0.0299,0.1172,0.8529,23,90,218,208,216,156
46,Imbalance_squared_seed1000_bias_term_trans100_fsdiag25_g0.97_eps0_initbm2p5,0.0,504,40620,0.929,396.8433,3061,1139,59172,56111,56111,138,41,200,136,138,140,6239,6523,0.0185,0.0278,0.9536,0.0196,0.1565,0.824,15,120,202,228,200,140
47,Imbalance_squared_seed1000_bias_term_trans100_fsdiag25_g0.97_eps0_initbm2p5,0.0,504,40620,0.9291,397.1914,2927,1282,59398,56471,56475,164,40,187,164,164,172,6226,6576,0.0105,0.0553,0.9342,0.0221,0.1237,0.8542,17,95,197,217,187,172
48,Imbalance_squared_seed1000_bias_term_trans100_fsdiag25_g0.97_eps0_initbm2p5,0.0,504,40620,0.9273,396.4864,3120,1221,59704,56584,56590,146,41,205,146,146,149,6275,6580,0.0119,0.045,0.943,0.0315,0.1219,0.8467,24,93,221,200,205,149
49,Imbalance_squared_seed1000_bias_term_trans100_fsdiag25_g0.97_eps0_initbm2p5,0.0,504,40620,0.933,396.8818,2656,1309,59148,56492,56486,156,41,210,156,156,152,6196,6504,0.013,0.0417,0.9452,0.0156,0.1213,0.8631,12,93,212,221,210,152
50,Imbalance_squared_seed1000_bias_term_trans100_fsdiag25_g0.97_eps0_initbm2p5,0.0,504,40620,0.9297,396.7033,2931,1246,59412,56481,56477,170,42,217,170,170,169,6196,6537,0.0225,0.0436,0.9339,0.0275,0.1163,0.8562,21,89,224,218,217,169
51,Imbalance_squared_seed1000_bias_term_trans100_fsdiag25_g0.97_eps0_initbm2p5,0.0,504,40620,0.9306,397.825,2923,1213,59574,56651,56648,165,41,238,162,165,150,6092,6424,0.0224,0.0342,0.9434,0.0286,0.1302,0.8411,22,100,243,224,238,150
