episode,service_level,rebalancing_imbalance,anticipated_demand_shortfall,vehicle_functional_load,squared_starvation_penalty,squared_congestion_penalty,proximity_to_demand_gravity,delivery_potential,pickup_potential,starvation_gravity,congestion_gravity
0,0.9195248644106638,0.8614763038452264,-0.032782974449264465,0.469000545119137,0.29617763014225656,-0.21718300207379004,0.6317710752807907,0.17813173042895977,0.4801152606487951,-0.3866628513198721,-0.022236192784199686
1,0.9118338996975242,1.5319415889393388,0.007796589996163273,0.6530897766622047,0.44036585237167114,-0.002739684662844429,0.8191965158975559,0.07928773877833185,0.6496499623711405,-0.3995819044194877,0.016899831160706435
2,0.9134858133313237,2.5661823864706985,0.06636779327357696,0.9533198406611932,0.717326882895761,0.32307567005940163,1.1640559944271693,0.0107614667300829,0.9479346913968673,-0.40889999325354354,0.07843726452494658
3,0.9095798698612103,3.894080017261847,0.13121919460646547,1.3301861993758397,0.9689694817842147,0.7485621123024964,1.5271333183778533,-0.14323367613283502,1.353445579570839,-0.4376436694725725,0.15466703305249202
4,0.9156400642742367,5.9299402502722485,0.2302134423988025,1.9424404966830946,1.5304259094182155,1.3928371187476978,2.1248741557474298,-0.3021261231537509,1.968932210667762,-0.46402898693789907,0.2663106353692214
5,0.9088919907948844,8.187279709836462,0.38063521126411026,2.6349460275237697,2.1947790059849424,2.1091467397953467,2.7656814209789857,-0.4433825809016566,2.6387924532582026,-0.4820361326352813,0.3992867139001051
6,0.9151615700765431,10.850448626039842,0.5158275225648712,3.382812785644412,2.9402827378844045,2.9172360190959394,3.48321887864721,-0.7152566092228936,3.370820170143817,-0.5370953414905918,0.5761077960814973
7,0.9101029990911845,13.460608977118724,0.6568447520644799,4.212744662272541,3.7137915723742716,3.76136916481038,4.091458349982079,-0.947661716372062,4.214377965642285,-0.5948895563808371,0.7362053193879299
8,0.9008255117041728,15.20312206683034,0.79650900547709,4.765349693973886,4.376080241543545,4.317962628646206,4.500611306202386,-1.0529137027904447,4.795668970092556,-0.6291570580562327,0.8295540932130281
9,0.9150739066002964,18.257083808940266,0.9909199995389615,5.623849781953068,5.33911429986729,5.3063005768482885,5.244897860869719,-1.2577883880286296,5.5234874063455734,-0.6743872220971581,0.9295041609795696
10,0.8977053642309001,19.812680714264673,1.098950209995231,6.195564369458574,5.769169266889232,5.813692964905473,5.355423416169741,-1.2971777732658853,6.170642003199386,-0.7546988532351657,0.9586587959227942
11,0.8951910756011155,20.60854593700046,1.1713610129672587,6.426746321482517,6.208154877484523,6.080056710933054,5.290382801912856,-1.2926836619557864,6.470069988404307,-0.8012305378102512,0.9914614795771666
12,0.9043139921426413,21.985963498206445,1.2992535232806428,6.89429290235767,6.817931115786231,6.514091510656823,5.406974016329166,-1.3482963244667083,6.843143010048658,-0.8627640907586355,1.0080986753183345
