episode,service_level,rebalancing_imbalance,anticipated_demand_shortfall,vehicle_functional_load,squared_starvation_penalty,squared_congestion_penalty,proximity_to_demand_gravity,delivery_potential,pickup_potential,starvation_gravity,congestion_gravity
0,0.9016306207001407,-0.013852041923789991,-0.0006118459358725469,-0.011257725512605416,-0.002913643875058859,-0.004642876124242171,-0.0036069883773753976,-0.0019096448564263288,-0.003999089798855315,-0.00033660056674524887,-0.0005468115781787145
1,0.9125190839694657,-0.02499578346099203,-0.0010435331825452813,-0.01787815724215141,-0.005063333711551897,-0.008500163119165972,-0.0062953787487602,-0.0028800524043323937,-0.00839899234733412,-0.00046137814417182755,-0.001203151480831945
2,0.9143998191545475,-0.035256775105013544,-0.0015371847039458055,-0.024956419941314752,-0.007002520333575999,-0.011815331879064755,-0.009057116746142325,-0.003730609025799018,-0.011709521908126776,-0.0005970587172734877,-0.0017779945631785767
3,0.9141695527781961,-0.04476266508877032,-0.0020011277629029918,-0.030377273608370923,-0.009065954820999554,-0.014888995619470328,-0.011496408252128857,-0.004414844894639847,-0.015248836793756592,-0.0007460407898530325,-0.002345563566743914
4,0.9103149160852347,-0.054195325146015744,-0.0025395198945117946,-0.03602595503059185,-0.011218901323732067,-0.017974638767626366,-0.014106781104646195,-0.005123679019445758,-0.018677181268168076,-0.0008604043807136263,-0.0029618412099698143
5,0.9162961025372744,-0.06177111134600763,-0.0029221976018776502,-0.03941062355939778,-0.012869040807829355,-0.020458511754488134,-0.01599698939562355,-0.005794617200170041,-0.022139070954551008,-0.0009244990808814171,-0.0034979984868809167
6,0.924594837935174,-0.06855903447322952,-0.00323708610391657,-0.04031378069481726,-0.013980623492678446,-0.022624063179525148,-0.017525827980579316,-0.005433495587081631,-0.026184146004301693,-0.0008755727612150379,-0.004068721547163032
7,0.9107062863968941,-0.07739231086547953,-0.003701024046274206,-0.043669282587958096,-0.015961795506441126,-0.02554783282770884,-0.01976988439349702,-0.005686371119513992,-0.030048710604967194,-0.0009269994282671946,-0.004681956808863072
8,0.9286676675520653,-0.08285304658266142,-0.003917857581152343,-0.04495641599948907,-0.017229532980146126,-0.027257499376558303,-0.02116612769386229,-0.005761199057311488,-0.03299103829322313,-0.0009635532813903233,-0.005104176900110349
9,0.9199031923475856,-0.08991794481027654,-0.004261922326982173,-0.04736051844256506,-0.01866745154038321,-0.029539138641460592,-0.02289972390599613,-0.005769493355214538,-0.03622369522433917,-0.0009606113968799258,-0.0055996916962024
10,0.9192375786341206,-0.09705938516778671,-0.0045759716491461455,-0.04992948067710527,-0.01993871707799322,-0.03184681308904482,-0.024655761843890494,-0.005926525541107038,-0.039895115607682816,-0.0009765003108801461,-0.006106593925776009
11,0.9210219800864174,-0.10384468443530188,-0.0048555230637332605,-0.053173503449264393,-0.021019254694135202,-0.034077567142241166,-0.02626799425751339,-0.006064125770118804,-0.04276272510764032,-0.0010044382318577644,-0.006481437250784178
12,0.9242114648735,-0.11016789253730783,-0.005175962030308935,-0.05502216074768445,-0.022203352792734506,-0.03614068913655046,-0.02774296561935168,-0.005952375183203284,-0.04592941795555894,-0.0010047682544692563,-0.006957340956140014
