episode,service_level,rebalancing_imbalance,anticipated_demand_shortfall,vehicle_functional_load,squared_starvation_penalty,squared_congestion_penalty,proximity_to_demand_gravity,delivery_potential,pickup_potential,starvation_gravity,congestion_gravity
0,0.9087535968499167,0.45034371447002686,-0.05129687273700493,0.31853398496378266,0.24662830293062954,-0.3467215170830533,0.5292431309733495,0.22654048539120777,0.3742671665747675,-0.37753868813964964,-0.032742004786470415
1,0.9159829092146557,0.6110914454034111,-0.04169850789062182,0.33559154850420214,0.29052308598540394,-0.2970304182681308,0.5742209292252816,0.20326822143514311,0.4187451887389231,-0.38139155837653904,-0.020756466400649695
2,0.9237464522232735,0.8067404037624807,-0.033031688650347,0.38080392571399857,0.33319627508556077,-0.23459288480467816,0.6232232409498675,0.16704139208683405,0.45764136291810703,-0.3871150952801378,-0.009501714564055911
3,0.9168044288954673,0.9765829298046199,-0.0248124738766136,0.4054677609708956,0.3757351573513072,-0.18035620058050772,0.6689644975453923,0.1402389216747615,0.49565419209810047,-0.3909026985877334,0.0011548414852540437
4,0.9181639740298958,1.1589481695780033,-0.015194027830922305,0.4612876080410212,0.4255777747073059,-0.12363580624913906,0.7186658316325579,0.11815684374211566,0.5239551626529769,-0.394757628554196,0.010642241244108836
5,0.911055975339273,1.3896026052836314,-0.004579971168943431,0.5177131097287758,0.4883272953614572,-0.050279592346688794,0.781878855648764,0.09988158767105947,0.5922005850520382,-0.39794260761407246,0.026842324659299335
6,0.9136771721573194,1.5712250073610428,0.003724225217517727,0.5675427651531699,0.5317495789351573,0.006420813062875989,0.8301512628893328,0.07555907826357722,0.6354236399424942,-0.40263221259455334,0.03836650482800356
7,0.9285338543623657,1.7699306754365078,0.013518614414267823,0.607730737109624,0.5819816316534852,0.06727911779530506,0.8872494038742086,0.050421086596301054,0.6843361600878194,-0.40758707551288226,0.051384557821992353
8,0.9120858362612868,1.9938678504137755,0.02455182178281028,0.6659813338491206,0.6384521403097954,0.1385261709865882,0.946115076783265,0.026716172307259874,0.7446517175165759,-0.41218811103146147,0.06490786547134116
9,0.9220443396585162,2.2808449363264893,0.039132596589734635,0.721727300627459,0.7169272166236924,0.23211538196956508,1.0226806852107344,-0.0003084873377056938,0.829254758582703,-0.4178809064953675,0.08467821994189474
10,0.925846095670259,2.5730232854056316,0.05212908037121508,0.8019799988183823,0.7852839898993123,0.32348115867983135,1.1058245530816782,-0.03354120129260816,0.9020765403935738,-0.4221884062078606,0.10300050622726714
11,0.906985515992758,2.8600375222772985,0.07039650631713273,0.8890102719601393,0.865642829143282,0.4159529332730777,1.1875713429175063,-0.05807799508551216,0.9739587419999257,-0.4255514344978387,0.12396267087885825
12,0.9200802604679337,3.1919358992110363,0.08911658929362301,0.9497659864911846,0.949299638594376,0.5204797582443558,1.2932926461857435,-0.09258706425524116,1.0700717882372024,-0.43139436862306824,0.14808565256070924
13,0.9135315761808215,3.4939977438180123,0.10487580260181248,1.0162474999473046,1.0193701820296706,0.6163470207176222,1.3730074834832726,-0.13348614357315886,1.1543755840563894,-0.44012090351877936,0.16709546218895388
14,0.9179107283871696,3.7935529387296354,0.12046815024674343,1.095456709737932,1.1037416723788163,0.7115023261940759,1.4589477941548181,-0.15837891909959875,1.2413257794059902,-0.44462503609602155,0.18792390097919243
15,0.9027662933172969,4.12267988571045,0.14059123183039723,1.1862743913010718,1.1865580289647486,0.8210984682943897,1.5550433558152954,-0.19007269123309015,1.334142834720073,-0.44991275264835473,0.21007105540084742
16,0.9202600052908053,4.463128055979711,0.1543340265283726,1.3115383405522512,1.2668976121031286,0.9282578219067307,1.6475765719697153,-0.2089990709681521,1.4301591686440431,-0.4519557096506333,0.22934136063200347
17,0.9262332695984704,4.783922917347583,0.17145031289833865,1.4110653476148531,1.3601070363354018,1.030935019793608,1.7452928279437923,-0.2294139674961846,1.5121778272985085,-0.458273535826164,0.2496460580361971
18,0.913595459467533,5.183105701066478,0.1927452506612244,1.5308597337050533,1.463899550832058,1.1573254878321635,1.846861054978438,-0.25883269387738683,1.643478102661094,-0.4611130680849001,0.2729321517322197
19,0.9145738061323937,5.5141485228171225,0.2120571547474435,1.5990851120650418,1.553674672850709,1.2609820051119673,1.9289384851392446,-0.2967503735633404,1.7298320068213575,-0.46953186826545457,0.2917280589466322
20,0.9123951891338165,5.794749015152239,0.22744179555167515,1.6786661726596175,1.6352751439814217,1.3471411451369562,2.0067862191464045,-0.3151929025643845,1.8194309547128507,-0.47305953139114826,0.31241848442789033
21,0.9186900056465274,6.180390218866462,0.24751355533276553,1.781110416333374,1.7424420768418578,1.4690419610332262,2.1054261119432933,-0.3552833556152939,1.9201750754119904,-0.4826087092878916,0.33701746497871277
22,0.9077462347367204,6.528994215627111,0.26570853169519293,1.888557529040787,1.8382258791819481,1.5785175160901643,2.196026714793638,-0.37768528962686254,2.0215013627634484,-0.48621486951069115,0.356586612601696
23,0.9034645011953099,6.802002021652317,0.28136345188530393,2.01809237133915,1.9274032101275778,1.6659019369629626,2.2682013857771643,-0.3765432208574319,2.087255798005768,-0.4850694630982891,0.3704100238886881
