episode,service_level,squared_starvation_penalty,squared_congestion_penalty,projected_starvation_risk,projected_congestion_risk
59,0.9395045711009866,-48.60518703323428,-34.504160723879046,-7.553656210243997,-5.010716914887654
60,0.9417441135425636,-49.01459343789565,-34.78758188828655,-7.618795694790317,-5.050029254420401
61,0.9413632514817951,-49.395962177271755,-35.062870137194885,-7.669189640669601,-5.086107546879921
62,0.9427253566301127,-49.756862793955584,-35.306770007907616,-7.724379105735978,-5.118622880851375
63,0.9357144984956358,-50.189292647405416,-35.61909362525005,-7.7906678956121045,-5.181900822101829
64,0.9399628698047671,-50.59822711117256,-35.90054892344851,-7.847809751767143,-5.216751081298248
65,0.9463423521909446,-50.93577038506107,-36.12451094738069,-7.893959738320743,-5.254606757922941
66,0.9439633060744138,-51.280168544095375,-36.35265779806796,-7.944203203659928,-5.278018390960104
67,0.9499353130547281,-51.588816513008545,-36.552962334068276,-7.98449507087514,-5.300215638627882
68,0.944331797235023,-51.921127185489,-36.78433569394089,-8.033263715161635,-5.3293337738558355
69,0.940750533305291,-52.276553519121656,-37.03792652111673,-8.08587228715857,-5.368756048971012
70,0.942394566898099,-52.61343606760982,-37.27084441233339,-8.13554310543423,-5.399479438599326
71,0.9325294030072949,-53.04027694796076,-37.56624244208885,-8.203398809660232,-5.438103269645023
72,0.9424324825412521,-53.36267987478461,-37.80173841135944,-8.246912375042047,-5.467151325824198
73,0.9379587190317845,-53.74678262423812,-38.07185962864861,-8.305721706952404,-5.504017797065514
74,0.9417954020192191,-54.09284466182594,-38.29493655702574,-8.358521918895665,-5.531061172610043
75,0.941352923171105,-54.414145868570124,-38.51889691713072,-8.400823099952781,-5.559249333313784
76,0.9356899617273905,-54.80177875275722,-38.799319752831394,-8.451947951877457,-5.600242095086341
77,0.9425368118775586,-55.135620236647185,-39.02164165255893,-8.506994096290818,-5.628499812369378
78,0.9453999453999454,-55.436935308847524,-39.22649292064471,-8.545026571323517,-5.65607747091451
79,0.9449663615976726,-55.7110711668887,-39.42674021628381,-8.580675511521623,-5.682889836399055
80,0.9456696496283937,-55.99821612582457,-39.62355995429799,-8.628177369957108,-5.705536712318427
81,0.9432421886724495,-56.29506276243141,-39.83813779134332,-8.675449221751409,-5.733859898221736
82,0.9393700787401574,-56.610518441180275,-40.06350402255476,-8.72171615126675,-5.759115678321803
83,0.9431577674306102,-56.889479778192126,-40.256410360537075,-8.759659285551754,-5.77801293020528
84,0.9454177490485108,-57.165790312278425,-40.44543438519429,-8.795505893231416,-5.800056209227986
85,0.9416808046534173,-57.4672696166647,-40.65355416634798,-8.839758493952209,-5.824097924875568
86,0.9394706285169857,-57.79388667870947,-40.86786791643459,-8.886228174989034,-5.849841908459336
87,0.9464831332366285,-58.04960184355117,-41.04769950275659,-8.917616531101142,-5.872289297889861
88,0.9402465728769835,-58.33827661675911,-41.25346507960063,-8.963560500975085,-5.903677552402247
89,0.9420677091240321,-58.62456040364064,-41.44174912559597,-9.011801452324272,-5.9269124706693965
90,0.9421977429879965,-58.905777126622056,-41.63008911440069,-9.051817840491477,-5.949212240500863
91,0.9463785394932935,-59.169124561979764,-41.80963743384185,-9.093499629645999,-5.968902060996253
92,0.9494226605725282,-59.42005764234903,-41.97577180309724,-9.131228144512889,-5.98654789266159
93,0.9423592897410389,-59.69761550766841,-42.167775969344554,-9.167997181175798,-6.010535571889479
94,0.9376323271429435,-60.01777565449951,-42.377118910544716,-9.219828242662228,-6.0388142949436805
95,0.9411747033198137,-60.29077074396736,-42.568404857586756,-9.262988150036671,-6.064501790569069
96,0.9452890277610864,-60.53638309383863,-42.73770031193288,-9.295400862061024,-6.083660295653624
97,0.9456027638038669,-60.79132790578937,-42.904739780555346,-9.33376055562384,-6.103431268863822
98,0.9400211512313038,-61.061814597154005,-43.090469486113356,-9.38004911622815,-6.126665089208072
99,0.9425517702070808,-61.32866578264244,-43.27107708256536,-9.423052345855048,-6.148818700240003
100,0.9461285554851748,-61.551378067697826,-43.429310583332715,-9.452759357332418,-6.1633873607386604
101,0.9459261965655827,-61.77703179064532,-43.59219177671826,-9.480474432174024,-6.182897666939163
102,0.9426800929512006,-62.03094198376201,-43.768130457523256,-9.516359488143083,-6.2048827842533125
103,0.9417131880665106,-62.280603956707786,-43.94063840511838,-9.551100592681294,-6.224412355551194
104,0.9411204098043303,-62.54681407014952,-44.123866530039784,-9.590205075961066,-6.246066813491385
105,0.9423146692465836,-62.80828603062892,-44.29543636314269,-9.63112627910038,-6.262629359182557
106,0.9387270189194808,-63.08918421871459,-44.496580156752266,-9.673496877169391,-6.288212378569252
107,0.9419508374502952,-63.336543042887016,-44.67691430348063,-9.707181551406865,-6.312034539275189
108,0.9385624454674008,-63.61224699932157,-44.86466389773301,-9.74777850428847,-6.340320070622282
109,0.9470671527129214,-63.83320071995022,-45.008177517122014,-9.78203526977109,-6.356336192516593
110,0.9450601977713381,-64.05794956763225,-45.16341390900149,-9.81571831761958,-6.3758976278868635
111,0.9451408750684598,-64.28626576267135,-45.32111450182274,-9.849704545243991,-6.396275712668229
112,0.9450632834552463,-64.5102196324267,-45.46606433242533,-9.879080688469946,-6.412862489898109
113,0.9418178514098797,-64.75353309074642,-45.622145907415856,-9.917279828369935,-6.435433262384077
114,0.946777446641982,-64.96820573839013,-45.768640975481716,-9.950853571676847,-6.452227920162861
115,0.9408731833805705,-65.20219955350908,-45.93646788728389,-9.980718206235803,-6.474783385701043
116,0.9435342482316668,-65.42590758187465,-46.09270215001279,-10.014222363527846,-6.493441105736487
117,0.9459813195312036,-65.6359972045864,-46.24248444433576,-10.046903924264875,-6.512167339241944
118,0.9433110669795992,-65.85330080684066,-46.39310666977954,-10.075269956378435,-6.529494135042217
119,0.9439117496768764,-66.0764787650317,-46.54794285697029,-10.10411801162775,-6.546543938694756
120,0.9455575306559006,-66.29304634458275,-46.69757741254437,-10.135458617147208,-6.56443241493528
121,0.9499057693476807,-66.46935660937395,-46.82048025243082,-10.159749354743592,-6.575670905088394
122,0.9406276001426364,-66.70233096119378,-46.98372298864548,-10.194760752289248,-6.5952446666968525
123,0.9427043544690603,-66.90415641796298,-47.123439096175865,-10.219311965675422,-6.6111101872548526
124,0.9412286605886312,-67.12733023821214,-47.271322044393074,-10.252756174226668,-6.629261566985295
125,0.9476189032707872,-67.3144953939559,-47.406635598849604,-10.277964464315865,-6.645896976411315
126,0.9431563201196709,-67.5255128965242,-47.55435661477535,-10.305433939169118,-6.661388680513891
127,0.9468180460113534,-67.7144753138198,-47.68887335531588,-10.330570841191019,-6.676938390149075
128,0.940677966101695,-67.93306755950854,-47.851546534093146,-10.363376732495352,-6.697705106408753
129,0.9422688612861776,-68.13589861643192,-47.99998174685501,-10.392595697876674,-6.717499668128423
130,0.9454615819713614,-68.33740365457254,-48.14518650945359,-10.421123666002044,-6.737520507410457
131,0.9420462321125755,-68.54071651577699,-48.28336756622532,-10.448855415616965,-6.757397404230397
132,0.9505334335086402,-68.70635774050905,-48.403141402404124,-10.47012068399853,-6.767903740001832
133,0.9451376146788991,-68.89626897225605,-48.53092475309348,-10.497255004194907,-6.781279410344365
134,0.9502493540827975,-69.06125848442802,-48.65021077051474,-10.521178919215137,-6.795415480414808
135,0.9422483201162298,-69.25365927564681,-48.78825443916101,-10.55197001849675,-6.814827495980405
136,0.9430747463800837,-69.4523622221324,-48.92656863379005,-10.577382582675614,-6.832206748835343
137,0.9469382813209432,-69.63153354194837,-49.04404391398487,-10.60383374340158,-6.848129477050599
138,0.9426464811289397,-69.82229427236236,-49.177321048126245,-10.62767491246508,-6.863928890202473
139,0.9473540808912569,-69.99682726026724,-49.300640723606605,-10.653387871545004,-6.879528372229376
140,0.9431536138273378,-70.19674175330533,-49.43912153581576,-10.683681084227752,-6.896282214254203
141,0.936979606612767,-70.41826339969793,-49.58881252528345,-10.722462641783176,-6.920663351887852
142,0.9398334595003786,-70.62004044423568,-49.730228650112906,-10.75234919154374,-6.937637928046766
143,0.9411162930645404,-70.81626515874551,-49.86615414570927,-10.777681084526904,-6.955515441529787
144,0.9454145179287674,-70.99107065659156,-49.98166018032142,-10.808144486945451,-6.971844257293793
145,0.9448071394345952,-71.18618537224442,-50.11840917147443,-10.836054241496797,-6.987859390923746
146,0.9425010536456139,-71.37854042523246,-50.253312903711176,-10.869193072841913,-7.006298602817876
147,0.9418173039200893,-71.56338935286347,-50.37972048131429,-10.894829101630318,-7.019364737073339
148,0.9417739067538652,-71.75057832282192,-50.505436973735264,-10.924034550515453,-7.034145878953822
149,0.9407966865635279,-71.94491154597281,-50.64156483922302,-10.953879527282796,-7.052629752014396
150,0.9396270119379937,-72.14676609496894,-50.78632909982769,-10.9856818669207,-7.071989721960683
151,0.9466525615837993,-72.31113631318014,-50.892043096296675,-11.00555685434255,-7.083742580087187
152,0.9413344599692187,-72.49018776384176,-51.02014324027846,-11.02844083479435,-7.097325396537475
153,0.9466152502033561,-72.6644364782224,-51.13746877863872,-11.056293464587013,-7.1093883727703115
154,0.946051319249252,-72.82623590057527,-51.25046012993188,-11.07969736520968,-7.123055683295204
155,0.944652767361632,-72.99253973248503,-51.366102587873954,-11.102866196602195,-7.138379433867325
156,0.9476761800884688,-73.14147177056877,-51.46829508729904,-11.12346256475432,-7.151503805356281
157,0.9464038102128173,-73.29761379187396,-51.58182831742544,-11.142840205434638,-7.166214302613179
158,0.9415192255166763,-73.46710044194361,-51.70125788039455,-11.169943053085508,-7.179806372358521
159,0.9455324542080328,-73.62501547782426,-51.80917354369671,-11.190024028344954,-7.191847440246693
160,0.9454825834542816,-73.78926928520099,-51.92508751104517,-11.213740558338351,-7.208565579177687
161,0.9449405659808121,-73.94723934353377,-52.034507447685,-11.237464796751835,-7.220329808755118
162,0.946592498024196,-74.1022935229324,-52.14687143415555,-11.258994251014526,-7.233184882501389
163,0.9414785010809512,-74.28351565922078,-52.26504870114183,-11.285361696325573,-7.2455853035731925
164,0.9485835145521165,-74.43352285537624,-52.36875977936478,-11.304646779689575,-7.257111494557952
165,0.9513135695348277,-74.57032983945354,-52.460706236378506,-11.323207041261277,-7.2669478102696
166,0.9445004737019039,-74.72752380780943,-52.56691335248382,-11.345148441075073,-7.279612019586251
167,0.947619476194762,-74.86935405251309,-52.66654733983467,-11.36170315320643,-7.293007587102003
168,0.941027496382055,-75.043783528319,-52.781181354175764,-11.387025956943017,-7.308195949335564
169,0.9412645640518765,-75.20496465283072,-52.90486839462321,-11.407018774859637,-7.321215104527908
170,0.9450725513905683,-75.36004048619284,-53.01086234369379,-11.429750792469573,-7.334099537535337
171,0.9466429251220336,-75.50781712037264,-53.11037957164597,-11.449279166527393,-7.344962036913162
172,0.9445492945088524,-75.66276153118257,-53.21753302772526,-11.472895123371398,-7.359926028073732
173,0.9429848239457741,-75.81984463346359,-53.32669976203183,-11.494259712624027,-7.373110953464986
174,0.942911426761965,-75.98132425133812,-53.43887794538394,-11.519513804460093,-7.3866814747525735
175,0.9432279978164615,-76.13283086622987,-53.54389943128186,-11.541878472756874,-7.398290374543299
176,0.9382116244411326,-76.30739872755913,-53.66239875794773,-11.566550020790348,-7.413447268753954
177,0.9383629339003864,-76.48142983507199,-53.781825015892686,-11.59373517023872,-7.428105427427167
178,0.9397471236816874,-76.64587886418371,-53.89796378288862,-11.61490598269687,-7.443300445875467
179,0.9409678388938985,-76.80957735493814,-54.019399870220056,-11.639490225933402,-7.461270171823977
180,0.944311377245509,-76.96138795490859,-54.12674975082753,-11.660013707667039,-7.473713226356572
181,0.9416371828600805,-77.1201080336319,-54.23476975622566,-11.683311710052873,-7.488100569457986
182,0.9423481682579385,-77.27256361578289,-54.33778548032075,-11.705182504986183,-7.499774860036271
183,0.9421754343629344,-77.42623042454751,-54.446358210634244,-11.725842774744782,-7.514135982930781
184,0.9396065319282324,-77.59044430814059,-54.55455503813463,-11.751464128770639,-7.5287467394446566
185,0.9423666279865512,-77.74991359131596,-54.662772825141786,-11.776822659677306,-7.544230979751357
186,0.9341981632467493,-77.92417420398671,-54.7856448577808,-11.802435748644225,-7.558159902056594
187,0.9433370525617442,-78.07000733271703,-54.88700179670474,-11.82304530894324,-7.571257573791131
188,0.9461207544899372,-78.21575648000407,-54.9821392191227,-11.845474899733212,-7.58229429373628
189,0.9418199448501561,-78.3582404230533,-55.079562537198676,-11.865204292961884,-7.592930883195922
190,0.9434128284483282,-78.50133269440724,-55.17170628497602,-11.883809401884273,-7.604453056021292
191,0.945477988579849,-78.6362603788046,-55.26804011797932,-11.900326165002785,-7.614839778352547
192,0.9414515639234741,-78.77784314739108,-55.37137421627919,-11.921135623520177,-7.63004727886057
193,0.9406577693040992,-78.93713031397618,-55.477501891934175,-11.94608276441808,-7.643054522110357
194,0.9442505592841164,-79.07895812170135,-55.57790024715591,-11.961862878103968,-7.65395141858462
195,0.9499439444898948,-79.20019357171637,-55.66301388079148,-11.980151530371074,-7.661764754029978
196,0.9425529355149181,-79.34510042731772,-55.761883461958455,-12.000392312651078,-7.6711750340763425
197,0.9380135548491573,-79.50674633721603,-55.875216306895304,-12.023471441425512,-7.688367344889338
198,0.9433395421498528,-79.6465857553265,-55.9748470986626,-12.042551011223814,-7.704562027731296
199,0.9381881806389333,-79.80242699135924,-56.0822085407122,-12.067665376295386,-7.717870722650914
