rebalancing_imbalance,squared_starvation_penalty,squared_congestion_penalty,exponential_starvation_penalty,exponential_congestion_penalty,starvation_severity_max,congestion_severity_max,starvation_count,congestion_count,gross_starvation_risk,gross_congestion_risk,net_starvation_shortfall,net_congestion_shortfall,time_remaining_fraction,functional_bikes_time_penalty,reachable_imbalance_fraction,recoverable_imbalance_fraction,imbalance_hotspot_distance,destination_starv_ratio,destination_cong_ratio,destination_travel_penalty,destination_roi_starvation,cur_station_func_deficit,functional_load_late_pressure,non_depot_late_load_pressure
0.66452855,0.16890569,0.1826554,0.14971875,0.15741475,0.97692305,0.9211905,0.08955224,0.05970149,0.13603309,0.043227877,0.0512765,0.018259956,1.0,0.0,1.0,0.038610037,0.23528194,0.0,0.8888889,0.003744237,0.0,0.0,0.16972159,0.16972159
0.66837716,0.17024161,0.18434612,0.15118131,0.15932424,0.97692305,0.9211905,0.08955224,0.05970149,0.14293371,0.04564998,0.05373613,0.019589912,1.0,0.0,1.0,0.038387716,0.15156467,0.0,1.0,0.003682211,0.0,0.0,0.17706235,0.17706235
0.6658114,0.16948104,0.1855103,0.14970933,0.16020763,0.97692305,0.9211905,0.08955224,0.05970149,0.14668654,0.048201293,0.053768016,0.021414043,1.0,0.0,1.0,0.038535647,0.22761104,0.0,0.5277778,0.0010801693,0.0,0.0,0.18173951,0.18173951
0.66452855,0.16948104,0.18724959,0.14970933,0.1615998,0.97692305,0.9211905,0.08955224,0.05970149,0.15262982,0.051410414,0.057255715,0.023459442,1.0,0.0,1.0,0.038610037,0.23400661,0.0,0.8888889,0.003744237,0.0,0.0,0.18914378,0.18914378
0.6658114,0.17078966,0.18724959,0.15034711,0.1615998,0.9727273,0.9211905,0.07462686,0.05970149,0.1596887,0.053487614,0.06133883,0.024139617,1.0,0.0,1.0,0.038535647,0.14823917,0.0,1.0,0.003682211,0.0,0.0,0.19648454,0.19648454
0.6658114,0.17367981,0.18705854,0.15295406,0.16136062,0.9727273,0.9211905,0.07462686,0.05970149,0.16479822,0.0543754,0.062871866,0.024429515,1.0,0.0,1.0,0.038535647,0.20516787,0.0,0.5277778,0.0010801693,0.0,0.0,0.2011617,0.2011617
0.66452855,0.17200181,0.18705854,0.15133423,0.16136062,0.9727273,0.9211905,0.07462686,0.05970149,0.17048399,0.056441493,0.06709446,0.025102349,1.0,0.0,1.0,0.038610037,0.10475606,0.0,0.8888889,0.003744237,0.0,0.0,0.20856595,0.20856595
0.52341247,0.20067553,0.14376011,0.17706823,0.12724373,0.97692305,0.9254902,0.104477614,0.05970149,0.13993329,0.10095129,0.062717915,0.038399916,1.0,0.0,1.0,0.04901961,0.06831172,0.0,1.0,0.003682211,0.0,0.0,0.21590672,0.21590672
0.49262348,0.18670449,0.14226025,0.16599916,0.12620947,0.97692305,0.9254902,0.104477614,0.05970149,0.13649784,0.10220846,0.06336252,0.038767938,1.0,0.0,1.0,0.052083332,0.25348943,0.0,0.0,0.0016646547,0.0,0.0,0.04423644,0.04423644
0.4810776,0.19511698,0.13103415,0.17396803,0.11562285,1.0,0.8793651,0.104477614,0.04477612,0.14498998,0.103809394,0.06653418,0.037266716,1.0,0.0,1.0,0.053333335,0.24941601,0.0,0.0,0.00082489406,0.0,0.0,0.23512185,0.23512185
0.49262348,0.19987105,0.13101323,0.17825776,0.11529806,1.0,0.8793651,0.104477614,0.04477612,0.15071002,0.10902165,0.06838481,0.034767367,1.0,0.0,1.0,0.052083332,0.34422258,0.0,0.75,0.0033234225,0.0,0.0,0.25161913,0.25161913
0.47594613,0.19283278,0.12425476,0.17141426,0.10963701,1.0,0.8622222,0.08955224,0.04477612,0.147211,0.09019848,0.07017672,0.0308567,1.0,0.0,1.0,0.053908356,0.13421741,0.0,0.0,0.0037945155,0.0,0.0,0.03886123,0.03886123
0.45028865,0.18940951,0.11154527,0.16992372,0.09890754,1.0,0.8066667,0.104477614,0.04477612,0.15027204,0.086439714,0.072705805,0.025889134,1.0,0.0,1.0,0.05698006,0.23694432,0.0,0.0,0.0014314697,0.0,0.0,0.26051915,0.26051915
0.42078257,0.15790819,0.09598669,0.14346516,0.07982038,1.0,0.6775,0.08955224,0.029850746,0.24094756,0.13417332,0.13378021,0.045376714,1.0,0.0,1.0,0.06097561,0.19611238,0.0,0.39130434,0.001039501,0.0,0.0,0.28839,0.28839
0.42976266,0.15898639,0.10532353,0.14437701,0.08813678,1.0,0.75,0.08955224,0.029850746,0.25043768,0.14511444,0.13556068,0.053208344,1.0,0.0,1.0,0.05970149,0.21934654,0.0,0.9411765,0.008588587,0.0,0.0,0.3013485,0.3013485
0.40282232,0.14706513,0.09750494,0.13232455,0.07888319,0.9727273,0.69,0.07462686,0.014925373,0.23897146,0.1372336,0.120066956,0.051133785,1.0,0.0,1.0,0.06369427,0.12324306,0.0,0.0,0.004286744,0.0,0.0,0.07732703,0.07732703
0.40282232,0.13155921,0.102147944,0.11746958,0.08306015,0.8988636,0.69,0.05970149,0.014925373,0.21176986,0.1500878,0.09097398,0.05455643,1.0,0.0,1.0,0.06369427,0.28758743,0.2857143,0.0,0.005455957,0.2857143,0.0,0.0,0.0
0.39255932,0.13396287,0.08318953,0.12115638,0.06625949,0.9302564,0.6575758,0.08955224,0.0,0.21825838,0.1358127,0.08675644,0.040303793,1.0,0.0,1.0,0.045751635,0.38765016,0.0,0.11764706,0.009003752,0.0,0.083333336,0.2452103,0.35030043
0.477229,0.18340182,0.095876016,0.15796892,0.07736534,0.9188811,0.69,0.08955224,0.0,0.15763728,0.10035266,0.054223534,0.02289106,1.0,0.0,1.0,0.03763441,0.16353825,0.0,0.59090906,0.008588587,0.0,0.0,0.2596979,0.370997
0.49005774,0.18801184,0.09269191,0.16033112,0.07885042,0.9,0.69,0.05970149,0.029850746,0.15788828,0.09542228,0.059568897,0.020030593,1.0,0.0,1.0,0.036649216,0.16432685,0.0,0.4857143,0.004328518,0.0,0.0,0.26529956,0.37899935
0.47851187,0.17193422,0.08780408,0.14654984,0.07374944,0.9,0.69,0.05970149,0.014925373,0.14944462,0.111230165,0.059136543,0.017014563,1.0,0.0,1.0,0.03753351,0.066199824,0.0,0.0,0.0046255076,0.0,0.0,0.0977193,0.21498245
0.47851187,0.178032,0.08587996,0.15336232,0.07196121,0.91615385,0.64666665,0.07462686,0.014925373,0.1593842,0.11202154,0.06874131,0.016261868,1.0,0.0,1.0,0.03753351,0.18810157,0.0,0.22727273,0.0011723118,0.0,0.0,0.28320405,0.40457723
0.4810776,0.1820843,0.088891156,0.15853547,0.07429087,0.97692305,0.6614286,0.07462686,0.014925373,0.16974165,0.116023056,0.07676422,0.014063984,1.0,0.0,1.0,0.037333332,0.18418649,0.0,0.51428574,0.004328518,0.0,0.0,0.29255572,0.41793674
0.41693392,0.18855514,0.079955205,0.16878569,0.06843366,1.0,0.60892856,0.08955224,0.014925373,0.14926313,0.11693484,0.07262712,0.012924823,1.0,0.0,1.0,0.04307692,0.14463882,0.0,0.0,0.011323451,0.0,0.0,0.3031697,0.43309954
0.41051957,0.1734012,0.0766295,0.15142287,0.06232753,0.9785714,0.6575758,0.07462686,0.0,0.14415382,0.111882485,0.065819204,0.012741523,1.0,0.0,1.0,0.04375,0.28778994,0.0,0.8,0.0064234887,0.0,0.0,0.31110585,0.44443694
0.3887107,0.1525853,0.07753213,0.13329858,0.0632722,0.9227273,0.7090909,0.07462686,0.0,0.14014581,0.102553666,0.06272304,0.0135760605,1.0,0.0,1.0,0.04290429,0.4914961,0.071428575,0.0,0.008486694,0.071428575,0.0,0.0,0.16026022
0.39640796,0.15362623,0.07369299,0.13119884,0.060444884,0.8955128,0.6575758,0.05970149,0.0,0.14045806,0.0990752,0.060964808,0.011528043,1.0,0.0,1.0,0.042071197,0.19610111,0.9285714,0.0,0.008906052,0.9285714,0.041666668,0.0,0.16740943
0.3887107,0.14988703,0.072628245,0.12799649,0.05994378,0.8902098,0.65416664,0.05970149,0.0,0.13880883,0.10036399,0.060387176,0.011844707,1.0,0.0,1.0,0.04290429,0.38446453,0.0,0.0,0.0010748589,0.0,0.4074074,0.31393984,0.48298436
0.40025657,0.15767115,0.07254562,0.13441974,0.058938082,0.91439396,0.65416664,0.07462686,0.0,0.14630437,0.100657284,0.062124714,0.010691826,1.0,0.0,1.0,0.041666668,0.0095146755,0.0,0.72727275,0.0032321613,0.0,0.0,0.32305473,0.4970073
0.36177036,0.14572367,0.052185144,0.13239075,0.043395028,0.975,0.5,0.08955224,0.0,0.13442314,0.08758537,0.03384153,0.0075547337,1.0,0.0,1.0,0.04255319,0.44473353,0.0,0.0,0.0054273275,0.0,0.0,0.10134594,0.30403784
0.35920462,0.13765483,0.05025916,0.12193667,0.041916735,0.9116667,0.5,0.07462686,0.0,0.11981744,0.08391749,0.02890293,0.0077867066,1.0,0.0,1.0,0.042857144,0.22001673,0.6875,0.0,0.005061153,0.6875,0.0,0.0,0.20809758
0.3707505,0.14080687,0.058012687,0.12587442,0.0470284,0.97,0.6,0.07462686,0.0,0.10316816,0.08393393,0.01759615,0.008447663,1.0,0.0,1.0,0.04152249,0.18814771,0.875,0.0,0.00430486,0.875,0.4074074,0.0,0.21224122
0.35792175,0.13294987,0.05365718,0.11766542,0.043530647,0.90416664,0.57,0.05970149,0.0,0.096787736,0.07591527,0.015302965,0.008869821,1.0,0.0,1.0,0.043010753,0.2823183,0.0,0.0,0.003720006,0.0,0.5185185,0.26899126,0.48418427
0.35920462,0.1262725,0.051446747,0.11125605,0.042168256,0.8625,0.57,0.04477612,0.0,0.0920841,0.06810404,0.014076235,0.0075261914,1.0,0.0,1.0,0.042857144,0.0716761,0.0,0.22222222,0.0013113667,0.0,0.0,0.32966638,0.54944396
0.37588197,0.12469414,0.05899311,0.10881776,0.047385126,0.79333335,0.57,0.04477612,0.0,0.09035615,0.072948225,0.011398188,0.010646417,1.0,0.0,1.0,0.037542664,0.27440447,0.1875,0.0,0.0038694262,0.1875,0.0,0.0,0.2509072
0.45798588,0.142399,0.07732786,0.117754824,0.062053747,0.7583333,0.65,0.04477612,0.0,0.10092069,0.06729536,0.028487561,0.008458652,1.0,0.0,1.0,0.030812325,0.13390134,1.0,0.0,0.012135617,1.0,0.18518518,0.0,0.26105103
0.45926875,0.15648967,0.07172292,0.13012925,0.058284853,0.79333335,0.5318182,0.029850746,0.0,0.11912989,0.054475956,0.030393453,0.005852182,1.0,0.0,1.0,0.02793296,0.13442183,0.0,0.21428572,0.0118085975,0.0,0.5416667,0.29818404,0.5963681
0.46568313,0.16866085,0.073871374,0.14374495,0.06104686,0.8818681,0.5662281,0.05970149,0.014925373,0.12710902,0.05033964,0.03545486,0.0068425545,1.0,0.0,1.0,0.024793388,0.3530016,0.0,0.0,0.002083124,0.0,0.0,0.27361095,0.0
0.4528544,0.16254221,0.073114716,0.13761121,0.058990452,0.828022,0.5662281,0.04477612,0.0,0.12762114,0.047381274,0.034152158,0.0059035514,1.0,0.0,1.0,0.056657225,0.14838769,0.14285715,0.0,0.0010983004,0.14285715,0.0,0.0,0.0
0.4387428,0.1688956,0.058492113,0.14978813,0.046085484,0.98333335,0.5233333,0.08955224,0.0,0.1420755,0.039006352,0.039595917,0.005509344,1.0,0.0,1.0,0.058479533,0.018357089,0.0,0.0,0.003608751,0.0,0.0,0.42465732,0.42465732
0.43617705,0.15960084,0.060759235,0.13396014,0.04810822,0.85,0.57714283,0.04477612,0.0,0.13131128,0.0374375,0.029458543,0.0064623267,1.0,0.0,1.0,0.055882353,0.27790844,0.0,0.2857143,0.012209536,0.0,0.0,0.643836,0.67772216
0.43489417,0.1598749,0.06625719,0.13728164,0.052643105,0.8888889,0.65,0.04477612,0.0,0.12055404,0.070471466,0.03696008,0.019460546,1.0,0.0,1.0,0.056047197,0.11016757,0.0,0.0,0.020220539,0.0,0.0,0.070556395,0.105834596
0.43617705,0.1825909,0.06735414,0.1650816,0.055921678,0.98125,0.64166665,0.11940298,0.0,0.14098454,0.03099631,0.026553752,0.008365145,1.0,0.0,1.0,0.055882353,0.22043689,0.0,0.045454547,0.002238949,0.0,0.0,0.68603456,0.7221416
0.45798588,0.18878233,0.07434958,0.17342499,0.06378347,1.0,0.6311828,0.11940298,0.014925373,0.1197402,0.03182688,0.029791985,0.009184507,1.0,0.0,1.0,0.05322129,0.39896363,0.0,0.72,0.010762229,0.0,0.0,0.710072,0.7474442
0.46824887,0.1954053,0.07784435,0.1772687,0.06602264,0.98125,0.6311828,0.11940298,0.014925373,0.114561915,0.026102452,0.026935404,0.00877701,1.0,0.0,1.0,0.052054796,0.18233046,0.0,0.53333336,0.0074657057,0.0,0.0,0.7207251,0.758658
0.44515714,0.18292014,0.07630902,0.16752614,0.06300605,1.0,0.63809526,0.11940298,0.014925373,0.1045593,0.023357313,0.023941496,0.0072960886,1.0,0.0,1.0,0.054755043,0.023930669,0.0,0.0,0.00849568,0.0,0.0,0.15418522,0.19273153
0.42463118,0.19451942,0.05773041,0.1724023,0.048681173,0.9727273,0.5504274,0.08955224,0.014925373,0.07031699,0.043765943,0.018946346,0.017004553,1.0,0.0,1.0,0.057401814,0.26598167,0.0,0.0,0.0142897675,0.0,0.06666667,0.6783459,0.7182486
0.41180244,0.187609,0.063431166,0.16623993,0.054767992,0.9727273,0.595,0.07462686,0.014925373,0.06121031,0.026660612,0.013356551,0.016519995,1.0,0.0,1.0,0.05919003,0.20655139,0.0,0.8888889,0.0064883945,0.0,0.0,0.7752052,0.81600547
0.4323284,0.200059,0.06408917,0.18036488,0.054813296,1.0,0.6175,0.104477614,0.014925373,0.05947026,0.025490118,0.01609275,0.014989713,1.0,0.0,1.0,0.05637982,0.39240745,0.0,0.625,0.0042988057,0.0,0.0,0.7839095,0.8251679
0.42719692,0.19348653,0.06479518,0.17298497,0.054626096,1.0,0.6175,0.08955224,0.014925373,0.053581715,0.02405545,0.014107251,0.013620022,1.0,0.0,1.0,0.057057057,0.15127417,0.0,0.0,0.013452901,0.0,0.0,0.1685021,0.21062763
0.43617705,0.16789263,0.06958521,0.14615569,0.05407043,0.9128205,0.6175,0.05970149,0.0,0.08881537,0.041212067,0.02468086,0.024990026,1.0,0.0,1.0,0.055882353,0.24032478,0.0,0.0,0.009175375,0.0,0.0,0.64830226,0.6915224
0.44644,0.16845168,0.07077625,0.14251155,0.05402539,0.8925,0.5914286,0.05970149,0.0,0.0853521,0.042333867,0.027114483,0.025359353,1.0,0.0,1.0,0.054597702,0.023044368,0.0,0.51724136,0.008954686,0.0,0.0,0.84120065,0.8854744
0.45028865,0.15132928,0.071787246,0.12733588,0.055235628,0.85795456,0.6077778,0.029850746,0.0,0.05500411,0.04156128,0.0048957323,0.025039066,1.0,0.0,1.0,0.054131053,0.3511011,0.0,0.4827586,0.0015010715,0.0,0.0,0.8466187,0.8911776
0.4387428,0.14655039,0.07638141,0.12350133,0.059784655,0.8676768,0.61410254,0.029850746,0.0,0.053689204,0.04598455,0.0064102793,0.027416773,1.0,0.0,1.0,0.055555556,0.107392944,0.0,0.0,0.005199184,0.0,0.0,0.18001425,0.22501782
0.42078257,0.14959702,0.07261159,0.12755008,0.057427347,0.8818182,0.6221154,0.05970149,0.0,0.073906414,0.045844838,0.035624787,0.027633937,1.0,0.0,1.0,0.05792683,0.030268978,1.0,0.0,0.004540856,1.0,0.0,0.87192404,0.9178148
0.5695959,0.16704649,0.113734275,0.14686115,0.09181599,0.96666664,0.7185185,0.05970149,0.014925373,0.03702196,0.03319079,0.015026974,0.017863225,1.0,0.0,1.0,0.042792793,0.2406128,0.0,0.2631579,0.0015010715,0.0,0.5,0.88582426,0.9324466
0.56574726,0.15463108,0.12182395,0.13500617,0.09911617,0.95714283,0.73280424,0.05970149,0.014925373,0.026392834,0.018178834,0.012566701,0.0023081833,1.0,0.0,1.0,0.0430839,0.27814764,0.0,0.7307692,0.006466171,0.0,0.0,0.89550537,0.9426372
0.58242464,0.16584934,0.12611662,0.1461534,0.103342146,0.95714283,0.7587302,0.05970149,0.029850746,0.028075872,0.018125717,0.012955609,0.0019116539,1.0,0.0,1.0,0.04185022,0.33853072,0.0,0.9,0.0019128843,0.0,0.0,0.90075845,0.9481668
0.56703013,0.15364444,0.12981787,0.1338786,0.1059503,0.86964285,0.7587302,0.04477612,0.029850746,0.025204703,0.016520012,0.012464317,0.0016341328,1.0,0.0,1.0,0.042986427,0.24773028,0.0,0.0,0.008686365,0.0,0.0,0.048031505,0.09606301
0.5426555,0.15779088,0.1188663,0.13624063,0.09708793,0.86964285,0.6909091,0.029850746,0.029850746,0.022540206,0.012197835,0.01041414,0.001414216,1.0,0.0,1.0,0.04491726,0.3006409,0.0,0.03846154,0.006794161,0.0,0.0,0.9333427,0.982466
0.54906994,0.16147539,0.11816488,0.1404788,0.096862234,0.8725,0.6721591,0.029850746,0.029850746,0.016910179,0.009626873,0.009478383,0.0012617382,1.0,0.0,1.0,0.044392522,0.40874752,0.0,0.0,0.0010983004,0.0,0.0,0.94854766,0.0
0.5798589,0.16997606,0.13793062,0.14769426,0.11328245,0.9,0.725,0.07462686,0.029850746,0.01833666,0.015186754,0.008327035,0.0046370476,1.0,0.0,1.0,0.044247787,0.4331683,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.7748557,0.30652753,0.16401444,0.28108826,0.14021297,1.0,0.8793651,0.19402985,0.04477612,0.15460666,0.0661991,0.05947114,0.029065795,1.0,0.0,1.0,0.03311258,0.18171519,0.0,0.7407407,0.003920783,0.0,0.0,0.021532407,0.021532407
0.7940988,0.31239069,0.18208936,0.2892641,0.15595795,1.0,0.8929825,0.2238806,0.04477612,0.12690622,0.062192995,0.05738099,0.026729163,1.0,0.0,1.0,0.032310177,0.17750801,0.21428572,0.0,0.004328518,0.21428572,0.0,0.0,0.0
0.8030789,0.3150822,0.18956634,0.2927103,0.16182947,1.0,0.8929825,0.23880596,0.04477612,0.12095289,0.055305135,0.052235633,0.020610947,1.0,0.0,1.0,0.031948883,0.24257854,0.95454544,0.0,0.0069998708,0.95454544,0.11627907,0.0,0.0
0.6516998,0.27332005,0.1606588,0.25890294,0.13835944,1.0,0.9145749,0.2238806,0.05970149,0.24541911,0.10919231,0.13690485,0.042745534,1.0,0.0,1.0,0.037401576,0.37064704,0.0,0.0,0.011323451,0.0,0.6875,0.07721249,0.08150207
0.6516998,0.26692504,0.1563049,0.25210473,0.13216163,1.0,0.88016194,0.20895523,0.04477612,0.24818078,0.11106375,0.12886773,0.040103756,1.0,0.0,1.0,0.037401576,0.42755634,0.0,0.9411765,0.010742951,0.0,0.0,0.10552079,0.11107452
0.6504169,0.27500036,0.16717733,0.2623186,0.14266384,1.0,0.9017544,0.2238806,0.05970149,0.25804207,0.12040091,0.12851731,0.042806614,1.0,0.0,1.0,0.037475344,0.17209676,0.13636364,0.0,0.009629453,0.13636364,0.0,0.0,0.0062549245
0.65298265,0.28432107,0.17879562,0.26863238,0.15374897,1.0,0.9047847,0.20895523,0.05970149,0.16524935,0.11013419,0.064825304,0.039534856,1.0,0.0,1.0,0.037328094,0.38235816,0.0,0.09090909,0.009057621,0.0,0.0,0.14178881,0.14925139
0.65554845,0.2672085,0.17607722,0.24705681,0.15131173,1.0,0.88881576,0.1641791,0.04477612,0.16519037,0.10488701,0.05506404,0.038226694,1.0,0.0,1.0,0.037181996,0.3489796,0.0,0.5833333,0.0017245605,0.0,0.0,0.15760282,0.1658977
0.6709429,0.2847689,0.16279359,0.2628439,0.13761945,1.0,0.86964285,0.19402985,0.029850746,0.17692469,0.089218445,0.065703124,0.023329334,1.0,0.0,1.0,0.03632887,0.34127602,0.0,0.85,0.014786352,0.0,0.0,0.17537509,0.18460535
0.6709429,0.28122285,0.17069891,0.26369768,0.14711101,1.0,0.8834587,0.20895523,0.04477612,0.17152508,0.092774175,0.05375434,0.026933689,1.0,0.0,1.0,0.03632887,0.16484854,0.0,0.0,0.010476021,0.0,0.0,0.009945034,0.019890068
0.5978191,0.257045,0.16584535,0.23280478,0.14137058,1.0,0.9032967,0.14925373,0.05970149,0.24234948,0.086755276,0.10664315,0.025062412,1.0,0.0,1.0,0.04077253,0.37085688,0.0,0.0,0.0065924427,0.0,0.037037037,0.054983705,0.06598045
0.60679924,0.2622118,0.16826418,0.2370189,0.14361252,1.0,0.90615386,0.13432837,0.05970149,0.24744914,0.08755754,0.105691865,0.02291278,1.0,0.0,1.0,0.03805497,0.090968676,0.6956522,0.0,0.0030182942,0.6956522,0.0,0.0,0.022957215
0.5849904,0.2628522,0.15755373,0.2360665,0.13602008,1.0,0.9071795,0.14925373,0.05970149,0.2719809,0.09160607,0.11726909,0.024281202,1.0,0.0,1.0,0.039473683,0.4187933,1.0,0.0,0.013778234,1.0,0.41860464,0.22520162,0.25022402
0.60679924,0.26199868,0.16805314,0.23472218,0.14505465,1.0,0.9071795,0.11940298,0.05970149,0.28312424,0.10600657,0.12004519,0.026120001,1.0,0.0,1.0,0.03805497,0.29874107,0.0,0.93333334,0.009853692,0.0,0.04761905,0.24713694,0.2745966
0.61064786,0.26050332,0.17942631,0.23364413,0.15326078,1.0,0.9166667,0.13432837,0.05970149,0.2921589,0.1155415,0.12754372,0.028985076,1.0,0.0,1.0,0.037815128,0.10362016,0.0,0.0,0.0056056413,0.0,0.0,0.0,0.02839063
0.59012187,0.25549477,0.17443286,0.22858799,0.14997448,1.0,0.92625,0.13432837,0.07462686,0.28772792,0.11995223,0.110177055,0.024501951,1.0,0.0,1.0,0.039130434,0.34238738,1.0,0.0,0.0052400557,1.0,0.0,0.0,0.030355606
0.55676717,0.25472572,0.13574088,0.22570837,0.1138933,1.0,0.85,0.13432837,0.029850746,0.30565897,0.09671817,0.11171655,0.015839001,1.0,0.0,1.0,0.041474655,0.15671445,0.0,0.05263158,0.010101727,0.0,0.375,0.2889357,0.32103968
0.5349583,0.2479748,0.12950405,0.2238043,0.111263946,1.0,0.8466667,0.1641791,0.04477612,0.31083053,0.0967346,0.11326939,0.018222116,1.0,0.0,1.0,0.043165468,0.49986753,0.0,0.9375,0.0017289518,0.0,0.0,0.3033857,0.33709523
0.5208467,0.24690601,0.12638877,0.2258918,0.10813877,1.0,0.8,0.1641791,0.04477612,0.31794527,0.091256484,0.11119737,0.019111188,1.0,0.0,1.0,0.044334974,0.023105817,0.18181819,0.0,0.004517981,0.18181819,0.0,0.0,0.034529157
0.6183451,0.27630305,0.1425187,0.25002325,0.12123289,1.0,0.8566667,0.1641791,0.04477612,0.28678444,0.10618516,0.0939083,0.020610088,1.0,0.0,1.0,0.0373444,0.1462689,1.0,0.0,0.006845812,1.0,0.06666667,0.0,0.036658507
0.5849904,0.2628956,0.1279257,0.23385516,0.10812183,1.0,0.8423077,0.13432837,0.04477612,0.27894783,0.10747838,0.07724119,0.015461265,1.0,0.0,1.0,0.039473683,0.14940295,0.0,0.30769232,0.0024008646,0.0,0.48387095,0.33535275,0.37261418
0.5978191,0.27431947,0.12930807,0.24714603,0.109644145,1.0,0.8423077,0.1641791,0.029850746,0.3139239,0.12750776,0.09177544,0.017388234,1.0,0.0,1.0,0.03862661,0.16508982,0.0,1.0,0.003225098,0.0,0.0,0.35118115,0.3902013
0.60295063,0.272151,0.12594062,0.24747671,0.103707284,1.0,0.79333335,0.1641791,0.014925373,0.329554,0.13766652,0.092099994,0.022029463,1.0,0.0,1.0,0.038297873,0.19029488,0.0,0.8235294,0.0070395647,0.0,0.0,0.36088097,0.40097886
0.5939705,0.25190344,0.12567629,0.22475566,0.10479911,1.0,0.8323077,0.13432837,0.014925373,0.32126558,0.27317217,0.08725667,0.041211717,1.0,0.0,1.0,0.03887689,0.37497377,0.0,0.0,0.0012013254,0.0,0.0,0.12280544,0.16374059
0.5837075,0.23110099,0.12465008,0.20479427,0.10293495,1.0,0.8173077,0.104477614,0.014925373,0.32710972,0.30421278,0.090149775,0.046331555,1.0,0.0,1.0,0.03956044,0.44147176,0.55,0.0,0.0037233275,0.55,0.0,0.0,0.042387716
0.5362412,0.24480048,0.10679095,0.22126356,0.087408096,1.0,0.82708335,0.1641791,0.0,0.33897677,0.19541208,0.051481254,0.026344689,1.0,0.0,1.0,0.043062203,0.262418,0.0,0.0,0.009336717,0.0,0.4,0.33043325,0.374491
0.54522127,0.24690777,0.113210976,0.21907556,0.09640985,1.0,0.7923077,0.13432837,0.04477612,0.3506359,0.20370845,0.048282366,0.025590543,1.0,0.0,1.0,0.04235294,0.5704579,0.0,0.625,0.0049164766,0.0,0.0,0.41229942,0.45811048
0.54906994,0.25613856,0.120281786,0.22720395,0.099678725,1.0,0.75213677,0.13432837,0.029850746,0.36509913,0.20900501,0.053625267,0.025320088,1.0,0.0,1.0,0.039719626,0.009016434,0.0,0.0,0.004517981,0.0,0.0,0.046809252,0.117023125
0.5516357,0.25670207,0.116805576,0.22936751,0.09712692,1.0,0.6923077,0.13432837,0.029850746,0.36930314,0.21176869,0.052377027,0.024256099,1.0,0.0,1.0,0.039534885,0.3757353,0.73333335,0.0,0.0028093336,0.73333335,0.0,0.0,0.07287739
0.5144323,0.25325066,0.1133649,0.22500582,0.093291506,1.0,0.7869318,0.13432837,0.014925373,0.4756191,0.2569517,0.13804294,0.031567205,1.0,0.0,1.0,0.042394016,0.04495068,0.72727275,0.0,0.0070736315,0.72727275,0.26666668,0.0,0.07539211
0.50416934,0.25509444,0.100446366,0.22342436,0.08307626,1.0,0.7090909,0.14925373,0.014925373,0.47675306,0.21590269,0.1395471,0.035812862,1.0,0.0,1.0,0.03816794,0.17718735,0.0,0.05882353,0.0011877572,0.0,0.36,0.3814439,0.50859183
0.49775496,0.24862742,0.09791534,0.21607699,0.08101425,0.9785714,0.7431818,0.13432837,0.014925373,0.44995564,0.21197069,0.1244152,0.03544291,1.0,0.0,1.0,0.038659792,0.114907935,0.0,0.65217394,0.015320098,0.0,0.0,0.40258083,0.53677446
0.48877487,0.23639902,0.09060691,0.20540538,0.074698776,0.975,0.76944447,0.11940298,0.014925373,0.42106885,0.19905959,0.12547003,0.033501625,1.0,0.0,1.0,0.03937008,0.5332758,0.0,0.9411765,0.016033947,0.0,0.0,0.4175694,0.55675924
0.5426555,0.24717185,0.097216435,0.21556796,0.084740125,0.985,0.79333335,0.104477614,0.029850746,0.26307946,0.15652151,0.0404161,0.028399281,1.0,0.0,1.0,0.035460994,0.40615198,0.0,0.0,0.015573913,0.0,0.0,0.20169558,0.34576383
0.56189865,0.26239276,0.09975994,0.23161429,0.08544681,1.0,0.79333335,0.11940298,0.029850746,0.22811148,0.12790394,0.04146862,0.028969167,1.0,0.0,1.0,0.034246575,0.2117361,0.45,0.0,0.013961816,0.45,0.0,0.0,0.15017107
0.5593329,0.2720926,0.073895805,0.2453511,0.057838436,1.0,0.61333334,0.13432837,0.0,0.21994902,0.10024194,0.043882146,0.01651511,1.0,0.0,1.0,0.03440367,0.33261612,0.0,0.3181818,0.0049186475,0.0,0.4,0.46143234,0.61524314
0.52469534,0.29979432,0.075847924,0.2739384,0.06295214,1.0,0.7076923,0.1641791,0.014925373,0.20150098,0.09202543,0.060218684,0.009220255,1.0,0.0,1.0,0.036674816,0.4177516,0.0,0.3846154,0.017091153,0.0,0.0,0.483929,0.6452387
0.57344455,0.3121871,0.096742555,0.2804871,0.077705085,1.0,0.7392857,0.14925373,0.014925373,0.19405921,0.08458686,0.060376894,0.02033821,1.0,0.0,1.0,0.033557046,0.15369107,0.33333334,0.0,0.012067309,0.33333334,0.0,0.0,0.16618359
0.54906994,0.26235658,0.10115094,0.2279496,0.08414655,1.0,0.82024294,0.104477614,0.014925373,0.14997785,0.08505329,0.030983593,0.025796963,1.0,0.0,1.0,0.03504673,0.29999033,0.0,0.1904762,0.009057621,0.0,0.28125,0.51487976,0.68650633
