,family,high_means,expected_sign,priority,count,mean,std,min,p01,p05,p25,p50,p75,p95,p99,max,fraction_zero,p99_abs,near_constant,sparse,poor_scaling,max_abs_target_corr,weak_signal,vif,vif_flag,vif_serious,recommendation_flag
gross_congestion_risk,future_imbalance,expected arrivals exceed free docks,negative,high,366940.0,0.09974956512451172,0.060381922870874405,0.00044329481897875667,0.011505916845053433,0.021633470430970192,0.055550239980220795,0.08820737898349762,0.12903662025928497,0.2224020272493362,0.26501005977392195,0.3982227146625519,0.0,0.26501005977392195,False,False,False,0.1419897308131257,False,5.972497862694556,False,False,
net_starvation_shortfall,future_imbalance,net demand creates future shortage,negative,medium,366940.0,0.05267210304737091,0.027576260268688202,0.0,0.00869370081461966,0.015590474009513855,0.032921478152275085,0.047905225306749344,0.06701825559139252,0.10697110928595065,0.13254152014851556,0.221208855509758,5.723006486074018e-05,0.13254152014851556,False,False,False,0.08918968847151348,False,3.7605774587218788,False,False,
net_congestion_shortfall,future_imbalance,net demand creates future congestion,negative,medium,366940.0,0.021439973264932632,0.011858411133289337,0.0,0.0012294276431202887,0.004953084816224874,0.012522480450570583,0.019813967868685722,0.028746173717081547,0.04274065829813478,0.054365623518824485,0.12674973905086517,0.002692538289638633,0.054365623518824485,False,False,False,0.2151593352120455,False,3.1351828114706812,False,False,
time_remaining_fraction,logistics,large share of shift remains,context,low,366940.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,True,False,False,,True,,False,False,near_constant;weak_signal;
functional_bikes_time_penalty,logistics,functional cargo remains late in the shift,negative,medium,366940.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,True,True,False,,True,,False,False,near_constant;sparse;weak_signal;
reachable_imbalance_fraction,logistics,imbalance is reachable within remaining shift,positive,medium,366940.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,True,False,False,,True,,False,False,near_constant;weak_signal;
recoverable_imbalance_fraction,logistics,reachable imbalance is serviceable with current capacity,positive,medium,366940.0,0.04095732048153877,0.007294528651982546,0.013192611746490002,0.024291498586535454,0.02813299186527729,0.03631284832954407,0.041208792477846146,0.04578313231468201,0.05277044698596001,0.05763688683509827,0.0714285746216774,0.0,0.05763688683509827,False,False,False,0.18946581600406198,False,2.024261571444766,False,False,
imbalance_hotspot_distance,logistics,worst imbalance locations are far away,negative,medium,366940.0,0.2544113099575043,0.12684595584869385,0.0037706487346440554,0.011703073000535368,0.03573881834745407,0.16511082276701927,0.24793708324432373,0.33997975289821625,0.47222091704607,0.5630461370944977,0.8346980214118958,0.0,0.5630461370944977,False,False,False,0.020413755983067546,True,1.0697285217310775,False,False,weak_signal;
destination_starv_ratio,destination_local,candidate destination is short of bikes,context,medium,366940.0,0.08803650736808777,0.24049939215183258,0.0,0.0,0.0,0.0,0.0,0.0,0.7692307829856873,1.0,1.0,0.830740720553769,1.0,False,False,False,0.06430925424172088,False,inf,True,True,vif;vif_serious;
destination_cong_ratio,destination_local,candidate destination has excess bikes,context,medium,366940.0,0.02554619312286377,0.11774367094039917,0.0,0.0,0.0,0.0,0.0,0.0,0.1538461595773697,0.7272727489471436,1.0,0.9257780563579877,0.7272727489471436,False,False,False,0.0449283379879982,False,1.1213731320032938,False,False,
destination_travel_penalty,destination_local,candidate destination is far away,negative,medium,366940.0,0.006467614788562059,0.004175703506916761,0.0,0.0006058703875169158,0.0013634428614750504,0.00324355554766953,0.005686144810169935,0.008928726427257061,0.014453780837357044,0.018981920555233955,0.02697775699198246,0.001079195508802529,0.018981920555233955,False,False,False,0.04064392134529522,False,1.0755950158721581,False,False,
destination_roi_starvation,destination_local,shortage relief per unit travel is high,positive,medium,366940.0,0.08803650736808777,0.24049939215183258,0.0,0.0,0.0,0.0,0.0,0.0,0.7692307829856873,1.0,1.0,0.830740720553769,1.0,False,False,False,0.06430925424172088,False,inf,True,True,vif;vif_serious;
cur_station_func_deficit,destination_local,current station remains short after action,negative,medium,366940.0,0.13731256127357483,0.23361454904079437,0.0,0.0,0.0,0.0,0.0,0.1818181872367859,0.6363636255264282,0.8333333134651184,1.0,0.6458085790592467,0.8333333134651184,False,False,False,0.06291856052940487,False,1.033035116963987,False,False,
functional_load_late_pressure,logistics,functional cargo remains on vehicle late in shift,negative,medium,366940.0,0.17948491871356964,0.18194392323493958,0.0,0.0,0.0,0.035249270498752594,0.12907493114471436,0.2695261463522911,0.5513254702091217,0.7678405988216396,1.0,0.1827982776475718,0.7678405988216396,False,False,False,0.05388356681337337,False,2.7812534059867544,False,False,
non_depot_late_load_pressure,logistics,vehicle carries load late while routing away from depot,negative,low,366940.0,0.249111607670784,0.22666947543621063,0.0,0.0,0.0,0.06731388717889786,0.19085892289876938,0.3725946769118309,0.7233645737171173,0.925252968668937,0.9869391322135925,0.10802038480405515,0.925252968668937,False,False,False,0.06394612995144289,False,3.7393050201521096,False,False,
