feature_a,feature_b,corr,abs_corr
destination_starv_ratio,destination_roi_starvation,1.0,1.0
squared_congestion_penalty,exponential_congestion_penalty,0.9936329838792279,0.9936329838792279
squared_starvation_penalty,exponential_starvation_penalty,0.9929161336147655,0.9929161336147655
exponential_congestion_penalty,congestion_severity_max,0.8863796205536526,0.8863796205536526
exponential_starvation_penalty,starvation_count,0.8673103368267494,0.8673103368267494
congestion_severity_max,congestion_count,0.8671272270370733,0.8671272270370733
