seed,exp_name,alpha,duration_hours,total_runtime_s,service_level,avg_bike_km_driven,starvations,congestions,total_trips,bike_departures,bike_arrivals,total_depot_deliveries,total_depot_visits,total_fixed_on_site,total_picked_up_to_depot,total_depot_fixes,total_bikes_redistributed_from_depot,total_functional_pickups,total_functional_deliveries,broken_ratio_start_onsite,broken_ratio_start_depot,functional_ratio_start,broken_ratio_end_onsite,broken_ratio_end_depot,functional_ratio_end,broken_bikes_end_onsite,broken_bikes_end_depot,new_breakdowns_onsite,new_breakdowns_depot,restored_onsite,restored_depot
42,Squared_only,0.0,504,40620,0.9075,397.7378,4085,1474,60092,56007,56007,75,42,213,75,75,77,5645,5726,0.025,0.0329,0.9421,0.026,0.1849,0.7891,20,142,216,190,213,77
43,Squared_only,0.0,504,40620,0.9086,396.1189,3730,1763,60072,56342,56343,73,40,209,73,73,74,5814,5884,0.0235,0.047,0.9295,0.0248,0.1775,0.7977,19,136,213,183,209,74
44,Squared_only,0.0,504,40620,0.9,395.9148,4413,1579,59914,55501,55500,91,40,221,91,91,97,5653,5770,0.0172,0.0385,0.9443,0.0157,0.2094,0.7749,12,160,223,220,221,97
45,Squared_only,0.0,504,40620,0.8966,394.2057,4207,1946,59498,55291,55292,85,43,219,85,85,85,5579,5677,0.0303,0.0421,0.9276,0.0273,0.2031,0.7695,21,156,218,204,219,85
46,Squared_only,0.0,504,40620,0.9044,394.8386,4238,1420,59172,54934,54932,98,39,198,96,98,90,5712,5817,0.0185,0.0278,0.9536,0.0222,0.2164,0.7614,17,166,202,223,198,90
47,Squared_only,0.0,504,40620,0.9045,395.656,4167,1503,59398,55231,55231,86,39,191,86,86,99,5766,5874,0.0105,0.0553,0.9342,0.026,0.2174,0.7565,20,167,204,216,191,99
48,Squared_only,0.0,504,40620,0.9064,395.3101,4019,1571,59704,55685,55689,72,39,214,76,72,83,5739,5832,0.0119,0.045,0.943,0.0223,0.2045,0.7733,17,156,222,197,214,83
49,Squared_only,0.0,504,40620,0.9128,395.5961,3514,1645,59148,55634,55632,69,40,209,69,69,80,5721,5799,0.013,0.0417,0.9452,0.0287,0.1786,0.7927,22,137,222,185,209,80
50,Squared_only,0.0,504,40620,0.9081,394.6692,4060,1399,59412,55352,55347,91,41,214,91,91,101,5715,5827,0.0225,0.0436,0.9339,0.017,0.2222,0.7608,13,170,213,232,214,101
51,Squared_only,0.0,504,40620,0.9092,396.174,4033,1374,59574,55541,55539,75,40,234,72,75,69,5655,5741,0.0224,0.0342,0.9434,0.0273,0.2083,0.7643,21,160,238,202,234,69
