seed,day,hour,minute,current_station_id,is_at_depot,functional_load_before,depot_load_before,total_load_before,functional_deliveries,functional_pickups,onsite_repairs,depot_pickups,depot_deliveries,load_from_queue,bikes_involved,action_duration_min,next_station_id,travel_time_min,functional_load_after,depot_load_after,total_load_after,immediate_reward,vfa_value,accumulated_rollout_reward,tail_value,final_decision_score,maintenance_flag_present,selected_action_is_maintenance,n_total_candidates,vfa_top1_next_station,rollout_changed_decision,winning_candidate_rank,decision_runtime_s,winning_profile_type,phi_rebalancing_imbalance,phi_squared_starvation_penalty,phi_squared_congestion_penalty,phi_exponential_starvation_penalty,phi_exponential_congestion_penalty,phi_starvation_severity_max,phi_congestion_severity_max,phi_starvation_count,phi_congestion_count,phi_gross_starvation_risk,phi_gross_congestion_risk,phi_net_starvation_shortfall,phi_net_congestion_shortfall,phi_trailer_cannibalization,phi_global_onsite_backlog,phi_demand_weighted_depot_backlog,phi_time_remaining_fraction,phi_functional_bikes_time_penalty,phi_reachable_imbalance_fraction,phi_recoverable_imbalance_fraction,phi_imbalance_hotspot_distance
43,0,6,0,S0,False,0,0,0,0,0,0,0,0,0,[],3.0,S39,14.76,0,0,0,0.0,-4.829601,,,-4.829601,False,False,,,,,,,0.564464,,,,,0.911667,0.647857,,,,,,,,,,,,,,
43,0,6,17,S39,False,0,0,0,0,16,0,0,0,0,"['B431', 'B432', 'B433', 'B434', 'B435', 'B436', 'B437', 'B438', 'B439', 'B440', 'B441', 'B442', 'B443', 'B444', 'B445', 'B446']",11.0,S41,3.32,16,0,16,0.0,-5.491345,,,-5.491345,False,False,,,,,,,0.617062,,,,,0.983333,0.90303,,,,,,,,,,,,,,
43,0,6,32,S41,False,16,0,16,16,0,0,0,0,0,"['B431', 'B432', 'B433', 'B434', 'B435', 'B436', 'B437', 'B438', 'B439', 'B440', 'B441', 'B442', 'B443', 'B444', 'B445', 'B446']",11.0,S54,6.96,0,0,0,0.0,-5.694725,,,-5.694725,False,False,,,,,,,0.64272,,,,,1.0,0.97,,,,,,,,,,,,,,
43,0,6,50,S54,False,0,0,0,0,12,0,0,0,0,"['B574', 'B312', 'B711', 'B404', 'B322', 'B321', 'B763', 'B714', 'B485', 'B208', 'B207', 'B767']",9.0,S66,5.58,12,0,12,0.0,-5.737198,,,-5.737198,False,False,,,,,,,0.672226,,,,,0.975,0.985,,,,,,,,,,,,,,
43,0,7,4,S66,False,12,0,12,12,0,0,0,0,0,"['B574', 'B312', 'B711', 'B404', 'B322', 'B321', 'B763', 'B714', 'B485', 'B208', 'B207', 'B767']",9.0,S50,7.23,0,0,0,0.0,-5.204949,,,-5.204949,False,False,,,,,,,0.574727,,,,,0.948182,0.847059,,,,,,,,,,,,,,
43,0,7,20,S50,False,0,0,0,0,15,0,0,0,0,"['B559', 'B560', 'B561', 'B562', 'B563', 'B564', 'B565', 'B566', 'B567', 'B568', 'B569', 'B570', 'B571', 'B341', 'B17']",10.5,S26,4.82,15,0,15,0.0,-5.238141,,,-5.238141,False,False,,,,,,,0.583708,,,,,0.910476,0.928824,,,,,,,,,,,,,,
43,0,7,36,S26,False,15,0,15,15,0,0,0,0,0,"['B559', 'B560', 'B561', 'B562', 'B563', 'B564', 'B565', 'B566', 'B567', 'B568', 'B569', 'B570', 'B571', 'B341', 'B17']",10.5,S29,5.02,0,0,0,0.0,-5.317351,,,-5.317351,False,False,,,,,,,0.579859,,,,,0.931905,0.957143,,,,,,,,,,,,,,
43,0,7,51,S29,False,0,0,0,0,10,0,0,0,0,"['B301', 'B302', 'B303', 'B304', 'B305', 'B306', 'B307', 'B308', 'B309', 'B310']",8.0,S55,2.12,10,0,10,0.0,-5.411407,,,-5.411407,False,False,,,,,,,0.595253,,,,,1.0,0.857143,,,,,,,,,,,,,,
43,0,8,1,S55,False,10,0,10,0,5,0,0,0,0,"['B627', 'B628', 'B629', 'B630', 'B631']",5.5,S49,8.04,15,0,15,0.0,-5.406848,,,-5.406848,False,False,,,,,,,0.608082,,,,,1.0,0.823333,,,,,,,,,,,,,,
43,0,8,15,S49,False,15,0,15,0,5,0,0,0,0,"['B547', 'B548', 'B549', 'B550', 'B551']",5.5,S27,5.16,20,0,20,0.0,-5.352726,,,-5.352726,False,False,,,,,,,0.592688,,,,,1.0,0.816667,,,,,,,,,,,,,,
43,0,8,26,S27,False,20,0,20,10,0,0,0,0,0,"['B301', 'B302', 'B303', 'B304', 'B305', 'B306', 'B307', 'B308', 'B309', 'B310']",8.0,S7,7.39,10,0,10,0.0,-5.339355,,,-5.339355,False,False,,,,,,,0.599102,,,,,0.953846,0.884722,,,,,,,,,,,,,,
43,0,8,41,S7,False,10,0,10,5,0,0,0,0,0,"['B627', 'B628', 'B629', 'B630', 'B631']",5.5,S22,2.21,5,0,5,0.0,-5.17247,,,-5.17247,False,False,,,,,,,0.614496,,,,,0.883846,0.858392,,,,,,,,,,,,,,
43,0,8,49,S22,False,5,0,5,5,0,0,0,0,0,"['B547', 'B548', 'B549', 'B550', 'B551']",5.5,S37,7.12,0,0,0,0.0,-4.889635,,,-4.889635,False,False,,,,,,,0.58499,,,,,0.832308,0.808333,,,,,,,,,,,,,,
43,0,9,1,S37,False,0,0,0,0,20,0,0,0,0,"['B412', 'B413', 'B414', 'B415', 'B416', 'B417', 'B418', 'B419', 'B420', 'B542', 'B269', 'B575', 'B539', 'B272', 'B125', 'B314', 'B114', 'B256', 'B521', 'B391']",13.0,S62,2.6,20,0,20,0.0,-4.486404,,,-4.486404,False,False,,,,,,,0.492623,,,,,0.842308,0.685795,,,,,,,,,,,,,,
43,0,9,17,S62,False,20,0,20,10,0,0,0,0,0,"['B412', 'B413', 'B414', 'B415', 'B416', 'B417', 'B418', 'B419', 'B420', 'B542']",8.0,S51,5.81,10,0,10,0.0,-4.586716,,,-4.586716,False,False,,,,,,,0.492623,,,,,0.872222,0.704545,,,,,,,,,,,,,,
43,0,9,31,S51,False,10,0,10,5,0,0,0,0,0,"['B269', 'B575', 'B539', 'B272', 'B125']",5.5,S19,1.21,5,0,5,0.0,-4.701961,,,-4.701961,False,False,,,,,,,0.509301,,,,,0.823333,0.855952,,,,,,,,,,,,,,
43,0,9,37,S19,False,5,0,5,5,0,0,0,0,0,"['B314', 'B114', 'B256', 'B521', 'B391']",5.5,S47,10.78,0,0,0,0.0,-4.653498,,,-4.653498,False,False,,,,,,,0.502886,,,,,0.903333,0.67013,,,,,,,,,,,,,,
43,0,9,54,S47,False,0,0,0,0,13,0,0,0,0,"['B528', 'B529', 'B530', 'B531', 'B532', 'B533', 'B534', 'B535', 'B536', 'B537', 'B538', 'B222', 'B194']",9.5,S12,11.33,13,0,13,0.0,-4.162474,,,-4.162474,False,False,,,,,,,0.491341,,,,,0.725098,0.67013,,,,,,,,,,,,,,
43,0,10,14,S12,False,13,0,13,11,0,0,0,0,0,"['B528', 'B529', 'B530', 'B531', 'B532', 'B533', 'B534', 'B535', 'B536', 'B537', 'B538']",8.5,S63,5.44,2,0,2,0.0,-4.136596,,,-4.136596,False,False,,,,,,,0.438743,,,,,0.73,0.763462,,,,,,,,,,,,,,
43,0,10,28,S63,False,2,0,2,0,18,0,0,0,0,"['B540', 'B544', 'B543', 'B764', 'B657', 'B716', 'B614', 'B717', 'B184', 'B18', 'B496', 'B79', 'B766', 'B761', 'B369', 'B113', 'B709', 'B621']",12.0,S29,5.25,20,0,20,0.0,-4.071837,,,-4.071837,False,False,,,,,,,0.416934,,,,,0.73,0.763462,,,,,,,,,,,,,,
43,0,10,46,S29,False,20,0,20,20,0,0,0,0,0,"['B222', 'B194', 'B540', 'B544', 'B543', 'B764', 'B657', 'B716', 'B614', 'B717', 'B184', 'B18', 'B496', 'B79', 'B766', 'B761', 'B369', 'B113', 'B709', 'B621']",13.0,S57,2.05,0,0,0,0.0,-3.848014,,,-3.848014,False,False,,,,,,,0.415651,,,,,0.684615,0.68125,,,,,,,,,,,,,,
