seed,exp_name,alpha,duration_hours,total_runtime_s,lookahead_minutes,num_scenarios,n_routing_candidates,n_time_steps,service_level,avg_bike_km_driven,starvations,congestions,total_trips,bike_departures,bike_arrivals,total_depot_deliveries,total_depot_visits,total_fixed_on_site,total_picked_up_to_depot,total_depot_fixes,total_bikes_redistributed_from_depot,total_functional_pickups,total_functional_deliveries,broken_ratio_start_onsite,broken_ratio_start_depot,functional_ratio_start,broken_ratio_end_onsite,broken_ratio_end_depot,functional_ratio_end,broken_bikes_end_onsite,broken_bikes_end_depot,new_breakdowns_onsite,new_breakdowns_depot,restored_onsite,restored_depot
42,EX15_FleetBrokenGlobal_seed1000_g0p97_wsm1p0_wcm1p0_wf0p0_bias_term_trans100_fsdiag25_eps0_initbm2p5,0.0,504,40320,60.0,3,5,12,0.9487,400.9754,2181,914,60282,58101,58099,229,42,223,229,229,229,7162,7397,0.0157,0.0328,0.9514,0.0091,0.0169,0.9739,7,13,219,212,223,229
43,EX15_FleetBrokenGlobal_seed1000_g0p97_wsm1p0_wcm1p0_wf0p0_bias_term_trans100_fsdiag25_eps0_initbm2p5,0.0,504,40320,60.0,3,5,12,0.9517,398.2305,2068,835,60062,57994,57995,190,42,202,190,190,189,7374,7563,0.0079,0.0329,0.9593,0.0091,0.0248,0.9661,7,19,204,179,202,189
44,EX15_FleetBrokenGlobal_seed1000_g0p97_wsm1p0_wcm1p0_wf0p0_bias_term_trans100_fsdiag25_eps0_initbm2p5,0.0,504,40320,60.0,3,5,12,0.9437,398.233,2470,873,59410,56940,56943,235,42,246,235,235,234,7034,7272,0.0157,0.0288,0.9556,0.0092,0.0235,0.9673,7,18,242,230,246,234
45,EX15_FleetBrokenGlobal_seed1000_g0p97_wsm1p0_wcm1p0_wf0p0_bias_term_trans100_fsdiag25_eps0_initbm2p5,0.0,504,40320,60.0,3,5,12,0.9491,397.3683,2100,931,59520,57420,57423,218,42,223,218,218,220,7303,7525,0.0105,0.0276,0.9619,0.0078,0.0196,0.9726,6,15,221,208,223,220
46,EX15_FleetBrokenGlobal_seed1000_g0p97_wsm1p0_wcm1p0_wf0p0_bias_term_trans100_fsdiag25_eps0_initbm2p5,0.0,504,40320,60.0,3,5,12,0.9538,398.2123,1975,746,58938,56963,56962,218,42,205,218,218,210,7325,7550,0.0105,0.0316,0.9578,0.0026,0.0235,0.9739,2,18,201,206,205,210
47,EX15_FleetBrokenGlobal_seed1000_g0p97_wsm1p0_wcm1p0_wf0p0_bias_term_trans100_fsdiag25_eps0_initbm2p5,0.0,504,40320,60.0,3,5,12,0.9467,398.1052,2189,976,59402,57213,57214,234,42,213,234,234,236,7091,7327,0.0132,0.0448,0.942,0.0065,0.0248,0.9687,5,19,210,219,213,236
48,EX15_FleetBrokenGlobal_seed1000_g0p97_wsm1p0_wcm1p0_wf0p0_bias_term_trans100_fsdiag25_eps0_initbm2p5,0.0,504,40320,60.0,3,5,12,0.9481,398.7905,2231,863,59646,57415,57415,218,42,214,218,218,210,7072,7276,0.0106,0.0317,0.9578,0.0106,0.0356,0.9538,8,27,214,224,214,210
49,EX15_FleetBrokenGlobal_seed1000_g0p97_wsm1p0_wcm1p0_wf0p0_bias_term_trans100_fsdiag25_eps0_initbm2p5,0.0,504,40320,60.0,3,5,12,0.9487,397.1593,2127,908,59136,57009,57009,236,42,209,236,236,229,7174,7403,0.0131,0.0327,0.9542,0.0039,0.0209,0.9752,3,16,202,223,209,229
50,EX15_FleetBrokenGlobal_seed1000_g0p97_wsm1p0_wcm1p0_wf0p0_bias_term_trans100_fsdiag25_eps0_initbm2p5,0.0,504,40320,60.0,3,5,12,0.9534,398.0545,1980,788,59402,57422,57422,201,42,229,201,201,192,7294,7504,0.0143,0.0261,0.9596,0.0052,0.0196,0.9752,4,15,224,195,229,192
51,EX15_FleetBrokenGlobal_seed1000_g0p97_wsm1p0_wcm1p0_wf0p0_bias_term_trans100_fsdiag25_eps0_initbm2p5,0.0,504,40320,60.0,3,5,12,0.9503,399.379,2145,830,59852,57707,57707,229,42,232,229,229,233,7248,7464,0.0119,0.0264,0.9618,0.0091,0.0234,0.9674,7,18,232,226,232,233
