episode,service_level,bias,rebalancing_imbalance,squared_starvation_penalty,squared_congestion_penalty,gross_starvation_risk,gross_congestion_risk,global_depot_backlog,maintenance_restoration_value,alpha,alpha_initial,epsilon
131,0.927673801283559,-2.0279290474618143,-1.0643201708410834,-0.4455618550787606,-0.21796595774816171,-0.30367993551972305,-0.19335917891016535,-0.24728948374289725,-0.008498581475648274,0.02023,0.1,0.053829
132,0.9220529457999566,-2.035351148125541,-1.0681591599925946,-0.44722905746,-0.2186763530835392,-0.30486907549382075,-0.19408754585060442,-0.24812192949461448,-0.008530352299821336,0.020108,0.1,0.053292
133,0.9310525249797461,-2.0416550642002953,-1.0713511826994226,-0.44855044657250054,-0.21932523335986412,-0.3057908259290045,-0.19469269092794098,-0.24876883178268183,-0.008555720591713882,0.019987,0.1,0.052761
134,0.9237328441364316,-2.048732572942571,-1.0751080752000957,-0.45016233811318124,-0.22008001326183327,-0.306919367132417,-0.19541579715471138,-0.24959766294500993,-0.008583203783604632,0.019867,0.1,0.052235
135,0.9234569150102001,-2.055701815109185,-1.0788033705530213,-0.45172650252147367,-0.22081455291191285,-0.30797658156197594,-0.19605057504891127,-0.25046994986554433,-0.008617202695774751,0.019749,0.1,0.051714
136,0.929927325825347,-2.062049079263544,-1.0820733822809188,-0.45306436256060595,-0.22150661083243736,-0.3088830576947951,-0.1966227208994416,-0.2511537917655855,-0.008644388641899977,0.019632,0.1,0.051198
137,0.9287620472200031,-2.0684483563916474,-1.085355408726481,-0.4544637201306274,-0.22215556420230537,-0.3098960397892558,-0.1972681334004348,-0.25176259000002604,-0.008671911485222457,0.019517,0.1,0.050688
138,0.9243333892336072,-2.075138369908357,-1.088926910816672,-0.45597576752223423,-0.22286958515920532,-0.3108851695838332,-0.19793535713283378,-0.25259770241350094,-0.008704109978944448,0.019403,0.1,0.050183
139,0.9302843098179886,-2.081416124729482,-1.092150776133602,-0.457325652943828,-0.2234965667520446,-0.31176622855780695,-0.19855337266529108,-0.25330140001880114,-0.008734919197317545,0.01929,0.1,0.049682
140,0.9244626097487133,-2.0880466098376473,-1.0955823099038364,-0.45877580015407543,-0.2241915349691068,-0.31278396476040393,-0.19920692643844126,-0.25408606467541917,-0.008769208142710186,0.019179,0.1,0.049187
141,0.9290893491024713,-2.0941177179776393,-1.0986852385685892,-0.4600899695304651,-0.22479726110334064,-0.3137279161761481,-0.19977301997613855,-0.25475912713925136,-0.008797309921539466,0.019069,0.1,0.048697
142,0.9253321730981626,-2.1006778771969854,-1.102006619611849,-0.4615323945919783,-0.22538568617505927,-0.314715812558408,-0.2003890730264908,-0.2557338258551125,-0.008829004182822158,0.01896,0.1,0.048211
143,0.9213698584457375,-2.107737979631089,-1.1057021029146672,-0.46314253214098,-0.2260933973774915,-0.31584760045465965,-0.2010933984767934,-0.25647824297000693,-0.008863147069641333,0.018852,0.1,0.047731
144,0.9286519785232188,-2.1138367126718327,-1.1088734628122103,-0.46445829958426277,-0.22674148564710533,-0.3167816706774543,-0.20169329735347413,-0.257095706090112,-0.008891449535328189,0.018746,0.1,0.047255
145,0.9206666890914595,-2.1207759927903083,-1.1124817563605385,-0.46602747535456357,-0.22740632838689864,-0.317918065390637,-0.20235268722740593,-0.25810744682582343,-0.00892380627476113,0.018641,0.1,0.046784
146,0.9254666711350916,-2.1271001349599716,-1.1157430137152167,-0.4674324970376115,-0.2280538924856078,-0.31885393038328064,-0.20297597561389263,-0.2588212662990996,-0.008951341137754833,0.018537,0.1,0.046317
147,0.9212101738483394,-2.133732829576663,-1.1191695048776764,-0.46890933571874577,-0.2287185163442926,-0.3198956290502165,-0.20365047037006062,-0.2597117013671827,-0.008981539592100414,0.018434,0.1,0.045856
148,0.9228181076672104,-2.140086175164341,-1.1225422353865258,-0.4703296346000987,-0.22941524097942584,-0.32084353771192836,-0.20432073591877345,-0.26051836269968803,-0.009008405962213344,0.018332,0.1,0.045399
149,0.9263724253888188,-2.146265063856289,-1.125740824895459,-0.47169646496108864,-0.23003937942756722,-0.3218229164809464,-0.20492290093771018,-0.2611643559313248,-0.009042030978507256,0.018232,0.1,0.044946
150,0.9293977137007337,-2.1520108968506855,-1.1287041205524562,-0.472933494721256,-0.23063622070624024,-0.32267720918374837,-0.20548368375107398,-0.2617177358175855,-0.009063921256535603,0.018132,0.1,0.044498
151,0.9230730647048988,-2.15847274835164,-1.1320198360472031,-0.47434521948436487,-0.231283422674226,-0.323631975951577,-0.2060932448167718,-0.26258346000707444,-0.009093005860214217,0.018034,0.1,0.044054
152,0.9238927116039816,-2.164785317311565,-1.1351981724977867,-0.47573540281523025,-0.23185808648976408,-0.324594064289507,-0.20668387126507942,-0.26349953842304136,-0.009120182837496847,0.017936,0.1,0.043615
153,0.9269015092267501,-2.1708320927807385,-1.138286611468615,-0.47702506696413294,-0.2324854658297458,-0.32550956104675466,-0.2072797672740698,-0.2642024531811449,-0.009145604533489426,0.01784,0.1,0.04318
154,0.92420217181948,-2.1770171555857605,-1.141473046916833,-0.47836984859171067,-0.23313803028005858,-0.32643533706463274,-0.20790369911975756,-0.2648845260273523,-0.009174610220052505,0.017745,0.1,0.04275
155,0.9249649602883268,-2.183162229664839,-1.144662496211828,-0.47973668370302286,-0.23375982837113699,-0.32735842388941344,-0.20848022651752296,-0.2657492495319171,-0.009205327002631387,0.017651,0.1,0.042324
156,0.922459402173006,-2.189383381420614,-1.147876270258185,-0.4811384970332142,-0.23434914210640018,-0.3283317065612887,-0.20905402726972389,-0.26659445049474767,-0.009231677072011885,0.017557,0.1,0.041902
157,0.9273553927759535,-2.1950951360192086,-1.1508417083978986,-0.48239066464673025,-0.2349200825434242,-0.3291602248761391,-0.2096268620108195,-0.2673061440921032,-0.009255881904275539,0.017465,0.1,0.041484
158,0.9237850026925148,-2.2010990202145146,-1.1539727053379756,-0.48374065465178645,-0.23550602837531723,-0.3300554482923051,-0.21015984762878967,-0.26814127617986727,-0.009288452510792824,0.017374,0.1,0.04107
159,0.9226386298117687,-2.207210299207255,-1.1571577400922606,-0.4851215992324409,-0.23612019246520333,-0.33107872926176346,-0.21074767584369153,-0.2688704645275512,-0.009314673316398531,0.017283,0.1,0.040661
160,0.9220231117065818,-2.213486242332824,-1.1603409126177189,-0.4864480782427075,-0.23673743007226555,-0.33201596012263507,-0.21133901077278347,-0.26961925826138394,-0.009346105934165369,0.017194,0.1,0.040256
161,0.9193627079863389,-2.2199062455365635,-1.163709629718464,-0.4879001743967384,-0.23738414056744447,-0.33301400879950105,-0.2119260609862196,-0.2703856048021866,-0.009373923463601832,0.017105,0.1,0.039854
162,0.9290107334827371,-2.2253089917130753,-1.1665133755121773,-0.48910775876308277,-0.23792683496527336,-0.33385570647687735,-0.21245121241115,-0.2709440432345828,-0.009398431911598278,0.017018,0.1,0.039457
163,0.9247744411527067,-2.2311312753865025,-1.1695211380099502,-0.490429666846352,-0.23847222786442449,-0.33477121813299454,-0.21301262054504955,-0.27170940238594893,-0.009424275035468627,0.016931,0.1,0.039064
164,0.9212203549025527,-2.2372560587651975,-1.172663196722911,-0.49177653219129985,-0.23906570765070553,-0.33567466977835986,-0.2135741781669477,-0.27250465236663257,-0.009460077664315097,0.016845,0.1,0.038674
165,0.9176903557564656,-2.243591967510322,-1.1760320090851906,-0.49323612262540606,-0.23970968347626687,-0.3366881818039948,-0.21417285043814147,-0.27344698219298286,-0.009489241001057162,0.01676,0.1,0.038289
166,0.927816364560393,-2.2490361458467523,-1.178868696187908,-0.4944184010062198,-0.2402847526336109,-0.33750664159590454,-0.2147165529696561,-0.27403716292792624,-0.009510987844263654,0.016676,0.1,0.037907
167,0.9265475849761781,-2.2545652938829868,-1.1817546273277177,-0.49561860706580985,-0.24086096580948413,-0.33834206250579557,-0.21526848203532162,-0.27480394198416214,-0.009532203963780298,0.016593,0.1,0.037529
168,0.9300643899807841,-2.2596546601254888,-1.1844104603526524,-0.49672875998768373,-0.2414062498896981,-0.33912437258265044,-0.21576626855104614,-0.27540618369344616,-0.009554114944844405,0.01651,0.1,0.037155
169,0.9182362584055401,-2.265836552894664,-1.1877577880654004,-0.49816478483677157,-0.24206026794531152,-0.3401255749175569,-0.21633776150895032,-0.2763309401960063,-0.00958312335836071,0.016429,0.1,0.036785
170,0.926384485043703,-2.27128545888672,-1.1905657526485536,-0.4993237051115069,-0.2426362092361919,-0.34089650696243645,-0.21681780976163206,-0.2769999023543394,-0.009613027096313894,0.016348,0.1,0.036418
171,0.9260651415936729,-2.2766661629881666,-1.1933276555156245,-0.5004947499193662,-0.24317374939189224,-0.3416921560624704,-0.21733649841520333,-0.2776284042247551,-0.009638781695963423,0.016268,0.1,0.036055
172,0.925242085193919,-2.2822547830930424,-1.1961437405146875,-0.5016977273827609,-0.24369016502854904,-0.3425610748750765,-0.21786115669427758,-0.2782601936302259,-0.009662654484964252,0.016188,0.1,0.035695
173,0.9270596004622751,-2.2877517543586054,-1.198971832722239,-0.5028843930300148,-0.2442497118256473,-0.34339446602344154,-0.21842312198486197,-0.2788428173893924,-0.009689733138433321,0.01611,0.1,0.035339
174,0.924105043992209,-2.293241831501761,-1.2018420620444545,-0.5040998277649434,-0.24482913224401512,-0.344233009874639,-0.2189744099843255,-0.2795233157609643,-0.0097169430705182,0.016032,0.1,0.034987
175,0.9229074519432906,-2.29877424012953,-1.2047683407075358,-0.5053587910481133,-0.24538814979169365,-0.34510032432248383,-0.2194771947750887,-0.28033716375811124,-0.009742287389373355,0.015955,0.1,0.034638
176,0.9217677922776806,-2.30443751227245,-1.2077970509367595,-0.5067083710285026,-0.2459505455006706,-0.3460341269750906,-0.22000630150892803,-0.2812409216862075,-0.009770523299720755,0.015879,0.1,0.034293
177,0.9201426500241638,-2.310332588917226,-1.210864081712046,-0.5080044582326633,-0.24656889425233627,-0.3468911409306669,-0.22056014014827077,-0.2820990311167114,-0.009798651229404506,0.015803,0.1,0.033951
178,0.9300059417706477,-2.315199892474638,-1.2133626457994973,-0.5090664427315181,-0.2470433272728688,-0.347649539046351,-0.22104392018500854,-0.28269267005884813,-0.009822179541312715,0.015729,0.1,0.033613
179,0.9282062530581943,-2.320212043012901,-1.2159337253127147,-0.5101552433999723,-0.24752732000249067,-0.3484310548426925,-0.22153807179893414,-0.28334636423332626,-0.009840639296279296,0.015654,0.1,0.033278
180,0.9246266242059911,-2.3255259224708134,-1.218694305115884,-0.5113238089254498,-0.2480792625426434,-0.3492532432413261,-0.22206553523131278,-0.28392951225253465,-0.009860115665464617,0.015581,0.1,0.032946
181,0.9215892053973014,-2.3311108912482923,-1.2215857187896078,-0.5125381862086544,-0.24865557980710024,-0.3500713076358947,-0.222597640167033,-0.28464516244194105,-0.009887568456813644,0.015508,0.1,0.032617
182,0.9244695282276297,-2.3364088039241495,-1.2242984437875701,-0.5136765378507825,-0.24919237611939224,-0.3509060840105981,-0.22311137008332588,-0.2852854314476179,-0.00991239868092522,0.015436,0.1,0.032292
183,0.9278378378378378,-2.3413392579655636,-1.2268599006319922,-0.5147508945549698,-0.24971023618582688,-0.3516239501047083,-0.2235689235349625,-0.28597188076746705,-0.009935956112679995,0.015365,0.1,0.03197
184,0.9267791312029628,-2.346202522608692,-1.2293754334663891,-0.5158310268993355,-0.25017222492513563,-0.35239420577131897,-0.22399633451979878,-0.2867407540574815,-0.009962120955655249,0.015294,0.1,0.031652
185,0.9225810794890351,-2.3515496801086373,-1.232177230045401,-0.5170395216247884,-0.2507278709443695,-0.3532276033623022,-0.22451398684611842,-0.28741004523321756,-0.009987957671428509,0.015224,0.1,0.031336
186,0.9215839933305544,-2.357010855336433,-1.2350445356384772,-0.5182789688728232,-0.2512787304793227,-0.35406829447680194,-0.22500499414420427,-0.28834813551214217,-0.01000979545320313,0.015155,0.1,0.031024
187,0.9221923914695305,-2.3623157132115846,-1.2377884969206292,-0.5194610187867765,-0.2517899947783232,-0.3549496480117161,-0.2255432488003186,-0.288969195013797,-0.010035661730204062,0.015086,0.1,0.030714
188,0.9253537517076215,-2.367335039110287,-1.2403663369498386,-0.5205646193826169,-0.2522766063452592,-0.35571788304966856,-0.22604570198659435,-0.28958969841056303,-0.01006092460042945,0.015018,0.1,0.030408
189,0.9291087914481511,-2.372105990789347,-1.2428270554855185,-0.5215968089678304,-0.25276779140353683,-0.3564551135579155,-0.22649810325325653,-0.2901236344901046,-0.01008340786934916,0.01495,0.1,0.030105
190,0.9196830873854709,-2.377551782400581,-1.2457130232930118,-0.5228908693490083,-0.2532575460420448,-0.3573540343488638,-0.22696995968510444,-0.2911109716518544,-0.01011083690612135,0.014883,0.1,0.029805
191,0.9249924590273821,-2.3826334130366016,-1.2483672117829017,-0.5240500275148599,-0.2537727595673449,-0.3581434568344603,-0.22742254213821372,-0.2919219750020955,-0.010131100482923996,0.014817,0.1,0.029508
192,0.9252771129330686,-2.387469923848274,-1.2508860067306637,-0.5250830561711999,-0.25431862681533424,-0.3588669901789086,-0.2279687314090103,-0.29240778865500605,-0.010153974974654853,0.014751,0.1,0.029214
193,0.9267114904176657,-2.3923587229892163,-1.2534331777512293,-0.5261740753570976,-0.2548267246537088,-0.35963448325641456,-0.22843921228077588,-0.29298282231726375,-0.010173586518831736,0.014686,0.1,0.028922
194,0.9272568950215182,-2.39709063068446,-1.255875430301617,-0.5272038592376183,-0.2552767353569416,-0.36031154747679595,-0.22885787839624128,-0.2936237087095149,-0.010194425956829697,0.014621,0.1,0.028634
195,0.9274401848830887,-2.401708313431195,-1.2582837691975055,-0.5282418239209481,-0.2557334348083336,-0.3610031002702493,-0.22930313237014072,-0.29415145859039493,-0.01022012713605057,0.014557,0.1,0.028349
196,0.9199939197405755,-2.406887244617677,-1.2609943618262125,-0.5294107394297365,-0.2562596214479814,-0.36180411610119684,-0.2297561827792851,-0.29499672808060495,-0.010243457458498681,0.014493,0.1,0.028066
197,0.9250975380061887,-2.411793167080334,-1.2634706285131454,-0.5305002189303859,-0.25669222227697597,-0.3625978240984269,-0.23020694597129523,-0.29564725322038554,-0.01027197954657334,0.014431,0.1,0.027786
198,0.9255765375739097,-2.4165507025382986,-1.2659649926959764,-0.5315586335323474,-0.2571879430533618,-0.36331354484238604,-0.23068201702263663,-0.29619862778280553,-0.010296062313222708,0.014368,0.1,0.027509
199,0.920471232145241,-2.421837761852013,-1.2687065029124567,-0.5327690366434475,-0.25768458416853246,-0.36416976162685294,-0.23113435387808337,-0.2970805474461211,-0.010318464839558455,0.014306,0.1,0.027235
200,0.9255093558620455,-2.4264769700254933,-1.2711256076512656,-0.5338019762840713,-0.2581411271091888,-0.3648815072019085,-0.23158135080237294,-0.2977425995123016,-0.010340040773700003,0.014245,0.1,0.026963
201,0.9251182918820617,-2.4311955115328763,-1.2735402217449077,-0.5348301573914236,-0.2586007745142201,-0.36559255900565113,-0.23200243365513157,-0.2983112358236125,-0.010357412575802433,0.014184,0.1,0.026695
202,0.9250189985645529,-2.435919765355093,-1.2759677443739461,-0.5358819446769428,-0.25907320034157216,-0.3663148932859379,-0.23243267355605043,-0.29890678946530014,-0.01038256131117857,0.014124,0.1,0.026429
203,0.9242741894906328,-2.440671677906337,-1.278460545971289,-0.5369790080027762,-0.25954084855664783,-0.3670699368121072,-0.23290410803569656,-0.29958980555136683,-0.010405941970302675,0.014064,0.1,0.026165
204,0.9240561674934835,-2.4454725079134447,-1.2809848170091862,-0.5380930383635323,-0.260012804100785,-0.367784971002883,-0.2333694369770765,-0.30033051363836405,-0.010433115848374235,0.014005,0.1,0.025904
205,0.9242912316799622,-2.450129835737568,-1.2833823789438934,-0.5391280719505982,-0.26045498050565424,-0.3685243209830689,-0.23383503535931038,-0.3009618929646532,-0.010451797163435821,0.013946,0.1,0.025646
206,0.9306704323851792,-2.4543540716239742,-1.2855599850705837,-0.5400419699048098,-0.2609060763632678,-0.36914300990368454,-0.23425712482733121,-0.30143904991988374,-0.010468029154612698,0.013888,0.1,0.02539
207,0.9291011519381148,-2.458647486526316,-1.2877606628311458,-0.540946612789261,-0.26135905984821645,-0.36974480257954573,-0.23466517696497696,-0.3019202870389696,-0.010486052334931394,0.01383,0.1,0.025137
208,0.9204870818876949,-2.463636752414982,-1.2903878016597652,-0.5420968296111346,-0.26186505222295997,-0.37054959290687256,-0.23514536368404307,-0.3026322003899221,-0.010507647861917593,0.013772,0.1,0.024887
209,0.9299343816604293,-2.467865393690822,-1.292624870444177,-0.5430609418269589,-0.2623153593212169,-0.371217337701431,-0.23557978370348,-0.3031971309297532,-0.010524107922452173,0.013716,0.1,0.024639
210,0.925356915978468,-2.4724205252719282,-1.2949909120409393,-0.5440614295409532,-0.26276856513623786,-0.3719040387547133,-0.23601933920084406,-0.3038451951732701,-0.010543831973223141,0.013659,0.1,0.024393
211,0.9229664032611057,-2.4771575387052507,-1.297505689345808,-0.5451501826437344,-0.26325796438042587,-0.3726725107080733,-0.23649943904720966,-0.30446056292215207,-0.01057067404416436,0.013603,0.1,0.02415
212,0.9188700297538545,-2.482166132390615,-1.300215772392629,-0.5463429750562266,-0.2637899669393869,-0.373485527750336,-0.23703169578235908,-0.30516482551771107,-0.010597238054031507,0.013548,0.1,0.023909
213,0.9251486415926968,-2.486647254129013,-1.3025079085809634,-0.5473256821506012,-0.264232496209644,-0.3741709925966779,-0.23744829305901774,-0.3057493045385998,-0.010616023971144278,0.013493,0.1,0.023671
214,0.926620210235038,-2.491022778948689,-1.3047338079758561,-0.5482818872509049,-0.26464846414209153,-0.3748512073154841,-0.23788118064587102,-0.30630591021699577,-0.010634560372638269,0.013438,0.1,0.023435
215,0.9251610075193041,-2.4956088920952104,-1.307116598084934,-0.5493024048099667,-0.26512393443673293,-0.3755862676741677,-0.23835794679401695,-0.3068509668274412,-0.010657102709919222,0.013384,0.1,0.023201
216,0.9232762562877903,-2.5001225062277848,-1.309513910002583,-0.550320513534785,-0.2655877466936079,-0.37627894132934775,-0.23878461729641795,-0.30742857080257613,-0.010678433902122655,0.01333,0.1,0.02297
217,0.9238096818626882,-2.5047525998068516,-1.3119359337025378,-0.5513876673308673,-0.2660318105662585,-0.3770194918656971,-0.2392278249833574,-0.30813036145264655,-0.010699598266521011,0.013277,0.1,0.022741
218,0.9259818731117825,-2.5092072258096203,-1.3142570788445487,-0.552381522540053,-0.26646584455604233,-0.3776660824085377,-0.2396295459242367,-0.3086452352312199,-0.01072361838962699,0.013224,0.1,0.022514
219,0.9244644300727567,-2.513662049344816,-1.3165677813981607,-0.5533751718683176,-0.26688881131080777,-0.3783428770306727,-0.24001031808903558,-0.30934935660986507,-0.010742606044295805,0.013172,0.1,0.02229
220,0.9243317941285517,-2.51805318382376,-1.318853541929618,-0.5543530672610012,-0.2673284708778004,-0.37899762077778326,-0.24041170961732009,-0.310010709112259,-0.010763563064331008,0.01312,0.1,0.022067
221,0.9277268299237462,-2.522122810096575,-1.3209683773923742,-0.5552530498691827,-0.2677297738894864,-0.37962707724721095,-0.240811271269518,-0.3106194324383827,-0.010781264901561373,0.013068,0.1,0.021847
222,0.922730199613651,-2.5266586219906064,-1.3233449511771342,-0.5562675961974485,-0.2682112791982711,-0.38031609617325474,-0.2412722510671964,-0.31114032246275,-0.01080471860760802,0.013017,0.1,0.02163
223,0.9193619623564585,-2.5312683955437367,-1.3257536084775865,-0.5573041645344825,-0.2686766252454084,-0.38104768475789447,-0.24172770672579375,-0.311907047500506,-0.010828031704970783,0.012966,0.1,0.021414
224,0.9276315789473684,-2.5353592268873846,-1.327881795834856,-0.5582456613579896,-0.26906201257133877,-0.3817088514217408,-0.24212318370215677,-0.3124201896303915,-0.010853983869697626,0.012916,0.1,0.0212
225,0.9254742090899902,-2.539586750094976,-1.330061713592231,-0.5591754047725191,-0.26947932169499444,-0.3823107607106602,-0.24251088191467612,-0.3129646360077998,-0.010872906284314376,0.012866,0.1,0.020989
226,0.927796627166519,-2.543634363197649,-1.3321695221306211,-0.5601020058165298,-0.26986531254955165,-0.38297259646303883,-0.24288914581987217,-0.31361875636646436,-0.010894234281571932,0.012816,0.1,0.02078
227,0.9253225286927628,-2.5478952958897647,-1.3343900958034687,-0.5610474107676798,-0.2703110992699772,-0.38362465135734863,-0.24333461283515975,-0.31404568223368673,-0.010912586180698094,0.012767,0.1,0.020573
228,0.9203512868673537,-2.5524208030979914,-1.336756875116525,-0.5620454307799936,-0.2707878192570877,-0.38431509939627895,-0.24377518376225485,-0.3146413792096805,-0.010934427464592427,0.012718,0.1,0.020368
229,0.9246235426085183,-2.556586182600756,-1.3389109526632728,-0.5629587242299978,-0.27121531089524625,-0.38494312418154125,-0.24416913414588634,-0.31510688015269017,-0.010948866618855047,0.012669,0.1,0.020165
230,0.922521339461589,-2.5609905223552225,-1.341196258872099,-0.5639477146332429,-0.2716499602496714,-0.3856586374197057,-0.24456989540361715,-0.31581496225639555,-0.010972893649213115,0.012621,0.1,0.019964
231,0.9221057244959882,-2.565319383647348,-1.3435261424863598,-0.5649691779750289,-0.2721067962961288,-0.38635022802327873,-0.24496148019176783,-0.31651840426358346,-0.01099174767573581,0.012574,0.1,0.019765
232,0.9234483334725587,-2.5696734621667887,-1.3458001550781804,-0.5659584837116267,-0.2725300005501633,-0.38700848977887053,-0.2453894693592739,-0.3171022717394176,-0.0110162671607373,0.012526,0.1,0.019567
233,0.9245548266166823,-2.5739000843466715,-1.3479687273922716,-0.5669108177268336,-0.2729277739580958,-0.38764826916273154,-0.24580825316854843,-0.31763571083025327,-0.011032691684843197,0.012479,0.1,0.019372
234,0.9274427712877304,-2.5778090738079227,-1.349963753592553,-0.5677647479180342,-0.27330147768550644,-0.3882617213452336,-0.24620271862891568,-0.3180851146418382,-0.011053447778465038,0.012432,0.1,0.019179
235,0.9203572884119006,-2.582245121595857,-1.3522915713841166,-0.5687521798054547,-0.2737630682919484,-0.3889403638883553,-0.24664517009860137,-0.3185928342446264,-0.011071762519683169,0.012386,0.1,0.018988
236,0.9272712062907813,-2.5862151638573905,-1.3543542903169217,-0.56962772178919,-0.27417341461766404,-0.3895544935953935,-0.24704552475994454,-0.3191387687841125,-0.011090110157320875,0.01234,0.1,0.018799
237,0.9247346468174573,-2.5903006008191047,-1.3564847364630945,-0.5705531565184879,-0.2745720825004274,-0.3901923820691414,-0.24742266298470594,-0.31965043136973975,-0.01110635059508305,0.012294,0.1,0.018611
238,0.9228748484440253,-2.594440500775357,-1.3586611662278683,-0.5714784934377993,-0.27499877842643106,-0.3908055925806398,-0.24780877382541397,-0.3202933191633853,-0.011123680643335273,0.012249,0.1,0.018426
239,0.9192630768715906,-2.5989216242164543,-1.361004960748957,-0.572505209951051,-0.2754449400818704,-0.3915015352179579,-0.2482452866670288,-0.32086982164805383,-0.011145556699555624,0.012204,0.1,0.018242
240,0.921025641025641,-2.603267650513248,-1.3632817961755146,-0.5734675636343484,-0.275886342780139,-0.39217728140297214,-0.2486499778270118,-0.3214541895978905,-0.011162338485880677,0.012159,0.1,0.01806
241,0.9291755287970391,-2.606991366091401,-1.3652165778980514,-0.5743033121888256,-0.2762648044858773,-0.392745291648657,-0.24903907729003258,-0.32192434984899376,-0.011181135982984683,0.012115,0.1,0.01788
242,0.9254327563249001,-2.6108442046174454,-1.3672180202996171,-0.5751633658154036,-0.27664621303581866,-0.39335980241032537,-0.2493877725154348,-0.3224555043920572,-0.011198022698692004,0.012071,0.1,0.017702
243,0.921927303465765,-2.6150007816474745,-1.3694030986514154,-0.5761398102022762,-0.27704404914301517,-0.39403169885944744,-0.2497825950317183,-0.32302553629900677,-0.011218874075069114,0.012027,0.1,0.017526
244,0.9231663549512208,-2.6191181231161997,-1.3715569378874757,-0.5770569225126274,-0.2774743569390229,-0.3946447888291409,-0.2501642379690996,-0.3235885646646386,-0.011235389392568034,0.011984,0.1,0.017351
245,0.9252905554712143,-2.6231388818316286,-1.373607475693363,-0.5779399757811982,-0.27787046227325857,-0.3952790529216641,-0.2505652998581515,-0.32408302919674353,-0.01125003432265959,0.011941,0.1,0.017178
246,0.9316530311499568,-2.626598625459869,-1.3753464929030097,-0.5786772762345009,-0.2782128698912307,-0.39579906049561525,-0.25088268370775463,-0.32444404515504377,-0.01126795866562315,0.011898,0.1,0.017007
247,0.9227626557272315,-2.630679114956941,-1.3774582407384617,-0.57957101875712,-0.27863086693619926,-0.39643103803390695,-0.2512836698497261,-0.3249376738930643,-0.01128734941590104,0.011856,0.1,0.016837
248,0.9223865460998901,-2.634722245902256,-1.3795565025737355,-0.5804696807033134,-0.27904700528179494,-0.39705775566895446,-0.25167332243680196,-0.3254377815922715,-0.01130883172120783,0.011814,0.1,0.016669
249,0.9224790653362082,-2.6388395838339456,-1.3816993198082512,-0.5814142914106153,-0.2794328138427532,-0.3977329160299405,-0.2520803211746257,-0.3259540351152694,-0.011330486951088327,0.011772,0.1,0.016503
250,0.9254457596012998,-2.642689020893733,-1.383665329642803,-0.5822640694895094,-0.27980342699765687,-0.39832939048725025,-0.2524604672698826,-0.3264651383848556,-0.011348426380487704,0.01173,0.1,0.016339
251,0.9267600906268356,-2.6464315050744727,-1.3855841587894175,-0.5830910151102796,-0.2801588980427334,-0.39888729038417486,-0.2528007404893854,-0.32703425325264185,-0.011369079032975021,0.011689,0.1,0.016176
252,0.9253723857766187,-2.650331509840182,-1.3875923882048988,-0.5839475875614468,-0.2805393456867634,-0.39947883191916556,-0.25316757388621103,-0.32752741892934434,-0.01138415576638738,0.011648,0.1,0.016014
253,0.927087749046206,-2.654060613663327,-1.3895483020411175,-0.5847918802293134,-0.2809207989861722,-0.4000704038016475,-0.253519984227802,-0.327954225949948,-0.011398938804670421,0.011607,0.1,0.015855
254,0.9209490122797651,-2.6580839130104974,-1.391658454396996,-0.5857114476164702,-0.2813213356429898,-0.4007300069657451,-0.2538819164638357,-0.3285432506976558,-0.01142049980883824,0.011567,0.1,0.015697
255,0.9188155685237834,-2.6623270720544094,-1.3938787624160145,-0.5867099343133418,-0.2817049120112314,-0.40140728511027063,-0.2542601750342633,-0.3292079607086019,-0.011444312654855932,0.011527,0.1,0.01554
256,0.9312757481869871,-2.665703368625197,-1.395627578379384,-0.5874665871792285,-0.28204414697367186,-0.40192893212795444,-0.2545835902365243,-0.3296402858701327,-0.011456882055946218,0.011487,0.1,0.015385
257,0.9288338388945062,-2.669259274445663,-1.3974797939984283,-0.5882616713919071,-0.2824074468877087,-0.40246737528914867,-0.25492818261739797,-0.3300836360130432,-0.011473885108334402,0.011447,0.1,0.015232
258,0.9286000936392215,-2.6728107729899158,-1.399310023011719,-0.5890385397919244,-0.282774028873702,-0.4030287872184838,-0.2552810533355078,-0.330492573972653,-0.011490785170758465,0.011408,0.1,0.01508
259,0.9284083277367361,-2.6763496227261485,-1.4011077902616396,-0.5898166742760423,-0.28309683064330643,-0.40359730291349966,-0.2556051562674851,-0.3310295197890792,-0.011505644661144208,0.011369,0.1,0.01493
260,0.9278274680264148,-2.679985366366367,-1.4030004110585612,-0.590620620911713,-0.28347651764522475,-0.4041543714854268,-0.2559524806590035,-0.33142712729841756,-0.01152497389171632,0.01133,0.1,0.014781
261,0.9265751694802605,-2.6836301547761576,-1.404921500487609,-0.5914576982992078,-0.28383877675635344,-0.4047263762522838,-0.25632150046328217,-0.3319240389043674,-0.01154232684677102,0.011292,0.1,0.014634
262,0.9231377563897629,-2.6874120817045477,-1.406936946228472,-0.5923556491982678,-0.2842059946295488,-0.4053298173876649,-0.256685040143028,-0.33243288828270967,-0.011559076152276184,0.011253,0.1,0.014488
263,0.9267571358558802,-2.6909528489270738,-1.4087854586657937,-0.5931439988873901,-0.2845672887533315,-0.40585056016109494,-0.257014630278275,-0.3328668039814863,-0.011575325308285846,0.011215,0.1,0.014343
