episode,service_level,squared_starvation_penalty,squared_congestion_penalty,projected_starvation_risk,projected_congestion_risk
0,0.8910293185180712,-0.4237528170924634,-0.32469297587522306,-0.12149692041712115,-0.12433297566331021
1,0.9372915276851235,-0.5896341835326204,-0.4333297163352159,-0.1716970887966499,-0.1673044256743962
2,0.9425160019694732,-0.7193110083620939,-0.5245936475665735,-0.21106221129487243,-0.20530395889391348
3,0.9282870947157312,-0.8865949463758847,-0.6416146408406395,-0.25768835529147216,-0.2470111576777217
4,0.9386308805790109,-1.0192766706416554,-0.7329553709079368,-0.2971584760606541,-0.2828099141723211
5,0.9321754259659227,-1.1550174411780467,-0.8264694369849432,-0.3416219725306597,-0.31927176989280465
6,0.9386696593769905,-1.2684053179886938,-0.90411696135095,-0.38008752256093964,-0.350007284785929
7,0.9319535527344925,-1.3990371998296938,-0.9910400039022483,-0.4221228857864875,-0.3853513080431596
8,0.9387199137827805,-1.5064040112512398,-1.0637936132973063,-0.4572380791819512,-0.4165106864290748
9,0.939058421100009,-1.6074275976207655,-1.130418817614175,-0.4884137063426691,-0.443590890896733
10,0.9298992564164068,-1.7309755695675813,-1.215783867094048,-0.528674715393255,-0.48001021010204503
11,0.9378126591378846,-1.8282634041120316,-1.2789442344161792,-0.5588553784692608,-0.5044676115333497
12,0.9390030211480362,-1.912240639076053,-1.339248235155437,-0.5862160943130155,-0.5317582798841417
13,0.9310774277816591,-2.017955021310699,-1.4101762126872848,-0.6205233852690616,-0.5645414032462521
14,0.9348127600554785,-2.114244634162394,-1.4754817275295031,-0.6513791134778808,-0.5902782303969824
15,0.9383582269332691,-2.1884994974174434,-1.5295843193371197,-0.6697665782082255,-0.6096297715301242
16,0.937119063424054,-2.2645796013357082,-1.5819895462159057,-0.6952014490994701,-0.6298706877928777
17,0.9293212890625,-2.3546833199838333,-1.644727254999644,-0.7242612353351874,-0.6539021146587748
18,0.9383349845387132,-2.42434375344061,-1.6921932752340065,-0.743768665152789,-0.6733861177880338
19,0.9355873717347216,-2.4930236012867293,-1.740508547081708,-0.7671133788625393,-0.6938826641546507
20,0.9420569773056494,-2.5515604547186888,-1.780220483902066,-0.7839592423989622,-0.7084336134909005
21,0.9467552562118868,-2.596354769985678,-1.8121513754347154,-0.7985483713673539,-0.7213372782284379
22,0.937163858013625,-2.6626255195767525,-1.8587345179790644,-0.8182333224027311,-0.7414849058345597
23,0.9318739159040612,-2.736890510338333,-1.906376672883332,-0.8444347581998294,-0.7635466119618861
24,0.9391088070480357,-2.793929362422625,-1.945506919469101,-0.8664442521313955,-0.7820583746636736
25,0.9336070559610705,-2.853717161378172,-1.9852862116770846,-0.8825113831305712,-0.7966112470610867
26,0.9385256887565152,-2.910602058792546,-2.0239036794950445,-0.9064813692960049,-0.8157917473457478
27,0.9411835894953406,-2.961193617852392,-2.055699560015954,-0.9250948355432145,-0.830592253666401
28,0.9324005088133746,-3.0225268373167933,-2.0990369150004105,-0.9459625178681014,-0.8517199408041682
29,0.9365345970426802,-3.074927802737131,-2.1334238150254876,-0.9652180317186023,-0.8678292668944783
30,0.9418374091209517,-3.118275510322091,-2.166035370942872,-0.981084667846036,-0.8830621759405166
