Seed,time,vehicle_id,station_id,action_next_station,action_pickups,action_deliveries,expected_value_V,td_error,squared_starvation_penalty,squared_congestion_penalty,starvation_gravity,congestion_gravity,imbalance_weighted_distance,starvation_severity_max
9000,594.5811205898386,V0,S12,S31,0,9,-219.03341425180025,0.0,0.15298408998584473,0.11163039416933755,0.000929509096200308,0.11756624512251912,0.09890586595868296,1.0
9000,611.4470181172156,V0,S31,S32,0,0,-218.91402097140823,0.0,0.16275257272090055,0.10424838939980718,0.01572808846737319,0.026566683984785296,0.04708749886484838,1.0
9000,620.8537677114031,V0,S32,S44,11,0,-219.86135952367513,0.0,0.16763404970245308,0.10034783901860186,0.0,0.093285066059068,0.09020626608620719,1.0
9000,632.7718232027762,V0,S44,S63,9,0,-219.80545337092266,0.0,0.1742814123103856,0.08957243346139726,0.01588681482043039,0.025786639876541544,0.08981723100400582,1.0
9000,640.7392576014503,V0,S63,S51,0,0,-218.8420925303908,0.0,0.15799040414298418,0.10455047424728453,0.011221179679006531,0.01891998480326612,0.09110298925958492,1.0
9000,647.1674683023181,V0,S51,S29,0,11,-218.0303131670713,0.0,0.1514718663774968,0.10559777347307378,0.02046475242096111,0.009510210610831148,0.09049454798627249,1.0
9000,663.2346591670392,V0,S29,S31,0,9,-215.32183653874077,0.0,0.140644987305893,0.10055098296693539,0.003299181023155384,0.048971196451592904,0.09260553609001461,1.0
9000,677.2187735117079,V0,S31,S52,0,0,-219.7939232353106,0.0,0.1536541406458383,0.11452628956722381,0.0298814617477153,0.04376680149075657,0.09004843826319951,1.0
9000,683.2050596728269,V0,S52,S63,9,0,-217.70249106618738,0.0,0.15429773085255769,0.10209862050450189,0.010512698844320217,0.04695779606297494,0.07745859092529077,1.0
9000,691.9630805135947,V0,S63,S16,11,0,-215.40893302934154,0.0,0.14786823145545153,0.09127292033393525,0.009939591110623584,0.022034344835429827,0.09005522549502305,1.0
9000,700.7682415793499,V0,S16,S22,0,0,-201.58873935121306,0.0,0.1396713571069695,0.09811808373152513,0.009435325170877713,0.019316319838827017,0.13753499945286166,0.92
9000,712.1888324759683,V0,S22,S31,0,11,-217.00439470683244,0.0,0.14433309795962296,0.10656436450375124,0.026522561969825015,0.010275567704063203,0.08692927267131312,1.0
9000,725.1946297075045,V0,S31,S58,0,9,-214.6643696559213,0.0,0.1273936612384092,0.11866731004610515,0.01233237141224738,0.01927672762363254,0.04806134852366109,1.0
9000,735.9043317180154,V0,S58,S16,0,0,-215.39656394165962,0.0,0.13934726471634445,0.10269499064489634,0.014239326066958841,0.01558606133764442,0.08546864870798243,1.0
9000,740.7299719220683,V0,S16,S54,7,0,-214.3542604099685,0.0,0.14220613781899025,0.09106506798185443,0.016798225001889794,0.02172714092084441,0.07858097813232835,1.0
9000,751.2667512958897,V0,S54,S32,12,0,-215.98773197361788,0.0,0.15389013525527548,0.09601084514047184,0.0,0.02581635618537826,0.044364120068130106,1.0
9000,762.3154376747909,V0,S32,S58,1,0,-214.60779638689385,0.0,0.13947627773239607,0.10199214299112232,0.011043869264669319,0.026820529039017094,0.04852177398725488,1.0
9000,771.0163167132743,V0,S58,S41,0,14,-217.89241916243265,0.0,0.14853479580816717,0.10856635308228874,0.062022030156715625,0.0,0.04338629013597663,1.0
9000,784.9312160299286,V0,S41,S50,0,6,-201.84328506641097,0.0,0.1296463587150269,0.1166062732494228,0.0,0.023271511384624452,0.12727792853035524,0.92
9000,799.5570111090489,V0,S50,S60,0,0,-217.99020123205185,0.0,0.15277686673870053,0.09918204770923635,0.04514954120854661,0.008475921423041596,0.09221808968337154,1.0
9000,810.8725921968233,V0,S60,S41,15,0,-220.0555113108534,0.0,0.16462777667644313,0.11181979340240572,0.0,0.06051389844084001,0.053742106452588013,1.0
9000,822.237779003874,V0,S41,S15,5,0,-219.8924790518069,0.0,0.1685705570212076,0.10801007262156558,0.0,0.0287771124869247,0.038501764438697114,1.0
9000,832.2052301512283,V0,S15,S29,0,12,-223.73310612617013,0.0,0.17460501831968908,0.10781279268246442,0.08672730334166871,0.005104842146852842,0.0967072376453372,1.0
9000,845.1098024532081,V0,S29,S34,0,8,-223.99970680611483,0.0,0.18599928398609925,0.10400792694345315,0.017716639366298408,0.044746600325256854,0.10626794332884078,1.0
9000,854.5364585174103,V0,S34,S11,0,0,-225.27483927708735,0.0,0.19965551175363358,0.09370759226613376,0.03171186733114747,0.020001151071792334,0.107301270378566,1.0
9000,863.6113272748187,V0,S11,S62,9,0,-229.437808630066,0.0,0.2173284792544508,0.10633241259340633,0.015199245403532105,0.05489716615195782,0.09858029816083107,1.0
9000,879.1493666477156,V0,S62,S37,11,0,-235.43728188384193,0.0,0.24916700233193956,0.1063933590256095,0.05378489546646234,0.024438771695116362,0.0901896731878749,1.0
9000,890.2503031714826,V0,S37,S54,0,0,-235.16667417702195,0.0,0.22870770736282436,0.13379948385335388,0.03752669557112549,0.03418756795040437,0.09353066204591072,1.0
9000,898.2346875479913,V0,S54,S39,0,12,-237.24980871720027,0.0,0.24493936546778103,0.1331601754760465,0.03503285671535008,0.0017280855712458595,0.06821419771719081,1.0
9000,915.6463644410821,V0,S39,S50,0,8,-235.06720353653526,0.0,0.21295310239178558,0.1509084521369316,0.005389564500518081,0.03795219937141421,0.1523034817138101,1.0
9000,933.3254476118137,V0,S50,S37,0,0,-234.90138524218315,0.0,0.2200115515480618,0.1378853308213249,0.06938534749198999,0.008952030561456197,0.09793559123344789,1.0
9000,943.7868514928148,V0,S37,S44,18,0,-232.52331249285615,0.0,0.2174952296487161,0.13190347704865335,0.0,0.07771015646389956,0.10389214527424044,1.0
9000,957.1420253798447,V0,S44,S55,2,0,-235.24056821655256,0.0,0.22854027701741364,0.14578485686217757,0.015218724951142137,0.038431814676941324,0.04183129770164796,1.0
9000,964.9837519288054,V0,S55,S35,0,12,-236.5332798790214,0.0,0.21551071011848777,0.15184047909154264,0.06684789781670943,0.0,0.13637337577147512,1.0
9000,977.0273359471876,V0,S35,S1,0,8,-228.77348759566584,0.0,0.18225790082906748,0.14737583111123606,0.028550974682148636,0.02394745136997439,0.09280819787156167,1.0
9000,984.5558253703626,V0,S1,S43,0,0,-232.59586164718363,0.0,0.2042689379793838,0.13999644033871492,0.03862254273875237,0.02026964688869932,0.1371183823405876,1.0
9000,995.0151853938036,V0,S43,S51,15,0,-230.3648542139385,0.0,0.2061778596907585,0.13216866074085826,0.0,0.07027384237642023,0.09004024681002626,1.0
9000,1008.6321478923383,V0,S51,S52,5,0,-227.32055937277698,0.0,0.18323381160724153,0.13442811554894377,0.005082062305190294,0.10881126071343107,0.11021526917189114,1.0
9000,1018.7914775713938,V0,S52,S39,0,9,-229.22781878781078,0.0,0.18518788259590518,0.15013741139882134,0.029451004241780696,0.009913338458641353,0.0722016855440529,1.0
9000,1030.9558329678093,V0,S39,S26,0,11,-229.57933049618816,0.0,0.18442620209075825,0.1440236668548084,0.014666772821412875,0.033825653342576804,0.15427648841032054,1.0
9000,1049.19259499045,V0,S26,S51,0,0,-234.10198857508715,0.0,0.21383510845083326,0.14943684766029952,0.016404350744136976,0.025458996621551364,0.09073356205022295,1.0
9000,1063.4173903800977,V0,S51,S38,11,0,-229.3313123053812,0.0,0.2105042038815508,0.12416403162601046,0.0,0.04709540485482566,0.05169577568479446,1.0
9000,1077.391785377942,V0,S38,S46,9,0,-229.3524246140926,0.0,0.20878676026610818,0.11536030782307118,0.023751340481336244,0.01881078421164625,0.10537556181700326,1.0
9000,1089.3957427861283,V0,S46,S34,0,0,-230.4917830857728,0.0,0.20025765215357422,0.1346081537297638,0.01751860349898899,0.03289775703790509,0.11931266579432555,1.0
9000,1097.454880205794,V0,S34,S35,0,11,-230.81841446266606,0.0,0.19953580602272192,0.13512949539691346,0.03333480913390732,0.0,0.12605853761588667,1.0
9000,1110.2472859796744,V0,S35,S1,0,9,-226.9574986561031,0.0,0.18260985433935448,0.13434157429979962,0.01308505533098124,0.015615121076298241,0.09897694130799362,1.0
9000,1118.2757754028494,V0,S1,S65,0,0,-228.179175202674,0.0,0.19364983140807251,0.12518091054767935,0.022048004855350526,0.022480251513702094,0.1153355073431945,1.0
9000,1132.5582527796214,V0,S65,S46,13,0,-231.22080551430278,0.0,0.21796203646981677,0.12153128413359476,0.0,0.0658952059080235,0.10139377795658634,1.0
9000,1150.2828168417802,V0,S46,S54,7,0,-229.60527772491895,0.0,0.20092929538857926,0.1311276149177316,0.0,0.08641267984060917,0.10235216359732834,1.0
9000,1160.0868416280923,V0,S54,S63,0,12,-230.09032416195893,0.0,0.1998497059977682,0.13242779713351346,0.04913038516340607,0.0,0.08407985548921651,1.0
9000,1172.9473679902264,V0,S63,S26,0,8,-226.48392589442395,0.0,0.18080200227057655,0.125409868603711,0.001518138836342958,0.04078408038080025,0.1613634346949402,1.0
9000,1187.9227800783947,V0,S26,S48,0,0,-228.03640566060213,0.0,0.1963697725358943,0.12067479941420546,0.010252287987153181,0.03302252269660435,0.12560939437027044,1.0
9000,1862.5378538324367,V0,S48,S55,3,0,-242.3169552942428,0.0,0.25983583970863533,0.15549463306723568,0.02886555911252269,0.05084345979916631,0.054077960357837046,1.0
9000,1872.597186227628,V0,S55,S58,15,0,-242.55991322788026,0.0,0.2694944443210913,0.14614805417109308,0.0055784089392809265,0.04562936789641135,0.0695730195569096,1.0
9000,1888.7025313995168,V0,S58,S15,2,0,-243.20984890171212,0.0,0.25413337340864994,0.17193238438384134,0.01114625968524305,0.056708719287184364,0.06195191502521743,1.0
9000,1898.3717523066798,V0,S15,S41,0,14,-245.24264897874224,0.0,0.2571746252825518,0.1789715446244083,0.05744766848909766,0.0,0.05005103394196175,1.0
9000,1912.839203454034,V0,S41,S65,0,6,-247.46360067237686,0.0,0.2601333601607133,0.1915075586597994,0.002172110162226744,0.04504046126204032,0.1151627685227879,1.0
9000,1921.0676867141692,V0,S65,S47,0,0,-248.10236077063036,0.0,0.2706532250755753,0.18565452533186103,0.0474196396851447,0.019573618391624404,0.04439773231193355,1.0
9000,1925.6653471541063,V0,S47,S39,12,0,-245.66800046029405,0.0,0.2652188281175487,0.1730687617374667,0.019536921044457523,0.03369237817553608,0.07871612342688533,1.0
9000,1938.1883569731774,V0,S39,S27,8,0,-242.81466274125833,0.0,0.2534932799824054,0.16623042303480257,0.0,0.0697876510456393,0.09665209779141316,1.0
9000,1951.171137972322,V0,S27,S34,0,13,-238.1165277628413,0.0,0.22843210589006335,0.14931730827300016,0.06350584981228793,0.0,0.12438107624514201,1.0
9000,1963.351336127338,V0,S34,S61,0,7,-236.8021812026428,0.0,0.22100190251996135,0.16403409249648265,0.02543558936591932,0.09180211673451347,0.05287711395210501,1.0
9000,1974.0019718647059,V0,S61,S54,0,0,-238.42559682548384,0.0,0.23141884532991971,0.15338970168466462,0.03198653345657622,0.03116685993069313,0.11793043234907612,1.0
9000,1981.8351154075324,V0,S54,S39,9,0,-239.04647344387308,0.0,0.24551310766369977,0.15110513297155323,0.0020919394942999704,0.03596576404734787,0.07093761292709679,1.0
9000,1997.7467923006234,V0,S39,S44,10,0,-237.48183691806446,0.0,0.2518076512124991,0.12134295332561554,0.017247241117341848,0.04086341489223126,0.1141430891978363,1.0
9000,2010.6197259809323,V0,S44,S62,1,0,-237.9282820669855,0.0,0.24564400029583422,0.1347403561228708,0.010076237023457555,0.051527479206023324,0.11023237185900688,1.0
9000,2016.3218631991526,V0,S62,S61,0,13,-234.90103339813166,0.0,0.2284561610559647,0.13620662876670492,0.05350124620710563,0.0,0.050784920508778426,1.0
9000,2027.8821776093364,V0,S61,S41,0,7,-234.18375672412012,0.0,0.22399722602226546,0.14163402825914748,0.013575405750155478,0.04715778078060027,0.05559459537494383,1.0
9000,2036.621716840262,V0,S41,S59,0,0,-235.89393621249627,0.0,0.23182355874784366,0.1388952454048295,0.013559986032235813,0.025740837687585963,0.09776542328236629,1.0
9000,2042.5963212634083,V0,S59,S63,10,0,-234.15695992594988,0.0,0.2248394669548594,0.13490928986692022,0.002811892417370779,0.10444110983527609,0.09787047057615816,1.0
9000,2053.8159001684685,V0,S63,S16,10,0,-231.3373028524093,0.0,0.22011794020201345,0.11728114087938968,0.010285285746981345,0.052477563911143124,0.10687630553030669,1.0
9000,2062.121061234224,V0,S16,S40,0,0,-230.81701353713197,0.0,0.2036519430588335,0.13217656181891277,0.01915727195392644,0.0418382267548641,0.11941211806821471,1.0
9000,2068.0662039710032,V0,S40,S66,0,10,-229.3175931643909,0.0,0.19601723556511672,0.1270433962642148,0.030708105840349345,0.008628680133082543,0.13437776700627882,1.0
9000,2079.4830049362618,V0,S66,S24,0,10,-225.8655532507975,0.0,0.16551423350216493,0.14119630420949547,0.015044453357764848,0.016477076211229055,0.14792552133358342,1.0
9000,2094.0362644333013,V0,S24,S44,0,0,-229.27125706671086,0.0,0.1947810074341979,0.13515418294350323,0.012672961894774787,0.013167142205533612,0.10766824452702735,1.0
9000,2106.711754900483,V0,S44,S10,8,0,-226.65633369720314,0.0,0.18996481653838546,0.12363373426572186,0.0037969033296559,0.05447755925686253,0.09414948366276829,1.0
9000,2118.5425956711774,V0,S10,S61,8,0,-226.260577600511,0.0,0.19147064455408974,0.1263194021678477,0.0,0.04675607477930779,0.04559845650421976,1.0
9000,2130.6374953234804,V0,S61,S26,0,1,-226.88036133407005,0.0,0.17725366776930887,0.13406985307118108,0.009536724444399734,0.017592626342351272,0.1498637659184363,1.0
9000,2140.1742327538236,V0,S26,S24,0,14,-223.04958192569617,0.0,0.15082140049414278,0.13608417963399383,0.03309780409088595,0.00176335632242002,0.1466177909018732,1.0
9000,2153.1727719238015,V0,S24,S32,0,1,-220.69282979172797,0.0,0.15807030544224443,0.12208468130033037,0.027305538979748835,0.008263652423571069,0.05355779566391678,1.0
9000,2167.0606769257306,V0,S32,S55,11,0,-221.62136024529804,0.0,0.17473277851838312,0.11314655027043008,0.0,0.02274033376276803,0.04112121376176312,1.0
9000,2176.7330685520483,V0,S55,S62,9,0,-224.43291112933787,0.0,0.1828797649698519,0.10801173551537266,0.04850439053454724,0.009948212787201998,0.10014816689437896,1.0
9000,2187.451001778782,V0,S62,S35,0,0,-222.29347578236028,0.0,0.1696461277697269,0.1105533737266254,0.023040038627308326,0.015122199355656214,0.1169536481421583,1.0
9000,2196.0655886760383,V0,S35,S1,0,12,-220.3602388569342,0.0,0.15996003162142328,0.10712278007006341,0.056485618357910015,0.0,0.08836970921168769,1.0
9000,2205.594078099213,V0,S1,S50,0,8,-217.09127864151557,0.0,0.13590593785454114,0.11439652469814078,0.008410652042486274,0.02779657048816063,0.13420871524646572,1.0
9000,2214.7214169829376,V0,S50,S57,0,0,-219.40202153956898,0.0,0.1552695167678667,0.10374926394722117,0.036410501187130864,0.013755006200561241,0.12397028019566703,1.0
9000,2219.860491138477,V0,S57,S5,13,0,-217.93740267447936,0.0,0.16467335266126515,0.09195856629146096,0.0,0.02990074540017764,0.0781855076641009,1.0
9000,2245.746387287577,V0,S5,S29,7,0,-221.80498320740622,0.0,0.18554017437947054,0.0906901115224195,0.0,0.04099816990006179,0.10329481557964529,1.0
9000,2266.5844728459174,V0,S29,S17,0,15,-216.4064246114541,0.0,0.15767524349299297,0.0827384571929402,0.05947848412059681,0.0,0.0584408477079092,1.0
9000,2283.8496815407007,V0,S17,S50,0,5,-199.10023788856222,0.0,0.13635740946725955,0.0859148472869764,0.0,0.04857825050124368,0.1238157030783762,0.92
9000,2295.6622534154667,V0,S50,S41,0,0,-218.48003308278425,0.0,0.17762175780761458,0.07620601521544136,0.047162930939979204,0.02490953471732073,0.043052422077664756,1.0
9000,2307.288048494587,V0,S41,S43,13,0,-216.84498071690254,0.0,0.17437795326934394,0.06093294091599472,0.00755779768656007,0.05470727154484735,0.13054361135103276,1.0
9000,2322.1196609405692,V0,S43,S10,7,0,-222.37273830779446,0.0,0.19885613028447038,0.07707474841625823,0.0,0.060048047708914594,0.1024520115551776,1.0
9000,2334.079761629516,V0,S10,S32,0,9,-223.81782474240848,0.0,0.20053041988517709,0.08390057302446426,0.05898845618473292,0.011346982968761517,0.05721284455119348,1.0
9000,2344.828958061497,V0,S32,S39,0,11,-223.58822783809222,0.0,0.18585557120517562,0.10656857466271365,0.011378583512086062,0.058012247316493,0.07329500780400333,1.0
9000,2361.6147630343457,V0,S39,S47,0,0,-225.51642170626278,0.0,0.1838853399658028,0.12926502597228623,0.005466177871317663,0.0980313256049219,0.04244358082642967,1.0
9000,2368.137772853417,V0,S47,S66,2,0,-228.57204558409506,0.0,0.1979744748583579,0.11687510224390245,0.03248223124945993,0.03947599260056106,0.13980953633096185,1.0
9000,2374.95149768628,V0,S66,S47,12,0,-230.7963907486846,0.0,0.22046421616932246,0.12129457142278643,0.0,0.16626422601302254,0.04471406385112713,1.0
9000,2386.765222519143,V0,S47,S39,0,0,-231.4468791913958,0.0,0.21124140816840364,0.1352374862133577,0.0,0.085147058957888,0.07928960762453935,1.0
9000,2393.2882323382146,V0,S39,S28,0,14,-235.2084020728136,0.0,0.21426927109182048,0.1462355366616642,0.0226651793387036,0.015786379431567476,0.16284640979107792,1.0
9000,2414.410266861487,V0,S28,S58,0,0,-232.83072047211047,0.0,0.20730611434235974,0.14769568256185103,0.03395099720890691,0.01786408851215682,0.0746733995280118,1.0
9000,2429.718465369221,V0,S58,S44,14,0,-228.9943786407834,0.0,0.19980931542375605,0.12635519452910576,0.0,0.06619596984855712,0.1146735856655576,1.0
9000,2441.507158144397,V0,S44,S28,6,0,-230.3486358201891,0.0,0.2025421614506741,0.12745543685786975,0.0,0.04710047429301259,0.1578371726145065,1.0
9000,2460.3587730191934,V0,S28,S29,0,12,-231.02145789651877,0.0,0.1975828725366431,0.14137785401040778,0.03554995654653794,0.00770173625972126,0.10876942486147212,1.0
9000,2482.4082495583466,V0,S29,S46,0,8,-227.5853775593468,0.0,0.16958837822469028,0.15418977283030857,0.007694486485157046,0.06387395457630074,0.11732658322466978,1.0
9000,2494.140412724843,V0,S46,S55,0,0,-228.93347589963545,0.0,0.1913384823808709,0.14776957554248193,0.0,0.05513390425735885,0.04389803045261049,1.0
9000,2500.02376150119,V0,S55,S4,0,0,-229.7259087856302,0.0,0.19920107490100938,0.12865049386997057,0.024598313047285603,0.03714260093214891,0.11970561858009107,1.0
9000,2508.3240296448116,V0,S4,S44,9,0,-228.5477273735512,0.0,0.20588761789907964,0.11450584853542267,0.002918098057979636,0.05645128039462203,0.11348673306565585,1.0
9000,2517.7512558855115,V0,S44,S31,8,0,-230.10037963034767,0.0,0.20937975068108533,0.11551126351186583,0.05290145728484027,0.0,0.1084924914233707,1.0
9000,2528.495714818228,V0,S31,S46,3,0,-227.9355790141962,0.0,0.19012228811005594,0.1295098169912227,0.004269818030413416,0.057061737352238684,0.12105319530874296,1.0
9000,2538.030006256024,V0,S46,S39,0,11,-224.88508789751708,0.0,0.1780667885173287,0.12756096077404813,0.021144259675113602,0.0,0.06744824556264666,1.0
9000,2552.7867358957037,V0,S39,S38,0,9,-223.0772232527413,0.0,0.1676087556858177,0.13027222199163255,0.014781135597717574,0.03532772397482468,0.05003237795766785,1.0
9000,2562.0715826687906,V0,S38,S31,0,0,-226.36787873213075,0.0,0.18715244660215202,0.11636808247029556,0.057211933792552704,0.0,0.09982706186380955,1.0
9000,2568.382503571275,V0,S31,S41,20,0,-223.98680334711133,0.0,0.1850125102390452,0.11521318024962315,0.0,0.12258573746357503,0.04859853029246989,1.0
9000,2582.6513468540556,V0,S41,S27,0,0,-223.82674929758232,0.0,0.16887189432381278,0.12873588463753,0.021735160040840116,0.049693087521007547,0.0799744812164594,1.0
9000,2588.7952526216704,V0,S27,S15,0,12,-221.8793954497272,0.0,0.15762497360407537,0.1297961137947741,0.05348584027558905,0.0,0.04033036612420601,1.0
9000,2599.1190641885482,V0,S15,S26,0,8,-221.04716624762602,0.0,0.14809565975622677,0.12779045936780234,0.0,0.05247171440789817,0.151507815992711,1.0
9000,2608.9220321320167,V0,S26,S32,0,0,-222.96336682689054,0.0,0.17356413206787705,0.11800242883021039,0.03319435867191845,0.028203104616383295,0.05292857040833574,1.0
9000,2619.639350927221,V0,S32,S45,10,0,-222.9403500482362,0.0,0.18180396365902235,0.10332356949619899,0.0,0.07613513004260747,0.10852193924832694,1.0
9000,2629.9060748686684,V0,S45,S37,7,0,-224.7385797474074,0.0,0.1919692919277496,0.10595608802847548,0.0,0.07641121536264688,0.09440577984202315,1.0
9000,2638.914322387395,V0,S37,S57,0,5,-225.71831208464425,0.0,0.18253437885935372,0.11735470733179618,0.025557883457807365,0.040108496028574546,0.13165638737031243,1.0
9000,3302.971433483099,V0,S57,S1,0,11,-251.5066115221819,0.0,0.2585433226622848,0.2181823650199529,0.038726530821342475,0.025216334544852195,0.12717359204226875,1.0
9000,3312.130040894333,V0,S1,S55,0,1,-251.29891799253846,0.0,0.27160389879183633,0.2080533269354751,0.04422555668877764,0.023648487329669766,0.05883354707361063,1.0
9000,3318.852585087013,V0,S55,S39,14,0,-250.19162280741702,0.0,0.27288104709783984,0.1989056180720026,0.015518033591283105,0.05550893143345395,0.07858145251073777,1.0
9000,3337.41692675132,V0,S39,S15,6,0,-248.3304310969513,0.0,0.2653067626612189,0.19845579290755397,0.0,0.08554617701695642,0.06446174111460949,1.0
9000,3350.6278169941424,V0,S15,S34,0,14,-248.28527684074595,0.0,0.2463232429756871,0.20073210502143635,0.07708993366512433,0.0,0.14374938319508848,1.0
9000,3362.130792550466,V0,S34,S31,0,6,-245.48572211810836,0.0,0.24436780683037143,0.19570812401017243,0.0,0.11343514351260005,0.11844418881477858,1.0
9000,3372.7671236170218,V0,S31,S47,0,0,-245.99521386787438,0.0,0.25939759000276097,0.18973545234943362,0.003224048401438763,0.07674887923873978,0.04925712806099142,1.0
9000,3378.4847251563724,V0,S47,S41,0,0,-244.34318078810676,0.0,0.2598522071497062,0.172997347711286,0.024793285853372617,0.044583168743768053,0.04937226036378168,1.0
9000,3382.9354434818547,V0,S41,S39,10,0,-242.62578038212934,0.0,0.2539138624587512,0.16650155367688654,0.003355504070491952,0.058642893409438415,0.07816287574185651,1.0
9000,3394.2521152841814,V0,S39,S41,10,0,-239.48942446159012,0.0,0.24391403744648454,0.1590921558402424,0.0,0.07724395100928287,0.05234817835419964,1.0
9000,3405.568787086508,V0,S41,S61,0,2,-240.22220216138214,0.0,0.23765616096959177,0.16442346204745673,0.05546331632275537,0.04547559642775859,0.053784009999756174,1.0
9000,3411.8083263174335,V0,S61,S65,0,8,-239.25970992395239,0.0,0.2228506478064886,0.16492746959729748,0.06420625595122624,0.020628621059852987,0.12758468032564774,1.0
9000,3422.9963786588796,V0,S65,S31,0,10,-235.31910831103622,0.0,0.20434542415091148,0.16840250154084163,0.014790271915497248,0.05663089214802599,0.11234528334405602,1.0
9000,3434.191505424276,V0,S31,S41,0,0,-238.46234341186528,0.0,0.23166114912686706,0.16633082266470237,0.0,0.08610460456473658,0.05879339165881487,1.0
9000,3438.4603487070567,V0,S41,S53,0,0,-238.01914328106307,0.0,0.22305468990796848,0.1590538175465339,0.061918256243031884,0.020903508693357605,0.10115992199431116,1.0
9000,3447.497571233637,V0,S53,S10,15,0,-237.8845279706504,0.0,0.2414601476568409,0.140422459253063,0.0,0.10848815152823554,0.11206805045577063,1.0
9000,3461.537092087448,V0,S10,S61,5,0,-240.52266720639722,0.0,0.2525353561723907,0.15409373357211112,0.004700565586517109,0.100051972044089,0.05515290131331821,1.0
9000,3472.131991739751,V0,S61,S17,0,8,-237.0995041701558,0.0,0.22908622667761128,0.1496767571298762,0.049716044466579935,0.008095628596791889,0.07538254015550624,1.0
9000,3487.0092061317,V0,S17,S31,0,12,-236.44583870865873,0.0,0.22905273264502815,0.14602930707984896,0.005361697703852094,0.05918493851631444,0.10968361804950819,1.0
9000,3503.7318075858648,V0,S31,S47,0,0,-233.42725413307926,0.0,0.22665540830307665,0.13549638037854567,0.0,0.06483940517950583,0.045444713086545255,1.0
9000,3509.4494091252154,V0,S47,S37,0,0,-233.8121547644735,0.0,0.22857142004835362,0.12172529220085804,0.04353267449176199,0.017350528273460536,0.09919136290334232,1.0
9000,3517.4198012472366,V0,S37,S36,17,0,-234.49884058620245,0.0,0.23438280650650248,0.11780571103304231,0.0,0.07029172138408135,0.15313782449198157,1.0
9000,3533.7602114846636,V0,S36,S29,3,0,-227.3991717087397,0.0,0.19597954897251338,0.11951386486791458,0.0,0.036611739318047384,0.1138201652254182,1.0
9000,3544.235407558808,V0,S29,S31,0,15,-227.09620330534932,0.0,0.19010823233663576,0.12349475046031148,0.0241863270945817,0.012437543243583215,0.09948226050174241,1.0
9000,3561.219521903477,V0,S31,S41,0,5,-224.64112556786785,0.0,0.1817728959837444,0.12567845544398706,0.005135394842668182,0.04230250332918039,0.04609196080211237,1.0
9000,3567.988365186258,V0,S41,S63,0,0,-227.06888978175346,0.0,0.18935466431276254,0.1254475610603988,0.026189264481677545,0.02203640666443116,0.08809741919741913,1.0
