Seed,time,vehicle_id,station_id,action_next_station,action_pickups,action_deliveries,expected_value_V,td_error,rebalancing_imbalance,squared_starvation_penalty,squared_congestion_penalty,starvation_gravity,congestion_gravity,imbalance_weighted_distance,starvation_severity_max,congestion_severity_max,work_ratio,imbalance_concentration,time_of_day_fraction,multi_horizon_starvation_risk
9000,579.6432839375857,V0,S59,S51,8,0,-212.73182949946272,0.0,0.3713919178960872,0.15199383122787755,0.07727864662056569,0.0,0.03765779295769765,0.0665889723851866,1.0,0.7647058823529411,1.0,0.04835924006908463,0.375,0.22771007055805004
9000,592.2917957861952,V0,S51,S18,0,11,-216.83862475493606,0.0,0.3855035279025016,0.14788640562938038,0.10712434188790336,0.031058614472937437,0.0,0.04915547650435914,1.0,0.8888888888888888,1.0,0.04658901830282862,0.375,0.2193713919178961
9000,606.8406365281804,V0,S18,S26,0,9,-222.49031328417408,0.0,0.3855035279025016,0.13877692786166376,0.12047935672322392,0.01001342428440015,0.029966640515003987,0.13241484064194514,1.0,1.0,1.0,0.036605657237936774,0.4166666666666667,0.20910840282232201
9000,621.8016343962283,V0,S26,S52,0,0,-218.65938587176146,0.0,0.38293778062860806,0.1437888000978783,0.09012009902326429,0.0152058657880345,0.06590993263529649,0.07218167374349288,0.9166666666666666,0.8461538461538461,1.0,0.04690117252931323,0.4166666666666667,0.2289929441949968
9000,631.7991767320901,V0,S52,S54,9,0,-223.97047677103436,0.0,0.3855035279025016,0.15303485561627225,0.09207547544812503,0.004250578377415604,0.05694678005162998,0.07929291489684798,1.0,1.0,1.0,0.04991680532445923,0.4166666666666667,0.241180243745991
9000,643.1046743692963,V0,S54,S55,11,0,-226.50982664618664,0.0,0.3983322642719692,0.15887104167209243,0.09727766160033353,0.0,0.045321473053989154,0.035034124089353684,1.0,1.0,1.0,0.04830917874396135,0.4166666666666667,0.2482360487491982
9000,652.5523937418301,V0,S55,S29,0,0,-220.49188457179017,0.0,0.37780628608082106,0.1362115437338832,0.10093774000622888,0.022687382127812045,0.029884229711256302,0.09031888682587848,1.0,1.0,1.0,0.04753820033955857,0.4166666666666667,0.22386144964720975
9000,657.6743293750743,V0,S29,S61,0,14,-214.87348848742434,0.0,0.3636946760744067,0.12026012768539034,0.10377543576710133,0.03635579089224185,0.0,0.04050388022783955,1.0,1.0,1.0,0.04938271604938271,0.4166666666666667,0.21039127645926875
9000,673.4112718288833,V0,S61,S34,0,6,-217.19433026244423,0.0,0.3598460551635664,0.11153734422998468,0.10512973481265987,0.0,0.041385948129769055,0.09091664147097196,1.0,1.0,1.0,0.04634581105169341,0.4583333333333333,0.1988454137267479
9000,683.5619075662511,V0,S34,S44,0,0,-220.38566900091524,0.0,0.36626042334830017,0.1250121002119639,0.09391353264303089,0.02315233291336553,0.029613246336341867,0.07526886332061983,1.0,1.0,1.0,0.04553415061295972,0.4583333333333333,0.2161642078255292
9000,691.5039912235147,V0,S44,S49,10,0,-218.72129455882472,0.0,0.3534316869788326,0.12791560235083446,0.07348248784590956,0.0006742589299310501,0.030482055770905438,0.13475719171996264,1.0,1.0,1.0,0.047186932849364795,0.4583333333333333,0.22129570237331622
9000,703.99289501625,V0,S49,S39,10,0,-214.6755956667442,0.0,0.34830019243104554,0.12252123819667846,0.07314889520121161,0.006160490055695662,0.03209664285374211,0.0502489434631716,0.92,1.0,1.0,0.04788213627992634,0.4583333333333333,0.22193713919178962
9000,712.832803597424,V0,S39,S29,0,0,-217.66722676454134,0.0,0.3521488133418858,0.12535683131441866,0.07867911726402384,0.03330418695818991,0.01793254498243952,0.0770263544355783,1.0,1.0,1.0,0.04735883424408015,0.4583333333333333,0.21808851828094933
9000,725.3630530739266,V0,S29,S34,0,15,-217.62156482683017,0.0,0.3495830660679923,0.11085257080898427,0.07737269705573521,0.07423244911883728,0.0,0.0877074333743756,0.92,0.9166666666666666,1.0,0.05137614678899083,0.5,0.20718409236690186
9000,738.2897091381288,V0,S34,S32,0,5,-216.71710233678954,0.0,0.3534316869788326,0.121253387440208,0.05994280201749241,0.04249997440148165,0.0,0.04000014779457445,0.92,0.75,1.0,0.050816696914700546,0.5,0.2251443232841565
9000,748.4092035613178,V0,S32,S61,12,0,-215.39210190685554,0.0,0.3470173187940988,0.12256174829425746,0.060262621033149485,0.0,0.056292304534986085,0.04252684562796391,0.9375,0.7333333333333333,1.0,0.05545286506469501,0.5,0.22257857601026299
9000,762.8242547209525,V0,S61,S53,8,0,-220.93002724430067,0.0,0.3598460551635664,0.12188003800052054,0.06587513104578822,0.0,0.047287590209842065,0.0769337188335927,1.0,0.8666666666666667,1.0,0.0570409982174688,0.5,0.22771007055805004
9000,773.6375666870797,V0,S53,S26,0,14,-219.12621916847806,0.0,0.3444515715202053,0.11286220790629986,0.07722710562579975,0.06758217662327203,0.0031937882592671754,0.11623228419105214,1.0,1.0,1.0,0.055865921787709494,0.5,0.2020525978191148
9000,790.9257445324831,V0,S26,S29,0,6,-222.67275831412837,0.0,0.34830019243104554,0.11553967809269175,0.07904577240406248,0.0,0.043013767546407615,0.07359889968578885,1.0,1.0,1.0,0.055248618784530384,0.5416666666666666,0.2026940346375882
9000,801.9420350197848,V0,S29,S37,0,0,-224.85250221296917,0.0,0.3444515715202053,0.1291941497009441,0.07125140405821731,0.030981708147460898,0.05213345407219928,0.06535063021794763,1.0,1.0,1.0,0.055865921787709494,0.5416666666666666,0.2193713919178961
9000,811.1716365146715,V0,S37,S32,13,0,-221.71358728399633,0.0,0.33162283515073765,0.13318420262408096,0.06229472683881624,0.0,0.06986783145489697,0.04117030413047151,1.0,1.0,1.0,0.058027079303675046,0.5416666666666666,0.21680564464400257
9000,825.4114880542236,V0,S32,S29,7,0,-225.500792964499,0.0,0.34188582424631175,0.14513488518681084,0.060455822243055415,0.0,0.029157507544583763,0.07623762073723153,1.0,1.0,1.0,0.0525328330206379,0.5416666666666666,0.22322001282873638
9000,835.204541671461,V0,S29,S26,0,15,-222.04938642776168,0.0,0.3277742142398974,0.1324733620479849,0.07550901518061774,0.054560337391333244,0.0017519525126605245,0.11525949366532483,1.0,1.0,1.0,0.05870841487279843,0.5416666666666666,0.19499679281590762
9000,850.7208321587627,V0,S26,S44,0,5,-229.64090337297418,0.0,0.3444515715202053,0.14043896353404936,0.06651726113924823,0.0,0.06582199680700242,0.07312537717301218,1.0,1.0,1.0,0.055865921787709494,0.5833333333333334,0.2187299550994227
9000,863.942309186599,V0,S44,S41,0,0,-241.83436335622054,0.0,0.3790891597177678,0.16801049288338318,0.08347653156341421,0.03697411092300879,0.025752656973265224,0.03769462645667473,1.0,1.0,1.0,0.050761421319796954,0.5833333333333334,0.25593329057087877
9000,871.7639452531715,V0,S41,S53,11,0,-244.9493513114899,0.0,0.3816549069916613,0.1796072560864796,0.07776522837495836,0.02537168851400684,0.033642381549524744,0.08453824749798793,1.0,1.0,1.0,0.05042016806722689,0.5833333333333334,0.2687620269403464
9000,886.3011677797517,V0,S53,S55,9,0,-258.9521043114875,0.0,0.4445157152020526,0.19748484529976326,0.10206227129404545,0.0,0.03925133201762111,0.04686715147836317,1.0,1.0,1.0,0.04329004329004329,0.5833333333333334,0.29506093649775494
9000,895.9585028247634,V0,S55,S39,0,14,-259.2221348151922,0.0,0.4483643361128929,0.19038589558867572,0.1375208579885763,0.03266220382135141,0.014522854569620748,0.06361846252801011,1.0,1.0,1.0,0.04291845493562232,0.5833333333333334,0.2655548428479795
9000,914.5228444890703,V0,S39,S50,0,6,-262.95808152339526,0.0,0.4509300833867864,0.17861920719734015,0.13884341796154964,0.0,0.0521284433840337,0.13321637793332924,1.0,1.0,1.0,0.03698435277382646,0.625,0.2584990378447723
9000,931.2019276598019,V0,S50,S53,0,0,-273.0861471503377,0.0,0.4817190506735087,0.21225919851715228,0.1371436060195664,0.049561838694640724,0.021172900928086054,0.107764884626778,1.0,1.0,1.0,0.03994673768308921,0.625,0.28030788967286724
9000,939.3760243444696,V0,S53,S47,12,0,-271.3589644495576,0.0,0.47530468248877483,0.22037894729262417,0.12849354974001692,0.0,0.10228911097333274,0.04448276789704701,1.0,1.0,1.0,0.04048582995951417,0.625,0.2873636946760744
9000,955.8452196602651,V0,S47,S39,8,0,-273.7501520900435,0.0,0.48813341885824246,0.21420467366767637,0.13634618170358165,0.0,0.10376874561304493,0.06955133325907145,1.0,1.0,1.0,0.04204993429697766,0.625,0.28928800513149455
9000,966.3682294793364,V0,S39,S15,0,17,-272.43000738193683,0.0,0.47017318794098784,0.19738217957978407,0.14597412313556368,0.1019084254148706,0.0,0.051419424509074316,1.0,1.0,1.0,0.045020463847203276,0.6666666666666666,0.25978191148171903
9000,985.0791197221589,V0,S15,S41,0,3,-282.12570979084546,0.0,0.4971135343168698,0.2259113997760247,0.1527999665476906,0.06115200049132703,0.014628406387898038,0.061537696900617514,1.0,1.0,1.0,0.04129032258064516,0.6666666666666666,0.28928800513149455
9000,994.0465708695132,V0,S41,S55,13,0,-279.50662335910295,0.0,0.4842847979474022,0.23302819826707585,0.14569683556933996,0.0,0.0745680452844179,0.04905093040122146,1.0,1.0,1.0,0.04370860927152318,0.6666666666666666,0.28864656831302116
9000,1011.0097325936199,V0,S55,S56,7,0,-290.2049715126213,0.0,0.522771007055805,0.24094634505793172,0.17305474204717305,0.0,0.05681235638158153,0.13567233903747533,1.0,1.0,1.0,0.04539877300613497,0.6666666666666666,0.29762668377164847
9000,1018.5427233672583,V0,S56,S29,0,6,-286.40977150600247,0.0,0.5073765234124439,0.2377852004993774,0.17598234758951561,0.038813655679051776,0.021843787580607878,0.11183320649016747,1.0,1.0,1.0,0.0493046776232617,0.6666666666666666,0.281590763309814
9000,1026.8251239323388,V0,S29,S50,0,14,-284.20355505359487,0.0,0.4868505452212957,0.21980998811178365,0.17614114585540186,0.033120139808209076,0.01752661057175127,0.14872495128882393,1.0,1.0,1.0,0.05138339920948617,0.7083333333333334,0.2578576010262989
9000,1038.1158590979644,V0,S50,S31,0,0,-285.8291192390559,0.0,0.4842847979474022,0.23532225423595096,0.1577330532824705,0.052188096837688644,0.0,0.12035397151127546,1.0,1.0,1.0,0.0423841059602649,0.7083333333333334,0.27902501603592045
9000,1048.5760005169072,V0,S31,S62,20,0,-283.3092099136489,0.0,0.47017318794098784,0.24043410010671235,0.143373846829753,0.0,0.10870019774217202,0.11559902165930924,1.0,1.0,1.0,0.04365620736698499,0.7083333333333334,0.2847979474021809
9000,1064.5525706937308,V0,S62,S50,0,0,-277.9589521066602,0.0,0.46247594611930726,0.2149905526017283,0.14682236638776686,0.009028876643174543,0.03513653065923754,0.13913866999402003,1.0,1.0,1.0,0.044382801664355064,0.7083333333333334,0.2610647851186658
9000,1072.5061650444125,V0,S50,S26,0,14,-271.1487132845281,0.0,0.43681847338037205,0.19724185584977993,0.1475710588402443,0.030946154103888984,0.00518027462979263,0.16616427858101918,1.0,1.0,1.0,0.03524229074889868,0.7083333333333334,0.23925593329057088
9000,1087.3281816753033,V0,S26,S46,0,6,-277.96398314813734,0.0,0.45862732520846694,0.1923623500442823,0.16170964866476392,0.0,0.058830139159975946,0.1111930009771363,1.0,1.0,1.0,0.033566433566433566,0.75,0.24310455420141117
9000,1101.411175612358,V0,S46,S41,0,0,-279.4357010599744,0.0,0.4547787042976267,0.21153209425417063,0.15438666583014007,0.05209019913424247,0.016261863909924987,0.044612466192594596,1.0,1.0,1.0,0.03526093088857546,0.75,0.2552918537524054
9000,1110.5922200043433,V0,S41,S62,14,0,-276.5792288517977,0.0,0.4406670942912123,0.20709969729720307,0.14100470845999244,0.0,0.08773581070042011,0.10491228728352808,1.0,1.0,1.0,0.036390101892285295,0.75,0.2552918537524054
9000,1124.8375663760128,V0,S62,S15,6,0,-279.1992837750731,0.0,0.45349583066067994,0.21604648014302752,0.1456443806415068,0.0,0.05982628034433895,0.05425793757511742,1.0,1.0,1.0,0.033946251768033946,0.75,0.2610647851186658
9000,1133.626808830646,V0,S15,S54,0,10,-276.1647167796894,0.0,0.4381013470173188,0.2045449903141678,0.1463193148886038,0.0548066621561336,0.005457926490325836,0.10436185706538652,1.0,1.0,1.0,0.032210834553440704,0.75,0.24759461193072482
9000,1145.5225333837698,V0,S54,S36,0,10,-278.8804727773535,0.0,0.44194996792815905,0.1846748526896197,0.16345445263872374,0.01267430121687511,0.02505445909278477,0.1412342484878082,1.0,1.0,1.0,0.03193033381712627,0.7916666666666666,0.23412443874278382
9000,1158.189361140963,V0,S36,S40,0,0,-282.1744174761011,0.0,0.4483643361128929,0.20001862210900184,0.1488208336001623,0.023946969619887227,0.027304779904183882,0.13339041136106844,1.0,1.0,1.0,0.031473533619456366,0.7916666666666666,0.25272610647851185
9000,1166.3670946291916,V0,S40,S20,9,0,-276.813429365134,0.0,0.4304041051956382,0.19387070001817092,0.1379112856354151,0.0,0.04384722686037672,0.11745912148413935,1.0,1.0,1.0,0.03427719821162444,0.7916666666666666,0.24438742783835793
9000,1184.0993050485395,V0,S20,S59,7,0,-280.19939495220166,0.0,0.4393842206542656,0.2056929977178594,0.1350159282179673,0.04135954858801856,0.025126723399280845,0.10110837139217442,1.0,1.0,1.0,0.032116788321167884,0.7916666666666666,0.25272610647851185
9000,1860.365955460598,V0,S59,S61,4,0,-245.89577159491014,0.0,0.5112251443232841,0.21484516744530438,0.1663832824950124,0.024253201858196773,0.1380452145964859,0.044994929779625645,1.0,1.0,1.0,0.03889585947302384,0.2916666666666667,0.2944194996792816
9000,1867.7145903841333,V0,S61,S27,0,8,-242.41080791218872,0.0,0.5022450288646568,0.19494102851442624,0.16977479265520012,0.08712136976254163,0.01634233574399092,0.08416754312662562,1.0,1.0,1.0,0.038314176245210725,0.2916666666666667,0.2764592687620269
9000,1876.9921910064538,V0,S27,S43,0,12,-240.45373219701725,0.0,0.4919820397690827,0.18980073852714374,0.1755011468164371,0.032213790451400666,0.09283540573321167,0.1546439071477431,1.0,1.0,1.0,0.04432855280312908,0.2916666666666667,0.2649134060295061
9000,1891.2614540864242,V0,S43,S39,0,0,-248.76756396241655,0.0,0.517639512508018,0.2160004932730238,0.1771954128187466,0.07726510066038215,0.010199816644923235,0.06859295084454967,1.0,1.0,1.0,0.03841387856257745,0.2916666666666667,0.29698524695317513
9000,1899.1508328618204,V0,S39,S55,17,0,-250.20039146667628,0.0,0.5202052597819115,0.22909430725411684,0.17249570655085653,0.0,0.1484176476652661,0.04943348130729801,1.0,1.0,1.0,0.04315659679408138,0.2916666666666667,0.30917254650416937
9000,1919.2151745261272,V0,S55,S31,3,0,-254.3837299772415,0.0,0.5368826170622194,0.22644427811957468,0.19826360265380133,0.0,0.10038027479258955,0.12152581595097613,1.0,1.0,1.0,0.03345280764635603,0.2916666666666667,0.29890955740859526
9000,1929.9096323495671,V0,S31,S41,0,20,-252.56026740804103,0.0,0.5150737652341244,0.21847383103974272,0.20110782163411015,0.08276557078361002,0.0,0.05892334013886638,1.0,1.0,1.0,0.037359900373599,0.3333333333333333,0.2771007055805003
9000,1944.178475632348,V0,S41,S63,0,0,-253.29415921356298,0.0,0.5150737652341244,0.22406128642294393,0.1778043348214163,0.046459014402909816,0.0452860816834282,0.09980590811947587,1.0,1.0,1.0,0.033623910336239106,0.3333333333333333,0.2918537524053881
9000,1952.4675436031096,V0,S63,S54,14,0,-253.05919468464157,0.0,0.5112251443232841,0.23433410356223303,0.16081271852148193,0.0,0.07635863535878412,0.11361228037299081,1.0,1.0,1.0,0.03513174404015056,0.3333333333333333,0.29955099422706866
9000,1966.3280699652437,V0,S54,S55,6,0,-255.04475266475652,0.0,0.522771007055805,0.2361343959787176,0.17003860838648127,0.032940413555401206,0.013518711858052273,0.04945724749663166,1.0,1.0,1.0,0.03680981595092025,0.3333333333333333,0.3040410519563823
9000,1973.2757893377775,V0,S55,S2,0,0,-255.54128952879174,0.0,0.5253367543296985,0.2248255871992568,0.17639737094645372,0.021544717815172185,0.027583172051448935,0.16078405896641565,1.0,1.0,1.0,0.03663003663003663,0.3333333333333333,0.2918537524053881
9000,1985.918701550888,V0,S2,S41,0,12,-250.9156181550983,0.0,0.4996792815907633,0.210385582183227,0.1757511152426662,0.04403684311117707,0.003940795331987884,0.05601964008868161,1.0,1.0,1.0,0.03979460847240052,0.375,0.27196921103271327
9000,1998.1556130600554,V0,S41,S65,0,8,-251.34417320944303,0.0,0.50096215522771,0.2039106928489748,0.1778396875604587,0.014130422262891209,0.046142708820779504,0.12412242844352502,1.0,1.0,1.0,0.03841229193341869,0.375,0.27004490057729313
9000,2007.3840963201906,V0,S65,S59,0,0,-253.10849119529286,0.0,0.5022450288646568,0.21138640576963444,0.16879046892183788,0.022532096124701896,0.016548489718879896,0.11984240499443873,1.0,1.0,1.0,0.038314176245210725,0.375,0.28608082103912763
9000,2015.5661177218433,V0,S59,S46,15,0,-253.05249918404337,0.0,0.4971135343168698,0.21744487032492166,0.16127119658715633,0.0,0.09279021374425134,0.11904865784808345,1.0,1.0,1.0,0.03870967741935484,0.375,0.2937780628608082
9000,2030.3066666907996,V0,S46,S65,5,0,-251.56188262428157,0.0,0.49839640795381657,0.2060013246944728,0.16675515946517894,0.0,0.04045353038699775,0.1259507320867724,1.0,1.0,1.0,0.03474903474903475,0.375,0.2847979474021809
9000,2044.0312307529584,V0,S65,S15,0,11,-250.09263479144127,0.0,0.48556767158434894,0.1951552708174456,0.16293621699752578,0.037375951069578674,0.0,0.051467203341297785,1.0,1.0,1.0,0.035667107001321,0.4166666666666667,0.2687620269403464
9000,2057.634802051307,V0,S15,S66,0,9,-247.17429315954737,0.0,0.47145606157793457,0.18044621009051237,0.163150122693028,0.008870532967511665,0.03548573399204839,0.15130046244152956,1.0,1.0,1.0,0.036734693877551024,0.4166666666666667,0.2591404746632457
9000,2068.3335454023654,V0,S66,S62,0,0,-243.08326158759326,0.0,0.44579858883899937,0.19047064495881738,0.14003141503156155,0.058194176646407955,0.013991575290592124,0.10473676706645377,1.0,1.0,1.0,0.03884892086330935,0.4166666666666667,0.26298909557408595
9000,2074.2530303815183,V0,S62,S46,12,0,-235.09918077413346,0.0,0.42014111610006416,0.17602475629432335,0.12419208785790606,0.0,0.03866901084210417,0.10003814394824428,1.0,1.0,1.0,0.04122137404580153,0.4166666666666667,0.25465041693393203
9000,2086.0166275590736,V0,S46,S52,8,0,-229.25232417148166,0.0,0.40346375881975627,0.1652363296642448,0.11058887474460731,0.007836719885283687,0.00958082095494844,0.08678396898375865,1.0,1.0,1.0,0.04292527821939587,0.4166666666666667,0.2418216805644644
9000,2095.07182839372,V0,S52,S12,0,0,-227.81237620526437,0.0,0.3983322642719692,0.15335850600331877,0.12518763311843087,0.004328472922280061,0.029632478827315685,0.12974737082166873,1.0,1.0,1.0,0.043478260869565216,0.4166666666666667,0.2283515073765234
9000,2104.727189534884,V0,S12,S51,0,12,-229.79182510338984,0.0,0.3957665169980757,0.15230783137654536,0.12259021850357947,0.02501575567639088,0.0,0.08740784063355647,0.9166666666666666,1.0,1.0,0.04376012965964344,0.4583333333333333,0.23155869146889033
9000,2115.743403130598,V0,S51,S26,0,8,-224.94133611860372,0.0,0.3790891597177678,0.13622213687429735,0.12364820404324943,0.012370527515748601,0.013076100136584619,0.13372147253113756,0.9166666666666666,1.0,1.0,0.04568527918781726,0.4583333333333333,0.21488133418858243
9000,2133.9681985202456,V0,S26,S63,0,0,-231.36402571355455,0.0,0.3970493906350224,0.14961854001843813,0.12473836120266348,0.04574299121030243,0.01458572904542563,0.08263010894059124,1.0,1.0,1.0,0.04361873990306947,0.4583333333333333,0.23155869146889033
9000,2144.9436106084136,V0,S63,S10,12,0,-229.63205535991446,0.0,0.3893521488133419,0.15820962734823402,0.10499428935505586,0.0,0.03658307696550679,0.08503858332824878,1.0,1.0,1.0,0.044481054365733116,0.4583333333333333,0.2354073123797306
9000,2158.7687215939677,V0,S10,S29,8,0,-231.18930734042277,0.0,0.3957665169980757,0.15629240119520327,0.10581399678036514,0.0,0.022891017527667708,0.100754086849106,1.0,1.0,1.0,0.04376012965964344,0.4583333333333333,0.241180243745991
9000,2166.429543630803,V0,S29,S54,0,11,-229.907060338811,0.0,0.37524053880692754,0.1498256012047957,0.0998859199293941,0.03213154445300301,0.0,0.0829840756291924,1.0,1.0,1.0,0.041025641025641026,0.5,0.22450288646568314
9000,2176.3579388298604,V0,S54,S24,0,9,-229.25314702835638,0.0,0.3713919178960872,0.14376868464787693,0.10681251350397052,0.013385063532676766,0.013137882624203264,0.12815209701443445,1.0,1.0,1.0,0.04317789291882556,0.5,0.2187299550994227
9000,2192.3547609639386,V0,S24,S58,0,0,-232.70456388389917,0.0,0.3816549069916613,0.15295009131799633,0.1227742304051708,0.019519431070422248,0.014950233103520722,0.05616908757357919,1.0,1.0,1.0,0.0453781512605042,0.5,0.2322001282873637
9000,2205.3000163012684,V0,S58,S52,11,0,-227.0647204265705,0.0,0.36112892880051317,0.1521944366931009,0.08433896628240702,0.0,0.026078151932130186,0.07743401974314446,1.0,1.0,1.0,0.04440497335701599,0.5,0.23027581783194356
9000,2215.6448215452538,V0,S52,S0,9,0,-226.73976700690426,0.0,0.3534316869788326,0.14695642825697472,0.08063048499245186,0.03742918850516365,0.006862844570193014,0.13614931775980166,1.0,1.0,1.0,0.045372050816696916,0.5,0.23027581783194356
9000,2233.2812708748925,V0,S0,S54,0,0,-236.18439847711585,0.0,0.37524053880692754,0.15910389514729986,0.09085304377560598,0.032648947240935006,0.026943636319784955,0.08586845070661525,1.0,1.0,1.0,0.041025641025641026,0.5416666666666666,0.2418216805644644
9000,2242.63235936255,V0,S54,S35,0,9,-238.23946570879042,0.0,0.3790891597177678,0.16709736696179184,0.08859343630082561,0.06194560029328887,0.005860017266919508,0.10375914696714168,1.0,1.0,1.0,0.043993231810490696,0.5416666666666666,0.24246311738293777
9000,2253.0398790701543,V0,S35,S26,0,11,-237.87578122036564,0.0,0.37524053880692754,0.17396311964376368,0.09234396631681138,0.023091614069033956,0.019202557043160175,0.1292546840049388,1.0,1.0,1.0,0.04786324786324787,0.5416666666666666,0.23412443874278382
9000,2267.9622575641442,V0,S26,S41,0,0,-249.01697119440647,0.0,0.41629249518922384,0.20124177038630542,0.09494381998669882,0.040674107541660516,0.01285619069395571,0.04335883290453723,1.0,1.0,1.0,0.04930662557781202,0.5416666666666666,0.27261064785118666
9000,2277.61243136332,V0,S41,S65,15,0,-247.3365991394313,0.0,0.40987812700449006,0.19493562804903977,0.09120425059483898,0.0,0.03603253084732174,0.10224117189379785,1.0,1.0,1.0,0.050078247261345854,0.5416666666666666,0.268120590121873
9000,2290.340914623455,V0,S65,S17,5,0,-260.62166571724794,0.0,0.4470814624759461,0.21169822423936738,0.11065351071510153,0.0,0.02899217003974473,0.07108388654721304,1.0,1.0,1.0,0.04591104734576758,0.5833333333333334,0.2809493264913406
9000,2303.311144447707,V0,S17,S26,0,12,-259.1221655506355,0.0,0.43553559974342526,0.20130777635641708,0.11834491955842028,0.045685103288063876,0.006855849637803189,0.1590120927849987,1.0,1.0,1.0,0.039764359351988215,0.5833333333333334,0.2642719692110327
9000,2314.3187372518546,V0,S26,S50,0,8,-257.8722927568862,0.0,0.43553559974342526,0.19717938272042693,0.11924953642502967,0.005869349219841362,0.03185589771142692,0.14676962494783358,1.0,1.0,1.0,0.039764359351988215,0.5833333333333334,0.26298909557408595
9000,2326.1407538827452,V0,S50,S65,0,0,-267.70700187471783,0.0,0.46119307248236047,0.2260342353483435,0.10964210109793311,0.05854363102426124,0.02659710346486844,0.1082567685783977,1.0,1.0,1.0,0.04172461752433936,0.5833333333333334,0.3033996151379089
9000,2338.7075133981734,V0,S65,S58,13,0,-274.117479068145,0.0,0.48556767158434894,0.2484743886192569,0.11796334448522061,0.0038508458686531753,0.023715236342741395,0.06707108828991604,1.0,1.0,1.0,0.04095112285336856,0.5833333333333334,0.3200769724182168
9000,2354.3500930178557,V0,S58,S38,7,0,-275.53479482653245,0.0,0.49583066067992304,0.21548388643385916,0.13612501677236827,0.0,0.030694047167388248,0.048938189518968646,1.0,1.0,1.0,0.045278137128072445,0.625,0.3021167415009622
9000,2362.2279162764285,V0,S38,S60,0,9,-270.1045332254247,0.0,0.4740218088518281,0.19893203708132973,0.13509737042931866,0.04329440361994449,0.01298305817274601,0.11968924493473061,1.0,1.0,1.0,0.044654939106901215,0.625,0.2758178319435536
