Seed,time,vehicle_id,station_id,action_next_station,action_pickups,action_deliveries,expected_value_V,td_error,squared_starvation_penalty,squared_congestion_penalty,time_of_day_fraction,multi_horizon_starvation_risk
9000,4063.716878652118,V0,S9,S41,6,0,-236.21459383402055,0.0,0.11253233176128892,0.07517403366406897,0.7916666666666666,0.20718409236690186
9000,4741.334123937399,V0,S41,S59,14,0,-277.147741619104,0.0,0.2995929121335284,0.17510038735931943,0.2916666666666667,0.34124438742783836
9000,4754.3087283605455,V0,S59,S43,0,0,-274.22302464628297,0.0,0.28913790974023873,0.19521748227117822,0.2916666666666667,0.3258499037844772
9000,4760.26662304398,V0,S43,S13,0,16,-263.1253049543174,0.0,0.2707897129489353,0.1979071269674039,0.2916666666666667,0.30468248877485565
9000,4783.869156142375,V0,S13,S23,0,4,-264.59428914279067,0.0,0.2657914147710141,0.2022556909737399,0.2916666666666667,0.3098139833226427
9000,4792.520924754328,V0,S23,S59,0,0,-267.0225629580211,0.0,0.2780044029545668,0.18700202895220247,0.2916666666666667,0.31879409878127
9000,4801.700300500822,V0,S59,S18,19,0,-273.9262765378395,0.0,0.28081827700631895,0.17759990705240167,0.3333333333333333,0.32520846696600386
9000,4815.129112013272,V0,S18,S27,1,0,-268.13458495913017,0.0,0.27077563127317217,0.18369493498916925,0.3333333333333333,0.3110968569595895
9000,4822.307756524862,V0,S27,S66,0,13,-257.1108219965281,0.0,0.25281428766994873,0.18364458235192943,0.3333333333333333,0.2918537524053881
9000,4833.7176625850925,V0,S66,S15,0,7,-249.62552849690513,0.0,0.24163678697303656,0.18571465846853863,0.3333333333333333,0.2764592687620269
9000,4843.416405936151,V0,S15,S53,0,0,-256.5492974656864,0.0,0.2544644348456278,0.17518428871731326,0.3333333333333333,0.29506093649775494
9000,4851.183617159888,V0,S53,S18,15,0,-257.65107079615666,0.0,0.26334981385420303,0.15887260516741697,0.3333333333333333,0.3033996151379089
9000,4865.911176737341,V0,S18,S15,5,0,-261.56885326415636,0.0,0.24803703954520082,0.1704644273116708,0.375,0.29955099422706866
9000,4876.177768994131,V0,S15,S28,0,14,-245.17322179639012,0.0,0.22537203601845315,0.16554299802748812,0.375,0.27132777421423987
9000,4895.46576165358,V0,S28,S13,0,6,-253.1749750041009,0.0,0.23204855784464154,0.17565510707266868,0.375,0.28287363694676076
9000,4906.543989942645,V0,S13,S46,0,0,-262.26520985638217,0.0,0.24882865979694166,0.16898400127225432,0.375,0.3021167415009622
9000,4923.090813693435,V0,S46,S63,12,0,-272.97047979225215,0.0,0.2633262017747005,0.15319028195422116,0.4166666666666667,0.31558691468890315
9000,4933.112137474734,V0,S63,S61,8,0,-263.9815424670164,0.0,0.24286683208436424,0.15804363876292807,0.4166666666666667,0.3008338678640154
9000,4943.3547843448005,V0,S61,S62,0,6,-254.427139211159,0.0,0.2262856746548792,0.16434433885490218,0.4166666666666667,0.28030788967286724
9000,4951.415098754984,V0,S62,S29,0,12,-247.6238516144645,0.0,0.22127555523597287,0.15564955256363702,0.4166666666666667,0.27004490057729313
9000,4964.206679009515,V0,S29,S55,0,2,-247.7676303389447,0.0,0.22188453458371588,0.1415476762471804,0.4166666666666667,0.28030788967286724
9000,4970.328614642759,V0,S55,S49,15,0,-249.2628875916741,0.0,0.2292783355254328,0.1328345019176555,0.4166666666666667,0.2854393842206543
9000,4988.8652723163095,V0,S49,S29,5,0,-246.18675477496527,0.0,0.20783799232357092,0.14754656264937496,0.4583333333333333,0.26298909557408595
9000,5003.237754955294,V0,S29,S65,0,14,-235.75062462709144,0.0,0.1916872464765325,0.14711825329746117,0.4583333333333333,0.24438742783835793
9000,5022.104780516222,V0,S65,S22,0,6,-231.21289885931583,0.0,0.18500948075592702,0.13900662864734697,0.4583333333333333,0.2418216805644644
9000,5029.465488582564,V0,S22,S63,0,0,-229.71183892948648,0.0,0.18971028800227632,0.11201418175612485,0.4583333333333333,0.25336754329698524
9000,5041.15172020905,V0,S63,S38,13,0,-233.40732104244324,0.0,0.18807003457572743,0.09235414445216504,0.5,0.2610647851186658
9000,5054.14657461485,V0,S38,S46,7,0,-236.71827945238027,0.0,0.18992111489479818,0.10404636404706524,0.5,0.2610647851186658
9000,5065.150532023036,V0,S46,S12,0,11,-234.3471804952303,0.0,0.19600519184184248,0.11150392984013054,0.5,0.24374599101988453
9000,5078.786912097051,V0,S12,S50,0,9,-237.81722362615108,0.0,0.18876697343729415,0.1317564470773308,0.5,0.2450288646568313
9000,5096.820542504293,V0,S50,S18,0,0,-264.90662822169554,0.0,0.22210771729959067,0.13784192945762047,0.5,0.29634381013470174
9000,5107.848960480513,V0,S18,S37,12,0,-271.89108661707644,0.0,0.23310255011411687,0.11129843625802946,0.5416666666666666,0.30917254650416937
9000,5118.280356831317,V0,S37,S48,8,0,-275.29679404759725,0.0,0.2317572726220037,0.11448673652483841,0.5416666666666666,0.3181526619627967
9000,5130.693420227312,V0,S48,S55,0,7,-260.2037419476242,0.0,0.20213910320463524,0.1214508879935935,0.5416666666666666,0.2905708787684413
9000,5142.752752622504,V0,S55,S29,0,13,-262.88304824762326,0.0,0.21550512787712578,0.11829929354194808,0.5416666666666666,0.2905708787684413
9000,5154.374688255748,V0,S29,S39,0,0,-272.0729578162187,0.0,0.22920988467756806,0.1161858186171294,0.5416666666666666,0.30917254650416937
9000,5166.904937732251,V0,S39,S41,18,0,-264.57264998165266,0.0,0.21112625829923415,0.09503043686654498,0.5833333333333334,0.29698524695317513
9000,5182.2216095345775,V0,S41,S50,2,0,-267.9788102953547,0.0,0.20984926562653422,0.11658580860437938,0.5833333333333334,0.2924951892238615
9000,5194.847404613698,V0,S50,S43,0,15,-255.7652937842921,0.0,0.1840269022235746,0.12524957489379232,0.5833333333333334,0.26940346375881974
9000,5212.52248532467,V0,S43,S63,0,5,-259.77799413185534,0.0,0.18677879786807616,0.12483166363946403,0.5833333333333334,0.27966645285439384
9000,5218.657662661363,V0,S63,S37,0,0,-271.94019410967917,0.0,0.21435848432718513,0.11233255447201482,0.5833333333333334,0.3040410519563823
9000,5223.435326734374,V0,S37,S12,19,0,-281.48965828203006,0.0,0.22246972824950145,0.1082156425582483,0.625,0.3104554201411161
9000,5242.499205229433,V0,S12,S29,1,0,-273.1407959482749,0.0,0.20541803918488966,0.11823395502018749,0.625,0.2912123155869147
9000,5255.352023621581,V0,S29,S54,0,15,-271.016687417576,0.0,0.19696277022021016,0.13952871330957675,0.625,0.2758178319435536
9000,5267.280418820638,V0,S54,S63,0,5,-266.538008764541,0.0,0.18873763155442727,0.1324272248565325,0.625,0.2738935214881334
9000,5276.640945182772,V0,S63,S12,0,0,-276.93883622877945,0.0,0.21071853848377423,0.12826966585076227,0.625,0.2912123155869147
9000,5285.0784160111425,V0,S12,S42,12,0,-276.6713606712665,0.0,0.2111415759825287,0.10060329347570673,0.6666666666666666,0.2912123155869147
9000,5305.044788621465,V0,S42,S34,8,0,-284.5795254377791,0.0,0.2198692172789855,0.1099053797765873,0.6666666666666666,0.3014753046824888
9000,5317.321720297318,V0,S34,S26,0,11,-262.608034360135,0.0,0.19485303873258483,0.10730698602518686,0.6666666666666666,0.25657472738935216
9000,5328.9360964961015,V0,S26,S13,0,9,-270.1466314658825,0.0,0.2057279009405177,0.12509422037149218,0.6666666666666666,0.2578576010262989
9000,5347.5400536117395,V0,S13,S60,0,0,-283.35701064973966,0.0,0.21879821112530826,0.11412837552525829,0.7083333333333334,0.2764592687620269
9000,5358.70354174404,V0,S60,S51,15,0,-280.6271793227527,0.0,0.2194453746754731,0.10217852926226477,0.7083333333333334,0.2764592687620269
9000,5376.7016441456535,V0,S51,S39,4,0,-276.43912735008234,0.0,0.2105666501761895,0.11277446325893511,0.7083333333333334,0.26298909557408595
9000,5388.860422203116,V0,S39,S62,0,15,-273.4854753769506,0.0,0.19889905860765902,0.13230492765757745,0.7083333333333334,0.24887748556767159
9000,5405.099926948081,V0,S62,S26,0,4,-279.9612056003766,0.0,0.19363721966662037,0.13937776342218908,0.75,0.2482360487491982
9000,5415.623329945889,V0,S26,S12,0,0,-283.0768585954273,0.0,0.1933982830394881,0.1375596604666629,0.75,0.2591404746632457
9000,5431.84057080844,V0,S12,S66,12,0,-285.64731811242075,0.0,0.20962346163805662,0.1230184456583336,0.75,0.2649134060295061
9000,5450.450535131662,V0,S66,S13,8,0,-280.74806637179574,0.0,0.19746115312451737,0.11573225728555163,0.75,0.2649134060295061
9000,5466.003077690072,V0,S13,S63,0,14,-283.4225062422319,0.0,0.19478649269584195,0.12807878414015728,0.7916666666666666,0.24695317511225146
9000,5488.63425271049,V0,S63,S26,0,6,-274.6982217728572,0.0,0.17590692294592286,0.13146700312602683,0.7916666666666666,0.23284156510583706
9000,5502.609664798658,V0,S26,S41,0,0,-281.88342294745166,0.0,0.1873888165640364,0.11642151680792949,0.7916666666666666,0.25657472738935216
9000,5512.259838597834,V0,S41,S27,15,0,-280.73339870127177,0.0,0.19148560981706805,0.10556704986755903,0.7916666666666666,0.2578576010262989
9000,6182.903744365449,V0,S27,S62,5,0,-259.6470189272101,0.0,0.25774203383691713,0.1904002449587093,0.2916666666666667,0.3098139833226427
9000,6191.005352549618,V0,S62,S15,0,13,-250.58114122058495,0.0,0.2421874531440484,0.19147942605584953,0.2916666666666667,0.2937780628608082
9000,6203.294595004251,V0,S15,S43,0,7,-245.42399100851458,0.0,0.230415931247134,0.1923718253854326,0.2916666666666667,0.286722257857601
9000,6215.546101634784,V0,S43,S4,0,0,-261.47932304862957,0.0,0.26154517102959507,0.18425970716235018,0.2916666666666667,0.3168697883258499
9000,6220.914931413963,V0,S4,S47,9,0,-261.0223599609785,0.0,0.26651426726599514,0.16831351320114463,0.2916666666666667,0.32328415651058373
9000,6232.6872897163685,V0,S47,S59,11,0,-261.3620438776635,0.0,0.26316150631533125,0.16976620033853965,0.2916666666666667,0.3258499037844772
9000,6245.158100396602,V0,S59,S43,0,0,-264.6132498096483,0.0,0.2538812133530746,0.18887859850245364,0.3333333333333333,0.3098139833226427
9000,6251.115995080037,V0,S43,S26,0,16,-253.22286741434866,0.0,0.2372497522500041,0.18678035066109547,0.3333333333333333,0.28992944194996795
9000,6270.62694275847,V0,S26,S60,0,4,-253.00189996607867,0.0,0.24003414387935268,0.17325164870257584,0.3333333333333333,0.29698524695317513
9000,6282.481148768248,V0,S60,S18,13,0,-245.826221768685,0.0,0.23052358657107747,0.16253560625910768,0.3333333333333333,0.2905708787684413
9000,6293.441351933425,V0,S18,S22,7,0,-239.03164242003683,0.0,0.21437470587057544,0.16834881541882327,0.3333333333333333,0.2783835792174471
9000,6305.6685310254625,V0,S22,S35,0,12,-229.94846382175993,0.0,0.19057224020270733,0.15727698834517057,0.375,0.2584990378447723
9000,6326.784576237898,V0,S35,S1,0,8,-228.49744336958233,0.0,0.18170616925762093,0.16246943351685555,0.375,0.2572161642078255
9000,6334.313065661074,V0,S1,S62,0,0,-234.6769794722403,0.0,0.19877776574143546,0.14260231434625814,0.375,0.2771007055805003
9000,6343.2957835814395,V0,S62,S54,12,0,-226.41502319142373,0.0,0.1938139355627404,0.12520655660477606,0.375,0.2687620269403464
9000,6355.07504093976,V0,S54,S56,8,0,-227.9574026077433,0.0,0.1998868441215091,0.12072557867639726,0.375,0.27196921103271327
9000,6363.7788478714665,V0,S56,S17,0,0,-232.25390898511142,0.0,0.19424633438817787,0.13413618457699278,0.4166666666666667,0.2604233483001924
9000,6375.804467961607,V0,S17,S26,0,12,-219.08425273924092,0.0,0.1702940086259709,0.13774589275251428,0.4166666666666667,0.23669018601667735
9000,6386.812060765754,V0,S26,S41,0,8,-215.84531579674456,0.0,0.16632938192997446,0.13298699168946757,0.4166666666666667,0.23348300192431046
9000,6400.4622345649295,V0,S41,S37,0,0,-217.77746299236696,0.0,0.17365583618940195,0.12087986716956667,0.4166666666666667,0.24246311738293777
9000,6407.158673745961,V0,S37,S49,19,0,-218.46297990163612,0.0,0.18370173000160173,0.10161752067013267,0.4166666666666667,0.2508017960230917
9000,6422.793326905862,V0,S49,S12,1,0,-229.9639396209995,0.0,0.17701898211807984,0.12566436744257503,0.4583333333333333,0.25400898011545864
9000,6435.063905189007,V0,S12,S35,0,11,-224.14545080199852,0.0,0.16630086199668234,0.12885476852057542,0.4583333333333333,0.24246311738293777
9000,6453.430363437414,V0,S35,S29,0,9,-225.50461158899594,0.0,0.1714732494103962,0.12457497307802565,0.4583333333333333,0.2456703014753047
9000,6462.877680307318,V0,S29,S55,0,0,-234.7122396391527,0.0,0.19656643129336993,0.11394311370772489,0.4583333333333333,0.2617062219371392
9000,6467.999615940562,V0,S55,S59,15,0,-228.6886437227578,0.0,0.19646293840231047,0.09534839353926546,0.4583333333333333,0.2572161642078255
9000,6484.990618343641,V0,S59,S54,5,0,-229.41711247140796,0.0,0.18475805307506843,0.09346009710483935,0.5,0.2508017960230917
9000,6496.85779025586,V0,S54,S26,0,9,-217.58942088788768,0.0,0.1686534573172234,0.08987575413235212,0.5,0.23027581783194356
9000,6510.083144414949,V0,S26,S29,0,11,-214.84736193040544,0.0,0.16192462224215096,0.09098249391502902,0.5,0.22642719692110327
9000,6523.59943490225,V0,S29,S62,0,0,-220.14884192201941,0.0,0.17039272133225108,0.08805043511478912,0.5,0.2379730596536241
9000,6530.391015156782,V0,S62,S16,9,0,-215.50933608829405,0.0,0.16646506485364665,0.08010809596236823,0.5,0.23284156510583706
9000,6540.303834356401,V0,S16,S29,6,0,-223.682407758792,0.0,0.16465759771557398,0.0808542613017013,0.5416666666666666,0.23925593329057088
9000,6551.713094070064,V0,S29,S65,0,15,-222.57584165434255,0.0,0.16666324063795704,0.09083930000702405,0.5416666666666666,0.22706863373957664
9000,6571.080119630991,V0,S65,S25,0,0,-230.9396428266454,0.0,0.17013800164550888,0.08565408303548822,0.5416666666666666,0.25336754329698524
9000,6581.007722465111,V0,S25,S59,12,0,-241.42767837931441,0.0,0.19526900857550147,0.07148451386635263,0.5416666666666666,0.2758178319435536
9000,6602.0334302931415,V0,S59,S44,8,0,-254.62901196776016,0.0,0.20262641240240326,0.08499071362408771,0.5833333333333334,0.2809493264913406
9000,6611.858761029295,V0,S44,S29,0,0,-254.72761879846186,0.0,0.20225965616850464,0.10159111089891831,0.5833333333333334,0.26940346375881974
9000,6620.16209657928,V0,S29,S50,0,14,-250.3197474569812,0.0,0.1942256993665915,0.10862638499525813,0.5833333333333334,0.2572161642078255
9000,6631.452831744906,V0,S50,S54,0,6,-254.77052355889816,0.0,0.19967623841673832,0.11504960403756642,0.5833333333333334,0.2617062219371392
9000,6640.16709991612,V0,S54,S63,0,0,-271.71341973728704,0.0,0.2248032386388377,0.11785625014825796,0.5833333333333334,0.2912123155869147
9000,6647.027626278254,V0,S63,S60,14,0,-278.72344616335397,0.0,0.23916956626599659,0.11307036925488934,0.5833333333333334,0.30468248877485565
9000,6661.496784144224,V0,S60,S54,6,0,-281.1130349356471,0.0,0.22643258519916296,0.12615591323434738,0.625,0.2931366260423348
9000,6673.942715889184,V0,S54,S24,0,12,-271.0344136074218,0.0,0.20411976566973344,0.1442873508123269,0.625,0.2668377164849262
9000,6691.439538023263,V0,S24,S35,0,8,-282.693372007084,0.0,0.21516281983439023,0.1516769148377594,0.625,0.28800513149454776
9000,6707.860306179731,V0,S35,S41,0,0,-291.94852510345504,0.0,0.2335438480307312,0.14574072642632235,0.625,0.30596536241180244
9000,6720.493855027394,V0,S41,S43,15,0,-298.29638388647874,0.0,0.23090618981590225,0.1424731698245992,0.6666666666666666,0.3104554201411161
9000,6736.325467473375,V0,S43,S38,5,0,-291.1416490420777,0.0,0.21429601631596634,0.152558730615111,0.6666666666666666,0.2944194996792816
9000,6744.936883409666,V0,S38,S29,0,10,-277.8078546461123,0.0,0.19347041743477036,0.14690030675130053,0.6666666666666666,0.2745349583066068
9000,6761.065093683712,V0,S29,S50,0,10,-280.32125253509025,0.0,0.1997819447152948,0.14265975501179495,0.6666666666666666,0.28030788967286724
9000,6770.355828849338,V0,S50,S53,0,0,-286.76744261655847,0.0,0.2048336370127041,0.13754528517616024,0.6666666666666666,0.29955099422706866
9000,6778.529925534005,V0,S53,S65,13,0,-286.89905046815704,0.0,0.21283017330185988,0.12607768885621515,0.6666666666666666,0.3021167415009622
9000,6795.988944053863,V0,S65,S26,7,0,-289.278743679477,0.0,0.20704883296973295,0.130852072743492,0.7083333333333334,0.2912123155869147
9000,6808.919514390889,V0,S26,S50,0,13,-274.0792439986665,0.0,0.1891911535448355,0.13102412978712524,0.7083333333333334,0.2591404746632457
9000,6823.24153102178,V0,S50,S10,0,7,-274.1820932864463,0.0,0.18064230013434854,0.1396560378992412,0.7083333333333334,0.25978191148171903
9000,6831.523715445773,V0,S10,S63,0,0,-274.5878940511955,0.0,0.18805402346601197,0.12467323200013011,0.7083333333333334,0.2661962796664529
9000,6839.348826431326,V0,S63,S22,14,0,-272.6784196983687,0.0,0.19304148777216776,0.11149500428832365,0.7083333333333334,0.2661962796664529
9000,6858.035058057812,V0,S22,S66,6,0,-276.30087114920354,0.0,0.19190451304294842,0.10592461668531448,0.75,0.26298909557408595
9000,6868.464532057834,V0,S66,S17,0,0,-272.10160962780685,0.0,0.1820514602406281,0.11487583815536236,0.75,0.2514432328415651
9000,6878.803447490902,V0,S17,S51,0,12,-264.2733046204047,0.0,0.17259006702380283,0.1128289622514071,0.75,0.23669018601667735
9000,6901.03551391357,V0,S51,S46,0,8,-278.3160534506216,0.0,0.17951458242827484,0.12675457110085428,0.7916666666666666,0.24438742783835793
9000,6911.179069005464,V0,S46,S66,0,0,-278.25749550852663,0.0,0.18456866103152264,0.11236169887634355,0.7916666666666666,0.2508017960230917
9000,6919.328395342195,V0,S66,S61,12,0,-274.93173051299635,0.0,0.18206351589556055,0.10832743818589163,0.7916666666666666,0.2456703014753047
9000,6929.456007921762,V0,S61,S40,8,0,-272.5959381130219,0.0,0.17246698204354888,0.11152402780545129,0.7916666666666666,0.24374599101988453
9000,6939.147971289896,V0,S40,S28,0,10,-263.23207864111544,0.0,0.15390790368553434,0.12510287536414183,0.7916666666666666,0.22001282873636946
9000,6958.605115194619,V0,S28,S6,0,10,-270.137261216206,0.0,0.15413142517224357,0.14106113431160605,0.7916666666666666,0.2289929441949968
9000,7620.3247612920295,V0,S6,S60,0,0,-214.5189746794757,0.0,0.18776968874546038,0.1479489871785974,0.2916666666666667,0.2591404746632457
9000,7632.288315322574,V0,S60,S63,15,0,-212.12265561398297,0.0,0.19498636360232194,0.12951509869524244,0.2916666666666667,0.25978191148171903
9000,7647.257473188544,V0,S63,S34,5,0,-209.18202571372598,0.0,0.18838954342731817,0.13668623542394842,0.2916666666666667,0.2508017960230917
9000,7657.866393587974,V0,S34,S4,0,11,-199.25780762759226,0.0,0.1674963239108422,0.1390201243897884,0.2916666666666667,0.2354073123797306
9000,7671.472875712392,V0,S4,S18,0,9,-203.85793321070696,0.0,0.1730035061481604,0.14863326030942478,0.2916666666666667,0.2379730596536241
9000,7679.772595713284,V0,S18,S43,0,0,-199.4511196294679,0.0,0.16659548304405353,0.1328731383507524,0.2916666666666667,0.241180243745991
9000,7685.859793863408,V0,S43,S49,15,0,-203.30898113780208,0.0,0.1700712371677871,0.11459171731320586,0.3333333333333333,0.24438742783835793
9000,7700.994854765323,V0,S49,S65,5,0,-204.65914850862953,0.0,0.17627929641352846,0.11883200547734543,0.3333333333333333,0.24053880692751764
9000,7710.864375645567,V0,S65,S22,0,8,-195.66595998825255,0.0,0.16358842204348234,0.11541158844853262,0.3333333333333333,0.22578576010262988
9000,7719.225083711909,V0,S22,S29,0,10,-188.83693221212724,0.0,0.15843003446643197,0.10852416546621674,0.3333333333333333,0.21423989737010904
9000,7737.408427241522,V0,S29,S10,0,2,-190.44604235381905,0.0,0.1568023149367383,0.10460069184006958,0.3333333333333333,0.22322001282873638
9000,7742.069249278357,V0,S10,S44,0,0,-192.69488677739335,0.0,0.16127140893584654,0.08125945490990939,0.375,0.22450288646568314
9000,7749.900090049052,V0,S44,S59,10,0,-192.12282257888506,0.0,0.16464472510494507,0.06916834372899548,0.375,0.2289929441949968
9000,7760.725420785206,V0,S59,S63,10,0,-193.5648202715994,0.0,0.16172585071893683,0.0720735838514806,0.375,0.23348300192431046
9000,7771.944999690266,V0,S63,S51,0,0,-188.21934705025183,0.0,0.14923558060315142,0.0808548254997529,0.375,0.22065426555484285
9000,7778.373210391133,V0,S51,S36,0,11,-181.67551935314262,0.0,0.13876833605645947,0.08254215795491526,0.375,0.20782552918537525
9000,7788.758501158438,V0,S36,S48,0,8,-178.7380041055309,0.0,0.12775463053534933,0.08388446950318745,0.375,0.2065426555484285
9000,7797.483327488162,V0,S48,S55,0,1,-183.70726568040783,0.0,0.14178885095647772,0.07542221946829884,0.375,0.21680564464400257
9000,7806.542659883354,V0,S55,S20,9,0,-189.38155453251034,0.0,0.14371216225179126,0.0671624584021524,0.4166666666666667,0.2193713919178961
9000,7826.939046492306,V0,S20,S65,7,0,-200.68972454205272,0.0,0.1705720765313174,0.060684862887654,0.4166666666666667,0.23733162283515075
9000,7838.028240952495,V0,S65,S53,0,10,-196.68736898142186,0.0,0.1639665797973053,0.0801668169798158,0.4166666666666667,0.2161642078255292
9000,7853.987259472353,V0,S53,S51,0,6,-197.54361831655828,0.0,0.1591839353792412,0.08439228819044531,0.4166666666666667,0.2193713919178961
9000,7863.958158233942,V0,S51,S35,0,0,-208.15154356850155,0.0,0.1675990241672683,0.07466130479819512,0.4583333333333333,0.23284156510583706
9000,7875.275126402281,V0,S35,S58,8,0,-203.83108776721076,0.0,0.16270176425424163,0.06730972274438103,0.4583333333333333,0.2289929441949968
9000,7890.788221473715,V0,S58,S16,9,0,-209.05110495245964,0.0,0.16538134064324814,0.08160739738364728,0.4583333333333333,0.2322001282873637
9000,7900.113861677768,V0,S16,S15,3,0,-201.81434310293037,0.0,0.15555034870554438,0.08063778650059411,0.4583333333333333,0.2187299550994227
9000,7909.793715365715,V0,S15,S51,0,13,-199.13422612619505,0.0,0.14812132788993432,0.0888901424093572,0.4583333333333333,0.21039127645926875
9000,7927.882669327517,V0,S51,S62,0,7,-209.52924641300018,0.0,0.14660176006203726,0.10288703563608297,0.5,0.21359846055163567
9000,7940.197210050006,V0,S62,S16,0,0,-217.8658263967173,0.0,0.15777962585269953,0.0981826699632332,0.5,0.23348300192431046
9000,7945.610029249626,V0,S16,S44,7,0,-214.5787927838564,0.0,0.15638618096150522,0.09224871053793054,0.5,0.2289929441949968
9000,7952.343762577854,V0,S44,S54,9,0,-211.02327788187404,0.0,0.15815600340567607,0.07921127966505395,0.5,0.22642719692110327
9000,7963.794297307977,V0,S54,S53,4,0,-198.59672062309164,0.0,0.1393035985548694,0.0813445517059476,0.5,0.2020525978191148
9000,7971.255334518638,V0,S53,S62,0,13,-196.5071053892894,0.0,0.13874869931571326,0.08033739571424708,0.5,0.19692110327132778
9000,7982.937599281057,V0,S62,S54,0,7,-219.24022670648975,0.0,0.16222647915968177,0.09232925166589825,0.5416666666666666,0.2193713919178961
9000,7992.2168566393775,V0,S54,S25,12,0,-214.03634671491633,0.0,0.15509392073629302,0.07844076500305285,0.5416666666666666,0.2193713919178961
9000,8015.850116644851,V0,S25,S23,8,0,-224.96581316295183,0.0,0.16601230672290132,0.08470924872719426,0.5416666666666666,0.23925593329057088
9000,8029.1335101640925,V0,S23,S28,0,8,-209.74456299470313,0.0,0.14724210407521282,0.08312742061987506,0.5416666666666666,0.20910840282232201
9000,8042.482703016566,V0,S28,S20,0,12,-216.79914725878905,0.0,0.14083298230486935,0.09029570376433955,0.5833333333333334,0.21103271327774215
9000,8053.227628488076,V0,S20,S60,0,0,-224.2022253908356,0.0,0.16339960862999137,0.07490427029622403,0.5833333333333334,0.22706863373957664
9000,8063.903489402188,V0,S60,S63,11,0,-224.5498021508087,0.0,0.1659612935405509,0.07010373918072939,0.5833333333333334,0.22963438101347017
9000,8076.872647268158,V0,S63,S31,9,0,-221.12576650157138,0.0,0.1580607381694103,0.059106365697853006,0.5833333333333334,0.23348300192431046
9000,8088.579584147694,V0,S31,S37,0,0,-218.0494353604907,0.0,0.14929749649985258,0.07592200290781785,0.5833333333333334,0.2187299550994227
9000,8094.385723276518,V0,S37,S0,0,13,-207.98921602941897,0.0,0.13034239156781466,0.07914697146730083,0.5833333333333334,0.20076972418216807
9000,8115.192166438578,V0,S0,S29,0,7,-212.3537009241689,0.0,0.12250616637025781,0.08375773729116986,0.625,0.19756254008980115
9000,8127.055642005983,V0,S29,S31,0,0,-228.04509334834842,0.0,0.14600646969543654,0.081374093666292,0.625,0.2283515073765234
9000,8136.539756350651,V0,S31,S40,20,0,-223.9609022949756,0.0,0.14343850742393408,0.059351852766450004,0.625,0.23412443874278382
9000,8153.072914410477,V0,S40,S29,0,0,-215.00745262165705,0.0,0.12505246321249597,0.07092801061799144,0.625,0.21295702373316228
9000,8159.150194675213,V0,S29,S20,0,13,-206.35569778469517,0.0,0.10559230399703264,0.07698847409101287,0.625,0.19756254008980115
9000,8180.772032449602,V0,S20,S55,0,7,-212.6865851313337,0.0,0.09657533811661034,0.08833263304503325,0.6666666666666666,0.19627966645285438
9000,8200.168419058555,V0,S55,S40,0,0,-225.39766792517872,0.0,0.12497518126623267,0.07371435957208292,0.6666666666666666,0.22322001282873638
9000,8205.921286618533,V0,S40,S32,6,0,-224.0587150354592,0.0,0.12511415141337684,0.06979872805101044,0.6666666666666666,0.22193713919178962
9000,8215.201272040986,V0,S32,S31,10,0,-221.90106194631716,0.0,0.1196549412389303,0.06757717852062682,0.6666666666666666,0.22129570237331622
9000,8229.608021635173,V0,S31,S12,4,0,-220.9743230003957,0.0,0.10152278941101658,0.08149484836976557,0.7083333333333334,0.20333547145606157
9000,8243.97391916255,V0,S12,S55,0,11,-210.73310217942708,0.0,0.09183276341334792,0.07588228413966008,0.7083333333333334,0.18409236690186018
9000,8259.708258559524,V0,S55,S53,0,9,-210.1452482800354,0.0,0.09038836746523177,0.07674812449599952,0.7083333333333334,0.18280949326491341
9000,8269.365593604536,V0,S53,S64,0,0,-218.1620806799671,0.0,0.10567114826969326,0.06636198525002204,0.7083333333333334,0.2026940346375882
9000,8277.015201615339,V0,S64,S57,7,0,-221.09595517677877,0.0,0.10630764065939337,0.06637551121983916,0.7083333333333334,0.21103271327774215
9000,8292.254845549234,V0,S57,S31,9,0,-229.00687019497673,0.0,0.10529772760748093,0.07046044436944685,0.75,0.21359846055163567
9000,8308.064257512828,V0,S31,S53,4,0,-229.97376342499044,0.0,0.10292277376613247,0.08136341933608196,0.75,0.21039127645926875
9000,8317.884413023634,V0,S53,S63,0,11,-225.2242105305269,0.0,0.0968414495307115,0.08754781020730151,0.75,0.19627966645285438
9000,8327.871096947752,V0,S63,S65,0,9,-224.05748439173522,0.0,0.0954737665677126,0.08594395582535962,0.75,0.19499679281590762
9000,8342.769921310455,V0,S65,S49,0,0,-234.45136273688962,0.0,0.10463496246266808,0.0762929392013392,0.7916666666666666,0.20718409236690186
9000,8350.139442190699,V0,S49,S60,10,0,-228.01207660442878,0.0,0.09753744759385252,0.06780635260036995,0.7916666666666666,0.1994868505452213
9000,8360.191870409675,V0,S60,S59,10,0,-232.54104243402654,0.0,0.10410614923646334,0.07072981355092625,0.7916666666666666,0.2059012187299551
9000,8370.346411144896,V0,S59,S65,0,0,-225.01464451210512,0.0,0.09289888331880122,0.07178395610816783,0.7916666666666666,0.19114817190506736
9000,8378.528432546549,V0,S65,S44,0,11,-221.55187706399752,0.0,0.08792922961493396,0.07331568350991557,0.7916666666666666,0.18345093008338678
9000,8393.962929589637,V0,S44,S29,0,9,-226.37289467376945,0.0,0.09895266037742495,0.08061150536830201,0.7916666666666666,0.18409236690186018
