Seed,time,vehicle_id,station_id,action_next_station,action_pickups,action_deliveries,expected_value_V,td_error,squared_starvation_penalty,squared_congestion_penalty,time_of_day_fraction,multi_horizon_starvation_risk
9000,798.4383146975655,V0,S51,S32,11,0,-231.58978849875223,0.0,0.15601514970511599,0.10773578301801515,0.5416666666666666,0.2501603592046183
9000,811.3079117718502,V0,S32,S10,9,0,-229.24233032662528,0.0,0.1583722988551601,0.0911561432624023,0.5416666666666666,0.25336754329698524
9000,822.0571082038313,V0,S10,S50,0,0,-228.13075548540115,0.0,0.14604069662951588,0.10757802517705713,0.5416666666666666,0.24759461193072482
9000,826.839292627824,V0,S50,S22,0,14,-218.2073004312176,0.0,0.1260471787899683,0.11949474469302312,0.5416666666666666,0.22450288646568314
9000,847.6756875968634,V0,S22,S53,0,6,-237.07897081150438,0.0,0.1353304003780241,0.12625180638829572,0.5833333333333334,0.2501603592046183
9000,862.9769084802372,V0,S53,S66,0,0,-250.11883493213935,0.0,0.15476787677872622,0.13217288156923226,0.5833333333333334,0.27004490057729313
9000,870.8489948886391,V0,S66,S61,12,0,-251.01758081595676,0.0,0.15579628407481366,0.1198619079711875,0.5833333333333334,0.2809493264913406
9000,880.9766074682061,V0,S61,S45,7,0,-251.63498709336608,0.0,0.1598823431044765,0.11543247987883194,0.5833333333333334,0.28287363694676076
9000,890.7478013399743,V0,S45,S29,0,5,-259.222968984623,0.0,0.1564838962896241,0.1477149138452488,0.5833333333333334,0.2847979474021809
9000,900.3366263585656,V0,S29,S55,0,14,-266.67089302721115,0.0,0.1558136219158688,0.16182064277033748,0.625,0.2783835792174471
9000,912.4585619918098,V0,S55,S51,0,0,-268.9772266784646,0.0,0.1627059632043097,0.15786453605791723,0.625,0.28287363694676076
9000,920.9420797369779,V0,S51,S12,11,0,-263.44655919048733,0.0,0.16417894126695765,0.14138394583363792,0.625,0.2771007055805003
9000,931.458293332692,V0,S12,S9,9,0,-265.2669253144557,0.0,0.16712971255200282,0.14136797415579458,0.625,0.28030788967286724
9000,940.4160931712439,V0,S9,S26,0,0,-257.06588899174835,0.0,0.14505083552520445,0.1634848917447776,0.625,0.25657472738935216
9000,958.0505516286293,V0,S26,S39,0,15,-266.494967490778,0.0,0.16077944180471057,0.18215693650171413,0.625,0.2591404746632457
9000,978.2873136512701,V0,S39,S55,0,5,-274.1212042118048,0.0,0.15360107805013987,0.1758193412772912,0.6666666666666666,0.27325208466966006
9000,992.351655315577,V0,S55,S7,0,0,-280.3781695908161,0.0,0.17045488386785196,0.17318492137408725,0.6666666666666666,0.2809493264913406
9000,1007.9821302919391,V0,S7,S20,13,0,-281.6613239901404,0.0,0.17766684148700584,0.15940002026294012,0.6666666666666666,0.28928800513149455
9000,1020.1145828142185,V0,S20,S39,7,0,-283.2854220059153,0.0,0.16925099314973624,0.16473506287848283,0.7083333333333334,0.2777421423989737
9000,1036.0171257898733,V0,S39,S15,0,14,-272.45614827426516,0.0,0.15524263380113407,0.16830982944510195,0.7083333333333334,0.25336754329698524
9000,1053.2280160326957,V0,S15,S60,0,6,-277.92188676067906,0.0,0.17099671895409782,0.16094596283683385,0.7083333333333334,0.26298909557408595
9000,1063.650797327771,V0,S60,S66,0,0,-279.810694298078,0.0,0.17097547278351402,0.1573470488539122,0.7083333333333334,0.27132777421423987
9000,1067.8816835376526,V0,S66,S12,12,0,-274.1021937216055,0.0,0.16473535635406797,0.14481819866311765,0.7083333333333334,0.268120590121873
9000,1086.4916478608743,V0,S12,S59,8,0,-273.30974599730473,0.0,0.16409641524292107,0.11962663968544215,0.75,0.2655548428479795
9000,1100.8556102346972,V0,S59,S35,0,0,-266.9561193521388,0.0,0.1437310920284597,0.13964209329735103,0.75,0.24759461193072482
9000,1113.1285836636482,V0,S35,S60,0,11,-263.42821771339356,0.0,0.13720590860349438,0.14870422414851486,0.75,0.2354073123797306
9000,1130.8386086143419,V0,S60,S53,0,9,-267.8798932696274,0.0,0.14063330744276603,0.16430523003767342,0.75,0.23476587556125722
9000,1143.6451968909482,V0,S53,S22,0,0,-284.8703177701508,0.0,0.15936707419734558,0.1576471758709651,0.7916666666666666,0.2572161642078255
9000,1155.946417774322,V0,S22,S59,11,0,-290.4603756636947,0.0,0.16445370095055656,0.16037742434515304,0.7916666666666666,0.268120590121873
9000,1170.7027218556627,V0,S59,S65,9,0,-298.63093676588016,0.0,0.18450854410237494,0.1604796450088929,0.7916666666666666,0.2771007055805003
9000,1183.3847432573154,V0,S65,S63,0,0,-292.83556161784645,0.0,0.1719874449732273,0.1700715269999614,0.7916666666666666,0.26234765875561256
9000,1193.7835676200189,V0,S63,S27,0,14,-283.5371159518728,0.0,0.15709628331665315,0.16860817708288015,0.7916666666666666,0.24695317511225146
9000,1862.652975022517,V0,S27,S66,0,6,-232.70365827429129,0.0,0.19964082575577036,0.18313665071067822,0.2916666666666667,0.27902501603592045
9000,1870.5628810827477,V0,S66,S57,0,0,-239.29419214263913,0.0,0.2137909049432988,0.17158202272465525,0.2916666666666667,0.29634381013470174
9000,1881.725307691792,V0,S57,S56,13,0,-240.90151675015,0.0,0.21882234623054594,0.1658418665723592,0.2916666666666667,0.3014753046824888
9000,1893.04422072037,V0,S56,S53,6,0,-242.71949559510696,0.0,0.21527866516737343,0.17798618418964535,0.2916666666666667,0.3008338678640154
9000,1902.1004566239353,V0,S53,S66,0,14,-235.3724440835447,0.0,0.20445503260278727,0.18551843453512348,0.2916666666666667,0.281590763309814
9000,1916.9725430323374,V0,S66,S43,0,5,-241.4746040951737,0.0,0.21691961709393698,0.19130009984798155,0.2916666666666667,0.28608082103912763
9000,1927.0290995048333,V0,S43,S46,0,0,-255.50263056025452,0.0,0.23057561335511687,0.18659699750822914,0.3333333333333333,0.3021167415009622
9000,1931.485506712088,V0,S46,S54,13,0,-250.99922169085295,0.0,0.2314733255421919,0.16706389227489757,0.3333333333333333,0.3021167415009622
9000,1944.2895314984,V0,S54,S43,7,0,-245.06965576514028,0.0,0.22081921390721712,0.1758739372061795,0.3333333333333333,0.28608082103912763
9000,1955.2795082884518,V0,S43,S7,0,14,-238.22999202491826,0.0,0.2069737049169779,0.18607707543307425,0.3333333333333333,0.2687620269403464
9000,1976.1817012557212,V0,S7,S22,0,6,-242.547753530315,0.0,0.2024662853300688,0.20692464548712491,0.3333333333333333,0.27004490057729313
9000,1984.3949094200275,V0,S22,S47,0,0,-260.5022787451103,0.0,0.22313384575831824,0.19692089395411308,0.375,0.29634381013470174
9000,1989.717862319292,V0,S47,S59,12,0,-257.6242791518767,0.0,0.22138554311365932,0.18427166848631482,0.375,0.29826812059012187
9000,2002.6886729995258,V0,S59,S13,8,0,-254.52115396628764,0.0,0.21631747413279723,0.18300176516985328,0.375,0.2937780628608082
9000,2019.5144130837318,V0,S13,S15,0,13,-249.08931514572646,0.0,0.2015350019258913,0.19561879648286068,0.375,0.27966645285439384
9000,2039.51779818794,V0,S15,S41,0,7,-240.66587627654928,0.0,0.18210376033421463,0.20083447672547525,0.375,0.2655548428479795
9000,2050.485249335294,V0,S41,S61,0,0,-247.39825568799836,0.0,0.18529993021831107,0.18505127366091179,0.4166666666666667,0.2758178319435536
9000,2055.7247885662196,V0,S61,S0,8,0,-243.09806381708887,0.0,0.18379283281257583,0.16803435470080125,0.4166666666666667,0.2764592687620269
9000,2073.8070051519157,V0,S0,S56,11,0,-227.4119781570289,0.0,0.16556923007767135,0.14024819662097418,0.4166666666666667,0.26363053239255935
9000,2087.769231274775,V0,S56,S26,1,0,-217.0689865137494,0.0,0.14637120771472148,0.1495886575281926,0.4166666666666667,0.24053880692751764
9000,2098.4827743568485,V0,S26,S35,0,16,-212.84856779251425,0.0,0.1378252739658826,0.15530742967936526,0.4166666666666667,0.23027581783194356
9000,2115.9051528508385,V0,S35,S41,0,4,-222.96637789356407,0.0,0.1403951852277051,0.1524005836942304,0.4583333333333333,0.2418216805644644
9000,2130.538701698501,V0,S41,S3,0,0,-225.95320614627934,0.0,0.15497448898236024,0.1316684460496748,0.4583333333333333,0.25465041693393203
9000,2142.1753684673563,V0,S3,S10,9,0,-227.73336160830226,0.0,0.1650762692853275,0.1256425813847926,0.4583333333333333,0.25657472738935216
9000,2153.3257272468595,V0,S10,S54,9,0,-222.9479758244733,0.0,0.16171734603094165,0.11561597738665289,0.4583333333333333,0.2520846696600385
9000,2162.0393300628875,V0,S54,S46,2,0,-229.40630511033524,0.0,0.1579182020100503,0.13072037766305453,0.5,0.24438742783835793
9000,2169.3433548492,V0,S46,S35,0,12,-217.15044836766944,0.0,0.141103485219495,0.12875829205152023,0.5,0.22193713919178962
9000,2184.270082266114,V0,S35,S7,0,8,-209.24612889069925,0.0,0.13740543555738213,0.11588267693510639,0.5,0.21039127645926875
9000,2205.4728829266214,V0,S7,S66,0,0,-217.07706115399264,0.0,0.15134546628835652,0.10879061934964075,0.5,0.2283515073765234
9000,2215.1146703588806,V0,S66,S32,12,0,-225.36405146120381,0.0,0.16731713264952836,0.10142086067461574,0.5,0.24631173829377806
9000,2230.5229357222665,V0,S32,S51,8,0,-227.75617042870013,0.0,0.1571142866674386,0.10216572175802481,0.5416666666666666,0.2418216805644644
9000,2241.892532796551,V0,S51,S29,0,10,-213.45073411202918,0.0,0.13776263871715907,0.10146812172869447,0.5416666666666666,0.21423989737010904
9000,2257.459723661272,V0,S29,S63,0,10,-213.54085731224953,0.0,0.12559695828292078,0.10950148848889943,0.5416666666666666,0.21808851828094933
9000,2270.7126548553047,V0,S63,S44,0,0,-223.30520391465683,0.0,0.14005203198608138,0.10105855259567141,0.5416666666666666,0.24246311738293777
9000,2274.1800892539786,V0,S44,S4,10,0,-222.17547139037055,0.0,0.14249584358783912,0.08677662743219608,0.5416666666666666,0.24759461193072482
9000,2284.1073154946785,V0,S4,S18,8,0,-221.9775961675055,0.0,0.1479339312022895,0.0637253599759678,0.5833333333333334,0.24053880692751764
9000,2291.9070354955707,V0,S18,S27,2,0,-231.51918846914134,0.0,0.15976904510367532,0.07646365716806189,0.5833333333333334,0.2508017960230917
9000,2299.585680007161,V0,S27,S17,0,13,-225.47641834244627,0.0,0.14805502021143377,0.0815431854776632,0.5833333333333334,0.2379730596536241
9000,2314.685779935516,V0,S17,S7,0,7,-230.7432697457654,0.0,0.15445898577243847,0.09734379013079127,0.5833333333333334,0.23733162283515075
9000,2330.6122057471484,V0,S7,S0,0,0,-248.6243220576364,0.0,0.19169898611185618,0.0955372840538515,0.5833333333333334,0.26363053239255935
9000,2351.000758615704,V0,S0,S55,11,0,-256.8497954754753,0.0,0.19569347165706796,0.09911330367660542,0.625,0.26363053239255935
9000,2365.8216084769883,V0,S55,S12,9,0,-255.20694694786096,0.0,0.19732918999907267,0.09498718332790879,0.625,0.2604233483001924
9000,2380.5559478739615,V0,S12,S35,0,0,-247.373239376765,0.0,0.17442665162311133,0.10632506845004171,0.625,0.24631173829377806
9000,2393.422406122369,V0,S35,S57,0,9,-236.629279873868,0.0,0.15067374026297142,0.10743832108993337,0.625,0.23155869146889033
9000,2401.6479267773366,V0,S57,S26,0,10,-237.55145905213203,0.0,0.13932609866251808,0.12177332058540492,0.6666666666666666,0.21359846055163567
9000,2416.515948346438,V0,S26,S12,0,1,-236.1116351467906,0.0,0.14599692210852777,0.09293980346447882,0.6666666666666666,0.2251443232841565
9000,2433.233189208989,V0,S12,S52,11,0,-233.67102851254316,0.0,0.14433257059448634,0.08024986323951024,0.6666666666666666,0.2283515073765234
9000,2448.3885503501533,V0,S52,S61,7,0,-237.65886343992398,0.0,0.15076112705026454,0.0802118173430256,0.6666666666666666,0.2354073123797306
9000,2456.889281843044,V0,S61,S15,0,6,-227.3937950468735,0.0,0.13860279840230033,0.08239207800293566,0.6666666666666666,0.2123155869146889
9000,2466.2165080743107,V0,S15,S54,0,12,-224.36691932059432,0.0,0.12582485771895804,0.07844320311916553,0.7083333333333334,0.19692110327132778
9000,2479.1122326274344,V0,S54,S65,0,0,-235.57335855246527,0.0,0.1401508463025675,0.0831107939844218,0.7083333333333334,0.2161642078255292
9000,2490.536012790357,V0,S65,S66,11,0,-240.47896671162366,0.0,0.15713026532126498,0.07301180628537321,0.7083333333333334,0.2251443232841565
9000,2502.1249448734616,V0,S66,S64,9,0,-249.10076445298336,0.0,0.16303718348986412,0.08123192597891842,0.7083333333333334,0.24053880692751764
9000,2511.372735131542,V0,S64,S7,0,5,-236.54570480006663,0.0,0.13896285057578428,0.0813609243312392,0.7083333333333334,0.22129570237331622
9000,2524.192737845324,V0,S7,S54,0,11,-236.87342735946712,0.0,0.12481798438504119,0.09270435371969395,0.75,0.2059012187299551
9000,2544.642576920308,V0,S54,S26,0,4,-257.9836435942747,0.0,0.15571719908054316,0.11183679644716996,0.75,0.23155869146889033
9000,2555.3679310793973,V0,S26,S53,0,0,-262.8879428572098,0.0,0.16260917576645312,0.10455128115476588,0.75,0.24631173829377806
9000,2565.6561089248007,V0,S53,S66,14,0,-260.40197209460376,0.0,0.15907381314377833,0.09717462753641515,0.75,0.24695317511225146
9000,2580.528195333203,V0,S66,S39,6,0,-263.05544362715096,0.0,0.1587852675461757,0.1033867658117357,0.7916666666666666,0.23155869146889033
9000,2590.622056228391,V0,S39,S26,0,12,-255.3967034814204,0.0,0.15086138218440548,0.09777143075733279,0.7916666666666666,0.2187299550994227
9000,2609.358818251032,V0,S26,S55,0,8,-253.08908398657567,0.0,0.14708061186190832,0.10456122874170311,0.7916666666666666,0.20974983964079538
9000,2623.031792334588,V0,S55,S42,0,0,-259.01616554915074,0.0,0.15791438635033841,0.09467200228829385,0.7916666666666666,0.22642719692110327
9000,2630.3720043465546,V0,S42,S31,10,0,-259.5080707606939,0.0,0.15709296766717368,0.09142844688291236,0.7916666666666666,0.23091725465041693
9000,3301.970205837059,V0,S31,S39,8,0,-261.95355698272283,0.0,0.271038010805009,0.15944554397852093,0.2916666666666667,0.3290570878768441
9000,3312.6921939143226,V0,S39,S58,2,0,-256.68805751767155,0.0,0.252899092979908,0.17894996211720615,0.2916666666666667,0.3130211674150096
9000,3319.8177816582984,V0,S58,S15,0,15,-248.08200314616744,0.0,0.23127492442132497,0.1954007439738548,0.2916666666666667,0.2918537524053881
9000,3335.9870025654614,V0,S15,S26,0,5,-245.82443326585235,0.0,0.2304295320470948,0.18522952162484743,0.2916666666666667,0.2931366260423348
9000,3344.28997050893,V0,S26,S39,0,0,-248.55571848472212,0.0,0.23771826994931836,0.17206941750833787,0.2916666666666667,0.30532392559332905
9000,3357.026732531571,V0,S39,S54,18,0,-251.76580617248408,0.0,0.2476828308198308,0.16067478117199344,0.2916666666666667,0.31558691468890315
9000,3377.4384094246616,V0,S54,S22,2,0,-247.95158740961347,0.0,0.2243343877693554,0.16822380632759532,0.3333333333333333,0.29762668377164847
9000,3391.214800127798,V0,S22,S65,0,11,-237.41557357600863,0.0,0.2047549372948413,0.16488147062050362,0.3333333333333333,0.2835150737652341
9000,3401.07550819414,V0,S65,S13,0,9,-240.4895134496693,0.0,0.20723436638969853,0.18458594175133403,0.3333333333333333,0.2764592687620269
9000,3414.1271263323333,V0,S13,S29,0,0,-253.6612226888174,0.0,0.2325255525083549,0.1786837941604219,0.3333333333333333,0.3008338678640154
9000,3431.488325587806,V0,S29,S10,15,0,-256.14549782602467,0.0,0.23953518983422467,0.1509798204209604,0.375,0.3040410519563823
9000,3442.649147624641,V0,S10,S31,5,0,-251.4872426320706,0.0,0.23278921541347675,0.16351517993412176,0.375,0.28608082103912763
9000,3453.9772083033768,V0,S31,S27,0,15,-244.4588859272386,0.0,0.22700019314652045,0.1608655909726546,0.375,0.27132777421423987
9000,3466.74314561556,V0,S27,S66,0,5,-237.82325648483305,0.0,0.21126256561865003,0.15197166425403444,0.375,0.27004490057729313
9000,3474.1530516757907,V0,S66,S60,0,0,-246.9073254413401,0.0,0.22801901411746986,0.1453002592732687,0.375,0.28928800513149455
9000,3478.3839378856724,V0,S60,S49,15,0,-249.99793497776366,0.0,0.24011076655486416,0.13290794270871306,0.375,0.29826812059012187
9000,3490.936366104649,V0,S49,S12,5,0,-241.9603419863782,0.0,0.20927629625874689,0.14064714841629475,0.4166666666666667,0.27325208466966006
9000,3505.206944387794,V0,S12,S66,0,11,-232.09431412535272,0.0,0.19021097073383514,0.14215643611129092,0.4166666666666667,0.2572161642078255
9000,3523.3169087110155,V0,S66,S26,0,9,-227.76156390031719,0.0,0.18666799752350602,0.14385068958793584,0.4166666666666667,0.2456703014753047
9000,3536.4603912384255,V0,S26,S59,0,0,-245.15138470990598,0.0,0.21802466720980482,0.13222246736806717,0.4166666666666667,0.28223220012828737
9000,3547.842900951869,V0,S59,S36,14,0,-248.59981858815127,0.0,0.21986496182560458,0.11662404153155422,0.4583333333333333,0.2835150737652341
9000,3563.98444264389,V0,S36,S51,6,0,-241.70505242535546,0.0,0.19362039891858823,0.13802139405138417,0.4583333333333333,0.2674791533033996
9000,3571.869733411194,V0,S51,S26,0,10,-231.141985019522,0.0,0.18403786285571785,0.12394288324128501,0.4583333333333333,0.25336754329698524
9000,3591.0945288008415,V0,S26,S34,0,10,-229.75793653321347,0.0,0.17468793211239317,0.13168184170085984,0.4583333333333333,0.2508017960230917
9000,3602.2089049996243,V0,S34,S62,0,0,-246.8611705253741,0.0,0.18587925878587927,0.12911522943687323,0.5,0.2764592687620269
9000,3608.0099330141643,V0,S62,S37,12,0,-250.37568047136557,0.0,0.19418322112733238,0.11810739209833207,0.5,0.28864656831302116
9000,3619.610869537931,V0,S37,S16,8,0,-254.4543378712749,0.0,0.1915571130283781,0.14035904464982968,0.5,0.286722257857601
9000,3628.0842028864217,V0,S16,S29,0,5,-254.87641872017005,0.0,0.1988819677804164,0.14133953283555703,0.5,0.281590763309814
9000,3638.9934626000836,V0,S29,S50,0,15,-248.5157603380576,0.0,0.18660598329800496,0.15448473257308454,0.5,0.26234765875561256
9000,3650.784197765709,V0,S50,S42,0,0,-264.1086092154585,0.0,0.21541542346994014,0.1469300644730882,0.5,0.2924951892238615
9000,3656.09513897379,V0,S42,S44,11,0,-262.5729377419092,0.0,0.21875486621063633,0.13265552367877573,0.5,0.29570237331622834
9000,3672.7095271069743,V0,S44,S50,7,0,-271.51778960033835,0.0,0.22551779943817754,0.12747721798582948,0.5416666666666666,0.3021167415009622
9000,3685.7902273756517,V0,S50,S39,0,14,-253.58960920441186,0.0,0.20639315742666012,0.12651837190561704,0.5416666666666666,0.26363053239255935
9000,3706.4693105463834,V0,S39,S26,0,4,-255.0465880329471,0.0,0.20781018129063955,0.11521941037649219,0.5416666666666666,0.2751763951250802
9000,3721.2060725690244,V0,S26,S5,0,0,-271.7399621056946,0.0,0.22699158999532454,0.1112500599185395,0.5833333333333334,0.2944194996792816
9000,3734.845855246208,V0,S5,S32,10,0,-275.8951203165035,0.0,0.2354544631146852,0.1088622850833704,0.5833333333333334,0.3021167415009622
9000,3758.1182000726035,V0,S32,S41,10,0,-287.38880773538267,0.0,0.2537373729539467,0.10348566386082969,0.5833333333333334,0.3264913406029506
9000,3773.7727468697003,V0,S41,S39,0,0,-299.06040733803013,0.0,0.26592441859663435,0.15009907092951158,0.5833333333333334,0.3181526619627967
9000,3780.089418672027,V0,S39,S26,0,18,-294.5412159128248,0.0,0.24406142393288288,0.15842892175838982,0.625,0.29634381013470174
9000,3801.826180694668,V0,S26,S34,0,2,-287.8025671167179,0.0,0.23269556711401376,0.1374398198559329,0.625,0.300192431045542
9000,3808.940556893451,V0,S34,S35,0,0,-284.0795771545753,0.0,0.22912145499115288,0.12939091261334845,0.625,0.29762668377164847
9000,3816.232962667331,V0,S35,S41,9,0,-285.23596454080837,0.0,0.22981973186508256,0.12112767679844078,0.625,0.30660679923027584
9000,3833.3665115149934,V0,S41,S31,11,0,-287.9782453077146,0.0,0.2300322031471046,0.12606935233287034,0.625,0.3110968569595895
9000,3843.135354797774,V0,S31,S26,0,0,-279.5199000682296,0.0,0.20553083883662943,0.12534199833132773,0.6666666666666666,0.28608082103912763
9000,3852.1543745827735,V0,S26,S27,0,15,-269.8744240320971,0.0,0.18650792246928302,0.1391299722281686,0.6666666666666666,0.2617062219371392
9000,3866.4460500452865,V0,S27,S34,0,5,-265.6744235398147,0.0,0.18332509343992334,0.14186712482625694,0.6666666666666666,0.24951892238614495
9000,3874.6262482003026,V0,S34,S41,0,0,-269.7083699736087,0.0,0.2036658754720728,0.12284367196509326,0.6666666666666666,0.25978191148171903
9000,3883.351963827079,V0,S41,S31,14,0,-264.8306370616641,0.0,0.20125354044323363,0.1052841412298093,0.6666666666666666,0.25978191148171903
9000,3894.62080710986,V0,S31,S54,6,0,-262.12751561851707,0.0,0.18902224956110147,0.11503341145513617,0.6666666666666666,0.25400898011545864
9000,3906.3227026770164,V0,S54,S17,0,11,-260.08054748245064,0.0,0.17716115554259343,0.1141527823588619,0.7083333333333334,0.2386144964720975
9000,3922.4530924893834,V0,S17,S15,0,9,-257.5794432214155,0.0,0.16040758624034554,0.12778571241799716,0.7083333333333334,0.23412443874278382
9000,3934.7171250774054,V0,S15,S60,0,0,-266.5745299304625,0.0,0.17760413521144167,0.11325556064908093,0.7083333333333334,0.2584990378447723
9000,3942.1399063724807,V0,S60,S31,15,0,-265.1562034768442,0.0,0.17911461565448836,0.10404289279992403,0.7083333333333334,0.25978191148171903
9000,3953.533748210801,V0,S31,S15,5,0,-265.75347527065514,0.0,0.1735844563118974,0.12204221548944363,0.7083333333333334,0.25272610647851185
9000,3962.566857200768,V0,S15,S34,0,13,-268.4907622427967,0.0,0.17123146761131375,0.12464827121088044,0.75,0.2418216805644644
9000,3973.5698327570917,V0,S34,S10,0,7,-260.8162741811852,0.0,0.15455470200333854,0.12914838089045577,0.75,0.2283515073765234
9000,3981.9274506628935,V0,S10,S12,0,0,-263.8670814058453,0.0,0.1646461583017058,0.1187177414184659,0.75,0.23733162283515075
9000,3994.1469300176873,V0,S12,S62,10,0,-259.7183695786789,0.0,0.16653157900524979,0.10047622408909797,0.75,0.23669018601667735
9000,4009.977050377901,V0,S62,S41,10,0,-267.6009401694002,0.0,0.17807753854552855,0.09789756291775224,0.75,0.25336754329698524
9000,4022.22239674957,V0,S41,S49,0,0,-266.6964984996891,0.0,0.1618009506313417,0.10378923191102961,0.7916666666666666,0.23989737010904427
9000,4027.719215769174,V0,S49,S3,0,10,-254.06508974669737,0.0,0.14002989258150358,0.09764340669644553,0.7916666666666666,0.22322001282873638
9000,4044.5452308102967,V0,S3,S51,0,8,-235.5001477759536,0.0,0.10168034328487191,0.10395362927808831,0.7916666666666666,0.19243104554201412
9000,4056.2477577153363,V0,S51,S9,0,2,-237.4299359830193,0.0,0.10921261090298236,0.08986205883566899,0.7916666666666666,0.2026940346375882
