Seed,time,vehicle_id,station_id,action_next_station,action_pickups,action_deliveries,expected_value_V,td_error,anticipated_demand_shortfall,squared_starvation_penalty,squared_congestion_penalty
9000,420.0,V0,S0,S39,0,0,-187.4298131123943,0.0,0.009955099601635495,0.18704716672151703,0.11804971041251242
9000,437.76276528657337,V0,S39,S52,18,0,-179.52449167880312,0.0,0.006370750182404436,0.18218183256536993,0.10892130653401924
9000,454.42712068298886,V0,S52,S65,2,0,-183.55705549284824,0.0,0.0033491552927464993,0.1742761202715566,0.1287275242900324
9000,464.60800540515055,V0,S65,S22,0,12,-182.2670141854638,0.0,0.004255719736189778,0.1682289040366359,0.1346747610550314
9000,474.9687134714929,V0,S22,S66,0,8,-176.01426967602885,0.0,0.00305323902042039,0.15273469603614315,0.14403679574822062
9000,486.39818747151395,V0,S66,S35,0,0,-176.19788898043873,0.0,0.0019550994086372617,0.1656263062034845,0.12601915505035471
9000,497.626943778415,V0,S35,S56,9,0,-173.23554442193074,0.0,0.001181098725109088,0.16967333603449614,0.11416082361578021
9000,507.56610705819827,V0,S56,S29,6,0,-173.92568144673322,0.0,0.0006080823039457995,0.17528954178696965,0.1075748478626444
9000,515.8485076232787,V0,S29,S12,5,0,-166.55408511643301,0.0,0.0005430831138410195,0.16078229282972503,0.11315206102811642
9000,530.7013260154271,V0,S12,S15,0,12,-165.2948047467322,0.0,6.841993851872726e-05,0.15208522235740826,0.12303561067130385
9000,550.3025223035178,V0,S15,S66,0,8,-161.73267046643696,0.0,0.0008809065650563121,0.14472018086513652,0.1261905670300879
9000,560.5012656545762,V0,S66,S44,0,0,-174.72995703754884,0.0,0.00039341458913376117,0.16545890073353767,0.12332128635760331
9000,567.4165090281629,V0,S44,S37,10,0,-178.35726048519726,0.0,0.0007697240980563063,0.17301176326607628,0.11996402198178464
9000,576.7716829151927,V0,S37,S52,10,0,-177.96491771355088,0.0,0.0005028864907637248,0.17512925706731888,0.11613837651072896
9000,585.9521677909211,V0,S52,S31,0,0,-187.88149888607677,0.0,0.003040410692948726,0.17282198476202815,0.13974328230259522
9000,591.93845395204,V0,S31,S62,0,18,-181.89772021964677,0.0,0.003014752833678066,0.1636412796762912,0.1405528430457866
9000,606.9150241288635,V0,S62,S63,0,2,-180.8872860694791,0.0,0.0010622194594798599,0.166842098390207,0.13399772958559508
9000,613.3748582964731,V0,S63,S44,13,0,-175.55830349661045,0.0,0.0005028867201594071,0.1715699102605424,0.11627289507786627
9000,623.3422926951471,V0,S44,S51,7,0,-166.82427724412847,0.0,0.00036861219415303755,0.15325931783502147,0.12449082209636257
9000,633.6690257220116,V0,S51,S42,0,11,-144.1364767473966,0.0,0.00026683759773442805,0.12842589152297795,0.11327692732308468
9000,651.6739416929717,V0,S42,S41,0,8,-139.6864523378407,0.0,0.00152661966314065,0.12426546378164241,0.10998724456785706
9000,669.4785909205682,V0,S41,S64,0,1,-151.20370203051237,0.0,0.0023579214573518216,0.1426233922103305,0.107400225031604
9000,674.7933055138221,V0,S64,S23,6,0,-138.7262271624598,0.0,0.003248236131943366,0.13966795300442267,0.08585537202893993
9000,686.154098686248,V0,S23,S59,7,0,-145.4896949140183,0.0,0.006398974205149221,0.14594889257229937,0.09062730055021385
9000,698.8334744327418,V0,S59,S29,7,0,-145.4652937010533,0.0,0.005701090144071157,0.13985333434150116,0.09934465895317263
9000,712.8700117452263,V0,S29,S26,0,13,-137.46613972618462,0.0,0.0,0.12229567104190239,0.10831687253045877
9000,727.386302232528,V0,S26,S41,0,7,-143.37293143722047,0.0,0.0032037633439529548,0.13126615824232943,0.10746848092940015
9000,740.536476031704,V0,S41,S57,0,0,-151.26315671295214,0.0,0.006807782697402337,0.14211960892305162,0.10799057846112659
9000,753.0952215392764,V0,S57,S49,13,0,-153.41671459896648,0.0,0.007846055082819109,0.1488838283080434,0.10268626407150672
9000,773.0517326151717,V0,S49,S50,7,0,-164.60534092531543,0.0,0.009966217454539576,0.15100295547596007,0.12259971231103423
9000,789.5412817272673,V0,S50,S29,0,15,-170.65095201376118,0.0,0.0037203341282813344,0.158657290437782,0.1244605388386571
9000,801.332016892893,V0,S29,S54,0,5,-171.50774776795134,0.0,0.0030737651166738494,0.15962493113690704,0.12487839772402955
9000,808.2604120919505,V0,S54,S51,0,0,-181.79711192240424,0.0,0.006558049864460062,0.18363796797678558,0.11151132310062152
9000,817.4383564039007,V0,S51,S42,10,0,-193.91440044091186,0.0,0.013801154301210884,0.19329425700404615,0.12225549312982764
9000,834.9432723748607,V0,S42,S1,10,0,-207.16188554379664,0.0,0.020141115778910187,0.2039741862143161,0.13391565328278915
9000,844.133067836053,V0,S1,S29,0,0,-217.95114877634603,0.0,0.02024887692400704,0.22041534797067355,0.13261342779376284
9000,849.5487459361968,V0,S29,S54,0,15,-198.51241511703424,0.0,0.02032328443392643,0.1970075596830908,0.1260470722618676
9000,861.4771411352543,V0,S54,S15,0,5,-203.18972427707865,0.0,0.01792687579100525,0.1974667889212778,0.135169682256635
9000,870.8728656883782,V0,S15,S12,0,0,-226.91261307476034,0.0,0.01949967901778573,0.22958644661075864,0.13800111957515457
9000,884.4740619764689,V0,S12,S46,12,0,-223.33769543075678,0.0,0.01220611517745918,0.23881166519620042,0.11783693481548024
9000,898.6104420504838,V0,S46,S51,8,0,-231.63356353943925,0.0,0.008986957374819202,0.25886262471231075,0.10641477372761143
9000,908.7539971423782,V0,S51,S26,0,0,-226.25087529292716,0.0,0.002678640268030956,0.23791765522996466,0.12566627618020101
9000,922.978792532026,V0,S26,S15,0,16,-213.58899528576254,0.0,0.0014436603490934684,0.19724584564283884,0.1578663593871291
9000,936.7817604754944,V0,S15,S58,0,4,-207.93271214688994,0.0,0.0025349583971416285,0.1874965163697499,0.16010167906983971
9000,947.4509813826572,V0,S58,S66,0,0,-207.39721481061866,0.0,0.0009672867517734354,0.19816278322704828,0.14381447994304258
9000,953.9724770418219,V0,S66,S12,12,0,-208.4473211013143,0.0,0.0010776138596231928,0.20658413936142184,0.13391520026968895
9000,972.5824413650435,V0,S12,S37,8,0,-205.60947177217173,0.0,0.0017549711362607515,0.20634917549250845,0.12836200278112772
9000,986.1463198601024,V0,S37,S64,0,0,-209.08872039304498,0.0,0.0036125722185322076,0.1948985126952863,0.15182519301506542
9000,991.0912991959225,V0,S64,S35,0,6,-194.89727222373176,0.0,0.0031858029428241037,0.175316826088613,0.150627775399685
9000,1006.0332906737818,V0,S35,S1,0,12,-181.9256649695332,0.0,0.0012247167465547631,0.16510645111719263,0.13861456204727035
9000,1015.5617800969569,V0,S1,S56,0,2,-179.49215216314835,0.0,0.0013427411500577212,0.15705871927298107,0.1451135720910734
9000,1022.0348059528222,V0,S56,S44,0,0,-180.5105067697096,0.0,0.0019978619275603867,0.1658787193099218,0.13454698632212736
9000,1029.8117846905109,V0,S44,S51,6,0,-175.805841573864,0.0,0.0019858884000869955,0.16221980614732587,0.13008666701264482
9000,1039.6385177173754,V0,S51,S31,11,0,-169.25209994061242,0.0,0.0016343810854239523,0.1566802272393832,0.12452612371859229
9000,1055.5856696699093,V0,S31,S58,3,0,-159.01389596609974,0.0,0.0024203548567504588,0.14888997617537045,0.11452681433400504
9000,1063.2953716804202,V0,S58,S55,0,15,-157.93656999781345,0.0,0.0018191148238429816,0.13897091864118757,0.12654242463425133
9000,1079.400716852309,V0,S55,S43,0,5,-159.48539675280094,0.0,0.001572803054733717,0.14425191989361313,0.12218822568994302
9000,1089.1379717128616,V0,S43,S31,0,0,-170.6559621850193,0.0,0.002419499749696507,0.16388359314875786,0.11706173457852496
9000,1096.4840790250246,V0,S31,S48,20,0,-157.9518477414651,0.0,0.0015462903811275539,0.1578999835898398,0.09948596533957323
9000,1117.6363264744255,V0,S48,S43,0,0,-155.37824420381781,0.0,0.0020149668835156083,0.14790042683730656,0.10847086978761417
9000,1124.4425044089676,V0,S43,S26,0,16,-149.6086552319531,0.0,0.0019944408446110696,0.1389086772422044,0.10945119574866524
9000,1143.9534520874008,V0,S26,S65,0,4,-164.32347659874856,0.0,0.003563822862991467,0.14865500417889782,0.1257453054452854
9000,1155.3840224244275,V0,S65,S51,12,0,-156.30558252107153,0.0,0.0034124439557138508,0.14641228198320544,0.11243400160153025
9000,1174.9508274376421,V0,S51,S4,8,0,-153.98331787952708,0.0,0.0032499465252666462,0.14150798435979825,0.11467745284826511
9000,1187.3685361490502,V0,S4,S25,0,7,-152.62090723057503,0.0,0.004405388165315502,0.13060252081710566,0.1274175595539729
9000,1862.9467755519095,V0,S25,S26,0,12,-240.25140288825492,0.0,0.02022493006022333,0.21078263958929672,0.1923856456635195
9000,1882.3231632769264,V0,S26,S50,0,1,-250.53700542975784,0.0,0.01680051295936222,0.23957221434680426,0.1725652319091168
9000,1890.6451799078172,V0,S50,S35,14,0,-241.80163224318503,0.0,0.014496471730465305,0.23826599348995064,0.156556382280851
9000,1902.250333435748,V0,S35,S15,6,0,-240.90507392752758,0.0,0.007835792493483743,0.23880085553555402,0.15432158277101807
9000,1914.0437434187395,V0,S15,S62,0,14,-231.77287481947172,0.0,0.008964720657041549,0.22104651596781427,0.16085011321106366
9000,1926.8329858733728,V0,S62,S26,0,6,-241.36312307779025,0.0,0.008189865388573555,0.222277350074823,0.17890491922863164
9000,1938.3563888711806,V0,S26,S54,0,0,-240.1427847118701,0.0,0.0036023091704054776,0.2274277854308302,0.16927563119062014
9000,1947.0817430302698,V0,S54,S59,12,0,-225.14474464177442,0.0,0.0025734445313141084,0.2180212988558839,0.1518801861081071
