Seed,time,vehicle_id,station_id,action_next_station,action_pickups,action_deliveries,expected_value_V,td_error,squared_starvation_penalty,squared_congestion_penalty,work_ratio,imbalance_concentration
9000,714.9692268128973,V0,S58,S62,0,15,-239.28940060896096,0.0,0.12182213778195403,0.13015695963297644,1.0,0.0491283676703645
9000,728.7768186971143,V0,S62,S26,0,5,-237.88791848410062,0.0,0.11474711018046456,0.12837426640135863,1.0,0.04715447154471545
9000,739.8002216949221,V0,S26,S37,0,0,-239.32984146742638,0.0,0.1302060461321021,0.11745470964111604,1.0,0.048939641109298535
9000,750.5886509263423,V0,S37,S11,19,0,-234.40160037933956,0.0,0.12256910030018121,0.08375022285475237,1.0,0.055062166962699825
9000,773.5489674701527,V0,S11,S26,1,0,-235.389861018465,0.0,0.11282267561083781,0.10802474856341503,1.0,0.055855855855855854
9000,784.1737433449001,V0,S26,S51,0,16,-234.723894764272,0.0,0.1093212571783202,0.10734060706342886,1.0,0.056261343012704176
9000,806.3985387345479,V0,S51,S29,0,4,-237.899718616465,0.0,0.12955779755246574,0.10533415221351923,1.0,0.04809286898839138
9000,818.965729599269,V0,S29,S11,0,0,-243.14127422760845,0.0,0.16530797511678078,0.09786474547745072,1.0,0.04665629860031104
9000,826.2160516270343,V0,S11,S52,9,0,-241.84304758995276,0.0,0.16602999474120395,0.08474366405848292,1.0,0.04769475357710652
9000,842.9964694956822,V0,S52,S59,8,0,-245.2967177779216,0.0,0.18679361574710862,0.08410922827598458,1.0,0.048465266558966075
9000,852.5889846615709,V0,S59,S54,3,0,-241.99810857349576,0.0,0.1613245630644117,0.09342996230636294,1.0,0.04975124378109453
9000,863.4561565737904,V0,S54,S29,0,11,-245.3931368252804,0.0,0.18497327790787102,0.08788811423596497,1.0,0.047217537942664416
9000,873.3845517728479,V0,S29,S10,0,9,-243.74273763014108,0.0,0.17420809923493003,0.08953587354246374,1.0,0.04612850082372323
9000,881.545373809683,V0,S10,S32,0,0,-251.2818334606704,0.0,0.21936005621364044,0.08850893610917406,1.0,0.045662100456621
9000,887.7945702416641,V0,S32,S7,9,0,-249.32958867102218,0.0,0.20639360406782686,0.09075119514532495,1.0,0.04608294930875576
9000,908.3241252086765,V0,S7,S65,11,0,-252.78972859865823,0.0,0.21468261408368805,0.10944663546247675,1.0,0.05164992826398852
9000,920.3930520413545,V0,S65,S39,0,0,-250.54429503204008,0.0,0.18662552739653349,0.13299716962860428,1.0,0.040756914119359534
9000,928.4693721350616,V0,S39,S4,0,18,-247.67481162292052,0.0,0.17578406002587374,0.1234463994915133,1.0,0.041979010494752625
9000,943.7676313634192,V0,S4,S65,0,2,-249.71918742080635,0.0,0.1940686911713244,0.11366287255538275,1.0,0.043795620437956206
9000,952.9184647085133,V0,S65,S23,13,0,-248.1390779515831,0.0,0.20181083558316837,0.08695353240673462,1.0,0.04579025110782865
9000,964.8993935210219,V0,S23,S50,7,0,-246.58827317414747,0.0,0.18641546713859114,0.09679818207996851,1.0,0.043348281016442454
9000,983.3915551889495,V0,S50,S42,0,15,-242.937156352733,0.0,0.16977495958324984,0.08879920069858267,1.0,0.05196850393700787
9000,996.2024963970307,V0,S42,S56,0,5,-241.3047203425288,0.0,0.1625524370501488,0.08491903883981183,1.0,0.054945054945054944
9000,1005.3555324833246,V0,S56,S52,0,0,-240.06751690386633,0.0,0.16302408439443436,0.07256447706200031,1.0,0.060556464811783964
9000,1013.2572612280536,V0,S52,S31,8,0,-238.16135974720132,0.0,0.15928804968058352,0.06128517226945173,1.0,0.0497335701598579
9000,1023.2435473891726,V0,S31,S12,12,0,-237.30837547076257,0.0,0.15874312467440485,0.05425326204655528,1.0,0.05045045045045045
9000,1041.6094449165496,V0,S12,S29,0,0,-236.38050391857294,0.0,0.14453185937811056,0.06808581148851711,1.0,0.04553734061930783
9000,1053.9622633086979,V0,S29,S10,0,15,-236.6421813286333,0.0,0.13908701065334206,0.07903715307782148,1.0,0.04440497335701599
9000,1065.1230853455331,V0,S10,S27,0,5,-235.1789423082162,0.0,0.1288418552802942,0.08140085745947369,1.0,0.0481283422459893
9000,1074.8997576631182,V0,S27,S12,0,0,-237.71894223142408,0.0,0.14922359113461825,0.07291623068350772,1.0,0.04974271012006861
9000,1088.20662849154,V0,S12,S19,12,0,-238.7476674383987,0.0,0.1590139570458229,0.06731235922074956,1.0,0.04477611940298507
9000,1098.418091803456,V0,S19,S56,5,0,-236.25187656716358,0.0,0.1428124746009209,0.06943410371148061,1.0,0.04923599320882852
9000,1110.1628372398782,V0,S56,S1,0,4,-234.68937350283332,0.0,0.12932890875350547,0.07608174281516449,1.0,0.049403747870528106
9000,1117.6358630957436,V0,S1,S60,0,8,-232.39846816338655,0.0,0.11371969664439122,0.07955027042093603,1.0,0.04440497335701599
9000,1134.247083889129,V0,S60,S26,0,5,-236.0468031089885,0.0,0.13023868126851829,0.08757509200351714,1.0,0.039182282793867124
9000,1146.6012898989065,V0,S26,S7,0,0,-237.2202319242062,0.0,0.13430243450544427,0.09196798183672555,1.0,0.04088586030664395
9000,1158.6276874243,V0,S7,S20,10,0,-235.19766953965706,0.0,0.13620337182040332,0.07026930418368808,1.0,0.04363001745200698
9000,1169.260139946579,V0,S20,S13,9,0,-235.39254275658377,0.0,0.1357587764709561,0.07272564748937406,1.0,0.04440497335701599
9000,1180.6616200570732,V0,S13,S54,1,0,-234.8508126977127,0.0,0.12911091456473336,0.07811788678637578,1.0,0.04424778761061947
9000,1198.1358663299195,V0,S54,S36,0,11,-236.44136143438487,0.0,0.12716311149064452,0.09557726021369141,1.0,0.04974271012006861
9000,1862.3026940871127,V0,S36,S53,0,6,-262.3835699526591,0.0,0.2309114459852852,0.17294930958681873,1.0,0.03936039360393604
9000,1871.2190609070421,V0,S53,S44,0,3,-262.1246253383252,0.0,0.23147249681000612,0.16961860159932315,1.0,0.041112454655380895
9000,1877.4448374239912,V0,S44,S39,10,0,-261.22160029055226,0.0,0.2392932482672335,0.14942976740258448,1.0,0.03303684879288437
9000,1890.3177711043002,V0,S39,S46,10,0,-263.31734025758533,0.0,0.24359454018368848,0.162039373743386,1.0,0.0323785803237858
9000,1904.57450074398,V0,S46,S12,0,0,-264.12751653792986,0.0,0.23272252209156363,0.1864028695552797,1.0,0.03385731559854897
9000,1912.710880817995,V0,S12,S51,0,12,-264.07988626823504,0.0,0.23168426383722696,0.18757776377152688,1.0,0.03402187120291616
9000,1923.7270944137092,V0,S51,S19,0,8,-261.5523574336627,0.0,0.21433282158825814,0.19127336683443047,1.0,0.03671970624235006
9000,1931.9363253418537,V0,S19,S56,0,0,-261.03672556304707,0.0,0.22412163474200278,0.1712369410094343,1.0,0.037082818294190356
9000,1941.1810707782759,V0,S56,S54,6,0,-260.9056824510708,0.0,0.23300957961969745,0.15611166134278087,1.0,0.038314176245210725
9000,1948.884877709983,V0,S54,S46,11,0,-257.37037660193005,0.0,0.22175409843120508,0.1411726188231027,1.0,0.03718459495351926
9000,1960.688902496295,V0,S46,S66,3,0,-255.41004297127787,0.0,0.2016657754563037,0.15445834009666518,1.0,0.03748326639892905
9000,1970.3382288330263,V0,S66,S7,0,12,-252.11451270043634,0.0,0.18363936760567948,0.1521868555604812,1.0,0.03894297635605007
9000,1985.9800162652855,V0,S7,S20,0,8,-250.69016336830933,0.0,0.17798363862506295,0.14794154759063835,1.0,0.037889039242219216
9000,1995.6124687875647,V0,S20,S63,0,0,-250.6158094208014,0.0,0.19200704539099764,0.1253276058765449,1.0,0.03905160390516039
9000,2010.4575472025788,V0,S63,S8,14,0,-248.5833208900164,0.0,0.19147370657020915,0.10741595877472652,1.0,0.03982930298719772
9000,2034.5612029585122,V0,S8,S34,6,0,-248.15075860733367,0.0,0.18451349463935873,0.11444342759503068,1.0,0.03616133518776078
9000,2051.9874845393047,V0,S34,S22,0,12,-241.91961261264103,0.0,0.15176778978949781,0.10794085757935966,1.0,0.04185351270553064
9000,2068.846868519949,V0,S22,S26,0,8,-241.94681178814932,0.0,0.14683414306323217,0.1161852686451538,1.0,0.03458646616541353
9000,2083.233852939019,V0,S26,S52,0,0,-242.81178473958616,0.0,0.1560563064749019,0.10944749638599087,1.0,0.042232277526395176
9000,2093.231395274881,V0,S52,S54,9,0,-242.48356335679492,0.0,0.15504959573898278,0.10784571429015982,1.0,0.045941807044410414
9000,2104.536892912087,V0,S54,S36,9,0,-243.0103616191079,0.0,0.16243416158195084,0.10120102521784431,1.0,0.04524886877828054
9000,2116.70372066928,V0,S36,S26,2,0,-242.55269672907227,0.0,0.15440675348175667,0.10992561639454991,1.0,0.035114503816793895
9000,2130.8148148023474,V0,S26,S20,0,15,-241.13426415505288,0.0,0.14133040100734282,0.11727105682841361,1.0,0.035114503816793895
9000,2149.327465417859,V0,S20,S22,0,5,-240.26900815181494,0.0,0.13611782001184572,0.1171954747035935,1.0,0.0410958904109589
9000,2158.4569079777903,V0,S22,S44,0,0,-238.90278869754806,0.0,0.14008804875438036,0.09822437419032427,1.0,0.04595879556259905
9000,2169.6764992053586,V0,S44,S37,10,0,-239.46642035548388,0.0,0.1528816976643413,0.08390591904073702,1.0,0.03475513428120063
9000,2179.0316730923882,V0,S37,S33,10,0,-241.42758996117854,0.0,0.16378622414172778,0.0848865463408197,1.0,0.03622047244094488
9000,2188.9371036286034,V0,S33,S54,0,0,-240.51320461345585,0.0,0.154714569451595,0.09052033633845351,1.0,0.03875968992248062
9000,2195.040181548988,V0,S54,S32,0,12,-238.25315890457634,0.0,0.14309896777346878,0.08792252612197701,1.0,0.03668261562998405
9000,2206.0888679278896,V0,S32,S10,0,8,-240.67640390999605,0.0,0.14934627189654417,0.100409245766692,1.0,0.03852080123266564
9000,2216.3380643598707,V0,S10,S33,0,0,-245.54520166529105,0.0,0.17349272200555083,0.10764699501106975,1.0,0.036284470246734396
9000,2223.1176309390876,V0,S33,S64,9,0,-249.15685475406227,0.0,0.2003823025698354,0.09843537473739347,1.0,0.048678720445062586
9000,2233.746345427375,V0,S64,S66,5,0,-245.02445799404788,0.0,0.1851970921666515,0.08376288410813452,1.0,0.05660377358490566
9000,2240.9941356854556,V0,S66,S65,6,0,-242.00405522717247,0.0,0.16561344188958652,0.08635271711402857,1.0,0.060561299852289516
9000,2250.0830677685603,V0,S65,S31,0,12,-238.23608814095752,0.0,0.1481291407421955,0.07989210472082592,1.0,0.03727714748784441
9000,2262.2781945339566,V0,S31,S61,0,8,-235.9817491158852,0.0,0.13544787666904723,0.078847742017171,1.0,0.039182282793867124
9000,2270.2862371649157,V0,S61,S38,0,0,-237.87516540739725,0.0,0.1543283074161419,0.06668002581377773,1.0,0.04258943781942078
9000,2276.375865399136,V0,S38,S4,8,0,-237.06097107870755,0.0,0.1567839837866446,0.05510392461954344,1.0,0.04869565217391304
9000,2285.323201472512,V0,S4,S46,6,0,-235.63565354404517,0.0,0.14693669474224633,0.05738783390488067,1.0,0.04770017035775128
9000,2294.6777227696944,V0,S46,S61,0,12,-233.54409621266868,0.0,0.13055835933219795,0.06386634683175149,1.0,0.043327556325823226
9000,2307.714318234734,V0,S61,S59,0,2,-239.73501628280076,0.0,0.16437706555278303,0.06800937629312183,1.0,0.0453781512605042
9000,2314.0629531582695,V0,S59,S19,16,0,-241.06987604969694,0.0,0.18003279773070138,0.05560335094819435,1.0,0.051926298157453935
9000,2331.9192525710164,V0,S19,S57,4,0,-250.43768192107984,0.0,0.20655423742382203,0.1009496616818423,1.0,0.04
9000,2344.893573318158,V0,S57,S27,0,11,-250.4920121382924,0.0,0.195889588625754,0.11786642668519465,1.0,0.04552129221732746
9000,2360.327048599115,V0,S27,S60,0,9,-246.61057528921015,0.0,0.17060981994564414,0.12148097397323705,1.0,0.04791344667697063
9000,2370.9678396682884,V0,S60,S55,0,0,-248.24246748163335,0.0,0.1792528963282038,0.12308252415641552,1.0,0.04633781763826607
9000,2380.8345940234453,V0,S55,S12,12,0,-246.51199216247718,0.0,0.17471026929736064,0.11419882191758328,1.0,0.04732824427480916
9000,2397.0689334204185,V0,S12,S16,8,0,-245.17759326466003,0.0,0.15325895575833307,0.1355427824289661,1.0,0.043478260869565216
9000,2409.6586835597072,V0,S16,S53,0,8,-241.73426561343072,0.0,0.13047700618364838,0.13955757447167275,1.0,0.03937007874015748
9000,2418.3873926701053,V0,S53,S37,0,12,-240.82330132326456,0.0,0.13256806814319066,0.12783947238875745,1.0,0.041050903119868636
9000,2430.4072541806513,V0,S37,S65,0,0,-240.3384491499479,0.0,0.1446590009713923,0.10449792477814684,1.0,0.04132231404958678
9000,2439.301186658606,V0,S65,S66,13,0,-238.3506667042311,0.0,0.13157882156998352,0.10655604723082755,1.0,0.04258943781942078
9000,2451.890118741711,V0,S66,S17,7,0,-235.45898990821206,0.0,0.11010535261902392,0.11339850451900017,1.0,0.04363001745200698
9000,2465.7290341747794,V0,S17,S20,0,12,-234.12241015015454,0.0,0.10369964931997874,0.11053265996450676,1.0,0.05730129390018484
9000,2482.604892053486,V0,S20,S37,0,7,-234.29615626716586,0.0,0.10513591122784663,0.11038335631112536,1.0,0.04519774011299435
9000,2499.5486824779146,V0,S37,S51,0,1,-236.67902201927868,0.0,0.12618802154931055,0.09941985925577157,1.0,0.04647160068846816
9000,2507.7217146853627,V0,S51,S12,11,0,-238.07571580202762,0.0,0.14255069263678213,0.08688630405609353,1.0,0.043029259896729774
9000,2518.2379282810766,V0,S12,S41,9,0,-239.22382696888351,0.0,0.14660583674516547,0.09112882092483063,1.0,0.043029259896729774
9000,2535.9426944828665,V0,S41,S43,0,0,-238.016557611987,0.0,0.1350232779497683,0.09815685356122861,1.0,0.04132231404958678
9000,2544.2743069288485,V0,S43,S35,0,11,-236.1036842087166,0.0,0.12141120537959423,0.10170457876480515,1.0,0.043327556325823226
9000,2560.0385191130076,V0,S35,S1,0,8,-235.58952855145503,0.0,0.11816250644850887,0.10220337310456717,1.0,0.039316239316239315
9000,2567.5670085361826,V0,S1,S5,0,1,-237.93101438931618,0.0,0.14118348961547386,0.08782747872071162,1.0,0.039586919104991396
9000,2587.793362019911,V0,S5,S48,9,0,-235.85684781338566,0.0,0.12762407956941513,0.08984987161299776,1.0,0.04056437389770723
9000,2612.25784484089,V0,S48,S42,8,0,-238.64133860496275,0.0,0.15054632744669205,0.07948385177502168,1.0,0.04631217838765009
9000,2628.622339962177,V0,S42,S40,3,0,-238.1715102950537,0.0,0.14168744489615265,0.08844855486828915,1.0,0.059422750424448216
9000,2639.298266804499,V0,S40,S37,0,10,-236.7072825860727,0.0,0.12983851898556512,0.09400886836301729,1.0,0.04585537918871252
9000,3301.611282678779,V0,S37,S15,0,4,-256.9124459270914,0.0,0.21150986712123462,0.15271647895479037,1.0,0.042723631508678236
9000,3311.6000032399184,V0,S15,S66,0,6,-255.45412320625036,0.0,0.19572290617466384,0.16391964833335676,1.0,0.0428380187416332
9000,3320.798746590977,V0,S66,S54,0,0,-257.671070878791,0.0,0.20996132289694333,0.162157933635625,1.0,0.041720990873533245
9000,3329.3821835650283,V0,S54,S10,11,0,-259.7564143276664,0.0,0.22773568698844246,0.15366058333615107,1.0,0.04076433121019108
9000,3339.0957863810563,V0,S10,S27,9,0,-259.6806030394872,0.0,0.22690577485765745,0.15425338162289717,1.0,0.04086845466155811
9000,3350.8724586986414,V0,S27,S26,0,13,-257.51824518136044,0.0,0.1970382161945414,0.1810871471432862,1.0,0.037516170763260026
9000,3364.1641341611544,V0,S26,S13,0,7,-257.1949973508394,0.0,0.1912350530843665,0.1871820259388267,1.0,0.03713188220230474
9000,3381.768091276793,V0,S13,S47,0,0,-259.3781470480603,0.0,0.21253346727606504,0.17365508189247694,1.0,0.04677623261694058
9000,3390.753707744711,V0,S47,S55,12,0,-257.2472780241072,0.0,0.2067497325232072,0.1631914834916873,1.0,0.043593130779392336
9000,3408.6652080274375,V0,S55,S56,8,0,-254.95295703410534,0.0,0.1961229060862285,0.1585726548320798,1.0,0.045513654096228866
9000,3416.6981988010757,V0,S56,S13,0,0,-256.2770416730312,0.0,0.19227259890615114,0.17677094567842072,1.0,0.045513654096228866
9000,3435.316937561293,V0,S13,S7,0,14,-258.07042219623656,0.0,0.19855139202780112,0.18327820740610204,1.0,0.05058365758754864
9000,3447.4216014229532,V0,S7,S29,0,6,-256.35713845994934,0.0,0.19093498001076598,0.17913645410057238,1.0,0.05680317040951123
9000,3465.709027376575,V0,S29,S8,0,0,-258.48504542781814,0.0,0.20289846736177974,0.18011881314443765,1.0,0.055341055341055344
9000,3478.149880333777,V0,S8,S35,11,0,-257.03194965451655,0.0,0.19913303693256526,0.17259885141872078,1.0,0.055771725032425425
9000,3494.2477930692016,V0,S35,S55,9,0,-256.29415464859545,0.0,0.20505407526360575,0.15650670361388394,1.0,0.05725699067909454
9000,3504.791377087584,V0,S55,S31,0,0,-254.51736600223384,0.0,0.18759667146681944,0.16800239156333063,1.0,0.04217687074829932
9000,3513.9858349110236,V0,S31,S29,0,20,-247.76423062010906,0.0,0.15687614979168643,0.15375398532787465,1.0,0.0424597364568082
9000,3533.4699492556924,V0,S29,S53,0,0,-252.96480775832475,0.0,0.17978941694135922,0.16596870949507098,1.0,0.040268456375838924
9000,3540.3548519635096,V0,S53,S56,15,0,-254.28970940974526,0.0,0.19440254024855147,0.15549760068969953,1.0,0.036988110964332896
9000,3553.911087867075,V0,S56,S63,5,0,-252.8049219288187,0.0,0.18065378716570654,0.16313760021282472,1.0,0.040522875816993466
9000,3563.9418662611597,V0,S63,S29,0,12,-251.93348882174698,0.0,0.17201245066342594,0.16854064953980594,1.0,0.04194857916102842
9000,3578.194797455192,V0,S29,S65,0,8,-249.40905821478665,0.0,0.16317904039584877,0.15907833091966572,1.0,0.04206241519674356
9000,3594.06182301612,V0,S65,S55,0,0,-252.12089630454412,0.0,0.18663861555751926,0.14772623020768774,1.0,0.034993270524899055
9000,3606.1378602065047,V0,S55,S54,14,0,-250.83099943904176,0.0,0.18765139478058016,0.13423904818953825,1.0,0.03576341127922971
9000,3617.0855795790385,V0,S54,S35,6,0,-250.52554281705136,0.0,0.1805592239449513,0.14250142019615178,1.0,0.03556771545827633
9000,3625.993099286643,V0,S35,S5,0,11,-245.16548550752893,0.0,0.15497337640362976,0.13290239182399852,1.0,0.03988183161004431
9000,3650.7135345803367,V0,S5,S50,0,9,-246.20992348615644,0.0,0.15316392040468862,0.14519785131094043,1.0,0.04341534008683068
9000,3673.0256633684376,V0,S50,S56,0,0,-250.08016316725227,0.0,0.1968637286274112,0.11265911194345597,1.0,0.042953020134228186
9000,3679.2272627358443,V0,S56,S49,6,0,-251.21199288003962,0.0,0.2021314412967267,0.11487359718238321,1.0,0.0426098535286285
9000,3694.2779162663787,V0,S49,S39,8,0,-254.51246208230552,0.0,0.21334087435299368,0.12779564604286744,1.0,0.04193971166448231
9000,3702.1178248475526,V0,S39,S29,6,0,-252.81118087696058,0.0,0.20095858874368383,0.13141279037036954,1.0,0.042953020134228186
9000,3717.6480743240554,V0,S29,S26,0,12,-252.14547158351849,0.0,0.18485115119735154,0.15060273903429885,1.0,0.038408779149519894
9000,3731.6643648113572,V0,S26,S50,0,8,-256.32427452278336,0.0,0.2050226060612859,0.1576995485239995,1.0,0.03595206391478029
9000,3743.486381442248,V0,S50,S10,0,0,-263.1547549612809,0.0,0.24803454897235971,0.153473289484303,1.0,0.03584672435105068
9000,3748.268565866241,V0,S10,S35,9,0,-263.29631860549193,0.0,0.2547505464949903,0.14425621255425553,1.0,0.036848792884371026
9000,3758.375488849942,V0,S35,S62,11,0,-263.5759366878592,0.0,0.2623352744845668,0.13490007909602486,1.0,0.039190897597977246
9000,3772.4900757471983,V0,S62,S45,0,0,-261.81244984993145,0.0,0.2372504160562758,0.1579464192888817,1.0,0.035758323057953144
9000,3777.2583594220337,V0,S45,S43,0,6,-261.56635986823886,0.0,0.234365754940879,0.1601675113083643,1.0,0.0361145703611457
9000,3785.0565870251708,V0,S43,S63,0,14,-259.0333728392391,0.0,0.21924061958352561,0.16038371468487464,1.0,0.0377113133940182
9000,3795.691764361864,V0,S63,S12,0,0,-260.4456761554463,0.0,0.23452070435573122,0.14957440135903088,1.0,0.03694267515923567
9000,3804.129235190235,V0,S12,S60,12,0,-258.5593742874118,0.0,0.23169192997746896,0.13659079655703216,1.0,0.0377113133940182
9000,3822.469003026643,V0,S60,S4,8,0,-259.7421097308644,0.0,0.2443964872599155,0.1273794831784151,1.0,0.04449938195302843
9000,3831.5834725632503,V0,S4,S15,0,8,-258.4488737093235,0.0,0.22926035476092274,0.13925610791869047,1.0,0.040455120101137804
9000,3843.125593806295,V0,S15,S55,0,12,-258.24585938845877,0.0,0.22257934460609557,0.14772242002017352,1.0,0.04265997490589712
9000,3856.896583429982,V0,S55,S66,0,0,-257.8783733813975,0.0,0.2217349365633452,0.1455774585425235,1.0,0.04460966542750929
9000,3866.022745517762,V0,S66,S62,12,0,-257.30221418702206,0.0,0.22535310707536638,0.13459052199039148,1.0,0.045512010113780026
9000,3877.942230496915,V0,S62,S28,8,0,-256.15162528062655,0.0,0.22455506979960585,0.1252521184010411,1.0,0.045283018867924525
9000,3896.284998864735,V0,S28,S39,0,0,-261.1924303155229,0.0,0.23150037417409092,0.16114031414614913,1.0,0.037484885126964934
9000,3910.407033388007,V0,S39,S63,0,18,-259.5583833655545,0.0,0.21513030230035543,0.1716376812736901,1.0,0.03754693366708386
9000,3927.645670386829,V0,S63,S16,0,2,-259.3015909475089,0.0,0.21004722339516557,0.17719652120509707,1.0,0.037758830694275276
9000,3931.950831452584,V0,S16,S22,0,0,-258.92271485250643,0.0,0.2226550177566913,0.15399289506311573,1.0,0.03879849812265332
9000,3943.3714223492025,V0,S22,S44,12,0,-256.49962519055333,0.0,0.2213176105956711,0.13370989270747727,1.0,0.04031209362808843
9000,3960.591013576771,V0,S44,S16,8,0,-252.3308391102589,0.0,0.1985873763048234,0.1308341396578903,1.0,0.03942181340341656
9000,3967.8247469049993,V0,S16,S55,0,7,-249.59006943618547,0.0,0.1865005521146295,0.12440462335218798,1.0,0.04081632653061224
9000,3978.1987159904916,V0,S55,S27,0,13,-247.66317693877443,0.0,0.16799776211264258,0.13548027254689515,1.0,0.04219409282700422
9000,3993.043102039629,V0,S27,S62,0,0,-250.52160530024995,0.0,0.18503169022566276,0.13538774857363,1.0,0.037991858887381276
9000,3998.644710223798,V0,S62,S28,12,0,-248.7652949091303,0.0,0.18042044694747775,0.12646302549880195,1.0,0.036775106082036775
9000,4018.987478591618,V0,S28,S41,8,0,-251.42625583908858,0.0,0.19754779154824037,0.12434437064528628,1.0,0.034106412005457026
9000,4034.4116052450995,V0,S41,S24,0,0,-250.81829046282198,0.0,0.1821477121454548,0.14245844436933863,1.0,0.04194857916102842
9000,4044.4338416694077,V0,S24,S32,0,12,-247.8007532479346,0.0,0.1665643845585008,0.13893129444778518,1.0,0.043478260869565216
9000,4063.8217466713368,V0,S32,S37,0,8,-244.78985930467255,0.0,0.1477174740265947,0.14066143131346248,1.0,0.0424597364568082
9000,4075.561598210889,V0,S37,S12,0,0,-247.16080038068083,0.0,0.1684890161898833,0.12971751662423286,1.0,0.05131761442441054
9000,4742.125476705947,V0,S12,S39,0,0,-260.77077430039026,0.0,0.225587455850803,0.1664774157235882,1.0,0.03766707168894289
9000,4753.729644216991,V0,S39,S62,18,0,-261.53986108163286,0.0,0.23362205057686952,0.16100204436919574,1.0,0.038130381303813035
9000,4771.469148961955,V0,S62,S53,2,0,-264.2376998844889,0.0,0.2389063429340811,0.1777492512739118,1.0,0.03431952662721893
9000,4777.651413724375,V0,S53,S27,0,16,-260.9471198384761,0.0,0.2155914082574501,0.1837764066240783,1.0,0.035758323057953144
9000,4793.430649319617,V0,S27,S34,0,4,-262.2211203489422,0.0,0.2205462885455246,0.18783102157933124,1.0,0.0343558282208589
9000,4801.110847474633,V0,S34,S10,0,0,-265.7408305908159,0.0,0.24091469911713928,0.18839909034068825,1.0,0.0356718192627824
9000,4805.968465380435,V0,S10,S54,9,0,-264.28995169144565,0.0,0.2436559296685102,0.17080721932944423,1.0,0.034610630407911
9000,4814.682068196463,V0,S54,S62,11,0,-261.861229015013,0.0,0.24111625706098888,0.1523705789989322,1.0,0.035578144853875476
9000,4825.961325554783,V0,S62,S41,0,0,-257.7856591715638,0.0,0.20961561505507315,0.1640643931663329,1.0,0.034047919293820936
9000,4833.206671926452,V0,S41,S66,0,15,-254.31568081830002,0.0,0.18839156530814258,0.16516995395174852,1.0,0.035667107001321
9000,4845.112247643429,V0,S66,S15,0,5,-250.74807579055343,0.0,0.16758791611524643,0.16475123453087198,1.0,0.036535859269282815
9000,4853.810990994488,V0,S15,S25,0,0,-251.7723749917994,0.0,0.17904369228489514,0.15631789213907596,1.0,0.036241610738255034
9000,4867.597727112843,V0,S25,S33,12,0,-250.4520106656556,0.0,0.18490099579115138,0.13496029482507166,1.0,0.03776223776223776
9000,4889.69243064435,V0,S33,S45,8,0,-251.35143093419958,0.0,0.20396038574133113,0.11322128603938936,1.0,0.044630404463040445
9000,4897.806036707548,V0,S45,S26,0,0,-250.72051628817752,0.0,0.17975254497695772,0.14545731009454838,1.0,0.0379746835443038
9000,4907.898319200579,V0,S26,S50,0,16,-246.39552169942993,0.0,0.15536750306445665,0.1437319501286989,1.0,0.03692762186115214
9000,4923.72033583147,V0,S50,S22,0,4,-246.7412852408481,0.0,0.15933580568064648,0.14073192872305196,1.0,0.03671071953010279
9000,4939.556730800509,V0,S22,S4,0,0,-246.75792851343056,0.0,0.16651179562705168,0.1294987086717504,1.0,0.0413589364844904
9000,4948.941380827285,V0,S4,S16,9,0,-242.59231555219415,0.0,0.15852759090690835,0.10357524527635922,1.0,0.0421216848673947
9000,4958.535767779962,V0,S16,S22,7,0,-243.2551962772107,0.0,0.15183693263279308,0.12027423963944432,1.0,0.03828483920367534
9000,4973.456358676581,V0,S22,S50,0,11,-238.18785714830386,0.0,0.1257530947995348,0.11419970208955536,1.0,0.04130808950086059
9000,4992.79275364562,V0,S50,S65,0,5,-243.11299361776327,0.0,0.14859318389502704,0.12400165342089804,1.0,0.03889789303079417
9000,5007.859513161048,V0,S65,S52,0,0,-246.8503074945529,0.0,0.17430759034778456,0.11807902695829631,1.0,0.04395604395604396
9000,5017.04039788321,V0,S52,S33,9,0,-246.00040517313235,0.0,0.17608386908824322,0.10730560464249615,1.0,0.04830917874396135
9000,5025.275182303045,V0,S33,S45,11,0,-244.6956178672142,0.0,0.18054451983912612,0.08833890325652585,1.0,0.048154093097913325
9000,5034.888788366243,V0,S45,S12,0,0,-241.6629873096586,0.0,0.14783144168091053,0.11155891934147577,1.0,0.04582651391162029
9000,5044.025985021256,V0,S12,S66,0,12,-238.9380231930442,0.0,0.13579858692163474,0.10536117702653182,1.0,0.043029259896729774
9000,5062.635949344478,V0,S66,S15,0,8,-239.6359226974567,0.0,0.1323478792330397,0.11662673264024964,1.0,0.05641025641025641
9000,5072.834692695536,V0,S15,S10,0,0,-244.04095898141202,0.0,0.15742373911463692,0.11818662475263408,1.0,0.05314009661835749
9000,5079.132007846692,V0,S10,S40,9,0,-246.34357682937386,0.0,0.17320971174480024,0.1148273470436322,1.0,0.05132192846034215
9000,5089.091842653217,V0,S40,S59,11,0,-247.61759226902075,0.0,0.17974808814129872,0.11656723698103748,1.0,0.04608294930875576
9000,5102.095459371984,V0,S59,S27,0,0,-252.26494920714507,0.0,0.18932029238810608,0.14417473554148708,1.0,0.052039381153305204
9000,5109.700405210179,V0,S27,S54,0,13,-250.16254095878622,0.0,0.18270184492777108,0.135084941335255,1.0,0.053545586107091175
9000,5123.787932175831,V0,S54,S46,0,7,-252.87798000763425,0.0,0.18511669829783917,0.15641305702740066,1.0,0.051175656984785614
