Seed,time,vehicle_id,station_id,action_next_station,action_pickups,action_deliveries,expected_value_V,td_error,squared_starvation_penalty,squared_congestion_penalty,starvation_gravity,congestion_gravity,imbalance_weighted_distance,starvation_severity_max,congestion_severity_max,station_starvation_count,time_of_day_fraction,multi_horizon_starvation_risk
9000,420.0,V0,S0,S62,0,0,-199.5428898457069,0.0,0.18704716672151703,0.1313627747206016,0.0,0.19946183735400294,0.0923430191925747,1.0,1.0,0.47761194029850745,0.2916666666666667,0.26298909557408595
9000,432.07995531758127,V0,S62,S35,0,0,-199.5122315704911,0.0,0.1859887267361178,0.12824380957227563,0.0,0.20056188088324806,0.1195829884482552,1.0,1.0,0.4626865671641791,0.2916666666666667,0.2642719692110327
9000,440.69454221483744,V0,S35,S1,4,0,-199.31256901667678,0.0,0.18049861956253782,0.14250359379947988,0.0,0.1054102635346761,0.09598132252419085,1.0,1.0,0.47761194029850745,0.2916666666666667,0.26298909557408595
9000,446.2230316380125,V0,S1,S31,2,0,-200.46951583459995,0.0,0.1858732063141951,0.14323035559125594,0.0,0.10974540541056692,0.09470067291348855,1.0,1.0,0.4626865671641791,0.2916666666666667,0.2661962796664529
9000,459.0453902345487,V0,S31,S65,0,6,-197.76091150300473,0.0,0.1770894193082248,0.14763023707155928,0.0,0.061374464917350345,0.09614831893065738,1.0,1.0,0.47761194029850745,0.2916666666666667,0.2514432328415651
9000,468.2405169999447,V0,S65,S47,0,0,-202.66209676571714,0.0,0.19618111173982697,0.14802027005491222,0.0,0.07322967987479001,0.041289841492078316,1.0,1.0,0.4925373134328358,0.2916666666666667,0.27196921103271327
9000,472.83817743988163,V0,S47,S61,0,0,-200.43061169722628,0.0,0.18738178437856884,0.1479973122334698,0.0,0.1615086304725529,0.039657486822574216,1.0,1.0,0.47761194029850745,0.2916666666666667,0.2649134060295061
9000,479.52523025494565,V0,S61,S62,0,0,-201.33579983314493,0.0,0.18553428278074396,0.1537484880518804,0.0,0.2283054740995514,0.09925100127347376,1.0,1.0,0.4925373134328358,0.2916666666666667,0.2668377164849262
9000,484.58554466512936,V0,S62,S18,0,0,-202.80295479179608,0.0,0.18318887075220483,0.1445662703048955,0.0,0.08782567456000187,0.061933552961752056,1.0,1.0,0.4925373134328358,0.3333333333333333,0.2642719692110327
9000,490.68093900889926,V0,S18,S58,0,0,-201.64764006355458,0.0,0.18377635929369907,0.1303982110036027,0.0,0.11422872072089307,0.07153643602970985,1.0,1.0,0.44776119402985076,0.3333333333333333,0.26234765875561256
9000,495.27479534337357,V0,S58,S41,0,0,-202.57473349971082,0.0,0.18455169096865762,0.13821765838314226,0.0,0.075946433031002,0.05605544923393161,1.0,1.0,0.4626865671641791,0.3333333333333333,0.2655548428479795
9000,502.18969466002795,V0,S41,S18,0,0,-202.48887100721973,0.0,0.18289363982720283,0.13706421737357985,0.0,0.11098970618309788,0.05999153173979371,1.0,1.0,0.4925373134328358,0.3333333333333333,0.2661962796664529
9000,507.51477655897054,V0,S18,S41,0,0,-203.9121488324745,0.0,0.18429576139665124,0.14825306991847634,0.0,0.07794053210108164,0.057095452996838866,1.0,1.0,0.5074626865671642,0.3333333333333333,0.27004490057729313
9000,512.8398584579131,V0,S41,S18,0,0,-203.9685822914795,0.0,0.18457592470601492,0.1487647750840195,0.0,0.11274042923062179,0.06217216869238202,1.0,1.0,0.4925373134328358,0.3333333333333333,0.27004490057729313
9000,518.1649403568557,V0,S18,S41,0,0,-202.8508890648658,0.0,0.1812834862017522,0.14694842136176478,0.0,0.07912602548566278,0.05626121321702402,1.0,1.0,0.4925373134328358,0.3333333333333333,0.2661962796664529
9000,523.4900222557983,V0,S41,S18,0,0,-202.0146343917569,0.0,0.1772215719073465,0.1472412997320295,0.0,0.1109674218654987,0.06275114165367197,1.0,1.0,0.4925373134328358,0.3333333333333333,0.26363053239255935
9000,528.8151041547409,V0,S18,S61,0,0,-201.57653602920217,0.0,0.17518396703510059,0.15001716716864724,0.0,0.15338059061666626,0.04446580232823829,1.0,1.0,0.4925373134328358,0.3333333333333333,0.26234765875561256
9000,533.2544706793483,V0,S61,S18,0,0,-201.69436316934804,0.0,0.17681623877592892,0.14578086699323917,0.0,0.10860941440575718,0.06279686860735058,1.0,1.0,0.5074626865671642,0.3333333333333333,0.2617062219371392
9000,537.6938372039557,V0,S18,S61,0,0,-203.38957683393738,0.0,0.18342758204849446,0.15624471621526143,0.0,0.1482243757740006,0.046269600348173755,1.0,1.0,0.47761194029850745,0.3333333333333333,0.2642719692110327
9000,542.1332037285631,V0,S61,S52,0,0,-207.63381400164195,0.0,0.1854272071615769,0.14370053459129664,0.018682591997415263,0.07712057583771428,0.08420406357972074,1.0,1.0,0.5074626865671642,0.375,0.2674791533033996
9000,547.133935221454,V0,S52,S39,8,0,-205.94048673627944,0.0,0.18659079932287806,0.11955486459432786,0.020446373191664653,0.028492612654916816,0.0544512511137869,1.0,1.0,0.4925373134328358,0.375,0.2668377164849262
9000,558.7982906178694,V0,S39,S44,12,0,-204.71542978339167,0.0,0.18691851266296025,0.10855808265218862,0.0044608819069374426,0.10450231779328707,0.08559021424179283,1.0,1.0,0.5074626865671642,0.375,0.2655548428479795
9000,572.6712242981783,V0,S44,S15,0,0,-201.13730963487745,0.0,0.18543919580624926,0.11074436364601672,0.018281162364070982,0.03474431943807025,0.04494024679904944,1.0,0.9047619047619048,0.5223880597014925,0.375,0.26298909557408595
9000,580.6302982237527,V0,S15,S22,0,14,-195.00697041799063,0.0,0.16161206667915734,0.10928009092881148,0.017681149699519703,0.0,0.14413342979926763,1.0,0.9047619047619048,0.47761194029850745,0.375,0.23669018601667735
9000,596.9961716141593,V0,S22,S41,0,6,-197.16973667245054,0.0,0.15820344069285008,0.1271299123898519,0.0,0.05798292604345783,0.055713409577578886,1.0,1.0,0.5223880597014925,0.375,0.23155869146889033
9000,606.4174427748836,V0,S41,S62,0,0,-203.6708234734522,0.0,0.16929504253638536,0.12377338482714967,0.0,0.048052546991905545,0.08793761149615474,1.0,1.0,0.5373134328358209,0.4166666666666667,0.2456703014753047
9000,613.6627891465531,V0,S62,S53,0,0,-203.7889897104805,0.0,0.1687761854040361,0.12463348094287198,0.0,0.06882607265215789,0.07465003695832904,1.0,1.0,0.5074626865671642,0.4166666666666667,0.24887748556767159
9000,618.8450539089721,V0,S53,S58,0,0,-196.76637514147737,0.0,0.1582912868964686,0.12612733803890475,0.0,0.08405754210375314,0.054585261256216905,0.9354838709677419,1.0,0.4925373134328358,0.4166666666666667,0.24246311738293777
9000,625.3588441339858,V0,S58,S18,0,0,-202.98006983102,0.0,0.16052695842349854,0.1239910851145142,0.0,0.05589111941890986,0.057883455695830165,1.0,1.0,0.5074626865671642,0.4166666666666667,0.25400898011545864
9000,629.9527004684602,V0,S18,S61,0,0,-200.9340056874366,0.0,0.15204876493014013,0.13038283947314153,0.0,0.0550698284347714,0.0454133998160758,1.0,1.0,0.5223880597014925,0.4166666666666667,0.24438742783835793
9000,634.3920669930676,V0,S61,S62,0,0,-203.77351853978692,0.0,0.16051418020214064,0.13941581746206497,0.0,0.054677377753651946,0.08950274373081879,1.0,1.0,0.5223880597014925,0.4166666666666667,0.24951892238614495
9000,639.4523814032514,V0,S62,S16,0,0,-205.26918575075584,0.0,0.1636937414770978,0.14160546954783487,0.0015213988110523596,0.03712160693083444,0.08444904684727503,1.0,1.0,0.5074626865671642,0.4166666666666667,0.2572161642078255
9000,644.865200602871,V0,S16,S61,0,0,-203.16452202698395,0.0,0.15872418490434678,0.1384353429398967,0.0,0.06435169552828708,0.0472493589837398,1.0,1.0,0.5074626865671642,0.4166666666666667,0.2508017960230917
9000,650.8738500995573,V0,S61,S58,0,0,-201.82174238166604,0.0,0.15360560885872052,0.13747296785727994,0.0,0.07674617629349031,0.05798998209741248,1.0,1.0,0.5074626865671642,0.4166666666666667,0.2456703014753047
9000,656.4597045379461,V0,S58,S41,0,0,-202.9894776322708,0.0,0.1604943162251164,0.1362077814156691,0.0,0.055697928843823935,0.05544640993482819,1.0,1.0,0.4925373134328358,0.4166666666666667,0.2482360487491982
9000,663.3746038546004,V0,S41,S47,0,0,-208.76437111460072,0.0,0.17041274794498623,0.13892593800664343,0.003441249385445005,0.0467752397236,0.03844751955549725,1.0,1.0,0.4925373134328358,0.4583333333333333,0.2572161642078255
9000,667.8253221800825,V0,S47,S41,2,0,-209.34788995450265,0.0,0.17231558424298507,0.14111703744476758,0.0,0.05198665285674329,0.057620174832307545,1.0,1.0,0.4925373134328358,0.4583333333333333,0.2584990378447723
9000,673.2760405055645,V0,S41,S30,0,2,-206.40360276844154,0.0,0.15553295900695133,0.13962424499070517,0.0019420407338140483,0.025864292109212338,0.16531774040585662,1.0,1.0,0.4925373134328358,0.4583333333333333,0.24695317511225146
