episode,service_level,bias,rebalancing_imbalance,alpha,alpha_initial,epsilon,gamma,transition_update_interval,transition_batch_updates,remainder_batch_updates,batch_updates_this_episode
29,0.9119788441260649,-3.536295867104193,-0.5291677843682937,0.005339,0.01,0.0,0.97,100,11,1,12
30,0.908462661731246,-3.561465655217479,-0.5420512939079429,0.005255,0.01,0.0,0.97,100,11,1,12
31,0.9037367239079411,-3.586447852918985,-0.5547992707838375,0.005173,0.01,0.0,0.97,100,11,1,12
32,0.9090542854265283,-3.610780004156959,-0.5671532820672677,0.005094,0.01,0.0,0.97,100,11,1,12
33,0.91190516511431,-3.626676500220175,-0.5755668253589754,0.005017,0.01,0.0,0.97,100,11,1,12
34,0.9103368835765083,-3.6493681316072957,-0.5870118502408866,0.004942,0.01,0.0,0.97,100,11,1,12
35,0.9080212636283606,-3.672471802193523,-0.5987326962646483,0.00487,0.01,0.0,0.97,100,11,1,12
36,0.9083161767187553,-3.6942136151245575,-0.6100723406269639,0.004799,0.01,0.0,0.97,100,11,1,12
37,0.9083863072373117,-3.7166845764990124,-0.6215759286873426,0.004731,0.01,0.0,0.97,100,11,1,12
38,0.9106759296549872,-3.736837872255891,-0.6318172169083116,0.004665,0.01,0.0,0.97,100,11,1,12
39,0.9065127284321458,-3.7599435832304198,-0.6435793539446037,0.0046,0.01,0.0,0.97,100,11,1,12
40,0.9006535293921509,-3.7838265501283193,-0.655831164240447,0.004537,0.01,0.0,0.97,100,11,1,12
41,0.9102596420468868,-3.8047180823543485,-0.6664101190836035,0.004476,0.01,0.0,0.97,100,11,1,12
42,0.9076009461341028,-3.825055708086947,-0.6767989396338776,0.004417,0.01,0.0,0.97,100,11,1,12
43,0.9072456534398137,-3.8433138605744737,-0.6862391310190152,0.004359,0.01,0.0,0.97,100,11,1,12
44,0.9096216760338898,-3.8637569864988035,-0.6965895872569107,0.004302,0.01,0.0,0.97,100,11,1,12
45,0.9159219804446239,-3.882065862018937,-0.705892075777812,0.004247,0.01,0.0,0.97,100,11,1,12
46,0.9121338210127177,-3.900458936221135,-0.7151924148107762,0.004194,0.01,0.0,0.97,100,11,1,12
47,0.9050854851428667,-3.920771164274627,-0.7256013252624933,0.004141,0.01,0.0,0.97,100,11,1,12
48,0.9109375,-3.939655535852031,-0.7352923627111565,0.00409,0.01,0.0,0.97,100,11,1,12
49,0.9052020202020202,-3.9594504405946105,-0.7454093138291606,0.004041,0.01,0.0,0.97,100,11,1,12
50,0.9062148788056698,-3.978640921786015,-0.7552213140348789,0.003992,0.01,0.0,0.97,100,11,1,12
51,0.9097138047138047,-3.9964853166257104,-0.7643211635706836,0.003945,0.01,0.0,0.97,100,11,1,12
52,0.9095006702412869,-4.013168058594171,-0.7727305950279151,0.003898,0.01,0.0,0.97,100,11,1,12
53,0.9072377347113114,-4.0318049701459655,-0.7822527512258053,0.003853,0.01,0.0,0.97,100,11,1,12
54,0.9090055026170983,-4.049088152669256,-0.7912315817955404,0.003809,0.01,0.0,0.97,100,11,1,12
55,0.9045680687471732,-4.067717329435197,-0.800697515691483,0.003766,0.01,0.0,0.97,100,11,1,12
56,0.9103492405617486,-4.08466009420135,-0.8092211662193584,0.003724,0.01,0.0,0.97,100,11,1,12
57,0.9052612153138946,-4.102436430435153,-0.8182918062029377,0.003682,0.01,0.0,0.97,100,11,1,12
58,0.9053690372064859,-4.117662045094119,-0.8263041734186355,0.003642,0.01,0.0,0.97,100,11,1,12
59,0.9098029947499029,-4.121213434021211,-0.8288185775024405,0.003602,0.01,0.0,0.97,100,11,1,12
60,0.9019170301247591,-4.1384135967652815,-0.8375253499677985,0.003564,0.01,0.0,0.97,100,11,1,12
61,0.9107818516658296,-4.15467888807467,-0.8457919299650342,0.003526,0.01,0.0,0.97,100,11,1,12
62,0.9062236464833867,-4.171137809812733,-0.854172523010397,0.003489,0.01,0.0,0.97,100,11,1,12
63,0.9012938754331051,-4.188755781037023,-0.8632449129676906,0.003453,0.01,0.0,0.97,100,11,1,12
64,0.9122586904881395,-4.2034060102563275,-0.870737180432633,0.003417,0.01,0.0,0.97,100,11,1,12
65,0.9032947432186847,-4.220339830379277,-0.8794322472399362,0.003382,0.01,0.0,0.97,100,11,1,12
66,0.8965853003391197,-4.238441873374839,-0.8886673377327657,0.003348,0.01,0.0,0.97,100,11,1,12
67,0.9093377863239214,-4.2533915917398915,-0.896315848070511,0.003315,0.01,0.0,0.97,100,11,1,12
68,0.9054427349282617,-4.269385761494845,-0.9044505225463434,0.003282,0.01,0.0,0.97,100,11,1,12
69,0.9159606060097646,-4.283087365477532,-0.9113617340456822,0.00325,0.01,0.0,0.97,100,11,1,12
70,0.9098722572381948,-4.297792446929823,-0.9188414887227032,0.003219,0.01,0.0,0.97,100,11,1,12
71,0.913003479191757,-4.3119994076013795,-0.9259698163877623,0.003188,0.01,0.0,0.97,100,11,1,12
72,0.9093164786158566,-4.326418821769216,-0.9333304395069125,0.003157,0.01,0.0,0.97,100,11,1,12
73,0.9083903675538656,-4.340680525572175,-0.9405513795348888,0.003128,0.01,0.0,0.97,100,11,1,12
74,0.910423151341802,-4.35458350955054,-0.9475958865826162,0.003098,0.01,0.0,0.97,100,11,1,12
75,0.9072004861087668,-4.368576956939763,-0.9548123257053929,0.00307,0.01,0.0,0.97,100,11,1,12
76,0.913695933783079,-4.38174298739616,-0.9613555963054974,0.003042,0.01,0.0,0.97,100,11,1,12
77,0.9021093384954275,-4.395654253378272,-0.9686339579562008,0.003014,0.01,0.0,0.97,100,11,1,12
78,0.9073909171861086,-4.409675862280818,-0.9758005329044774,0.002987,0.01,0.0,0.97,100,11,1,12
79,0.8977701485434583,-4.424953882760213,-0.9836762275180705,0.00296,0.01,0.0,0.97,100,11,1,12
80,0.9091474170516589,-4.438397061275653,-0.9905052016773387,0.002934,0.01,0.0,0.97,100,11,1,12
81,0.903647752394989,-4.44859447202734,-0.9959575750145875,0.002909,0.01,0.0,0.97,100,11,1,12
82,0.9099448538711907,-4.461338830560315,-1.002355250733003,0.002883,0.01,0.0,0.97,100,11,1,12
83,0.9103783838012273,-4.474509265277593,-1.0090201276622635,0.002859,0.01,0.0,0.97,100,11,1,12
84,0.91305437233776,-4.4868853125373604,-1.015223154896013,0.002834,0.01,0.0,0.97,100,11,1,12
85,0.9058709775915591,-4.500214422737298,-1.022104891628506,0.00281,0.01,0.0,0.97,100,11,1,12
86,0.9115494966300528,-4.512489517055143,-1.0282635626242334,0.002787,0.01,0.0,0.97,100,11,1,12
87,0.9047474798471921,-4.525460907297622,-1.0349451405799321,0.002763,0.01,0.0,0.97,100,11,1,12
88,0.9114517100595676,-4.5374042066039815,-1.0409685692669575,0.002741,0.01,0.0,0.97,100,11,1,12
89,0.90764917495651,-4.550003516459333,-1.047396466325336,0.002718,0.01,0.0,0.97,100,11,1,12
90,0.9076475213732412,-4.562666271295262,-1.0537221048091323,0.002696,0.01,0.0,0.97,100,11,1,12
91,0.9083384322523624,-4.574928070185802,-1.0598857901305534,0.002674,0.01,0.0,0.97,100,11,1,12
92,0.9122337270585843,-4.585926758792548,-1.0654552063942198,0.002653,0.01,0.0,0.97,100,11,1,12
93,0.9037426000869594,-4.5988592337769525,-1.0720285041043003,0.002632,0.01,0.0,0.97,100,11,1,12
94,0.9071605861752405,-4.610699517117626,-1.078061946874738,0.002611,0.01,0.0,0.97,100,11,1,12
95,0.9051123160340822,-4.62307158671232,-1.0843890338437758,0.002591,0.01,0.0,0.97,100,11,1,12
96,0.9064866143861546,-4.635024130112256,-1.0905636634795013,0.002571,0.01,0.0,0.97,100,11,1,12
97,0.9085795836131632,-4.646365630595786,-1.0964808874376435,0.002551,0.01,0.0,0.97,100,11,1,12
98,0.9048903423745385,-4.6584122827102865,-1.102654681597562,0.002532,0.01,0.0,0.97,100,11,1,12
99,0.9046057687381526,-4.670391720428197,-1.1087413585844137,0.002513,0.01,0.0,0.97,100,11,1,12
100,0.9030760495641428,-4.682396981418199,-1.1148860280621269,0.002494,0.01,0.0,0.97,100,11,1,12
101,0.9094534088029061,-4.693534107845827,-1.1205854815129612,0.002475,0.01,0.0,0.97,100,11,1,12
102,0.9092281625874419,-4.704527919975745,-1.1261377271259017,0.002457,0.01,0.0,0.97,100,11,1,12
103,0.913875436041589,-4.714855774920842,-1.1313266053734585,0.002439,0.01,0.0,0.97,100,11,1,12
104,0.9117632254492374,-4.724141428172411,-1.1360533940722126,0.002421,0.01,0.0,0.97,100,11,1,12
105,0.9098287044736404,-4.735054842032132,-1.1417090968919565,0.002404,0.01,0.0,0.97,100,11,1,12
106,0.9045012676079985,-4.746636501776276,-1.1477046863706073,0.002386,0.01,0.0,0.97,100,11,1,12
107,0.9064511779972362,-4.757768073908745,-1.1534645832847321,0.002369,0.01,0.0,0.97,100,11,1,12
108,0.9047119197574061,-4.769372260019763,-1.1593851982414671,0.002352,0.01,0.0,0.97,100,11,1,12
109,0.9012832340853811,-4.780951003705918,-1.1654468727770892,0.002336,0.01,0.0,0.97,100,11,1,12
110,0.9073112130082401,-4.791564756034377,-1.1708812885027928,0.00232,0.01,0.0,0.97,100,11,1,12
111,0.9147076296359161,-4.801076038743424,-1.1756977902562857,0.002304,0.01,0.0,0.97,100,11,1,12
112,0.9134395970318284,-4.8098086082692255,-1.1801244834756839,0.002288,0.01,0.0,0.97,100,11,1,12
113,0.9053708003277793,-4.820247050723063,-1.185498317938321,0.002272,0.01,0.0,0.97,100,11,1,12
114,0.8996140939597316,-4.831890093461537,-1.1915743414565263,0.002257,0.01,0.0,0.97,100,11,1,12
115,0.9121369312133552,-4.8415339628879845,-1.1965276177514625,0.002241,0.01,0.0,0.97,100,11,1,12
116,0.9091403145273598,-4.851084551361681,-1.2013867313178015,0.002226,0.01,0.0,0.97,100,11,1,12
117,0.9081490104772991,-4.8605740969247,-1.2061623791931642,0.002212,0.01,0.0,0.97,100,11,1,12
118,0.902030942901779,-4.862249597359887,-1.2074025030322906,0.002197,0.01,0.0,0.97,100,11,1,12
119,0.9102842446307492,-4.871878971778225,-1.2123801420777511,0.002182,0.01,0.0,0.97,100,11,1,12
120,0.9127881614710915,-4.8791265457115855,-1.2160474385697728,0.002168,0.01,0.0,0.97,100,11,1,12
121,0.9178946306015341,-4.887493530820981,-1.2202688465501714,0.002154,0.01,0.0,0.97,100,11,1,12
122,0.9044128823062503,-4.897438778081619,-1.2253430081696586,0.00214,0.01,0.0,0.97,100,11,1,12
123,0.9128936184452698,-4.906478057109056,-1.2299440487596278,0.002127,0.01,0.0,0.97,100,11,1,12
124,0.9083372649457437,-4.915988766566911,-1.2348343216146214,0.002113,0.01,0.0,0.97,100,11,1,12
125,0.9101609538508506,-4.925237426104035,-1.2395646786165277,0.0021,0.01,0.0,0.97,100,11,1,12
126,0.9055721041382676,-4.935058711814161,-1.2446823535135678,0.002087,0.01,0.0,0.97,100,11,1,12
127,0.9101949935901761,-4.943403461758111,-1.248928543434921,0.002074,0.01,0.0,0.97,100,11,1,12
128,0.9102949527340749,-4.944411464877901,-1.2497684722701106,0.002061,0.01,0.0,0.97,100,11,1,12
129,0.9015676512144251,-4.954416962008481,-1.2549191370972053,0.002048,0.01,0.0,0.97,100,11,1,12
130,0.9103935452551934,-4.963321643043699,-1.259515910824931,0.002035,0.01,0.0,0.97,100,11,1,12
131,0.9060249903040318,-4.972631858941115,-1.2642511338953415,0.002023,0.01,0.0,0.97,100,11,1,12
132,0.9124365908556455,-4.981317553743524,-1.268717498881848,0.002011,0.01,0.0,0.97,100,11,1,12
133,0.9131139514072973,-4.989906200985925,-1.2730502768558123,0.001999,0.01,0.0,0.97,100,11,1,12
134,0.907799007275447,-4.9987076016497065,-1.2775688247490853,0.001987,0.01,0.0,0.97,100,11,1,12
135,0.9021917022389445,-5.008317573421756,-1.2824771023439911,0.001975,0.01,0.0,0.97,100,11,1,12
136,0.9061308794142835,-5.017206555786182,-1.2870306171779555,0.001963,0.01,0.0,0.97,100,11,1,12
137,0.9165833403948818,-5.0246408322656,-1.290726597913029,0.001952,0.01,0.0,0.97,100,11,1,12
138,0.9078753103818535,-5.033400746430327,-1.2951993721612314,0.00194,0.01,0.0,0.97,100,10,1,11
139,0.9113526449618587,-5.041689028376948,-1.2994033556946678,0.001929,0.01,0.0,0.97,100,11,1,12
140,0.9060655765426044,-5.050256766749047,-1.303737202285489,0.001918,0.01,0.0,0.97,100,11,1,12
141,0.9125778750631419,-5.0583081317051874,-1.3078856109860102,0.001907,0.01,0.0,0.97,100,11,1,12
142,0.9096051836433223,-5.066565910760857,-1.3120712530398004,0.001896,0.01,0.0,0.97,100,11,1,12
143,0.9038917089678511,-5.075179605407392,-1.3165775300643716,0.001885,0.01,0.0,0.97,100,11,1,12
144,0.9108827493261455,-5.083242054073035,-1.3206620050038758,0.001875,0.01,0.0,0.97,100,10,1,11
145,0.9045680154790948,-5.0921216131156015,-1.325183355549484,0.001864,0.01,0.0,0.97,100,11,1,12
146,0.9114695581896551,-5.100086765573533,-1.3291941355009567,0.001854,0.01,0.0,0.97,100,11,1,12
147,0.9110355214838131,-5.107325535630988,-1.3329638206113061,0.001843,0.01,0.0,0.97,100,11,1,12
148,0.9030217491115003,-5.116012881233272,-1.3374210936167774,0.001833,0.01,0.0,0.97,100,11,1,12
149,0.9166918809884014,-5.122159880815966,-1.3405036680700277,0.001823,0.01,0.0,0.97,100,11,1,12
150,0.917983971141248,-5.1285828256815025,-1.343725386596906,0.001813,0.01,0.0,0.97,100,11,1,12
151,0.8971348286416779,-5.13795364143343,-1.3486048112430833,0.001803,0.01,0.0,0.97,100,11,1,12
152,0.9029427984158018,-5.1449716629822255,-1.352175521258169,0.001794,0.01,0.0,0.97,100,11,1,12
153,0.9056393169512703,-5.153377001148087,-1.3564712465769386,0.001784,0.01,0.0,0.97,100,11,1,12
154,0.9103905625166622,-5.160807384734752,-1.3602527939705256,0.001774,0.01,0.0,0.97,100,11,1,12
155,0.9015698770457616,-5.169535393202824,-1.3647517173304478,0.001765,0.01,0.0,0.97,100,11,1,12
156,0.9030565461029038,-5.177888168934405,-1.369021220823895,0.001756,0.01,0.0,0.97,100,11,1,12
157,0.909101630947567,-5.184967175552986,-1.3726548805293521,0.001746,0.01,0.0,0.97,100,11,1,12
158,0.903910219739543,-5.193164969773538,-1.3767671727531492,0.001737,0.01,0.0,0.97,100,11,1,12
159,0.9031951538187433,-5.201071136178877,-1.380834691214314,0.001728,0.01,0.0,0.97,100,11,1,12
160,0.910419828022256,-5.208549566605917,-1.384673081572184,0.001719,0.01,0.0,0.97,100,11,1,12
161,0.9036493401562079,-5.216549257877981,-1.3886517832000693,0.001711,0.01,0.0,0.97,100,11,1,12
162,0.9124117121521164,-5.223513405269322,-1.3921869614262625,0.001702,0.01,0.0,0.97,100,11,1,12
163,0.9034764687996216,-5.2315052544220295,-1.3963107877199588,0.001693,0.01,0.0,0.97,100,11,1,12
164,0.8996829444230092,-5.239929221938704,-1.4006647461400408,0.001685,0.01,0.0,0.97,100,11,1,12
165,0.8983233271109766,-5.248315841706601,-1.4050134142002826,0.001676,0.01,0.0,0.97,100,11,1,12
166,0.9119138683425722,-5.255313351698999,-1.408530500166108,0.001668,0.01,0.0,0.97,100,11,1,12
167,0.9088335789896824,-5.262440571323133,-1.4121078135143579,0.001659,0.01,0.0,0.97,100,11,1,12
168,0.9059305395707806,-5.270069740272062,-1.416036994696247,0.001651,0.01,0.0,0.97,100,11,1,12
169,0.9094652272156666,-5.277030053208212,-1.4196452380142308,0.001643,0.01,0.0,0.97,100,11,1,12
170,0.9079508444414599,-5.283816737025311,-1.423215723139915,0.001635,0.01,0.0,0.97,100,11,1,12
171,0.9100459730972246,-5.2906388492896435,-1.42667336352606,0.001627,0.01,0.0,0.97,100,11,1,12
172,0.9035486350118622,-5.2974907933111615,-1.4302427607919859,0.001619,0.01,0.0,0.97,100,11,1,12
173,0.9112388883381249,-5.304125369430265,-1.4336325373922134,0.001611,0.01,0.0,0.97,100,11,1,12
174,0.9052674080180347,-5.311578053936533,-1.437404830764326,0.001603,0.01,0.0,0.97,100,11,1,12
175,0.9050939245219157,-5.3187716857621545,-1.4410356517950487,0.001596,0.01,0.0,0.97,100,11,1,12
176,0.9054813419024866,-5.325604833792698,-1.4445664349180711,0.001588,0.01,0.0,0.97,100,11,1,12
177,0.9115729081539051,-5.332215258713499,-1.4479484805978704,0.00158,0.01,0.0,0.97,100,11,1,12
178,0.9194339239821453,-5.3380552730215465,-1.450856237806107,0.001573,0.01,0.0,0.97,100,11,1,12
179,0.9050606086293125,-5.34531348356632,-1.4546125306510533,0.001565,0.01,0.0,0.97,100,11,1,12
180,0.9074971087608735,-5.352396176590192,-1.458194795077393,0.001558,0.01,0.0,0.97,100,11,1,12
181,0.9093789078782826,-5.3592334637250705,-1.4616648948681095,0.001551,0.01,0.0,0.97,100,11,1,12
182,0.9100274725274725,-5.365892270302362,-1.4650816734201597,0.001544,0.01,0.0,0.97,100,11,0,11
183,0.9136380540248149,-5.37218379033717,-1.4682667121403195,0.001536,0.01,0.0,0.97,100,11,1,12
184,0.9035423362753601,-5.379305490122148,-1.4718894079597202,0.001529,0.01,0.0,0.97,100,11,1,12
185,0.9031438284694874,-5.3865017484920905,-1.4755905538351337,0.001522,0.01,0.0,0.97,100,11,1,12
186,0.9016034376097243,-5.3938864243341325,-1.4793060909186007,0.001515,0.01,0.0,0.97,100,11,1,12
187,0.9072198021139365,-5.400593926596362,-1.4827261127552962,0.001509,0.01,0.0,0.97,100,11,1,12
188,0.9025032493290347,-5.407692448667091,-1.4863901216236832,0.001502,0.01,0.0,0.97,100,11,1,12
189,0.9068356297562774,-5.414235813480027,-1.489743366051422,0.001495,0.01,0.0,0.97,100,11,1,12
190,0.9046102263202012,-5.421124113317573,-1.4932900566030267,0.001488,0.01,0.0,0.97,100,11,1,12
191,0.9001642421398405,-5.428508864741809,-1.4970678160902628,0.001482,0.01,0.0,0.97,100,11,1,12
192,0.9094302653581744,-5.434785293723759,-1.5003417262534584,0.001475,0.01,0.0,0.97,100,11,1,12
193,0.904764306368099,-5.441355211363994,-1.5036665807740233,0.001469,0.01,0.0,0.97,100,11,1,12
194,0.9092692249660514,-5.447357366707008,-1.5066200320205905,0.001462,0.01,0.0,0.97,100,11,1,12
195,0.9173165618448638,-5.449733937350119,-1.5078783324937024,0.001456,0.01,0.0,0.97,100,11,1,12
196,0.9081568852763743,-5.4559723541968275,-1.5110114070377958,0.001449,0.01,0.0,0.97,100,11,1,12
197,0.9120915963991753,-5.461187244729791,-1.5137043823684777,0.001443,0.01,0.0,0.97,100,11,1,12
198,0.9092121928565398,-5.467076215067085,-1.5166943171295317,0.001437,0.01,0.0,0.97,100,11,1,12
199,0.9142198617095901,-5.473101151084089,-1.5196855522879278,0.001431,0.01,0.0,0.97,100,11,1,12
200,0.9114265822139959,-5.476615938093825,-1.5216055211291521,0.001424,0.01,0.0,0.97,100,11,1,12
201,0.9162748215554277,-5.482141366854258,-1.524450957141184,0.001418,0.01,0.0,0.97,100,11,1,12
202,0.9068025830882105,-5.488372941924498,-1.5276538311548085,0.001412,0.01,0.0,0.97,100,11,1,12
203,0.9092908837506087,-5.4944079958013585,-1.5307114597950415,0.001406,0.01,0.0,0.97,100,11,1,12
204,0.9061085782540671,-5.500858292059546,-1.5340087017324413,0.0014,0.01,0.0,0.97,100,11,1,12
205,0.9074083447217021,-5.506851704354244,-1.5371242448518514,0.001395,0.01,0.0,0.97,100,11,1,12
206,0.9127461522951812,-5.512219486378178,-1.539917224442426,0.001389,0.01,0.0,0.97,100,11,1,12
207,0.9095843306476081,-5.518152369180574,-1.5428907395055853,0.001383,0.01,0.0,0.97,100,11,1,12
208,0.9078761121596117,-5.524165261909955,-1.5459558169752143,0.001377,0.01,0.0,0.97,100,10,1,11
209,0.9089169729620865,-5.530042068752587,-1.5489294678472134,0.001372,0.01,0.0,0.97,100,11,1,12
210,0.9125286414343295,-5.5357144591991645,-1.5518067621584342,0.001366,0.01,0.0,0.97,100,11,1,12
211,0.9065878887289526,-5.541616666753005,-1.5548018033403217,0.00136,0.01,0.0,0.97,100,11,1,12
212,0.8948774302620457,-5.5487005541606305,-1.5584256241221899,0.001355,0.01,0.0,0.97,100,11,1,12
213,0.9034537287821947,-5.554014169606742,-1.5611746944896812,0.001349,0.01,0.0,0.97,100,11,1,12
214,0.9083189844356663,-5.559843398325127,-1.564095212051976,0.001344,0.01,0.0,0.97,100,11,1,12
215,0.9137631689844079,-5.565254517290061,-1.5668418349714857,0.001338,0.01,0.0,0.97,100,11,0,11
216,0.9111973693131737,-5.570753663355537,-1.5696495119159557,0.001333,0.01,0.0,0.97,100,11,1,12
217,0.9094093429396726,-5.576571465777177,-1.572650667644905,0.001328,0.01,0.0,0.97,100,11,1,12
218,0.9154343264792278,-5.581793365372597,-1.575288116300287,0.001322,0.01,0.0,0.97,100,10,1,11
219,0.9033791185640853,-5.588023537137285,-1.5784847762750218,0.001317,0.01,0.0,0.97,100,11,1,12
220,0.902491271273635,-5.594276751279021,-1.5816596903425348,0.001312,0.01,0.0,0.97,100,11,1,12
221,0.9007246011331349,-5.600621349307183,-1.584875204179564,0.001307,0.01,0.0,0.97,100,11,1,12
222,0.9038578886704183,-5.606669825184199,-1.5879765932446666,0.001302,0.01,0.0,0.97,100,11,1,12
223,0.9102812308946403,-5.612101039275346,-1.5907457748034421,0.001297,0.01,0.0,0.97,100,11,1,12
224,0.9097691061301647,-5.617583966026701,-1.593549022894343,0.001292,0.01,0.0,0.97,100,11,1,12
225,0.9078242953405502,-5.623230370216169,-1.596427040448409,0.001287,0.01,0.0,0.97,100,11,1,12
226,0.9095469823910098,-5.628833290712384,-1.5992626638875902,0.001282,0.01,0.0,0.97,100,11,1,12
227,0.9090375389982891,-5.634378448615728,-1.6020959280298728,0.001277,0.01,0.0,0.97,100,11,1,12
228,0.9097215189873418,-5.639828525222426,-1.604840856701165,0.001272,0.01,0.0,0.97,100,11,1,12
229,0.9074237737516571,-5.6452932453975455,-1.6075768009957345,0.001267,0.01,0.0,0.97,100,11,1,12
230,0.8986759652314534,-5.651606198861997,-1.6108122573716883,0.001262,0.01,0.0,0.97,100,11,1,12
231,0.9130106281166575,-5.656758242683408,-1.6134252798628936,0.001257,0.01,0.0,0.97,100,11,1,12
232,0.9036905796616969,-5.662673560973453,-1.6164025941734919,0.001253,0.01,0.0,0.97,100,11,1,12
233,0.9071842255029963,-5.668025619685046,-1.6191401380605004,0.001248,0.01,0.0,0.97,100,11,1,12
234,0.9113851351351352,-5.673093589864668,-1.6216792904078103,0.001243,0.01,0.0,0.97,100,11,1,12
235,0.9080268410770407,-5.6783310275316365,-1.6243673740235098,0.001239,0.01,0.0,0.97,100,11,1,12
236,0.9073082878879688,-5.683531887591059,-1.627054183436444,0.001234,0.01,0.0,0.97,100,11,1,12
237,0.9086175037796069,-5.688859192803129,-1.629819684407976,0.001229,0.01,0.0,0.97,100,11,1,12
238,0.9032258064516129,-5.694633112954209,-1.632805305794634,0.001225,0.01,0.0,0.97,100,11,1,12
239,0.9079174270454888,-5.69988845442806,-1.6355075024923598,0.00122,0.01,0.0,0.97,100,11,1,12
240,0.9110546592419374,-5.704751655643953,-1.6380104648477993,0.001216,0.01,0.0,0.97,100,11,1,12
241,0.9087751095000756,-5.709994598762716,-1.6407240495784288,0.001212,0.01,0.0,0.97,100,10,1,11
242,0.9092617908407382,-5.715163627551657,-1.643314322297204,0.001207,0.01,0.0,0.97,100,11,1,12
243,0.9048561424874411,-5.720582437704248,-1.6460622914445082,0.001203,0.01,0.0,0.97,100,11,1,12
244,0.9052899014032372,-5.725976126382997,-1.6488502312083997,0.001198,0.01,0.0,0.97,100,11,1,12
245,0.9138575506320511,-5.730720029908071,-1.651196147626501,0.001194,0.01,0.0,0.97,100,11,1,12
246,0.9135430082017217,-5.735469277899437,-1.6536200675698232,0.00119,0.01,0.0,0.97,100,11,1,12
247,0.9118008449613708,-5.740393794036619,-1.6560925394091992,0.001186,0.01,0.0,0.97,100,11,1,12
248,0.9104091669624297,-5.745327564935591,-1.6586040618786893,0.001181,0.01,0.0,0.97,100,11,1,12
249,0.9042919747097983,-5.750775141321561,-1.6613972955359186,0.001177,0.01,0.0,0.97,100,11,1,12
250,0.907605586404173,-5.755995172102751,-1.6640746749505608,0.001173,0.01,0.0,0.97,100,11,1,12
