episode,service_level,rebalancing_imbalance,starvation_severity_max,congestion_severity_max
0,0.8957455770850885,-1.8062885181978345,-3.068912552203983,-3.00473257470876
1,0.9383086944882358,-0.5848775514687006,-0.3060487182327618,-0.38483894875784985
2,0.9331416464891041,-1.1463471406595132,-1.4832940096755844,-1.3252724054666216
3,0.9315875317143892,-1.171242309989722,-1.4601019969317128,-1.1521821573592907
4,0.940078497168709,-1.0910492774852683,-1.2092551249906542,-0.8618323865599524
5,0.925743608102867,-1.3617482813185553,-1.6618791375628739,-1.1896194911038407
6,0.9410460727338086,-1.2222089356813377,-1.3219765749677264,-0.8299499129062182
7,0.9427973808657694,-1.2187232018382235,-1.290408934460296,-0.7266866339857929
8,0.9361746924534544,-1.3618908986013687,-1.5082654684958687,-0.9005188965334285
9,0.9331876552818271,-1.3895555295471218,-1.5399762789177673,-0.7796943010636436
10,0.9350538421646686,-1.3396983774204585,-1.305251476338757,-0.6003110720724342
11,0.9438661260061733,-1.4083644647257996,-1.4228826222781055,-0.695171636859062
12,0.9375432890655585,-1.488234398990822,-1.5029429724640835,-0.7876075390875908
13,0.9428018622649496,-1.443713425017482,-1.3473955433976557,-0.668367984950643
14,0.9402837049948909,-1.5073826625876343,-1.397901822986045,-0.7599657959436483
15,0.9434635330795288,-1.5394643156349652,-1.376422369758866,-0.7411486428068108
16,0.9342325637037923,-1.6862759930600562,-1.640142625977731,-0.9279185277972846
17,0.9388764858504797,-1.63303761519372,-1.4994862558393272,-0.7310432973477334
18,0.9337404026358744,-1.715101136974412,-1.6135486160193524,-0.8226412955350508
19,0.9379438004491109,-1.722056295084561,-1.561462269427531,-0.7701906687568701
20,0.944311377245509,-1.7017880786835502,-1.4668163488270052,-0.674201866815281
21,0.9399819494584838,-1.7121044516094557,-1.4087491113265118,-0.6414958234870601
22,0.9333810674542796,-1.8257253908211535,-1.594124702408503,-0.7981751510705868
23,0.9338184649477436,-1.8335257605259558,-1.5581681096443598,-0.7597698272518864
24,0.9444494087510797,-1.80246539847407,-1.4649710661971846,-0.6499828702021169
25,0.9411273237251216,-1.8470197205856111,-1.4887308345777681,-0.67953475283713
26,0.9394156658899444,-1.8895853497469361,-1.5543319286139154,-0.6942837638582006
27,0.941411015562234,-1.8829308061921124,-1.4898005000189196,-0.6419764075717298
28,0.9421996575239583,-1.9196565221678887,-1.488262665329974,-0.6938592493088822
29,0.9426161340144945,-1.9178906822254318,-1.4584309959339867,-0.6257759040318127
30,0.9418733359260478,-1.8977765079699032,-1.3850963929000342,-0.5460073536383163
31,0.9315459212778094,-2.0658154918664278,-1.6928269588412306,-0.804922904319136
32,0.9347728429816418,-2.1238337218657195,-1.77336852382001,-0.8262847072524137
33,0.9384732360097323,-2.109107746203739,-1.6866966063432598,-0.7524923747480173
