episode,service_level,rebalancing_imbalance,squared_starvation_penalty,squared_congestion_penalty,gross_starvation_risk,gross_congestion_risk,alpha,alpha_initial,epsilon
0,0.8702443266384601,-0.046806931473963684,-0.02331223235496603,-0.008627917217144362,-0.01672544413440413,-0.00825511162665493,0.05,0.05,0.2
1,0.9182695541058579,-0.09549537118335155,-0.04458725090485137,-0.017342340366067945,-0.03210819701272226,-0.016868088535323695,0.045833,0.05,0.194039
2,0.9212404503417773,-0.13923007088476644,-0.06287935461785767,-0.025871293854311674,-0.0450735369596929,-0.025623481625341206,0.042308,0.05,0.188255
3,0.9251668813678416,-0.1768309454826158,-0.07849368927014162,-0.03327914078753367,-0.05702083834820205,-0.032699207455176495,0.039286,0.05,0.182644
4,0.9152474985090451,-0.2185267361768678,-0.09703924135253847,-0.040657719293334685,-0.07095846674665725,-0.03983816166349195,0.036667,0.05,0.1772
