episode,service_level,bias,rebalancing_imbalance,squared_starvation_penalty,squared_congestion_penalty,starvation_count,congestion_count,gross_starvation_risk,gross_congestion_risk,fleet_broken_fraction,alpha,alpha_initial,epsilon,gamma,transition_update_interval,transition_batch_updates,remainder_batch_updates,batch_updates_this_episode
0,0.945733834182989,-2.511968755181326,-0.012754909838607997,-0.019273074336662824,-0.0008315930794960888,-0.015532601639890346,-0.0014860909612134494,-0.02131972182174024,-0.014634445343916924,-0.004717518636200114,0.1,0.1,0.0,0.8,100,15,1,16
1,0.9440945013450067,-2.5854224244588133,-0.05609078737254415,-0.04138671573272325,-0.009812610652286545,-0.02808786769185918,-0.005816312015613604,-0.0383404516215775,-0.02827383719320628,-0.02462243820901535,0.097078,0.1,0.0,0.8,100,14,1,15
2,0.9399688280346579,-2.6372569348341255,-0.09470025518776959,-0.06602602904343516,-0.01824056369304764,-0.043981776300695295,-0.010476230198756091,-0.05978571702039171,-0.04456725624865792,-0.0388611735758611,0.094322,0.1,0.0,0.8,100,14,1,15
3,0.9429221833520245,-2.688081662568748,-0.12803126683651195,-0.08513420127101888,-0.025759772354305686,-0.05651124796505953,-0.015377520961661374,-0.07571531712115731,-0.057277753525434044,-0.0519816241373901,0.091718,0.1,0.0,0.8,100,14,1,15
4,0.9394521864488227,-2.734453488357356,-0.15774626639976105,-0.10486914889953321,-0.03117305485709847,-0.06805985709956505,-0.01954308995404805,-0.09404090295007167,-0.07093068424502512,-0.06438845835763826,0.089254,0.1,0.0,0.8,100,14,1,15
5,0.9435556745540346,-2.7745863450472013,-0.18766769471042902,-0.12397784328961814,-0.03742071289183795,-0.07979741813317767,-0.022761192068583885,-0.10796011734235567,-0.0830238438482756,-0.07548727642387926,0.086919,0.1,0.0,0.8,100,14,1,15
6,0.9435055690478185,-2.815487734229389,-0.2140773702085035,-0.13953713768874734,-0.04272220163122347,-0.0893302780253725,-0.026059713319497534,-0.12134620303023733,-0.09431611738734101,-0.08660052760818834,0.084703,0.1,0.0,0.8,100,14,1,15
7,0.9398098732488326,-2.873089332510466,-0.24925505314343802,-0.15852797053926895,-0.05029335122385728,-0.10160543116361491,-0.03020498145503085,-0.13770215819824622,-0.10676593397731526,-0.10195522105252935,0.082597,0.1,0.0,0.8,100,14,0,14
8,0.9432608474403772,-2.902081859950965,-0.26832136956111635,-0.17176636320477157,-0.054136455831949065,-0.11038951041984346,-0.03248690021399152,-0.15127098230289665,-0.11642388646541492,-0.11172220377024802,0.080593,0.1,0.0,0.8,100,14,1,15
9,0.9419958664493472,-2.9387876186528823,-0.29486482425439137,-0.18788287176297225,-0.059552743038976126,-0.12179782041813801,-0.03564424996519283,-0.16530949545605791,-0.12681255675941777,-0.12055270127943409,0.078684,0.1,0.0,0.8,100,13,1,14
10,0.9342808184658804,-2.9930360139726018,-0.33282135236195926,-0.20982237014084312,-0.06757609591370449,-0.13572081140645506,-0.039866852140012864,-0.1832167941557227,-0.1417289508856523,-0.13656790627153603,0.076864,0.1,0.0,0.8,100,14,1,15
11,0.9384180505779618,-3.0257719714228144,-0.35732317726840324,-0.225649451137834,-0.07211904108430729,-0.14675269857150902,-0.042695293751831835,-0.196637285766257,-0.15188319302210265,-0.14560561087500679,0.075126,0.1,0.0,0.8,100,14,1,15
12,0.9422162253331084,-3.025709688985468,-0.3634941998654374,-0.2358962273952749,-0.07327349289676814,-0.15524416061901705,-0.04540545998297523,-0.20677932252799452,-0.16065789219510293,-0.1497414775561795,0.073464,0.1,0.0,0.8,100,14,1,15
