seed,exp_name,alpha,duration_hours,total_runtime_s,service_level,avg_bike_km_driven,starvations,congestions,total_trips,bike_departures,bike_arrivals,total_depot_deliveries,total_depot_visits,total_fixed_on_site,total_picked_up_to_depot,total_depot_fixes,total_bikes_redistributed_from_depot,total_functional_pickups,total_functional_deliveries,broken_ratio_start_onsite,broken_ratio_start_depot,functional_ratio_start,broken_ratio_end_onsite,broken_ratio_end_depot,functional_ratio_end,broken_bikes_end_onsite,broken_bikes_end_depot,new_breakdowns_onsite,new_breakdowns_depot,restored_onsite,restored_depot
42,Imbalance_count_temporal_seed1000_bias_term_trans100_fsdiag25_g0.97_eps0_initbm2p5,0.0,504,40320,0.9462,400.4175,2402,839,60282,57880,57879,207,42,184,207,207,201,7051,7270,0.0157,0.0328,0.9514,0.0117,0.0704,0.9179,9,54,182,229,184,201
43,Imbalance_count_temporal_seed1000_bias_term_trans100_fsdiag25_g0.97_eps0_initbm2p5,0.0,504,40320,0.9467,397.6326,2370,831,60062,57692,57694,173,42,180,173,173,168,7298,7486,0.0079,0.0329,0.9593,0.0131,0.064,0.923,10,49,186,194,180,168
44,Imbalance_count_temporal_seed1000_bias_term_trans100_fsdiag25_g0.97_eps0_initbm2p5,0.0,504,40320,0.939,397.6895,2781,843,59410,56629,56632,207,42,211,207,207,199,6850,7049,0.0157,0.0288,0.9556,0.0118,0.0693,0.919,9,53,209,231,211,199
45,Imbalance_count_temporal_seed1000_bias_term_trans100_fsdiag25_g0.97_eps0_initbm2p5,0.0,504,40320,0.9494,396.5481,2363,649,59520,57157,57159,190,42,209,190,190,190,7014,7209,0.0105,0.0276,0.9619,0.0156,0.06,0.9244,12,46,216,209,209,190
46,Imbalance_count_temporal_seed1000_bias_term_trans100_fsdiag25_g0.97_eps0_initbm2p5,0.0,504,40320,0.9446,397.1463,2361,902,58938,56577,56575,189,42,213,189,189,182,6974,7165,0.0105,0.0316,0.9578,0.0209,0.0561,0.9231,16,43,222,203,213,182
47,Imbalance_count_temporal_seed1000_bias_term_trans100_fsdiag25_g0.97_eps0_initbm2p5,0.0,504,40320,0.9458,397.7081,2335,882,59402,57067,57067,202,42,189,202,202,211,6784,6995,0.0132,0.0448,0.942,0.017,0.0574,0.9256,13,44,193,215,189,211
48,Imbalance_count_temporal_seed1000_bias_term_trans100_fsdiag25_g0.97_eps0_initbm2p5,0.0,504,40320,0.9421,398.1655,2598,858,59646,57048,57049,176,42,215,176,176,164,7055,7222,0.0106,0.0317,0.9578,0.0237,0.0831,0.8931,18,63,225,215,215,164
49,Imbalance_count_temporal_seed1000_bias_term_trans100_fsdiag25_g0.97_eps0_initbm2p5,0.0,504,40320,0.9436,396.8072,2414,921,59136,56722,56723,194,42,199,194,194,193,6993,7188,0.0131,0.0327,0.9542,0.017,0.0561,0.9269,13,43,203,210,199,193
50,Imbalance_count_temporal_seed1000_bias_term_trans100_fsdiag25_g0.97_eps0_initbm2p5,0.0,504,40320,0.946,397.4529,2342,867,59402,57060,57061,197,42,217,197,197,194,6944,7138,0.0143,0.0261,0.9596,0.0117,0.0561,0.9322,9,43,218,219,217,194
51,Imbalance_count_temporal_seed1000_bias_term_trans100_fsdiag25_g0.97_eps0_initbm2p5,0.0,504,40320,0.9424,399.1948,2463,983,59852,57389,57391,194,42,215,194,194,197,6996,7185,0.0119,0.0264,0.9618,0.0286,0.0716,0.8997,22,55,229,223,215,197
