episode,service_level,squared_starvation_penalty,squared_congestion_penalty,starvation_gravity,congestion_gravity,imbalance_weighted_distance,starvation_severity_max,time_of_day_fraction,multi_horizon_starvation_risk
13,0.9113093438161476,-67.94281496299682,-39.04226480258168,-14.406522795292139,-1.0364715229954131,-14.805342095630534,-150.95769863861528,-66.13207852239024,-71.96445819613739
14,0.9056099465433359,-69.52016808598674,-39.61363395051792,-15.00638510648639,-0.6394653078392077,-14.507152524303125,-148.73719585151227,-64.72297109752132,-72.9677975827821
15,0.898237445959428,-71.52169469117256,-40.45489340199339,-15.52571330517639,-0.4743757130396211,-14.411501829471595,-148.18171597858642,-64.21669402295508,-74.54606873052808
16,0.9080007267882018,-73.28602735044137,-41.14993526586393,-16.055758252745616,-0.14756086102445515,-14.194750838927362,-145.7147699833459,-62.75286660954584,-75.68777712421094
17,0.9040744208523362,-75.69811466533602,-42.288619831348676,-16.591062381173646,0.0,-14.271874427591992,-146.7664433287106,-63.62443217983215,-77.77106444498003
18,0.9117972985114858,-77.4961948771083,-43.09469778976087,-17.10035992991735,0.0,-14.219648484557467,-146.4027886005743,-64.10894794535116,-79.17886969625724
19,0.9071297429620563,-79.30427034269466,-43.851090055810175,-17.55035061917919,0.0,-14.11465840280222,-145.73498147392752,-63.919872766453985,-80.57004110089662
20,0.9141586450590959,-80.89549720021498,-44.6278224294095,-18.02802152681506,-5.882820639623273e-05,-14.212166960428283,-145.2337206195609,-64.05315698273725,-81.82613100246287
21,0.9080679913813742,-82.3430955308541,-45.20447111677969,-18.48538913868169,0.0,-14.07943116282278,-143.97601396488014,-63.8264356439401,-82.83270072857309
22,0.8957787568468683,-84.04971091656677,-45.996920833491956,-18.936904839144685,0.0,-14.08999196903683,-143.99667361868242,-64.22853689817885,-84.2176853265176
23,0.9195206521077924,-85.21982789203977,-46.419377626606845,-19.39298326310948,0.0,-13.794551180233048,-141.42351278238544,-62.49086447215847,-84.84249119520197
24,0.9053570892046992,-86.74129175730127,-47.20596370366953,-19.807265337871016,0.0,-13.809807292627848,-141.03534178829017,-62.55270910989499,-86.01365236333272
25,0.9168612939427947,-87.87708076180658,-47.61176350219897,-20.201773977160506,-0.01207673428876816,-13.640611820967013,-138.6286892280172,-61.172959499600516,-86.63326702498148
26,0.9078990397478967,-89.65816659591785,-48.5337393601672,-20.62509937986877,-0.014482980232485315,-13.693272404012971,-139.47584870536994,-61.67717204958552,-88.12974374901904
27,0.9083808317500528,-91.28019868246862,-49.49809278256733,-21.056764896260002,-0.026683231865759577,-13.702130814049536,-140.98733450872908,-63.23577045360559,-89.58480245983459
28,0.9149514915223502,-92.21094208922591,-49.88619614848649,-21.429999765166695,0.0,-13.52434610787805,-138.39568263024663,-61.8423833855185,-90.03908077124252
29,0.9072898978163076,-93.44158058251007,-50.47761501512208,-21.863172605861223,0.0,-13.380766493184137,-137.17945900971085,-61.37618924189171,-90.88538043615522
30,0.9136412132296906,-94.35596945349442,-50.85747222969948,-22.21396020221312,-0.002668303195849194,-13.17591313311612,-135.24022132033647,-60.45638146324856,-91.42827787178233
31,0.9039775500244022,-95.66379394535217,-51.64665419918775,-22.578680142293486,-0.05798545935912367,-13.246775739222366,-135.39063391094592,-60.765914567958056,-92.49517914654042
32,0.8975587972610897,-96.88595056374649,-52.3407991297516,-22.927999307991087,-0.018885768286127175,-13.188915210375203,-135.26437481272012,-61.21846808590833,-93.4824180629053
33,0.9071564972265164,-98.21207339182035,-53.11614762266212,-23.2809063243048,-0.031496735097800384,-13.221559216189036,-135.4984931187905,-62.16259856134508,-94.62751918802148
34,0.9005285349486312,-99.29587239069288,-53.66212400297727,-23.618140825445735,-0.0020530406333019624,-13.270985768057972,-135.21607391500038,-62.74235534438735,-95.47370048746659
35,0.9034269763021916,-100.40533141018611,-54.24204372724206,-23.971883915343305,0.0,-13.278798133768511,-134.70186381248075,-63.25917025092991,-96.29998991394008
36,0.9021884093113482,-101.34193299284134,-54.677283432942524,-24.29316730423444,0.0,-13.184440829347375,-133.49335062302498,-63.301936474343556,-96.9218891062816
37,0.90222558667676,-102.29422974776922,-55.12539360598304,-24.60038382377563,-0.0022209876083063296,-13.112763695448278,-132.75489859185984,-63.91536823912771,-97.54905503011857
38,0.9108170830947286,-103.0830211641284,-55.4965641849881,-24.929579165423824,0.0,-13.09101115328009,-131.3014584847416,-63.394752338716074,-97.99715909498858
39,0.9013108104017195,-104.30641404216776,-56.17202027976281,-25.19398976548967,-0.015898026055971428,-13.199960644293808,-132.1071345259764,-64.48558130216927,-99.09586065870727
40,0.8908679245283019,-104.92781261172294,-56.456127596599906,-25.45799243642762,0.0,-13.022782148831165,-129.95954622841612,-63.740042755779704,-99.3451538428827
41,0.9035045607297167,-105.86244753024289,-56.919479986106396,-25.754786590564017,-0.001799091133388231,-12.998338172145612,-129.50929001448543,-64.42495935916236,-100.02258846074915
42,0.9114719904648391,-107.04071186858323,-57.660984357400835,-26.088306613272984,-0.015247337490059576,-13.06915296429853,-130.37812265094556,-65.67438235232127,-101.05649026958054
43,0.9004216081773787,-108.11690241593313,-58.23493097051855,-26.376934999234443,0.0,-13.238744086649929,-130.3742095015156,-65.85471509801728,-101.90052335291152
44,0.9024515894421044,-108.75167929774057,-58.44859649806435,-26.72650050696391,0.0,-13.20462045258598,-128.5561692953466,-65.35924368110219,-102.15836361675072
45,0.9079257602321504,-109.73581876104824,-59.003127983775904,-27.017405801947735,0.0,-13.23297003697565,-128.3661679079027,-65.56496557945408,-102.9248954451373
46,0.9032393900201522,-110.9503104421305,-59.724616005431606,-27.39690804942688,-0.003363691894708134,-13.355988112836695,-129.77471873232278,-66.87850367266442,-104.04275042585714
47,0.9020843431895298,-111.72117295636815,-60.07006556466179,-27.708557984081846,0.0,-13.31080622356019,-128.86225226790765,-66.8430834286321,-104.53894896625086
48,0.9033473187762227,-112.21434341757553,-60.23053924305142,-28.034161043882754,-0.003937537244578947,-13.138562640261403,-127.02720322146921,-65.86019891610087,-104.71798863268829
49,0.9096912314557954,-113.04997638720432,-60.693338263839514,-28.336261046442768,-0.0004480289716637854,-13.185626164262189,-126.94705652236239,-66.02165433083958,-105.4081794095222
50,0.9017760385310054,-114.25241553510729,-61.42854481514623,-28.640674544037623,0.0,-13.300410469659218,-128.19971552662506,-67.3102880788905,-106.49386426007696
51,0.9021678052819921,-114.8523955572427,-61.75490720204024,-28.950279167788246,0.0,-13.167492840109533,-127.41111855127205,-67.38575190843507,-106.87854572884112
52,0.9133420926899187,-115.44027677818444,-62.07145030510908,-29.254980593260587,0.0,-13.143736524242778,-126.47297443608706,-66.96254247308259,-107.26297643105076
53,0.894927103250478,-115.94572833479735,-62.35988247390726,-29.547638716437604,-0.000402737037543433,-13.131317649189288,-124.9895068150405,-66.67490893382731,-107.50638905319092
54,0.9040756785430112,-117.14354823607049,-63.13607043126861,-29.902620602768803,0.0,-13.237896114671159,-126.6062587044616,-68.24025093714836,-108.63613356016306
55,0.9111665214648361,-117.63603411402335,-63.360447375507285,-30.188642032384596,-0.006873523765068691,-13.169691979997388,-125.40546270521284,-68.2680872956512,-108.89185575497434
56,0.9023402608229619,-118.52700704461982,-63.91230818748195,-30.503284730994157,0.0,-13.203822056983965,-125.76916670606239,-68.9972870826493,-109.6408810422065
57,0.9060689778094644,-118.95571542574106,-64.12384567431494,-30.80017106275665,0.0,-13.127435500089543,-124.44112742297443,-68.62189948828696,-109.79159150681065
58,0.9126603524757223,-119.52331381816575,-64.43206114781006,-31.03937250387605,0.0,-13.124743704189974,-123.73611350749654,-68.5725888064909,-110.13970420303518
59,0.8983317690514396,-119.92652840497213,-64.58832399700097,-31.291890730433728,0.0,-13.098786482748052,-122.3817455404714,-68.1850765429653,-110.27745819077516
60,0.8930794802055002,-120.66151133801284,-65.01280846091774,-31.559049901600215,0.0,-13.092195454932547,-122.28379132265587,-68.48562920746664,-110.85091819035983
61,0.9109603309228342,-121.4050160382921,-65.41026776810905,-31.802137757814318,-0.002689495283768652,-13.034495405959683,-122.4494633091812,-69.04137660327488,-111.40982372367017
62,0.9015689712506424,-121.77041825040762,-65.59694258888689,-32.05687911827821,0.0,-12.932916656610407,-121.31506930003617,-68.79589648827434,-111.53110712964556
63,0.9161372686099881,-122.04173603271123,-65.66945577526737,-32.27065455116808,0.0,-12.821663693164282,-119.45212648439293,-67.69449116347845,-111.52462969473932
64,0.9123950407711662,-122.92105078112398,-66.2284562912299,-32.54034952795931,0.0,-12.850339828652022,-120.25246888519543,-68.38823833218402,-112.2974934837991
65,0.897887537074027,-123.77755060708323,-66.7651487120104,-32.82424324648754,-0.00037441315242714256,-12.997783114143934,-121.30512861480842,-69.57606962973756,-113.06898128453648
66,0.9012516965766852,-124.18451129238647,-66.96134601838664,-33.06509461499794,-0.0007951841003489503,-12.907203406829169,-120.00403606156195,-69.32917991958031,-113.23068799000075
67,0.8872667797431548,-124.78229906214762,-67.30048321692345,-33.30788524628567,0.0,-12.958901401105022,-119.56117425349554,-69.42626603401813,-113.6453329202054
68,0.8994944078443389,-125.57682911703853,-67.7561186610237,-33.54617205227207,0.0,-13.040766802802649,-120.1188896298919,-70.27016152704492,-114.29857364067288
69,0.9070326828828287,-126.3040733942939,-68.20223441004137,-33.77663807042098,-0.008331778708620589,-13.075073898197331,-120.60933710179864,-70.98185061780403,-114.9111591689411
70,0.8978710462287105,-126.85074184575444,-68.44253794312336,-34.002700428374254,0.0,-13.000319977403892,-120.17369937079906,-71.12649139162743,-115.23350532760776
71,0.9008529103695945,-127.41354532798356,-68.66452884344758,-34.21562852488197,0.0,-12.965673008713841,-119.6929533750476,-71.14668473798056,-115.56452422632601
72,0.9069178598342125,-128.06587103947098,-68.98956459757375,-34.446971251605156,0.0,-13.01019338482788,-119.70671263592229,-71.5571481184475,-116.04483606410778
73,0.9041507619247994,-128.6707977190221,-69.23288897227322,-34.63167995120115,0.0,-13.009270348815486,-119.36011706275997,-71.64361744306169,-116.43565944779043
74,0.9038236265881717,-129.08989974652022,-69.38559231873997,-34.82281147082788,-0.002643990137291556,-12.988376981636915,-118.61811402981728,-71.17714829556026,-116.62386059615008
75,0.8991922164499565,-129.71284141976952,-69.68102262160346,-35.04359294824209,-0.0029906152917387363,-13.045834828402377,-118.73502398373616,-71.21430679011449,-117.08274287524662
76,0.9042135252661568,-130.25519264222905,-69.95198444490862,-35.2696570194063,0.0,-13.117797287031863,-118.6223573113794,-71.29570087292802,-117.44855450139201
77,0.904378262575058,-130.42479668044658,-69.96788211038572,-35.46288789893611,-0.000905099914033863,-13.03536357140221,-117.22366706166198,-70.85984871219438,-117.37395979291165
78,0.900040020934027,-131.0625387063941,-70.31194289260633,-35.66279830692668,-0.021228689273835505,-13.143816275848469,-117.7280623308106,-71.46691206560294,-117.88311504003906
79,0.9041108348996544,-131.71566884496343,-70.63072032643473,-35.860157106045634,0.0,-13.129587242553084,-118.12722859975804,-72.0819297118616,-118.41485429379931
80,0.9004255064125615,-131.82020533970902,-70.55040334257278,-36.02092318457441,0.0,-12.924638691890754,-115.94665825678459,-70.92499890774461,-118.19616948157353
81,0.9036992481203008,-132.49505400542458,-70.9418743441615,-36.19552602640393,0.0,-12.992326566969497,-116.80463415907316,-71.80008959041771,-118.77552654472603
82,0.9006584511296364,-132.54066573821441,-70.82125167907603,-36.33819848963082,-0.0011577335589438742,-12.865690081871309,-114.67964381723422,-70.50544242893807,-118.5137442561717
83,0.899543790143466,-133.19944588324557,-71.2099699248024,-36.4995869093951,-0.02383972894441873,-12.87773437596931,-114.98794900749881,-70.92317088887961,-119.05822348852276
84,0.9053526372702151,-133.67438310382695,-71.45913313304413,-36.63414176394748,-0.0065739083822352,-12.894649125754096,-114.93499626293625,-71.11837078323687,-119.3907785577055
85,0.8981852391357126,-134.40343944697523,-71.90335532112319,-36.78659324906419,-0.015094472474971655,-12.998404296273014,-116.06358857604302,-72.28594547503688,-120.06225993487044
86,0.8949648077964266,-134.74548830329854,-72.06437954162,-36.922103944205084,0.0,-12.96365316448677,-115.42082758689867,-72.19130679683181,-120.22712598298607
87,0.9015720497461003,-135.22865439918007,-72.33167118822975,-37.08423940992357,-0.0016255784801100426,-13.041315602413896,-115.38218437341241,-72.41767667287728,-120.57265665818558
88,0.8959317385342069,-135.41950400077252,-72.37731926380069,-37.220845958515554,-0.0001021083252589197,-12.938673362302763,-114.08060024887843,-71.77952854357004,-120.51964198364746
89,0.9025168380007089,-136.15617458275062,-72.84208665282434,-37.36591271200167,-0.00021612548094995866,-13.054615223089959,-115.20859017405061,-72.86656509774754,-121.18833820776796
90,0.903644578313253,-136.5211570584584,-73.01565613901691,-37.473702644048196,0.0,-13.065238534567465,-114.55586297307069,-72.66133980047694,-121.36798719744694
91,0.8913569054094893,-136.76207183573896,-73.14520188367351,-37.58667445854224,-0.0011201556497529024,-13.030959958484514,-113.64270217560797,-72.36027637887607,-121.41630597895939
92,0.9019643342083824,-137.23726541434996,-73.42345774614195,-37.72731247617153,-0.01720573533213569,-13.076230322843559,-113.53088583267305,-72.370352208938,-121.74213210049392
93,0.9009114700839275,-137.8827270246701,-73.790110144854,-37.87977642945701,-0.0019622778399091497,-13.1263248872088,-114.12140770513037,-72.86317843844348,-122.29249620436482
94,0.9012260352184627,-138.2870179312499,-74.04346304977041,-37.980098210863936,0.0,-13.008396235101424,-113.81923578938851,-72.87638853830775,-122.54639487840993
95,0.9050321950624065,-138.85055399531714,-74.39714337098603,-38.09202413209776,0.0,-13.035563565315535,-114.16895651865669,-73.22878220219998,-123.00693946220609
96,0.8968786683923787,-139.07952787020403,-74.45653131911898,-38.20492333772379,-0.0008642083897753285,-13.033613811197727,-113.55982350253413,-72.8560403787301,-123.0619801883605
97,0.9000923416043609,-139.36734650237088,-74.57314230313183,-38.315946989413234,-0.0007451298265580156,-12.98307634923211,-112.92042741189643,-72.60209523815304,-123.1564861968299
98,0.9089481946624803,-139.90778946993993,-74.91310824908658,-38.421718704348535,-0.012374760394695887,-13.020508803151074,-113.60612181177666,-73.19495266075111,-123.63358334455006
99,0.9031150281112292,-140.18487275388765,-75.02209748347619,-38.52678192448276,-0.001297229255002988,-13.06039167131399,-113.21416909410455,-73.14048187926797,-123.7529515375704
100,0.8971289015963784,-140.68523798803076,-75.31008552988722,-38.62827377931555,-0.021474140632047067,-13.049505615245053,-113.69199384442577,-73.58711394565103,-124.14591876625147
101,0.9004029590425212,-140.9602395571342,-75.44576893708934,-38.754702421068764,-0.027659493540395277,-13.03474913600837,-113.43868188367934,-73.43510554961338,-124.28578136819463
102,0.9045310348955528,-141.21824085985475,-75.56371209347797,-38.83561316746592,-0.012240427678620321,-13.00809481752426,-112.90994875931497,-73.38032268474403,-124.40055176296526
103,0.9048702086365842,-141.47027511041495,-75.67885647629066,-38.925497832559735,-0.0010038593497441303,-12.98789287147601,-112.42124456948508,-73.04108564902056,-124.51737377753963
104,0.9037636535126419,-141.73771001656087,-75.83366564165745,-39.029478595182006,-0.005688255320689228,-12.983768775720874,-112.15748484807084,-72.9602568836094,-124.668786760739
105,0.9030479992849269,-142.18577558600094,-76.11605327213772,-39.151754143411345,0.0,-13.000926950042171,-112.60172658622676,-73.27161761878773,-125.03872668679456
106,0.9073440856961298,-142.50633274303289,-76.28271889532839,-39.238644046327344,0.0,-13.02226617467441,-112.32238240982264,-73.06052285116957,-125.22254609280229
107,0.9043651029001839,-142.54407339574433,-76.24029676353724,-39.32147000939293,-0.005917626482896539,-12.918791131888621,-110.93843648888674,-72.40919313794562,-125.05640253904693
108,0.9024676487847061,-143.0579151806752,-76.57040133668755,-39.42269488682541,-0.0059079835742268895,-13.005950242710979,-111.85065873042568,-73.19874994483813,-125.54929104242466
109,0.8976513617265665,-143.3755064056876,-76.76162825344267,-39.522323228708046,-0.00702610433337395,-12.975033165332547,-111.88374109020354,-73.33570345401097,-125.76351592815404
110,0.9009840660512446,-143.67758038432743,-76.972574015988,-39.60058044289566,-0.0006529503316996582,-12.966836254929198,-111.87281807013854,-73.66366493759553,-125.9844040690157
111,0.9030912881878342,-143.83066174207445,-77.02071243309668,-39.66916781004293,-0.003507259326545805,-12.8751744354611,-110.98308118845904,-73.30612333339757,-125.98131169507431
112,0.9014460116155032,-144.32742542738458,-77.3464729539992,-39.75978282517491,-0.017183563651357384,-12.972538961739936,-111.74034644106176,-74.06288037266954,-126.45617729820384
113,0.8984167270969301,-144.5524110314548,-77.47218108458536,-39.83282296681175,-0.023932536972968203,-12.908847152524316,-111.16127172432974,-73.89460325351553,-126.54791001787218
114,0.8986449368247573,-144.84589963553654,-77.65361942952208,-39.90702789040694,0.0,-12.888723668490366,-111.10517298363395,-74.16049750148397,-126.75828212406702
115,0.8975185590488303,-145.08108647615208,-77.7993786559324,-39.98396137066892,-0.011482626471038862,-12.877512563378996,-110.97316112613527,-74.4945062998229,-126.8951822718955
116,0.8927577444336883,-145.4182340198176,-77.96568463879933,-40.04746619497459,-0.0077842336231836165,-12.892531053038198,-110.82647245885916,-74.59917386390339,-127.11882340091688
117,0.9026082296194843,-145.52279939065562,-77.98709558847018,-40.11893607631918,-0.0002677274225907691,-12.839195268887194,-109.91209223579297,-74.29379358156783,-127.06385364818222
118,0.9026058141286338,-145.90604268946666,-78.21536394379795,-40.18500061340244,-0.015568161878287854,-12.896530810444698,-110.30839432013099,-74.75296581656534,-127.37927343189588
119,0.8965787018926971,-146.25474095923101,-78.44279203706121,-40.26626452860436,-0.015649267554475856,-12.915403095616542,-110.70619197309836,-75.3125654295737,-127.6597748748957
120,0.9022135220599308,-146.3644381917567,-78.46552759133795,-40.32007181002338,-0.0006343900885445983,-12.885189329449439,-109.87860284051524,-74.93716521804849,-127.60322674178721
121,0.9103952355170547,-146.67877782628608,-78.65503940124687,-40.38865495775237,-0.033107270553209917,-12.92459821738873,-110.09084915963908,-75.26104757274014,-127.83640930340825
122,0.9100773787933745,-146.84426215593717,-78.76146666489676,-40.4783372277903,0.0,-12.935113855349822,-109.80012428805156,-75.11396149829815,-127.90985259881995
123,0.8940875445490268,-146.99935309295464,-78.84422253945164,-40.54773710069177,0.0,-12.935751810933349,-109.40551693270098,-74.93497638028555,-127.95306877525483
124,0.89804263507622,-147.19276850045986,-78.95395029587485,-40.625284192078986,-0.007599621256638026,-12.955474566720543,-109.1464794277971,-74.93013525945969,-128.0397467057393
125,0.9020936888085556,-147.44438420579922,-79.09293507532101,-40.691384466535055,-0.01541006964151408,-12.98012233624123,-109.17195827114955,-74.90920601321365,-128.20594918117237
126,0.8979579704544779,-147.6554701954806,-79.20693650351801,-40.7524389108918,-0.004242879875138132,-12.980755699847096,-108.78892956036108,-74.77438598831321,-128.31512332326625
127,0.9025096819443174,-147.85339498688367,-79.29080679381859,-40.82417488308027,-0.004629068714476813,-12.991664274277397,-108.36879436311587,-74.57020383398647,-128.40465022256427
128,0.9012559291190597,-148.05809993194518,-79.39983402497111,-40.89340538348577,0.0,-12.954487196593139,-108.15343223641467,-74.47347452671812,-128.5111443761632
129,0.8990657574574183,-148.25824934589815,-79.4948843462988,-40.93501468939291,-0.002349544333287796,-12.939159365035259,-107.86838553543966,-74.36367598333804,-128.60876413004664
130,0.9045585758960789,-148.5760274968607,-79.69200689928995,-41.00705246015859,0.0,-13.045081376992968,-108.39900118990839,-74.88864912575835,-128.89056143691266
131,0.9025503112346649,-148.72488299551983,-79.7580123544503,-41.060365620616835,-0.009203491858808931,-13.059911397478599,-107.9526572664167,-74.6099358984695,-128.9271465320198
132,0.9088699513893057,-148.78299404891987,-79.75688404368768,-41.11745975946618,-0.00019363231800119708,-13.007949650298697,-107.20747962328446,-74.25360350249188,-128.86209363015104
133,0.9139797846495306,-148.91645374714818,-79.82489468460494,-41.16769861279541,-0.008496669482149662,-13.001891712840859,-106.81276674291978,-74.09104447467718,-128.91584335207307
134,0.9022560957094707,-149.08646721773653,-79.89839961909772,-41.24028090350894,-0.00030852291806328987,-13.004527083045032,-106.45309317844,-73.75813870706065,-128.97505719931243
135,0.9019966468526139,-149.35913627809413,-80.07538488747622,-41.303360527634865,-0.0073650589328885675,-13.029853615703905,-106.70649842366419,-73.98551274336579,-129.20313769599832
136,0.9096187226910876,-149.5305229404938,-80.17774723868963,-41.37564935425112,-0.013367039326684463,-13.032257410106862,-106.52399387576844,-74.02331682928397,-129.28553252221306
137,0.9068716642406599,-149.43877865959644,-80.06752214940119,-41.43525941375901,0.0,-12.93229488217989,-105.24652985292713,-73.24593801014188,-129.0416679797296
138,0.895555623341366,-149.50273966428782,-80.0790541157941,-41.507084295634016,-0.0002860781190807553,-12.881189444929998,-104.70158880690038,-72.9873501768328,-128.9943916383268
139,0.8983424099038776,-149.85929940273175,-80.33717842241195,-41.59191010324906,0.0,-12.936399111350687,-105.44471000847817,-73.70172211632469,-129.338027417798
140,0.911014387619393,-150.0964910391386,-80.50070022181758,-41.665131376984704,-0.027097298965300713,-12.965782207261617,-105.63306499961442,-74.06838514796684,-129.52080977032065
141,0.8942376950780312,-150.26584524090177,-80.6207227788988,-41.7398953695913,0.0,-12.97305512928898,-105.43448058142697,-74.08010563906149,-129.60980778084698
142,0.9029769137302551,-150.4961501149449,-80.77885639115019,-41.81366859174531,-0.004729235422741153,-12.992631931117263,-105.41446461562812,-74.22176475167812,-129.76121431854475
143,0.9037437925599928,-150.61318356260205,-80.86120399193501,-41.8773848644189,-0.011192819444559628,-12.981181774723417,-105.12938143675548,-74.22927026897203,-129.78731477804763
144,0.900880064878503,-150.8912455558848,-81.05121519314675,-41.95951705495143,0.0,-13.00699970561977,-105.48033671744376,-74.58480202676135,-130.03259326859455
145,0.8986531577989444,-151.02123995810948,-81.12410848377102,-42.017081841314514,0.0,-13.014307731164166,-105.20516633403423,-74.52091789321145,-130.07482142094256
146,0.9035652726118116,-151.0786172781131,-81.15705104026637,-42.068940832598805,0.0,-12.961997841564555,-104.77160451720177,-74.33782807261474,-130.0506961090171
147,0.894993635977938,-151.42453998883445,-81.40315484525303,-42.1460764013,-0.0043002914088596305,-13.055566498425815,-105.58854491987876,-74.96715308305266,-130.40278613051296
148,0.9058293213946215,-151.61019594851427,-81.52161045121464,-42.19074897107424,-0.004525829062345302,-13.071468921008858,-105.60606223203301,-75.0661989356096,-130.52623613436572
149,0.9039959108812652,-151.61437963544915,-81.49858779142279,-42.24129658542941,-0.0012385689950885567,-13.029021787329292,-104.71480431412462,-74.52295758985385,-130.40534004336604
150,0.9033932989218412,-151.79755050330226,-81.60241854042953,-42.300302567417525,-0.006589975065023159,-13.030961255430581,-104.73273351489789,-74.58099804632978,-130.52472552276376
151,0.9084315503173164,-151.99617739132228,-81.74622784625768,-42.35860091717076,0.0,-13.049066005790975,-104.83930465888052,-74.66483000309267,-130.67388081673448
152,0.9019098271485555,-151.98661005823007,-81.72106750352933,-42.40239478474086,0.0,-13.002880600243193,-104.01269157704316,-74.17784059654203,-130.54560883630708
153,0.9055284056200367,-151.98121226647828,-81.70035970374897,-42.4546380958735,0.0,-12.97218985329044,-103.33999861518173,-73.71033464167597,-130.44234644712523
154,0.9010337948128891,-152.13523868428805,-81.80713213138809,-42.49728000949917,-0.002896117560801059,-12.980137766666628,-103.31573877726457,-73.75609803516983,-130.53991945164466
155,0.899178762992818,-152.34570483940357,-81.9604866919295,-42.56066712703256,-2.887571985622821e-07,-13.02960434491343,-103.51378613322485,-73.98139451141657,-130.71028573152194
156,0.8992581023037876,-152.51655137042627,-82.08296708702032,-42.60267830223339,-0.0014189740605538095,-13.059098756866353,-103.46461740512943,-73.99204048717694,-130.8208002603953
157,0.8954226629580361,-152.63856304397555,-82.17238142211936,-42.66422503077029,-0.001998812315362222,-13.053519068550596,-103.3915198209221,-74.05456520341279,-130.88600111163868
158,0.9001672340679687,-152.8539670414795,-82.32210301639579,-42.71097759688293,0.0,-13.071841780643881,-103.49961655949821,-74.19306342695388,-131.04981014065154
159,0.9121858957038638,-152.98663542111058,-82.41012069946485,-42.7628508406941,-0.0004458380831207986,-13.061602147477394,-103.40582793501329,-74.27811819835757,-131.12099994915818
160,0.9058229976876182,-153.1479208466589,-82.50996379193602,-42.82068377099222,0.0,-13.07702756415711,-103.44309291875693,-74.41417414831626,-131.23030022636016
161,0.9011110429071266,-153.23057197531497,-82.55501038562204,-42.8733800193169,-0.0021347028488060992,-13.067627911847305,-103.11044555530697,-74.29580337291333,-131.23120568222012
162,0.8941312906277658,-153.4118249037575,-82.67753357339863,-42.928998297182105,-0.000306106124061177,-13.103438775603667,-103.12593888183955,-74.35328775484497,-131.35650967538743
163,0.9087030973052543,-153.59301383816282,-82.81540061077858,-42.976482213607326,-0.002106734052072254,-13.114673365640408,-103.23714036075326,-74.51769134439444,-131.50171581318233
164,0.909264652348016,-153.76789178322926,-82.95034807256482,-43.039490497976665,0.0,-13.11953606581758,-103.39624387024469,-74.68341763324977,-131.6415515035791
165,0.9037057237220859,-153.85529503126315,-83.0236586176383,-43.08072929178855,-0.00012582471980717477,-13.092393732092553,-103.15724334808968,-74.5946025942848,-131.6642791421998
166,0.9031139764018976,-153.81687188218777,-82.99266254060026,-43.12033284240315,-0.0010676328350708302,-13.060453307218749,-102.47766834689952,-74.26367756794885,-131.52830292336444
167,0.9115414734052165,-153.89097572757993,-83.05270015963343,-43.172302862129534,0.0,-13.0456912564448,-102.22221508133691,-74.14292524796471,-131.53718742952972
