episode,service_level,bias,rebalancing_imbalance,squared_starvation_penalty,squared_congestion_penalty,starvation_count,congestion_count,gross_starvation_risk,gross_congestion_risk,fleet_broken_fraction,alpha,alpha_initial,epsilon,gamma,transition_update_interval,transition_batch_updates,remainder_batch_updates,batch_updates_this_episode
0,0.9410719077005635,-2.7741147588785866,-0.14372526397480884,-0.05736235317466638,-0.031119911276837987,-0.027970998223049253,-0.008682786445880834,-0.04148114207447292,-0.03179007382737567,-0.08250223886964292,0.1,0.1,0.0,0.95,100,14,1,15
1,0.9409533675293645,-2.9499414016992533,-0.2299078866496165,-0.10099993778111911,-0.046518380045185395,-0.05147060496302992,-0.014020392661863623,-0.07851168200982722,-0.058542991134054374,-0.12787485668668302,0.097078,0.1,0.0,0.95,100,14,1,15
2,0.9368013541369891,-3.2166374898647714,-0.3668037878993933,-0.15684145624974347,-0.07468782776636557,-0.07910973530493015,-0.021576498072223744,-0.11730502686754304,-0.08825867125654549,-0.20439002866627287,0.094322,0.1,0.0,0.95,100,13,1,14
3,0.9415831143397553,-3.441751385229279,-0.48466189454153796,-0.20327746813745842,-0.10100379410250082,-0.10062599304356097,-0.029467876152582433,-0.1517936469003664,-0.1150607542457253,-0.2590559756844006,0.091718,0.1,0.0,0.95,100,13,1,14
4,0.939800162388772,-3.6665084748993824,-0.599989075024631,-0.24926977915337,-0.12612463182683112,-0.12306433726929532,-0.0369185879903978,-0.1868357955492174,-0.13983736104202196,-0.3162021956074451,0.089254,0.1,0.0,0.95,100,13,1,14
5,0.9423508149536464,-3.86313962558683,-0.7006447255572789,-0.29002847338163257,-0.1475421407702098,-0.1422678462140922,-0.04291548732773004,-0.21562652087422904,-0.1627533794353716,-0.3687711006009404,0.086919,0.1,0.0,0.95,100,13,1,14
6,0.9425676241520811,-4.033314045173201,-0.7883149972111064,-0.32704417454363877,-0.1662945643659655,-0.15958425550977312,-0.04910804126897523,-0.24354074817108137,-0.18474912314238545,-0.4148711566139562,0.084703,0.1,0.0,0.95,100,14,1,15
7,0.9413609072715143,-4.2163778656506095,-0.8850367931886578,-0.36621109572963345,-0.18800226631649733,-0.1795331061248289,-0.055615243792750846,-0.27182506872238227,-0.20821612629803687,-0.46433279500478936,0.082597,0.1,0.0,0.95,100,13,1,14
8,0.9456355802829325,-4.365487092170715,-0.9625207195855399,-0.39948326126938516,-0.20536396123817313,-0.19685376379477434,-0.06123294288419353,-0.2977792130969063,-0.22683149053700857,-0.5050780501672862,0.080593,0.1,0.0,0.95,100,13,1,14
9,0.941138910826206,-4.529852622200845,-1.0473768697030186,-0.43461851188026157,-0.22485470450683887,-0.21428257904146636,-0.0681328466720379,-0.3253552947441946,-0.2478734940265872,-0.5467130692845237,0.078684,0.1,0.0,0.95,100,13,1,14
10,0.9297113866209723,-4.734536675587324,-1.1555990455379384,-0.4795635967782994,-0.24869402468986582,-0.23746381874601746,-0.07548489121820451,-0.35738715748225175,-0.2745007354492075,-0.6066791721897762,0.076864,0.1,0.0,0.95,100,13,1,14
11,0.934884660037353,-4.900775684135638,-1.2429276617327039,-0.5168798805344861,-0.26684301985647146,-0.2565192946000457,-0.08113535201788845,-0.38486064649746227,-0.2954830039343123,-0.655673409207456,0.075126,0.1,0.0,0.95,100,14,1,15
12,0.9417102378141339,-5.040549372870552,-1.3171137433066846,-0.5479596143938652,-0.2834159186191801,-0.2721789369120009,-0.08682117771687142,-0.4085688390997291,-0.31446520146005097,-0.6915876765479305,0.073464,0.1,0.0,0.95,100,13,1,14
13,0.9396435776731674,-5.179527878821152,-1.3910279512146735,-0.5792263949773117,-0.2999066520275822,-0.288251245602734,-0.09247471415079334,-0.43087934756306984,-0.3317316349012579,-0.7260620453200678,0.071875,0.1,0.0,0.95,100,13,1,14
14,0.9456331404366025,-5.281856419952204,-1.4459796596890724,-0.604115997436904,-0.3114192043694931,-0.3007042214374364,-0.09662235251189913,-0.4501218441073116,-0.34619971223533297,-0.7529464012450878,0.070353,0.1,0.0,0.95,100,14,1,15
15,0.9455806299952986,-5.386035802767935,-1.5006064013162492,-0.6274350631980626,-0.3234269791222367,-0.31248014826421927,-0.10021503107371912,-0.46668617150421887,-0.3586735635979083,-0.7792577230884721,0.068894,0.1,0.0,0.95,100,13,1,14
16,0.9398941087486343,-5.508930170300402,-1.5665703184170436,-0.657162925928869,-0.3367191828127113,-0.3282723699762833,-0.10433005864080673,-0.4899288412842574,-0.3758618922658079,-0.8174583020768479,0.067494,0.1,0.0,0.95,100,13,1,14
