episode,service_level,bias,rebalancing_imbalance,squared_starvation_penalty,squared_congestion_penalty,starvation_count,congestion_count,gross_starvation_risk,gross_congestion_risk,fleet_broken_fraction,alpha,alpha_initial,epsilon,gamma,transition_update_interval,transition_batch_updates,remainder_batch_updates,batch_updates_this_episode
23,0.9396702852134043,-3.034591189561802,-0.2740598778035931,-0.10640323196330209,-0.06068901522767526,-0.05081063637483891,-0.01729590393498144,-0.07495652383757201,-0.0569241275698057,-0.14059113263638112,0.005909,0.01,0.0,0.97,100,14,1,15
24,0.9407073162609477,-3.051911102848336,-0.2830031156343742,-0.10989381398928708,-0.06267571639825693,-0.05257662361963578,-0.017894592359537352,-0.07738584335165036,-0.05878993720508024,-0.14560001909441295,0.005806,0.01,0.0,0.97,100,13,1,14
25,0.9348174112333799,-3.070611061577034,-0.2925896947351176,-0.1136044297411035,-0.0648532124119141,-0.05437080653131756,-0.018540828234930244,-0.07998429512208484,-0.060856762846659175,-0.15038442569010751,0.005706,0.01,0.0,0.97,100,13,1,14
26,0.9400094314201024,-3.0872784462518097,-0.30110397132727024,-0.11690557808711019,-0.06669620477302421,-0.05598443547171993,-0.019044221547737526,-0.08234671942872161,-0.06265545713502323,-0.15508298703324594,0.00561,0.01,0.0,0.97,100,13,1,14
27,0.942116832078865,-3.1026123530731695,-0.30905613185620745,-0.12002326538715358,-0.06848294595702158,-0.05753926080078403,-0.019523629356856247,-0.08460174919855433,-0.06436256145753597,-0.15883994700016676,0.005517,0.01,0.0,0.97,100,14,1,15
28,0.9444771698335493,-3.1164486786279757,-0.31614202295336225,-0.12278918783696771,-0.07005726893589309,-0.05882667581990422,-0.02000908215148385,-0.08667098133139596,-0.0660123625827511,-0.1621170806913376,0.005426,0.01,0.0,0.97,100,14,1,15
29,0.9399253668903429,-3.129749744818253,-0.3231046573260673,-0.12586136042025578,-0.07158564118932324,-0.06040733332557992,-0.02053610510945362,-0.0889335336402658,-0.06762431355356013,-0.1661984389697044,0.005339,0.01,0.0,0.97,100,14,1,15
30,0.9437150766826883,-3.1438043487067646,-0.3303388653457,-0.12864799398120963,-0.0731524856517699,-0.06169973226962892,-0.02095101390578272,-0.09081742345866022,-0.0690591506647798,-0.17023797761983878,0.005255,0.01,0.0,0.97,100,14,1,15
31,0.9411337700047269,-3.158759224453929,-0.3379582384247119,-0.1316074831763216,-0.07484132165505837,-0.06306135475189195,-0.02142619045085217,-0.09288079596388685,-0.07067587528993349,-0.17438310657466435,0.005173,0.01,0.0,0.97,100,13,1,14
32,0.9413265306122449,-3.1733832198932794,-0.34562477884848297,-0.1345997925922002,-0.07661815343800477,-0.06444985802786757,-0.02202078197326471,-0.09491332193655924,-0.07223220864557907,-0.17820159188483947,0.005094,0.01,0.0,0.97,100,14,1,15
33,0.94011580658269,-3.1877220997296396,-0.3529598818715156,-0.13749058544993314,-0.0781879944073398,-0.06580515527734446,-0.02247133678835861,-0.09693779200478056,-0.07373262216038662,-0.18225077537593257,0.005017,0.01,0.0,0.97,100,14,1,15
34,0.9422977416501144,-3.201649128059965,-0.3602574253783227,-0.14026122289448606,-0.07985387189858159,-0.06716387005031509,-0.02297847570845987,-0.0987659702521375,-0.0752397877199991,-0.18581515654130998,0.004942,0.01,0.0,0.97,100,14,1,15
35,0.9418933328819756,-3.2153501229121004,-0.36723891055051516,-0.14292805404140677,-0.08139063841680648,-0.06840440142648031,-0.02339245835560317,-0.10069055856113596,-0.07664227710418174,-0.1891780930694099,0.00487,0.01,0.0,0.97,100,13,1,14
36,0.9402065683329396,-3.2293886124291524,-0.37451382724799764,-0.14574144373346512,-0.08306027689104555,-0.06976881945169235,-0.023884243023532443,-0.10263428891187629,-0.07816006225061656,-0.1926947362170619,0.004799,0.01,0.0,0.97,100,13,1,14
37,0.9428114853033678,-3.241353482128715,-0.38071718988020575,-0.14827304532922791,-0.08438450318826785,-0.07100296815775063,-0.02424486902372601,-0.10447484217501368,-0.07958254989995885,-0.1959059359407399,0.004731,0.01,0.0,0.97,100,14,1,15
38,0.9445637944345607,-3.25391865636938,-0.38707866212014425,-0.15071637414070008,-0.08575493744829632,-0.07215827338733781,-0.024626986032496474,-0.10624552564328323,-0.0809434013135223,-0.19944649846012008,0.004665,0.01,0.0,0.97,100,13,1,14
39,0.9435823449479106,-3.2665512394032334,-0.39359630955515224,-0.15326557402827748,-0.08716097165283185,-0.07338648292195053,-0.025026120044703858,-0.10802924811542734,-0.08232702048222153,-0.20317205174142647,0.0046,0.01,0.0,0.97,100,13,1,14
40,0.9405734289048174,-3.2785921262688604,-0.3998244683512777,-0.1557938303806996,-0.08850994069701798,-0.07465956097760855,-0.025450311266100954,-0.10993910915978011,-0.08367153120501153,-0.2062316241554191,0.004537,0.01,0.0,0.97,100,14,1,15
41,0.943595690683877,-3.2861070667933405,-0.4038054647927451,-0.15786557952438457,-0.08941186233932563,-0.07571801173506276,-0.025861638153944422,-0.11152115603189611,-0.08491750111543749,-0.20876140309635785,0.004476,0.01,0.0,0.97,100,14,1,15
42,0.9402461930636614,-3.2990393440759234,-0.4104419571729358,-0.1604431529984211,-0.09093000978223592,-0.07696917830097472,-0.02635493669088709,-0.11325765228909154,-0.08631650587551074,-0.21211256915443555,0.004417,0.01,0.0,0.97,100,13,1,14
43,0.9409896049896049,-3.3117283971196456,-0.416789640890224,-0.16290098923849894,-0.09228972533877,-0.07810360279321882,-0.02673424066485919,-0.11498236825728825,-0.08768859615905482,-0.21536384877519896,0.004359,0.01,0.0,0.97,100,13,1,14
44,0.9412741267419047,-3.32372088928832,-0.423064509981096,-0.16537413706711077,-0.0937109596677944,-0.07933211504374126,-0.027171377271877035,-0.11662401402949092,-0.08891239283029499,-0.21880935631262102,0.004302,0.01,0.0,0.97,100,14,1,15
45,0.9421646187510521,-3.335302861581861,-0.4289866957734014,-0.16763342199878864,-0.09506337204279153,-0.08040429440411287,-0.027594940275072477,-0.1182724739888839,-0.09020612308189242,-0.22150995134764231,0.004247,0.01,0.0,0.97,100,14,1,15
46,0.9366030515131678,-3.3484087494296055,-0.4357407741254928,-0.17032924566096994,-0.09651877108431375,-0.08173869770764927,-0.028024812425424695,-0.12011270666311624,-0.09166728640436712,-0.22508368198139528,0.004194,0.01,0.0,0.97,100,13,1,14
47,0.9376174496644295,-3.361089757861699,-0.4422737382570315,-0.1728520760790908,-0.09797535905979654,-0.08298138590203939,-0.028440256096705852,-0.1218544291524752,-0.09299127181813854,-0.22821703872959898,0.004141,0.01,0.0,0.97,100,13,1,14
48,0.9412498129769089,-3.372914748631789,-0.448360619175243,-0.1752191669764285,-0.09933257821789139,-0.08410641672110745,-0.028822318491708458,-0.12355890698967929,-0.09428942032271685,-0.23125278478507102,0.00409,0.01,0.0,0.97,100,13,1,14
49,0.9434337308806684,-3.383881914673881,-0.45384227325136633,-0.17730669400114216,-0.1005637826502868,-0.08504806108133427,-0.029210314238168816,-0.12502818925612788,-0.09545033160582432,-0.2341366309651084,0.004041,0.01,0.0,0.97,100,13,1,14
50,0.9417597905969999,-3.394981304762799,-0.45951121431867276,-0.1795310824591388,-0.10182463131257466,-0.08605123326199615,-0.02958309379581046,-0.12664788842293928,-0.09670721963278739,-0.2369609354242705,0.003992,0.01,0.0,0.97,100,14,1,15
51,0.9412903660302387,-3.4061450802009263,-0.4652412595827162,-0.1817614363265337,-0.10307078308922518,-0.08715611402717978,-0.02988229665443632,-0.12818446341184347,-0.09790428864307246,-0.2400511678901883,0.003945,0.01,0.0,0.97,100,13,1,14
52,0.9430265273311897,-3.4168263376471035,-0.47065365887725646,-0.1838187334364207,-0.10433644770459108,-0.08814868797712212,-0.030241594640035136,-0.12964331325889425,-0.09907766117448352,-0.24262807430964506,0.003898,0.01,0.0,0.97,100,13,1,14
53,0.9362610500937584,-3.428497788805635,-0.4766711127620731,-0.18616604540799395,-0.10565305098374238,-0.08925636149666095,-0.0306092611043548,-0.131300406342945,-0.10038739272043183,-0.245918460037246,0.003853,0.01,0.0,0.97,100,14,1,15
54,0.9446159524848159,-3.4323905698128065,-0.4785939412463014,-0.1875982897790263,-0.10596555077729979,-0.09017701745392154,-0.030768830684620614,-0.13268211224203658,-0.10144979933417335,-0.24680590135044883,0.003809,0.01,0.0,0.97,100,14,1,15
55,0.9382441099147675,-3.443773032994141,-0.4843985643824497,-0.18987265758328176,-0.10722347018247702,-0.0912950055811373,-0.031098835218473626,-0.13430205836588577,-0.10265055992725827,-0.24962529338422879,0.003766,0.01,0.0,0.97,100,13,1,14
56,0.9452504375925677,-3.453325751684828,-0.4893474577595115,-0.19185159072001545,-0.10832450080140711,-0.09228731307786768,-0.031426754144063665,-0.13567379083753525,-0.10364862592239366,-0.2519537674680651,0.003724,0.01,0.0,0.97,100,13,1,14
57,0.9396201724658592,-3.464048552474569,-0.4947890711121366,-0.19398266524660654,-0.10952061594606036,-0.09333151578640254,-0.031748576779885365,-0.13720395931182652,-0.104770852731138,-0.2548222401630575,0.003682,0.01,0.0,0.97,100,13,1,14
58,0.9425382041927945,-3.474083066243717,-0.4998975460350516,-0.19599047519537685,-0.11063344411081162,-0.09426810413310868,-0.032076866958279125,-0.13865659449909967,-0.10589729196711545,-0.2575770059878291,0.003642,0.01,0.0,0.97,100,13,1,14
59,0.9409470093552637,-3.484270767985943,-0.5050354745434973,-0.1979679672376532,-0.1117320355721278,-0.09520555507173781,-0.03236641981883537,-0.14002627876004473,-0.10696339570215778,-0.2602316412315441,0.003602,0.01,0.0,0.97,100,13,1,14
60,0.9399506072600562,-3.4944109537106414,-0.5101966880536472,-0.199999583512625,-0.1127847397103276,-0.09615050890005805,-0.032602075825461284,-0.14139903308303642,-0.10800098276237408,-0.26313685295967515,0.003564,0.01,0.0,0.97,100,14,1,15
61,0.9439513698171345,-3.503813190027622,-0.5150847495312751,-0.20191163036809465,-0.11389609293024675,-0.0970980917053944,-0.0328976121770853,-0.14269963768546542,-0.10904454353464732,-0.26557635855648537,0.003526,0.01,0.0,0.97,100,13,1,14
62,0.9394889428263214,-3.513943539108475,-0.5203262833544106,-0.20392702303922927,-0.11503940039926094,-0.09804259066242431,-0.033215921524455475,-0.14407168843668192,-0.11006835289426017,-0.26820823245288133,0.003489,0.01,0.0,0.97,100,13,1,14
63,0.9368845870453479,-3.524552222495715,-0.5257697419716687,-0.20604905884951652,-0.11624567250270534,-0.09904653907183229,-0.03356835603991682,-0.1455945633591175,-0.11121560124448886,-0.2710973660278454,0.003453,0.01,0.0,0.97,100,13,1,14
64,0.946488630088851,-3.5329104404701024,-0.5300162731771798,-0.20768345913380667,-0.11722931880212799,-0.09979254222583704,-0.03388697372595006,-0.14674537081856298,-0.11215598758370998,-0.2731364963232576,0.003417,0.01,0.0,0.97,100,14,1,15
65,0.9407467259199408,-3.5414768504554925,-0.5344549335928246,-0.20948951955443149,-0.1182256398261016,-0.1006779002380088,-0.03422560470643283,-0.14803903493289539,-0.11313622171853047,-0.2755124227728442,0.003382,0.01,0.0,0.97,100,14,1,15
66,0.9401937574505952,-3.5510920187370916,-0.53930793175338,-0.2113291284614708,-0.11931134406189393,-0.10151447410805516,-0.03453381426239535,-0.14934352816596116,-0.11415812739152856,-0.27789617935129207,0.003348,0.01,0.0,0.97,100,13,1,14
67,0.9464581013128143,-3.5593648186018223,-0.5435430371623102,-0.2129752927604054,-0.12027380952532765,-0.10230950272775423,-0.03480544067352492,-0.15052165344437815,-0.11508677820185251,-0.27987537741997476,0.003315,0.01,0.0,0.97,100,13,1,14
68,0.9404755928175779,-3.5569756263632555,-0.5426096102493249,-0.21401513338189077,-0.12004829623187778,-0.10317954241196907,-0.035107578024348114,-0.1517776171366384,-0.11609021771123382,-0.2804159664426635,0.003282,0.01,0.0,0.97,100,14,1,15
69,0.9425667175470084,-3.5659168722228025,-0.547122136721743,-0.21576892846161747,-0.12104110939404857,-0.10401512097942629,-0.035380380507564355,-0.15307165977013812,-0.1170911096842483,-0.28265653551045977,0.00325,0.01,0.0,0.97,100,14,0,14
70,0.9467486522911052,-3.5738555863167476,-0.5512082513975665,-0.21734478662522155,-0.1219339455237628,-0.1047745978704631,-0.03565162804354837,-0.1541950197317432,-0.11793408928914263,-0.2847109083048496,0.003219,0.01,0.0,0.97,100,13,1,14
71,0.9421806811911649,-3.58267904136304,-0.5557024099392558,-0.21904138535529535,-0.12294247565244674,-0.10552390149175844,-0.03594734340814468,-0.15535783322151764,-0.11885248351353347,-0.28691683166848453,0.003188,0.01,0.0,0.97,100,13,1,14
72,0.9408016099278886,-3.5916129692356975,-0.5603816897356438,-0.22086214250773256,-0.1239877450189301,-0.10640026467478922,-0.03624530294860425,-0.15662205262523676,-0.11979150725937077,-0.28927067017419067,0.003157,0.01,0.0,0.97,100,13,1,14
73,0.9406384201805701,-3.6003345065949186,-0.5648256766653365,-0.22261615216060138,-0.12493957873655323,-0.10725094132874476,-0.03649509411022461,-0.15782393955735707,-0.12072018766770166,-0.2917506396319095,0.003128,0.01,0.0,0.97,100,13,1,14
74,0.940785488322003,-3.609045232732604,-0.5692931015370964,-0.22434221802950668,-0.12592107488181406,-0.10806177124317363,-0.03677961040618955,-0.1589857057627075,-0.12168569829645644,-0.29416374798055317,0.003098,0.01,0.0,0.97,100,13,1,14
75,0.9408010266108334,-3.61765824145542,-0.5737864673755291,-0.22605907072075596,-0.12695360998154984,-0.1088851776728689,-0.03710758372173813,-0.1601155613064878,-0.12262913875085514,-0.2963634536801756,0.00307,0.01,0.0,0.97,100,13,1,14
76,0.9456805072061618,-3.625304682068893,-0.5777183893716112,-0.22755813108054512,-0.12786818431387637,-0.1095880602213458,-0.03740598245423271,-0.1611658687488332,-0.1234392866804884,-0.2984237237089241,0.003042,0.01,0.0,0.97,100,13,1,14
77,0.9401696556791237,-3.6329736178922807,-0.5816852641597504,-0.2291887001380617,-0.12875853935787523,-0.11039806549666563,-0.03772860933781255,-0.16239731425577475,-0.12437804000735472,-0.3003033102085889,0.003014,0.01,0.0,0.97,100,14,1,15
78,0.9451274816083846,-3.640636198629755,-0.5855269252213298,-0.23067862647705567,-0.12963903307716224,-0.11107186338558526,-0.03800450391341597,-0.16344824922259693,-0.12518594836346963,-0.3020714444776598,0.002987,0.01,0.0,0.97,100,13,1,14
79,0.9454965829111557,-3.648066958189703,-0.5893874963795805,-0.2321704612550612,-0.130524279334385,-0.11179787706221052,-0.03828108262550169,-0.16452045872630225,-0.12598351175517905,-0.3038041063968538,0.00296,0.01,0.0,0.97,100,14,0,14
80,0.9435198092135095,-3.655871515161102,-0.5934136363053257,-0.23368133397222435,-0.1314480981574454,-0.11250815979052761,-0.038555888775013834,-0.1655400418252855,-0.12678512728353175,-0.3056904064455797,0.002934,0.01,0.0,0.97,100,13,1,14
81,0.9397945676033446,-3.6642470012265287,-0.5977366852550354,-0.23534803986232894,-0.13240650283575445,-0.11327828544525963,-0.03881803821360106,-0.16669670656806987,-0.12768084839443614,-0.30789934529287544,0.002909,0.01,0.0,0.97,100,13,1,14
82,0.944324579442403,-3.671715019983733,-0.6014796934722655,-0.23687212043871536,-0.13322943891110173,-0.11403687112001513,-0.039061678058697376,-0.16780559270664117,-0.12857679236320207,-0.30955155644120086,0.002883,0.01,0.0,0.97,100,13,1,14
83,0.9423748642099106,-3.675351462264809,-0.6031406162876838,-0.23795315058466607,-0.13349432714600806,-0.11452847500067122,-0.03910547973362039,-0.16881548286427098,-0.12934327492482162,-0.31061230485755437,0.002859,0.01,0.0,0.97,100,14,1,15
84,0.9447821005176156,-3.682676935181692,-0.6068203626723458,-0.2393860407989832,-0.1343090231486993,-0.11518709581470482,-0.039342287809235,-0.16977258582649862,-0.1300909658251607,-0.31249353636821087,0.002834,0.01,0.0,0.97,100,13,1,14
85,0.9340978100456311,-3.6915365997906435,-0.611523738680151,-0.2412172016077924,-0.1353701619264089,-0.11609012606192746,-0.03967883043263471,-0.1710330088162743,-0.13107598825240843,-0.31475444723082047,0.00281,0.01,0.0,0.97,100,13,1,14
86,0.9382540086536014,-3.699673493611648,-0.6156940236024803,-0.24279059690572408,-0.1363483352392072,-0.11681765334287282,-0.03997492123911471,-0.17208773764947463,-0.1320049778919315,-0.3167275865955818,0.002787,0.01,0.0,0.97,100,13,1,14
87,0.9357214934409688,-3.7082278521886307,-0.6201759648722139,-0.24459515206454735,-0.1372963397867783,-0.11775229163213109,-0.040227405950236265,-0.17344465920197338,-0.13295193616061543,-0.31939342687344363,0.002763,0.01,0.0,0.97,100,13,1,14
88,0.9400421461065025,-3.7160397646253327,-0.6241910032929335,-0.2461353287963751,-0.13822092222526847,-0.11849520111649728,-0.040523718611847476,-0.17456737565282437,-0.13380049530725424,-0.32139452370142557,0.002741,0.01,0.0,0.97,100,14,1,15
89,0.9379423340033444,-3.7240420158862406,-0.6282777262435445,-0.2477457235964931,-0.1391075417753011,-0.11928148625261048,-0.040775502104128454,-0.17568607946579837,-0.13467732824319423,-0.3233981973669545,0.002718,0.01,0.0,0.97,100,13,1,14
90,0.9421220789213964,-3.7303074688834585,-0.6315321383320336,-0.2491047864248559,-0.13981514698685107,-0.11995123327045029,-0.04097727197491824,-0.176726256299067,-0.13545160684536614,-0.3248381034958835,0.002696,0.01,0.0,0.97,100,14,1,15
91,0.9438213703099511,-3.737212478188241,-0.6350795889053678,-0.25047101366613816,-0.1405769923523089,-0.1206067832856045,-0.041177786854893726,-0.17774554122773456,-0.1361564219050858,-0.32664269476471786,0.002674,0.01,0.0,0.97,100,13,1,14
92,0.9411934128490106,-3.7445182763760916,-0.6387801230276747,-0.2519008371062252,-0.14141191056073948,-0.12127535411781626,-0.0414365669357508,-0.17877358791793485,-0.13699887270359,-0.3282710083417772,0.002653,0.01,0.0,0.97,100,13,1,14
93,0.9338328761624406,-3.7451981100459313,-0.6385934714760959,-0.25268454734183604,-0.1414112597905202,-0.12193235809415878,-0.041712287327687635,-0.1798857241300358,-0.13790539983537115,-0.3285208924076077,0.002632,0.01,0.0,0.97,100,14,1,15
94,0.9384955376115597,-3.749196885102594,-0.6407576095728118,-0.2538266978532123,-0.1419253431643948,-0.12250606993172078,-0.04199249799456218,-0.18090006027246697,-0.13872077549667214,-0.3292380425806687,0.002611,0.01,0.0,0.97,100,14,1,15
95,0.9392643716858851,-3.756649243417251,-0.6446961484720831,-0.25539058661023617,-0.14281515066864955,-0.12330183069121582,-0.042263463875679835,-0.18204989208575453,-0.1395315545380079,-0.33112990516369467,0.002591,0.01,0.0,0.97,100,13,1,14
96,0.9436807845126385,-3.7618065864851813,-0.6471715211982938,-0.25647048300159375,-0.14333788612724704,-0.12383317847424698,-0.04246983645177831,-0.1829945304495648,-0.14025488133060451,-0.33263136558718365,0.002571,0.01,0.0,0.97,100,14,1,15
97,0.9430481822458168,-3.758374781414138,-0.6462523478071236,-0.25719689315780925,-0.1431545863818805,-0.12455173873890373,-0.042603030361466676,-0.18392135497572004,-0.14101769864086444,-0.3325129529703989,0.002551,0.01,0.0,0.97,100,14,1,15
98,0.9415264808009979,-3.765304926193872,-0.6498593711058477,-0.2586088266397938,-0.1439401183704332,-0.12525739138002326,-0.04281619732525551,-0.1849393969059228,-0.1417708719071191,-0.334423289163323,0.002532,0.01,0.0,0.97,100,13,1,14
99,0.945868848538681,-3.771453517590159,-0.6529648298070228,-0.2598189017603505,-0.1446392134549968,-0.12582894484254536,-0.043006083362662845,-0.18581952372100285,-0.1424704781151722,-0.3359442230481937,0.002513,0.01,0.0,0.97,100,14,0,14
100,0.9375793200187028,-3.778919125913935,-0.6568074197202934,-0.26133610682302616,-0.14549433646115198,-0.12655640203500457,-0.0432547455698143,-0.18688022741921664,-0.14325823880255337,-0.33816574420104945,0.002494,0.01,0.0,0.97,100,13,1,14
101,0.9392792579702309,-3.7859218447436698,-0.6604788156042136,-0.2627496952394258,-0.14631303062801185,-0.12721985590400012,-0.043475094903709294,-0.1877631704796782,-0.14396364248398286,-0.340156523608834,0.002475,0.01,0.0,0.97,100,13,1,14
102,0.9460425018030559,-3.79038365447437,-0.662823263939707,-0.26382098617409744,-0.14681411917618573,-0.12776885708567406,-0.04367122762947101,-0.18860529003816123,-0.14459517772672986,-0.34141269610621344,0.002457,0.01,0.0,0.97,100,14,1,15
103,0.9477935448911166,-3.796126313049006,-0.6657655792247215,-0.2649512868234837,-0.14748989612874036,-0.12827655132166305,-0.04389586183142984,-0.18938496462730522,-0.14520435400461895,-0.34286247744362625,0.002439,0.01,0.0,0.97,100,13,1,14
104,0.93422796276105,-3.803786698872313,-0.6697031735098877,-0.26650151953078877,-0.14834057944064236,-0.129001874807278,-0.04412391334177573,-0.19045655938409956,-0.14605396939941295,-0.34515841180498436,0.002421,0.01,0.0,0.97,100,13,1,14
105,0.9394982293381215,-3.810715918373082,-0.6733255838488436,-0.26790485094949945,-0.1491400421141124,-0.12969076596657134,-0.044365877070870696,-0.1914773271777639,-0.14680241431803218,-0.3471079095886841,0.002404,0.01,0.0,0.97,100,13,1,14
106,0.9375881286510441,-3.81776936533943,-0.6769907095482454,-0.2693597350673979,-0.1499361008813716,-0.13042737550374056,-0.04458799546742073,-0.19251557368690297,-0.14761208145121774,-0.34910911063199807,0.002386,0.01,0.0,0.97,100,13,1,14
107,0.9390432878558195,-3.824593841071876,-0.6805373625372573,-0.2707627757270305,-0.15071357781731526,-0.1311217999855644,-0.04481040012817003,-0.1935209154002288,-0.14836962404012224,-0.350995852514418,0.002369,0.01,0.0,0.97,100,13,1,14
108,0.9394928864158865,-3.8314063479371336,-0.6840146340033371,-0.2721233168673178,-0.15148253366655026,-0.1317725190051165,-0.045047932913424446,-0.19452159392406423,-0.14912024903000448,-0.35291241427479436,0.002352,0.01,0.0,0.97,100,13,1,14
